,ALISP FP Equity_DX_SI_QTY,ALISP FP Equity_DX_SHORT_INTEREST_VALUE,ALISP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALISP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALISP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALISP FP Equity_DX_SI_MV,ALISP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALISP FP Equity_DX_SUPPLY_SI_QTY,ALISP FP Equity_DX_BROKER_SI_QTY,ALISP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALISP FP Equity_DX_SUPPLY_SI_MV,ALISP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALISP FP Equity_DX_UTILIZATION_QUANTITY,ALISP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALISP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALISP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALISP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALISP FP Equity_DX_BROKER_SI_CON_RATIO,ALISP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALISP FP Equity_PX_LAST
2019-04-05,,,,,,,,,,,,,,,,,,,,6.78
2019-04-08,,,,,,,,,,,,,,,,,,,,6.96
2019-04-09,,,,,,,,,,,,,,,,,,,,6.96
2019-04-10,,,,,,,,,,,,,,,,,,,,6.96
2019-04-11,,,,,,,,,,,,,,,,,,,,7.06
2019-04-12,,,,,,,,,,,,,,,,,,,,7.34
2019-04-15,,,,,,,,,,,,,,,,,,,,7.36
2019-04-16,,,,,,,,,,,,,,,,,,,,7.64
2019-04-17,,,,,,,,,,,,,,,,,,,,8.0
2019-04-18,,,,,,,,,,,,,,,,,,,,7.9
2019-04-23,,,,,,,,,,,,,,,,,,,,7.68
2019-04-24,,,,,,,,,,,,,,,,,,,,7.2
2019-04-25,,,,,,,,,,,,,,,,,,,,7.2
2019-04-26,,,,,,,,,,,,,,,,,,,,7.2
2019-04-29,,,,,,,,,,,,,,,,,,,,7.2
2019-04-30,,,,,,,,,,,,,,,,,,,,7.2
2019-05-02,,,,,,,,,,,,,,,,,,,,7.22
2019-05-03,,,,,,,,,,,,,,,,,,,,7.2
2019-05-06,,,,,,,,,,,,,,,,,,,,6.94
2019-05-07,,,,,,,,,,,,,,,,,,,,6.94
2019-05-08,,,,,,,,,,,,,,,,,,,,6.96
2019-05-09,,,,,,,,,,,,,,,,,,,,6.94
2019-05-10,,,,,,,,,,,,,,,,,,,,6.96
2019-05-13,,,,,,,,,,,,,,,,,,,,6.96
2019-05-14,,,,,,,,,,,,,,,,,,,,6.96
2019-05-15,,,,,,,,,,,,,,,,,,,,6.96
2019-05-16,,,,,,,,,,,,,,,,,,,,6.96
2019-05-17,,,,,,,,,,,,,,,,,,,,6.96
2019-05-20,,,,,,,,,,,,,,,,,,,,6.96
2019-05-21,,,,,,,,,,,,,,,,,,,,6.94
2019-05-22,,,,,,,,,,,,,,,,,,,,6.94
2019-05-23,,,,,,,,,,,,,,,,,,,,6.94
2019-05-24,,,,,,,,,,,,,,,,,,,,6.94
2019-05-27,,,,,,,,,,,,,,,,,,,,6.94
2019-05-28,,,,,,,,,,,,,,,,,,,,6.94
2019-05-29,,,,,,,,,,,,,,,,,,,,6.78
2019-05-30,,,,,,,,,,,,,,,,,,,,6.68
2019-05-31,,,,,,,,,,,,,,,,,,,,6.72
2019-06-03,,,,,,,,,,,,,,,,,,,,6.74
2019-06-04,,,,,,,,,,,,,,,,,,,,6.74
2019-06-05,,,,,,,,,,,,,,,,,,,,6.74
2019-06-06,,,,,,,,,,,,,,,,,,,,6.76
2019-06-07,,,,,,,,,,,,,,,,,,,,6.64
2019-06-10,,,,,,,,,,,,,,,,,,,,6.58
2019-06-11,,,,,,,,,,,,,,,,,,,,6.58
2019-06-12,,,,,,,,,,,,,,,,,,,,6.58
2019-06-13,,,,,,,,,,,,,,,,,,,,6.58
2019-06-14,,,,,,,,,,,,,,,,,,,,6.58
2019-06-17,,,,,,,,,,,,,,,,,,,,6.64
2019-06-18,,,,,,,,,,,,,,,,,,,,6.64
2019-06-19,,,,,,,,,,,,,,,,,,,,6.66
2019-06-20,,,,,,,,,,,,,,,,,,,,6.7
2019-06-21,,,,,,,,,,,,,,,,,,,,6.72
2019-06-24,,,,,,,,,,,,,,,,,,,,6.72
2019-06-25,,,,,,,,,,,,,,,,,,,,6.7
2019-06-26,,,,,,,,,,,,,,,,,,,,6.64
2019-06-27,,,,,,,,,,,,,,,,,,,,6.66
2019-06-28,,,,,,,,,,,,,,,,,,,,6.66
2019-07-01,,,,,,,,,,,,,,,,,,,,6.58
2019-07-02,,,,,,,,,,,,,,,,,,,,6.58
2019-07-03,,,,,,,,,,,,,,,,,,,,6.76
2019-07-04,,,,,,,,,,,,,,,,,,,,6.8
2019-07-05,,,,,,,,,,,,,,,,,,,,6.8
2019-07-08,,,,,,,,,,,,,,,,,,,,6.8
2019-07-09,,,,,,,,,,,,,,,,,,,,6.8
2019-07-10,,,,,,,,,,,,,,,,,,,,6.8
2019-07-11,,,,,,,,,,,,,,,,,,,,6.8
2019-07-12,,,,,,,,,,,,,,,,,,,,6.8
2019-07-15,,,,,,,,,,,,,,,,,,,,6.8
2019-07-16,,,,,,,,,,,,,,,,,,,,6.8
2019-07-17,,,,,,,,,,,,,,,,,,,,6.8
2019-07-18,,,,,,,,,,,,,,,,,,,,6.82
2019-07-19,,,,,,,,,,,,,,,,,,,,6.84
2019-07-22,,,,,,,,,,,,,,,,,,,,6.84
2019-07-23,,,,,,,,,,,,,,,,,,,,6.84
2019-07-24,,,,,,,,,,,,,,,,,,,,6.84
2019-07-25,,,,,,,,,,,,,,,,,,,,6.76
2019-07-26,,,,,,,,,,,,,,,,,,,,6.26
2019-07-29,,,,,,,,,,,,,,,,,,,,6.08
2019-07-30,,,,,,,,,,,,,,,,,,,,6.1
2019-07-31,,,,,,,,,,,,,,,,,,,,6.1
2019-08-01,,,,,,,,,,,,,,,,,,,,6.1
2019-08-02,,,,,,,,,,,,,,,,,,,,6.1
2019-08-05,,,,,,,,,,,,,,,,,,,,6.1
2019-08-06,,,,,,,,,,,,,,,,,,,,6.1
2019-08-07,,,,,,,,,,,,,,,,,,,,6.1
2019-08-08,,,,,,,,,,,,,,,,,,,,6.1
2019-08-09,,,,,,,,,,,,,,,,,,,,6.1
2019-08-12,,,,,,,,,,,,,,,,,,,,6.1
2019-08-13,,,,,,,,,,,,,,,,,,,,6.1
2019-08-14,,,,,,,,,,,,,,,,,,,,6.1
2019-08-16,,,,,,,,,,,,,,,,,,,,5.98
2019-08-19,,,,,,,,,,,,,,,,,,,,6.0
2019-08-20,,,,,,,,,,,,,,,,,,,,6.0
2019-08-21,,,,,,,,,,,,,,,,,,,,6.0
2019-08-22,,,,,,,,,,,,,,,,,,,,6.0
2019-08-23,,,,,,,,,,,,,,,,,,,,6.0
2019-08-26,,,,,,,,,,,,,,,,,,,,6.2
2019-08-27,,,,,,,,,,,,,,,,,,,,6.06
2019-08-28,,,,,,,,,,,,,,,,,,,,5.98
2019-08-29,,,,,,,,,,,,,,,,,,,,6.02
2019-08-30,,,,,,,,,,,,,,,,,,,,6.08
2019-09-02,,,,,,,,,,,,,,,,,,,,6.1
2019-09-03,,,,,,,,,,,,,,,,,,,,6.1
2019-09-04,,,,,,,,,,,,,,,,,,,,6.12
2019-09-05,,,,,,,,,,,,,,,,,,,,6.1
2019-09-06,,,,,,,,,,,,,,,,,,,,6.08
2019-09-09,,,,,,,,,,,,,,,,,,,,6.08
2019-09-10,,,,,,,,,,,,,,,,,,,,6.08
2019-09-11,,,,,,,,,,,,,,,,,,,,6.08
2019-09-12,,,,,,,,,,,,,,,,,,,,6.08
2019-09-13,,,,,,,,,,,,,,,,,,,,6.08
2019-09-16,,,,,,,,,,,,,,,,,,,,6.08
2019-09-17,,,,,,,,,,,,,,,,,,,,6.08
2019-09-18,,,,,,,,,,,,,,,,,,,,6.08
2019-09-19,,,,,,,,,,,,,,,,,,,,6.08
2019-09-20,,,,,,,,,,,,,,,,,,,,6.08
2019-09-23,,,,,,,,,,,,,,,,,,,,6.1
2019-09-24,,,,,,,,,,,,,,,,,,,,6.08
2019-09-25,,,,,,,,,,,,,,,,,,,,6.08
2019-09-26,,,,,,,,,,,,,,,,,,,,6.08
2019-09-27,,,,,,,,,,,,,,,,,,,,5.98
2019-09-30,,,,,,,,,,,,,,,,,,,,5.7
2019-10-01,,,,,,,,,,,,,,,,,,,,5.6
2019-10-02,,,,,,,,,,,,,,,,,,,,4.8
2019-10-03,,,,,,,,,,,,,,,,,,,,4.88
2019-10-04,,,,,,,,,,,,,,,,,,,,4.92
2019-10-07,,,,,,,,,,,,,,,,,,,,4.92
2019-10-08,,,,,,,,,,,,,,,,,,,,4.8
2019-10-09,,,,,,,,,,,,,,,,,,,,4.88
2019-10-10,,,,,,,,,,,,,,,,,,,,4.9
2019-10-11,,,,,,,,,,,,,,,,,,,,4.9
2019-10-14,,,,,,,,,,,,,,,,,,,,4.9
2019-10-15,,,,,,,,,,,,,,,,,,,,5.0
2019-10-16,,,,,,,,,,,,,,,,,,,,5.18
2019-10-17,,,,,,,,,,,,,,,,,,,,5.32
2019-10-18,,,,,,,,,,,,,,,,,,,,5.62
2019-10-21,,,,,,,,,,,,,,,,,,,,6.0
2019-10-22,,,,,,,,,,,,,,,,,,,,6.22
2019-10-23,,,,,,,,,,,,,,,,,,,,6.46
2019-10-24,,,,,,,,,,,,,,,,,,,,6.48
2019-10-25,,,,,,,,,,,,,,,,,,,,6.46
2019-10-28,,,,,,,,,,,,,,,,,,,,6.46
2019-10-29,,,,,,,,,,,,,,,,,,,,6.7
2019-10-30,,,,,,,,,,,,,,,,,,,,6.94
2019-10-31,,,,,,,,,,,,,,,,,,,,7.1
2019-11-01,,,,,,,,,,,,,,,,,,,,7.24
2019-11-04,,,,,,,,,,,,,,,,,,,,7.38
2019-11-05,,,,,,,,,,,,,,,,,,,,7.4
2019-11-06,,,,,,,,,,,,,,,,,,,,7.5
2019-11-07,,,,,,,,,,,,,,,,,,,,7.56
2019-11-08,,,,,,,,,,,,,,,,,,,,7.6
2019-11-11,,,,,,,,,,,,,,,,,,,,7.68
2019-11-12,,,,,,,,,,,,,,,,,,,,7.9
2019-11-13,,,,,,,,,,,,,,,,,,,,7.84
2019-11-14,,,,,,,,,,,,,,,,,,,,8.1
2019-11-15,,,,,,,,,,,,,,,,,,,,8.04
2019-11-18,,,,,,,,,,,,,,,,,,,,8.0
2019-11-19,,,,,,,,,,,,,,,,,,,,8.04
2019-11-20,,,,,,,,,,,,,,,,,,,,8.04
2019-11-21,,,,,,,,,,,,,,,,,,,,8.04
2019-11-22,,,,,,,,,,,,,,,,,,,,7.94
2019-11-25,,,,,,,,,,,,,,,,,,,,7.94
2019-11-26,,,,,,,,,,,,,,,,,,,,7.94
2019-11-27,,,,,,,,,,,,,,,,,,,,7.9
2019-11-28,,,,,,,,,,,,,,,,,,,,7.68
2019-11-29,,,,,,,,,,,,,,,,,,,,7.72
2019-12-02,,,,,,,,,,,,,,,,,,,,7.0
2019-12-03,,,,,,,,,,,,,,,,,,,,7.0
2019-12-04,,,,,,,,,,,,,,,,,,,,7.0
2019-12-05,,,,,,,,,,,,,,,,,,,,7.0
2019-12-06,,,,,,,,,,,,,,,,,,,,7.0
2019-12-09,,,,,,,,,,,,,,,,,,,,7.0
2019-12-10,,,,,,,,,,,,,,,,,,,,7.0
2019-12-11,,,,,,,,,,,,,,,,,,,,6.9
2019-12-12,,,,,,,,,,,,,,,,,,,,6.92
2019-12-13,,,,,,,,,,,,,,,,,,,,6.92
2019-12-16,,,,,,,,,,,,,,,,,,,,6.92
2019-12-17,,,,,,,,,,,,,,,,,,,,6.78
2019-12-18,,,,,,,,,,,,,,,,,,,,6.78
2019-12-19,,,,,,,,,,,,,,,,,,,,6.78
2019-12-20,,,,,,,,,,,,,,,,,,,,6.8
2019-12-23,,,,,,,,,,,,,,,,,,,,6.8
2019-12-24,,,,,,,,,,,,,,,,,,,,6.8
2019-12-27,,,,,,,,,,,,,,,,,,,,6.9
2019-12-30,,,,,,,,,,,,,,,,,,,,7.0
2019-12-31,,,,,,,,,,,,,,,,,,,,7.28
2020-01-02,,,,,,,,,,,,,,,,,,,,7.56
2020-01-03,,,,,,,,,,,,,,,,,,,,7.72
2020-01-06,,,,,,,,,,,,,,,,,,,,7.98
2020-01-07,,,,,,,,,,,,,,,,,,,,7.98
2020-01-08,,,,,,,,,,,,,,,,,,,,8.18
2020-01-09,,,,,,,,,,,,,,,,,,,,8.04
2020-01-10,,,,,,,,,,,,,,,,,,,,8.44
2020-01-13,,,,,,,,,,,,,,,,,,,,8.04
2020-01-14,,,,,,,,,,,,,,,,,,,,8.02
2020-01-15,,,,,,,,,,,,,,,,,,,,8.0
2020-01-16,,,,,,,,,,,,,,,,,,,,8.0
2020-01-17,,,,,,,,,,,,,,,,,,,,8.0
2020-01-20,,,,,,,,,,,,,,,,,,,,7.68
2020-01-21,,,,,,,,,,,,,,,,,,,,7.54
2020-01-22,,,,,,,,,,,,,,,,,,,,7.54
2020-01-23,,,,,,,,,,,,,,,,,,,,7.5
2020-01-24,,,,,,,,,,,,,,,,,,,,7.5
2020-01-27,,,,,,,,,,,,,,,,,,,,7.5
2020-01-28,,,,,,,,,,,,,,,,,,,,7.46
2020-01-29,,,,,,,,,,,,,,,,,,,,7.46
2020-01-30,,,,,,,,,,,,,,,,,,,,7.48
2020-01-31,,,,,,,,,,,,,,,,,,,,7.3
2020-02-03,,,,,,,,,,,,,,,,,,,,7.3
2020-02-04,,,,,,,,,,,,,,,,,,,,7.3
2020-02-05,,,,,,,,,,,,,,,,,,,,7.3
2020-02-06,,,,,,,,,,,,,,,,,,,,7.32
2020-02-07,,,,,,,,,,,,,,,,,,,,7.32
2020-02-10,,,,,,,,,,,,,,,,,,,,7.34
2020-02-11,,,,,,,,,,,,,,,,,,,,7.0
2020-02-12,,,,,,,,,,,,,,,,,,,,6.5
2020-02-13,,,,,,,,,,,,,,,,,,,,6.2
2020-02-14,,,,,,,,,,,,,,,,,,,,6.2
2020-02-17,,,,,,,,,,,,,,,,,,,,6.52
2020-02-18,,,,,,,,,,,,,,,,,,,,6.78
2020-02-19,,,,,,,,,,,,,,,,,,,,6.82
2020-02-20,,,,,,,,,,,,,,,,,,,,6.78
2020-02-21,,,,,,,,,,,,,,,,,,,,6.78
2020-02-24,,,,,,,,,,,,,,,,,,,,6.66
2020-02-25,,,,,,,,,,,,,,,,,,,,6.66
2020-02-26,,,,,,,,,,,,,,,,,,,,6.42
2020-02-27,,,,,,,,,,,,,,,,,,,,6.56
2020-02-28,,,,,,,,,,,,,,,,,,,,7.26
2020-03-02,,,,,,,,,,,,,,,,,,,,7.0
2020-03-03,,,,,,,,,,,,,,,,,,,,7.0
2020-03-04,,,,,,,,,,,,,,,,,,,,7.0
2020-03-05,,,,,,,,,,,,,,,,,,,,7.0
2020-03-06,,,,,,,,,,,,,,,,,,,,7.02
2020-03-09,,,,,,,,,,,,,,,,,,,,7.02
2020-03-10,,,,,,,,,,,,,,,,,,,,7.02
2020-03-11,,,,,,,,,,,,,,,,,,,,5.98
2020-03-12,,,,,,,,,,,,,,,,,,,,5.58
2020-03-13,,,,,,,,,,,,,,,,,,,,5.28
2020-03-16,,,,,,,,,,,,,,,,,,,,5.0
2020-03-17,,,,,,,,,,,,,,,,,,,,5.0
2020-03-18,,,,,,,,,,,,,,,,,,,,5.0
2020-03-19,,,,,,,,,,,,,,,,,,,,5.0
2020-03-20,,,,,,,,,,,,,,,,,,,,5.0
2020-03-23,,,,,,,,,,,,,,,,,,,,5.0
2020-03-24,,,,,,,,,,,,,,,,,,,,5.0
2020-03-25,,,,,,,,,,,,,,,,,,,,5.0
2020-03-26,,,,,,,,,,,,,,,,,,,,5.0
2020-03-27,,,,,,,,,,,,,,,,,,,,5.0
2020-03-30,,,,,,,,,,,,,,,,,,,,5.0
2020-03-31,,,,,,,,,,,,,,,,,,,,5.5
2020-04-01,,,,,,,,,,,,,,,,,,,,5.6
2020-04-02,,,,,,,,,,,,,,,,,,,,5.3
2020-04-03,,,,,,,,,,,,,,,,,,,,5.25
2020-04-06,,,,,,,,,,,,,,,,,,,,5.0
2020-04-07,,,,,,,,,,,,,,,,,,,,5.0
2020-04-08,,,,,,,,,,,,,,,,,,,,5.0
2020-04-09,,,,,,,,,,,,,,,,,,,,4.72
2020-04-14,,,,,,,,,,,,,,,,,,,,4.72
2020-04-15,,,,,,,,,,,,,,,,,,,,4.98
2020-04-16,,,,,,,,,,,,,,,,,,,,5.15
2020-04-17,,,,,,,,,,,,,,,,,,,,5.3
2020-04-20,,,,,,,,,,,,,,,,,,,,5.5
2020-04-21,,,,,,,,,,,,,,,,,,,,5.6
2020-04-22,,,,,,,,,,,,,,,,,,,,5.85
2020-04-23,,,,,,,,,,,,,,,,,,,,6.2
2020-04-24,,,,,,,,,,,,,,,,,,,,6.25
2020-04-27,,,,,,,,,,,,,,,,,,,,6.6
2020-04-28,,,,,,,,,,,,,,,,,,,,6.7
2020-04-29,,,,,,,,,,,,,,,,,,,,6.7
2020-04-30,,,,,,,,,,,,,,,,,,,,6.95
2020-05-04,,,,,,,,,,,,,,,,,,,,6.9
2020-05-05,,,,,,,,,,,,,,,,,,,,6.9
2020-05-06,,,,,,,,,,,,,,,,,,,,6.9
2020-05-07,,,,,,,,,,,,,,,,,,,,6.9
2020-05-08,,,,,,,,,,,,,,,,,,,,6.9
2020-05-11,,,,,,,,,,,,,,,,,,,,6.9
2020-05-12,,,,,,,,,,,,,,,,,,,,6.9
2020-05-13,,,,,,,,,,,,,,,,,,,,7.0
2020-05-14,,,,,,,,,,,,,,,,,,,,7.05
2020-05-15,,,,,,,,,,,,,,,,,,,,7.1
2020-05-18,,,,,,,,,,,,,,,,,,,,7.2
2020-05-19,,,,,,,,,,,,,,,,,,,,7.1
2020-05-20,,,,,,,,,,,,,,,,,,,,7.1
2020-05-21,,,,,,,,,,,,,,,,,,,,7.1
2020-05-22,,,,,,,,,,,,,,,,,,,,7.1
2020-05-25,,,,,,,,,,,,,,,,,,,,7.1
2020-05-26,,,,,,,,,,,,,,,,,,,,7.1
2020-05-27,,,,,,,,,,,,,,,,,,,,7.1
2020-05-28,,,,,,,,,,,,,,,,,,,,7.1
2020-05-29,,,,,,,,,,,,,,,,,,,,7.1
2020-06-01,,,,,,,,,,,,,,,,,,,,7.1
2020-06-02,,,,,,,,,,,,,,,,,,,,7.1
2020-06-03,,,,,,,,,,,,,,,,,,,,7.1
2020-06-04,,,,,,,,,,,,,,,,,,,,7.1
2020-06-05,,,,,,,,,,,,,,,,,,,,7.1
2020-06-08,,,,,,,,,,,,,,,,,,,,7.0
2020-06-09,,,,,,,,,,,,,,,,,,,,7.0
2020-06-10,,,,,,,,,,,,,,,,,,,,7.0
2020-06-11,,,,,,,,,,,,,,,,,,,,7.0
2020-06-12,,,,,,,,,,,,,,,,,,,,6.8
2020-06-15,,,,,,,,,,,,,,,,,,,,6.5
2020-06-16,,,,,,,,,,,,,,,,,,,,6.5
2020-06-17,,,,,,,,,,,,,,,,,,,,6.55
2020-06-18,,,,,,,,,,,,,,,,,,,,6.55
2020-06-19,,,,,,,,,,,,,,,,,,,,6.8
2020-06-22,,,,,,,,,,,,,,,,,,,,6.9
2020-06-23,,,,,,,,,,,,,,,,,,,,7.0
2020-06-24,,,,,,,,,,,,,,,,,,,,7.25
2020-06-25,,,,,,,,,,,,,,,,,,,,7.3
2020-06-26,,,,,,,,,,,,,,,,,,,,7.25
2020-06-29,,,,,,,,,,,,,,,,,,,,7.25
2020-06-30,,,,,,,,,,,,,,,,,,,,7.25
2020-07-01,,,,,,,,,,,,,,,,,,,,7.25
2020-07-02,,,,,,,,,,,,,,,,,,,,7.25
2020-07-03,,,,,,,,,,,,,,,,,,,,7.25
2020-07-06,,,,,,,,,,,,,,,,,,,,7.25
2020-07-07,,,,,,,,,,,,,,,,,,,,7.25
2020-07-08,,,,,,,,,,,,,,,,,,,,7.2
2020-07-09,,,,,,,,,,,,,,,,,,,,7.2
2020-07-10,,,,,,,,,,,,,,,,,,,,7.2
2020-07-13,,,,,,,,,,,,,,,,,,,,7.15
2020-07-14,,,,,,,,,,,,,,,,,,,,7.15
2020-07-15,,,,,,,,,,,,,,,,,,,,7.1
2020-07-16,,,,,,,,,,,,,,,,,,,,7.1
2020-07-17,,,,,,,,,,,,,,,,,,,,7.1
2020-07-20,,,,,,,,,,,,,,,,,,,,7.1
2020-07-21,,,,,,,,,,,,,,,,,,,,6.75
2020-07-22,,,,,,,,,,,,,,,,,,,,6.75
2020-07-23,,,,,,,,,,,,,,,,,,,,5.65
2020-07-24,,,,,,,,,,,,,,,,,,,,5.1
2020-07-27,,,,,,,,,,,,,,,,,,,,4.9
2020-07-28,,,,,,,,,,,,,,,,,,,,4.8
2020-07-29,,,,,,,,,,,,,,,,,,,,4.8
2020-07-30,,,,,,,,,,,,,,,,,,,,4.68
2020-07-31,,,,,,,,,,,,,,,,,,,,4.68
2020-08-03,,,,,,,,,,,,,,,,,,,,4.7
2020-08-04,,,,,,,,,,,,,,,,,,,,4.7
2020-08-05,,,,,,,,,,,,,,,,,,,,4.72
2020-08-06,,,,,,,,,,,,,,,,,,,,4.7
2020-08-07,,,,,,,,,,,,,,,,,,,,4.72
2020-08-10,,,,,,,,,,,,,,,,,,,,4.7
2020-08-11,,,,,,,,,,,,,,,,,,,,4.68
2020-08-12,,,,,,,,,,,,,,,,,,,,4.58
2020-08-13,,,,,,,,,,,,,,,,,,,,4.56
2020-08-14,,,,,,,,,,,,,,,,,,,,4.66
2020-08-17,,,,,,,,,,,,,,,,,,,,4.9
2020-08-18,,,,,,,,,,,,,,,,,,,,5.0
2020-08-19,,,,,,,,,,,,,,,,,,,,5.4
2020-08-20,,,,,,,,,,,,,,,,,,,,5.55
2020-08-21,,,,,,,,,,,,,,,,,,,,5.6
2020-08-24,,,,,,,,,,,,,,,,,,,,5.6
2020-08-25,,,,,,,,,,,,,,,,,,,,5.35
2020-08-26,,,,,,,,,,,,,,,,,,,,5.0
2020-08-27,,,,,,,,,,,,,,,,,,,,4.66
2020-08-28,,,,,,,,,,,,,,,,,,,,4.68
2020-08-31,,,,,,,,,,,,,,,,,,,,4.88
2020-09-01,,,,,,,,,,,,,,,,,,,,4.9
2020-09-02,,,,,,,,,,,,,,,,,,,,4.84
2020-09-03,,,,,,,,,,,,,,,,,,,,4.66
2020-09-04,,,,,,,,,,,,,,,,,,,,4.56
2020-09-07,,,,,,,,,,,,,,,,,,,,4.56
2020-09-08,,,,,,,,,,,,,,,,,,,,4.58
2020-09-09,,,,,,,,,,,,,,,,,,,,4.56
2020-09-10,,,,,,,,,,,,,,,,,,,,4.6
2020-09-11,,,,,,,,,,,,,,,,,,,,4.48
2020-09-14,,,,,,,,,,,,,,,,,,,,4.48
2020-09-15,,,,,,,,,,,,,,,,,,,,4.48
2020-09-16,,,,,,,,,,,,,,,,,,,,4.4
2020-09-17,,,,,,,,,,,,,,,,,,,,4.28
2020-09-18,,,,,,,,,,,,,,,,,,,,4.26
2020-09-21,,,,,,,,,,,,,,,,,,,,4.12
2020-09-22,,,,,,,,,,,,,,,,,,,,4.06
2020-09-23,,,,,,,,,,,,,,,,,,,,3.86
2020-09-24,,,,,,,,,,,,,,,,,,,,3.78
2020-09-25,,,,,,,,,,,,,,,,,,,,3.68
2020-09-28,,,,,,,,,,,,,,,,,,,,3.78
2020-09-29,,,,,,,,,,,,,,,,,,,,3.8
2020-09-30,,,,,,,,,,,,,,,,,,,,3.96
2020-10-01,,,,,,,,,,,,,,,,,,,,4.0
2020-10-02,,,,,,,,,,,,,,,,,,,,4.06
2020-10-05,,,,,,,,,,,,,,,,,,,,4.0
2020-10-06,,,,,,,,,,,,,,,,,,,,3.84
2020-10-07,,,,,,,,,,,,,,,,,,,,3.8
2020-10-08,,,,,,,,,,,,,,,,,,,,3.7
2020-10-09,,,,,,,,,,,,,,,,,,,,3.78
2020-10-12,,,,,,,,,,,,,,,,,,,,3.76
2020-10-13,,,,,,,,,,,,,,,,,,,,3.78
2020-10-14,,,,,,,,,,,,,,,,,,,,3.8
2020-10-15,,,,,,,,,,,,,,,,,,,,3.6
2020-10-16,,,,,,,,,,,,,,,,,,,,3.66
2020-10-19,,,,,,,,,,,,,,,,,,,,3.68
2020-10-20,,,,,,,,,,,,,,,,,,,,3.68
2020-10-21,,,,,,,,,,,,,,,,,,,,3.54
2020-10-22,,,,,,,,,,,,,,,,,,,,3.5
2020-10-23,,,,,,,,,,,,,,,,,,,,3.5
2020-10-26,,,,,,,,,,,,,,,,,,,,3.56
2020-10-27,,,,,,,,,,,,,,,,,,,,3.76
2020-10-28,,,,,,,,,,,,,,,,,,,,3.8
2020-10-29,,,,,,,,,,,,,,,,,,,,3.96
2020-10-30,,,,,,,,,,,,,,,,,,,,3.96
2020-11-02,,,,,,,,,,,,,,,,,,,,4.3
2020-11-03,,,,,,,,,,,,,,,,,,,,4.52
2020-11-04,,,,,,,,,,,,,,,,,,,,4.6
2020-11-05,,,,,,,,,,,,,,,,,,,,4.86
2020-11-06,,,,,,,,,,,,,,,,,,,,4.86
2020-11-09,,,,,,,,,,,,,,,,,,,,4.92
2020-11-10,,,,,,,,,,,,,,,,,,,,4.92
2020-11-11,,,,,,,,,,,,,,,,,,,,5.3
2020-11-12,,,,,,,,,,,,,,,,,,,,4.92
2020-11-13,,,,,,,,,,,,,,,,,,,,4.82
2020-11-16,,,,,,,,,,,,,,,,,,,,4.58
2020-11-17,,,,,,,,,,,,,,,,,,,,4.4
2020-11-18,,,,,,,,,,,,,,,,,,,,4.3
2020-11-19,,,,,,,,,,,,,,,,,,,,4.28
2020-11-20,,,,,,,,,,,,,,,,,,,,4.24
2020-11-23,,,,,,,,,,,,,,,,,,,,4.26
2020-11-24,,,,,,,,,,,,,,,,,,,,4.22
2020-11-25,,,,,,,,,,,,,,,,,,,,4.22
2020-11-26,,,,,,,,,,,,,,,,,,,,4.22
2020-11-27,,,,,,,,,,,,,,,,,,,,4.22
2020-11-30,,,,,,,,,,,,,,,,,,,,4.22
2020-12-01,,,,,,,,,,,,,,,,,,,,4.22
2020-12-02,,,,,,,,,,,,,,,,,,,,4.22
2020-12-03,,,,,,,,,,,,,,,,,,,,4.2
2020-12-04,,,,,,,,,,,,,,,,,,,,4.2
2020-12-07,,,,,,,,,,,,,,,,,,,,4.06
2020-12-08,,,,,,,,,,,,,,,,,,,,3.86
2020-12-09,,,,,,,,,,,,,,,,,,,,3.88
2020-12-10,,,,,,,,,,,,,,,,,,,,4.08
2020-12-11,,,,,,,,,,,,,,,,,,,,4.1
2020-12-14,,,,,,,,,,,,,,,,,,,,4.1
2020-12-15,,,,,,,,,,,,,,,,,,,,4.1
2020-12-16,,,,,,,,,,,,,,,,,,,,4.1
2020-12-17,,,,,,,,,,,,,,,,,,,,4.12
2020-12-18,,,,,,,,,,,,,,,,,,,,4.1
2020-12-21,,,,,,,,,,,,,,,,,,,,4.14
2020-12-22,,,,,,,,,,,,,,,,,,,,4.14
2020-12-23,,,,,,,,,,,,,,,,,,,,4.14
2020-12-24,,,,,,,,,,,,,,,,,,,,4.14
2020-12-28,,,,,,,,,,,,,,,,,,,,4.1
2020-12-29,,,,,,,,,,,,,,,,,,,,4.1
2020-12-30,,,,,,,,,,,,,,,,,,,,4.02
2020-12-31,,,,,,,,,,,,,,,,,,,,4.04
2021-01-04,,,,,,,,,,,,,,,,,,,,4.04
2021-01-05,,,,,,,,,,,,,,,,,,,,4.06
