,COFA FP Equity_DX_SI_QTY,COFA FP Equity_DX_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COFA FP Equity_DX_SI_MV,COFA FP Equity_DX_DSS,COFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY,COFA FP Equity_DX_BROKER_SI_QTY,COFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COFA FP Equity_DX_BROKER_SI_MV_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,COFA FP Equity_DX_BROKER_SI_MV_INC_x,COFA FP Equity_DX_SUPPLY_SI_MV_NEW,COFA FP Equity_DX_BROKER_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_NEW,COFA FP Equity_DX_SUPPLY_SI_MV_DEC,COFA FP Equity_DX_BROKER_SI_QTY_INC,COFA FP Equity_DX_SUPPLY_SI_QTY_DEC,COFA FP Equity_DX_BROKER_SI_MV_NEW_y,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COFA FP Equity_DX_BROKER_SI_MV_INC_y,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,COFA FP Equity_DX_BROKER_SI_MV_ADD,COFA FP Equity_DX_SUPPLY_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_DEC,COFA FP Equity_DX_SUPPLY_SI_MV,COFA FP Equity_DX_BROKER_SI_MV_DEC,COFA FP Equity_DX_SUPPLY_SI_MV_RMV,COFA FP Equity_DX_BROKER_SI_MV_RMV,COFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COFA FP Equity_DX_UTILIZATION_QUANTITY,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COFA FP Equity_DX_ACTIVE_UTILIZATION_MV,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COFA FP Equity_DX_BROKER_SI_CON_RATIO,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-10-27,347435.0,3272837.7,0.38,2.86,0.22,3.32,0.0,2412923.58,254540.0,256149.0,2397766.8,,,,,,,,,,,,,,,,,,2.41,,,,2.45,2.45,10148276.0,95596759.92,,96.57,2.44,22.26,0.2623,41.1,0.0334
2017-10-30,347435.0,3248517.25,0.38,2.9,0.22,3.29,0.0,2394993.15,254540.0,256149.0,2379949.0,,,,,,,,,,,,,,,,,,2.39,,,,2.46,2.46,10092829.0,94367951.15,,94.75,2.46,22.12,0.2625,41.18,0.0336
2017-10-31,347435.0,3258940.3,0.38,2.94,0.22,3.29,0.0,2402677.62,254540.0,256149.0,2387585.2,,,,,,,,,,,,,,,,,,2.38,,,,2.47,2.47,10036789.0,94145080.82,,93.82,2.48,22.19,0.2633,41.32,0.0338
2017-11-01,336165.0,3190205.85,0.37,2.82,0.21,3.21,0.0,2323901.71,254540.0,244879.0,2415584.6,,,,,,,,,,,,,,,,,11270.0,2.4,0.11,,,2.48,2.48,9994366.0,94846533.34,,93.97,2.49,22.76,0.2792,42.89,0.0328
2017-11-02,336165.0,3149866.05,0.37,2.83,0.21,3.2,0.0,2294516.23,243270.0,244879.0,2279439.9,,,,,,,,0.11,,11270.0,,,,,,,,2.29,,,,2.41,2.41,9852201.0,92315123.37,,93.23,2.4,23.02,0.2768,42.37,0.0333
2017-11-03,336165.0,3079271.4,0.37,2.79,0.21,3.15,0.0,2243091.64,243270.0,244879.0,2228353.2,,,,,,,,,,,,,,,,,,2.26,,,,2.41,2.41,9869608.0,90405609.28,,92.72,2.38,23.25,0.2764,42.17,0.0332
2017-11-06,339335.0,3138848.75,0.37,2.79,0.22,3.16,0.0,2265130.75,246440.0,244879.0,2279570.0,,,3170.0,,,,,,,,,,,3170.0,,,,2.27,,,,2.46,2.46,9780312.0,90467886.0,,89.74,2.46,22.66,0.2751,42.44,0.0338
2017-11-07,318358.0,2960729.4,0.35,2.55,0.2,2.99,0.0,2306855.7,246770.0,248049.0,2294961.0,,,330.0,,,3170.0,,,,,,,,330.0,0.03,,,2.29,,,,2.46,2.46,9782691.0,90979026.3,,90.54,2.46,24.13,0.3063,45.15,0.0317
2017-11-08,336165.0,3146504.4,0.37,2.7,0.21,3.17,0.0,2292067.44,243270.0,244879.0,2277007.2,,,,,,,,0.03,,3500.0,,,,,,,3170.0,2.27,0.03,,,2.48,2.48,9571756.0,89591636.16,,89.04,2.48,22.78,0.2789,42.83,0.0343
2017-11-09,315371.0,2951872.56,0.34,2.53,0.2,2.98,0.0,2292067.44,222476.0,244879.0,2082375.36,,,183.0,,,,,0.2,,20977.0,,,,183.0,,,,2.08,,,,2.27,2.27,9596472.0,89822977.92,,89.66,2.27,24.25,0.312,45.58,0.0321
2017-11-10,315371.0,2936104.01,0.34,2.73,0.2,2.98,0.0,2281527.22,223658.0,245062.0,2082255.98,,,1182.0,,,183.0,,,,,,,,1182.0,0.0,,,2.09,,,,2.27,2.27,9626817.0,89625666.27,,89.94,2.27,24.43,0.311,45.36,0.032
2017-11-13,316370.0,2907440.3,0.34,2.77,0.2,2.96,0.0,2261300.59,225416.0,246061.0,2071573.04,,,1758.0,0.01,,,,,999.0,,,,0.01,1758.0,,,,2.09,,,,2.28,2.28,9649239.0,88676506.41,,89.65,2.27,24.42,0.308,45.03,0.032
2017-11-14,318311.0,2925278.09,0.35,2.86,0.2,2.96,0.0,2279138.38,228513.0,248002.0,2100034.47,,,3097.0,0.02,,,,,1941.0,,,,0.02,3097.0,,,,2.09,,,,2.3,2.3,9716519.0,89294809.61,,88.91,2.3,23.99,0.3058,45.12,0.032
2017-11-15,322325.0,2868692.5,0.35,2.9,0.2,2.96,0.0,2242942.4,228330.0,252016.0,2032137.0,,,,0.03,,1100.0,,0.0,2914.0,183.0,,,0.03,,0.01,,,2.07,,,,2.29,2.29,9723673.0,86540689.7,,88.86,2.28,24.11,0.2941,43.7,0.0324
2017-11-16,306547.0,2758923.0,0.33,2.78,0.19,2.79,0.0,2126142.0,225552.0,236238.0,2029968.0,,,,,,,,0.02,,2778.0,,,,,,,15778.0,2.02,0.14,,,2.26,2.26,9768857.0,87919713.0,,87.15,2.26,25.01,0.3281,46.89,0.0307
2017-11-17,305365.0,2778821.5,0.33,2.77,0.19,2.8,0.0,2139009.6,224370.0,235056.0,2041767.0,,,,,,,,0.01,,1182.0,,,,,,,1182.0,2.03,0.01,,,2.24,2.24,9778021.0,88979991.1,,88.09,2.25,24.97,0.3313,47.2,0.0305
2017-11-20,295220.0,2651075.6,0.32,2.73,0.19,2.71,0.0,2019700.78,214225.0,224911.0,1923740.5,,,,,,,,0.09,,10145.0,,,,,,,10145.0,1.94,0.09,,,2.14,2.14,9788914.0,87904447.72,,89.06,2.13,26.35,0.3502,48.11,0.0295
2017-11-21,295220.0,2656980.0,0.32,2.75,0.19,2.69,0.0,2024199.0,214225.0,224911.0,1928025.0,,,,,,,,,,,,,,,,,,1.93,,,,2.12,2.12,9912898.0,89216082.0,,89.07,2.12,26.04,0.3522,48.54,0.0292
2017-11-22,295220.0,2630410.2,0.32,2.89,0.19,2.67,0.0,2003957.01,214225.0,224911.0,1908744.75,,,,,,,,,,,,,,,,,,1.92,,,,2.12,2.12,9903224.0,88237725.84,,88.73,2.11,25.99,0.3514,48.39,0.0292
2017-11-23,295220.0,2600888.2,0.32,3.02,0.19,2.65,0.0,1981465.91,214225.0,224911.0,1887322.25,,,,,,,,,,,,,,,,,,1.9,,,,2.11,2.11,9914855.0,87349872.55,,88.04,2.11,26.1,0.351,48.3,0.0291
2017-11-24,295220.0,2656980.0,0.32,3.07,0.19,2.66,0.0,2024199.0,214225.0,224911.0,1928025.0,,,,,,,,,,,,,,,,,,1.9,,,,2.09,2.09,10045256.0,90407304.0,,88.5,2.1,25.68,0.3548,49.07,0.0288
2017-11-27,292123.0,2702137.75,0.32,3.05,0.19,2.7,0.0,2051779.5,211128.0,221814.0,1952934.0,,,,,,,,0.02,,3097.0,,,,,,,3097.0,1.92,0.03,,,2.07,2.07,9968725.0,92210706.25,,90.16,2.09,25.98,0.3635,49.74,0.0287
2017-11-28,294344.0,2737399.2,0.32,2.94,0.19,2.78,0.0,2062870.2,213349.0,221814.0,1984145.7,,,2221.0,,,,,,,,,,,2221.0,,,,1.98,,,,2.1,2.1,9969562.0,92716926.6,,92.52,2.1,26.39,0.3551,48.7,0.0289
2017-11-29,294344.0,2734455.76,0.32,3.06,0.19,2.77,0.0,2081285.15,213349.0,224035.0,1982012.21,,,,,,2221.0,,,,,,,,,0.02,,,1.98,,,,2.1,2.1,9964257.0,92567947.53,,92.72,2.1,26.1,0.3543,48.67,0.0289
2017-11-30,271344.0,2499078.24,0.29,2.89,0.17,2.54,0.0,1851532.35,190349.0,201035.0,1753114.29,,,,,,,,0.21,,23000.0,,,,,,,23000.0,1.76,0.22,,,1.87,1.87,9977169.0,91889726.49,,92.42,1.87,24.13,0.3755,52.69,0.0267
2017-12-01,271423.0,2510662.75,0.29,2.92,0.17,2.51,0.0,749934.5,190349.0,81074.0,1760728.25,,,,,,,,,,,,,,,,,119961.0,1.76,1.14,,,1.87,1.87,9977169.0,92288813.25,,92.13,1.87,31.37,0.3189,40.14,0.0267
2017-12-04,271423.0,2497091.6,0.29,2.83,0.17,2.51,0.0,745880.8,190349.0,81074.0,1751210.8,,,,,,,,,,,,,,,,,,1.76,,,,1.87,1.87,10001205.0,92011086.0,,92.35,1.87,31.24,0.319,40.19,0.0266
2017-12-05,176383.0,1617432.11,0.19,1.82,0.11,1.62,0.0,972698.58,153549.0,106074.0,1408044.33,,,7215.0,,,25000.0,,0.41,,44015.0,,,,7215.0,0.23,,,1.41,,,,1.5,1.5,10074146.0,92379918.82,,92.68,1.5,36.39,0.3453,44.02,0.0172
2017-12-06,183598.0,1679921.7,0.2,1.89,0.12,1.7,0.0,1036594.35,135165.0,113289.0,1236759.75,,,1616.0,0.07,,,,0.18,7215.0,20000.0,,,0.07,1616.0,,,,1.24,,,,1.32,1.32,10097918.0,92395949.7,,92.67,1.32,34.32,0.3127,41.48,0.0179
2017-12-07,165214.0,1519968.8,0.18,1.71,0.11,1.52,0.0,873126.0,136208.0,94905.0,1253113.6,,,1043.0,0.02,,,,,1616.0,,,,0.02,1043.0,,,20000.0,1.25,0.19,,,1.33,1.33,10099601.0,92916329.2,,92.53,1.33,39.09,0.3847,47.26,0.0161
2017-12-08,165619.0,1498851.95,0.18,1.67,0.11,1.53,0.0,862555.5,135570.0,95310.0,1226908.5,,,,0.0,,,,0.01,405.0,638.0,,,0.0,,,,,1.25,,,,1.32,1.32,10105462.0,91454431.1,,92.63,1.33,38.97,0.3834,47.17,0.0162
2017-12-11,165619.0,1513757.66,0.18,1.62,0.11,1.51,0.0,871133.4,135570.0,95310.0,1239109.8,,,,,,,,,,,,,,,,,,1.23,,,,1.33,1.33,10067487.0,92016831.18,,91.48,1.32,38.9,0.3828,47.16,0.0162
2017-12-12,140619.0,1304944.32,0.15,1.39,0.09,1.3,0.0,652476.8,139246.0,70310.0,1292202.88,,,3676.0,,,,,,,,,,,3676.0,,,25000.0,1.28,0.23,,,1.36,1.36,10066295.0,93415217.6,,92.2,1.37,38.98,0.3825,47.05,0.0138
2017-12-13,220488.0,2065972.56,0.24,2.18,0.14,2.05,0.0,693248.82,146502.0,73986.0,1372723.74,,,7256.0,0.04,,,,,3676.0,,,,0.04,7256.0,,,,1.36,,,,1.44,1.44,10057452.0,94238325.24,,92.87,1.44,29.97,0.3636,49.18,0.0216
2017-12-14,151429.0,1374975.32,0.16,1.48,0.1,1.44,0.0,736569.6,146380.0,81120.0,1329130.4,,,,0.08,,,,0.0,7134.0,122.0,,,0.08,,,,,1.37,,,,1.44,1.44,10052076.0,91272850.08,,93.52,1.44,35.98,0.3453,43.44,0.0148
2017-12-15,151429.0,1344689.52,0.16,1.47,0.1,1.4,0.0,720345.6,147580.0,81120.0,1310510.4,,,1200.0,,,,,,,,,,,1200.0,,,,1.34,,,,1.45,1.45,10043630.0,89187434.4,,91.58,1.44,35.93,0.3445,43.37,0.0149
2017-12-18,152460.0,1382812.2,0.17,1.34,0.1,1.37,0.0,745109.57,148351.0,82151.0,1345543.57,,,771.0,0.0,,,,,1031.0,,,,0.0,771.0,,,,1.32,,,,1.48,1.48,9892038.0,89720784.66,,88.04,1.48,35.49,0.3412,43.13,0.0152
2017-12-19,153400.0,1380600.0,0.17,1.35,0.1,1.41,0.0,747819.0,148351.0,83091.0,1335159.0,,,,0.01,,,,,940.0,,,,0.01,,,,,1.34,,,,1.48,1.48,9892650.0,89033850.0,,89.55,1.48,35.27,0.3399,42.94,0.0153
2017-12-20,144439.0,1295617.83,0.16,1.25,0.09,1.31,0.0,664946.1,139390.0,74130.0,1250328.3,,,,,,,,0.09,,8961.0,,,,,,,8961.0,1.25,0.09,,,1.39,1.39,9915102.0,88938464.94,,89.03,1.39,37.75,0.3674,45.86,0.0144
2017-12-21,144439.0,1299951.0,0.16,1.26,0.09,1.31,0.0,667170.0,144407.0,74130.0,1299663.0,,,5017.0,,,,,,,,,,,5017.0,,,,1.3,,,,1.43,1.43,9956640.0,89609760.0,,89.39,1.43,37.79,0.3668,45.75,0.0143
2017-12-22,148650.0,1334877.0,0.16,1.29,0.09,1.36,0.0,703502.18,144407.0,78341.0,1296774.86,,,,0.04,,,,,4211.0,,,,0.04,,,,,1.3,,,,1.43,1.43,9957189.0,89415557.22,,89.52,1.43,36.91,0.3578,44.65,0.0147
2017-12-25,148650.0,1334877.0,0.16,1.3,0.09,1.35,0.0,703502.18,144407.0,78341.0,1296774.86,,,,,,,,,,,,,,,,,,1.3,,,,1.43,1.43,9958608.0,89428299.84,,89.42,1.43,36.56,0.3521,44.32,0.0147
2017-12-26,148650.0,1334877.0,0.16,1.3,0.09,1.35,0.0,703502.18,144407.0,78341.0,1296774.86,,,,,,,,,,,,,,,,,,1.3,,,,1.43,1.43,9958608.0,89428299.84,,89.38,1.43,36.6,0.3524,44.33,0.0147
2017-12-27,147752.0,1313515.28,0.16,1.29,0.09,1.34,0.0,692459.88,143152.0,77892.0,1272621.28,,,,,,,,0.01,,1255.0,,,,,,,449.0,1.28,0.0,,,1.41,1.41,9985316.0,88769459.24,,89.48,1.41,36.79,0.3569,44.66,0.0146
2017-12-28,147752.0,1314992.8,0.16,1.27,0.09,1.33,0.0,693238.8,143152.0,77892.0,1274052.8,,,,,,,,,,,,,,,,,,1.27,,,,1.41,1.41,9987134.0,88885492.6,,88.66,1.41,36.74,0.3568,44.69,0.0146
2017-12-29,147752.0,1317061.33,0.16,1.27,0.09,1.33,0.0,694329.29,143152.0,77892.0,1276056.93,,,,,,,,,,,,,,,,,,1.27,,,,1.41,1.41,9997035.0,89113569.99,,88.75,1.41,36.7,0.3569,44.74,0.0146
2018-01-01,147752.0,1317061.33,0.16,1.24,0.09,1.33,0.0,694329.29,143152.0,77892.0,1276056.93,,,,,,,,,,,,,,,,,,1.28,,,,1.41,1.41,9997035.0,89113569.99,,88.94,1.42,36.87,0.3571,44.64,0.0146
2018-01-02,147752.0,1329768.0,0.16,1.24,0.09,1.33,0.0,701028.0,143152.0,77892.0,1288368.0,,,,,,,,,,,,,,,,,,1.28,,,,1.31,1.31,10802873.0,97225857.0,,96.35,1.31,36.71,0.3566,44.68,0.0135
2018-01-03,146652.0,1314001.92,0.16,1.23,0.09,1.34,0.0,688056.32,143152.0,76792.0,1282641.92,,,,,,,,,,,,,,,,,1100.0,1.29,0.01,,,1.31,1.31,10786852.0,96650193.92,,97.07,1.31,37.17,0.3619,44.87,0.0134
2018-01-04,146652.0,1349198.4,0.16,1.23,0.09,1.33,0.0,706486.4,143152.0,76792.0,1316998.4,,,,,,,,,,,,,,,,,,1.28,,,,1.32,1.32,10715355.0,98581266.0,,96.4,1.31,36.98,0.3616,45.0,0.0135
2018-01-05,146652.0,1391727.48,0.16,1.12,0.09,1.36,0.0,728756.08,143152.0,76792.0,1358512.48,,,,,,,,,,,,,,,,,,1.31,,,,1.35,1.35,10424628.0,98929719.72,,96.31,1.34,37.48,0.3594,44.26,0.0139
2018-01-08,127164.0,1220774.4,0.14,0.92,0.08,1.21,0.0,550118.4,123664.0,57304.0,1187174.4,,,,,,,,0.17,,19488.0,,,,,,,19488.0,1.18,0.2,,,1.17,1.17,10444969.0,100271702.4,,99.53,1.17,43.63,0.4677,52.58,0.012
2018-01-09,127164.0,1213144.56,0.14,0.88,0.08,1.22,0.0,546680.16,123664.0,57304.0,1179754.56,,,,,,,,,,,,,,,,,,1.19,,,,1.17,1.17,10458411.0,99773240.94,,100.38,1.17,43.59,0.4684,52.68,0.012
2018-01-10,94141.0,903753.6,0.1,0.64,0.06,0.9,0.0,233097.6,90641.0,24281.0,870153.6,,,8000.0,,,8000.0,,0.4,,41023.0,,,,8000.0,0.08,,41023.0,0.87,0.4,,,0.85,0.85,10525612.0,101045875.2,,100.49,0.85,14.08,0.5467,71.93,0.0089
2018-01-11,95474.0,918459.88,0.1,0.65,0.06,0.92,0.0,233583.22,91974.0,24281.0,884789.88,,,1333.0,,,,,,,,,,,1333.0,,,,0.88,,,,0.87,0.87,10529079.0,101289739.98,,100.99,0.87,13.82,0.532,70.95,0.009
2018-01-12,95474.0,914640.92,0.1,0.66,0.06,0.91,0.0,245382.12,91974.0,25614.0,881110.92,,,,,,1333.0,,,,,,,,,0.01,,,0.88,,,,0.86,0.86,10617177.0,101712555.66,,101.58,0.86,13.78,0.5312,70.9,0.0089
2018-01-15,95474.0,901274.56,0.1,0.65,0.06,0.91,0.0,241796.16,90641.0,25614.0,855651.04,,,,,,,,0.01,,1333.0,,,,,,,,0.86,,,,0.85,0.85,10600139.0,100065312.16,,101.09,0.85,13.82,0.5321,70.97,0.0089
2018-01-16,102141.0,960125.4,0.11,0.67,0.06,0.96,0.0,228241.4,90641.0,24281.0,852025.4,,,,,,,,,,,,,,,,,1333.0,0.85,0.01,,,0.85,0.85,10601677.0,99655763.8,,100.01,0.85,16.19,0.4819,66.14,0.0096
2018-01-17,86141.0,809725.4,0.09,0.57,0.05,0.81,0.0,153041.4,82641.0,16281.0,776825.4,,,,,,,,0.08,,8000.0,,,,,,,8000.0,0.78,0.08,,,0.77,0.77,10624479.0,99870102.6,,100.01,0.77,15.56,0.6475,78.82,0.008
2018-01-18,86141.0,810586.81,0.09,0.58,0.05,0.81,0.0,153204.21,82641.0,16281.0,777651.81,,,,,,,,,,,,,,,,,,0.78,,,,0.77,0.77,10620066.0,99934821.06,,99.85,0.77,15.43,0.6489,78.93,0.008
2018-01-19,86141.0,810586.81,0.09,0.58,0.05,0.81,0.0,153204.21,82641.0,16281.0,777651.81,,,,,,,,,,,,,,,,,,0.78,,,,0.76,0.76,10767040.0,101317846.4,,101.4,0.76,15.5,0.6482,78.88,0.0079
2018-01-22,86141.0,808863.99,0.09,0.57,0.05,0.81,0.0,152878.59,82641.0,16281.0,775998.99,,,,,,,,,,,,,,,,,,0.78,,,,0.76,0.76,10770661.0,101136506.79,,101.2,0.76,15.44,0.6491,78.95,0.0079
2018-01-23,86141.0,797665.66,0.09,0.57,0.05,0.81,0.0,150762.06,82641.0,16281.0,765255.66,,,,,,,,,,,,,,,,,,0.77,,,,0.76,0.76,10814452.0,100141825.52,,101.13,0.76,15.44,0.65,79.0,0.0079
2018-01-24,86141.0,795081.43,0.09,0.58,0.05,0.8,0.0,150273.63,82641.0,16281.0,762776.43,,,,,,,,,,,,,,,,,,0.76,,,,0.73,0.73,11256154.0,103894301.42,,103.85,0.73,15.35,0.6502,79.03,0.0076
2018-01-25,78047.0,714130.05,0.08,0.53,0.05,0.72,0.0,74911.05,74547.0,8187.0,682105.05,,,,,,,,0.08,,8094.0,,,,,,,8094.0,0.69,0.07,,,0.66,0.66,11274593.0,103162525.95,,103.87,0.66,6.29,0.7724,87.52,0.0069
2018-01-26,78047.0,718812.87,0.08,0.53,0.05,0.71,0.0,75402.27,74547.0,8187.0,686577.87,,,,,,,,,,,,,,,,,,0.68,,,,0.68,0.68,10916540.0,100541333.4,,100.15,0.68,6.27,0.7712,87.46,0.0071
2018-01-29,78047.0,721154.28,0.08,0.53,0.05,0.72,0.0,75647.88,74547.0,8187.0,688814.28,,,,,,,,,,,,,,,,,,0.69,,,,0.66,0.66,11228576.0,103752042.24,,103.62,0.66,6.31,0.771,87.44,0.0069
2018-01-30,78047.0,700862.06,0.08,0.52,0.05,0.72,0.0,73519.26,74547.0,8187.0,669432.06,,,,,,,,,,,,,,,,,,0.69,,,,0.66,0.66,11275858.0,101257204.84,,103.5,0.66,6.29,0.7743,87.64,0.0069
2018-01-31,78047.0,705544.88,0.08,0.52,0.05,0.7,0.0,74010.48,74547.0,8187.0,673904.88,,,,,,,,,,,,,,,,,,0.67,,,,0.66,0.66,11289162.0,102054024.48,,101.51,0.66,6.28,0.7717,87.48,0.0069
2018-02-01,78047.0,699301.12,0.08,0.56,0.05,0.7,0.0,73355.52,74547.0,8187.0,667941.12,,,,,,,,,,,,,,,,,,0.67,,,,0.66,0.66,11306202.0,101303569.92,,101.89,0.66,6.25,0.7731,87.57,0.0069
2018-02-02,78047.0,696179.24,0.08,0.57,0.05,0.7,0.0,73028.04,74547.0,8187.0,664959.24,,,,,,,,,,,,,,,,,,0.67,,,,0.65,0.65,11337727.0,101132524.84,,101.51,0.65,6.32,0.7716,87.48,0.0068
2018-02-05,78047.0,689155.01,0.08,0.58,0.05,0.7,0.0,72291.21,74547.0,8187.0,658250.01,,,,,,,,,,,,,,,,,,0.66,,,,0.66,0.66,11258933.0,99416378.39,,100.42,0.66,6.34,0.7719,87.49,0.0069
2018-02-06,78047.0,668862.79,0.08,0.57,0.05,0.69,0.0,70162.59,74547.0,8187.0,638867.79,,,,,,,,,,,,,,,,,,0.66,,,,0.66,0.66,11265864.0,96548454.48,,99.0,0.66,6.3,0.7743,87.63,0.0069
2018-02-07,78047.0,689155.01,0.08,0.57,0.05,0.67,0.0,72291.21,74547.0,8187.0,658250.01,,,,,,,,,,,,,,,,,,0.64,,,,0.66,0.66,11267091.0,99488413.53,,97.34,0.65,6.33,0.7681,87.26,0.0069
2018-02-08,86047.0,731399.5,0.09,0.62,0.05,0.76,0.0,69589.5,82547.0,8187.0,701649.5,,,,,,,,,,,,,,,,8000.0,,0.73,,,,0.73,0.73,11260448.0,95713808.0,,98.79,0.73,9.71,0.6412,79.16,0.0076
2018-02-09,86047.0,711608.69,0.09,0.61,0.05,0.73,0.0,67706.49,82547.0,8187.0,682663.69,,,,,,,,,,,,,,,,,,0.7,,,,0.73,0.73,11262417.0,93140188.59,,95.23,0.73,9.71,0.6406,79.12,0.0076
2018-02-12,86047.0,727097.15,0.09,0.6,0.05,0.72,0.0,136780.15,82547.0,16187.0,697522.15,,,,,,8000.0,,,,,,,,,0.07,,,0.68,,,,0.73,0.73,11210250.0,94726612.5,,92.99,0.73,10.27,0.6306,78.41,0.0076
2018-02-13,86047.0,791632.4,0.09,0.59,0.05,0.73,0.0,148920.4,82547.0,16187.0,759432.4,,,,,,,,,,,,,,,,,,0.7,,,,0.73,0.73,11211762.0,103148210.4,,96.23,0.72,9.7,0.6324,78.58,0.0076
2018-02-14,86047.0,815725.56,0.09,0.52,0.05,0.79,0.0,153452.76,82547.0,16187.0,782545.56,,,,,,,,,,,,,,,,,,0.76,,,,0.73,0.73,11174827.0,105937359.96,,103.17,0.73,8.79,0.648,79.68,0.0076
2018-02-15,87047.0,830428.38,0.09,0.5,0.06,0.82,0.0,163963.98,82547.0,17187.0,787498.38,,,,,,1000.0,,,,,,,,,0.01,,,0.78,,,,0.73,0.73,11249807.0,107323158.78,,106.51,0.73,8.62,0.6346,78.86,0.0077
2018-02-16,87047.0,819112.27,0.09,0.52,0.06,0.83,0.0,161729.67,82547.0,17187.0,776767.27,,,,,,,,,,,,,,,,,,0.79,,,,0.73,0.73,11280024.0,106145025.84,,107.34,0.73,9.27,0.628,78.37,0.0077
2018-02-19,93592.0,885380.32,0.1,0.56,0.06,0.88,0.0,224504.72,82547.0,23732.0,780894.62,,,,,,6545.0,,,,,,,,,0.06,,,0.78,,,,30.12,0.73,191490.0,1811495.4,,1.8,30.13,8.69,0.541,72.49,0.0083
2018-02-20,93592.0,881636.64,0.1,0.56,0.06,0.89,0.0,223555.44,82547.0,23732.0,777592.74,,,,,,,,,,,,,,,,,,0.78,,,,30.12,0.72,191490.0,1803835.8,,1.81,30.12,8.9,0.5396,72.38,0.0082
2018-02-21,93592.0,884444.4,0.1,0.56,0.06,0.88,0.0,224267.4,82547.0,23732.0,780069.15,,,,,,,,,,,,,,,,,,0.78,,,,30.12,0.72,191490.0,1809580.5,,1.8,30.13,8.98,0.5382,72.27,0.0082
2018-02-22,93592.0,882572.56,0.1,0.55,0.06,0.88,0.0,223792.76,82547.0,23732.0,778418.21,,,,,,,,,,,,,,,,,,0.78,,,,30.12,0.73,191490.0,1805750.7,,1.81,30.12,8.89,0.54,72.4,0.0082
2018-02-23,93592.0,885380.32,0.1,0.55,0.06,0.88,0.0,224504.72,82547.0,23732.0,780894.62,,,,,,,,,,,,,,,,,,0.78,,,,30.12,0.73,191490.0,1811495.4,,1.81,30.13,8.87,0.5394,72.36,0.0083
2018-02-26,74893.0,718223.87,0.08,0.45,0.05,0.71,0.0,227589.88,63848.0,23732.0,612302.32,,,,,,,,0.18,,18699.0,,,,,,,,0.6,,,,25.01,0.58,191490.0,1836389.1,,1.81,25.03,11.18,0.4486,65.07,0.0068
2018-02-27,74893.0,718223.87,0.08,0.45,0.05,0.72,0.0,227589.88,63848.0,23732.0,612302.32,,,,,,,,,,,,,,,,,,0.61,,,,25.01,0.58,191490.0,1836389.1,,1.84,25.01,11.04,0.4506,65.25,0.0068
2018-02-28,110071.0,1053379.47,0.12,0.66,0.07,1.05,0.0,227115.24,91026.0,23732.0,871118.82,,,57341.0,,,,,0.29,,30163.0,,,,57341.0,,,,0.87,,,,0.82,0.82,10999631.0,105266468.67,,105.58,0.82,22.9,0.3531,53.8,0.0099
2018-03-01,110071.0,1051178.05,0.12,0.67,0.07,1.05,0.0,226640.6,91026.0,23732.0,869298.3,,,,,,,,,,,,,,,,,,0.87,,,,0.79,0.79,11367877.0,108563225.35,,108.51,0.8,22.88,0.3527,53.76,0.0096
2018-03-02,110071.0,1036868.82,0.12,0.67,0.07,1.04,0.0,223555.44,91026.0,23732.0,857464.92,,,,,,,,,,,,,,,,,,0.86,,,,0.79,0.79,11375245.0,107154807.9,,107.91,0.79,23.04,0.3509,53.52,0.0096
2018-03-05,86537.0,804794.1,0.09,0.52,0.06,0.81,0.0,220707.6,67492.0,23732.0,627675.6,,,,,,,,0.23,,23534.0,,,,,,,,0.63,,,,0.59,0.59,11410698.0,106119491.4,,107.11,0.59,29.46,0.2689,40.38,0.0075
2018-03-06,68359.0,638473.06,0.07,0.41,0.04,0.64,0.0,146936.88,57314.0,15732.0,535312.76,,,,,,,,0.09,,10178.0,,,,,,,8000.0,0.53,0.08,,,0.5,0.5,11479746.0,107220827.64,,106.65,0.5,36.53,0.2891,37.48,0.0059
