,COFA FP Equity_DX_SI_QTY,COFA FP Equity_DX_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COFA FP Equity_DX_SI_MV,COFA FP Equity_DX_DSS,COFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY,COFA FP Equity_DX_BROKER_SI_QTY,COFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COFA FP Equity_DX_BROKER_SI_MV_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,COFA FP Equity_DX_BROKER_SI_MV_INC_x,COFA FP Equity_DX_SUPPLY_SI_MV_NEW,COFA FP Equity_DX_BROKER_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_NEW,COFA FP Equity_DX_SUPPLY_SI_MV_DEC,COFA FP Equity_DX_BROKER_SI_QTY_INC,COFA FP Equity_DX_SUPPLY_SI_QTY_DEC,COFA FP Equity_DX_BROKER_SI_MV_NEW_y,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COFA FP Equity_DX_BROKER_SI_MV_INC_y,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,COFA FP Equity_DX_BROKER_SI_MV_ADD,COFA FP Equity_DX_SUPPLY_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_DEC,COFA FP Equity_DX_SUPPLY_SI_MV,COFA FP Equity_DX_BROKER_SI_MV_DEC,COFA FP Equity_DX_SUPPLY_SI_MV_RMV,COFA FP Equity_DX_BROKER_SI_MV_RMV,COFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COFA FP Equity_DX_UTILIZATION_QUANTITY,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COFA FP Equity_DX_ACTIVE_UTILIZATION_MV,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COFA FP Equity_DX_BROKER_SI_CON_RATIO,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-04-30,236098.0,2396394.7,0.27,1.22,0.16,2.4,0.0,2345644.7,62626.0,231098.0,635653.9,,,,,,,,,,,,,,,,,,0.64,,,,0.26,0.26,23601828.0,239558554.2,,241.6,0.27,6.25,0.8253,90.58,0.01
2021-05-03,187461.0,1938346.74,0.21,0.97,0.12,1.94,0.0,1886646.74,62626.0,182461.0,647552.84,,,,,,,,,,,,,,,,,48637.0,0.63,0.46,,,0.26,0.26,23587510.0,243894853.4,,240.03,0.26,7.95,0.7847,88.14,0.0079
2021-05-04,199664.0,1996640.0,0.23,1.05,0.13,2.01,0.0,1946640.0,74829.0,194664.0,748290.0,,,,0.07,,,,,12203.0,,,,0.07,,,12203.0,,0.78,,,,0.32,0.32,23584456.0,235844560.0,,242.92,0.32,7.43,0.794,88.72,0.0084
2021-05-05,216945.0,2230194.6,0.25,1.22,0.14,2.23,0.0,2178794.6,92110.0,211945.0,946890.8,,,17281.0,0.17,,5000.0,,,12281.0,,,,0.17,17281.0,0.05,,,0.93,,,,0.39,0.39,23659084.0,243215383.52,,238.5,0.39,6.82,0.7716,87.48,0.0091
2021-05-06,217401.0,2221838.22,0.25,1.24,0.14,2.23,0.0,2170738.22,96857.0,212401.0,989878.54,,,,0.07,,,,0.07,7756.0,7300.0,,,0.07,,,12047.0,7300.0,0.99,0.07,,,0.41,0.41,23675168.0,241960216.96,,242.65,0.41,6.81,0.8305,90.85,0.0091
2021-05-07,234476.0,2469032.28,0.27,1.36,0.16,2.47,0.0,2416382.28,113932.0,229476.0,1199703.96,,,12465.0,0.19,,4610.0,,,12465.0,,,,0.19,12465.0,0.05,4610.0,,1.16,,,,0.48,0.48,23624508.0,248766069.24,,242.05,0.48,6.31,0.8076,89.6,0.0099
2021-05-10,251534.0,2719082.54,0.29,1.43,0.17,2.73,0.0,2665032.54,126090.0,246534.0,1363032.9,,,,0.19,,4900.0,,,12158.0,,,,0.19,,0.05,12158.0,,1.33,,,,0.53,0.53,23648122.0,255636198.82,,250.32,0.53,5.87,0.7853,88.36,0.0106
2021-05-11,264057.0,2817488.19,0.31,1.49,0.18,2.83,0.0,2764138.19,138613.0,259057.0,1479000.71,,,11812.0,0.1,,,,,12523.0,,,,0.1,11812.0,,711.0,,1.5,,,,0.58,0.58,23669736.0,252556083.12,,255.37,0.58,5.58,0.7876,88.51,0.0111
2021-05-12,372831.0,3981835.08,0.43,2.11,0.25,3.99,0.0,2759135.28,137902.0,258346.0,1472793.36,,,,,,,,0.01,,711.0,,,,,,,711.0,1.48,0.01,,,0.58,0.58,23804166.0,254228492.88,,254.72,0.58,3.92,0.8509,92.13,0.0156
2021-05-13,70771.0,755834.28,0.08,0.4,0.05,0.76,0.0,567588.6,48245.0,53145.0,515256.6,,,,,,,,1.15,,107283.0,,,,,,17626.0,205201.0,0.52,2.19,,,0.2,0.2,23875416.0,254989442.88,,254.91,0.2,20.29,0.4845,65.86,0.003
2021-05-14,70771.0,759372.83,0.08,0.4,0.05,0.77,0.0,570245.85,48245.0,53145.0,517668.85,,,,,,,,,,,,,,,,,,0.51,,,,0.2,0.2,23885044.0,256286522.12,,254.89,0.2,20.32,0.4845,65.85,0.003
2021-05-17,63145.0,642441.92,0.07,0.36,0.04,0.68,0.0,522265.76,39445.0,51333.0,401316.36,,,,0.1,,,,0.09,10000.0,8800.0,,,0.1,,,,11812.0,0.42,0.13,,,0.16,0.16,23922284.0,243387096.09,,256.43,0.16,24.06,0.3265,46.44,0.0026
2021-05-18,33707.0,345496.76,0.04,0.19,0.02,0.37,0.0,345496.76,10007.0,33707.0,102571.75,,,,,,,,0.32,,29438.0,,,,,,,17626.0,0.11,0.19,,,0.04,0.04,24011072.0,246113494.72,,257.26,0.04,40.18,0.3862,45.05,0.0014
2021-05-19,73024.0,737542.4,0.08,0.42,0.05,0.77,0.0,517574.5,49324.0,51245.0,498172.4,,,,0.24,,,,0.05,22538.0,5000.0,,,0.24,,,44317.0,5000.0,0.5,0.05,,,34.7,0.24,92805.0,937330.5,,0.94,34.9,28.8,0.3843,51.08,0.0035
2021-05-20,80296.0,806171.84,0.09,0.45,0.05,0.81,0.0,514499.8,56596.0,51245.0,568223.84,,,122.0,,,,,,,,,,,122.0,,7150.0,,0.57,,,,37.88,0.27,92805.0,931762.2,,0.93,37.88,35.94,0.3688,45.15,0.0038
2021-05-21,98028.0,995964.48,0.11,0.54,0.07,0.99,0.0,700806.32,74328.0,68977.0,755172.48,,,,,,17732.0,,,,,,,,,0.18,17732.0,,0.75,,,,44.47,0.35,92805.0,942898.8,,0.94,44.39,29.72,0.2793,36.6,0.0047
2021-05-24,80296.0,824639.92,0.09,0.44,0.05,0.82,0.0,526286.15,56596.0,51245.0,581240.92,,,,,,,,0.18,,17732.0,,,,,,,17732.0,0.58,0.18,,,37.88,0.27,92805.0,953107.35,,0.95,37.86,36.25,0.3676,44.72,0.0038
2021-05-25,91096.0,917336.72,0.11,0.49,0.06,0.93,0.0,624793.15,67396.0,62045.0,678677.72,,,10800.0,0.11,,,,,10800.0,,,,0.11,10800.0,,,,0.68,,,,45.11,0.32,82005.0,825790.35,,0.83,45.14,31.46,0.3967,52.0,0.0043
2021-05-26,69715.0,700635.75,0.08,0.37,0.05,0.7,0.0,623552.25,46015.0,62045.0,462450.75,,,,,,,,0.22,,21381.0,,,,,,,,0.46,,,,35.94,0.22,82005.0,824150.25,,0.82,35.96,21.78,0.5118,67.25,0.0033
2021-05-27,65250.0,653152.5,0.08,0.35,0.04,0.66,0.0,649098.45,41550.0,64845.0,415915.5,,,,0.03,,,,0.07,2800.0,7265.0,,,0.03,,,2800.0,,0.42,,,,0.2,0.2,20952970.0,209739229.7,,210.72,0.2,23.23,0.6339,76.15,0.0031
2021-05-28,71515.0,715150.0,0.08,0.36,0.05,0.72,0.0,711100.0,47815.0,71110.0,478150.0,,,,,,6265.0,,,,,,,,,0.06,6265.0,,0.48,,,,0.23,0.23,20944300.0,209443000.0,,209.9,0.23,21.25,0.5353,69.47,0.0034
2021-05-31,94289.0,940061.33,0.11,0.5,0.06,0.94,0.0,936023.48,70589.0,93884.0,703772.33,,,,0.23,,,,,22774.0,,,,0.23,,,22774.0,,0.7,,,,0.33,0.33,21038152.0,209750375.44,,210.19,0.33,30.64,0.3988,52.81,0.0045
2021-06-01,74300.0,748944.0,0.09,0.4,0.05,0.75,0.0,748944.0,56865.0,74300.0,573199.2,,,,,,,,0.14,,13724.0,,,,,,,19584.0,0.57,0.19,,,0.27,0.27,21099652.0,212684492.16,,211.2,0.27,20.62,0.5024,66.6,0.0035
2021-06-02,74300.0,749687.0,0.09,0.4,0.05,0.75,0.0,749687.0,50600.0,74300.0,510554.0,,,,,,,,0.06,,6265.0,,,,,,,,0.51,,,,0.24,0.24,21165208.0,213556948.72,,213.85,0.24,20.47,0.5048,66.84,0.0035
2021-06-03,33917.0,343918.38,0.04,0.18,0.02,0.35,0.0,248044.68,14462.0,24462.0,146644.68,,,,,,,,0.36,,36138.0,,,,,,,49838.0,0.15,0.5,,,0.07,0.07,21702698.0,220065357.72,,219.78,0.07,44.72,0.5056,55.28,0.0016
2021-06-04,54042.0,550687.98,0.06,0.29,0.04,0.55,0.0,459925.65,35135.0,45135.0,358025.65,,,,,,30128.0,,0.1,,9455.0,,,,,0.31,30128.0,9455.0,0.36,0.1,,,0.16,0.16,21588156.0,219983309.64,,218.9,0.16,30.91,0.3423,40.9,0.0025
2021-06-07,55942.0,567811.3,0.07,0.3,0.04,0.57,0.0,477405.25,37035.0,47035.0,375905.25,,,,0.02,,,,,1900.0,,,,0.02,,,1900.0,,0.38,,,,0.17,0.17,21591672.0,219155470.8,,219.63,0.17,33.33,0.3411,39.58,0.0026
2021-06-08,51521.0,517270.84,0.06,0.27,0.03,0.52,0.0,427844.56,32614.0,42614.0,327444.56,,,,,,,,0.04,,4421.0,,,,,,,4421.0,0.33,0.05,,,0.15,0.15,21664378.0,217510355.12,,219.58,0.15,34.52,0.336,36.23,0.0024
2021-06-09,51521.0,511345.93,0.06,0.28,0.03,0.52,0.0,422943.95,32614.0,42614.0,323693.95,,,,,,,,,,,,,,,,,,0.33,,,,0.15,0.15,21672322.0,215097795.85,,217.22,0.15,34.44,0.336,36.28,0.0024
2021-06-10,51521.0,507997.06,0.06,0.3,0.03,0.51,0.0,420174.04,32614.0,42614.0,321574.04,,,,,,,,,,,,,,,,,,0.32,,,,0.15,0.15,21713856.0,214098620.16,,215.3,0.15,34.57,0.3359,36.13,0.0024
2021-06-11,67421.0,692413.67,0.08,0.4,0.04,0.67,0.0,600938.78,48514.0,58514.0,498238.78,,,15900.0,0.16,,,,,15900.0,,,,0.16,15900.0,,,,0.49,,,,0.22,0.22,21684954.0,222704477.58,,215.97,0.23,26.08,0.3788,50.66,0.0031
2021-06-14,76421.0,777201.57,0.09,0.44,0.05,0.79,0.0,686617.38,57514.0,67514.0,584917.38,,,,0.11,,,,,9000.0,,,,0.11,,,9000.0,,0.59,,,,0.27,0.27,21625186.0,219928141.62,,221.56,0.26,23.22,0.4181,57.02,0.0035
2021-06-15,58607.0,597791.4,0.07,0.34,0.04,0.6,0.0,597791.4,48607.0,58607.0,495791.4,,,,,,,,0.09,,8907.0,,,,,,,8907.0,0.5,0.09,,,0.22,0.22,21738540.0,221733108.0,,221.22,0.22,25.98,0.6154,74.02,0.0027
2021-06-16,58607.0,590172.49,0.07,0.34,0.04,0.6,0.0,590172.49,48607.0,58607.0,489472.49,,,,,,,,,,,,,,,,,,0.49,,,,0.22,0.22,21703932.0,218558595.24,,222.11,0.22,25.69,0.6182,74.31,0.0027
2021-06-17,58607.0,586656.07,0.07,0.34,0.04,0.59,0.0,586656.07,48607.0,58607.0,486556.07,,,,,,,,,,,,,,,,,,0.49,,,,0.22,0.22,21710016.0,217317260.16,,220.49,0.22,25.8,0.6171,74.2,0.0027
2021-06-18,58607.0,573176.46,0.07,0.35,0.04,0.59,0.0,573176.46,48607.0,58607.0,475376.46,,,,,,,,,,,,,,,,,,0.48,,,,0.22,0.22,21864476.0,213834575.28,,218.53,0.22,25.47,0.6203,74.53,0.0027
2021-06-21,58607.0,573762.53,0.07,0.33,0.04,0.58,0.0,573762.53,48607.0,58607.0,475862.53,,,,,,,,,,,,,,,,,,0.48,,,,0.22,0.22,21868052.0,214088229.08,,213.44,0.22,25.95,0.6157,74.05,0.0027
2021-06-22,58607.0,572297.36,0.07,0.34,0.04,0.58,0.0,572297.36,48607.0,58607.0,474647.36,,,,,,,,,,,,,,,,,,0.48,,,,0.22,0.22,21852416.0,213388842.24,,213.52,0.22,25.87,0.6164,74.13,0.0027
2021-06-23,58607.0,566436.66,0.07,0.34,0.04,0.57,0.0,566436.66,48607.0,58607.0,469786.66,,,,,,,,,,,,,,,,,,0.47,,,,0.22,0.22,21852764.0,211206964.06,,212.78,0.22,25.73,0.6178,74.27,0.0027
2021-06-24,65083.0,667751.58,0.08,0.38,0.04,0.64,0.0,634529.7,51845.0,61845.0,531929.7,,,,,,3238.0,,,,,,,,,0.03,3238.0,,0.52,,,,0.24,0.24,21849336.0,224174187.36,,213.77,0.24,24.44,0.5019,65.77,0.003
2021-06-25,65607.0,667223.19,0.08,0.37,0.04,0.67,0.0,667223.19,55607.0,65607.0,565523.19,,,7000.0,0.1,,,,0.03,7000.0,3238.0,,,0.1,7000.0,,,3238.0,0.57,0.03,,,0.25,0.25,21845860.0,222172396.2,,223.69,0.25,23.0,0.6458,77.0,0.003
2021-06-28,83587.0,850079.79,0.1,0.47,0.06,0.85,0.0,667223.19,73587.0,65607.0,748379.79,,,11053.0,,,,,,,,,,,11053.0,,6927.0,,0.75,,,,0.34,0.34,21805044.0,221757297.48,,221.91,0.34,21.45,0.4435,60.36,0.0038
2021-06-29,72534.0,731142.72,0.08,0.4,0.05,0.75,0.0,731142.72,62534.0,72534.0,630342.72,,,,,,6927.0,,0.11,,11053.0,,,,,0.08,,,0.63,,,,0.28,0.28,21893428.0,220685754.24,,222.5,0.28,20.6,0.5287,68.94,0.0033
2021-06-30,72534.0,741297.48,0.08,0.41,0.05,0.74,0.0,741297.48,62534.0,72534.0,639097.48,,,,,,,,,,,,,,,,,,0.63,,,,0.28,0.28,21972590.0,224559869.8,,222.5,0.28,20.95,0.5246,68.53,0.0033
2021-07-01,131800.0,1352268.0,0.15,0.75,0.09,1.37,0.0,1339956.0,81800.0,130600.0,839268.0,,1200.0,,0.27,0.01,40000.0,,0.07,24993.0,6927.0,,1200.0,0.27,,0.41,24993.0,6927.0,0.84,0.08,,,0.37,0.37,22193340.0,227703668.4,,226.85,0.37,31.2,0.331,37.86,0.0059
2021-07-02,149960.0,1543088.4,0.17,0.86,0.1,1.56,0.0,1343874.0,99960.0,130600.0,1028588.4,,,18160.0,,,,,,,,,,,18160.0,,,,1.03,,,,0.45,0.45,22177192.0,228203305.68,,227.31,0.45,27.41,0.2709,33.37,0.0067
2021-07-05,167119.0,1778146.16,0.19,0.95,0.11,1.76,0.0,1504389.6,110750.0,141390.0,1178380.0,,,,,,10790.0,,,,,,,,,0.11,10790.0,,1.15,,,,0.5,0.5,22207338.0,236286076.32,,229.92,0.5,25.02,0.2292,29.51,0.0075
2021-07-06,148959.0,1558111.14,0.17,0.84,0.1,1.59,0.0,1478939.4,92590.0,141390.0,968491.4,,,,,,,,0.19,,18160.0,,,,,,,,0.98,,,,0.41,0.41,22253128.0,232767718.88,,236.27,0.41,27.36,0.273,33.94,0.0067
2021-07-07,161978.0,1694289.88,0.19,0.92,0.11,1.71,0.0,1432695.74,105609.0,136969.0,1104670.14,,,10513.0,,,,,0.05,,4421.0,,,,10513.0,,6927.0,4421.0,1.11,0.05,,,0.47,0.47,22246524.0,232698641.04,,233.0,0.47,25.37,0.2376,30.95,0.0072
2021-07-08,151465.0,1554030.9,0.18,0.83,0.1,1.59,0.0,1476372.96,95096.0,143896.0,975684.96,,,,,,6927.0,,0.11,,10513.0,,,,,0.08,,,0.99,,,,0.45,0.45,21170240.0,217206662.4,,220.19,0.45,26.78,0.2584,33.26,0.0071
2021-07-09,151465.0,1596441.1,0.18,0.84,0.1,1.6,0.0,1516663.84,95096.0,143896.0,1002311.84,,,,,,,,,,,,,,,,,,0.98,,,,0.45,0.45,21175462.0,223189369.48,,218.17,0.45,27.26,0.2578,32.39,0.0071
2021-07-12,151398.0,1588165.02,0.18,0.83,0.1,1.61,0.0,1508766.21,95029.0,143829.0,996854.21,,,1565.0,0.06,,,,0.06,5986.0,6053.0,,,0.06,1565.0,,4421.0,6053.0,1.0,0.07,,,0.42,0.42,22272368.0,233637140.32,,234.6,0.42,27.09,0.2665,33.17,0.0068
2021-07-13,151398.0,1604818.8,0.18,0.84,0.1,1.62,0.0,1524587.4,95029.0,143829.0,1007307.4,,,,,,,,,,,,,,,,,,1.0,,,,0.43,0.43,22209984.0,235425830.4,,234.31,0.43,27.31,0.2663,32.85,0.0068
2021-07-14,95047.0,995142.09,0.11,0.53,0.06,1.02,0.0,966192.54,83482.0,92282.0,874056.54,,,,,,,,0.12,,11547.0,,,,,,,51547.0,0.88,0.55,,,0.37,0.37,22203158.0,232467064.26,,234.74,0.37,42.66,0.4609,52.7,0.0043
2021-07-15,80040.0,832416.0,0.09,0.46,0.05,0.85,0.0,803660.0,69475.0,77275.0,722540.0,,,,,,,,0.15,,14007.0,,,,,,,15007.0,0.73,0.16,,,0.31,0.31,22221228.0,231100771.2,,232.4,0.31,32.14,0.4939,62.36,0.0036
2021-07-16,63903.0,664591.2,0.08,0.37,0.04,0.68,0.0,450923.2,62338.0,43358.0,648315.2,,,6693.0,,,,,0.26,,24800.0,,,,6693.0,,10970.0,33917.0,0.65,0.36,,,0.28,0.28,22226404.0,231154601.6,,231.21,0.28,27.29,0.3058,40.27,0.0029
2021-07-19,46306.0,463060.0,0.06,0.27,0.03,0.48,0.0,435410.0,44741.0,43541.0,447410.0,,,,,,183.0,,0.18,,17597.0,,,,,0.0,,,0.46,,,,0.2,0.2,22209696.0,222096960.0,,229.38,0.2,36.05,0.4292,54.23,0.0021
2021-07-20,43176.0,435645.84,0.05,0.24,0.03,0.45,0.0,423537.84,43176.0,41976.0,435645.84,,,,,,,,0.02,,1565.0,,,,,,,1565.0,0.43,0.02,,,0.19,0.19,22249772.0,224500199.48,,223.05,0.19,37.61,0.493,59.23,0.0019
2021-07-21,37332.0,391612.68,0.04,0.21,0.02,0.38,0.0,178151.67,20532.0,16983.0,215380.68,,,,,,,,0.25,,24993.0,,,,,,2349.0,24993.0,0.21,0.26,,,0.09,0.09,22175348.0,232619400.52,,225.1,0.09,6.17,0.8173,90.14,0.0017
2021-07-22,18183.0,190921.5,0.02,0.1,0.01,0.19,0.0,178321.5,18183.0,16983.0,190921.5,,,,,,,,0.02,,2349.0,,,,,,,,0.19,,,,0.08,0.08,22185020.0,232942710.0,,233.01,0.08,6.6,0.8562,92.29,0.0008
2021-07-23,34983.0,373968.27,0.04,0.2,0.02,0.37,0.0,181548.27,18183.0,16983.0,194376.27,,,,,,,,,,,,,,,,,,0.19,,,,0.08,0.08,22193936.0,237253175.84,,234.04,0.08,3.4,0.9234,96.03,0.0016
2021-07-26,34983.0,383413.68,0.04,0.2,0.02,0.38,0.0,186133.68,18183.0,16983.0,199285.68,,,,,,,,,,,,,,,,,,0.2,,,,0.08,0.08,22210532.0,243427430.72,,238.2,0.08,3.39,0.9236,96.04,0.0016
2021-07-27,21215.0,232304.25,0.03,0.12,0.01,0.23,0.0,219164.25,21215.0,20015.0,232304.25,,,,,,3032.0,,,,,,,,,0.03,3032.0,,0.23,,,,0.1,0.1,22210276.0,243202522.2,,243.35,0.1,14.27,0.6497,79.13,0.001
2021-07-28,18880.0,206547.2,0.02,0.11,0.01,0.21,0.0,193419.2,18880.0,17680.0,206547.2,,,,,,,,0.03,,2335.0,,,,,,,2335.0,0.21,0.03,,,0.08,0.08,23633574.0,258551299.56,,258.48,0.08,6.35,0.7964,88.93,0.0008
2021-07-29,24536.0,267197.04,0.03,0.14,0.02,0.27,0.0,254129.04,24536.0,23336.0,267197.04,,,,0.06,,,,,5656.0,,,,0.06,,,5656.0,,0.27,,,,0.12,0.12,21156700.0,230396463.0,,230.45,0.12,26.01,0.5394,68.5,0.0012
2021-07-30,20602.0,218381.2,0.02,0.11,0.01,0.22,0.0,192570.2,19367.0,18167.0,205290.2,,,,,,,,0.06,,5169.0,,,,,,,5169.0,0.21,0.06,,,0.09,0.09,21165756.0,224357013.6,,230.18,0.09,11.98,0.6819,81.5,0.001
2021-08-02,41587.0,435000.02,0.05,0.24,0.03,0.44,0.0,244628.02,41587.0,23387.0,435000.02,,,10872.0,0.06,,,,,5352.0,,,,0.06,10872.0,,11348.0,132.0,0.44,0.0,,,0.2,0.2,21178960.0,221531921.6,,224.16,0.19,40.27,0.355,40.75,0.002
2021-08-03,51585.0,526682.85,0.06,0.3,0.03,0.55,0.0,514430.85,51585.0,50385.0,526682.85,,,,0.04,,22798.0,,0.11,4200.0,10073.0,,,0.04,,0.25,20071.0,,0.53,,,,0.24,0.24,21188116.0,216330664.36,,221.35,0.24,29.69,0.2579,32.17,0.0024
2021-08-04,75730.0,768659.5,0.09,0.41,0.05,0.78,0.0,670884.55,67297.0,66097.0,683064.55,,,8433.0,0.16,,,,0.09,15900.0,8621.0,,,0.16,8433.0,,15900.0,188.0,0.69,0.0,,,0.28,0.28,23644812.0,239994841.8,,241.41,0.28,24.82,0.2903,41.14,0.0032
2021-08-05,75730.0,771688.7,0.09,0.41,0.05,0.77,0.0,602942.3,67297.0,59170.0,685756.43,,,,,,,,,,,,,,,,,6927.0,0.68,0.08,,,0.28,0.28,23643704.0,240929343.76,,240.22,0.28,25.11,0.2974,42.04,0.0032
2021-08-06,102339.0,1046927.97,0.12,0.59,0.07,1.05,0.0,623365.05,62135.0,60935.0,635641.05,,,3000.0,0.03,,,,0.08,3000.0,8162.0,,,0.03,3000.0,,,1235.0,0.64,0.01,,,0.26,0.26,23656876.0,242009841.48,,241.86,0.26,19.3,0.4539,62.16,0.0043
2021-08-09,70539.0,746302.62,0.08,0.41,0.05,0.73,0.0,476470.3,46235.0,45035.0,489166.3,,,,,,,,0.16,,15900.0,,,,,,,15900.0,0.48,0.16,,,0.19,0.19,23675488.0,250486663.04,,243.89,0.2,27.85,0.3469,45.42,0.003
2021-08-10,53737.0,570149.57,0.06,0.31,0.04,0.57,0.0,299552.13,45304.0,28233.0,480675.44,,,,,,,,0.01,,931.0,,,,,,,16802.0,0.48,0.17,,,0.16,0.16,27725376.0,294166239.36,,293.63,0.16,31.4,0.322,36.84,0.0019
2021-08-11,37866.0,404787.54,0.05,0.22,0.03,0.4,0.0,301810.77,29433.0,28233.0,314638.77,,,,,,,,0.17,,15871.0,,,,,,,,0.31,,,,0.11,0.11,27669964.0,295791915.16,,293.59,0.11,44.54,0.4728,52.29,0.0014
2021-08-12,37866.0,406680.84,0.05,0.22,0.03,0.4,0.0,303222.42,29433.0,28233.0,316110.42,,,,,,,,,,,,,,,,,,0.32,,,,0.11,0.11,27690176.0,297392490.24,,296.34,0.11,44.46,0.4729,52.37,0.0014
2021-08-13,37866.0,409710.12,0.05,0.22,0.03,0.41,0.0,305481.06,29433.0,28233.0,318465.06,,,,,,,,,,,,,,,,,,0.32,,,,0.11,0.11,27659016.0,299270553.12,,296.78,0.11,44.5,0.4729,52.33,0.0014
2021-08-16,21000.0,224490.0,0.03,0.13,0.01,0.23,0.0,211662.0,21000.0,19800.0,224490.0,,,,,,,,0.09,,8433.0,,,,,,,8433.0,0.22,0.09,,,0.08,0.08,27737980.0,296519006.2,,299.69,0.07,5.65,0.8934,94.35,0.0008
2021-08-17,27260.0,290319.0,0.03,0.16,0.02,0.29,0.0,244204.5,24130.0,22930.0,256984.5,,,,,,3130.0,,,,,,,,,0.03,3130.0,,0.26,,,,0.09,0.09,27756370.0,295605340.5,,297.32,0.09,23.07,0.5813,72.54,0.001
2021-08-18,22966.0,245965.86,0.03,0.14,0.02,0.24,0.0,222585.93,21983.0,20783.0,235437.93,,,,,,,,0.02,,2147.0,,,,,,,2147.0,0.24,0.02,,,0.08,0.08,27765580.0,297369361.8,,295.99,0.08,8.56,0.7533,86.21,0.0008
2021-08-19,44867.0,472898.18,0.05,0.29,0.03,0.48,0.0,460250.18,44867.0,43667.0,472898.18,,,,0.24,,,,,22884.0,,,,0.24,,,22884.0,,0.48,,,,0.16,0.16,27620336.0,291118341.44,,295.54,0.16,44.28,0.4781,53.03,0.0016
2021-08-20,25421.0,263107.35,0.03,0.17,0.02,0.27,0.0,250687.35,25421.0,24221.0,263107.35,,,,,,,,0.21,,19446.0,,,,,,,19446.0,0.26,0.21,,,0.09,0.09,27615952.0,285825103.2,,290.11,0.09,17.41,0.6389,77.87,0.0009
2021-08-23,40800.0,423504.0,0.05,0.27,0.03,0.42,0.0,205524.0,21000.0,19800.0,217980.0,,,,,,,,0.05,,4421.0,,,,,,,4421.0,0.22,0.05,,,0.08,0.08,27343380.0,283824284.4,,282.46,0.08,2.94,0.943,97.06,0.0015
2021-08-24,19800.0,209088.0,0.02,0.12,0.01,0.21,0.0,209088.0,19800.0,19800.0,209088.0,,,,,,,,0.01,,1200.0,,,,,,,,0.21,,,,0.07,0.07,27275380.0,288028012.8,,283.59,0.07,,1.0,100.0,0.0007
2021-08-25,19800.0,208890.0,0.02,0.12,0.01,0.21,0.0,208890.0,19800.0,19800.0,208890.0,,,,,,,,,,,,,,,,,,0.21,,,,0.07,0.07,27141388.0,286341643.4,,286.46,0.07,,1.0,100.0,0.0007
2021-08-26,20820.0,215487.0,0.02,0.12,0.01,0.22,0.0,210208.5,20310.0,20310.0,210208.5,,,,,,510.0,,,,,,,,,0.01,510.0,,0.21,,,,0.08,0.08,26936530.0,278793085.5,,283.44,0.07,4.9,0.9068,95.1,0.0008
2021-08-27,20820.0,215487.0,0.02,0.12,0.01,0.22,0.0,210208.5,20310.0,20310.0,210208.5,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,26938818.0,278816766.3,,278.36,0.08,4.9,0.9068,95.1,0.0008
2021-08-30,20820.0,218401.8,0.02,0.11,0.01,0.22,0.0,213051.9,20310.0,20310.0,213051.9,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,26972236.0,282938755.64,,279.49,0.08,4.9,0.9068,95.1,0.0008
2021-08-31,20820.0,216736.2,0.02,0.12,0.01,0.22,0.0,211427.1,20310.0,20310.0,211427.1,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,26914660.0,280181610.6,,281.96,0.07,4.9,0.9068,95.1,0.0008
2021-09-01,20820.0,216319.8,0.02,0.12,0.01,0.22,0.0,211020.9,20310.0,20310.0,211020.9,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,26929490.0,279797401.1,,279.92,0.08,4.9,0.9068,95.1,0.0008
2021-09-02,20820.0,214029.6,0.02,0.12,0.01,0.22,0.0,208786.8,20310.0,20310.0,208786.8,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,27020084.0,277766463.52,,280.19,0.07,4.9,0.9068,95.1,0.0008
