,ALMAR FP Equity_DX_SI_QTY,ALMAR FP Equity_DX_SHORT_INTEREST_VALUE,ALMAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMAR FP Equity_DX_SI_MV,ALMAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMAR FP Equity_DX_SUPPLY_SI_QTY,ALMAR FP Equity_DX_BROKER_SI_QTY,ALMAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMAR FP Equity_DX_SUPPLY_SI_MV,ALMAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMAR FP Equity_DX_UTILIZATION_QUANTITY,ALMAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMAR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMAR FP Equity_DX_BROKER_SI_CON_RATIO,ALMAR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMAR FP Equity_PX_LAST
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5319.33,0.01,0.0,0.0,0.0,2.81
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5186.82,0.01,0.0,0.0,0.0,2.74
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5281.47,0.01,0.0,0.0,0.0,2.79
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5319.33,0.01,0.0,0.0,0.0,2.81
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5016.45,0.01,0.0,0.0,0.0,2.65
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.01,0.0,0.0,0.0,2.5
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.0,0.0,0.0,0.0,2.5
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4978.59,0.0,0.0,0.0,0.0,2.63
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4940.73,0.01,0.0,0.0,0.0,2.61
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4789.29,0.0,0.0,0.0,0.0,2.53
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4959.66,0.0,0.0,0.0,0.0,2.62
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4883.94,0.01,0.0,0.0,0.0,2.58
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4770.36,0.0,0.0,0.0,0.0,2.52
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4770.36,0.0,0.0,0.0,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4713.57,0.0,0.0,0.0,0.0,2.49
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4770.36,0.0,0.0,0.0,0.0,2.52
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,2.42
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4713.57,0.0,0.0,0.0,0.0,2.49
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4883.94,0.0,0.0,0.0,0.0,2.58
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.0,0.0,0.0,0.0,2.5
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.0,0.0,0.0,0.0,2.5
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,2.42
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4883.94,0.0,0.0,0.0,0.0,2.58
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,2.42
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4656.78,0.0,0.0,0.0,0.0,2.46
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4656.78,0.0,0.0,0.0,0.0,2.46
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4713.57,0.0,0.0,0.0,0.0,2.49
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4467.48,0.0,0.0,0.0,0.0,2.36
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4959.66,0.0,0.0,0.0,0.0,2.62
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4770.36,0.0,0.0,0.0,0.0,2.52
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4562.13,0.0,0.0,0.0,0.0,2.41
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4562.13,0.0,0.0,0.0,0.0,2.41
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4675.71,0.0,0.0,0.0,0.0,2.47
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4486.41,0.0,0.0,0.0,0.0,2.37
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4675.71,0.0,0.0,0.0,0.0,2.47
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,2.42
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4675.71,0.0,0.0,0.0,0.0,2.47
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4618.92,0.0,0.0,0.0,0.0,2.44
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4618.92,0.0,0.0,0.0,0.0,2.44
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4713.57,0.0,0.0,0.0,0.0,2.49
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4694.64,0.0,0.0,0.0,0.0,2.48
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4543.2,0.0,0.0,0.0,0.0,2.4
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4543.2,0.0,0.0,0.0,0.0,2.4
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4675.71,0.0,0.0,0.0,0.0,2.47
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4618.92,0.0,0.0,0.0,0.0,2.44
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5167.89,0.0,0.0,0.0,0.0,2.73
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5641.14,0.01,0.0,0.0,0.0,2.98
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5906.16,0.01,0.0,0.0,0.0,3.12
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5508.63,0.01,0.0,0.0,0.0,2.91
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5035.38,0.01,0.0,0.0,0.0,2.66
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4846.08,0.01,0.0,0.0,0.0,2.56
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4808.22,0.0,0.0,0.0,0.0,2.54
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,5073.24,0.0,0.0,0.0,0.0,2.68
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4562.13,0.01,0.0,0.0,0.0,2.41
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4808.22,0.0,0.0,0.0,0.0,2.54
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.0,0.0,0.0,0.0,2.5
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4732.5,0.0,0.0,0.0,0.0,2.5
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4524.27,0.0,0.0,0.0,0.0,2.39
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4448.55,0.0,0.0,0.0,0.0,2.35
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4410.69,0.0,0.0,0.0,0.0,2.33
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4221.39,0.0,0.0,0.0,0.0,2.23
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4202.46,0.0,0.0,0.0,0.0,2.22
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4353.9,0.0,0.0,0.0,0.0,2.3
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4240.32,0.0,0.0,0.0,0.0,2.24
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4221.39,0.0,0.0,0.0,0.0,2.23
2023-03-22,,,,,,,,,,,,,,,,,,,,2.34
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4656.78,0.0,0.0,0.0,0.0,2.46
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4562.13,0.0,0.0,0.0,0.0,2.41
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4562.13,0.0,0.0,0.0,0.0,2.41
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4751.43,0.0,0.0,0.0,0.0,2.51
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4637.85,0.0,0.0,0.0,0.0,2.45
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4353.9,0.0,0.0,0.0,0.0,2.3
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4353.9,0.0,0.0,0.0,0.0,2.3
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4467.48,0.0,0.0,0.0,0.0,2.36
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4656.78,0.0,0.0,0.0,0.0,2.46
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4656.78,0.0,0.0,0.0,0.0,2.46
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,2.42
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4581.06,0.0,0.0,0.0,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4429.62,0.0,0.0,0.0,0.0,2.34
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4316.04,0.0,0.0,0.0,0.0,2.28
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4618.92,0.0,0.0,0.0,0.0,2.44
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4353.9,0.0,0.0,0.0,0.0,2.3
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4429.62,0.0,0.0,0.0,0.0,2.34
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4202.46,0.0,0.0,0.0,0.0,2.22
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4353.9,0.0,0.0,0.0,0.0,2.3
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4202.46,0.0,0.0,0.0,0.0,2.22
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4278.18,0.0,0.0,0.0,0.0,2.26
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4126.74,0.0,0.0,0.0,0.0,2.18
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4013.16,0.0,0.0,0.0,0.0,2.12
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3975.3,0.0,0.0,0.0,0.0,2.1
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3937.44,0.0,0.0,0.0,0.0,2.08
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4202.46,0.0,0.0,0.0,0.0,2.22
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,4202.46,0.0,0.0,0.0,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3407.4,0.0,0.0,0.0,0.0,1.8
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3255.96,0.0,0.0,0.0,0.0,1.72
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3255.96,0.0,0.0,0.0,0.0,1.72
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2574.48,0.0,0.0,0.0,0.0,1.36
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2688.06,0.0,0.0,0.0,0.0,1.42
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2612.34,0.0,0.0,0.0,0.0,1.38
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2555.55,0.0,0.0,0.0,0.0,1.35
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2460.9,0.0,0.0,0.0,0.0,1.3
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2669.13,0.0,0.0,0.0,0.0,1.41
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2593.41,0.0,0.0,0.0,0.0,1.37
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2631.27,0.0,0.0,0.0,0.0,1.39
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2801.64,0.0,0.0,0.0,0.0,1.48
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3009.87,0.0,0.0,0.0,0.0,1.59
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3161.31,0.0,0.0,0.0,0.0,1.67
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2934.15,0.0,0.0,0.0,0.0,1.55
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,3028.8,0.0,0.0,0.0,0.0,1.6
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2990.94,0.0,0.0,0.0,0.0,1.58
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2839.5,0.0,0.0,0.0,0.0,1.5
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2631.27,0.0,0.0,0.0,0.0,1.39
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2385.18,0.0,0.0,0.0,0.0,1.26
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2460.9,0.0,0.0,0.0,0.0,1.3
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2460.9,0.0,0.0,0.0,0.0,1.3
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2252.67,0.0,0.0,0.0,0.0,1.19
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2290.53,0.0,0.0,0.0,0.0,1.21
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2233.74,0.0,0.0,0.0,0.0,1.18
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,2063.37,0.0,0.0,0.0,0.0,1.09
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2355.36,0.0,0.0,0.0,0.0,1.12
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2208.15,0.0,0.0,0.0,0.0,1.05
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2418.45,0.0,0.0,0.0,0.0,1.15
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2187.12,0.0,0.0,0.0,0.0,1.04
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,1997.85,0.0,0.0,0.0,0.0,0.95
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2060.94,0.0,0.0,0.0,0.0,0.98
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2060.94,0.0,0.0,0.0,0.0,0.98
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2145.06,0.0,0.0,0.0,0.0,1.02
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2145.06,0.0,0.0,0.0,0.0,1.02
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2008.37,0.0,0.0,0.0,0.0,0.955
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2008.37,0.0,0.0,0.0,0.0,0.955
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,1945.28,0.0,0.0,0.0,0.0,0.925
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,1913.73,0.0,0.0,0.0,0.0,0.91
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,2018.88,0.0,0.0,0.0,0.0,0.96
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,1934.76,0.0,0.0,0.0,0.0,0.92
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,1955.79,0.0,0.0,0.0,0.0,0.93
