,SK FP Equity_DX_SI_QTY,SK FP Equity_DX_SHORT_INTEREST_VALUE,SK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SK FP Equity_DX_SI_MV,SK FP Equity_DX_DSS,SK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY,SK FP Equity_DX_BROKER_SI_QTY,SK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SK FP Equity_DX_BROKER_SI_MV_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_INC_x,SK FP Equity_DX_BROKER_SI_MV_INC_x,SK FP Equity_DX_SUPPLY_SI_MV_NEW,SK FP Equity_DX_BROKER_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_NEW,SK FP Equity_DX_SUPPLY_SI_MV_DEC,SK FP Equity_DX_BROKER_SI_QTY_INC,SK FP Equity_DX_SUPPLY_SI_QTY_DEC,SK FP Equity_DX_BROKER_SI_MV_NEW_y,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SK FP Equity_DX_BROKER_SI_MV_INC_y,SK FP Equity_DX_SUPPLY_SI_QTY_INC_y,SK FP Equity_DX_BROKER_SI_MV_ADD,SK FP Equity_DX_SUPPLY_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_DEC,SK FP Equity_DX_SUPPLY_SI_MV,SK FP Equity_DX_BROKER_SI_MV_DEC,SK FP Equity_DX_SUPPLY_SI_MV_RMV,SK FP Equity_DX_BROKER_SI_MV_RMV,SK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SK FP Equity_DX_UTILIZATION_QUANTITY,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SK FP Equity_DX_ACTIVE_UTILIZATION_MV,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SK FP Equity_DX_BROKER_SI_CON_RATIO,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SK FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-01-26,78381.0,3164258.85,0.24,1.06,0.16,3.41,0.0,2060456.07,46750.0,51039.0,1887308.17,,,3277.0,,,,,0.05,,1241.0,,,,3277.0,,4015.0,1241.0,2.21,0.06,,,1.5,1.5,3063135.0,123659458.75,,145.02,1.5,23.87,0.252,38.28,0.0252
2010-01-27,65388.0,2635207.43,0.2,0.81,0.13,2.78,0.0,1801740.66,23628.0,44707.0,952234.07,,,,,,,,1.1,,23122.0,,,,,,,6332.0,1.1,0.32,,,0.77,0.77,3052821.0,123032002.37,,142.76,0.77,25.71,0.246,35.62,0.0213
2010-01-28,58648.0,2410971.32,0.18,0.72,0.12,2.47,0.0,1837868.21,16888.0,44707.0,694251.87,,,,,,,,0.31,,6740.0,,,,,,,,0.8,,,,0.55,0.55,3054586.0,125571532.46,,143.54,0.55,21.52,0.2609,40.08,0.0191
2010-01-29,40430.0,1642301.67,0.12,0.49,0.08,1.56,0.0,1178492.61,11418.0,29012.0,463809.07,,,,,,1000.0,,0.26,,5470.0,,,,,0.05,,16695.0,0.54,0.84,,,0.37,0.37,3099408.0,125900641.78,,147.45,0.37,23.68,0.2206,34.1,0.013
2010-02-01,34529.0,1399016.83,0.1,0.42,0.07,1.28,0.0,1175483.69,5517.0,29012.0,223533.14,,,,,,,,0.28,,5901.0,,,,,,,,0.26,,,,0.18,0.18,3103417.0,125741626.61,,146.3,0.18,19.35,0.2558,41.69,0.0111
2010-02-02,62589.0,2559188.63,0.19,0.74,0.13,2.58,0.0,2455985.32,2524.0,60065.0,103203.31,,,,0.19,,30000.0,,0.14,4000.0,2993.0,,,0.19,,1.41,,2947.0,0.12,0.14,,,100.0,0.08,0.0,0.0,,0.0,100.0,27.9,0.3864,54.47,0.0201
2010-02-03,60065.0,2408225.72,0.18,0.69,0.12,2.48,0.0,2408225.72,0.0,60065.0,0.0,,,,,,,,0.12,,2524.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.06,0.4228,57.24,0.0193
2010-02-04,60277.0,2380779.45,0.18,0.66,0.12,2.73,0.0,2380779.45,0.0,60277.0,0.0,,,,0.26,,,,,212.0,,,,0.26,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.04,0.4057,51.7,0.0193
2010-02-05,60100.0,2270422.15,0.18,0.64,0.12,2.8,0.0,2270422.15,0.0,60100.0,0.0,,,,,,,,,,,,,,,,,177.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.42,0.4032,49.78,0.0193
2010-02-08,60100.0,2288602.15,0.18,0.63,0.12,2.76,0.0,2288602.15,0.0,60100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.08,0.4032,49.29,0.0192
2010-02-09,60100.0,2342882.43,0.18,0.62,0.12,2.76,0.0,2342882.43,0.0,60100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.02,0.403,49.31,0.0192
2010-02-10,60100.0,2353530.72,0.18,0.61,0.12,2.79,0.0,2353530.72,0.0,60100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.6,0.4033,49.65,0.0193
2010-02-11,60100.0,2337428.43,0.18,0.6,0.12,2.79,0.0,2337428.43,0.0,60100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.57,0.4032,49.66,0.0195
2010-02-12,72100.0,2806005.69,0.22,0.72,0.14,3.29,0.0,2806005.69,0.0,72100.0,0.0,,,,0.51,,,,,12000.0,,,,0.51,,,,,0.0,,,,0.0,0.0,3096606.0,120514480.85,,139.32,0.0,41.93,0.4131,48.14,0.0233
2010-02-15,72100.0,2820337.95,0.22,0.71,0.14,3.29,0.0,2820337.95,0.0,72100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3085315.0,120688362.98,,139.15,0.0,41.93,0.413,48.13,0.0234
2010-02-16,76546.0,2990282.86,0.23,0.75,0.15,3.49,0.0,2990282.86,1446.0,76546.0,56488.24,,,,,,4446.0,,,,,,,,,0.2,1446.0,,0.06,,,,0.05,0.05,3073937.0,120083886.01,,138.3,0.05,39.37,0.3679,45.4,0.0249
2010-02-17,76546.0,3087533.21,0.23,0.74,0.15,3.51,0.0,3087533.21,1446.0,76546.0,58325.36,,,,,,,,,,,,,,,,,,0.07,,,,0.05,0.05,3066250.0,123679208.83,,140.2,0.05,39.62,0.3679,45.19,0.025
2010-02-18,76446.0,3131730.95,0.23,0.72,0.15,3.53,0.0,3131730.95,1446.0,76446.0,59237.67,,,,,,,,,,,,,,,,,100.0,0.07,0.0,,,0.05,0.05,3014306.0,123485798.97,,141.35,0.05,39.77,0.3667,44.88,0.0253
2010-02-19,76446.0,3148248.52,0.23,0.72,0.15,3.55,0.0,3088698.41,1446.0,75000.0,59550.11,,,,,,,,,,,,,,,,,1446.0,0.07,0.07,,,0.05,0.05,3016671.0,124234492.33,,143.14,0.05,39.86,0.3662,44.73,0.0253
2010-02-22,75000.0,3098421.49,0.23,0.71,0.15,3.48,0.0,3098421.49,0.0,75000.0,0.0,,,,,,,,0.07,,1446.0,,,,,,,,0.0,,,,0.0,0.0,3053030.0,126127650.21,,145.23,0.0,40.7,0.3801,45.53,0.0246
2010-02-23,78000.0,3215617.02,0.23,0.73,0.16,3.64,0.0,3215617.02,0.0,78000.0,0.0,,,,0.14,,,,,3000.0,,,,0.14,,,,,0.0,,,,0.0,0.0,3037284.0,125214642.45,,145.48,0.0,39.22,0.3553,43.61,0.0257
2010-02-24,78000.0,3221010.08,0.23,0.71,0.16,3.63,0.0,3221010.08,0.0,78000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3090596.0,127626165.14,,147.66,0.0,39.12,0.3553,43.7,0.0252
2010-02-25,78000.0,3238537.56,0.23,0.69,0.16,3.63,0.0,3238537.56,0.0,78000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3108380.0,129059043.18,,148.92,0.0,39.15,0.3552,43.66,0.0251
2010-02-26,78000.0,3183932.74,0.23,0.69,0.16,3.63,0.0,3183932.74,0.0,78000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3090672.0,126160150.84,,147.29,0.0,39.05,0.3547,43.68,0.0252
2010-03-01,82977.0,3439802.55,0.25,0.73,0.17,3.86,0.0,3233481.55,4977.0,78000.0,206321.0,,,,,,,,,,,,,,,,4977.0,,0.24,,,,0.16,0.16,3102170.0,128600121.46,,146.96,0.16,36.74,0.3175,41.1,0.0267
2010-03-02,97102.0,4015701.78,0.29,0.88,0.19,4.54,0.0,3225729.02,19102.0,78000.0,789972.77,,,6455.0,,,,,,,,,,,6455.0,,7670.0,,0.91,,,,0.62,0.62,3081794.0,127449132.5,,147.04,0.62,31.26,0.2662,34.91,0.0313
2010-03-03,97102.0,4007309.51,0.29,0.89,0.19,4.54,0.0,3227241.5,19102.0,78200.0,788321.83,,,,,,200.0,,0.05,,950.0,,,,,0.01,950.0,,0.91,,,,0.62,0.62,3052893.0,125990063.65,,145.37,0.62,31.2,0.2662,34.95,0.0316
2010-03-04,100688.0,4216215.81,0.3,1.04,0.2,4.75,0.0,3458588.36,22006.0,82595.0,921480.66,,,950.0,,,4395.0,,0.08,,1759.0,,,,950.0,0.22,3713.0,,1.07,,,,0.72,0.72,3035266.0,127098924.27,,145.98,0.73,30.08,0.245,33.4,0.0329
2010-03-05,100879.0,4195006.08,0.3,1.06,0.2,4.76,0.0,3553689.42,19335.0,85457.0,804036.94,,,,,,2862.0,,0.13,,2671.0,,,,,0.14,,,0.93,,0.01,,0.63,0.63,3033550.0,126148759.44,200.0,146.93,0.63,30.02,0.2379,33.32,0.033
2010-03-08,86564.0,3591867.92,0.26,0.93,0.17,4.06,0.0,3545934.3,4820.0,85457.0,200000.04,0.62,,,,,,12367.0,0.69,,14315.0,0.62,,,,,,,0.23,,0.01,,0.16,0.16,3057439.0,126864713.59,200.0,146.91,0.16,35.09,0.2928,39.05,0.0283
2010-03-09,84457.0,3472323.17,0.25,0.91,0.17,3.97,0.0,3472323.17,3713.0,84457.0,152654.44,,,,,,,,0.05,,1107.0,,,,,,,1000.0,0.18,0.04,,,0.12,0.12,3028632.0,124517672.58,,145.26,0.12,35.92,0.3064,39.95,0.0279
2010-03-10,84277.0,3519551.54,0.25,0.98,0.17,3.95,0.0,3519551.54,3713.0,84277.0,155061.23,,,,,,,,,,,,,,,,,180.0,0.18,0.01,,,0.12,0.12,3013455.0,125847030.54,,143.64,0.12,36.05,0.3089,40.18,0.0279
2010-03-11,54277.0,2250985.36,0.16,0.63,0.11,2.54,0.0,2250985.36,3713.0,54277.0,153986.19,,,,,,,,,,,,,,,,,30000.0,0.18,1.42,,,0.12,0.12,3054307.0,126668761.12,,147.21,0.12,14.22,0.4338,62.46,0.0177
2010-03-12,54277.0,2245590.69,0.16,0.63,0.11,2.53,0.0,2245590.69,3713.0,54277.0,153617.15,,,,,,,,,,,,,,,,,,0.18,,,,0.12,0.12,3046118.0,126026387.27,,145.67,0.12,14.11,0.4356,62.65,0.0178
2010-03-15,53595.0,2248409.35,0.16,0.62,0.11,2.5,0.0,2248409.35,3713.0,53595.0,155767.22,,,,,,,,,,,,,,,,,682.0,0.18,0.03,,,0.12,0.12,3055070.0,128165835.77,,147.15,0.12,13.0,0.4438,63.5,0.0175
2010-03-16,55677.0,2426219.03,0.17,0.64,0.11,2.61,0.0,2426219.03,3713.0,55677.0,161800.23,,,,,,2100.0,,,,,,,,,0.1,,18.0,0.19,0.0,,,0.12,0.12,2976781.0,129718244.52,,145.46,0.13,12.52,0.4094,60.81,0.0187
2010-03-17,55675.0,2395095.48,0.17,0.63,0.11,2.65,0.0,2395095.48,3713.0,55675.0,159730.39,,,,,,,,,,,,,,,,,2.0,0.18,0.0,,,0.13,0.13,2924061.0,125790844.68,,146.75,0.13,12.89,0.4004,59.9,0.019
2010-03-18,55675.0,2406403.31,0.17,0.62,0.11,2.64,0.0,2406403.31,3713.0,55675.0,160484.52,,,,,,,,,,,,,,,,,,0.19,,,,0.13,0.13,2933209.0,126780132.04,,146.69,0.13,12.84,0.4029,60.16,0.019
2010-03-19,55675.0,2408328.05,0.17,0.62,0.11,2.64,0.0,2408328.05,3713.0,55675.0,160612.88,,,,,,,,,,,,,,,,,,0.19,,,,0.13,0.13,2872243.0,124244335.55,,143.9,0.13,12.84,0.4021,60.07,0.0194
2010-03-22,70414.0,3024287.31,0.21,0.8,0.14,3.41,0.0,3024287.31,3713.0,70414.0,159473.67,,,,,,2372.0,,,,,,,,,0.12,,,0.18,,,,0.13,0.13,2883366.0,123840815.82,,143.88,0.13,19.01,0.2784,46.51,0.0244
2010-03-23,68314.0,2952099.94,0.21,0.77,0.14,3.29,0.0,2952099.94,3713.0,68314.0,160452.43,,,,,,,,,,,,,,,,,2100.0,0.19,0.11,,,0.13,0.13,2849729.0,123147302.34,,141.97,0.13,19.69,0.2979,48.28,0.0239
2010-03-24,65314.0,2825281.33,0.2,0.74,0.13,3.16,0.0,2825281.33,3713.0,65314.0,160612.88,,,,,,,,,,,,,,,,,3000.0,0.19,0.15,,,0.13,0.13,2867787.0,124051582.79,,144.42,0.13,20.89,0.3178,50.22,0.0227
2010-03-25,71405.0,3125787.21,0.22,0.81,0.14,3.46,0.0,2727824.44,12804.0,62314.0,560501.08,,,,,,,,,,,,,,,,9091.0,3000.0,0.65,0.15,,,0.45,0.45,2834408.0,124077533.34,,142.62,0.45,18.87,0.2796,45.81,0.0251
2010-03-26,137261.0,6047812.61,0.41,1.54,0.27,6.83,0.0,2745597.04,78660.0,62314.0,3465812.87,,,538.0,,,,,,,,,,,538.0,,65318.0,,4.01,,,,2.69,2.69,2845093.0,125356724.17,,143.82,2.71,23.23,0.3807,55.98,0.0469
2010-03-29,125032.0,5445238.08,0.38,1.39,0.25,6.15,0.0,2210070.2,77998.0,50747.0,3396871.84,,,458.0,0.04,,,,0.06,800.0,1120.0,,,0.04,458.0,,,,3.94,,,,2.69,2.69,2816824.0,122674813.68,,142.8,2.69,25.79,0.4453,61.09,0.0432
2010-03-30,105709.0,4512802.12,0.32,1.17,0.21,5.12,0.0,2166430.19,58675.0,50747.0,2504882.88,,,,,,,,0.98,,19323.0,,,,,,,,2.91,,,,2.08,2.08,2755778.0,117646376.33,,138.52,2.06,30.98,0.3881,53.3,0.0376
2010-03-31,93830.0,3982971.52,0.28,1.0,0.19,4.49,0.0,2154149.59,46796.0,50747.0,1986434.35,,,,,,,,0.59,,11879.0,,,,,,,,2.3,,,,1.63,1.63,2829429.0,120105884.32,,139.16,1.63,35.29,0.3564,47.1,0.0326
2010-04-01,143207.0,6322174.4,0.43,1.55,0.29,6.99,0.0,4547328.36,78916.0,103004.0,3483912.9,,,,2.0,,,,0.14,40690.0,2880.0,,,2.0,,,35000.0,800.0,3.93,0.04,,,2.79,2.79,2754064.0,121583951.32,,135.35,2.82,28.95,0.2512,29.72,0.0506
2010-04-02,143207.0,6322174.4,0.43,1.56,0.29,7.1,0.0,4547328.36,78916.0,103004.0,3483912.9,,,,,,,,,,,,,,,,,,4.04,,,,2.79,2.79,2745022.0,121184773.2,,139.46,2.81,28.99,0.2513,29.25,0.0507
2010-04-05,143207.0,6322174.4,0.43,1.56,0.29,7.14,0.0,4547328.36,78916.0,103004.0,3483912.9,,,,,,,,,,,,,,,,,,4.03,,,,2.78,2.78,2761000.0,121890155.63,,141.15,2.78,28.81,0.2499,29.09,0.0504
2010-04-06,132993.0,5897692.62,0.4,1.45,0.27,6.63,0.0,4567803.8,68702.0,103004.0,3046651.16,,,,,,,,0.52,,10214.0,,,,,,,,3.52,,,,2.42,2.42,2768432.0,122768574.05,,142.06,2.42,28.92,0.2479,31.34,0.0469
2010-04-07,129790.0,5726487.48,0.39,1.4,0.26,6.47,0.0,4544657.65,65499.0,103004.0,2889892.93,,,,,,,,0.17,,3203.0,,,,,,,,3.36,,,,2.32,2.32,2762291.0,121875528.27,,141.71,2.31,29.74,0.2492,32.11,0.0459
2010-04-08,103857.0,4534719.74,0.31,1.13,0.21,5.12,0.0,4497475.11,39566.0,103004.0,1727574.66,,,,,,,,1.33,,25933.0,,,,,,,,2.02,,,,1.42,1.42,2754879.0,120286588.19,,140.45,1.42,37.36,0.3241,40.57,0.0372
2010-04-09,106909.0,4741898.47,0.32,1.2,0.21,5.23,0.0,4741898.47,38300.0,106909.0,1698778.51,,,,0.21,,,,0.07,4447.0,1266.0,,,0.21,,,,542.0,1.94,0.03,,,1.38,1.38,2739800.0,121522541.97,,138.3,1.38,39.68,0.3348,39.88,0.0385
2010-04-12,108290.0,4876154.0,0.33,1.25,0.22,5.35,0.0,4876154.0,29337.0,108290.0,1321005.91,,,,0.08,,,,0.51,1381.0,10344.0,,,0.08,,,1381.0,,1.51,,,,1.06,1.06,2742755.0,123502592.76,,140.65,1.06,38.79,0.3364,40.97,0.0391
2010-04-13,112316.0,4966191.94,0.34,1.27,0.22,5.61,0.0,4877405.71,31345.0,110308.0,1385958.24,,,,0.1,,,,,2018.0,,,,0.1,,,2008.0,,1.63,,,,1.13,1.13,2754495.0,121793429.74,,142.75,1.13,37.0,0.3133,39.72,0.0403
2010-04-14,165428.0,7440423.29,0.5,1.9,0.33,8.26,0.0,6220652.27,56457.0,138308.0,2539255.61,,,2112.0,1.43,,,,,28000.0,,,,1.43,2112.0,,23000.0,,2.89,,,,16.27,2.06,290547.0,13067876.45,,14.76,16.35,26.48,0.2798,42.48,0.0604
2010-04-15,169003.0,7624585.75,0.51,1.94,0.34,8.55,0.0,6351663.46,60104.0,140788.0,2711597.44,,,,0.14,,,,,2480.0,,,,0.14,,,3647.0,,3.14,,,,16.32,2.2,308286.0,13908351.0,,16.09,16.31,26.05,0.2659,41.03,0.0618
2010-04-16,164349.0,7342178.43,0.5,1.89,0.33,8.33,0.0,6289606.97,55450.0,140788.0,2477190.58,,,,,,,,0.24,,4654.0,,,,,,,,2.9,,,,15.28,2.03,307484.0,13736636.01,,16.12,15.25,26.85,0.2802,42.14,0.0601
2010-04-19,188788.0,8380129.64,0.57,2.15,0.38,9.54,0.0,8380129.64,54889.0,188788.0,2436473.38,,,,,,48000.0,,0.03,,561.0,,,,,2.48,,,2.84,,,,15.93,2.01,289745.0,12861520.13,,14.99,15.92,26.0,0.2639,36.79,0.0691
2010-04-20,195788.0,9002207.9,0.59,2.26,0.39,9.87,0.0,9002207.9,54889.0,195788.0,2523761.36,,,,0.36,,,,,7000.0,,,,0.36,,,,,2.84,,,,15.93,1.97,289745.0,13322291.1,,14.91,15.99,24.98,0.2726,39.24,0.0704
2010-04-21,405926.0,18818585.42,1.22,4.66,0.81,21.29,0.0,9076662.26,300586.0,195788.0,13935060.37,,,,,,,,,,,,,,,,245697.0,,16.05,,,,47.3,10.68,334958.0,15528534.11,,17.91,47.25,18.19,0.3382,52.71,0.1442
2010-04-22,645788.0,29893851.68,1.95,7.33,1.29,34.27,1.0,29893851.68,291458.0,645788.0,13491737.57,,,,,,450000.0,,0.1,,2044.0,,,,,24.14,1598.0,,15.73,,0.46,,10.47,10.47,2492118.0,115361397.02,8682.0,134.01,10.5,11.3,0.5197,70.44,0.232
2010-04-23,645788.0,30345943.16,1.95,7.09,1.29,34.21,1.0,30345943.16,289486.0,645788.0,13603110.78,,,,,,,,0.19,,2374.0,,,,,,402.0,,15.44,,,,10.3,10.3,2521028.0,118464530.77,,135.21,10.25,11.32,0.5199,70.45,0.2298
2010-04-26,613788.0,29759976.98,1.85,6.59,1.23,32.94,1.0,29759976.98,287813.0,613788.0,13954831.73,,,864.0,,,,,0.13,,2537.0,,,,864.0,,,32000.0,15.61,1.68,,,10.34,10.34,2494544.0,120949858.95,,136.56,10.26,10.65,0.57,74.27,0.2206
2010-04-27,671506.0,31774985.23,2.02,7.15,1.34,36.57,1.0,31774985.23,287972.0,671506.0,13626543.99,,,9704.0,,,57718.0,,0.94,,17499.0,,,,9704.0,2.68,7954.0,,16.32,,,,10.29,10.29,2510017.0,118771467.57,,140.78,10.39,9.6,0.4972,69.03,0.24
2010-04-28,672695.0,31953339.96,2.03,7.04,1.35,36.32,1.0,31953339.96,446654.0,672695.0,21216282.43,,,79741.0,0.07,,,,0.07,1189.0,1178.0,,,0.07,79741.0,,80119.0,,24.45,,,,15.91,15.91,2361478.0,112171354.55,,129.95,15.84,9.67,0.4974,69.05,0.2396
2010-04-29,722415.0,35682422.07,2.2,7.32,1.45,39.23,1.0,33246347.16,519374.0,673095.0,25653567.94,,,3082.0,0.02,,,,0.16,400.0,2870.0,,,0.02,3082.0,,72508.0,,28.49,,,,18.41,18.41,2302041.0,113705278.26,,127.84,18.22,8.95,0.5257,71.28,0.256
2010-04-30,872373.0,43262747.41,4.19,8.95,1.75,48.48,1.0,43262747.41,533738.0,872373.0,26469150.55,,,3230.0,11.76,,,,0.12,199837.0,3230.0,,,11.76,3230.0,,14364.0,559.0,30.39,0.03,,,18.89,18.89,2291912.0,113660567.14,,130.86,18.85,7.24,0.595,76.36,0.3087
2010-05-03,1194328.0,59445916.75,5.73,12.8,2.39,67.3,1.0,59099741.87,555134.0,1187373.0,27630977.04,,,6396.0,17.48,,15000.0,,,300000.0,,,,17.48,6396.0,0.87,15000.0,,32.08,,,,60.83,19.55,357522.0,17795130.86,,20.66,60.82,5.22,0.6623,80.98,0.4206
2010-05-04,1234107.0,58759342.08,5.92,13.23,2.47,69.66,1.0,57914880.71,565915.0,1216371.0,26944821.7,,,2925.0,1.59,,,,,28998.0,,,,1.59,2925.0,,7856.0,,33.02,,,,61.99,19.92,346968.0,16520132.7,,20.27,61.96,5.04,0.6236,78.52,0.4345
2010-05-05,1262446.0,60479616.07,6.06,13.09,2.53,68.84,1.0,58913162.94,594254.0,1229748.0,28468745.41,,,6075.0,0.75,,,,,13377.0,,,,0.75,6075.0,,22264.0,,33.18,,,,42.72,20.42,796700.0,38167264.28,,44.63,42.64,5.1,0.5857,76.02,0.4338
2010-05-06,1266158.0,60000861.43,6.07,12.75,2.53,69.31,1.0,58451364.31,605734.0,1233460.0,28704602.27,,11480.0,,,0.64,7500.0,,,,,,11480.0,,,0.43,,3788.0,33.96,0.2,,,43.19,20.55,796700.0,37754124.13,,44.87,43.08,5.06,0.5847,75.96,0.4296
2010-05-07,1276158.0,58235754.45,6.12,12.51,2.55,69.0,1.0,56561090.57,609734.0,1239460.0,27824391.26,,,,,,6000.0,,,,,,,,,0.33,4000.0,,33.04,,,,43.42,20.52,794501.0,36255984.88,,43.36,43.24,5.09,0.5775,75.48,0.4295
2010-05-10,1521678.0,73424623.11,7.3,13.95,3.05,79.9,1.0,67237410.23,709844.0,1393452.0,34251680.16,,,38990.0,0.0,,153056.0,,0.24,936.0,4476.0,,,0.0,38990.0,8.08,65596.0,,37.92,,,,46.26,23.55,824606.0,39789222.66,,43.16,46.77,6.3,0.4422,65.43,0.5049
2010-05-11,1722065.0,84477929.91,8.26,15.5,3.45,94.96,1.0,73499941.82,765095.0,1498281.0,37532637.73,,,65448.0,7.71,,,,2.63,130829.0,50382.0,,,7.71,65448.0,,40185.0,26000.0,43.14,1.46,,,71.17,24.8,309968.0,15205845.88,,17.55,71.08,7.81,0.3805,60.2,0.5582
2010-05-12,2009894.0,101359707.93,9.64,17.9,4.02,113.77,1.0,82573687.25,965482.0,1637380.0,48689619.22,,,106720.0,0.36,,134000.0,,0.14,5099.0,2712.0,,,0.36,106720.0,8.23,105315.0,,55.1,,,,83.24,30.99,194373.0,9802303.26,,11.11,83.22,6.92,0.2782,50.49,0.645
2010-05-13,2229950.0,111744118.2,10.7,19.38,4.46,127.68,1.0,93618414.95,986497.0,1868236.0,49433950.26,,,12658.0,11.22,,53000.0,,,177856.0,,,,11.22,12658.0,2.83,8357.0,,57.92,,,,83.52,31.59,194623.0,9752674.06,,11.47,83.47,6.95,0.2222,44.41,0.7142
2010-05-14,3114430.0,155043082.36,14.94,27.6,6.23,179.67,2.0,124463886.89,1270543.0,2500170.0,63250387.07,,,141562.0,35.94,,23000.0,,0.73,628319.0,12610.0,,,35.94,141562.0,1.34,155094.0,19385.0,74.56,1.12,,,93.14,41.28,93553.0,4657271.31,,5.48,93.16,18.39,0.1709,31.28,1.0118
2010-05-17,3424518.0,165717597.11,16.43,30.05,6.86,195.53,2.0,129504197.72,1407587.0,2676176.0,68115260.41,,,25000.0,10.07,,,,0.68,178067.0,10578.0,,,10.07,25000.0,,122622.0,2061.0,81.0,0.13,,,96.41,45.1,52427.0,2537021.7,,3.03,96.4,22.8,0.1682,28.46,1.0971
2010-05-18,3418641.0,169525400.13,16.4,29.52,6.84,189.52,2.0,129573801.55,1415587.0,2612979.0,70196886.01,,,8000.0,,,,,,,,,,,8000.0,,,63197.0,78.7,4.93,,,96.28,45.41,54703.0,2712641.65,,3.06,96.26,22.51,0.1665,28.42,1.0966
2010-05-19,3491344.0,166124283.83,16.75,29.27,6.99,195.55,2.0,128127585.82,1412899.0,2692788.0,67228217.7,,,5143.0,4.81,,,,0.4,85880.0,7831.0,,,4.81,5143.0,,,6071.0,78.88,0.25,,,96.97,45.26,44177.0,2102019.3,,2.48,96.96,22.25,0.164,28.19,1.1184
2010-05-20,3358661.0,152952660.06,16.11,28.22,6.72,181.53,2.0,118831301.93,1413089.0,2609396.0,64351752.52,,,29.0,0.01,,,,0.04,4418.0,411.0,,,0.01,29.0,,572.0,87810.0,75.92,5.1,,,96.09,42.95,57554.0,2620996.1,,3.05,96.13,23.06,0.1651,27.66,1.021
2010-05-21,2633540.0,120556661.13,12.63,21.85,5.27,137.07,2.0,100180171.1,889415.0,2188419.0,40715122.14,,,2.0,0.0,,,,28.84,7000.0,523676.0,,,0.0,2.0,,,427977.0,45.66,24.24,,,74.09,26.8,310991.0,14236364.97,,15.91,74.16,12.09,0.1685,35.42,0.7936
2010-05-24,1797314.0,81469607.67,8.62,14.71,3.6,94.99,1.0,66467041.66,703520.0,1466340.0,31889529.81,,,572.0,,,,,9.25,,184467.0,,,,572.0,,,722079.0,37.0,37.0,0.1,,64.25,21.21,391517.0,17746891.41,2000.0,20.5,64.35,10.52,0.1233,28.03,0.5419
2010-05-25,1713948.0,75473168.55,8.22,14.45,3.43,89.35,1.0,62408648.53,737868.0,1417261.0,32491788.51,,,22577.0,1.14,,,,1.75,26469.0,33308.0,,,1.14,22577.0,,45079.0,75548.0,37.99,4.26,,,65.25,23.51,392923.0,17302242.43,,20.09,65.41,11.0,0.1243,28.15,0.546
2010-05-26,1524289.0,70435411.73,7.31,12.86,3.05,79.13,1.0,60530808.12,597816.0,1309944.0,27624299.66,,,,8.87,,,,9.59,173000.0,184862.0,,,8.87,,,45000.0,280317.0,30.13,15.06,0.01,,62.83,18.11,353657.0,16342029.89,190.0,17.97,62.64,10.2,0.1429,31.03,0.4618
2010-05-27,1480167.0,70884924.64,7.1,12.23,2.96,77.75,1.0,60614235.35,597936.0,1265702.0,28635044.76,,,997.0,1.68,,,,0.05,28728.0,997.0,,,1.68,997.0,,120.0,72970.0,31.1,4.19,,,62.84,18.1,353513.0,16929672.37,,18.56,62.63,10.61,0.1619,33.75,0.4482
