,SK FP Equity_DX_SI_QTY,SK FP Equity_DX_SHORT_INTEREST_VALUE,SK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SK FP Equity_DX_SI_MV,SK FP Equity_DX_DSS,SK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY,SK FP Equity_DX_BROKER_SI_QTY,SK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SK FP Equity_DX_BROKER_SI_MV_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_INC_x,SK FP Equity_DX_BROKER_SI_MV_INC_x,SK FP Equity_DX_SUPPLY_SI_MV_NEW,SK FP Equity_DX_BROKER_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_NEW,SK FP Equity_DX_SUPPLY_SI_MV_DEC,SK FP Equity_DX_BROKER_SI_QTY_INC,SK FP Equity_DX_SUPPLY_SI_QTY_DEC,SK FP Equity_DX_BROKER_SI_MV_NEW_y,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SK FP Equity_DX_BROKER_SI_MV_INC_y,SK FP Equity_DX_SUPPLY_SI_QTY_INC_y,SK FP Equity_DX_BROKER_SI_MV_ADD,SK FP Equity_DX_SUPPLY_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_DEC,SK FP Equity_DX_SUPPLY_SI_MV,SK FP Equity_DX_BROKER_SI_MV_DEC,SK FP Equity_DX_SUPPLY_SI_MV_RMV,SK FP Equity_DX_BROKER_SI_MV_RMV,SK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SK FP Equity_DX_UTILIZATION_QUANTITY,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SK FP Equity_DX_ACTIVE_UTILIZATION_MV,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SK FP Equity_DX_BROKER_SI_CON_RATIO,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SK FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-07,161805.0,25743175.5,0.4,2.99,0.32,25.9,0.0,20100375.8,78227.0,126338.0,12445915.7,,,,0.56,,,,4.83,4409.0,30000.0,,,0.56,,,4000.0,40571.0,12.39,6.32,,,1.7,1.7,4531119.0,720901032.9,,717.77,1.7,28.72,0.1997,29.46,0.0351
2017-06-08,161965.0,25647157.75,0.4,3.13,0.32,25.97,0.0,19622415.3,83878.0,123918.0,13282081.3,,,,0.46,,,,0.0,3099.0,28.0,,,0.46,,,5679.0,5519.0,13.36,0.9,,,1.81,1.81,4552879.0,720948389.65,,724.4,1.81,28.63,0.2106,30.95,0.0349
2017-06-09,162037.0,25804392.25,0.4,3.16,0.32,25.92,0.0,19630269.75,84601.0,123267.0,13472709.25,,,,,,,,0.06,,398.0,,,,,,1121.0,651.0,13.41,0.11,,,1.82,1.82,4552431.0,724974636.75,,722.38,1.82,28.49,0.2114,31.15,0.0349
2017-06-12,162935.0,25580795.0,0.4,3.21,0.32,25.98,0.0,19493905.0,85918.0,124165.0,13489126.0,,,,0.22,,,,,1317.0,,,,0.22,,,1317.0,419.0,13.64,0.07,,,1.85,1.85,4555285.0,715179745.0,,722.74,1.85,28.48,0.2095,30.64,0.0351
2017-06-13,165677.0,26135546.75,0.41,3.44,0.33,26.26,0.0,19379272.0,88660.0,122848.0,13986115.0,,,2443.0,,,,,0.34,,2046.0,,,,2443.0,,2345.0,1317.0,13.94,0.23,,,1.91,1.91,4557036.0,718872429.0,,716.28,1.91,27.8,0.2092,30.46,0.0357
2017-06-14,164842.0,25987341.3,0.41,3.56,0.33,26.23,0.0,19327890.0,88073.0,122600.0,13884708.45,,,,0.26,,,,0.09,1562.0,587.0,,,0.26,,,,1810.0,13.89,0.25,,,1.9,1.9,4547710.0,716946481.5,,717.23,1.9,26.81,0.2042,30.6,0.0356
2017-06-15,183481.0,28778994.85,0.45,3.99,0.37,29.21,0.0,19037355.05,122279.0,121373.0,19179461.15,,,,0.31,,,,0.53,1887.0,3364.0,,,0.31,,,37570.0,3114.0,19.36,0.43,,,2.63,2.63,4524687.0,709697155.95,,714.61,2.64,26.56,0.2065,31.2,0.0395
2017-06-16,175374.0,27691554.6,0.43,3.77,0.35,27.73,0.0,18130551.7,119210.0,114823.0,18823259.0,,,657.0,,,,,0.74,,4700.0,,,,657.0,,974.0,6550.0,18.66,1.05,,,2.56,2.56,4529101.0,715145047.9,,710.85,2.56,27.99,0.2288,33.73,0.0377
2017-06-19,171349.0,27304463.15,0.42,3.6,0.34,27.39,0.0,17524834.95,120031.0,109977.0,19126939.85,,,,,,,,,,,,,,,,821.0,4846.0,18.96,0.76,,,2.58,2.58,4534906.0,722637271.1,,717.79,2.57,28.92,0.2417,34.71,0.0368
2017-06-20,169199.0,26919560.9,0.42,3.54,0.34,27.16,0.0,17497340.7,117622.0,109977.0,18713660.2,,,486.0,,,,,0.45,,2895.0,,,,486.0,,,,18.73,,,,2.58,2.58,4432968.0,705285208.8,,706.58,2.58,29.52,0.2421,35.0,0.0372
2017-06-21,160873.0,25667287.15,0.4,3.4,0.32,25.76,0.0,17297613.25,110858.0,108415.0,17687393.9,,,,,,,,1.26,,7900.0,,,,,,1136.0,1562.0,17.6,0.26,,,2.43,2.43,4458209.0,711307245.95,,709.09,2.42,30.61,0.257,36.58,0.0352
2017-06-22,123342.0,19734720.0,0.3,2.63,0.25,19.87,0.0,14177760.0,90793.0,88611.0,14526880.0,,,241.0,,,,,3.2,,20306.0,,,,241.0,,,19804.0,14.5,3.15,,,1.99,1.99,4461270.0,713803200.0,,712.1,2.0,20.54,0.2788,44.27,0.0271
2017-06-23,107186.0,17192634.4,0.26,2.27,0.21,17.32,0.0,14213204.4,61809.0,88611.0,9914163.6,,,,,,,,4.63,,28984.0,,,,,,,,9.88,,,,1.36,1.36,4493087.0,720691154.8,,718.72,1.36,21.78,0.2969,47.0,0.0235
2017-06-26,106610.0,17345447.0,0.26,2.24,0.21,17.4,0.0,14456871.2,59778.0,88856.0,9725880.6,,,2992.0,0.07,,,,0.83,245.0,5239.0,,,0.07,2992.0,,216.0,,9.61,,,,1.31,1.31,4495466.0,731412318.2,,723.78,1.31,22.09,0.3026,47.48,0.0234
2017-06-27,108277.0,17378458.5,0.27,2.25,0.22,17.56,0.0,14555745.0,58535.0,90690.0,9394867.5,,,,0.14,,1005.0,,0.2,829.0,1243.0,,,0.14,,0.17,,,9.43,,,,1.28,1.28,4502860.0,722709030.0,,727.83,1.28,22.69,0.2917,46.04,0.0237
2017-06-28,101402.0,16138128.3,0.25,2.12,0.2,16.29,0.0,14034006.15,54169.0,88181.0,8620996.35,,,1206.0,,,,,0.92,,5656.0,,,,1206.0,,84.0,2509.0,8.67,0.47,,,1.19,1.19,4509171.0,717634564.65,,720.72,1.19,21.51,0.3087,49.53,0.0222
2017-06-29,101599.0,15768164.8,0.25,2.15,0.2,16.03,0.0,13707419.2,54854.0,88321.0,8513340.8,,,2764.0,,,1918.0,,0.33,,2079.0,,,,2764.0,0.31,,1778.0,8.67,0.33,,,1.2,1.2,4503035.0,698871032.0,,711.08,1.2,19.65,0.2957,49.13,0.0223
2017-06-30,105043.0,16518011.75,0.26,2.24,0.21,16.58,0.0,14430046.25,55456.0,91765.0,8720456.0,,,602.0,0.51,,,,,3444.0,,,,0.51,602.0,,,,8.62,,,,1.22,1.22,4494293.0,706727574.25,,699.58,1.22,20.45,0.2869,47.99,0.0231
2017-07-03,102896.0,16391332.8,0.25,2.19,0.21,16.32,0.0,14618164.5,53309.0,91765.0,8492123.7,,,,,,,,0.32,,2147.0,,,,,,,,8.42,,,,1.17,1.17,4490328.0,715309250.4,,708.5,1.17,20.89,0.2963,49.04,0.0226
2017-07-04,108252.0,16984738.8,0.27,2.28,0.22,17.21,0.0,15355175.4,55626.0,97866.0,8727719.4,,,,1.0,,,,0.11,6101.0,745.0,,,1.0,,,3062.0,,8.84,,,,1.22,1.22,4485598.0,703790326.2,,709.73,1.23,19.73,0.2691,46.29,0.0238
2017-07-05,106781.0,16801990.35,0.26,2.24,0.21,16.94,0.0,15228647.7,55239.0,96782.0,8691856.65,,,9.0,,,700.0,,0.07,,396.0,,,,9.0,0.11,,1784.0,8.67,0.26,,,1.21,1.21,4495386.0,707348987.1,,705.25,1.21,18.36,0.2699,46.94,0.0235
2017-07-06,96975.0,15074763.75,0.24,2.05,0.19,15.18,0.0,13460260.05,46610.0,86589.0,7245524.5,,,387.0,0.16,,,,1.41,1519.0,9016.0,,,0.16,387.0,,,11712.0,7.29,1.96,,,1.02,1.02,4501150.0,699703767.5,,703.81,1.03,9.27,0.3179,54.02,0.0213
2017-07-07,94347.0,14864369.85,0.23,1.96,0.19,14.83,0.0,13228055.55,45888.0,83961.0,7229654.4,,,,,,,,0.11,,722.0,,,,,,,2628.0,7.15,0.44,,,1.01,1.01,4505997.0,709919827.35,,702.31,1.01,9.46,0.3395,56.13,0.0207
2017-07-10,88467.0,13946822.55,0.22,1.84,0.18,13.98,0.0,13236451.65,40008.0,83961.0,6307261.2,,,329.0,,,,,0.96,,6209.0,,,,329.0,,,,6.3,,,,0.88,0.88,4513415.0,711539874.75,,710.01,0.88,10.22,0.3806,59.89,0.0194
2017-07-11,84760.0,13247988.0,0.21,1.75,0.17,13.28,0.0,12686402.1,38095.0,81167.0,5954248.5,,,,0.02,,,,0.3,106.0,1913.0,,,0.02,,,,2900.0,5.97,0.46,,,0.83,0.83,4524456.0,707172472.8,,710.47,0.83,7.06,0.4081,62.49,0.0186
2017-07-12,83391.0,13046521.95,0.21,1.74,0.17,13.1,0.0,12484397.1,36726.0,79798.0,5745782.7,,,,,,,,0.22,,1369.0,,,,,,,1369.0,5.76,0.21,,,0.8,0.8,4539380.0,710186001.0,,709.79,0.8,7.15,0.4239,63.79,0.0182
2017-07-13,82174.0,12930078.9,0.2,1.73,0.16,12.95,0.0,12364720.35,36726.0,78581.0,5778836.1,,,,,,,,,,,,,,,,,1217.0,5.76,0.19,,,0.8,0.8,4541203.0,714558292.05,,711.71,0.8,7.25,0.438,64.9,0.018
2017-07-14,80235.0,12637012.5,0.2,1.72,0.16,12.66,0.0,12071115.0,35033.0,76642.0,5517697.5,,,,,,,,0.26,,1693.0,,,,,,,1939.0,5.51,0.31,,,0.77,0.77,4516136.0,711291420.0,,709.71,0.77,7.44,0.4591,66.48,0.0176
2017-07-17,80327.0,12751911.25,0.2,1.76,0.16,12.74,0.0,12181522.5,35033.0,76734.0,5561488.75,,,,0.08,,,,,92.0,,,,0.08,,,,,5.52,,,,0.77,0.77,4542744.0,721160610.0,,716.24,0.76,7.4,0.4615,66.68,0.0175
2017-07-18,77945.0,12175009.0,0.19,1.69,0.16,12.24,0.0,11613782.4,35033.0,74352.0,5472154.6,,,,,,,,,,,,,,,,,2382.0,5.52,0.39,,,0.77,0.77,4531596.0,707835295.2,,715.29,0.77,7.76,0.4891,68.7,0.0171
2017-07-19,77945.0,12354282.5,0.19,1.71,0.16,12.33,0.0,11784792.0,35033.0,74352.0,5552730.5,,,,,,,,,,,,,,,,,,5.51,,,,0.77,0.77,4523033.0,716900730.5,,710.12,0.77,7.67,0.4939,69.08,0.0171
2017-07-20,77313.0,12335289.15,0.19,1.7,0.15,12.29,0.0,11823771.85,34646.0,74107.0,5527769.3,,,,,,,,0.05,,387.0,,,,,,,245.0,5.46,0.04,,,0.76,0.76,4523336.0,721698258.8,,716.15,0.76,7.32,0.4971,69.34,0.017
2017-07-21,72098.0,11315781.1,0.18,1.57,0.14,11.35,0.0,11098091.45,32827.0,70711.0,5152197.65,,,,,,,,0.29,,1819.0,,,,,,,3396.0,5.21,0.53,,,0.72,0.72,4528066.0,710679958.7,,718.98,0.72,8.13,0.5724,74.7,0.0158
2017-07-24,72098.0,11297756.6,0.18,1.56,0.14,11.31,0.0,11080413.7,32781.0,70711.0,5136782.7,,,81.0,,,,,0.02,,127.0,,,,81.0,,,,5.15,,,,0.72,0.72,4528679.0,709643999.3,,710.76,0.72,8.06,0.5752,74.91,0.0158
2017-07-25,74067.0,11661849.15,0.18,1.59,0.15,11.66,0.0,11443466.0,34855.0,72680.0,5487919.75,,,105.0,0.27,,467.0,,,1502.0,,,,0.27,105.0,0.07,1969.0,,5.46,,,,0.76,0.76,4526897.0,712759932.65,,709.91,0.76,7.76,0.5765,75.06,0.0162
2017-07-26,74087.0,11487189.35,0.18,1.59,0.15,11.47,0.0,11269034.0,34875.0,72680.0,5407368.75,,,20.0,,,,,,,,,,,20.0,,,,5.45,,,,0.76,0.76,4527923.0,702054461.15,,708.93,0.76,7.9,0.5708,74.64,0.0162
2017-07-27,75991.0,11626623.0,0.19,1.49,0.15,11.66,0.0,11414412.0,36779.0,74604.0,5627187.0,11.45,,,0.24,,,74604.0,0.01,1924.0,20.0,11.45,,0.24,,,36779.0,,5.69,,,,0.8,0.8,4536899.0,694145547.0,,700.4,0.81,7.64,0.5826,75.49,0.0166
2017-07-28,76991.0,11583295.95,0.19,1.5,0.15,11.64,0.0,11369506.5,36813.0,75570.0,5538515.85,,,34.0,0.15,,,,,966.0,,,,0.15,34.0,,,,5.59,,,,0.8,0.8,4540287.0,683086179.15,,690.53,0.8,7.53,0.5669,74.45,0.0168
2017-07-31,77670.0,11677684.5,0.19,1.53,0.15,11.7,0.0,11527334.5,36392.0,76670.0,5471537.2,,,,,,1100.0,,0.07,,421.0,,,,,0.17,,,5.46,,,,0.8,0.8,4538719.0,682396401.65,,681.21,0.79,7.3,0.5524,73.49,0.017
2017-08-01,77203.0,11765737.2,0.19,1.48,0.15,11.76,0.0,11613337.2,36392.0,76203.0,5546140.8,,,,,,,,,,,,,,,,,467.0,5.49,0.07,,,0.79,0.79,4548342.0,693167320.8,,686.81,0.79,7.3,0.5625,74.19,0.0168
2017-08-02,77203.0,11742576.3,0.19,1.48,0.15,11.77,0.0,11590476.3,36392.0,76203.0,5535223.2,,,,,,,,,,,,,,,,,,5.53,,,,0.79,0.79,4553026.0,692515254.6,,692.82,0.79,7.39,0.5594,73.96,0.0168
2017-08-03,74599.0,11443486.6,0.18,1.43,0.15,11.45,0.0,11222130.4,30709.0,73156.0,4710760.6,,,443.0,0.39,,,,0.93,2580.0,6126.0,,,0.39,443.0,,,5627.0,4.67,0.79,,,0.67,0.67,4562330.0,699861422.0,,695.17,0.67,7.63,0.4887,68.77,0.0162
2017-08-04,84059.0,12932477.15,0.21,1.58,0.17,12.94,0.0,12778627.15,30266.0,83059.0,4656424.1,,,,1.53,,,,0.07,9903.0,443.0,,,1.53,,,,,4.66,,,,0.66,0.66,4582486.0,705015471.1,,705.17,0.66,6.94,0.5123,70.52,0.0182
2017-08-07,93601.0,14428594.15,0.23,1.78,0.19,14.48,0.0,14428594.15,29266.0,93601.0,4511353.9,,,,1.66,,,,0.15,10542.0,1000.0,,,1.66,,,,,4.5,,,,0.63,0.63,4603028.0,709556766.2,,707.81,0.63,12.61,0.4283,62.8,0.0202
2017-08-08,95566.0,14831843.2,0.24,1.87,0.19,14.84,0.0,14676643.2,30266.0,94566.0,4697283.2,,,,0.15,,,,,965.0,,,,0.15,,,1000.0,,4.68,,,,0.66,0.66,4590264.0,712408972.8,,709.41,0.66,12.54,0.4122,61.4,0.0207
2017-08-09,95525.0,14562786.25,0.24,1.87,0.19,14.7,0.0,14403476.0,31191.0,94480.0,4755067.95,,,45.0,,,880.0,,,,,,,,45.0,0.14,880.0,966.0,4.83,0.15,,,0.68,0.68,4585248.0,699021057.6,,708.08,0.68,12.54,0.4066,61.07,0.0207
2017-08-10,92945.0,14141581.75,0.23,1.83,0.19,14.19,0.0,13982585.0,31191.0,91900.0,4745710.65,,,,,,,,,,,,,,,,,2580.0,4.75,0.42,,,0.67,0.67,4595581.0,699217649.15,,699.77,0.67,12.77,0.4282,63.2,0.0201
2017-08-11,92578.0,13979278.0,0.23,1.85,0.18,14.04,0.0,13821483.0,32084.0,91533.0,4844684.0,,,893.0,0.13,,,,,893.0,,,,0.13,893.0,,,1260.0,4.86,0.19,,,0.69,0.69,4591538.0,693322238.0,,696.12,0.69,12.84,0.4287,63.38,0.02
2017-08-14,109964.0,16901466.8,0.27,2.25,0.22,16.85,0.0,14115039.5,49848.0,91835.0,7661637.6,,,,0.11,,,,,680.0,,,,0.11,,,17764.0,378.0,7.55,0.06,,,1.08,1.08,4583808.0,704531289.6,,695.37,1.07,14.04,0.3244,53.37,0.0237
2017-08-15,114741.0,17566847.1,0.28,2.38,0.23,17.67,0.0,14775987.2,53468.0,96512.0,8185950.8,,,1259.0,0.79,,,,,4677.0,,,,0.79,1259.0,,2361.0,,8.22,,,,1.15,1.15,4606539.0,705261120.9,,708.01,1.15,13.61,0.3005,50.54,0.0246
2017-08-16,115895.0,17789882.5,0.29,2.42,0.23,17.8,0.0,14991731.0,53302.0,97666.0,8181857.0,,,,0.42,,,,0.03,2889.0,166.0,,,0.42,,,,1735.0,8.15,0.27,,,1.14,1.14,4610886.0,707771001.0,,705.51,1.14,16.0,0.3008,50.1,0.0248
2017-08-17,124853.0,19139964.9,0.31,2.64,0.25,19.29,0.0,16367687.7,61002.0,106769.0,9351606.6,,,4630.0,1.46,,,,0.02,9103.0,145.0,,,1.46,4630.0,,3215.0,,9.37,,,,1.31,1.31,4598060.0,704882598.0,,705.37,1.31,18.74,0.2724,46.23,0.0268
2017-08-18,129015.0,19629632.25,0.32,2.77,0.26,19.82,0.0,16168219.75,64788.0,106265.0,9857494.2,,,652.0,,,,,0.14,,880.0,,,,652.0,,4014.0,504.0,9.92,0.08,,,1.38,1.38,4615280.0,702214852.0,,705.96,1.39,18.18,0.255,44.56,0.0276
2017-08-21,133242.0,20166176.7,0.33,2.9,0.27,20.32,0.0,15814864.2,69895.0,104492.0,10578608.25,,,,,,,,0.14,,893.0,,,,,,6000.0,1773.0,10.61,0.29,,,1.51,1.51,4548897.0,688475560.95,,690.16,1.51,17.52,0.2431,43.19,0.0288
2017-08-22,117288.0,17786725.2,0.29,2.56,0.23,17.9,0.0,15774936.3,55540.0,104022.0,8422641.0,,,3236.0,0.24,,,,2.6,1636.0,17084.0,,,0.24,3236.0,,,2106.0,8.42,0.32,0.08,,1.2,1.2,4568428.0,692802106.2,507.0,692.63,1.2,20.06,0.2997,49.42,0.0254
2017-08-23,119786.0,18159557.6,0.3,2.61,0.24,18.27,0.0,16148432.0,58228.0,106520.0,8827364.8,,,2258.0,0.38,,,,,2498.0,,,,0.38,2258.0,,430.0,,8.81,,,,1.24,1.24,4632861.0,702341727.6,,701.86,1.24,19.54,0.2893,48.37,0.0255
2017-08-24,104349.0,15767133.9,0.26,2.34,0.21,15.91,0.0,14055926.4,49498.0,93024.0,7479147.8,,,,,,,,1.32,,8730.0,,,,,,,13496.0,7.51,2.05,,,1.06,1.06,4639485.0,701026183.5,,703.09,1.06,19.59,0.2696,45.81,0.0223
2017-08-25,105137.0,15912484.95,0.26,2.35,0.21,15.94,0.0,13761650.1,49985.0,90926.0,7565229.75,,,,,,,,0.37,,2399.0,,,,,,2886.0,2098.0,7.52,0.36,,,1.07,1.07,4621955.0,699532889.25,,696.69,1.07,19.27,0.2583,44.06,0.0225
2017-08-28,111594.0,16772578.2,0.28,2.5,0.22,16.84,0.0,14364321.3,55465.0,95571.0,8336389.5,,,1413.0,0.7,,,,,4645.0,,,,0.7,1413.0,,4067.0,,8.35,,,,1.19,1.19,4616231.0,693819519.3,,695.75,1.19,18.24,0.2376,41.09,0.0239
2017-08-29,110207.0,16459415.45,0.27,2.49,0.22,16.64,0.0,14066380.4,55465.0,94184.0,8283697.75,,,,,,,,,,,,,,,,,1387.0,8.33,0.21,,,1.19,1.19,4595088.0,686276392.8,,689.39,1.19,18.46,0.2445,41.88,0.0237
2017-08-30,112160.0,16913728.0,0.28,2.51,0.22,17.01,0.0,14498364.4,55761.0,96143.0,8408758.8,,,418.0,0.3,,,,0.02,1959.0,122.0,,,0.3,418.0,,,,8.38,,,,1.21,1.21,4570323.0,689204708.4,,686.5,1.21,18.16,0.239,41.28,0.0242
2017-08-31,113865.0,17375799.0,0.28,2.57,0.23,17.32,0.0,14956173.4,56938.0,98009.0,8688738.8,,,1338.0,0.31,,,,0.02,1948.0,161.0,,,0.31,1338.0,,,82.0,8.6,0.01,,,1.23,1.23,4564312.0,696514011.2,,690.4,1.23,17.8,0.2333,40.43,0.0246
2017-09-01,111467.0,17004290.85,0.33,2.51,0.22,17.13,0.0,14585458.05,56957.0,95611.0,8688790.35,,,19.0,,,,,,,,,,,19.0,,,2398.0,8.7,0.36,,,1.23,1.23,4557393.0,695230302.15,,695.92,1.23,18.11,0.2431,41.48,0.0242
2017-09-04,110127.0,16645696.05,0.32,2.5,0.22,16.8,0.0,14249061.65,56250.0,94271.0,8502187.5,,,,,,,,0.11,,707.0,,,,,,,1340.0,8.55,0.21,,,1.22,1.22,4563883.0,689830915.45,,694.36,1.22,18.38,0.2462,41.84,0.0238
2017-09-05,99944.0,15066558.0,0.29,2.29,0.2,15.13,0.0,12676266.0,50821.0,84088.0,7661265.75,,,,0.12,,,,0.84,845.0,5429.0,,,0.12,,,,11028.0,7.67,1.75,,,1.1,1.1,4568876.0,688758057.0,,690.24,1.1,15.04,0.2695,46.55,0.0216
2017-09-06,111687.0,16686037.8,0.33,2.57,0.22,16.78,0.0,14315358.6,61685.0,95819.0,9215739.0,,,13904.0,2.1,,,,0.46,14092.0,3040.0,,,2.1,13904.0,,,2361.0,9.28,0.38,,,1.3,1.3,4667830.0,697373802.0,,702.55,1.3,23.32,0.2529,41.5,0.0236
2017-09-07,122542.0,18405808.4,0.36,3.17,0.24,18.36,0.0,14190595.6,72637.0,94478.0,10910077.4,,,10952.0,0.16,,,,,1244.0,,,,0.16,10952.0,,,2585.0,10.85,0.41,,,1.54,1.54,4650219.0,698462893.8,,694.24,1.54,21.87,0.243,37.87,0.0259
2017-09-08,121350.0,18402727.5,0.35,3.26,0.24,18.36,0.0,14135448.15,72045.0,93211.0,10925624.25,,,1607.0,,,,,0.3,,2199.0,,,,1607.0,,,1267.0,10.85,0.14,,,1.53,1.53,4647704.0,704824311.6,,699.29,1.53,21.59,0.2434,38.27,0.0257
2017-09-11,113071.0,17282902.35,0.33,3.18,0.23,17.24,0.0,13465320.75,64648.0,88095.0,9881446.8,,,,,,,,1.07,,7397.0,,,,,,,5116.0,9.84,0.78,,,1.37,1.37,4657392.0,711882367.2,,708.83,1.37,19.77,0.2545,41.38,0.0239
2017-09-12,111940.0,17059656.0,0.33,3.36,0.22,17.05,0.0,13274649.6,64362.0,87104.0,9808768.8,,,,,,,,0.03,,286.0,,,,,,,991.0,9.82,0.12,,,1.36,1.36,4661380.0,710394312.0,,712.19,1.36,19.83,0.2573,41.58,0.0237
2017-09-13,97632.0,14918169.6,0.28,3.0,0.19,14.94,0.0,10997780.0,62019.0,71975.0,9476503.2,,,422.0,,,700.0,,0.48,,3164.0,,,,422.0,0.11,399.0,15829.0,9.47,2.38,,,1.31,1.31,4655170.0,711309976.0,,711.1,1.31,23.77,0.2598,38.27,0.0207
2017-09-14,99486.0,15221358.0,0.29,3.09,0.2,15.2,0.0,11360403.0,61597.0,74251.0,9424341.0,,,,0.13,,1398.0,,0.06,878.0,422.0,,,0.13,,0.21,,,9.4,,,,1.31,1.31,4658342.0,712726326.0,,711.88,1.3,23.18,0.2513,37.38,0.0211
2017-09-15,107065.0,16648607.5,0.31,3.46,0.21,16.56,0.0,12786609.5,58207.0,82229.0,9051188.5,,,4493.0,1.32,,,,1.25,7978.0,8191.0,,,1.32,4493.0,,308.0,,8.97,,,,1.23,1.23,4660318.0,724679449.0,,714.77,1.24,26.11,0.2585,37.71,0.0227
2017-09-18,113859.0,17818933.5,0.33,3.52,0.23,17.74,0.0,13803300.0,59030.0,88200.0,9238195.0,,,823.0,0.98,,,,,5971.0,,,,0.98,823.0,,,,9.19,,,,1.25,1.25,4661652.0,729548538.0,,726.08,1.25,27.71,0.2479,35.3,0.0241
2017-09-19,114671.0,17831340.5,0.33,3.47,0.23,17.8,0.0,13715100.0,59842.0,88200.0,9305431.0,,,413.0,,,,,,,,,,,413.0,,399.0,,9.32,,,,1.27,1.27,4664348.0,725306114.0,,728.1,1.26,27.53,0.2467,34.93,0.0243
2017-09-20,121272.0,18730460.4,0.35,3.6,0.24,18.8,0.0,13895712.05,66027.0,89969.0,10197870.15,,,,0.27,,,,,1769.0,,,,0.27,,,6185.0,,10.25,,,,1.4,1.4,4660641.0,719836002.45,,725.31,1.39,26.18,0.2387,32.76,0.0257
2017-09-21,128514.0,19977501.3,0.38,3.79,0.26,19.97,0.0,14652250.65,71512.0,94257.0,11116540.4,,,1353.0,0.21,,2865.0,,0.06,1423.0,399.0,,,0.21,1353.0,0.45,4531.0,,11.07,,,,1.51,1.51,4650724.0,722955045.8,,720.41,1.51,24.78,0.2249,30.95,0.0272
2017-09-22,132427.0,20585777.15,0.39,3.9,0.26,20.57,0.0,15260526.5,48019.0,98170.0,7464553.55,,,15.0,0.64,,,,3.63,3913.0,23508.0,,,0.64,15.0,,,,7.44,,,,1.02,1.02,4668521.0,725721589.45,,725.39,1.01,24.03,0.2128,30.0,0.0281
2017-09-25,135486.0,20973232.8,0.4,4.03,0.27,21.05,0.0,15670249.2,48181.0,101229.0,7458418.8,,,162.0,0.48,,,,,3059.0,,,,0.48,162.0,,,,7.47,,,,1.02,1.02,4655718.0,720705146.4,,725.16,1.02,23.46,0.2048,29.16,0.0288
2017-09-26,135416.0,20948855.2,0.4,4.03,0.27,21.03,0.0,15649297.3,48181.0,101159.0,7453600.7,,,,0.11,,,,,758.0,,,,0.11,,,,828.0,7.45,0.13,,,1.02,1.02,4654880.0,720109936.0,,721.82,1.02,23.42,0.2048,29.17,0.0288
2017-09-27,129632.0,19885548.8,0.38,3.85,0.26,20.04,0.0,14630525.0,47338.0,95375.0,7261649.2,,,,,,,,0.13,,843.0,,,,,,,5784.0,7.29,0.94,,,1.01,1.01,4655798.0,714199413.2,,719.06,1.0,24.58,0.2024,26.94,0.0276
2017-09-28,129444.0,19908487.2,0.38,3.84,0.26,20.01,0.0,14701280.6,46031.0,95587.0,7079567.8,,,,0.02,,,,0.23,212.0,1519.0,,,0.02,,,212.0,,7.07,,,,0.98,0.98,4652149.0,715500516.2,,713.18,0.98,24.65,0.2021,27.06,0.0276
2017-09-29,99512.0,15444262.4,0.29,2.89,0.2,15.42,0.0,10083654.4,45905.0,64972.0,7124456.0,,,133.0,0.02,,,,0.02,133.0,259.0,,,0.02,133.0,,,30748.0,7.08,4.8,,,0.98,0.98,4654241.0,722338203.2,,715.59,0.98,31.71,0.246,35.92,0.0212
2017-10-02,90329.0,14299080.7,0.26,2.56,0.18,14.25,0.0,9406502.6,42272.0,59422.0,6691657.6,,1025.0,,,0.16,,,0.14,,942.0,,1025.0,,,,,5550.0,6.62,0.85,0.57,,0.9,0.9,4654542.0,736813998.6,3716.0,725.0,0.91,35.14,0.2948,39.89,0.0192
2017-10-03,90929.0,14394060.7,0.42,2.47,0.18,14.43,0.0,9359329.2,43170.0,59124.0,6833811.0,,898.0,,,0.14,,,,,,,898.0,,,,,298.0,6.83,0.03,,,0.92,0.92,4662293.0,738040981.9,,737.92,0.92,34.96,0.2894,39.37,0.0193
