,ECRP FP Equity_DX_SI_QTY,ECRP FP Equity_DX_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP FP Equity_DX_SI_MV,ECRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY,ECRP FP Equity_DX_BROKER_SI_QTY,ECRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP FP Equity_DX_BROKER_SI_MV_NEW_x,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP FP Equity_DX_BROKER_SI_MV_INC_x,ECRP FP Equity_DX_BROKER_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_NEW,ECRP FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP FP Equity_DX_BROKER_SI_QTY_INC,ECRP FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP FP Equity_DX_BROKER_SI_MV_NEW_y,ECRP FP Equity_DX_BROKER_SI_MV_INC_y,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP FP Equity_DX_BROKER_SI_MV_ADD,ECRP FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV,ECRP FP Equity_DX_BROKER_SI_MV_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV_RMV,ECRP FP Equity_DX_BROKER_SI_MV_RMV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP FP Equity_DX_UTILIZATION_QUANTITY,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP FP Equity_DX_BROKER_SI_CON_RATIO,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP FP Equity_PX_LAST
2024-01-25,66500.0,3322207.0,2.87,0.1,3.31,3322207.0,66500.0,66500.0,3322207.0,,,,,,,,,,,,,,,3.32,,,,10.39,10.29,573792.0,28665500.74,,28.58,10.41,,1.0,100.0,0.1029,49.958
2024-01-26,66500.0,3326330.0,2.91,0.1,3.32,3326330.0,66500.0,66500.0,3326330.0,,,,,,,,,,,,,,,3.32,,,,10.39,10.29,573792.0,28701075.84,,28.65,10.39,,1.0,100.0,0.1029,50.02
2024-01-29,243100.0,12191708.1,10.35,0.37,12.19,7763374.8,117800.0,154800.0,5907787.8,,,,88300.0,,1.86,,37000.0,,,,4.43,88300.0,,5.9,,,,17.03,16.04,573792.0,28776242.59,,28.76,17.03,36.32,0.3387,36.32,0.3309,50.151
2024-01-30,6600.0,330092.4,0.28,0.01,0.33,165046.2,3300.0,3300.0,165046.2,,,,,,5.72,,114500.0,,,,,,151500.0,0.17,7.57,,,100.0,0.51,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0102,50.014
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.17,,3300.0,,,,,,3300.0,0.0,0.17,,,0.0,0.0,646294.0,32442666.21,,32.22,0.0,,0.0,,0.0,50.198
2024-02-01,98000.0,4924500.0,4.18,0.15,4.92,2462250.0,49000.0,49000.0,2462250.0,,,,49000.0,,,,,,,,2.46,49000.0,,2.46,,,,100.0,7.05,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1409,50.25
2024-02-02,98000.0,4904214.0,4.45,0.15,4.94,2452107.0,49000.0,49000.0,2452107.0,,,,,,,,,,,,,,,2.47,,,,100.0,7.05,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1409,50.043
2024-02-05,98000.0,4884908.0,4.32,0.15,4.91,2442454.0,49000.0,49000.0,2442454.0,,,,,,,,,,,,,,,2.45,,,,100.0,7.05,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1409,49.846
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.45,,49000.0,,,,,,49000.0,0.0,2.45,,,0.0,0.0,646294.0,32274629.77,,32.22,0.0,,0.0,,0.0,49.938
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,671294.0,33480116.96,,33.54,0.0,,0.0,,0.0,49.874
2024-02-08,124200.0,6177459.6,5.18,0.19,6.2,3088729.8,62100.0,62100.0,3088729.8,,,,62100.0,,,,,,,,3.1,62100.0,,3.1,,,,100.0,8.47,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1694,49.738
2024-02-09,202421.0,10062955.17,8.32,0.31,10.06,6975777.87,140321.0,140321.0,6975777.87,,,,78221.0,,,,,,,,3.89,78221.0,,6.98,,,,83.8,18.16,27128.0,1348614.26,,1.35,83.8,30.68,0.2629,30.68,0.262,49.713
2024-02-12,124421.0,6197285.59,4.93,0.19,6.18,5046697.69,101321.0,101321.0,5046697.69,,,,,,1.94,,39000.0,,,,,,39000.0,5.04,1.94,,,78.88,13.81,27128.0,1351218.55,,1.34,78.94,31.35,0.2666,31.52,0.1696,49.809
2024-02-13,78221.0,3890321.44,3.03,0.12,3.89,3890321.44,78221.0,78221.0,3890321.44,,,,,,1.15,,23100.0,,,,,,23100.0,3.89,1.15,,,74.25,11.01,27128.0,1349211.08,,1.35,74.19,49.86,0.5,50.14,0.1101,49.735
2024-02-14,78221.0,3896188.01,2.91,0.12,3.89,3896188.01,78221.0,78221.0,3896188.01,,,,,,,,,,,,,,,3.9,,,,74.25,11.01,27128.0,1351245.68,,1.35,74.23,49.86,0.5,50.14,0.1101,49.81
2024-02-15,96221.0,4799984.59,3.53,0.15,4.8,3902054.59,96221.0,78221.0,4799984.59,,,,,,,,,,,,,18000.0,,4.8,,,,13.58,13.55,612420.0,30550571.7,,30.54,13.59,40.53,0.3654,40.76,0.1355,49.885
2024-02-16,98721.0,4919563.59,3.5,0.15,4.92,4022569.59,98721.0,80721.0,4919563.59,,2500.0,0.13,,,,2500.0,,,0.13,2500.0,,,,4.92,,,,13.93,13.9,609920.0,30394143.36,,30.42,13.93,39.73,0.3678,42.04,0.139,49.833
2024-02-19,125921.0,6266584.49,4.61,0.19,6.28,4693978.89,110121.0,94321.0,5480281.69,,,,13600.0,,0.11,,2200.0,,,,0.68,13600.0,,5.49,,,,15.25,15.21,612120.0,30462763.92,,30.52,15.24,31.15,0.2494,32.96,0.1739,49.766
2024-02-20,314721.0,15695765.71,11.34,0.48,15.65,9357034.51,205621.0,187621.0,10254730.51,,93900.0,4.75,,,,95500.0,,,4.75,93900.0,,1600.0,2200.0,10.23,0.11,,,25.15,25.14,612120.0,30527648.64,,30.44,25.16,34.33,0.2718,34.33,0.3848,49.872
2024-02-21,126921.0,6313812.07,4.52,0.19,6.34,4662244.87,111721.0,93721.0,5557672.87,,,,,,4.67,,93900.0,,,,,,93900.0,5.57,4.67,,,15.43,15.43,612120.0,30450521.52,,30.57,15.42,31.36,0.2486,32.57,0.1753,49.746
2024-02-22,60500.0,3012597.5,2.16,0.09,3.01,2036615.5,19600.0,40900.0,975982.0,,,,,,4.59,,92121.0,,,,,,52821.0,0.98,2.63,,,3.24,2.92,585292.0,29144615.14,,29.25,3.24,30.65,0.5387,66.63,0.0901,49.795
2024-02-23,3200.0,159836.8,0.11,0.0,0.16,79918.4,1600.0,1600.0,79918.4,,,,,,0.9,,18000.0,,,,,,39300.0,0.08,1.95,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048,49.949
2024-02-26,3200.0,159424.0,0.12,0.0,0.16,79712.0,1600.0,1600.0,79712.0,,,,,,,,,,,,,,,0.08,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0043,49.82
2024-02-27,40700.0,2022749.3,1.55,0.06,2.03,1943230.9,39100.0,39100.0,1943230.9,,,1.87,,,,37500.0,,,1.87,,,37500.0,,1.94,,,,57.73,5.31,28628.0,1422782.97,,1.43,57.6,,1.0,100.0,0.0553,49.699
2024-02-28,39600.0,1966338.0,1.51,0.06,1.97,1966338.0,37500.0,39600.0,1862062.5,,2100.0,,2100.0,,0.08,,1600.0,,,2100.0,0.1,,1600.0,1.86,0.09,,,56.71,5.09,28628.0,1421523.34,,1.42,56.66,5.3,0.8996,94.7,0.0538,49.655
2024-02-29,37500.0,1868250.0,1.42,0.06,1.86,1868250.0,37500.0,37500.0,1868250.0,,,,,,,,,,,,,,2100.0,1.87,0.1,,,56.71,5.09,28628.0,1426246.96,,1.42,56.9,,1.0,100.0,0.0509,49.82
2024-03-01,95300.0,4744319.9,3.57,0.14,4.75,3305591.2,66400.0,66400.0,3305591.2,,,,28900.0,,,,,,,,1.44,28900.0,,3.31,,,,69.87,8.68,28628.0,1425187.72,,1.43,69.88,30.33,0.3388,39.35,0.1246,49.783
2024-03-04,95300.0,4750990.9,3.58,0.14,4.75,3310239.2,66400.0,66400.0,3310239.2,,,,,,,,,,,,,,,3.31,,,,69.87,8.68,28628.0,1427191.68,,1.42,69.93,30.33,0.3388,39.35,0.1246,49.853
2024-03-05,95300.0,4760902.1,3.51,0.14,4.75,3317144.8,66400.0,66400.0,3317144.8,,,,,,,,,,,,,,,3.31,,,,69.87,68.65,28628.0,1430169.0,,1.42,69.96,30.33,0.3388,39.35,0.9852,49.957
2024-03-06,51300.0,2561870.7,1.88,0.08,2.56,2217291.6,44400.0,44400.0,2217291.6,,,,,,1.09,,22000.0,,,,,,22000.0,2.22,1.09,,,60.8,59.42,28628.0,1429653.69,,1.43,60.78,13.45,0.5705,73.1,0.6865,49.939
2024-03-07,51300.0,2568488.4,1.85,0.08,2.56,2223019.2,44400.0,44400.0,2223019.2,,,,,,,,,,,,,,,2.22,,,,60.8,59.42,28628.0,1433346.7,,1.43,60.93,13.45,0.5705,73.1,0.6865,50.068
2024-03-08,51300.0,2578645.8,1.78,0.08,2.57,2231810.4,44400.0,44400.0,2231810.4,,,,,,,,,,,,,,,2.23,,,,60.8,59.42,28628.0,1439015.05,,1.44,60.78,13.45,0.5705,73.1,0.6865,50.266
2024-03-11,57300.0,2876975.7,1.99,0.08,2.88,2876975.7,39800.0,57300.0,1998318.2,,19800.0,,19800.0,,1.24,,24600.0,,,19800.0,1.0,20000.0,6900.0,2.0,0.35,,,46.21,45.32,46328.0,2326082.55,,2.33,46.18,34.55,0.5477,65.45,0.6524,50.209
2024-03-12,39800.0,1996009.8,1.39,0.06,2.0,992989.8,39800.0,19800.0,1996009.8,,,,,,,,,,,,,,37500.0,2.0,1.89,,,46.21,45.32,46328.0,2323395.53,,2.33,46.18,49.75,0.5,50.25,0.4532,50.151
2024-03-13,39800.0,1998517.2,1.37,0.06,1.99,994237.2,39800.0,19800.0,1998517.2,,,,,,,,,,,,,,,2.0,,,,46.21,45.32,46328.0,2326314.19,,2.32,46.24,49.75,0.5,50.25,0.4532,50.214
2024-03-14,39800.0,1993462.6,1.4,0.06,2.0,991722.6,39800.0,19800.0,1993462.6,,,,,,,,,,,,,,,2.0,,,,46.21,45.32,46328.0,2320430.54,,2.33,46.15,49.75,0.5,50.25,0.4532,50.087
2024-03-15,39800.0,1989602.0,1.42,0.06,2.0,989802.0,39800.0,19800.0,1989602.0,,,,,,,,,,,,,,,1.99,,,,46.21,45.32,46328.0,2315936.72,,2.32,46.23,49.75,0.5,50.25,0.4532,49.99
2024-03-18,78200.0,3907575.8,2.77,0.11,3.91,1948791.0,59000.0,39000.0,2948171.0,,,,19200.0,,,,,,,,0.96,19200.0,,2.95,,,,56.02,55.13,46328.0,2314963.83,,2.32,56.01,25.32,0.2501,25.58,0.7307,49.969
2024-03-19,42230.0,2113442.58,1.49,0.06,2.11,990910.8,42230.0,19800.0,2113442.58,,2430.0,,,,0.96,,19200.0,,,2430.0,,,19200.0,2.11,0.96,,,49.03,48.08,43898.0,2196919.31,,2.19,49.07,46.88,0.5019,53.12,0.4808,50.046
2024-03-20,42230.0,2113231.43,1.52,0.06,2.12,990811.8,42230.0,19800.0,2113231.43,,,,,,,,,,,,,,,2.12,,,,49.03,48.08,43898.0,2196699.82,,2.21,49.01,46.93,0.5019,53.07,0.4808,50.041
2024-03-21,22230.0,1115990.46,0.8,0.03,1.11,993999.6,22230.0,19800.0,1115990.46,,,,,,1.01,,20000.0,,,,,,,1.12,,,,33.62,32.68,43898.0,2203767.4,,2.19,33.72,10.96,0.8048,89.04,0.3268,50.202
2024-03-22,22230.0,1117813.32,0.78,0.03,1.12,995623.2,2430.0,19800.0,122190.12,,,,,,1.0,,19800.0,,,,,,,0.12,,,,3.67,3.57,63698.0,3202990.23,,3.21,3.67,10.95,0.805,89.05,0.3268,50.284
2024-03-25,2200.0,110451.0,0.08,0.0,0.11,110451.0,0.0,2200.0,0.0,,,,,,0.12,,2430.0,,,,,,17600.0,0.0,0.88,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,50.205
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2200.0,0.0,0.11,,,0.0,0.0,67827.0,3404237.13,,3.41,0.0,,0.0,100.0,0.0,50.19
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3420447.78,,3.41,0.0,,0.0,,0.0,50.429
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3422279.11,,3.42,0.0,,0.0,,0.0,50.456
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3422279.11,,3.43,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3422279.11,,3.42,0.0,,0.0,,0.0,
2024-04-02,10800.0,543121.2,0.41,0.02,0.55,271560.6,5400.0,5400.0,271560.6,,,,5400.0,,,,,,,,0.27,5400.0,,0.27,,,,100.0,7.37,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1475,50.289
2024-04-03,21000.0,1057812.0,0.8,0.03,1.06,528906.0,10500.0,10500.0,528906.0,,5100.0,0.26,,,,5100.0,,,0.26,5100.0,,,,0.53,,,,100.0,13.41,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2681,50.372
2024-04-04,128800.0,6498346.4,4.74,0.19,6.48,3249173.2,64400.0,64400.0,3249173.2,,53900.0,2.71,,,,53900.0,,,2.71,53900.0,,,,3.24,,,,100.0,48.7,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9741,50.453
2024-04-05,1528800.0,77129488.8,55.56,2.22,77.17,40078274.4,794400.0,794400.0,40078274.4,,670000.0,,730000.0,,,,,,,670000.0,36.85,60000.0,,40.1,,,,99.02,99.02,7827.0,394879.98,,0.4,99.02,4.21,0.8421,91.58,1.9057,50.451
2024-04-08,1902000.0,95744778.0,69.07,2.71,96.05,49382559.0,981000.0,981000.0,49382559.0,,186600.0,12.69,,,,250000.0,,,12.69,186600.0,,,63400.0,49.53,3.2,,,99.21,99.21,7827.0,394003.35,,0.4,99.19,0.05,0.9979,99.89,1.9235,50.339
2024-04-09,1902000.0,96031980.0,68.87,2.71,95.77,49530690.0,981000.0,981000.0,49530690.0,,,,,,,,,,,,,,,49.41,,,,99.21,99.21,7827.0,395185.23,,0.39,99.23,0.05,0.9979,99.89,1.9235,50.49
2024-04-10,1900000.0,95539600.0,65.85,2.7,96.02,49278320.0,980000.0,980000.0,49278320.0,,,,,,0.4,,1000.0,,,,,,1000.0,49.51,0.05,,,99.21,99.21,7827.0,393572.87,,0.41,99.18,,1.0,100.0,1.9234,50.284
2024-04-11,60000.0,3012000.0,2.09,0.09,3.02,3012000.0,20000.0,60000.0,1004000.0,,,,,,48.59,,960000.0,,,,,,920000.0,1.0,46.59,,,30.24,29.49,46128.0,2315625.6,,2.32,30.19,,1.0,100.0,0.8846,50.2
2024-04-12,20000.0,1007060.0,0.67,0.03,1.0,1007060.0,20000.0,20000.0,1007060.0,,,,,,,,,,,,,,40000.0,1.01,2.04,,,30.24,29.49,46128.0,2322683.18,,2.32,30.24,,1.0,100.0,0.2949,50.353
2024-04-15,20000.0,1003100.0,0.67,0.03,1.01,1003100.0,20000.0,20000.0,1003100.0,,,,,,,,,,,,,,,1.0,,,,30.24,29.49,46128.0,2313549.84,,2.32,30.13,,1.0,100.0,0.2949,50.155
2024-04-16,20000.0,998620.0,0.66,0.03,1.0,998620.0,20000.0,20000.0,998620.0,,,,,,,,,,,,,,,1.0,,,,30.24,29.49,46128.0,2303217.17,,2.32,30.11,,1.0,100.0,0.2949,49.931
2024-04-17,20000.0,1000260.0,0.65,0.03,1.0,1000260.0,20000.0,20000.0,1000260.0,,,,,,,,,,,,,,,1.01,,,,30.24,29.49,46128.0,2306999.66,,2.31,30.29,,1.0,100.0,0.2949,50.013
2024-04-18,24200.0,1211089.0,0.78,0.03,1.21,1105994.5,22100.0,22100.0,1105994.5,,2100.0,,2100.0,,,,,,,2100.0,0.1,,,1.1,,,,33.42,32.58,44028.0,2203381.26,,2.2,33.44,8.68,0.698,82.64,0.3568,50.045
2024-04-19,25699.0,1285977.96,0.84,0.04,1.29,1285977.96,20000.0,25699.0,1000800.0,,23100.0,0.18,,,0.1,3599.0,2100.0,,0.18,23100.0,,,,1.0,,,,30.24,29.49,46128.0,2308245.12,,2.31,30.24,22.18,0.6548,77.82,0.3789,50.04
2024-04-22,20057.0,1005778.32,0.68,0.03,1.0,1002920.0,20057.0,20000.0,1005778.32,,,,,,,,,,,,,57.0,5699.0,1.0,0.28,,,30.3,29.55,46128.0,2313134.69,,2.3,30.37,,1.0,100.0,0.2955,50.146
2024-04-23,20057.0,1006279.75,0.7,0.03,1.01,1003420.0,20057.0,20000.0,1006279.75,,,,,,,,,,,,,,,1.01,,,,30.3,29.55,46128.0,2314287.89,,2.31,30.32,,1.0,100.0,0.2955,50.171
2024-04-24,33600.0,1679260.8,1.14,0.05,1.68,1339410.4,6800.0,26800.0,339850.4,,,,6800.0,,1.0,,20057.0,,,,0.34,6800.0,,0.34,,,,100.0,9.11,0.0,0.0,,0.0,100.0,20.24,0.4362,59.52,0.4502,49.978
2024-04-25,13600.0,677932.8,0.44,0.02,0.68,338966.4,6800.0,6800.0,338966.4,,,,,,,,,,,,,,20000.0,0.34,1.0,,,100.0,9.11,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1822,49.848
2024-04-26,13600.0,680258.4,0.44,0.02,0.68,340129.2,6800.0,6800.0,340129.2,,,,,,,,,,,,,,,0.34,,,,100.0,9.11,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1822,50.019
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.34,,6800.0,,,,,,6800.0,0.0,0.34,,,0.0,0.0,67827.0,3399760.55,,3.41,0.0,,0.0,,0.0,50.124
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3390536.08,,3.38,0.0,,0.0,,0.0,49.988
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3390536.08,,3.38,0.0,,0.0,,0.0,
2024-05-02,14600.0,730788.4,0.48,0.02,0.73,365394.2,7300.0,7300.0,365394.2,,,,7300.0,,,,,,,,0.36,7300.0,,0.36,,,,11.04,10.76,58828.0,2944576.71,,2.93,11.05,49.97,0.5,50.03,0.2153,50.054
2024-05-03,114200.0,5735923.4,3.75,0.16,5.71,2867961.7,57100.0,57100.0,2867961.7,,,2.49,,,0.36,49800.0,7300.0,,2.49,,,57100.0,,2.86,,,,100.0,45.71,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.9141,50.227
2024-05-06,3200.0,160998.4,0.1,0.0,0.16,80499.2,1600.0,1600.0,80499.2,,,,1600.0,,2.86,,57100.0,,,,0.08,1600.0,57100.0,0.08,2.86,,,2.36,2.36,66227.0,3332012.82,,3.34,2.36,,1.0,100.0,0.0472,50.312
2024-05-07,82800.0,4175769.6,2.73,0.12,4.17,2087884.8,41400.0,41400.0,2087884.8,,,,39800.0,,,,,,,,2.0,39800.0,,2.09,,,,61.13,61.04,26328.0,1327773.7,,1.32,61.27,48.96,0.4809,49.07,1.2208,50.432
2024-05-08,43000.0,2163717.0,1.43,0.06,2.16,2083206.6,1600.0,41400.0,80510.4,,,,,,2.0,,39800.0,,,,,,,0.08,,,,100.0,2.36,0.0,0.0,,0.0,100.0,3.86,0.9258,96.14,0.634,50.319
2024-05-09,3200.0,160796.8,0.11,0.0,0.16,80398.4,1600.0,1600.0,80398.4,,,,,,,,,,,,,,39800.0,0.08,2.0,,,2.36,2.36,66227.0,3327840.52,,3.34,2.36,,1.0,100.0,0.0472,50.249
2024-05-10,3200.0,160691.2,0.11,0.0,0.16,80345.6,1600.0,1600.0,80345.6,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,66227.0,3325655.03,,3.32,2.36,,1.0,100.0,0.0472,50.216
2024-05-13,3200.0,160806.4,0.12,0.0,0.16,80403.2,1600.0,1600.0,80403.2,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,66227.0,3328039.2,,3.32,2.36,,1.0,100.0,0.0472,50.252
2024-05-14,3200.0,160486.4,0.12,0.0,0.16,80243.2,1600.0,1600.0,80243.2,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,66227.0,3321416.5,,3.31,2.36,,1.0,100.0,0.0472,50.152
2024-05-15,3200.0,161337.6,0.12,0.0,0.16,80668.8,1600.0,1600.0,80668.8,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,66227.0,3339032.89,,3.33,2.36,,1.0,100.0,0.0472,50.418
2024-05-16,3200.0,161225.6,0.12,0.0,0.16,80612.8,1600.0,1600.0,80612.8,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,66227.0,3336714.94,,3.34,2.36,,1.0,100.0,0.0472,50.383
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.08,,1600.0,,,,,,1600.0,0.0,0.08,,,0.0,0.0,67827.0,3407764.13,,3.41,0.0,,0.0,,0.0,50.242
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67827.0,3406068.46,,3.41,0.0,,0.0,,0.0,50.217
2024-05-21,51800.0,2604037.8,2.04,0.07,2.61,1302018.9,25900.0,25900.0,1302018.9,,,,25900.0,,,,,,,,1.3,25900.0,,1.31,,,,38.19,38.19,41927.0,2107712.22,,2.11,38.23,49.97,0.5,50.03,0.7637,50.271
2024-05-22,25900.0,1301449.1,1.0,0.04,1.3,1301449.1,0.0,25900.0,0.0,,,,,,1.31,,25900.0,,,,,,,0.0,,,,0.0,0.0,67827.0,3408238.92,,3.41,0.0,49.99,1.0,100.0,0.3819,50.249
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,25900.0,0.0,1.3,,,0.0,0.0,67827.0,3396437.03,,3.39,0.0,,0.0,,0.0,50.075
2024-05-24,23028.0,1153564.63,0.89,0.03,1.15,576782.32,11514.0,11514.0,576782.32,,,,11514.0,,,,,,,,0.58,11514.0,,0.57,,,,100.0,14.81,0.0,0.0,,0.0,100.0,46.23,0.4331,46.23,0.2963,50.094
2024-05-27,72028.0,3617318.19,2.97,0.1,3.62,1808659.09,36014.0,36014.0,1808659.09,,,1.23,,,,24500.0,,,1.23,,,24500.0,,1.81,,,,46.38,46.33,41628.0,2090599.79,,2.08,46.46,48.81,0.4779,48.9,0.9267,50.221
2024-05-28,164828.0,8262827.64,6.89,0.23,8.32,4131413.82,82414.0,82414.0,4131413.82,,46400.0,2.35,,,,46400.0,,,2.35,46400.0,,,,4.16,,,,66.44,66.39,41628.0,2086811.64,,2.1,66.4,49.49,0.4903,49.52,1.3279,50.13
2024-05-29,164828.0,8241070.34,7.19,0.23,8.25,4120535.17,82414.0,82414.0,4120535.17,,,,,,,,,,,,,,,4.12,,,,66.44,66.39,41628.0,2081316.74,,2.09,66.39,49.49,0.4903,49.53,1.3279,49.998
2024-05-30,27728.0,1388257.78,1.26,0.04,1.38,1307449.64,1614.0,26114.0,80808.14,,,,,,4.03,,80800.0,,,,,,56300.0,0.08,2.81,,,100.0,2.38,0.0,0.0,,0.0,100.0,6.19,0.8838,93.81,0.4088,50.067
2024-05-31,3228.0,161571.08,0.15,0.0,0.16,80785.54,1614.0,1614.0,80785.54,,,,,,,,,,,,,,24500.0,0.08,1.22,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.053
2024-06-03,3228.0,162116.62,0.16,0.0,0.16,81058.31,1614.0,1614.0,81058.31,,,,,,,,,,,,,,,0.08,,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.222
2024-06-04,3228.0,162507.2,0.15,0.0,0.16,81253.6,1614.0,1614.0,81253.6,,,,,,,,,,,,,,,0.08,,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.343
2024-06-05,3228.0,162620.18,0.16,0.0,0.16,81310.09,1614.0,1614.0,81310.09,,,,,,,,,,,,,,,0.08,,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.378
2024-06-06,3228.0,162378.08,0.16,0.0,0.16,81189.04,1614.0,1614.0,81189.04,,,,,,,,,,,,,,,0.08,,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.303
2024-06-07,3228.0,161884.2,0.17,0.0,0.16,80942.1,1614.0,1614.0,80942.1,,,,,,,,,,,,,,,0.08,,,,100.0,2.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0476,50.15
2024-06-10,134228.0,6710997.32,7.14,0.19,6.75,3485490.86,69714.0,69714.0,3485490.86,,,,68100.0,,,,,,,,3.42,68100.0,,3.5,,,,53.36,53.33,60928.0,3046217.22,,3.05,53.44,47.43,0.4516,47.43,1.0268,49.997
2024-06-11,60228.0,3017483.03,3.18,0.08,2.99,1639004.11,32714.0,32714.0,1639004.11,,,,,,1.86,,37000.0,,,,,,37000.0,1.63,1.86,,,34.94,34.9,60928.0,3052553.73,,3.03,34.95,44.19,0.3991,44.19,0.6426,50.101
2024-06-12,8428.0,424627.92,0.43,0.01,0.43,343309.76,6814.0,6814.0,343309.76,,,,,,1.3,,25900.0,,,,,,25900.0,0.34,1.3,,,10.06,10.05,60928.0,3069735.42,,3.07,10.09,23.85,0.6367,76.15,0.1243,50.383
2024-06-13,88428.0,4456771.2,4.63,0.12,4.47,4375425.6,46814.0,86814.0,2359425.6,,,,80000.0,,,,,,,,4.04,40000.0,,2.37,,,,43.45,43.42,60928.0,3070771.2,,3.06,43.58,46.07,0.4285,46.07,0.8201,50.4
