,ALCUR FP Equity_DX_SI_QTY,ALCUR FP Equity_DX_SHORT_INTEREST_VALUE,ALCUR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCUR FP Equity_DX_SI_MV,ALCUR FP Equity_DX_DSS,ALCUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCUR FP Equity_DX_SUPPLY_SI_QTY,ALCUR FP Equity_DX_BROKER_SI_QTY,ALCUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCUR FP Equity_DX_BROKER_SI_MV_INC_x,ALCUR FP Equity_DX_BROKER_SI_QTY_ADD,ALCUR FP Equity_DX_SUPPLY_SI_MV_DEC,ALCUR FP Equity_DX_BROKER_SI_QTY_INC,ALCUR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCUR FP Equity_DX_BROKER_SI_MV_INC_y,ALCUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCUR FP Equity_DX_BROKER_SI_MV_ADD,ALCUR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCUR FP Equity_DX_BROKER_SI_QTY_DEC,ALCUR FP Equity_DX_SUPPLY_SI_MV,ALCUR FP Equity_DX_BROKER_SI_MV_DEC,ALCUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCUR FP Equity_DX_UTILIZATION_QUANTITY,ALCUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCUR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCUR FP Equity_DX_BROKER_SI_CON_RATIO,ALCUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCUR FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-04-11,10000.0,25600.0,0.29,0.37,0.17,0.03,0.0,25600.0,10000.0,10000.0,25600.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-12,10000.0,25800.0,0.29,0.37,0.17,0.03,0.0,25800.0,10000.0,10000.0,25800.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-13,10000.0,25600.0,0.29,0.39,0.17,0.03,0.0,25600.0,10000.0,10000.0,25600.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-14,10000.0,25000.0,0.29,0.39,0.17,0.03,0.0,25000.0,10000.0,10000.0,25000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-17,10000.0,25300.0,0.29,0.47,0.17,0.03,0.0,25300.0,0.0,10000.0,0.0,,,,0.03,,10000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0731
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,10000.0,0.0,0.03,0.0,0.0,136889.0,334009.16,0.33,0.0,,0.0,,0.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,332640.27,0.33,0.0,,0.0,,0.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,321689.15,0.32,0.0,,0.0,,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,331271.38,0.33,0.0,,0.0,,0.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,332640.27,0.33,0.0,,0.0,,0.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,365493.63,0.37,0.0,,0.0,,0.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,375075.86,0.38,0.0,,0.0,,0.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,368231.41,0.37,0.0,,0.0,,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,368231.41,0.37,0.0,,0.0,,0.0
2023-05-02,1332.0,3702.96,0.04,0.14,0.02,0.0,0.0,1851.48,666.0,666.0,1851.48,,,666.0,,,,,,0.0,666.0,,0.0,,100.0,0.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.0097
2023-05-03,1332.0,3729.6,0.04,0.14,0.02,0.0,0.0,1864.8,666.0,666.0,1864.8,,,,,,,,,,,,0.0,,100.0,0.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.0097
2023-05-04,1332.0,3649.68,0.04,0.14,0.02,0.0,0.0,1824.84,666.0,666.0,1824.84,,,,,,,,,,,,0.0,,100.0,0.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.0097
2023-05-05,1352.0,3623.36,0.04,0.14,0.02,0.0,0.0,1811.68,676.0,676.0,1811.68,10.0,0.0,,,10.0,,0.0,10.0,,,,0.0,,100.0,0.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0098
2023-05-08,1352.0,3758.56,0.04,0.14,0.02,0.0,0.0,1879.28,676.0,676.0,1879.28,,,,,,,,,,,,0.0,,100.0,0.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0098
2023-05-09,1352.0,3893.76,0.04,0.14,0.02,0.0,0.0,1946.88,676.0,676.0,1946.88,,,,,,,,,,,,0.0,,100.0,0.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0098
2023-05-10,20.0,59.2,0.0,0.0,0.0,0.0,0.0,29.6,10.0,10.0,29.6,,,,0.0,,666.0,,,,,666.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-11,20.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,10.0,30.0,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-12,758.0,2129.98,0.02,0.08,0.01,0.0,0.0,1064.99,379.0,379.0,1064.99,369.0,0.0,,,369.0,,0.0,369.0,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-15,758.0,2129.98,0.02,0.08,0.01,0.0,0.0,1064.99,379.0,379.0,1064.99,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-16,758.0,2160.3,0.02,0.09,0.01,0.0,0.0,1080.15,379.0,379.0,1080.15,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-17,738.0,2103.3,0.02,0.1,0.01,0.0,0.0,1051.65,369.0,369.0,1051.65,,,,0.0,,10.0,,,,,10.0,0.0,0.0,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2023-05-18,738.0,2073.78,0.02,0.1,0.01,0.0,0.0,1036.89,369.0,369.0,1036.89,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2023-05-19,738.0,1867.14,0.02,0.1,0.01,0.0,0.0,933.57,369.0,369.0,933.57,,,,,,,,,,,,0.0,,100.0,0.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.0054
2023-05-22,756.0,1814.4,0.02,0.11,0.01,0.0,0.0,907.2,378.0,378.0,907.2,9.0,0.0,,,9.0,,0.0,9.0,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-23,756.0,1806.84,0.02,0.11,0.01,0.0,0.0,903.42,378.0,378.0,903.42,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-24,756.0,1799.28,0.02,0.11,0.01,0.0,0.0,899.64,378.0,378.0,899.64,,,,,,,,,,,,0.0,,100.0,0.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055
2023-05-25,18.0,43.2,0.0,0.0,0.0,0.0,0.0,21.6,9.0,9.0,21.6,,,,0.0,,369.0,,,,,369.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-26,18.0,44.46,0.0,0.0,0.0,0.0,0.0,22.23,9.0,9.0,22.23,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-29,18.0,45.18,0.0,0.0,0.0,0.0,0.0,22.59,9.0,9.0,22.59,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-30,810.0,2033.1,0.02,0.12,0.01,0.0,0.0,1016.55,405.0,405.0,1016.55,396.0,0.0,,,396.0,,0.0,396.0,,,,0.0,,100.0,0.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2023-05-31,810.0,2138.4,0.02,0.12,0.01,0.0,0.0,1069.2,405.0,405.0,1069.2,,,,,,,,,,,,0.0,,100.0,0.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0059
2023-06-01,1610.0,4218.2,0.05,0.24,0.03,0.0,0.0,2109.1,805.0,805.0,2109.1,400.0,0.0,,,400.0,,0.0,400.0,,,,0.0,,100.0,0.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0117
2023-06-02,1610.0,4250.4,0.05,0.24,0.03,0.0,0.0,2125.2,805.0,805.0,2125.2,,,,,,,,,,,,0.0,,100.0,0.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0117
2023-06-05,1592.0,4186.96,0.05,0.23,0.03,0.0,0.0,2093.48,796.0,796.0,2093.48,,,,0.0,,9.0,,,,,9.0,0.0,0.0,100.0,0.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0116
2023-06-06,1592.0,4171.04,0.05,0.23,0.03,0.0,0.0,2085.52,796.0,796.0,2085.52,,,,,,,,,,,,0.0,,100.0,0.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0116
2023-06-07,2792.0,7259.2,0.08,0.4,0.05,0.01,0.0,3629.6,1396.0,1396.0,3629.6,600.0,0.0,,,600.0,,0.0,600.0,,,,0.0,,100.0,1.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0202
2023-06-08,2000.0,5000.0,0.06,0.29,0.03,0.01,0.0,2500.0,1000.0,1000.0,2500.0,,,,0.0,,396.0,,,,,396.0,0.0,0.0,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0145
2023-06-09,2000.0,5020.0,0.06,0.3,0.03,0.01,0.0,2510.0,1000.0,1000.0,2510.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0145
2023-06-12,2000.0,5000.0,0.06,0.32,0.03,0.01,0.0,2500.0,1000.0,1000.0,2500.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0145
2023-06-13,1200.0,3000.0,0.03,0.19,0.02,0.0,0.0,1500.0,600.0,600.0,1500.0,,,,0.0,,400.0,,,,,400.0,0.0,0.0,100.0,0.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.0087
2023-06-14,1200.0,3000.0,0.03,0.19,0.02,0.0,0.0,1500.0,600.0,600.0,1500.0,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.0087
2023-06-15,1200.0,3000.0,0.03,0.19,0.02,0.0,0.0,1500.0,600.0,600.0,1500.0,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.0087
2023-06-16,1200.0,3000.0,0.03,0.19,0.02,0.0,0.0,1500.0,600.0,600.0,1500.0,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.0087
2023-06-19,38000.0,91200.0,1.1,6.34,0.66,0.1,0.0,91200.0,38000.0,38000.0,91200.0,,0.09,,0.0,37400.0,600.0,0.09,,,38000.0,,0.1,,100.0,27.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.2776
2023-06-20,38000.0,94240.0,1.1,6.06,0.66,0.09,0.0,94240.0,38000.0,38000.0,94240.0,,,,,,,,,,,,0.09,,100.0,27.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.2776
2023-06-21,38000.0,94620.0,1.1,6.11,0.66,0.09,0.0,94620.0,38000.0,38000.0,94620.0,,,,,,,,,,,,0.09,,100.0,27.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.2776
2023-06-22,38000.0,95380.0,1.1,7.17,0.66,0.09,0.0,95380.0,38000.0,38000.0,95380.0,,,,,,,,,,,,0.09,,100.0,27.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.2776
2023-06-23,38000.0,91960.0,1.1,6.25,0.66,0.1,0.0,91960.0,38000.0,38000.0,91960.0,,,,,,,,,,,,0.1,,100.0,27.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.2776
2023-06-26,2125.0,5312.5,0.06,0.35,0.04,0.01,0.0,5312.5,2125.0,2125.0,5312.5,,,,0.09,,35875.0,,,,,35875.0,0.01,0.09,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-06-27,2125.0,5312.5,0.06,0.34,0.04,0.01,0.0,5312.5,2125.0,2125.0,5312.5,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-06-28,2125.0,5312.5,0.06,0.33,0.04,0.01,0.0,5312.5,2125.0,2125.0,5312.5,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-06-29,2125.0,5185.0,0.06,0.32,0.04,0.01,0.0,5185.0,2125.0,2125.0,5185.0,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-06-30,2125.0,5121.25,0.06,0.32,0.04,0.01,0.0,5121.25,2125.0,2125.0,5121.25,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-07-03,2125.0,5227.5,0.06,0.33,0.04,0.01,0.0,5227.5,2125.0,2125.0,5227.5,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-07-04,2125.0,5312.5,0.06,0.37,0.04,0.01,0.0,5312.5,2125.0,2125.0,5312.5,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-07-05,2125.0,5312.5,0.06,0.35,0.04,0.01,0.0,5312.5,2125.0,2125.0,5312.5,,,,,,,,,,,,0.01,,100.0,1.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0155
2023-07-06,3925.0,9734.0,0.11,0.68,0.07,0.01,0.0,5766.0,3925.0,2325.0,9734.0,,0.0,,,200.0,,0.0,,,1800.0,,0.01,,100.0,2.83,0.0,0.0,0.0,100.0,40.76,0.5171,59.24,0.0283
2023-07-07,41925.0,103974.0,1.22,7.28,0.73,0.1,0.0,100006.0,41925.0,40325.0,103974.0,38000.0,0.1,,,38000.0,,0.1,38000.0,,,,0.1,,100.0,30.23,0.0,0.0,0.0,100.0,3.79,0.9271,96.21,0.3023
2023-07-10,39800.0,98704.0,1.16,6.83,0.69,0.1,0.0,94736.0,39800.0,38200.0,98704.0,,,,0.01,,2125.0,,,,,2125.0,0.1,0.01,100.0,28.7,0.0,0.0,0.0,100.0,4.02,0.9228,95.98,0.287
2023-07-11,39800.0,98704.0,1.16,7.14,0.69,0.1,0.0,94736.0,39800.0,38200.0,98704.0,,,,,,,,,,,,0.1,,100.0,28.7,0.0,0.0,0.0,100.0,4.02,0.9228,95.98,0.287
2023-07-12,39800.0,101092.0,1.16,7.26,0.69,0.1,0.0,97028.0,39800.0,38200.0,101092.0,,,,,,,,,,,,0.1,,100.0,28.7,0.0,0.0,0.0,100.0,4.02,0.9228,95.98,0.287
2023-07-13,39800.0,100694.0,1.16,7.37,0.69,0.1,0.0,96646.0,39800.0,38200.0,100694.0,,,,,,,,,,,,0.1,,100.0,28.7,0.0,0.0,0.0,100.0,4.02,0.9228,95.98,0.287
2023-07-14,3771.0,9427.5,0.11,0.7,0.07,0.01,0.0,5427.5,3771.0,2171.0,9427.5,,,,0.09,,36029.0,,,,,36029.0,0.01,0.09,100.0,2.72,0.0,0.0,0.0,100.0,42.43,0.5115,57.57,0.0272
2023-07-17,3771.0,9540.63,0.09,0.7,0.07,0.01,0.0,5492.63,3771.0,2171.0,9540.63,,,,,,,,,,,,0.01,,100.0,2.72,0.0,0.0,0.0,100.0,42.43,0.5115,57.57,0.0272
2023-07-18,3816.0,9616.32,0.09,0.72,0.07,0.01,0.0,5584.32,3816.0,2216.0,9616.32,45.0,0.0,,,45.0,,0.0,45.0,,,,0.01,,100.0,2.75,0.0,0.0,0.0,100.0,41.93,0.513,58.07,0.0275
2023-07-19,4116.0,10454.64,0.1,0.76,0.07,0.01,0.0,6390.64,4116.0,2516.0,10454.64,300.0,0.0,,,300.0,,0.0,300.0,,,,0.01,,100.0,2.96,0.0,0.0,0.0,100.0,38.87,0.5248,61.13,0.0296
2023-07-20,38290.0,95342.1,0.95,4.01,0.67,0.1,0.0,90499.05,37945.0,36345.0,94483.05,33829.0,0.09,,,33829.0,,0.09,33829.0,,,,0.1,,100.0,27.33,0.0,0.0,0.0,100.0,4.21,0.9193,95.79,0.2758
2023-07-21,37945.0,94862.5,0.94,3.75,0.66,0.09,0.0,90862.5,37945.0,36345.0,94862.5,,,,,,,,,,,,0.09,,100.0,27.33,0.0,0.0,0.0,100.0,4.22,0.9192,95.78,0.2733
2023-07-24,36345.0,90499.05,0.9,3.44,0.63,0.09,0.0,90499.05,36345.0,36345.0,90499.05,,,,0.0,,1600.0,,,,,,0.09,,100.0,26.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.2618
2023-07-25,36345.0,88318.35,0.9,3.35,0.63,0.09,0.0,88318.35,36345.0,36345.0,88318.35,,,,,,,,,,,,0.09,,100.0,26.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.2648
2023-07-26,36345.0,86501.1,0.9,3.26,0.63,0.09,0.0,86501.1,3657.0,36345.0,8703.66,,,,0.08,,32688.0,,,,,,0.01,,100.0,2.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.2648
2023-07-27,3612.0,9138.36,0.09,0.32,0.06,0.01,0.0,9138.36,3612.0,3612.0,9138.36,,,,0.0,,45.0,,,,,32733.0,0.01,0.08,100.0,2.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.0263
2023-07-28,3624.0,8987.52,0.09,0.3,0.06,0.01,0.0,8987.52,3624.0,3624.0,8987.52,12.0,0.0,,,12.0,,0.0,12.0,,,,0.01,,100.0,2.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.0264
2023-07-31,4624.0,11513.76,0.11,0.38,0.08,0.01,0.0,11513.76,4624.0,4624.0,11513.76,1000.0,0.0,,,1000.0,,0.0,1000.0,,,,0.01,,100.0,3.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0335
2023-08-01,4624.0,11051.36,0.11,0.38,0.08,0.01,0.0,11051.36,4624.0,4624.0,11051.36,,,,,,,,,,,,0.01,,100.0,3.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0335
2023-08-02,5820.0,13851.6,0.14,0.46,0.1,0.01,0.0,13851.6,5820.0,5820.0,13851.6,1196.0,0.0,,,1196.0,,0.0,1196.0,,,,0.01,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0418
2023-08-03,5820.0,13618.8,0.14,0.45,0.1,0.01,0.0,13618.8,5820.0,5820.0,13618.8,,,,,,,,,,,,0.01,,100.0,4.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0418
2023-08-04,5520.0,12972.0,0.14,0.46,0.1,0.01,0.0,12972.0,5520.0,5520.0,12972.0,,,,0.0,,300.0,,,,,300.0,0.01,0.0,100.0,3.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.0397
2023-08-07,5508.0,12668.4,0.14,0.46,0.1,0.01,0.0,12668.4,5508.0,5508.0,12668.4,,,,0.0,,12.0,,,,,12.0,0.01,0.0,100.0,3.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.039
2023-08-08,4508.0,10323.32,0.11,0.38,0.08,0.01,0.0,10323.32,4508.0,4508.0,10323.32,,,,0.0,,1000.0,,,,,1000.0,0.01,0.0,100.0,3.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0319
2023-08-09,4508.0,10548.72,0.11,0.38,0.08,0.01,0.0,10548.72,4508.0,4508.0,10548.72,,,,,,,,,,,,0.01,,100.0,3.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0319
2023-08-10,4508.0,10593.8,0.11,0.37,0.08,0.01,0.0,10593.8,4508.0,4508.0,10593.8,,,,,,,,,,,,0.01,,100.0,3.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.032
2023-08-11,4508.0,10413.48,0.11,0.37,0.08,0.01,0.0,10413.48,4508.0,4508.0,10413.48,,,,,,,,,,,,0.01,,100.0,3.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.032
2023-08-14,4508.0,10503.64,0.11,0.38,0.08,0.01,0.0,10503.64,4508.0,4508.0,10503.64,,,,,,,,,,,,0.01,,100.0,3.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.032
2023-08-15,4508.0,10323.32,0.11,0.37,0.08,0.01,0.0,10323.32,4508.0,4508.0,10323.32,,,,,,,,,,,,0.01,,100.0,3.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.032
2023-08-16,4508.0,10323.32,0.11,0.38,0.08,0.01,0.0,10323.32,4508.0,4508.0,10323.32,,,,,,,,,,,,0.01,,100.0,3.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.032
2023-08-17,3312.0,7584.48,0.08,0.27,0.06,0.01,0.0,7584.48,3312.0,3312.0,7584.48,,,,0.0,,1196.0,,,,,1196.0,0.01,0.0,100.0,2.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0235
2023-08-18,3312.0,7385.76,0.08,0.27,0.06,0.01,0.0,7385.76,3312.0,3312.0,7385.76,,,,,,,,,,,,0.01,,100.0,2.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0235
2023-08-21,3312.0,7551.36,0.08,0.27,0.06,0.01,0.0,7551.36,3312.0,3312.0,7551.36,,,,,,,,,,,,0.01,,100.0,2.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0234
2023-08-22,3312.0,7750.08,0.08,0.27,0.06,0.01,0.0,7750.08,3312.0,3312.0,7750.08,,,,,,,,,,,,0.01,,100.0,2.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0234
2023-08-23,3312.0,7783.2,0.08,0.27,0.06,0.01,0.0,7783.2,3312.0,3312.0,7783.2,,,,,,,,,,,,0.01,,100.0,2.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0234
2023-08-24,3339.0,7846.65,0.08,0.27,0.06,0.01,0.0,7846.65,3339.0,3339.0,7846.65,,0.0,,,27.0,,0.0,,,27.0,,0.01,,100.0,2.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0236
2023-08-25,3339.0,7679.7,0.08,0.27,0.06,0.01,0.0,7679.7,3339.0,3339.0,7679.7,,,,,,,,,,,,0.01,,100.0,2.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0236
2023-08-28,3634.0,8503.56,0.09,0.29,0.06,0.01,0.0,8503.56,3634.0,3634.0,8503.56,295.0,0.0,,,295.0,,0.0,295.0,,,,0.01,,100.0,2.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0258
2023-08-29,3634.0,8358.2,0.09,0.29,0.06,0.01,0.0,8358.2,3634.0,3634.0,8358.2,,,,,,,,,,,,0.01,,100.0,2.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0258
2023-08-30,3634.0,8358.2,0.09,0.3,0.06,0.01,0.0,8358.2,3634.0,3634.0,8358.2,,,,,,,,,,,,0.01,,100.0,2.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0258
2023-08-31,3634.0,8467.22,0.09,0.44,0.06,0.01,0.0,8467.22,3634.0,3634.0,8467.22,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.0257
2023-09-01,3607.0,8404.31,0.09,0.49,0.06,0.01,0.0,8404.31,3607.0,3607.0,8404.31,,,,0.0,,27.0,,,,,27.0,0.01,0.0,100.0,2.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0255
2023-09-04,3607.0,8368.24,0.09,0.52,0.06,0.01,0.0,8368.24,3607.0,3607.0,8368.24,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0255
2023-09-05,3607.0,8440.38,0.09,0.54,0.06,0.01,0.0,8440.38,3607.0,3607.0,8440.38,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,,1.0,100.0,0.0255
2023-09-06,4336.0,10102.88,0.11,0.68,0.08,0.01,0.0,10102.88,4336.0,4336.0,10102.88,729.0,0.0,,,729.0,,0.0,729.0,,,,0.01,,100.0,3.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0306
2023-09-07,4336.0,10016.16,0.11,0.72,0.08,0.01,0.0,10016.16,4336.0,4336.0,10016.16,,,,,,,,,,,,0.01,,100.0,3.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0308
2023-09-08,4336.0,10016.16,0.11,0.82,0.08,0.01,0.0,10016.16,4336.0,4336.0,10016.16,,,,,,,,,,,,0.01,,100.0,3.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0308
2023-09-11,4336.0,10189.6,0.11,0.81,0.08,0.01,0.0,10189.6,4336.0,4336.0,10189.6,,,,,,,,,,,,0.01,,100.0,3.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0308
2023-09-12,4336.0,10189.6,0.11,0.82,0.08,0.01,0.0,10189.6,4336.0,4336.0,10189.6,,,,,,,,,,,,0.01,,100.0,3.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0308
2023-09-13,4041.0,9375.12,0.1,0.86,0.07,0.01,0.0,9375.12,4041.0,4041.0,9375.12,,,,0.0,,295.0,,,,,295.0,0.01,0.0,100.0,2.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.0286
2023-09-14,4041.0,9698.4,0.1,0.89,0.07,0.01,0.0,9698.4,4041.0,4041.0,9698.4,,,,,,,,,,,,0.01,,100.0,2.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.0286
