,CAPE FP Equity_DX_SI_QTY,CAPE FP Equity_DX_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CAPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CAPE FP Equity_DX_SI_MV,CAPE FP Equity_DX_DSS,CAPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SUPPLY_SI_QTY,CAPE FP Equity_DX_BROKER_SI_QTY,CAPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,CAPE FP Equity_DX_BROKER_SI_MV_INC_x,CAPE FP Equity_DX_BROKER_SI_QTY_ADD,CAPE FP Equity_DX_SUPPLY_SI_MV_DEC,CAPE FP Equity_DX_BROKER_SI_QTY_INC,CAPE FP Equity_DX_SUPPLY_SI_QTY_DEC,CAPE FP Equity_DX_BROKER_SI_MV_INC_y,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,CAPE FP Equity_DX_BROKER_SI_MV_ADD,CAPE FP Equity_DX_SUPPLY_SI_QTY_ADD,CAPE FP Equity_DX_BROKER_SI_QTY_DEC,CAPE FP Equity_DX_SUPPLY_SI_MV,CAPE FP Equity_DX_BROKER_SI_MV_DEC,CAPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CAPE FP Equity_DX_UTILIZATION_QUANTITY,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CAPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CAPE FP Equity_DX_ACTIVE_UTILIZATION_MV,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CAPE FP Equity_DX_BROKER_SI_CON_RATIO,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CAPE FP Equity_DX_DEMAND_SUPPLY_RATIO,CAPE FP Equity_PX_LAST
2020-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17314385.1,17.32,0.0,,0.0,,0.0,283.35
2020-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17723795.3,17.73,0.0,,0.0,,0.0,290.05
2020-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17745182.4,17.71,0.0,,0.0,,0.0,290.4
2020-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18050712.4,18.04,0.0,,0.0,,0.0,295.4
2020-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18050712.4,18.04,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18050712.4,18.06,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18172924.4,18.2,0.0,,0.0,,0.0,297.4
2020-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17500758.4,17.47,0.0,,0.0,,0.0,286.4
2020-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17503813.7,17.56,0.0,,0.0,,0.0,286.45
2020-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18099597.2,18.08,0.0,,0.0,,0.0,296.2
2020-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18169869.1,18.13,0.0,,0.0,,0.0,297.35
2020-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17451873.6,17.48,0.0,,0.0,,0.0,285.6
2020-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17729905.9,17.73,0.0,,0.0,,0.0,290.15
2020-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17879615.6,17.86,0.0,,0.0,,0.0,292.6
2020-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17644357.5,17.7,0.0,,0.0,,0.0,288.75
2020-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18014048.8,18.01,0.0,,0.0,,0.0,294.8
2020-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18340965.9,18.31,0.0,,0.0,,0.0,300.15
2020-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18838979.8,18.91,0.0,,0.0,,0.0,308.3
2020-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18368463.6,18.37,0.0,,0.0,,0.0,300.6
2020-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18368463.6,18.34,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17723795.3,17.72,0.0,,0.0,,0.0,290.05
2020-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,18.1,0.0,,0.0,,0.0,296.05
2020-05-06,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,17.94,0.0,,0.0,,0.0,
2020-05-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,18.27,0.0,,0.0,,0.0,
2020-05-08,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,18.49,0.0,,0.0,,0.0,
2020-05-11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,18.32,0.0,,0.0,,0.0,
2020-05-12,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18090431.3,18.41,0.0,,0.0,,0.0,
2020-05-13,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17901002.7,17.89,0.0,,0.0,,0.0,292.95
2020-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17901002.7,17.58,0.0,,0.0,,0.0,
2020-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17815454.3,17.65,0.0,,0.0,,0.0,291.55
2020-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17943776.9,18.48,0.0,,0.0,,0.0,293.65
2020-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17943776.9,18.35,0.0,,0.0,,0.0,
2020-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18218753.9,18.49,0.0,,0.0,,0.0,298.15
2020-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18243196.3,18.32,0.0,,0.0,,0.0,298.55
2020-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,18.38,0.0,,0.0,,0.0,295.9
2020-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,18.68,0.0,,0.0,,0.0,
2020-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.06,0.0,,0.0,,0.0,
2020-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.34,0.0,,0.0,,0.0,
2020-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.62,0.0,,0.0,,0.0,
2020-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.18,0.0,,0.0,,0.0,
2020-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.61,0.0,,0.0,,0.0,
2020-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,19.91,0.0,,0.0,,0.0,
2020-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,20.54,0.0,,0.0,,0.0,
2020-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18081265.4,20.49,0.0,,0.0,,0.0,
2020-06-05,1100.0,325490.0,1650.0,1.09,0.33,,325490.0,1100.0,1100.0,325490.0,,,1100.0,,,,,,0.33,1100.0,,0.38,,1.8,1.8,60006.0,17755775.4,20.72,1.8,,1.0,100.0,0.018,
2020-06-08,2200.0,650980.0,3300.0,2.18,0.65,,650980.0,2200.0,2200.0,650980.0,,,1100.0,,,,,,0.33,1100.0,,0.71,,3.54,3.48,60006.0,17755775.4,20.72,3.29,50.0,0.5,50.0,0.0348,
2020-06-09,2200.0,650980.0,3300.0,2.18,0.65,,650980.0,2200.0,2200.0,650980.0,,,,,,,,,,,,0.7,,3.54,3.48,60006.0,17755775.4,20.36,3.32,50.0,0.5,50.0,0.0348,
2020-06-10,2200.0,650980.0,3300.0,2.18,0.65,,650980.0,2200.0,2200.0,650980.0,,,,,,,,,,,,0.7,,3.54,3.48,60006.0,17755775.4,20.34,3.32,50.0,0.5,50.0,0.0348,
2020-06-11,2200.0,650980.0,3300.0,2.18,0.65,,650980.0,2200.0,2200.0,650980.0,,,,,,,,,,,,0.68,,3.54,3.48,60006.0,17755775.4,19.3,3.39,50.0,0.5,50.0,0.0348,
2020-06-12,4000.0,1183600.0,6000.0,3.96,1.19,,1183600.0,4000.0,4000.0,1183600.0,1800.0,0.53,,,1800.0,,0.53,1800.0,,,,1.24,,6.14,6.14,61106.0,18081265.4,19.8,5.9,50.0,0.5,50.0,0.0614,
2020-06-15,4000.0,1286400.0,6000.0,3.96,1.19,,1286400.0,4000.0,4000.0,1286400.0,,,,,,,,,,,,1.24,,6.14,6.14,61106.0,19651689.6,19.75,5.91,50.0,0.5,50.0,0.0614,321.6
2020-06-16,4000.0,1286400.0,6000.0,3.96,1.29,,1286400.0,4000.0,4000.0,1286400.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,19651689.6,20.29,6.05,50.0,0.5,50.0,0.0614,
2020-06-17,4000.0,1286400.0,6000.0,3.96,1.29,,1286400.0,4000.0,4000.0,1286400.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,19651689.6,20.39,6.04,50.0,0.5,50.0,0.0614,
2020-06-18,4000.0,1286400.0,6000.0,3.96,1.29,,1286400.0,4000.0,4000.0,1286400.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,19651689.6,20.25,6.06,50.0,0.5,50.0,0.0614,
2020-06-19,4000.0,1328400.0,6000.0,3.96,1.28,,1328400.0,4000.0,4000.0,1328400.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,20293302.6,20.33,6.04,50.0,0.5,50.0,0.0614,332.1
2020-06-22,4000.0,1319000.0,2264.15,3.96,1.33,,1319000.0,4000.0,4000.0,1319000.0,,,,,,,,,,,,1.32,,6.14,6.14,61106.0,20149703.5,20.21,6.15,50.0,0.5,50.0,0.0614,329.75
2020-06-23,4000.0,1335800.0,2264.15,3.96,1.32,,1335800.0,4000.0,4000.0,1335800.0,,,,,,,,,,,,1.33,,6.14,6.14,61106.0,20406348.7,20.48,6.09,50.0,0.5,50.0,0.0614,333.95
2020-06-24,4000.0,1327200.0,2264.15,3.96,1.33,,1327200.0,4000.0,4000.0,1327200.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,20274970.8,19.9,6.2,50.0,0.5,50.0,0.0614,331.8
2020-06-25,4000.0,1327200.0,3636.36,3.96,1.33,,1327200.0,4000.0,4000.0,1327200.0,,,,,,,,,,,,1.32,,6.14,6.14,61106.0,20274970.8,20.1,6.16,50.0,0.5,50.0,0.0614,
2020-06-26,4000.0,1321200.0,3636.36,3.96,1.33,,1321200.0,4000.0,4000.0,1321200.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,20183311.8,19.99,6.17,50.0,0.5,50.0,0.0614,330.3
2020-06-29,4000.0,1321200.0,3636.36,3.96,1.32,,1321200.0,4000.0,4000.0,1321200.0,,,,,,,,,,,,1.32,,6.14,6.14,61106.0,20183311.8,20.14,6.14,50.0,0.5,50.0,0.0614,
2020-06-30,4000.0,1312600.0,3636.36,3.96,1.32,,1312600.0,4000.0,4000.0,1312600.0,,,,,,,,,,,,1.32,,6.14,6.14,61106.0,20051933.9,20.14,6.14,50.0,0.5,50.0,0.0614,328.15
2020-07-01,4000.0,1313200.0,3636.36,3.96,1.31,,1313200.0,4000.0,4000.0,1313200.0,,,,,,,,,,,,1.31,,6.14,6.14,61106.0,20061099.8,20.08,6.13,50.0,0.5,50.0,0.0614,328.3
2020-07-02,4000.0,1340600.0,3636.36,3.96,1.31,,1340600.0,4000.0,4000.0,1340600.0,,,,,,,,,,,,1.33,,6.14,6.14,61106.0,20479675.9,20.56,6.07,50.0,0.5,50.0,0.0614,335.15
2020-07-03,4000.0,1328800.0,3636.36,3.96,1.34,,1328800.0,4000.0,4000.0,1328800.0,,,,,,,,,,,,1.33,,6.14,6.14,61106.0,20299413.2,20.37,6.15,50.0,0.5,50.0,0.0614,332.2
2020-07-06,4000.0,1347600.0,3636.36,3.96,1.33,,1347600.0,4000.0,4000.0,1347600.0,,,,,,,,,,,,1.34,,6.14,6.14,61106.0,20586611.4,20.65,6.09,50.0,0.5,50.0,0.0614,336.9
2020-07-07,4000.0,1338200.0,3636.36,3.96,1.35,,1338200.0,4000.0,4000.0,1338200.0,,,,,,,,,,,,1.34,,6.14,6.14,61106.0,20443012.3,20.49,6.14,50.0,0.5,50.0,0.0614,334.55
2020-07-08,4000.0,1328600.0,3636.36,3.96,1.34,,1328600.0,4000.0,4000.0,1328600.0,,,,,,,,,,,,1.33,,6.14,6.14,61106.0,20296357.9,20.36,6.14,50.0,0.5,50.0,0.0614,332.15
2020-07-09,4000.0,1316600.0,3636.36,3.96,1.33,,1316600.0,4000.0,4000.0,1316600.0,,,,,,,,,,,,1.33,,6.14,6.14,61106.0,20113039.9,20.43,6.11,50.0,0.5,50.0,0.0614,329.15
2020-07-10,4000.0,1330400.0,3636.36,3.96,1.32,,1330400.0,4000.0,4000.0,1330400.0,,,,,,,,,,,,1.32,,6.14,6.14,61106.0,20323855.6,20.39,6.1,50.0,0.5,50.0,0.0614,332.6
2020-07-13,4000.0,1342000.0,3636.36,3.96,1.33,,1342000.0,4000.0,4000.0,1342000.0,,,,,,,,,,,,1.33,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,335.5
2020-07-14,4000.0,1335200.0,3636.36,3.96,1.34,,1335200.0,4000.0,4000.0,1335200.0,,,,,,,,,,,,1.34,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,333.8
2020-07-15,4000.0,1345000.0,3636.36,3.96,1.34,,1345000.0,4000.0,4000.0,1345000.0,,,,,,,,,,,,1.34,,100.0,6.16,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0616,336.25
2020-07-16,4000.0,1345800.0,3636.36,3.96,1.34,,1345800.0,4000.0,4000.0,1345800.0,,,,,,,,,,,,1.34,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,336.45
2020-07-17,4000.0,1346000.0,3636.36,3.96,1.34,,1346000.0,4000.0,4000.0,1346000.0,,,,,,,,,,,,1.35,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,336.5
2020-07-20,4000.0,1350200.0,3636.36,3.96,1.35,,1350200.0,4000.0,4000.0,1350200.0,,,,,,,,,,,,1.35,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,337.55
2020-07-21,4000.0,1350200.0,3636.36,3.96,1.35,,1350200.0,4000.0,4000.0,1350200.0,,,,,,,,,,,,1.35,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,
2020-07-22,4000.0,1345400.0,3636.36,3.96,1.35,,1345400.0,4000.0,4000.0,1345400.0,,,,,,,,,,,,1.35,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,336.35
2020-07-23,4000.0,1350800.0,3636.36,3.96,1.34,,1350800.0,4000.0,4000.0,1350800.0,,,,,,,,,,,,1.35,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,337.7
2020-07-24,4000.0,1328800.0,3636.36,3.96,1.35,,1328800.0,4000.0,4000.0,1328800.0,,,,,,,,,,,,1.34,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,332.2
2020-07-27,4000.0,1318200.0,3636.36,3.96,1.33,,1318200.0,4000.0,4000.0,1318200.0,,,,,,,,,,,,1.32,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,329.55
2020-07-28,4000.0,1322600.0,3636.36,3.96,1.32,,1322600.0,4000.0,4000.0,1322600.0,,,,,,,,,,,,1.32,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,330.65
2020-07-29,4000.0,1326000.0,3636.36,3.96,1.32,,1326000.0,4000.0,4000.0,1326000.0,,,,,,,,,,,,1.33,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,331.5
2020-07-30,4000.0,1321800.0,3636.36,3.96,1.33,,1321800.0,4000.0,4000.0,1321800.0,,,,,,,,,,,,1.31,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,330.45
2020-07-31,4000.0,1321800.0,3636.36,3.96,1.32,,1321800.0,4000.0,4000.0,1321800.0,,,,,,,,,,,,1.3,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,
2020-08-03,4000.0,1321800.0,,3.96,1.32,,1321800.0,4000.0,4000.0,1321800.0,,,,,,,,,,,,1.31,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,
2020-08-04,4000.0,1321800.0,,3.96,1.32,,1321800.0,4000.0,4000.0,1321800.0,,,,,,,,,,,,1.31,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,
2020-08-05,4000.0,1312400.0,,3.96,1.32,,1312400.0,4000.0,4000.0,1312400.0,,,,,,,,,,,,1.32,,100.0,6.14,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,328.1
2020-08-06,4000.0,1312400.0,,3.96,1.31,,1312400.0,2000.0,4000.0,656200.0,,,,0.66,,2000.0,,,,,,0.66,,100.0,3.07,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0614,
2020-08-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.66,,2000.0,,,,,4000.0,0.0,1.33,0.0,0.0,61106.0,20048878.6,19.86,0.0,50.0,0.0,50.0,0.0,
2020-08-10,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20048878.6,19.89,0.0,,0.0,,0.0,
2020-08-11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20348298.0,20.3,0.0,,0.0,,0.0,333.0
2020-08-12,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20586611.4,20.57,0.0,,0.0,,0.0,336.9
2020-08-13,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20504118.3,20.5,0.0,,0.0,,0.0,335.55
2020-08-14,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20314689.7,20.31,0.0,,0.0,,0.0,332.45
2020-08-17,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20281081.4,20.29,0.0,,0.0,,0.0,331.9
2020-08-18,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20192477.7,20.19,0.0,,0.0,,0.0,330.45
2020-08-19,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20342187.4,20.28,0.0,,0.0,,0.0,332.9
2020-08-20,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20122205.8,20.13,0.0,,0.0,,0.0,329.3
2020-08-21,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20076376.3,20.12,0.0,,0.0,,0.0,328.55
2020-08-24,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20400238.1,20.38,0.0,,0.0,,0.0,333.85
2020-08-25,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20357463.9,20.4,0.0,,0.0,,0.0,333.15
2020-08-26,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20510228.9,20.42,0.0,,0.0,,0.0,335.65
2020-08-27,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20479675.9,20.52,0.0,,0.0,,0.0,335.15
2020-08-28,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20375795.7,20.4,0.0,,0.0,,0.0,333.45
2020-08-31,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20164980.0,20.16,0.0,,0.0,,0.0,330.0
2020-09-01,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20048878.6,20.01,0.0,,0.0,,0.0,328.1
2020-09-02,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20363574.5,20.38,0.0,,0.0,,0.0,333.25
2020-09-03,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20250528.4,20.28,0.0,,0.0,,0.0,331.4
2020-09-04,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20039712.7,20.05,0.0,,0.0,,0.0,327.95
2020-09-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20259694.3,20.27,0.0,,0.0,,0.0,331.55
2020-09-08,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20061099.8,20.04,0.0,,0.0,,0.0,328.3
2020-09-09,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20394127.5,20.39,0.0,,0.0,,0.0,333.75
2020-09-10,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20314689.7,20.24,0.0,,0.0,,0.0,332.45
2020-09-11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20317745.0,20.34,0.0,,0.0,,0.0,332.5
2020-09-14,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20363574.5,20.36,0.0,,0.0,,0.0,333.25
2020-09-15,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20470510.0,20.47,0.0,,0.0,,0.0,335.0
2020-09-16,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20531616.0,20.5,0.0,,0.0,,0.0,336.0
2020-09-17,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20415514.6,20.46,0.0,,0.0,,0.0,334.1
2020-09-18,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,20146648.2,20.1,0.0,,0.0,,0.0,329.7
2020-09-21,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,19450039.8,19.5,0.0,,0.0,,0.0,318.3
2020-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,19495869.3,19.5,0.0,,0.0,,0.0,319.05
2020-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,19630302.5,19.6,0.0,,0.0,,0.0,321.25
