,CAPE FP Equity_DX_SI_QTY,CAPE FP Equity_DX_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CAPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CAPE FP Equity_DX_SI_MV,CAPE FP Equity_DX_DSS,CAPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SUPPLY_SI_QTY,CAPE FP Equity_DX_BROKER_SI_QTY,CAPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,CAPE FP Equity_DX_BROKER_SI_MV_INC_x,CAPE FP Equity_DX_BROKER_SI_QTY_ADD,CAPE FP Equity_DX_SUPPLY_SI_MV_DEC,CAPE FP Equity_DX_BROKER_SI_QTY_INC,CAPE FP Equity_DX_SUPPLY_SI_QTY_DEC,CAPE FP Equity_DX_BROKER_SI_MV_INC_y,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,CAPE FP Equity_DX_BROKER_SI_MV_ADD,CAPE FP Equity_DX_SUPPLY_SI_QTY_ADD,CAPE FP Equity_DX_BROKER_SI_QTY_DEC,CAPE FP Equity_DX_SUPPLY_SI_MV,CAPE FP Equity_DX_BROKER_SI_MV_DEC,CAPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CAPE FP Equity_DX_UTILIZATION_QUANTITY,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CAPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CAPE FP Equity_DX_ACTIVE_UTILIZATION_MV,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CAPE FP Equity_DX_BROKER_SI_CON_RATIO,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CAPE FP Equity_DX_DEMAND_SUPPLY_RATIO,CAPE FP Equity_PX_LAST
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.14
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.36
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.88
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.88
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.12
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.21
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.97
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.21
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.13
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.55
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.85
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.18
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.51
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.38
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.89
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.96
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.87
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.38
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.53
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.42
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.45
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.75
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.75
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.33
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.57
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.4
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.88
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.56
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.32
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.84
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.34
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.21
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.73
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.78
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.19
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.41
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.72
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.14
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.44
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.72
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.48
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.21
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.95
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.74
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.34
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.26
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.29
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.85
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.14
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.39
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.14
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.18
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.71
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.25
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.02
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.94
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.57
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.62
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.79
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.81
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.9
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.86
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.08
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.99
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.07
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.83
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.23
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.38
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.94
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.53
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.93
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.86
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.11
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.62
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.88
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.47
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.46
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.75
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.91
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.62
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.05
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.63
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.58
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.22
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.93
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.48
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.22
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.81
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.05
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.03
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.49
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.92
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.08
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.9
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.37
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.28
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.22
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.88
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.52
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.64
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.34
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.37
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.96
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.29
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.46
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.04
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.68
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.67
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.1
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.76
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.18
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.73
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.87
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.87
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.19
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.04
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.63
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.81
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.39
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.92
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.21
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.06
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.51
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.25
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.37
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.93
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.92
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.21
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.35
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.82
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.57
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.85
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.73
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.68
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.15
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.97
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.62
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.97
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.34
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.54
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.37
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.83
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.33
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.79
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.06
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.85
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.09
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.38
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.25
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.51
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.63
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.62
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.95
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.8
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.17
2016-11-02,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26612860.34,26.61,0.0,0.0,0.0,0.0,0.0,275.02
2016-11-03,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26548994.12,26.55,0.0,,0.0,,0.0,274.36
2016-11-04,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26425132.36,26.43,0.0,,0.0,,0.0,273.08
2016-11-07,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26780267.25,26.78,0.0,,0.0,,0.0,276.75
2016-11-08,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26888646.29,26.89,0.0,,0.0,,0.0,277.87
2016-11-09,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27300873.71,27.3,0.0,,0.0,,0.0,282.13
2016-11-10,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27093792.33,27.09,0.0,,0.0,,0.0,279.99
2016-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27004766.69,27.0,0.0,,0.0,,0.0,279.07
2016-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26958318.53,26.96,0.0,,0.0,,0.0,278.59
2016-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26944771.15,26.94,0.0,,0.0,,0.0,278.45
2016-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26878969.59,26.88,0.0,,0.0,,0.0,277.77
2016-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27088953.98,27.09,0.0,,0.0,,0.0,279.94
2016-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26906064.35,26.91,0.0,,0.0,,0.0,278.05
2016-11-21,2600.0,724854.0,86.67,0.69,0.72,0.0,724854.0,0.0,2600.0,0.0,,,2600.0,,,,,,0.72,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0269,278.79
2016-11-22,2600.0,724750.0,86.67,0.69,0.73,0.0,724750.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0269,278.75
2016-11-23,2600.0,724594.0,86.67,0.69,0.72,0.0,724594.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0269,278.69
2016-11-24,2600.0,727402.0,48.66,0.69,0.73,0.0,727402.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0269,279.77
2016-11-25,2600.0,731744.0,42.12,0.69,0.73,0.0,731744.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0269,281.44
2016-11-28,2600.0,728338.0,42.12,0.69,0.72,0.0,728338.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.43,0.5001,50.57,0.0269,280.13
2016-11-29,2600.0,730912.0,42.12,0.69,0.72,0.0,730912.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.5,50.27,0.0269,281.12
2016-11-30,2600.0,730340.0,33.72,0.69,0.73,0.0,730340.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.74,0.5,50.26,0.0269,280.9
2016-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,2600.0,0.0,0.73,0.0,0.0,96767.0,26957350.86,26.96,0.0,,0.0,,0.0,278.58
2016-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,26957350.86,26.96,0.0,,0.0,,0.0,278.58
2016-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27080244.95,27.08,0.0,,0.0,,0.0,279.85
2016-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27295067.69,27.3,0.0,,0.0,,0.0,282.07
2016-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27476021.98,27.48,0.0,,0.0,,0.0,283.94
2016-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,27775999.68,27.78,0.0,,0.0,,0.0,287.04
2016-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28111781.17,28.11,0.0,,0.0,,0.0,290.51
2016-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28047914.95,28.05,0.0,,0.0,,0.0,289.85
2016-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28259834.68,28.26,0.0,,0.0,,0.0,292.04
2016-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28159197.0,28.16,0.0,,0.0,,0.0,291.0
2016-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28220160.21,28.22,0.0,,0.0,,0.0,291.63
2016-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28272414.39,28.27,0.0,,0.0,,0.0,292.17
2016-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28363375.37,28.36,0.0,,0.0,,0.0,293.11
2016-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28467883.73,28.47,0.0,,0.0,,0.0,294.19
2016-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28439821.3,28.44,0.0,,0.0,,0.0,293.9
2016-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28319830.22,28.32,0.0,,0.0,,0.0,292.66
2016-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28374019.74,28.37,0.0,,0.0,,0.0,293.22
2016-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28374019.74,28.37,0.0,,0.0,,0.0,
2016-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28419500.23,28.42,0.0,,0.0,,0.0,293.69
2016-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28548200.34,28.55,0.0,,0.0,,0.0,295.02
2016-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28472722.08,28.47,0.0,,0.0,,0.0,294.24
2016-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28536588.3,28.54,0.0,,0.0,,0.0,294.9
2017-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28791085.51,28.79,0.0,,0.0,,0.0,297.53
2017-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28660450.06,28.66,0.0,,0.0,,0.0,296.18
2017-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96767.0,28493043.15,28.49,0.0,,0.0,,0.0,294.45
2017-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18040935.44,18.04,0.0,,0.0,,0.0,295.24
2017-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17990828.52,17.99,0.0,,0.0,,0.0,294.42
2017-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17981662.62,17.98,0.0,,0.0,,0.0,294.27
2017-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17997550.18,18.0,0.0,,0.0,,0.0,294.53
2017-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18045212.86,18.05,0.0,,0.0,,0.0,295.31
2017-01-12,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17941943.72,17.94,0.0,,0.0,,0.0,293.62
2017-01-13,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18075154.8,18.08,0.0,,0.0,,0.0,295.8
2017-01-16,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18004882.9,18.0,0.0,,0.0,,0.0,294.65
2017-01-17,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,17966997.18,17.97,0.0,,0.0,,0.0,294.03
2017-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18045823.92,18.05,0.0,,0.0,,0.0,295.32
2017-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,61106.0,18006105.02,18.01,0.0,,0.0,,0.0,294.67
