,EUDIV FP Equity_DX_SI_QTY,EUDIV FP Equity_DX_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EUDIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EUDIV FP Equity_DX_SI_MV,EUDIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SUPPLY_SI_QTY,EUDIV FP Equity_DX_BROKER_SI_QTY,EUDIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EUDIV FP Equity_DX_BROKER_SI_QTY_ADD,EUDIV FP Equity_DX_SUPPLY_SI_MV_DEC,EUDIV FP Equity_DX_SUPPLY_SI_QTY_DEC,EUDIV FP Equity_DX_BROKER_SI_MV_ADD,EUDIV FP Equity_DX_SUPPLY_SI_QTY_ADD,EUDIV FP Equity_DX_BROKER_SI_QTY_DEC,EUDIV FP Equity_DX_SUPPLY_SI_MV,EUDIV FP Equity_DX_BROKER_SI_MV_DEC,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EUDIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_MV,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EUDIV FP Equity_DX_BROKER_SI_CON_RATIO,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EUDIV FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4985.28,0.0,0.0,,0.0,,0.0
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4992.0,0.01,0.0,,0.0,,0.0
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5043.84,0.0,0.0,,0.0,,0.0
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5087.04,0.0,0.0,,0.0,,0.0
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5089.92,0.01,0.0,,0.0,,0.0
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5107.2,0.01,0.0,,0.0,,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5099.52,0.01,0.0,,0.0,,0.0
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5069.76,0.01,0.0,,0.0,,0.0
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5047.68,0.01,0.0,,0.0,,0.0
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5036.16,0.01,0.0,,0.0,,0.0
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5034.24,0.01,0.0,,0.0,,0.0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5044.8,0.01,0.0,,0.0,,0.0
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5073.6,0.01,0.0,,0.0,,0.0
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5053.44,0.01,0.0,,0.0,,0.0
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5040.0,0.01,0.0,,0.0,,0.0
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5124.48,0.01,0.0,,0.0,,0.0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5151.36,0.01,0.0,,0.0,,0.0
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5091.84,0.01,0.0,,0.0,,0.0
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5084.16,0.01,0.0,,0.0,,0.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5132.16,0.01,0.0,,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5059.2,0.0,0.0,,0.0,,0.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5027.52,0.0,0.0,,0.0,,0.0
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,75464.48,0.08,0.0,,0.0,,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,75260.64,0.08,0.0,,0.0,,0.0
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,74503.52,0.07,0.0,,0.0,,0.0
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,74649.12,0.07,0.0,,0.0,,0.0
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,75275.2,0.08,0.0,,0.0,,0.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,74241.44,0.07,0.0,,0.0,,0.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,728.0,73557.12,0.07,0.0,,0.0,,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4853.76,0.0,0.0,,0.0,,0.0
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4867.2,0.0,0.0,,0.0,,0.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4904.64,0.0,0.0,,0.0,,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4885.44,0.0,0.0,,0.0,,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4959.36,0.0,0.0,,0.0,,0.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4952.64,0.0,0.0,,0.0,,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4950.72,0.01,0.0,,0.0,,0.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4898.88,0.0,0.0,,0.0,,0.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4909.44,0.0,0.0,,0.0,,0.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4894.08,0.0,0.0,,0.0,,0.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4848.96,0.0,0.0,,0.0,,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4810.56,0.0,0.0,,0.0,,0.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4752.0,0.0,0.0,,0.0,,0.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4751.04,0.0,0.0,,0.0,,0.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4787.04,0.0,0.0,,0.0,,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4803.84,0.0,0.0,,0.0,,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4774.08,0.0,0.0,,0.0,,0.0
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4737.12,0.0,0.0,,0.0,,0.0
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4759.68,0.0,0.0,,0.0,,0.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4800.0,0.0,0.0,,0.0,,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4842.24,0.0,0.0,,0.0,,0.0
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4914.24,0.0,0.0,,0.0,,0.0
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4922.88,0.0,0.0,,0.0,,0.0
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4896.0,0.0,0.0,,0.0,,0.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4899.84,0.0,0.0,,0.0,,0.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4931.52,0.0,0.0,,0.0,,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4970.88,0.0,0.0,,0.0,,0.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4933.44,0.0,0.0,,0.0,,0.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,4956.48,0.0,0.0,,0.0,,0.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5051.52,0.0,0.0,,0.0,,0.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5057.28,0.0,0.0,,0.0,,0.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5055.36,0.01,0.0,,0.0,,0.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5092.8,0.01,0.0,,0.0,,0.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5092.8,0.01,0.0,,0.0,,0.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5083.2,0.01,0.0,,0.0,,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5091.84,0.01,0.0,,0.0,,0.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5106.24,0.01,0.0,,0.0,,0.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5124.48,0.01,0.0,,0.0,,0.0
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5120.64,0.01,0.0,,0.0,,0.0
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5121.6,0.01,0.0,,0.0,,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5135.04,0.01,0.0,,0.0,,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5151.36,0.01,0.0,,0.0,,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5179.2,0.01,0.0,,0.0,,0.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5159.04,0.01,0.0,,0.0,,0.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5184.0,0.01,0.0,,0.0,,0.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5209.92,0.01,0.0,,0.0,,0.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5211.84,0.01,0.0,,0.0,,0.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5243.52,0.01,0.0,,0.0,,0.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5096.64,0.01,0.0,,0.0,,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5088.0,0.01,0.0,,0.0,,0.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5111.04,0.01,0.0,,0.0,,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5120.64,0.0,0.0,,0.0,,0.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5109.12,0.01,0.0,,0.0,,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5096.64,0.01,0.0,,0.0,,0.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5128.32,0.01,0.0,,0.0,,0.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5143.68,0.01,0.0,,0.0,,0.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5147.52,0.01,0.0,,0.0,,0.0
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5161.92,0.01,0.0,,0.0,,0.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5161.92,0.01,0.0,,0.0,,0.0
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5161.92,0.01,0.0,,0.0,,0.0
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5160.96,0.01,0.0,,0.0,,0.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5155.2,0.01,0.0,,0.0,,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5159.04,0.01,0.0,,0.0,,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5159.04,0.01,0.0,,0.0,,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5147.52,0.01,0.0,,0.0,,0.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5100.48,0.01,0.0,,0.0,,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5149.44,0.01,0.0,,0.0,,0.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5152.32,0.01,0.0,,0.0,,0.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5170.56,0.01,0.0,,0.0,,0.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5163.84,0.01,0.0,,0.0,,0.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5151.36,0.01,0.0,,0.0,,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5131.2,0.01,0.0,,0.0,,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5199.36,0.01,0.0,,0.0,,0.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5175.36,0.01,0.0,,0.0,,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5160.0,0.01,0.0,,0.0,,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5108.16,0.01,0.0,,0.0,,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5136.96,0.01,0.0,,0.0,,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5147.52,0.01,0.0,,0.0,,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5182.08,0.01,0.0,,0.0,,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5153.28,0.01,0.0,,0.0,,0.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5217.6,0.01,0.0,,0.0,,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5200.32,0.01,0.0,,0.0,,0.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5248.32,0.01,0.0,,0.0,,0.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5233.92,0.01,0.0,,0.0,,0.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5233.92,0.01,0.0,,0.0,,0.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5251.2,0.01,0.0,,0.0,,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5171.52,0.01,0.0,,0.0,,0.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5162.88,0.01,0.0,,0.0,,0.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5148.48,0.01,0.0,,0.0,,0.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5177.28,0.01,0.0,,0.0,,0.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5158.08,0.01,0.0,,0.0,,0.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5144.64,0.01,0.0,,0.0,,0.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5121.6,0.01,0.0,,0.0,,0.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5140.8,0.01,0.0,,0.0,,0.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5098.56,0.01,0.0,,0.0,,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5113.92,0.01,0.0,,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5158.08,0.01,0.0,,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5179.2,0.01,0.0,,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5177.28,0.01,0.0,,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5207.04,0.01,0.0,,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5210.88,0.01,0.0,,0.0,,0.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5252.16,0.01,0.0,,0.0,,0.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5262.72,0.01,0.0,,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5238.72,0.01,0.0,,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5271.36,0.01,0.0,,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5242.56,0.01,0.0,,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5256.0,0.01,0.0,,0.0,,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5245.44,0.01,0.0,,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5241.6,0.01,0.0,,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5249.28,0.01,0.0,,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5256.96,0.01,0.0,,0.0,,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5256.96,0.01,0.0,,0.0,,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5251.2,0.01,0.0,,0.0,,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5227.2,0.01,0.0,,0.0,,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5267.52,0.01,0.0,,0.0,,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5241.6,0.01,0.0,,0.0,,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5235.84,0.01,0.0,,0.0,,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5238.72,0.01,0.0,,0.0,,0.0
