,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-02-21,405449.0,308141.24,1.02,0.96,0.95,0.33,0.0,275765.24,290600.0,362849.0,220856.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.22,0.3322,50.35,1.0661
2018-02-22,405283.0,474181.11,1.02,0.96,0.95,0.33,0.0,424339.11,290600.0,362683.0,340002.0,,,,,,,,,,,,,,,,,166.0,0.22,0.0,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.23,0.3131,48.36,1.0657
2018-02-23,405283.0,442569.04,1.02,0.61,0.95,0.47,0.0,396049.84,290600.0,362683.0,317335.2,,,,,,,,,,,,,,,,,,0.32,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.94,0.3503,51.96,1.0657
2018-02-26,405283.0,533352.43,1.02,0.35,0.95,0.46,0.0,477290.83,290600.0,362683.0,382429.6,,,,,,,,,,,,,,,,,,0.32,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.88,0.3262,49.7,1.0657
2018-02-27,405283.0,495255.83,1.02,0.27,0.95,0.55,0.0,443198.63,290600.0,362683.0,355113.2,,,,,,,,,,,,,,,,,,0.38,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.21,0.3347,50.63,1.0657
2018-02-28,405283.0,470128.28,1.02,0.25,0.95,0.51,0.0,420712.28,290600.0,362683.0,337096.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.11,0.3352,50.72,1.0657
2018-03-01,405283.0,557669.41,1.02,0.24,0.95,0.49,0.0,499051.81,290600.0,362683.0,399865.6,,,,,,,,,,,,,,,,,,0.34,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.87,0.3215,49.26,1.0657
2018-03-02,604283.0,792819.3,1.51,0.31,1.42,0.84,1.0,736928.1,315600.0,561683.0,414067.2,,,25000.0,0.08,,167000.0,,,32000.0,,,,0.08,25000.0,0.23,,,0.43,,,,100.0,93.01,0.0,0.0,,0.0,100.0,27.39,0.2391,35.0,1.7809
2018-03-05,597308.0,906713.54,1.5,0.27,1.4,0.81,1.0,842046.74,315600.0,554708.0,479080.8,,,,,,,,,,,,,,,,,6975.0,0.41,0.02,,,100.0,93.01,0.0,0.0,,0.0,100.0,27.08,0.2363,35.02,1.7604
2018-03-06,616308.0,905972.76,1.54,0.24,1.45,0.95,1.0,843350.76,315600.0,573708.0,463932.0,,,,0.06,,,,,19000.0,,,,0.06,,,,,0.48,,,,100.0,93.29,0.0,0.0,,0.0,100.0,29.86,0.2437,34.36,1.8217
2018-03-07,616308.0,893646.6,1.54,0.22,1.45,0.92,1.0,831876.6,315600.0,573708.0,457620.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,90.94,0.0,0.0,,0.0,100.0,29.74,0.2434,34.41,1.7759
2018-03-08,571420.0,806845.04,1.43,0.19,1.34,0.84,1.0,746693.84,265600.0,528820.0,375027.2,,,,0.01,,,,0.07,5112.0,50000.0,,,0.01,,,,50000.0,0.39,0.07,,,100.0,85.95,0.0,0.0,,0.0,100.0,31.93,0.2764,37.15,1.8491
2018-03-09,552420.0,728089.56,1.38,0.18,1.3,0.79,1.0,671942.76,265600.0,509820.0,350060.8,,,,,,21000.0,,,,,,,,,0.03,,40000.0,0.38,0.06,,,100.0,85.95,0.0,0.0,,0.0,100.0,26.02,0.2555,38.31,1.7876
2018-03-12,552420.0,728089.56,1.38,0.18,1.3,0.74,1.0,671942.76,265600.0,509820.0,350060.8,,,,,,,,,,,,,,,,,,0.35,,,,100.0,85.95,0.0,0.0,,0.0,100.0,25.92,0.2542,38.21,1.7876
2018-03-13,514312.0,684034.96,1.29,0.17,1.21,0.69,1.0,627376.96,265600.0,471712.0,353248.0,,,,0.01,,,,,7892.0,,,,0.01,,,,46000.0,0.35,0.06,,,100.0,85.95,0.0,0.0,,0.0,100.0,20.32,0.2573,40.93,1.6643
2018-03-14,540218.0,720650.81,1.35,0.18,1.27,0.73,1.0,634474.41,287600.0,475618.0,383658.4,,,,0.02,,,,,12000.0,,,,0.02,,,22000.0,8094.0,0.38,0.01,,,100.0,93.06,0.0,0.0,,0.0,100.0,18.24,0.2626,42.85,1.7481
2018-03-15,582810.0,719187.54,1.46,0.19,1.37,0.79,1.0,666619.14,287600.0,540210.0,354898.4,,,,0.1,,,,,67000.0,,,,0.1,,,,2408.0,0.38,0.01,,,100.0,93.14,0.0,0.0,,0.0,100.0,16.88,0.2966,47.95,1.8874
2018-03-16,582810.0,666734.64,1.46,0.18,1.37,0.75,1.0,618000.24,287600.0,540210.0,329014.4,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.14,0.0,0.0,,0.0,100.0,16.39,0.3066,49.37,1.8874
2018-03-19,486310.0,547585.06,1.22,0.15,1.14,0.57,1.0,499617.46,287600.0,443710.0,323837.6,,,,,,,,,,,,,,,,,96500.0,0.35,0.17,,,100.0,93.06,0.0,0.0,,0.0,100.0,19.72,0.3561,54.83,1.5737
2018-03-20,472310.0,544101.12,1.18,0.14,1.11,0.55,1.0,495025.92,287600.0,429710.0,331315.2,,,,,,,,,,,,,,,,,14000.0,0.32,0.02,,,100.0,93.06,0.0,0.0,,0.0,100.0,20.11,0.3832,57.2,1.5284
2018-03-21,460208.0,593668.32,1.15,0.14,1.08,0.54,1.0,538714.32,287600.0,417608.0,371004.0,,,,,,,,,,,,,,,,,12102.0,0.33,0.01,,,100.0,93.06,0.0,0.0,,0.0,100.0,21.04,0.3925,57.8,1.4892
2018-03-22,468963.0,558065.97,1.18,0.14,1.1,0.58,1.0,496953.52,296355.0,417608.0,352662.45,,,8755.0,,,,,,,,,,,8755.0,,,,0.38,,,,100.0,95.97,0.0,0.0,,0.0,100.0,21.75,0.3777,55.91,1.5187
2018-03-23,465963.0,528402.04,1.17,0.13,1.09,0.58,1.0,470165.47,293355.0,414608.0,332664.57,,,,,,,,0.01,,3000.0,,,,,,,3000.0,0.35,0.0,,,100.0,95.0,0.0,0.0,,0.0,100.0,20.03,0.4084,59.44,1.509
2018-03-26,549208.0,653557.52,1.38,0.16,1.29,0.64,1.0,602863.52,284600.0,506608.0,338674.0,,,,0.08,,,,0.02,92000.0,8755.0,,,0.08,,,,,0.32,,,,100.0,92.09,0.0,0.0,,0.0,100.0,17.3,0.4729,65.88,1.7772
2018-03-27,557932.0,680677.04,1.4,0.15,1.31,0.67,1.0,618061.76,293324.0,506608.0,357855.28,,,8724.0,,,,,,,,,,,8724.0,,,,0.35,,,,100.0,94.92,0.0,0.0,,0.0,100.0,17.6,0.4518,63.95,1.8054
2018-03-28,557932.0,667286.67,1.4,0.15,1.31,0.69,1.0,605903.17,293324.0,506608.0,350815.5,,,,,,,,,,,,,,,,,,0.36,,,,100.0,94.99,0.0,0.0,,0.0,100.0,17.39,0.4579,64.51,1.8069
2018-03-29,560632.0,662667.02,1.41,0.15,1.32,0.69,1.0,602002.06,293324.0,509308.0,346708.97,,,,0.0,,,,,2700.0,,,,0.0,,,,,0.35,,,,100.0,94.99,0.0,0.0,,0.0,100.0,17.01,0.4598,64.77,1.8156
2018-03-30,560632.0,662667.02,1.41,0.15,1.32,0.69,1.0,602002.06,293324.0,509308.0,346708.97,,,,,,,,,,,,,,,,,,0.35,,,,100.0,94.92,0.0,0.0,,0.0,100.0,16.9,0.4618,64.97,1.8142
2018-04-02,560632.0,662667.02,1.41,0.15,1.32,0.68,1.0,602002.06,293324.0,509308.0,346708.97,,,,,,,,,,,,,,,,,,0.35,,,,100.0,94.92,0.0,0.0,,0.0,100.0,17.22,0.4548,64.3,1.8142
2018-04-03,557642.0,639057.73,1.4,0.15,1.31,0.67,1.0,580240.43,293324.0,506318.0,336149.3,,,,,,,,,,,,,,,,,2990.0,0.35,0.0,,,100.0,94.99,0.0,0.0,,0.0,100.0,17.32,0.4607,64.76,1.8059
2018-04-04,552642.0,592432.22,1.38,0.15,1.3,0.65,1.0,537412.9,288324.0,501318.0,309083.33,,,,,,,,0.01,,5000.0,,,,,,,5000.0,0.33,0.01,,,100.0,93.37,0.0,0.0,,0.0,100.0,17.29,0.4729,65.75,1.7897
2018-04-05,552642.0,591326.94,1.38,0.15,1.3,0.62,1.0,536410.26,288324.0,501318.0,308506.68,,,,,,,,,,,,,,,,,,0.31,,,,100.0,93.3,0.0,0.0,,0.0,100.0,16.99,0.4758,66.06,1.7883
2018-04-06,543918.0,584167.93,1.36,0.14,1.28,0.59,1.0,538415.53,279600.0,501318.0,300290.4,,,,,,,,0.01,,8724.0,,,,,,,,0.3,,,,100.0,90.48,0.0,0.0,,0.0,100.0,17.69,0.4791,66.26,1.7601
2018-04-09,543918.0,583080.1,1.36,0.14,1.28,0.59,1.0,537412.9,279600.0,501318.0,299731.2,,,,,,,,,,,,,,,,,,0.3,,,,100.0,87.27,0.0,0.0,,0.0,100.0,17.77,0.4793,66.26,1.6976
2018-04-10,543918.0,583080.1,1.36,0.15,1.28,0.59,1.0,537412.9,279600.0,501318.0,299731.2,,,,,,,,,,,,,,,,,,0.3,,,,100.0,87.27,0.0,0.0,,0.0,100.0,17.76,0.4791,66.24,1.6976
2018-04-11,543918.0,566762.56,1.36,0.18,1.28,0.59,1.0,522373.36,279600.0,501318.0,291343.2,,,,,,,,,,,,,,,,,,0.3,,,,100.0,83.37,0.0,0.0,,0.0,100.0,17.93,0.4767,66.01,1.6219
2018-04-12,543918.0,568938.23,1.36,0.2,1.28,0.58,1.0,524378.63,279600.0,501318.0,292461.6,,,,,,,,,,,,,,,,,,0.29,,,,100.0,81.13,0.0,0.0,,0.0,100.0,17.67,0.4801,66.35,1.5782
2018-04-13,581918.0,613341.57,1.46,0.22,1.37,0.62,1.0,568441.17,317600.0,539318.0,334750.4,,,38000.0,0.04,,,,,38000.0,,,,0.04,38000.0,,,,0.33,,,,100.0,87.32,0.0,0.0,,0.0,100.0,23.0,0.4461,62.1,1.5999
2018-04-16,583918.0,600267.7,1.46,0.22,1.37,0.62,1.0,556474.9,317600.0,541318.0,326492.8,,,,0.0,,,,,2000.0,,,,0.0,,,,,0.33,,,,100.0,87.32,0.0,0.0,,0.0,100.0,23.16,0.4405,61.57,1.6054
2018-04-17,583918.0,643477.64,1.46,0.25,1.37,0.62,1.0,596532.44,317600.0,541318.0,349995.2,,,,,,,,,,,,,,,,,,0.33,,,,100.0,84.55,0.0,0.0,,0.0,100.0,22.49,0.4473,62.39,1.5545
2018-04-18,583918.0,638806.29,1.46,0.28,1.37,0.65,1.0,592201.89,317600.0,541318.0,347454.4,,,,,,,,,,,,,,,,,,0.35,,,,100.0,84.55,0.0,0.0,,0.0,100.0,23.05,0.4419,61.72,1.5545
2018-04-19,583918.0,627127.93,1.46,0.34,1.37,0.65,1.0,581375.53,317600.0,541318.0,341102.4,,,,,,,,,,,,,,,,,,0.35,,,,100.0,84.55,0.0,0.0,,0.0,100.0,23.07,0.4423,61.75,1.5545
2018-04-20,583918.0,607274.72,1.46,0.39,1.37,0.63,1.0,562970.72,317600.0,541318.0,330304.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,81.22,0.0,0.0,,0.0,100.0,23.12,0.4405,61.58,1.4932
2018-04-23,583918.0,611946.06,1.46,0.42,1.37,0.62,1.0,567301.26,317600.0,541318.0,332844.8,,,,,,,,,,,,,,,,,,0.33,,,,100.0,81.22,0.0,0.0,,0.0,100.0,22.83,0.4433,61.93,1.4932
2018-04-24,583918.0,601435.54,1.46,0.44,1.37,0.62,1.0,557557.54,317600.0,541318.0,327128.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,78.48,0.0,0.0,,0.0,100.0,23.08,0.441,61.64,1.4429
2018-04-25,593918.0,608172.03,1.49,0.47,1.39,0.62,1.0,564549.63,327600.0,551318.0,335462.4,,,10000.0,,,10000.0,,,,,,,,10000.0,0.01,,,0.34,,,,100.0,80.95,0.0,0.0,,0.0,100.0,22.59,0.4293,60.79,1.4676
2018-04-26,593918.0,616486.88,1.49,0.48,1.39,0.62,1.0,572268.08,327600.0,551318.0,340048.8,,,,,,,,,,,,,,,,,,0.34,,,,100.0,80.95,0.0,0.0,,0.0,100.0,22.4,0.4307,60.98,1.4676
2018-04-27,593918.0,609359.87,1.49,0.49,1.39,0.63,1.0,565652.27,307610.0,551318.0,315607.86,,,,,,,,0.02,,19990.0,,,,,,,,0.32,,,,100.0,76.01,0.0,0.0,,0.0,100.0,22.63,0.429,60.76,1.4676
2018-04-30,593918.0,546404.56,1.49,0.51,1.39,0.6,1.0,507212.56,327600.0,551318.0,301392.0,,,19990.0,,,,,,,,,,,19990.0,,,,0.34,,,,100.0,77.36,0.0,0.0,,0.0,100.0,23.31,0.4232,60.0,1.4025
2018-05-01,593918.0,546404.56,1.49,0.52,1.39,0.56,1.0,507212.56,327600.0,551318.0,301392.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,77.36,0.0,0.0,,0.0,100.0,22.54,0.4283,60.73,1.4025
2018-05-02,599918.0,538126.45,1.5,0.52,1.41,0.56,1.0,499914.25,327600.0,557318.0,293857.2,,,,0.01,,,,,6000.0,,,,0.01,,,,,0.3,,,,100.0,75.56,0.0,0.0,,0.0,100.0,22.44,0.4201,60.02,1.3838
2018-05-03,599918.0,542325.87,1.5,0.54,1.41,0.55,1.0,503815.47,327600.0,557318.0,296150.4,,,,,,,,,,,,,,,,,,0.29,,,,100.0,75.56,0.0,0.0,,0.0,100.0,22.29,0.4206,60.11,1.3838
2018-05-04,599918.0,526728.0,1.5,0.58,1.41,0.55,1.0,489325.2,327600.0,557318.0,287632.8,,,,,,,,,,,,,,,,,,0.3,,,,100.0,75.56,0.0,0.0,,0.0,100.0,22.55,0.4192,59.9,1.3838
2018-05-07,678718.0,599307.99,1.7,0.66,1.59,0.61,1.0,561692.19,406400.0,636118.0,358851.2,,,78800.0,0.07,,,,,78800.0,,,,0.07,78800.0,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.75,0.3553,53.39,1.5655
2018-05-08,678718.0,597271.84,1.7,0.74,1.59,0.61,1.0,559783.84,406400.0,636118.0,357632.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.82,0.3549,53.34,1.5655
2018-05-09,678718.0,593878.25,1.7,0.79,1.59,0.61,1.0,556603.25,406400.0,636118.0,355600.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.84,0.3546,53.29,1.5655
2018-05-10,678718.0,588448.51,1.7,0.83,1.59,0.6,1.0,551514.31,406400.0,636118.0,352348.8,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.9,0.3539,53.22,1.5655
2018-05-11,678718.0,581661.33,1.7,1.01,1.59,0.6,1.0,545153.13,406400.0,636118.0,348284.8,,,,,,,,,,,,,,,,,,0.35,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.89,0.3543,53.27,1.5655
2018-05-14,678718.0,575552.86,1.7,1.1,1.59,0.59,1.0,539428.06,406400.0,636118.0,344627.2,,,,,,,,,,,,,,,,,,0.35,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.85,0.3543,53.26,1.5655
2018-05-15,678718.0,558584.91,1.7,1.14,1.59,0.58,1.0,523525.11,406400.0,636118.0,334467.2,,,,,,,,,,,,,,,,,,0.35,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.99,0.3547,53.32,1.5655
2018-05-16,678718.0,532793.63,1.7,1.15,1.59,0.56,1.0,499352.63,406400.0,636118.0,319024.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,93.74,0.0,0.0,,0.0,100.0,20.14,0.3541,53.26,1.5655
2018-05-17,677186.0,542425.99,1.7,1.15,1.59,0.55,1.0,508303.39,406400.0,634586.0,325526.4,,,,,,,,,,,,,,,,,1532.0,0.32,0.01,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.42,0.3557,53.49,1.562
2018-05-18,677186.0,531591.01,1.7,1.15,1.59,0.55,1.0,498150.01,406400.0,634586.0,319024.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.74,0.3553,53.44,1.562
2018-05-21,677186.0,530913.82,1.7,1.23,1.59,0.54,1.0,497515.42,406400.0,634586.0,318617.6,,,,,,,,,,,,,,,,,,0.32,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.61,0.356,53.5,1.562
2018-05-22,677186.0,547166.29,1.7,1.27,1.59,0.55,1.0,512745.49,406400.0,634586.0,328371.2,,,,,,,,,,,,,,,,,,0.32,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.41,0.3554,53.41,1.562
2018-05-23,677186.0,621656.75,1.7,1.26,1.59,0.59,1.0,582549.95,406400.0,634586.0,373075.2,,,,,,,,,,,,,,,,,,0.33,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.65,0.3586,53.73,1.562
2018-05-24,677186.0,647389.82,1.7,1.03,1.59,0.64,1.0,606664.22,406400.0,634586.0,388518.4,,,,,,,,,,,,,,,,,,0.37,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.35,0.3571,53.56,1.562
2018-05-25,677186.0,606081.47,1.7,0.92,1.59,0.64,1.0,567954.47,406400.0,634586.0,363728.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,93.74,0.0,0.0,,0.0,100.0,20.17,0.3555,53.4,1.562
2018-05-28,677186.0,569513.43,1.7,0.88,1.59,0.62,1.0,533686.83,406400.0,634586.0,341782.4,,,,,,,,,,,,,,,,,,0.39,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.91,0.3591,53.93,1.562
2018-05-29,677186.0,625042.68,1.7,0.86,1.59,0.6,1.0,585722.88,406400.0,634586.0,375107.2,,,,,,,,,,,,,,,,,,0.34,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.86,0.3573,53.64,1.562
2018-05-30,677186.0,606758.66,1.7,0.83,1.59,0.62,1.0,568589.06,406400.0,634586.0,364134.4,,,,,,,,,,,,,,,,,,0.37,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.89,0.3536,53.22,1.562
2018-05-31,677186.0,614884.89,1.7,0.82,1.59,0.62,1.0,576204.09,406400.0,634586.0,369011.2,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.52,0.3548,53.37,1.562
2018-06-01,724186.0,635111.12,1.81,0.87,1.7,0.66,1.0,597750.92,406400.0,681586.0,356412.8,,,,0.04,,,,,47000.0,,,,0.04,,,,,0.37,,,,100.0,93.74,0.0,0.0,,0.0,100.0,21.12,0.3343,50.04,1.6704
2018-06-04,724186.0,621351.59,1.81,0.87,1.7,0.64,1.0,584800.79,406400.0,681586.0,348691.2,,,,,,,,,,,,,,,,,,0.36,,,,100.0,93.74,0.0,0.0,,0.0,100.0,21.35,0.3343,49.97,1.6704
2018-06-05,724186.0,630766.01,1.81,0.87,1.7,0.63,1.0,593661.41,406400.0,681586.0,353974.4,,,,,,,,,,,,,,,,,,0.35,,,,100.0,93.74,0.0,0.0,,0.0,100.0,21.69,0.3349,50.01,1.6704
2018-06-06,734186.0,648286.24,1.84,0.88,1.72,0.65,1.0,610670.44,406400.0,691586.0,358851.2,,,,0.01,,,,,10000.0,,,,0.01,,,,,0.35,,,,100.0,93.74,0.0,0.0,,0.0,100.0,22.79,0.3322,49.34,1.6935
2018-06-07,748186.0,682345.63,1.88,0.9,1.76,0.68,1.0,643494.43,420400.0,705586.0,383404.8,,,14000.0,0.02,,,,,14000.0,,,,0.02,14000.0,,,,0.37,,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.51,0.3295,48.44,1.7258
2018-06-08,748678.0,692527.15,1.88,0.92,1.76,0.7,1.0,653122.15,420400.0,706078.0,388870.0,,,,0.0,,,,,492.0,,,,0.0,,,,,0.38,,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.14,0.3293,48.53,1.7269
2018-06-11,749178.0,809112.24,1.88,0.89,1.76,0.75,1.0,763104.24,420400.0,706578.0,454032.0,,,,,,500.0,,,,,,,,,0.0,,,0.39,,,,100.0,96.97,0.0,0.0,,0.0,100.0,26.13,0.3317,48.18,1.728
2018-06-12,769178.0,773793.07,1.93,0.8,1.8,0.82,1.0,730937.47,420400.0,726578.0,422922.4,,,,0.01,,,,,20000.0,,,,0.01,,,,,0.45,,,,100.0,96.97,0.0,0.0,,0.0,100.0,25.04,0.3228,47.29,1.7742
2018-06-13,769178.0,783023.2,1.93,0.79,1.8,0.8,1.0,739656.4,420400.0,726578.0,427967.2,,,,,,,,,,,,,,,,,,0.42,,,,100.0,96.97,0.0,0.0,,0.0,100.0,25.61,0.3302,48.17,1.7742
2018-06-14,776178.0,767640.04,1.95,0.81,1.82,0.8,1.0,725508.64,420400.0,733578.0,415775.6,,,,0.01,,,,,7000.0,,,,0.01,,,,,0.43,,,,100.0,96.97,0.0,0.0,,0.0,100.0,25.35,0.3215,46.89,1.7903
2018-06-15,776178.0,774625.64,1.95,0.81,1.82,0.78,1.0,732110.84,420400.0,733578.0,419559.2,,,,,,,,,,,,,,,,,,0.42,,,,100.0,96.97,0.0,0.0,,0.0,100.0,25.81,0.3211,46.69,1.7903
2018-06-18,832664.0,814345.39,2.09,0.87,1.95,0.83,1.0,772682.59,420400.0,790064.0,411151.2,,,,0.06,,,,,56486.0,,,,0.06,,,,,0.42,,,,100.0,96.97,0.0,0.0,,0.0,100.0,23.79,0.3062,43.56,1.9206
2018-06-19,832664.0,789365.47,2.09,0.87,1.95,0.81,1.0,748980.67,420400.0,790064.0,398539.2,,,,,,,,,,,,,,,,,,0.41,,,,100.0,96.97,0.0,0.0,,0.0,100.0,23.9,0.3065,43.66,1.9206
2018-06-20,832664.0,837659.98,2.09,0.85,1.95,0.82,1.0,794804.38,420400.0,790064.0,422922.4,,,,,,,,,,,,,,,,,,0.4,,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.8,0.3077,43.62,1.9206
2018-06-21,832664.0,812680.06,2.09,0.83,1.95,0.84,1.0,771102.46,420400.0,790064.0,410310.4,,,,,,,,,,,,,,,,,,0.42,,,,100.0,96.97,0.0,0.0,,0.0,100.0,23.92,0.3066,43.64,1.9206
2018-06-22,831110.0,794541.16,2.08,0.82,1.95,0.81,1.0,753815.56,420400.0,788510.0,401902.4,,,,,,,,,,,,,,,,,1554.0,0.41,0.01,,,100.0,96.97,0.0,0.0,,0.0,100.0,23.8,0.3064,43.58,1.917
2018-06-25,828464.0,795325.44,2.08,0.81,1.94,0.8,1.0,754429.44,420400.0,785864.0,403584.0,,,,,,,,,,,,,,,,,2646.0,0.4,0.01,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.22,0.3071,43.71,1.9109
2018-06-26,828464.0,801953.15,2.08,0.81,1.94,0.81,1.0,760716.35,420400.0,785864.0,406947.2,,,,,,,,,,,,,,,,,,0.4,,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.26,0.3077,43.8,1.9109
2018-06-27,741141.0,704825.09,1.86,0.72,1.74,0.73,1.0,664312.49,420400.0,698541.0,399800.4,,,,,,,,,,,,,,,,,87323.0,0.41,0.08,,,100.0,96.97,0.0,0.0,,0.0,100.0,24.97,0.3322,48.91,1.7095
2018-06-28,725472.0,668885.18,1.82,0.72,1.7,0.69,1.0,629607.98,420400.0,682872.0,387608.8,,,,,,,,,,,,,,,,,15669.0,0.4,0.02,,,100.0,96.97,0.0,0.0,,0.0,100.0,23.56,0.3352,49.82,1.6734
2018-06-29,689810.0,647041.78,1.73,0.69,1.62,0.65,1.0,607082.98,420400.0,647210.0,394335.2,,,,,,,,,,,,,,,,,35662.0,0.39,0.04,,,100.0,96.97,0.0,0.0,,0.0,100.0,19.24,0.3487,52.48,1.5911
2018-07-02,692810.0,640156.44,1.74,0.69,1.63,0.66,1.0,598022.04,423400.0,647210.0,391221.6,,,,,,,,,,,,,,,,3000.0,,0.39,,,,100.0,96.99,0.0,0.0,,0.0,100.0,19.41,0.3473,52.39,1.587
2018-07-03,692810.0,648470.16,1.74,0.69,1.63,0.65,1.0,605788.56,423400.0,647210.0,396302.4,,,,,,,,,,,,,,,,,,0.39,,,,100.0,96.99,0.0,0.0,,0.0,100.0,19.21,0.3458,52.19,1.587
2018-07-04,690370.0,634450.03,1.73,0.71,1.62,0.65,1.0,592543.63,423400.0,644770.0,389104.6,,,,,,,,,,,,,,,,,2440.0,0.39,0.0,,,100.0,92.14,0.0,0.0,,0.0,100.0,19.29,0.346,52.24,1.5024
2018-07-05,690370.0,604073.75,1.73,0.8,1.62,0.63,1.0,564173.75,423400.0,644770.0,370475.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,87.72,0.0,0.0,,0.0,100.0,19.47,0.3461,52.29,1.4304
2018-07-06,640370.0,553279.68,1.6,0.81,1.5,0.57,1.0,513881.28,423400.0,594770.0,365817.6,,,,,,,,,,,,,,,,,50000.0,0.39,0.04,,,100.0,83.8,0.0,0.0,,0.0,100.0,20.58,0.3766,56.14,1.2674
