,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-10-04,454007.0,317804.9,1.14,0.99,1.07,0.33,0.0,287984.9,315600.0,411407.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.3,0.3273,50.35,1.268
2017-10-05,454007.0,317804.9,1.14,1.11,1.07,0.33,0.0,287984.9,315600.0,411407.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.15,0.3276,50.41,1.268
2017-10-06,454007.0,326885.04,1.14,1.18,1.07,0.33,0.0,296213.04,315600.0,411407.0,227232.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.07,0.3267,50.29,1.268
2017-10-09,454007.0,322344.97,1.14,1.3,1.07,0.33,1.0,292098.97,315600.0,411407.0,224076.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.52,0.3235,49.81,1.268
2017-10-10,454007.0,322344.97,1.14,1.34,1.07,0.33,1.0,292098.97,315600.0,411407.0,224076.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.28,0.3262,50.21,1.268
2017-10-11,454007.0,326885.04,1.14,1.86,1.07,0.33,1.0,296213.04,315600.0,411407.0,227232.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.26,0.3251,50.05,1.268
2017-10-12,454007.0,322344.97,1.14,1.95,1.07,0.33,1.0,292098.97,315600.0,411407.0,224076.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.26,0.3277,50.39,1.268
2017-10-13,456007.0,314644.83,1.14,2.1,1.07,0.33,1.0,285250.83,315600.0,413407.0,217764.0,,,,0.0,,,,,2000.0,,,,0.0,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.2,0.3302,50.75,1.2735
2017-10-16,455476.0,318833.2,1.14,2.04,1.07,0.32,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,531.0,0.22,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.95,0.3278,50.49,1.2721
2017-10-17,455476.0,323387.96,1.14,2.08,1.07,0.33,1.0,293141.96,315600.0,412876.0,224076.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.96,0.328,50.51,1.2721
2017-10-18,455476.0,314278.44,1.14,2.19,1.07,0.33,1.0,284884.44,315600.0,412876.0,217764.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.21,0.3295,50.66,1.2721
2017-10-19,455476.0,318833.2,1.14,2.34,1.07,0.32,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.02,0.3279,50.46,1.2721
2017-10-20,455476.0,314278.44,1.14,2.34,1.07,0.33,1.0,284884.44,315600.0,412876.0,217764.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.08,0.3287,50.58,1.2721
2017-10-23,455476.0,314278.44,1.14,2.37,1.07,0.32,1.0,284884.44,315600.0,412876.0,217764.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.0,0.3295,50.69,1.2721
2017-10-24,455476.0,323387.96,1.14,2.41,1.07,0.32,1.0,293141.96,315600.0,412876.0,224076.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.89,0.3285,50.56,1.2721
2017-10-25,455476.0,318833.2,1.14,1.95,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.18,0.3285,50.53,1.2721
2017-10-26,455476.0,318833.2,1.14,1.9,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.89,0.3297,50.73,1.2721
2017-10-27,455476.0,323387.96,1.14,1.89,1.07,0.33,1.0,293141.96,315600.0,412876.0,224076.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.95,0.3284,50.56,1.2721
2017-10-30,455476.0,327942.72,1.14,1.94,1.07,0.33,1.0,297270.72,315600.0,412876.0,227232.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.04,0.3282,50.49,1.2721
2017-10-31,455476.0,323387.96,1.14,1.94,1.07,0.33,1.0,293141.96,315600.0,412876.0,224076.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.16,0.3285,50.53,1.2721
2017-11-01,455476.0,327942.72,1.14,1.93,1.07,0.33,1.0,297270.72,315600.0,412876.0,227232.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.98,0.328,50.49,1.2721
2017-11-02,455476.0,323387.96,1.14,2.14,1.07,0.33,1.0,293141.96,315600.0,412876.0,224076.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.16,0.3281,50.49,1.2721
2017-11-03,455476.0,318833.2,1.14,2.13,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.02,0.3283,50.53,1.2721
2017-11-06,455476.0,318833.2,1.14,2.11,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.99,0.3282,50.56,1.2721
2017-11-07,455476.0,318833.2,1.14,2.11,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.0,0.3295,50.69,1.2721
2017-11-08,455476.0,318833.2,1.14,2.23,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.01,0.3294,50.67,1.2721
2017-11-09,455476.0,318833.2,1.14,2.27,1.07,0.33,1.0,289013.2,315600.0,412876.0,220920.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.05,0.3289,50.59,1.2721
2017-11-10,455476.0,314278.44,1.14,2.29,1.07,0.33,1.0,284884.44,315600.0,412876.0,217764.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.12,0.3291,50.62,1.2721
2017-11-13,454141.0,295191.65,1.14,2.28,1.07,0.32,1.0,267501.65,315600.0,411541.0,205140.0,,,,,,,,,,,,,,,,,1335.0,0.22,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,21.05,0.3315,50.98,1.2683
2017-11-14,454141.0,299733.06,1.14,2.2,1.07,0.3,1.0,271617.06,315600.0,411541.0,208296.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.87,0.3269,50.4,1.2683
2017-11-15,452581.0,294177.65,1.13,2.14,1.06,0.3,1.0,266487.65,315600.0,409981.0,205140.0,,,,,,,,,,,,,,,,,1560.0,0.21,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.84,0.3265,50.37,1.264
2017-11-16,452581.0,298703.46,1.13,2.17,1.06,0.3,1.0,270587.46,315600.0,409981.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.36,0.3318,51.12,1.264
2017-11-17,452581.0,303229.27,1.13,2.18,1.06,0.3,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.64,0.3272,50.48,1.264
2017-11-20,452581.0,303229.27,1.13,2.23,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.42,0.332,51.14,1.264
2017-11-21,452581.0,303229.27,1.13,2.21,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.55,0.3302,50.89,1.264
2017-11-22,452581.0,303229.27,1.13,2.24,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.64,0.3294,50.78,1.264
2017-11-23,452581.0,303229.27,1.13,2.3,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.66,0.3285,50.65,1.264
2017-11-24,452581.0,303229.27,1.13,2.2,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.62,0.33,50.85,1.264
2017-11-27,452581.0,303229.27,1.13,2.29,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.54,0.3297,50.83,1.264
2017-11-28,452581.0,298703.46,1.13,2.3,1.06,0.31,1.0,270587.46,315600.0,409981.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.55,0.3309,50.99,1.264
2017-11-29,452581.0,303229.27,1.13,2.29,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.43,0.3306,50.96,1.264
2017-11-30,452581.0,298703.46,1.13,2.29,1.06,0.31,1.0,270587.46,315600.0,409981.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.65,0.331,50.97,1.264
2017-12-01,452581.0,303229.27,1.13,2.28,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.45,0.3289,50.74,1.264
2017-12-04,452581.0,303229.27,1.13,2.27,1.06,0.31,1.0,274687.27,315600.0,409981.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.55,0.3307,50.94,1.264
2017-12-05,449945.0,301463.15,1.13,2.26,1.06,0.31,1.0,272921.15,315600.0,407345.0,211452.0,,,,,,,,,,,,,,,,,2636.0,0.21,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.06,0.3325,51.28,1.2566
2017-12-06,449945.0,292464.25,1.13,3.09,1.06,0.31,1.0,264774.25,315600.0,407345.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.1,0.3344,51.55,1.2566
2017-12-07,449945.0,292464.25,1.13,3.13,1.06,0.3,1.0,264774.25,315600.0,407345.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.05,0.3317,51.21,1.2566
2017-12-08,447612.0,286471.68,1.12,3.27,1.05,0.3,1.0,259207.68,315600.0,405012.0,201984.0,,,,,,,,,,,,,,,,,2333.0,0.21,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.73,0.3344,51.62,1.2501
2017-12-11,447612.0,286471.68,1.12,3.35,1.05,0.29,1.0,259207.68,315600.0,405012.0,201984.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.61,0.3336,51.54,1.2501
2017-12-12,447612.0,304376.16,1.12,3.4,1.05,0.3,1.0,275408.16,315600.0,405012.0,214608.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.35,0.3321,51.34,1.2501
2017-12-13,447612.0,295423.92,1.12,2.91,1.05,0.31,1.0,267307.92,315600.0,405012.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.94,0.3333,51.43,1.2501
2017-12-14,447612.0,290947.8,1.12,2.92,1.05,0.31,1.0,263257.8,315600.0,405012.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.52,0.3376,52.04,1.2501
2017-12-15,447612.0,290947.8,1.12,2.92,1.05,0.3,1.0,263257.8,315600.0,405012.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,19.61,0.3333,51.5,1.2501
2017-12-18,452612.0,294197.8,1.13,2.96,1.06,0.3,1.0,266507.8,315600.0,410012.0,205140.0,,,,0.0,,,,,5000.0,,,,0.0,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.52,0.3302,50.91,1.2641
2017-12-19,452612.0,303250.04,1.13,2.98,1.06,0.3,1.0,274708.04,315600.0,410012.0,211452.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.46,0.3288,50.7,1.2641
2017-12-20,452612.0,298723.92,1.13,2.95,1.06,0.31,1.0,270607.92,315600.0,410012.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.62,0.3314,51.02,1.2641
2017-12-21,452612.0,294197.8,1.13,2.94,1.06,0.31,1.0,266507.8,315600.0,410012.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.59,0.3316,51.06,1.2641
2017-12-22,452612.0,298723.92,1.13,2.96,1.06,0.3,1.0,270607.92,315600.0,410012.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.52,0.3288,50.72,1.2641
2017-12-25,452612.0,298723.92,1.13,3.07,1.06,0.3,1.0,270607.92,315600.0,410012.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.76,0.3277,50.53,1.2641
2017-12-26,452612.0,298723.92,1.13,3.07,1.06,0.31,1.0,270607.92,315600.0,410012.0,208296.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.49,0.3308,50.98,1.2641
2017-12-27,452612.0,294197.8,1.13,3.07,1.06,0.31,1.0,266507.8,315600.0,410012.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.59,0.3312,51.01,1.2641
2017-12-28,450981.0,297647.46,1.13,3.22,1.06,0.3,1.0,269531.46,315600.0,408381.0,208296.0,,,,,,,,,,,,,,,,,1631.0,0.2,0.0,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.21,0.3308,51.03,1.2595
2017-12-29,451981.0,293787.65,1.13,3.3,1.06,0.3,1.0,266097.65,315600.0,409381.0,205140.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.58,0.3299,50.86,1.2623
2018-01-01,451981.0,293787.65,1.13,3.43,1.06,0.3,1.0,266097.65,315600.0,409381.0,205140.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,88.14,0.0,0.0,,0.0,100.0,20.33,0.3311,51.06,1.2623
2018-01-02,471981.0,309619.54,1.18,3.58,1.11,0.31,1.0,268553.94,335600.0,409381.0,220153.6,,20000.0,,,0.01,,,,,,,20000.0,,,,,,0.22,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.54,0.3132,48.91,1.2433
2018-01-03,472431.0,327394.68,1.18,3.61,1.11,0.32,1.0,284012.88,335600.0,409831.0,232570.8,,,,0.0,,,,,450.0,,,,0.0,,,,,0.22,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.48,0.3105,48.54,1.2445
2018-01-04,472431.0,328339.55,1.18,3.13,1.11,0.33,1.0,284832.55,335600.0,409831.0,233242.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.7,0.3125,48.77,1.2445
2018-01-05,473431.0,348445.22,1.19,3.07,1.11,0.34,1.0,302371.62,335600.0,410831.0,247001.6,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.23,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.57,0.3119,48.68,1.2471
2018-01-08,473431.0,352232.66,1.19,2.37,1.11,0.36,1.0,305658.26,335600.0,410831.0,249686.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.71,0.3135,48.91,1.2471
2018-01-09,473431.0,364541.87,1.19,2.24,1.11,0.36,1.0,316339.87,335600.0,410831.0,258412.0,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.68,0.3116,48.65,1.2471
2018-01-10,473431.0,355546.68,1.19,2.24,1.11,0.37,1.0,308534.08,335600.0,410831.0,252035.6,,,,,,,,,,,,,,,,,,0.26,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.94,0.3127,48.77,1.2471
2018-01-11,473431.0,351285.8,1.19,2.16,1.11,0.36,1.0,304836.6,335600.0,410831.0,249015.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.93,0.3122,48.71,1.2471
2018-01-12,473431.0,345131.2,1.19,2.17,1.11,0.36,1.0,299495.8,335600.0,410831.0,244652.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,20.06,0.3106,48.48,1.2471
2018-01-15,473431.0,349392.08,1.19,2.08,1.11,0.35,1.0,303193.28,335600.0,410831.0,247672.8,,,,,,,,,,,,,,,,,,0.24,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.82,0.3109,48.55,1.2471
2018-01-16,473431.0,351285.8,1.19,2.07,1.11,0.36,1.0,304836.6,335600.0,410831.0,249015.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.78,0.3127,48.8,1.2471
2018-01-17,473431.0,341343.75,1.19,2.09,1.11,0.36,1.0,296209.15,335600.0,410831.0,241967.6,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.87,0.3136,48.91,1.2471
2018-01-18,473431.0,356493.54,1.19,2.1,1.11,0.36,1.0,309355.74,335600.0,410831.0,252706.8,,,,,,,,,,,,,,,,,,0.24,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.42,0.3153,49.2,1.2471
2018-01-19,473431.0,350338.94,1.19,1.98,1.11,0.36,1.0,304014.94,335600.0,410831.0,248344.0,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,20.23,0.3065,47.86,1.2471
2018-01-22,473431.0,347498.35,1.19,1.97,1.11,0.36,1.0,301549.95,335600.0,410831.0,246330.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,88.4,0.0,0.0,,0.0,100.0,19.81,0.312,48.69,1.2471
2018-01-23,426449.0,315145.81,1.07,1.79,1.0,0.32,1.0,283664.41,315600.0,383849.0,233228.4,,,,,,,,0.01,,20000.0,,,,,,,26982.0,0.23,0.02,,,100.0,83.13,0.0,0.0,,0.0,100.0,21.94,0.3076,47.57,1.1233
2018-01-24,426449.0,313440.02,1.07,1.77,1.0,0.32,1.0,282129.02,315600.0,383849.0,231966.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,83.13,0.0,0.0,,0.0,100.0,22.11,0.3086,47.68,1.1233
2018-01-25,426449.0,307469.73,1.07,1.79,1.0,0.32,1.0,276755.13,315600.0,383849.0,227547.6,,,,,,,,,,,,,,,,,,0.23,,,,100.0,83.13,0.0,0.0,,0.0,100.0,22.05,0.3096,47.85,1.1233
2018-01-26,426449.0,308322.63,1.07,1.78,1.0,0.32,1.0,277522.83,315600.0,383849.0,228178.8,,,,,,,,,,,,,,,,,,0.23,,,,100.0,83.13,0.0,0.0,,0.0,100.0,21.91,0.3091,47.81,1.1233
2018-01-29,426449.0,362481.65,1.07,1.96,1.0,0.33,1.0,326271.65,315600.0,383849.0,268260.0,,,,,,,,,,,,,,,,,,0.23,,,,100.0,83.13,0.0,0.0,,0.0,100.0,21.36,0.3022,46.72,1.1233
2018-01-30,426449.0,335615.36,1.07,1.34,1.0,0.34,1.0,302089.16,315600.0,383849.0,248377.2,,,,,,,,,,,,,,,,,,0.27,,,,100.0,83.13,0.0,0.0,,0.0,100.0,23.95,0.2902,44.47,1.1233
2018-01-31,438449.0,340674.87,1.1,1.23,1.03,0.35,1.0,307574.67,315600.0,395849.0,245221.2,,,,,,12000.0,,,,,,,,,0.01,,,0.25,,,,100.0,82.99,0.0,0.0,,0.0,100.0,21.44,0.2942,46.57,1.1529
2018-02-01,438449.0,340674.87,1.1,1.17,1.03,0.35,1.0,307574.67,315600.0,395849.0,245221.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,82.99,0.0,0.0,,0.0,100.0,21.42,0.2919,46.32,1.1529
2018-02-02,438449.0,343744.02,1.1,1.15,1.03,0.35,1.0,310345.62,315600.0,395849.0,247430.4,,,,,,,,,,,,,,,,,,0.25,,,,100.0,82.99,0.0,0.0,,0.0,100.0,21.35,0.2923,46.35,1.1529
2018-02-05,438449.0,331467.44,1.1,1.08,1.03,0.35,1.0,299261.84,315600.0,395849.0,238593.6,,,,,,,,,,,,,,,,,,0.25,,,,100.0,82.99,0.0,0.0,,0.0,100.0,21.4,0.2957,46.84,1.1529
2018-02-06,438449.0,316560.18,1.1,1.04,1.03,0.34,1.0,285802.98,315600.0,395849.0,227863.2,,,,,,,,,,,,,,,,,,0.24,,,,100.0,82.99,0.0,0.0,,0.0,100.0,21.49,0.2956,46.84,1.1529
2018-02-07,394949.0,291077.41,0.99,0.9,0.93,0.3,0.0,259681.21,290600.0,352349.0,214172.2,,,,0.0,,,,0.02,1500.0,25000.0,,,0.0,,,,45000.0,0.21,0.03,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.25,0.3502,52.72,1.0385
2018-02-08,402449.0,297812.26,1.01,0.91,0.94,0.3,0.0,266288.26,290600.0,359849.0,215044.0,,,,0.01,,,,,7500.0,,,,0.01,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.62,0.3306,50.41,1.0582
2018-02-09,402449.0,288555.93,1.01,0.91,0.94,0.31,0.0,258011.73,290600.0,359849.0,208360.2,,,,,,,,,,,,,,,,,,0.22,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.61,0.3332,50.72,1.0582
2018-02-12,402449.0,296202.46,1.01,0.89,0.94,0.3,0.0,264848.86,290600.0,359849.0,213881.6,,,,,,,,,,,,,,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.69,0.3286,50.15,1.0582
2018-02-13,402449.0,296202.46,1.01,0.89,0.94,0.3,0.0,264848.86,290600.0,359849.0,213881.6,,,,,,,,,,,,,,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.72,0.3299,50.29,1.0582
2018-02-14,402449.0,293787.77,1.01,0.89,0.94,0.3,0.0,262689.77,290600.0,359849.0,212138.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.74,0.3315,50.45,1.0582
2018-02-15,402449.0,295800.02,1.01,0.92,0.94,0.3,0.0,264489.02,290600.0,359849.0,213591.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,23.65,0.3312,50.46,1.0582
2018-02-16,405449.0,300032.26,1.02,0.94,0.95,0.31,0.0,268508.26,290600.0,362849.0,215044.0,,,,0.0,,,,,3000.0,,,,0.0,,,,,0.21,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.06,0.3308,50.26,1.0661
2018-02-19,405449.0,314222.97,1.02,1.04,0.95,0.31,0.0,281207.97,290600.0,362849.0,225215.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.08,0.3284,49.97,1.0661
2018-02-20,405449.0,318682.91,1.02,0.95,0.95,0.32,0.0,285199.31,290600.0,362849.0,228411.6,,,,,,,,,,,,,,,,,,0.23,,,,100.0,76.41,0.0,0.0,,0.0,100.0,24.64,0.3236,49.16,1.0661
