,ALVIN FP Equity_DX_SI_QTY,ALVIN FP Equity_DX_SHORT_INTEREST_VALUE,ALVIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIN FP Equity_DX_SI_MV,ALVIN FP Equity_DX_DSS,ALVIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIN FP Equity_DX_SUPPLY_SI_QTY,ALVIN FP Equity_DX_BROKER_SI_QTY,ALVIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIN FP Equity_DX_BROKER_SI_QTY_ADD,ALVIN FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIN FP Equity_DX_BROKER_SI_MV_ADD,ALVIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIN FP Equity_DX_BROKER_SI_QTY_DEC,ALVIN FP Equity_DX_SUPPLY_SI_MV,ALVIN FP Equity_DX_BROKER_SI_MV_DEC,ALVIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIN FP Equity_DX_UTILIZATION_QUANTITY,ALVIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIN FP Equity_DX_BROKER_SI_CON_RATIO,ALVIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIN FP Equity_PX_LAST
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,61297.28,0.06,0.0,0.0,,0.0,3.52
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60949.0,0.06,0.0,0.0,,0.0,3.5
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60600.72,0.06,0.0,0.0,,0.0,3.48
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,60252.44,0.06,0.0,0.0,,0.0,3.46
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17414.0,61645.56,0.06,0.0,0.0,,0.0,3.54
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17400.0,61248.0,0.06,0.0,0.0,,0.0,3.52
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17422.0,60280.12,0.06,0.0,0.0,,0.0,3.46
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17422.0,60977.0,0.06,0.0,0.0,,0.0,3.5
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17422.0,60977.0,0.06,0.0,0.0,,0.0,3.5
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21722.0,75592.56,0.08,0.0,0.0,,0.0,3.48
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21722.0,76461.44,0.08,0.0,0.0,,0.0,3.52
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21722.0,75592.56,0.08,0.0,0.0,,0.0,3.48
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21700.0,75082.0,0.08,0.0,0.0,,0.0,3.46
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,21700.0,74648.0,0.08,0.0,0.0,,0.0,3.44
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23222.0,79883.68,0.08,0.0,0.0,,0.0,3.44
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23222.0,79883.68,0.08,0.0,0.0,,0.0,3.44
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,81603.68,0.08,0.0,0.0,,0.0,3.44
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,81603.68,0.08,0.0,0.0,,0.0,3.44
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,82552.56,0.08,0.0,0.0,,0.0,3.48
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,82552.56,0.08,0.0,0.0,,0.0,3.48
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,82078.12,0.08,0.0,0.0,,0.0,3.46
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,82078.12,0.08,0.0,0.0,,0.0,3.46
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23722.0,82078.12,0.08,0.0,0.0,,0.0,3.46
