,GOAI FP Equity_DX_SI_QTY,GOAI FP Equity_DX_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GOAI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GOAI FP Equity_DX_SI_MV,GOAI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY,GOAI FP Equity_DX_BROKER_SI_QTY,GOAI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_x,GOAI FP Equity_DX_BROKER_SI_MV_INC_x,GOAI FP Equity_DX_SUPPLY_SI_MV_NEW,GOAI FP Equity_DX_BROKER_SI_QTY_ADD,GOAI FP Equity_DX_SUPPLY_SI_MV_DEC,GOAI FP Equity_DX_BROKER_SI_QTY_INC,GOAI FP Equity_DX_SUPPLY_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GOAI FP Equity_DX_BROKER_SI_MV_INC_y,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_y,GOAI FP Equity_DX_BROKER_SI_MV_ADD,GOAI FP Equity_DX_SUPPLY_SI_QTY_ADD,GOAI FP Equity_DX_BROKER_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV,GOAI FP Equity_DX_BROKER_SI_MV_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV_RMV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GOAI FP Equity_DX_UTILIZATION_QUANTITY,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GOAI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_MV,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GOAI FP Equity_DX_BROKER_SI_CON_RATIO,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GOAI FP Equity_DX_DEMAND_SUPPLY_RATIO,GOAI FP Equity_PX_LAST
2022-05-19,8200.0,604676.2,11.83,0.17,0.61,353956.8,3400.0,4800.0,250719.4,,,,,,0.08,,1100.0,,,,,,1100.0,0.25,0.08,,100.0,33.32,0.0,0.0,,0.0,100.0,24.43,0.4325,58.67,0.8036,73.741
2022-05-20,7200.0,528703.2,9.13,0.15,0.53,279037.8,3400.0,3800.0,249665.4,,,,,,,,,,,,,,1000.0,0.25,0.08,,100.0,33.32,0.0,0.0,,0.0,100.0,27.91,0.3938,52.78,0.7056,73.431
2022-05-23,6200.0,457932.0,7.66,0.13,0.46,280668.0,2400.0,3800.0,177264.0,,,,,,0.07,,1000.0,,,,,,,0.18,,,100.0,26.08,0.0,0.0,,0.0,100.0,32.22,0.3586,45.09,0.6736,73.86
2022-05-24,6200.0,444354.0,6.36,0.13,0.45,272346.0,2400.0,3800.0,172008.0,,,,,,,,,,,,,,,0.17,,,100.0,26.08,0.0,0.0,,0.0,100.0,32.48,0.3608,45.46,0.6736,71.67
2022-05-25,4800.0,350428.8,4.83,0.1,0.34,277422.8,1000.0,3800.0,73006.0,,,,,,0.1,,1400.0,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,41.66,0.5139,58.34,0.5215,73.006
2022-05-26,2000.0,148986.0,1.94,0.04,0.15,74493.0,1000.0,1000.0,74493.0,,,,,,,,,,,,,,2800.0,0.07,0.2,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,74.493
2022-05-27,2000.0,152238.0,2.08,0.04,0.15,76119.0,1000.0,1000.0,76119.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.119
2022-05-30,2000.0,153602.0,1.75,0.04,0.15,76801.0,1000.0,1000.0,76801.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.801
2022-05-31,2000.0,151780.0,1.75,0.04,0.15,75890.0,1000.0,1000.0,75890.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,75.89
2022-06-01,2000.0,151606.0,1.78,0.04,0.15,75803.0,1000.0,1000.0,75803.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,75.803
2022-06-02,2000.0,152728.0,1.76,0.04,0.15,76364.0,1000.0,1000.0,76364.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.364
2022-06-03,2000.0,151658.0,1.73,0.04,0.15,75829.0,1000.0,1000.0,75829.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,75.829
2022-06-06,2000.0,152884.0,1.73,0.04,0.15,76442.0,1000.0,1000.0,76442.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.442
2022-06-07,2000.0,152266.0,1.76,0.04,0.15,76133.0,1000.0,1000.0,76133.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.133
2022-06-08,2000.0,152530.0,1.75,0.04,0.15,76265.0,1000.0,1000.0,76265.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,76.265
2022-06-09,2000.0,151024.0,1.75,0.04,0.15,75512.0,1000.0,1000.0,75512.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,75.512
2022-06-10,2000.0,146198.0,1.72,0.04,0.15,73099.0,1000.0,1000.0,73099.0,,,,,,,,,,,,,,,0.08,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,73.099
2022-06-13,2000.0,141356.0,1.64,0.04,0.14,70678.0,1000.0,1000.0,70678.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,70.678
2022-06-14,2000.0,140922.0,1.45,0.04,0.14,70461.0,1000.0,1000.0,70461.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,70.461
2022-06-15,2000.0,142042.0,1.47,0.04,0.14,71021.0,1000.0,1000.0,71021.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,71.021
2022-06-16,2000.0,136774.0,1.27,0.04,0.14,68387.0,1000.0,1000.0,68387.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,68.387
2022-06-17,2000.0,137690.0,1.22,0.04,0.14,68845.0,1000.0,1000.0,68845.0,,,,,,,,,,,,,,,0.07,,,100.0,10.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2173,68.845
2022-06-20,2000.0,138476.0,1.25,0.04,0.14,69238.0,1000.0,1000.0,69238.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,69.238
2022-06-21,2000.0,139856.0,1.36,0.04,0.14,69928.0,1000.0,1000.0,69928.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,69.928
2022-06-22,2000.0,139112.0,1.31,0.04,0.14,69556.0,1000.0,1000.0,69556.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,69.556
2022-06-23,2000.0,139672.0,1.33,0.04,0.14,69836.0,1000.0,1000.0,69836.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,69.836
2022-06-24,2000.0,143326.0,1.33,0.04,0.14,71663.0,1000.0,1000.0,71663.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,71.663
2022-06-27,2000.0,143666.0,1.35,0.04,0.14,71833.0,1000.0,1000.0,71833.0,,,,,,,,,,,,,,,0.07,,,100.0,10.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2181,71.833
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.07,,1000.0,,,,,,1000.0,0.0,0.07,,0.0,0.0,8569.0,612717.78,,0.58,0.0,,0.0,,0.0,71.504
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8569.0,601569.51,,0.58,0.0,,0.0,,0.0,70.203
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8569.0,594731.44,,0.57,0.0,,0.0,,0.0,69.405
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8569.0,595211.31,,0.57,0.0,,0.0,,0.0,69.461
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8569.0,596410.97,,0.57,0.0,,0.0,,0.0,69.601
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8569.0,599127.34,,0.57,0.0,,0.0,,0.0,69.918
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,581387.73,,0.55,0.0,,0.0,,0.0,71.17
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,597815.59,,0.56,0.0,,0.0,,0.0,73.181
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,602382.06,,0.56,0.0,,0.0,,0.0,73.74
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,593894.47,,0.56,0.0,,0.0,,0.0,72.701
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,593698.41,,0.56,0.0,,0.0,,0.0,72.677
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,584263.22,,0.55,0.0,,0.0,,0.0,71.522
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,578683.79,,0.55,0.0,,0.0,,0.0,70.839
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,589025.75,,0.55,0.0,,0.0,,0.0,72.105
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,596304.32,,0.56,0.0,,0.0,,0.0,72.996
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,599106.29,,0.56,0.0,,0.0,,0.0,73.339
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,614774.43,,0.57,0.0,,0.0,,0.0,75.257
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,619357.24,,0.58,0.0,,0.0,,0.0,75.818
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,616767.67,,0.58,0.0,,0.0,,0.0,75.501
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,613467.39,,0.58,0.0,,0.0,,0.0,75.097
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,609391.06,,0.57,0.0,,0.0,,0.0,74.598
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,616555.28,,0.58,0.0,,0.0,,0.0,75.475
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,625720.89,,0.58,0.0,,0.0,,0.0,76.597
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,628865.96,,0.59,0.0,,0.0,,0.0,76.982
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8169.0,631488.21,,0.59,0.0,,0.0,,0.0,77.303
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,609498.4,,0.56,0.0,,0.0,,0.0,77.653
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,620447.75,,0.57,0.0,,0.0,,0.0,79.048
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,616436.91,,0.57,0.0,,0.0,,0.0,78.537
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,618030.26,,0.57,0.0,,0.0,,0.0,78.74
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,623712.94,,0.57,0.0,,0.0,,0.0,79.464
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,609788.81,,0.57,0.0,,0.0,,0.0,77.69
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,619914.02,,0.57,0.0,,0.0,,0.0,78.98
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,623414.67,,0.58,0.0,,0.0,,0.0,79.426
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,629536.89,,0.58,0.0,,0.0,,0.0,80.206
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7849.0,635400.1,,0.58,0.0,,0.0,,0.0,80.953
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7789.0,633269.07,,0.59,0.0,,0.0,,0.0,81.303
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7789.0,624070.26,,0.59,0.0,,0.0,,0.0,80.122
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,625732.11,,0.58,0.0,,0.0,,0.0,80.959
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,616024.49,,0.58,0.0,,0.0,,0.0,79.703
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,610498.25,,0.58,0.0,,0.0,,0.0,78.988
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,607615.34,,0.57,0.0,,0.0,,0.0,78.615
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,610536.9,,0.57,0.0,,0.0,,0.0,78.993
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,614409.13,,0.58,0.0,,0.0,,0.0,79.494
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,603689.0,,0.57,0.0,,0.0,,0.0,78.107
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,592574.7,,0.56,0.0,,0.0,,0.0,76.669
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,587450.37,,0.56,0.0,,0.0,,0.0,76.006
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,582573.38,,0.55,0.0,,0.0,,0.0,75.375
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,575022.14,,0.55,0.0,,0.0,,0.0,74.398
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,582774.33,,0.55,0.0,,0.0,,0.0,75.401
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,580285.59,,0.55,0.0,,0.0,,0.0,75.079
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,576676.15,,0.55,0.0,,0.0,,0.0,74.612
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,574210.6,,0.55,0.0,,0.0,,0.0,74.293
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,584242.84,,0.55,0.0,,0.0,,0.0,75.591
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,590835.68,,0.56,0.0,,0.0,,0.0,76.444
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,594135.96,,0.56,0.0,,0.0,,0.0,76.871
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,583392.65,,0.56,0.0,,0.0,,0.0,75.481
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,578662.5,,0.55,0.0,,0.0,,0.0,74.869
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,575470.42,,0.55,0.0,,0.0,,0.0,74.456
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,563737.8,,0.54,0.0,,0.0,,0.0,72.938
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,562903.07,,0.54,0.0,,0.0,,0.0,72.83
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,562578.45,,0.54,0.0,,0.0,,0.0,72.788
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7729.0,569449.53,,0.54,0.0,,0.0,,0.0,73.677
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,571313.55,,0.55,0.0,,0.0,,0.0,71.692
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,562930.16,,0.54,0.0,,0.0,,0.0,70.64
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,565719.31,,0.54,0.0,,0.0,,0.0,70.99
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,565974.32,,0.54,0.0,,0.0,,0.0,71.022
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,568014.38,,0.55,0.0,,0.0,,0.0,71.278
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7969.0,554100.51,,0.54,0.0,,0.0,,0.0,69.532
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8005.0,562383.27,,0.54,0.0,,0.0,,0.0,70.254
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8005.0,560878.33,,0.54,0.0,,0.0,,0.0,70.066
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8005.0,575135.24,,0.54,0.0,,0.0,,0.0,71.847
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8005.0,574262.69,,0.55,0.0,,0.0,,0.0,71.738
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8302.0,603679.93,,0.57,0.0,,0.0,,0.0,72.715
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8302.0,589566.53,,0.57,0.0,,0.0,,0.0,71.015
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8302.0,584253.25,,0.57,0.0,,0.0,,0.0,70.375
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8302.0,578300.72,,0.56,0.0,,0.0,,0.0,69.658
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,492350.98,,0.47,0.0,,0.0,,0.0,69.131
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,493219.87,,0.46,0.0,,0.0,,0.0,69.253
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,493675.67,,0.46,0.0,,0.0,,0.0,69.317
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,500377.48,,0.47,0.0,,0.0,,0.0,70.258
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,501267.73,,0.47,0.0,,0.0,,0.0,70.383
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,502556.81,,0.47,0.0,,0.0,,0.0,70.564
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7122.0,505612.15,,0.47,0.0,,0.0,,0.0,70.993
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7142.0,503653.84,,0.47,0.0,,0.0,,0.0,70.52
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,499039.5,,0.46,0.0,,0.0,,0.0,71.068
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,507030.53,,0.47,0.0,,0.0,,0.0,72.206
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,510506.42,,0.48,0.0,,0.0,,0.0,72.701
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,508828.16,,0.48,0.0,,0.0,,0.0,72.462
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,511608.88,,0.48,0.0,,0.0,,0.0,72.858
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7022.0,516692.8,,0.48,0.0,,0.0,,0.0,73.582
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7072.0,523023.9,,0.49,0.0,,0.0,,0.0,73.957
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7070.0,517863.36,,0.49,0.0,,0.0,,0.0,73.248
