,ALNSE FP Equity_DX_SI_QTY,ALNSE FP Equity_DX_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSE FP Equity_DX_SI_MV,ALNSE FP Equity_DX_DSS,ALNSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SUPPLY_SI_QTY,ALNSE FP Equity_DX_BROKER_SI_QTY,ALNSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_x,ALNSE FP Equity_DX_BROKER_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_NEW,ALNSE FP Equity_DX_SUPPLY_SI_MV_DEC,ALNSE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_y,ALNSE FP Equity_DX_BROKER_SI_MV_ADD,ALNSE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_DEC,ALNSE FP Equity_DX_SUPPLY_SI_MV,ALNSE FP Equity_DX_BROKER_SI_MV_DEC,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNSE FP Equity_DX_BROKER_SI_CON_RATIO,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNSE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSE FP Equity_PX_LAST
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2007-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2007-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35
2007-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24
2007-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01
2007-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2007-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2007-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95
2008-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2008-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76
2008-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2008-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79
2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2008-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97
2008-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04
2008-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2008-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2008-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15
2008-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38
2008-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2008-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2008-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19
2008-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2008-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2008-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2008-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2008-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2008-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2008-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43
2008-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2008-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
2008-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49
2008-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2008-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15
2008-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2008-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11
2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2008-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2008-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2008-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2008-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2008-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59
2008-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59
2008-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2008-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2008-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2008-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94
2008-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68
2008-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02
2008-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2008-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2008-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2008-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2008-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2008-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2008-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43
2008-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41
2008-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2008-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25
2008-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2008-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59
2008-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55
2008-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66
2008-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2008-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11
2008-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67
2008-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2008-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2008-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2008-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2008-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2008-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2008-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2008-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2008-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2008-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2009-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2009-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2009-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2009-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2009-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39
2009-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2009-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2009-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39
2009-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2009-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2009-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2009-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2009-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2009-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2009-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45
