,ALNSE FP Equity_DX_SI_QTY,ALNSE FP Equity_DX_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSE FP Equity_DX_SI_MV,ALNSE FP Equity_DX_DSS,ALNSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SUPPLY_SI_QTY,ALNSE FP Equity_DX_BROKER_SI_QTY,ALNSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_x,ALNSE FP Equity_DX_BROKER_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_NEW,ALNSE FP Equity_DX_SUPPLY_SI_MV_DEC,ALNSE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_y,ALNSE FP Equity_DX_BROKER_SI_MV_ADD,ALNSE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_DEC,ALNSE FP Equity_DX_SUPPLY_SI_MV,ALNSE FP Equity_DX_BROKER_SI_MV_DEC,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNSE FP Equity_DX_BROKER_SI_CON_RATIO,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNSE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSE FP Equity_PX_LAST
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
