,GDS FP Equity_DX_SI_QTY,GDS FP Equity_DX_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GDS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GDS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GDS FP Equity_DX_SI_MV,GDS FP Equity_DX_DSS,GDS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY,GDS FP Equity_DX_BROKER_SI_QTY,GDS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GDS FP Equity_DX_BROKER_SI_MV_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_x,GDS FP Equity_DX_BROKER_SI_MV_INC_x,GDS FP Equity_DX_SUPPLY_SI_MV_NEW,GDS FP Equity_DX_BROKER_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_NEW,GDS FP Equity_DX_SUPPLY_SI_MV_DEC,GDS FP Equity_DX_BROKER_SI_QTY_INC,GDS FP Equity_DX_SUPPLY_SI_QTY_DEC,GDS FP Equity_DX_BROKER_SI_MV_NEW_y,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GDS FP Equity_DX_BROKER_SI_MV_INC_y,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_y,GDS FP Equity_DX_BROKER_SI_MV_ADD,GDS FP Equity_DX_SUPPLY_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_DEC,GDS FP Equity_DX_SUPPLY_SI_MV,GDS FP Equity_DX_BROKER_SI_MV_DEC,GDS FP Equity_DX_SUPPLY_SI_MV_RMV,GDS FP Equity_DX_BROKER_SI_MV_RMV,GDS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GDS FP Equity_DX_UTILIZATION_QUANTITY,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GDS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GDS FP Equity_DX_ACTIVE_UTILIZATION_MV,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GDS FP Equity_DX_BROKER_SI_CON_RATIO,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GDS FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-06-07,100.0,1340.0,0.0,0.1,0.0,0.0,0.0,1340.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-08,100.0,1370.0,0.0,0.1,0.0,0.0,0.0,1370.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-09,100.0,1350.0,0.0,0.09,0.0,0.0,0.0,1350.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-10,100.0,1350.0,0.0,0.09,0.0,0.0,0.0,1350.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-13,100.0,1338.0,0.0,0.1,0.0,0.0,0.0,1338.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-14,100.0,1338.0,0.0,0.1,0.0,0.0,0.0,1338.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-15,100.0,1369.0,0.0,0.1,0.0,0.0,0.0,1369.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-16,100.0,1350.0,0.0,0.1,0.0,0.0,0.0,1350.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-17,100.0,1332.0,0.0,0.09,0.0,0.0,0.0,1332.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-20,100.0,1350.0,0.0,0.1,0.0,0.0,0.0,1350.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-21,100.0,1350.0,0.0,0.24,0.0,0.0,0.0,1350.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-22,100.0,1325.0,0.0,0.24,0.0,0.0,0.0,1325.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-23,100.0,1325.0,0.0,0.25,0.0,0.0,0.0,1325.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-24,100.0,1324.0,0.0,0.24,0.0,0.0,0.0,1324.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-27,100.0,1369.0,0.0,0.24,0.0,0.0,0.0,1369.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-28,100.0,1369.0,0.0,0.23,0.0,0.0,0.0,1369.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-29,100.0,1325.0,0.0,0.24,0.0,0.0,0.0,1325.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-06-30,100.0,1346.0,0.0,0.24,0.0,0.0,0.0,1346.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,3433.0,45143.95,,0.05,0.0,,0.0,,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,47032.1,,0.05,0.0,,0.0,,0.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,47032.1,,0.05,0.0,,0.0,,0.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,47032.1,,0.05,0.0,,0.0,,0.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46997.77,,0.05,0.0,,0.0,,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45246.94,,0.05,0.0,,0.0,,0.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46173.85,,0.05,0.0,,0.0,,0.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46860.45,,0.05,0.0,,0.0,,0.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46860.45,,0.05,0.0,,0.0,,0.0
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46860.45,,0.05,0.0,,0.0,,0.0
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,47375.4,,0.05,0.0,,0.0,,0.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46688.8,,0.05,0.0,,0.0,,0.0
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46997.77,,0.05,0.0,,0.0,,0.0
2016-07-20,2000.0,26560.0,0.01,2.35,0.0,0.03,0.0,0.0,2000.0,0.0,26560.0,,,,,,,,,,,,,,,,2000.0,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-07-21,2000.0,26660.0,0.01,2.67,0.0,0.03,0.0,0.0,2000.0,0.0,26660.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.03,,2000.0,,,,,,,,0.0,,,,0.0,0.0,3433.0,46894.78,,0.05,0.0,,0.0,100.0,0.0
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46002.2,,0.05,0.0,,0.0,,0.0
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46036.53,,0.05,0.0,,0.0,,0.0
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46036.53,,0.05,0.0,,0.0,,0.0
2016-07-28,2000.0,27000.0,0.01,2.42,0.0,0.03,0.0,0.0,2000.0,0.0,27000.0,,,,,,,,,,,,,,,,2000.0,,0.03,,,,58.26,58.26,1433.0,19345.5,,0.02,57.58,,1.0,100.0,0.5826
2016-07-29,2000.0,26900.0,0.01,2.52,0.0,0.03,0.0,0.0,2000.0,0.0,26900.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-01,2000.0,26880.0,0.01,2.55,0.0,0.03,0.0,0.0,2000.0,0.0,26880.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-02,2000.0,26680.0,0.01,2.56,0.0,0.03,0.0,0.0,2000.0,0.0,26680.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-03,2000.0,27320.0,0.01,2.56,0.0,0.03,0.0,0.0,2000.0,0.0,27320.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-04,2000.0,26920.0,0.01,2.53,0.0,0.03,0.0,0.0,2000.0,0.0,26920.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-05,2000.0,26440.0,0.01,2.5,0.0,0.03,0.0,0.0,2000.0,0.0,26440.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-08,2000.0,26360.0,0.01,2.52,0.0,0.03,0.0,0.0,2000.0,0.0,26360.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-09,2000.0,27100.0,0.01,2.57,0.0,0.03,0.0,0.0,2000.0,0.0,27100.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-10,2000.0,26840.0,0.01,2.49,0.0,0.03,0.0,0.0,2000.0,0.0,26840.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-11,2000.0,26840.0,0.01,2.49,0.0,0.03,0.0,0.0,2000.0,0.0,26840.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-12,2000.0,26600.0,0.01,2.52,0.0,0.03,0.0,0.0,2000.0,0.0,26600.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-15,2000.0,26600.0,0.01,3.01,0.0,0.03,0.0,0.0,2000.0,0.0,26600.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-16,2000.0,26540.0,0.01,3.65,0.0,0.03,0.0,0.0,2000.0,0.0,26540.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-17,2000.0,26200.0,0.01,3.34,0.0,0.03,0.0,0.0,2000.0,0.0,26200.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-18,2000.0,26260.0,0.01,1.77,0.0,0.03,0.0,0.0,2000.0,0.0,26260.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-19,2000.0,26260.0,0.01,1.69,0.0,0.03,0.0,0.0,2000.0,0.0,26260.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-22,2000.0,26120.0,0.01,1.18,0.0,0.03,0.0,0.0,2000.0,0.0,26120.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-23,2000.0,26540.0,0.01,1.16,0.0,0.03,0.0,0.0,2000.0,0.0,26540.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-24,2000.0,26500.0,0.01,1.2,0.0,0.03,0.0,0.0,2000.0,0.0,26500.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-25,2000.0,26080.0,0.01,1.2,0.0,0.03,0.0,0.0,2000.0,0.0,26080.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,58.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5826
2016-08-26,936.0,12214.8,0.0,0.56,0.0,0.01,0.0,0.0,936.0,0.0,12214.8,,,,,,,,0.01,,1064.0,,,,,,,,0.01,,,,100.0,27.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2726
2016-08-29,936.0,12214.8,0.0,0.61,0.0,0.01,0.0,0.0,936.0,0.0,12214.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,27.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2726
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.01,,936.0,,,,,,,,0.0,,,,0.0,0.0,3433.0,47032.1,,0.05,0.0,,0.0,100.0,0.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46551.48,,0.05,0.0,,0.0,,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46208.18,,0.05,0.0,,0.0,,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,46276.84,,0.05,0.0,,0.0,,0.0
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45487.25,,0.05,0.0,,0.0,,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45521.58,,0.05,0.0,,0.0,,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45967.87,,0.05,0.0,,0.0,,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45967.87,,0.05,0.0,,0.0,,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45109.62,,0.05,0.0,,0.0,,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45624.57,,0.05,0.0,,0.0,,0.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,45658.9,,0.05,0.0,,0.0,,0.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3433.0,44834.98,,0.04,0.0,,0.0,,0.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3013.0,39319.65,,0.04,0.0,,0.0,,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2985.0,38954.25,,0.04,0.0,,0.0,,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2985.0,38954.25,,0.04,0.0,,0.0,,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1492.0,19440.76,,0.02,0.0,,0.0,,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1457.0,18999.28,,0.02,0.0,,0.0,,0.0
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138194.0,2708602.4,,2.71,0.0,,0.0,,0.0
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138836.0,2735069.2,,2.74,0.0,,0.0,,0.0
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,139251.0,2743244.7,,2.74,0.0,,0.0,,0.0
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,139399.0,2746160.3,,2.75,0.0,,0.0,,0.0
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140146.0,2760876.2,,2.76,0.0,,0.0,,0.0
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140246.0,2762846.2,,2.76,0.0,,0.0,,0.0
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140246.0,2762846.2,,2.76,0.0,,0.0,,0.0
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2665605.0,,2.67,0.0,,0.0,,0.0
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2665605.0,,2.66,0.0,,0.0,,0.0
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2833959.0,,2.83,0.0,,0.0,,0.0
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2862018.0,,2.86,0.0,,0.0,,0.0
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2833959.0,,2.83,0.0,,0.0,,0.0
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2777841.0,,2.78,0.0,,0.0,,0.0
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140295.0,2791870.5,,2.79,0.0,,0.0,,0.0
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2801820.5,,2.8,0.0,,0.0,,0.0
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2801820.5,,2.7,0.0,,0.0,,0.0
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2815900.0,,2.82,0.0,,0.0,,0.0
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2773661.5,,2.77,0.0,,0.0,,0.0
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2773661.5,,2.77,0.0,,0.0,,0.0
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,140795.0,2745502.5,,2.77,0.0,,0.0,,0.0
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142064.0,2770248.0,,2.71,0.0,,0.0,,0.0
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2800630.8,,2.8,0.0,,0.0,,0.0
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2644250.4,,2.64,0.0,,0.0,,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2772198.0,,2.77,0.0,,0.0,,0.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2814847.2,,2.81,0.0,,0.0,,0.0
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2772198.0,,2.77,0.0,,0.0,,0.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2829063.6,,2.83,0.0,,0.0,,0.0
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2829063.6,,2.7,0.0,,0.0,,0.0
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2829063.6,,2.7,0.0,,0.0,,0.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2786414.4,,2.79,0.0,,0.0,,0.0
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142164.0,2786414.4,,2.67,0.0,,0.0,,0.0
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142216.0,2787433.6,,2.67,0.0,,0.0,,0.0
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142216.0,2787433.6,,2.67,0.0,,0.0,,0.0
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142216.0,2801655.2,,2.8,0.0,,0.0,,0.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,142216.0,2787433.6,,2.79,0.0,,0.0,,0.0
