,GDS FP Equity_DX_SI_QTY,GDS FP Equity_DX_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GDS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GDS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GDS FP Equity_DX_SI_MV,GDS FP Equity_DX_DSS,GDS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY,GDS FP Equity_DX_BROKER_SI_QTY,GDS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GDS FP Equity_DX_BROKER_SI_MV_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_x,GDS FP Equity_DX_BROKER_SI_MV_INC_x,GDS FP Equity_DX_SUPPLY_SI_MV_NEW,GDS FP Equity_DX_BROKER_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_NEW,GDS FP Equity_DX_SUPPLY_SI_MV_DEC,GDS FP Equity_DX_BROKER_SI_QTY_INC,GDS FP Equity_DX_SUPPLY_SI_QTY_DEC,GDS FP Equity_DX_BROKER_SI_MV_NEW_y,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GDS FP Equity_DX_BROKER_SI_MV_INC_y,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_y,GDS FP Equity_DX_BROKER_SI_MV_ADD,GDS FP Equity_DX_SUPPLY_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_DEC,GDS FP Equity_DX_SUPPLY_SI_MV,GDS FP Equity_DX_BROKER_SI_MV_DEC,GDS FP Equity_DX_SUPPLY_SI_MV_RMV,GDS FP Equity_DX_BROKER_SI_MV_RMV,GDS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GDS FP Equity_DX_UTILIZATION_QUANTITY,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GDS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GDS FP Equity_DX_ACTIVE_UTILIZATION_MV,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GDS FP Equity_DX_BROKER_SI_CON_RATIO,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GDS FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-09-18,319795.0,3388754.95,5.36,11.08,0.58,9.16,0.0,3325175.07,6000.0,313795.0,63579.89,,,,0.01,,,,,201.0,,,,0.01,,,,,0.17,,,,12.37,12.37,42492.0,450272.75,,1.17,12.5,8.61,0.6765,81.6,6.5948
2007-09-19,322250.0,3439604.41,5.4,10.97,0.59,9.21,0.0,3396909.56,6000.0,318250.0,64042.29,0.05,,,0.06,,,2000.0,,2619.0,,0.05,,0.06,,,,165.0,0.17,0.01,,,12.25,12.25,42967.0,458617.48,,1.19,12.2,8.47,0.6809,81.89,6.581
2007-09-20,324956.0,3453461.55,5.45,11.24,0.59,9.27,0.0,3410951.65,6000.0,320956.0,63764.85,,,,0.07,,,,,2706.0,,,,0.07,,,,,0.16,,,,15.4,15.4,32952.0,350196.53,,0.91,15.33,8.47,0.6691,81.15,8.3425
2007-09-21,325724.0,3509318.04,5.46,11.48,0.6,9.32,0.0,3466222.44,6000.0,321724.0,64643.4,,,,0.04,,,,,769.0,,,,0.04,,,,,0.17,,,,15.4,15.4,32952.0,355021.58,,0.92,15.24,8.4,0.6703,81.23,8.3622
2007-09-24,325729.0,3520668.17,5.46,10.82,0.6,9.33,0.0,3477423.04,6000.0,321728.0,64851.48,,,,0.0,,,,,4.0,,,,0.0,,,,,0.17,,,,5.29,5.29,107470.0,1161598.16,,3.01,5.28,8.5,0.6686,81.11,2.8706
2007-09-25,272209.0,2952682.04,4.56,8.82,0.5,7.79,0.0,2952671.19,2000.0,272208.0,21694.23,,,,0.02,,,,0.11,480.0,4000.0,,,0.02,,,,50000.0,0.06,1.44,,,3.85,3.85,49887.0,541129.97,,1.4,3.83,10.38,0.6344,78.68,5.2462
2007-09-26,272456.0,2918616.11,4.57,8.54,0.5,7.81,0.0,2918616.11,2000.0,272456.0,21424.5,,,,0.01,,,,,248.0,,,,0.01,,,,,0.06,,,,1.63,1.63,120640.0,1292325.54,,3.39,1.64,10.39,0.6317,78.5,2.2216
2007-09-27,272276.0,2936622.1,4.56,8.52,0.5,7.8,0.0,2936622.1,2000.0,272276.0,21570.92,,,,,,,,,,,,,,,,,180.0,0.06,0.01,,,1.24,1.24,159810.0,1723624.48,,4.45,1.23,10.28,0.6338,78.65,1.6827
2007-09-28,272380.0,2941942.06,4.57,8.75,0.5,7.8,0.0,2941942.06,2000.0,272380.0,21601.75,,,,0.0,,,,,104.0,,,,0.0,,,,,0.06,,,,1.24,1.24,159810.0,1726087.68,,4.45,1.23,10.35,0.633,78.59,1.6833
2007-10-01,272394.0,2980929.33,4.57,8.98,0.5,7.81,0.0,2980929.33,2000.0,272394.0,21886.89,,,,0.0,,,,,14.0,,,,0.0,,,,,0.06,,,,1.24,1.24,159810.0,1748872.28,,4.46,1.23,10.35,0.6323,78.54,1.6834
2007-10-02,272439.0,3034961.4,4.57,8.95,0.5,7.82,0.0,3034961.4,2000.0,272439.0,22279.93,,,,0.0,,,,,45.0,,,,0.0,,,,,0.06,,,,1.24,1.24,159810.0,1780278.08,,4.48,1.23,10.46,0.6302,78.39,1.6837
2007-10-03,275347.0,3091759.46,4.62,9.11,0.5,7.92,0.0,3091759.46,2000.0,275347.0,22457.19,,,,0.09,,,,,2908.0,,,,0.09,,,,,0.06,,,,1.24,1.24,159810.0,1794441.49,,4.48,1.23,10.51,0.6152,77.37,1.7017
2007-10-04,269971.0,3032434.83,4.52,8.93,0.49,7.78,0.0,3032434.83,2000.0,269971.0,22464.89,,,,0.0,,,,,104.0,,,,0.0,,,,5480.0,0.06,0.15,,,1.24,1.24,159810.0,1795057.29,,4.49,1.23,10.78,0.6076,76.83,1.6684
2007-10-05,272480.0,3135163.8,4.57,8.96,0.5,7.87,0.0,3135163.8,2000.0,272480.0,23012.07,,,,0.08,,,,,2524.0,,,,0.08,,,,14.0,0.06,0.0,,,1.24,1.24,159810.0,1838779.09,,4.49,1.23,10.66,0.5964,76.05,1.684
2007-10-08,272430.0,3117792.31,4.57,8.91,0.5,7.88,0.0,3117792.31,2000.0,272430.0,22888.76,,,,,,,,,,,,,,,,,51.0,0.06,0.0,,,1.24,1.24,159810.0,1828926.29,,4.54,1.22,10.89,0.5932,75.81,1.6836
2007-10-09,534200.0,5971554.7,8.95,17.41,0.98,15.55,0.0,5971554.7,2000.0,534200.0,22357.0,,,,7.66,,,,,261866.0,,,,7.66,,,,96.0,0.06,0.0,,,1.24,1.24,159810.0,1786436.09,,4.52,1.22,5.5,0.7742,87.72,3.3014
2007-10-10,535141.0,6083115.24,8.97,17.43,0.98,15.56,0.0,6083115.24,2000.0,535141.0,22734.63,,,,0.03,,,,,1000.0,,,,0.03,,,,58.0,0.06,0.0,,,1.24,1.24,159810.0,1816610.29,,4.51,1.22,5.37,0.7733,87.68,3.3072
2007-10-11,535419.0,5871708.36,8.97,17.58,0.98,15.57,0.0,5871708.36,2000.0,535419.0,21933.13,,,,0.01,,,,,278.0,,,,0.01,,,,,0.06,,,,1.24,1.24,159810.0,1752567.08,,4.46,1.23,5.45,0.7725,87.63,3.3089
2007-10-12,534850.0,5865468.39,8.96,18.03,0.98,15.53,0.0,5865468.39,0.0,534850.0,0.0,,,,,,,,,,,,,,,,,569.0,0.0,0.02,0.06,,0.0,0.0,25952.0,284604.35,2000.0,0.74,0.0,5.29,0.7763,87.85,20.6092
2007-10-15,536307.0,5972375.57,8.99,19.4,0.98,15.56,0.0,5916294.11,8036.0,531271.0,89489.81,,8036.0,,0.0,0.23,,,,11.0,,,8036.0,0.0,,,,3590.0,0.23,0.1,,,20.63,20.63,30916.0,344284.08,,0.89,20.38,5.33,0.7881,88.52,13.7684
2007-10-16,538931.0,5939296.42,9.03,19.97,0.98,15.63,0.0,5857744.62,10400.0,531531.0,114613.34,,,2364.0,0.01,,,,,260.0,,,,0.01,2364.0,,,,0.3,,,,26.7,26.7,28552.0,314657.7,,0.81,27.2,5.41,0.7856,88.38,13.8358
2007-10-17,538756.0,5978887.89,9.03,20.7,0.98,15.63,0.0,5896765.8,10400.0,531356.0,115414.83,,,,,,,,,,,,,,,,,175.0,0.3,0.01,,,12.46,12.46,73094.0,811166.52,,2.1,12.4,5.35,0.7867,88.44,6.4526
2007-10-18,538921.0,5980718.99,9.03,21.98,0.98,15.58,0.0,5898596.9,10400.0,531521.0,115414.83,,,,0.0,,,,,165.0,,,,0.0,,,,,0.3,,,,12.52,12.52,72694.0,806727.49,,2.1,12.44,5.41,0.7857,88.38,6.4857
2007-10-19,541239.0,6048154.59,9.07,23.27,0.99,15.69,0.0,5965462.21,10400.0,533839.0,116216.33,,,,0.07,,,,,2364.0,,,,0.07,,,,46.0,0.3,0.0,,,12.55,12.55,72481.0,809949.57,,2.09,12.51,5.37,0.7793,88.01,6.5303
2007-10-22,541359.0,6059925.71,9.07,26.09,0.99,15.69,0.0,5977090.76,10400.0,533959.0,116416.7,,,,0.0,,,,,120.0,,,,0.0,,,,,0.3,,,,8.21,8.21,116327.0,1302154.35,,3.37,8.27,5.41,0.7777,87.91,4.2719
2007-10-23,526940.0,6036592.76,8.83,27.03,0.96,15.26,0.0,5951818.81,10400.0,519540.0,119141.77,,,,0.0,,,,,43.0,,,,0.0,,,,14463.0,0.3,0.43,,,12.7,12.7,71502.0,819122.59,,2.1,12.53,5.57,0.7716,87.55,6.4338
2007-10-24,527305.0,5992009.1,8.84,28.29,0.96,15.29,0.0,5907908.14,10400.0,519904.0,118179.98,,,,0.01,,,,,365.0,,,,0.01,,,,,0.3,,,,12.7,12.7,71507.0,812566.91,,2.09,12.55,5.68,0.7686,87.37,6.4379
2007-10-25,524225.0,5886309.29,8.79,30.31,0.96,15.21,0.0,5803217.7,10400.0,516825.0,116777.37,,,,,,,,,,,,,,,,,3079.0,0.3,0.08,,,12.7,12.7,71502.0,802866.87,,2.08,12.58,5.67,0.7674,87.29,6.4006
2007-10-26,521113.0,5823253.65,8.73,31.35,0.95,15.1,0.0,5740561.27,10400.0,513713.0,116216.33,,,,,,,,,,,,,,,,,3113.0,0.3,0.1,,,12.7,12.7,71502.0,799009.59,,2.07,12.59,5.64,0.7781,87.93,6.3626
2007-10-29,521039.0,6059339.26,8.73,34.12,0.95,15.09,0.0,5973282.15,10400.0,513639.0,120945.13,,,,,,,,,,,,,,,,,73.0,0.3,0.0,,,26.65,26.65,28630.0,332947.98,,0.86,25.94,5.62,0.7792,87.99,13.3497
2007-10-30,511640.0,5855402.34,8.58,32.15,0.93,14.87,0.0,5770713.93,10400.0,504240.0,119021.55,,,,0.02,,,,,613.0,,,,0.02,,,,10012.0,0.31,0.29,,,26.65,26.65,28630.0,327652.59,,0.85,26.89,5.94,0.7699,87.43,13.1089
2007-10-31,499883.0,5811382.75,8.38,32.3,0.91,14.48,0.0,5725354.16,10400.0,492483.0,120905.05,,,,,,,,,,,,,,,,,11757.0,0.31,0.38,,,26.65,26.65,28630.0,332837.66,,0.86,26.3,6.0,0.765,87.14,12.8077
2007-11-01,500130.0,5862433.35,8.38,33.09,0.91,14.5,0.0,5775691.89,10400.0,492730.0,121906.92,,,,0.01,,,,,247.0,,,,0.01,,,,,0.31,,,,26.64,26.64,28635.0,335654.29,,0.87,26.62,6.08,0.7632,87.04,12.8123
2007-11-02,500257.0,5846573.14,8.38,34.98,0.91,14.52,0.0,5760088.31,10400.0,492857.0,121546.25,,,,0.0,,,,,127.0,,,,0.0,,,,,0.31,,,,28.01,28.01,26730.0,312397.23,,0.81,27.9,6.13,0.7615,86.93,13.4731
2007-11-05,500207.0,5732268.59,8.38,41.35,0.91,14.52,0.0,5647466.13,10400.0,492807.0,119181.85,,,,,,,,,,,,,,,,,50.0,0.32,0.0,,,13.09,13.09,69060.0,791413.29,,2.08,13.19,6.11,0.762,86.96,6.2951
2007-11-06,498401.0,5678923.68,8.35,47.08,0.91,14.44,0.0,5594605.96,10400.0,491001.0,118500.58,,,,,,,,,,,,,,,,,1806.0,0.31,0.07,,,13.17,13.17,68552.0,781101.11,,2.04,13.12,5.76,0.7682,87.34,6.3127
2007-11-07,495723.0,5573912.66,8.31,50.61,0.91,14.35,0.0,5490707.01,10400.0,488323.0,116937.67,,,,,,,,,,,,,,,,,2678.0,0.31,0.08,,,26.65,26.65,28630.0,321915.91,,0.84,26.71,5.5,0.7734,87.66,12.7011
2007-11-08,495520.0,5611727.53,8.31,52.78,0.91,14.33,0.0,5527923.08,10400.0,488120.0,117779.23,,,,,,,,,,,,,,,,,203.0,0.3,0.01,,,26.65,26.65,28630.0,324232.64,,0.84,26.43,5.43,0.7754,87.77,12.6959
2007-11-09,495634.0,5527075.79,8.31,54.61,0.91,14.33,0.0,5444554.49,10400.0,488234.0,115975.88,,,,0.0,,,,,114.0,,,,0.0,,,,,0.31,,,,26.65,26.65,28630.0,319268.21,,0.83,26.87,5.46,0.7749,87.74,12.6988
2007-11-12,481475.0,5510182.63,8.07,54.18,0.88,13.93,0.0,5425494.22,10400.0,474075.0,119021.55,,,,,,,,,,,,,,,,,14159.0,0.3,0.41,,,28.01,28.01,26730.0,305908.26,,0.79,27.8,4.08,0.7949,88.95,12.9673
2007-11-13,481894.0,5357141.76,8.08,52.6,0.88,13.95,0.0,5274877.1,10400.0,474494.0,115615.21,,,,0.01,,,,,418.0,,,,0.01,,,,,0.31,,,,28.01,28.01,26730.0,297153.31,,0.78,28.38,4.18,0.7925,88.81,12.9786
2007-11-14,481431.0,5472576.86,8.07,52.11,0.88,13.92,0.0,5388458.75,10400.0,474031.0,118220.06,,,,,,,,,,,,,,,,,463.0,0.3,0.01,,,28.01,28.01,26730.0,303848.28,,0.79,27.51,4.06,0.7951,88.96,12.9661
2007-11-15,481791.0,5480382.09,8.08,52.44,0.88,13.94,0.0,5396206.95,10400.0,474391.0,118300.2,,,,0.01,,,,,361.0,,,,0.01,,,,,0.31,,,,28.01,28.01,26730.0,304054.28,,0.79,28.04,4.13,0.7939,88.89,12.9758
2007-11-16,481793.0,5517534.96,8.08,53.7,0.88,13.94,0.0,5432789.52,10400.0,474393.0,119101.7,,,,0.0,,,,,2.0,,,,0.0,,,,,0.31,,,,28.01,28.01,26730.0,306114.26,,0.79,27.81,4.13,0.7929,88.83,12.9758
2007-11-19,481901.0,5375788.8,8.08,54.94,0.88,13.95,0.0,5293238.99,10400.0,474501.0,116015.95,,,,0.0,,,,,108.0,,,,0.0,,,,,0.31,,,,28.01,28.01,26730.0,298183.31,,0.78,28.47,4.15,0.7923,88.8,12.9788
2007-11-20,480837.0,5406534.38,8.06,55.64,0.88,13.91,0.0,5323328.73,10400.0,473437.0,116937.67,,,,,,6000.0,,,,,,,,,0.18,,7064.0,0.3,0.21,,,27.78,27.78,27037.0,304004.21,,0.79,27.34,3.49,0.7839,88.35,12.8439
2007-11-21,480979.0,5228354.22,8.06,55.93,0.88,13.9,0.0,5147914.49,10400.0,473579.0,113050.43,,,,0.0,,,,,142.0,,,,0.0,,,,,0.3,,,,27.78,27.78,27037.0,293898.51,,0.79,27.8,3.52,0.7851,88.42,12.8477
2007-11-22,480976.0,5346936.5,8.06,53.2,0.88,13.9,0.0,5264671.83,10400.0,473576.0,115615.21,,,,,,,,,,,,,,,,,3.0,0.3,0.0,,,27.78,27.78,27037.0,300566.19,,0.78,27.92,3.52,0.7855,88.44,12.8476
2007-11-23,477547.0,5277534.37,8.0,54.68,0.87,13.79,0.0,5195754.45,10400.0,470147.0,114933.94,,,,,,,,,,,,,,,,,3430.0,0.3,0.1,,,27.78,27.78,27037.0,298795.09,,0.78,27.9,3.51,0.7975,89.14,12.756
2007-11-26,480835.0,5313871.18,8.06,55.07,0.88,13.89,0.0,5232091.26,10400.0,473435.0,114933.94,,,,0.1,,,,,3288.0,,,,0.1,,,,,0.3,,,,27.78,27.78,27037.0,298795.09,,0.78,27.68,3.49,0.7863,88.49,12.8438
2007-11-27,480708.0,5212442.12,8.06,56.87,0.88,13.88,0.0,5132201.99,10400.0,473308.0,112769.91,,,,,,,,,,,,,,,,,127.0,0.3,0.0,,,27.78,27.78,27037.0,293169.24,,0.76,28.17,3.46,0.7869,88.52,12.8405
2007-11-28,480421.0,5275973.98,8.05,57.19,0.88,13.86,0.0,5194707.33,10400.0,473021.0,114212.6,,,,,,,,,,,,,,,,,287.0,0.29,0.01,,,27.78,27.78,27037.0,296919.8,,0.77,27.55,3.4,0.7891,88.65,12.8328
2007-11-29,480622.0,5196693.65,8.06,56.03,0.88,13.87,0.0,5116681.64,10400.0,473222.0,112449.31,,,,0.01,,,,,202.0,,,,0.01,,,,,0.3,,,,27.78,27.78,27037.0,292335.78,,0.76,28.21,3.44,0.7887,88.63,12.8382
2007-11-30,480367.0,5227254.67,8.05,55.43,0.88,13.86,0.0,5146729.4,10400.0,472967.0,113170.66,,,,,,,,,,,,,,,,,255.0,0.3,0.01,,,27.78,27.78,27037.0,294211.06,,0.76,28.21,3.39,0.7894,88.67,12.8313
2007-12-03,480484.0,5184092.76,8.05,56.02,0.88,13.85,0.0,5104251.84,10400.0,473084.0,112208.87,,,,0.0,,,,,117.0,,,,0.0,,,,,0.29,,,,27.78,27.78,27037.0,291710.68,,0.75,28.1,3.41,0.7896,88.68,12.8345
2007-12-04,464322.0,5061602.21,7.78,54.36,0.85,13.38,0.0,4980934.36,10400.0,456922.0,113371.03,,,,,,,,,,,,,,,,,16162.0,0.29,0.47,,,27.78,27.78,27037.0,294731.97,,0.77,27.42,3.4,0.8463,91.88,12.4028
2007-12-05,464322.0,5170742.45,7.78,56.07,0.85,13.38,0.0,5088335.21,10400.0,456922.0,115815.58,,,,,,,,,,,,,,,,,,0.29,,,,27.78,27.78,27037.0,301087.1,,0.78,26.92,3.43,0.8452,91.82,12.4028
2007-12-06,472196.0,5267525.83,7.91,57.63,0.86,13.64,0.0,5184976.02,11050.0,464796.0,123266.95,,,650.0,0.03,,10003.0,,,650.0,,,,0.03,650.0,0.29,,2779.0,0.32,0.08,,,29.52,29.52,26387.0,294357.01,,0.76,29.45,3.58,0.8042,89.52,12.6131
2007-12-07,462819.0,5173622.19,7.76,58.41,0.85,13.38,0.0,5090901.29,11050.0,455419.0,123522.43,,,,0.0,,,,,12.0,,,,0.0,,,,9389.0,0.32,0.27,,,29.09,29.09,26939.0,301137.61,,0.78,29.01,3.66,0.7999,89.28,12.183
2007-12-10,458729.0,5196839.8,7.69,57.89,0.84,13.27,0.0,5113006.83,11050.0,451329.0,125183.02,,,,0.0,,,,,15.0,,,,0.0,,,,4104.0,0.32,0.12,,,23.68,23.68,35610.0,403417.85,,1.04,23.51,3.7,0.808,89.75,9.8313
2007-12-11,458854.0,5205328.35,7.69,70.95,0.84,13.28,0.0,5121381.32,11050.0,451454.0,125353.33,,,,0.0,,,,,125.0,,,,0.0,,,,,0.33,,,,21.17,21.17,41137.0,466666.07,,1.21,21.24,3.74,0.8067,89.67,8.7925
2007-12-12,458862.0,5180665.07,7.69,71.19,0.84,13.29,0.0,5097117.25,11050.0,451462.0,124757.22,,,,0.0,,,,,8.0,,,,0.0,,,,,0.33,,,,21.17,21.17,41137.0,464446.87,,1.21,21.32,3.75,0.806,89.62,8.7927
2007-12-13,460820.0,5202771.38,7.72,72.49,0.84,13.35,0.0,5119223.55,11050.0,453420.0,124757.22,,,,0.06,,,,,2004.0,,,,0.06,,,,46.0,0.33,0.0,,,29.52,29.52,26387.0,297915.73,,0.77,29.66,3.94,0.8033,89.47,12.3092
2007-12-14,460704.0,5306201.04,7.72,73.64,0.84,13.35,0.0,5220970.85,11050.0,453304.0,127269.4,,,,,,,,,,,,,,,,,116.0,0.33,0.0,,,29.52,29.52,26387.0,303914.72,,0.78,29.52,3.93,0.8025,89.42,12.3061
2007-12-17,458844.0,5267097.56,7.69,72.59,0.84,13.31,0.0,5182152.52,11050.0,451444.0,126843.61,,,,,,,,,,,,,,,,,1860.0,0.33,0.06,,,24.09,24.09,34816.0,399654.93,,1.04,24.16,4.03,0.8001,89.28,10.004
2007-12-18,458844.0,5267097.56,7.69,74.07,0.84,13.31,0.0,5182152.52,11050.0,451444.0,126843.61,,,,,,,,,,,,,,,,,,0.33,,,,29.52,29.52,26387.0,302897.94,,0.79,29.51,4.02,0.7996,89.25,12.2564
2007-12-19,452556.0,5144345.7,7.59,73.12,0.83,13.12,0.0,5060227.58,9582.0,445156.0,108921.59,,,,,,,,0.04,,1468.0,,,,,,,6288.0,0.29,0.18,,,25.6,25.6,27855.0,316636.5,,0.82,25.81,3.52,0.8131,90.03,12.0885
2007-12-20,452556.0,5236251.1,7.59,74.63,0.83,13.12,0.0,5150630.18,9582.0,445156.0,110867.51,,,,,,,,,,,,,,,,,,0.28,,,,25.6,25.6,27855.0,322293.32,,0.65,30.54,3.49,0.8139,90.07,12.0885
2007-12-21,449536.0,5133424.64,7.53,64.14,0.82,12.76,0.0,5048921.2,9582.0,442136.0,109420.55,,,,,,,,,,,,,,,,,3020.0,0.21,0.19,,,25.56,25.56,27905.0,318657.94,,0.61,25.69,2.48,0.8467,91.93,11.9918
2007-12-24,449536.0,5236420.85,7.53,62.1,0.82,12.75,0.0,5150221.94,9582.0,442136.0,111615.94,,,,,,,,,,,,,,,,,,0.21,,,,25.56,25.56,27905.0,325051.44,,0.62,25.27,2.47,0.8478,91.99,11.9918
2007-12-25,449536.0,5236420.85,7.53,65.27,0.82,12.75,0.0,5150221.94,9582.0,442136.0,111615.94,,,,,,,,,,,,,,,,,,0.21,,,,25.56,25.56,27905.0,325051.44,,0.62,25.53,2.47,0.8478,91.99,11.9918
2007-12-26,449536.0,5236420.85,7.53,65.27,0.82,12.68,0.0,5150221.94,9582.0,442136.0,111615.94,,,,,,,,,,,,,,,,,,0.21,,,,25.56,25.56,27905.0,325051.44,,0.63,25.39,2.45,0.8569,92.5,11.9918
2007-12-27,449536.0,5323031.3,7.53,65.27,0.82,12.67,0.0,5235406.66,9582.0,442136.0,113462.07,,,,,,,,,,,,,,,,,,0.21,,,,25.56,25.56,27905.0,330427.79,,0.63,25.07,2.45,0.8578,92.54,11.9918
2007-12-28,449536.0,5320690.48,7.53,65.09,0.82,12.68,0.0,5233104.37,9582.0,442136.0,113412.18,,,,,,,,,,,,,,,,,,0.22,,,,25.56,25.56,27905.0,330282.49,,0.64,25.39,2.49,0.8567,92.48,11.9918
2007-12-31,449536.0,5430709.15,7.53,64.95,0.82,12.7,0.0,5341311.98,9582.0,442136.0,115757.26,,,,,,,,,,,,,,,,,,0.22,,,,25.56,25.56,27905.0,337111.91,,0.64,25.64,2.5,0.8551,92.39,11.9918
2008-01-01,449536.0,5430709.15,7.53,64.57,0.82,12.7,0.0,5341311.98,9582.0,442136.0,115757.26,,,,,,,,,,,,,,,,,,0.22,,,,14.01,14.01,58799.0,710333.03,,1.36,14.06,2.5,0.855,92.39,6.574
2008-01-02,440312.0,5291763.28,7.38,63.24,0.8,12.46,0.0,5202828.51,9582.0,432912.0,115158.51,,,,,,,,,,,,,,,,,9224.0,0.22,0.25,,,14.01,14.01,58791.0,706562.74,,1.36,13.92,1.97,0.8628,92.82,6.4399
2008-01-03,440312.0,5227565.12,7.38,65.26,0.8,12.46,0.0,5139709.27,9582.0,432912.0,113761.44,,,,,,,,,,,,,,,,,,0.22,,,,25.56,25.56,27905.0,331299.63,,0.64,25.7,1.96,0.8631,92.83,11.7457
2008-01-04,440312.0,5021213.86,7.38,66.34,0.8,12.45,0.0,4936826.01,9582.0,432912.0,109270.86,,,,,,,,,,,,,,,,,,0.22,,,,25.56,25.56,27905.0,318222.02,,0.61,26.23,1.97,0.8638,92.87,11.7457
2008-01-07,437312.0,4731959.52,7.33,65.23,0.8,12.33,0.0,4651887.39,9582.0,429912.0,103682.58,,,,,,,,,,,,,,,,,3000.0,0.21,0.09,,,25.56,25.56,27905.0,301947.65,,0.58,26.51,1.97,0.866,93.0,11.6657
2008-01-08,437312.0,4807106.13,7.33,69.8,0.8,12.28,0.0,4725762.41,9582.0,429912.0,105329.13,,,,,,,,,,,,,,,,,,0.2,,,,25.56,25.56,27905.0,306742.78,,0.59,25.25,1.89,0.8721,93.33,11.6657
2008-01-09,387312.0,4134460.97,6.49,62.57,0.71,10.83,0.0,4055467.78,9582.0,379912.0,102285.51,,,,,,,,,,,,,,,,,50000.0,0.2,1.45,,,13.17,13.17,63189.0,674527.14,,1.32,13.33,2.04,0.8564,92.47,5.3223
2008-01-10,387312.0,4190931.66,6.49,62.21,0.71,10.81,0.0,4110859.53,9582.0,379912.0,103682.58,,,,,,,,,,,,,,,,,,0.19,,,,14.42,14.42,56849.0,615137.86,,1.17,14.21,2.06,0.8584,92.58,5.8303
2008-01-11,381216.0,4144820.21,6.39,58.04,0.7,10.67,0.0,4064362.76,9582.0,373816.0,104181.53,,,,,,,,,,,,,,,,,6096.0,0.2,0.14,,,20.27,20.27,37680.0,409680.67,,0.78,20.28,2.03,0.868,93.11,8.066
2008-01-14,381216.0,4039611.65,6.39,56.61,0.7,10.67,0.0,3961196.46,9582.0,373816.0,101537.08,,,,,,,,,,,,,,,,,,0.2,,,,14.32,14.32,57331.0,607516.41,,1.19,14.37,2.06,0.8668,93.04,5.6972
2008-01-15,372264.0,3847827.85,6.24,55.77,0.68,10.44,0.0,3771339.32,9582.0,364864.0,99042.31,,,,,,,,,,,,,,,,,8952.0,0.2,0.22,,,14.22,14.22,57793.0,597365.08,,1.16,14.4,2.12,0.8828,93.9,5.5253
2008-01-16,352264.0,3639267.78,5.9,54.52,0.64,9.85,0.0,3562817.79,9582.0,344864.0,98992.41,,,,,,,,,,,,,,,,,20000.0,0.19,0.58,,,10.77,10.77,79388.0,820163.83,,1.57,10.85,2.22,0.8777,93.62,3.9594
2008-01-17,339264.0,3450198.68,5.69,50.71,0.62,9.47,0.0,3374943.21,9582.0,331864.0,97445.66,,,,,,,,,,,,,,,,,13000.0,0.19,0.38,,,11.17,11.17,76236.0,775294.01,,1.51,11.16,2.25,0.8746,93.46,3.9533
2008-01-18,339264.0,3331835.49,5.69,50.32,0.62,9.45,0.0,3259161.75,9582.0,331864.0,94102.67,,,,,,,,,,,,,,,,,,0.19,,,,15.5,15.5,52224.0,512880.17,,1.02,15.46,2.24,0.8764,93.56,5.4892
2008-01-21,335124.0,2964851.82,5.62,45.87,0.61,9.34,0.0,2899383.8,9582.0,327724.0,84772.23,,,,,,,,,,,,,,,,,4140.0,0.18,0.1,,,11.48,11.48,73852.0,653370.8,,1.34,11.96,2.25,0.8858,94.06,4.0166
2008-01-22,324474.0,2890906.16,5.44,40.62,0.59,9.1,0.0,2824975.75,8932.0,317074.0,79579.79,,,,,,,,0.03,,650.0,,,,,,,10650.0,0.15,0.21,,,100.0,10.84,0.0,0.0,,0.0,100.0,2.2,0.9293,96.37,3.9364
2008-01-23,324474.0,2909491.77,5.44,38.73,0.59,9.11,0.0,2843137.48,8932.0,317074.0,80091.41,,,,,,,,,,,,,,,,,,0.15,,,,100.0,10.93,0.0,0.0,,0.0,100.0,2.2,0.9294,96.37,3.972
2008-01-24,324474.0,3037901.39,5.44,37.79,0.59,9.11,0.0,2968618.58,8932.0,317074.0,83626.22,,,,,,,,,,,,,,,,,,0.15,,,,100.0,15.14,0.0,0.0,,0.0,100.0,2.2,0.9282,96.31,5.5012
