,MTC FP Equity_DX_SI_QTY,MTC FP Equity_DX_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTC FP Equity_DX_SI_MV,MTC FP Equity_DX_DSS,MTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY,MTC FP Equity_DX_BROKER_SI_QTY,MTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTC FP Equity_DX_BROKER_SI_MV_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTC FP Equity_DX_BROKER_SI_MV_INC_x,MTC FP Equity_DX_SUPPLY_SI_MV_NEW,MTC FP Equity_DX_BROKER_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_NEW,MTC FP Equity_DX_SUPPLY_SI_MV_DEC,MTC FP Equity_DX_BROKER_SI_QTY_INC,MTC FP Equity_DX_SUPPLY_SI_QTY_DEC,MTC FP Equity_DX_BROKER_SI_MV_NEW_y,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTC FP Equity_DX_BROKER_SI_MV_INC_y,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTC FP Equity_DX_BROKER_SI_MV_ADD,MTC FP Equity_DX_SUPPLY_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_DEC,MTC FP Equity_DX_SUPPLY_SI_MV,MTC FP Equity_DX_BROKER_SI_MV_DEC,MTC FP Equity_DX_SUPPLY_SI_MV_RMV,MTC FP Equity_DX_BROKER_SI_MV_RMV,MTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTC FP Equity_DX_UTILIZATION_QUANTITY,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTC FP Equity_DX_ACTIVE_UTILIZATION_MV,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTC FP Equity_DX_BROKER_SI_CON_RATIO,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTC FP Equity_DX_DEMAND_SUPPLY_RATIO,MTC FP Equity_PX_LAST
2018-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10890287.88,,10.89,0.0,,0.0,,0.0,161.18
2018-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10882179.96,,10.88,0.0,,0.0,,0.0,161.06
2018-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10890963.54,,10.89,0.0,,0.0,,0.0,161.19
2018-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10866639.78,,10.87,0.0,,0.0,,0.0,160.83
2018-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10851099.6,,10.85,0.0,,0.0,,0.0,160.6
2018-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10828127.16,,10.87,0.0,,0.0,,0.0,160.26
2018-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10827451.5,,10.86,0.0,,0.0,,0.0,160.25
2018-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10822046.22,,10.82,0.0,,0.0,,0.0,160.17
2018-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10793668.5,,10.79,0.0,,0.0,,0.0,159.75
2018-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10806506.04,,10.81,0.0,,0.0,,0.0,159.94
2018-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10810560.0,,10.81,0.0,,0.0,,0.0,160.0
2018-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10824073.2,,10.82,0.0,,0.0,,0.0,160.2
2018-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10809208.68,,10.81,0.0,,0.0,,0.0,159.98
2018-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10771371.72,,10.77,0.0,,0.0,,0.0,159.42
2018-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10659887.82,,10.66,0.0,,0.0,,0.0,157.77
2018-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10658536.5,,10.66,0.0,,0.0,,0.0,157.75
2018-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10697724.78,,10.7,0.0,,0.0,,0.0,158.33
2018-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67566.0,10740291.36,,10.74,0.0,,0.0,,0.0,158.96
2018-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11960978.0,,11.96,0.0,,0.0,,0.0,159.65
2018-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11937752.8,,11.94,0.0,,0.0,,0.0,159.34
2018-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11852344.0,,11.85,0.0,,0.0,,0.0,158.2
2018-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11821626.8,,11.82,0.0,,0.0,,0.0,157.79
2018-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11805893.6,,11.81,0.0,,0.0,,0.0,157.58
2018-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11862083.6,,11.86,0.0,,0.0,,0.0,158.33
2018-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11870324.8,,11.87,0.0,,0.0,,0.0,158.44
2018-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74920.0,11893550.0,,11.89,0.0,,0.0,,0.0,158.75
2018-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,11966115.32,,11.97,0.0,,0.0,,0.0,159.34
2018-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,12009672.16,,12.01,0.0,,0.0,,0.0,159.92
2018-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,12038209.4,,12.04,0.0,,0.0,,0.0,160.3
2018-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,12046470.18,,12.05,0.0,,0.0,,0.0,160.41
2018-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,12050976.06,,12.05,0.0,,0.0,,0.0,160.47
2018-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,75098.0,12002913.34,,12.0,0.0,,0.0,,0.0,159.83
2018-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12245700.45,,12.21,0.0,,0.0,,0.0,159.73
2018-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12216567.75,,12.22,0.0,,0.0,,0.0,159.35
2018-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12198168.15,,12.2,0.0,,0.0,,0.0,159.11
2018-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12224234.25,,12.23,0.0,,0.0,,0.0,159.45
2018-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12234967.35,,12.24,0.0,,0.0,,0.0,159.59
2018-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12262566.75,,12.26,0.0,,0.0,,0.0,159.95
2018-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12277133.1,,12.28,0.0,,0.0,,0.0,160.14
2018-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12272533.2,,12.27,0.0,,0.0,,0.0,160.08
2018-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12270233.25,,12.27,0.0,,0.0,,0.0,160.05
2018-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12247233.75,,12.25,0.0,,0.0,,0.0,159.75
2018-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12256433.55,,12.26,0.0,,0.0,,0.0,159.87
2018-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12257200.2,,12.23,0.0,,0.0,,0.0,159.88
2018-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12255666.9,,12.26,0.0,,0.0,,0.0,159.86
2018-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12252600.3,,12.25,0.0,,0.0,,0.0,159.82
2018-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12270233.25,,12.27,0.0,,0.0,,0.0,160.05
2018-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,76665.0,12287866.2,,12.29,0.0,,0.0,,0.0,160.28
2018-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108935.0,17447029.6,,17.45,0.0,,0.0,,0.0,160.16
2018-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108935.0,17492782.3,,17.49,0.0,,0.0,,0.0,160.58
2018-07-18,1400.0,224630.0,0.99,0.04,0.22,0.0,224630.0,0.0,1400.0,0.0,,,,,,1400.0,,,,,,,,,0.22,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0129,160.45
2018-07-19,1400.0,224770.0,1.17,0.04,0.22,0.0,224770.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0129,160.55
2018-07-20,1400.0,224210.0,1.17,0.04,0.22,0.0,224210.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0129,160.15
2018-07-23,1400.0,223874.0,1.07,0.04,0.22,0.0,223874.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.93,0.5,50.07,0.0129,159.91
2018-07-24,1400.0,223888.0,0.99,0.04,0.22,0.0,223888.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0129,159.92
2018-07-25,1400.0,223916.0,0.92,0.04,0.22,0.0,223916.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0128,159.94
2018-07-26,1400.0,223846.0,0.88,0.04,0.22,0.0,223846.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0128,159.89
2018-07-27,1400.0,223580.0,0.89,0.04,0.22,0.0,223580.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0128,159.7
2018-07-30,1400.0,223076.0,1.02,0.04,0.22,0.0,223076.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.34
2018-07-31,1400.0,223398.0,1.0,0.04,0.22,0.0,223398.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.57
2018-08-01,1400.0,222894.0,0.99,0.04,0.22,0.0,222894.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.21
2018-08-02,1400.0,222488.0,0.99,0.04,0.22,0.0,222488.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,158.92
2018-08-03,1400.0,222684.0,0.99,0.04,0.22,0.0,222684.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.06
2018-08-06,1400.0,222964.0,0.99,0.04,0.22,0.0,222964.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.26
2018-08-07,1400.0,222936.0,1.04,0.04,0.22,,222936.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.24
2018-08-08,1400.0,222922.0,1.21,0.04,0.22,,222922.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.23
2018-08-09,1400.0,223104.0,1.62,0.04,0.22,,223104.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.36
2018-08-10,1400.0,223006.0,2.08,0.04,0.22,,223006.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,159.29
2018-08-13,1400.0,222418.0,2.08,0.04,0.22,,222418.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0181,158.87
2018-08-14,1400.0,222544.0,2.67,0.04,0.22,,222544.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.88,0.5,50.12,0.0181,158.96
2018-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1400.0,0.0,0.22,,,0.0,0.0,77359.0,12290797.92,,12.29,0.0,,0.0,,0.0,158.88
2018-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12296213.05,,12.31,0.0,,0.0,,0.0,158.95
2018-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12295439.46,,12.33,0.0,,0.0,,0.0,158.94
2018-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12321741.52,,12.35,0.0,,0.0,,0.0,159.28
2018-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12330251.01,,12.34,0.0,,0.0,,0.0,159.39
2018-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12310911.26,,12.32,0.0,,0.0,,0.0,159.14
2018-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12306269.72,,12.29,0.0,,0.0,,0.0,159.08
2018-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12291571.51,,12.28,0.0,,0.0,,0.0,158.89
2018-08-27,3600.0,571320.0,5.38,0.11,0.57,,571320.0,0.0,3600.0,0.0,,,,,,3600.0,,,,,,,,,0.57,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.7
2018-08-28,3600.0,570780.0,5.43,0.11,0.57,,570780.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.55
2018-08-29,3600.0,570348.0,5.36,0.11,0.57,,570348.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.43
2018-08-30,3600.0,570744.0,5.36,0.11,0.57,,570744.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.54
2018-08-31,3600.0,570204.0,5.12,0.11,0.57,,570204.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.39
2018-09-03,3600.0,570564.0,6.02,0.11,0.57,,570564.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.49
2018-09-04,3600.0,572004.0,7.48,0.11,0.57,,572004.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.89
2018-09-05,3600.0,572292.0,9.02,0.11,0.57,,572292.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0465,158.97
2018-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3600.0,0.0,0.57,,,0.0,0.0,77359.0,12313232.03,,12.31,0.0,,0.0,,0.0,159.17
2018-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,77359.0,12307816.9,,12.3,0.0,,0.0,,0.0,159.1
2018-09-10,1600.0,254976.0,4.97,0.05,0.25,,254976.0,0.0,1600.0,0.0,,,,,,1600.0,,,,,,,,,0.25,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.36
2018-09-11,1600.0,254832.0,5.5,0.05,0.26,,254832.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.27
2018-09-12,1600.0,254768.0,4.5,0.05,0.25,,254768.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.23
2018-09-13,1600.0,254736.0,4.5,0.05,0.26,,254736.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.21
2018-09-14,1600.0,254416.0,4.5,0.05,0.25,,254416.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.01
2018-09-17,1600.0,254768.0,4.5,0.05,0.25,,254768.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.23
2018-09-18,1600.0,254896.0,4.5,0.05,0.26,,254896.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.31
2018-09-19,1600.0,254448.0,4.5,0.05,0.25,,254448.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.03
2018-09-20,1600.0,254448.0,4.4,0.05,0.25,,254448.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.0207,159.03
2018-09-21,1600.0,254784.0,4.24,0.05,0.25,,254784.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,159.24
2018-09-24,1600.0,253856.0,4.24,0.05,0.25,,253856.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,158.66
2018-09-25,1600.0,253856.0,4.22,0.05,0.25,,253856.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,158.66
2018-09-26,1600.0,254208.0,5.66,0.07,0.25,,254208.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.0207,158.88
2018-09-27,1600.0,253968.0,5.66,0.07,0.25,,253968.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0207,158.73
2018-09-28,1600.0,253200.0,5.69,0.07,0.25,,253200.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.0207,158.25
2018-10-01,1600.0,252384.0,5.69,0.07,0.25,,252384.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.0207,157.74
2018-10-02,3000.0,473070.0,2.81,0.13,0.47,,473070.0,0.0,3000.0,0.0,,,,0.22,,,,,1400.0,,,,0.22,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0376,157.69
2018-10-03,3000.0,473370.0,2.81,0.13,0.47,,473370.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0376,157.79
2018-10-04,3000.0,472590.0,2.71,0.13,0.47,,472590.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.0382,157.53
2018-10-05,35200.0,5530976.0,26.25,1.51,5.54,,5530976.0,16100.0,35200.0,2529793.0,,,,2.54,,16100.0,,,16100.0,,,,2.54,,2.53,16100.0,,2.53,,,,21.31,20.41,59457.0,9342478.41,,9.35,21.31,45.68,0.461,50.05,0.4462,157.13
2018-10-08,35200.0,5522528.0,26.2,1.51,5.53,,5522528.0,16100.0,35200.0,2525929.0,,,,,,,,,,,,,,,,,,2.53,,,,21.31,20.41,59457.0,9328208.73,,9.34,21.31,45.7,0.461,50.04,0.4462,156.89
2018-10-09,35200.0,5526400.0,26.2,1.51,5.53,,5526400.0,16100.0,35200.0,2527700.0,,,,,,,,,,,,,,,,,,2.53,,,,21.31,20.41,59457.0,9334749.0,,9.35,21.31,45.75,0.461,49.99,0.4462,157.0
