,SBT FP Equity_DX_SI_QTY,SBT FP Equity_DX_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SBT FP Equity_DX_SI_MV,SBT FP Equity_DX_DSS,SBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY,SBT FP Equity_DX_BROKER_SI_QTY,SBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SBT FP Equity_DX_BROKER_SI_MV_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,SBT FP Equity_DX_BROKER_SI_MV_INC_x,SBT FP Equity_DX_SUPPLY_SI_MV_NEW,SBT FP Equity_DX_BROKER_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_NEW,SBT FP Equity_DX_SUPPLY_SI_MV_DEC,SBT FP Equity_DX_BROKER_SI_QTY_INC,SBT FP Equity_DX_SUPPLY_SI_QTY_DEC,SBT FP Equity_DX_BROKER_SI_MV_NEW_y,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SBT FP Equity_DX_BROKER_SI_MV_INC_y,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,SBT FP Equity_DX_BROKER_SI_MV_ADD,SBT FP Equity_DX_SUPPLY_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_DEC,SBT FP Equity_DX_SUPPLY_SI_MV,SBT FP Equity_DX_BROKER_SI_MV_DEC,SBT FP Equity_DX_SUPPLY_SI_MV_RMV,SBT FP Equity_DX_BROKER_SI_MV_RMV,SBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SBT FP Equity_DX_UTILIZATION_QUANTITY,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SBT FP Equity_DX_ACTIVE_UTILIZATION_MV,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SBT FP Equity_DX_BROKER_SI_CON_RATIO,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5505233.08,,5.91,0.0,,0.0,,0.0
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5505233.08,,5.91,0.0,,0.0,,0.0
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5544369.81,,5.91,0.0,,0.0,,0.0
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5557415.39,,5.95,0.0,,0.0,,0.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5544369.81,,5.97,0.0,,0.0,,0.0
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5557415.39,,5.95,0.0,,0.0,,0.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5531324.24,,5.97,0.0,,0.0,,0.0
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5531324.24,,5.94,0.0,,0.0,,0.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5596552.12,,5.94,0.0,,0.0,,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5583506.54,,6.01,0.0,,0.0,,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5635688.84,,6.0,0.0,,0.0,,0.0
2014-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5583506.54,,6.05,0.0,,0.0,,0.0
2014-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5687871.15,,6.0,0.0,,0.0,,0.0
2014-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5544369.81,,6.11,0.0,,0.0,,0.0
2014-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1401000.0,5596552.12,,5.95,0.0,,0.0,,0.0
2014-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4013.31,,0.0,0.0,,0.0,,0.0
2014-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4087.8,,0.0,0.0,,0.0,,0.0
2014-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4097.11,,0.0,0.0,,0.0,,0.0
2014-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4180.92,,0.0,0.0,,0.0,,0.0
2014-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4246.1,,0.0,0.0,,0.0,,0.0
2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4311.28,,0.0,0.0,,0.0,,0.0
2014-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4283.34,,0.0,0.0,,0.0,,0.0
2014-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4283.34,,0.0,0.0,,0.0,,0.0
2014-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4283.34,,0.0,0.0,,0.0,,0.0
2014-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,4255.41,,0.0,0.0,,0.0,,0.0
2014-10-22,4000.0,15473.74,0.03,0.13,0.01,0.02,0.0,15473.74,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-23,4000.0,15245.07,0.03,0.13,0.01,0.02,0.0,15245.07,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-24,8000.0,30490.13,0.06,0.25,0.01,0.03,0.0,30490.13,0.0,8000.0,0.0,,,,0.02,,,,,4000.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-27,4000.0,15778.64,0.03,0.15,0.01,0.02,0.0,15778.64,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-28,8000.0,31252.39,0.06,0.3,0.01,0.03,0.0,31252.39,0.0,8000.0,0.0,,,,0.02,,,,,4000.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-29,8000.0,31099.94,0.06,0.3,0.01,0.03,0.0,31099.94,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-30,8000.0,30947.49,0.06,0.3,0.01,0.03,0.0,30947.49,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-31,10000.0,38684.36,0.07,0.37,0.02,0.04,0.0,38684.36,0.0,10000.0,0.0,,,,,,2000.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0
2014-11-03,2000.0,7908.38,0.01,0.07,0.0,0.01,0.0,7908.38,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-04,2000.0,8194.22,0.01,0.07,0.0,0.01,0.0,8194.22,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-05,2000.0,8194.22,0.01,0.05,0.0,0.01,0.0,8194.22,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-06,2000.0,8194.22,0.01,0.05,0.0,0.01,0.0,8194.22,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-07,2000.0,8213.28,0.01,0.04,0.0,0.01,0.0,8213.28,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-10,2000.0,8251.39,0.01,0.04,0.0,0.01,0.0,8251.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-11,2000.0,8327.62,0.01,0.05,0.0,0.01,0.0,8327.62,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-12,2000.0,8308.56,0.01,0.04,0.0,0.01,0.0,8308.56,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-13,2500.0,10409.52,0.02,0.05,0.0,0.01,0.0,10409.52,0.0,2500.0,0.0,,,,0.0,,,,,500.0,,,,0.0,,,,,0.0,,,,0.0,0.0,377.0,1569.76,,0.0,0.0,,1.0,100.0,6.6313
2014-11-14,2500.0,10361.88,0.02,0.05,0.0,0.01,0.0,10361.88,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2583.0,10705.9,,0.01,0.0,,1.0,100.0,0.9679
2014-11-17,2500.0,10266.6,0.02,0.05,0.0,0.01,0.0,10266.6,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2583.0,10607.45,,0.01,0.0,,1.0,100.0,0.9679
2014-11-18,11500.0,47116.79,0.09,0.25,0.02,0.05,0.0,47116.79,0.0,11500.0,0.0,,,,,,9000.0,,,,,,,,,0.04,,,0.0,,,,0.0,0.0,4794.0,19641.55,,0.02,0.0,20.18,0.6779,79.82,2.3988
2014-11-19,11500.0,47335.93,0.09,0.25,0.02,0.05,0.0,47335.93,0.0,11500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19535.0,80409.34,,0.08,0.0,20.21,0.6775,79.79,0.5887
2014-11-20,11500.0,47774.23,0.09,0.25,0.02,0.05,0.0,47774.23,0.0,11500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19535.0,81153.88,,0.08,0.0,20.17,0.678,79.83,0.5887
2014-11-21,19500.0,83052.27,0.15,0.43,0.03,0.09,0.0,83052.27,0.0,19500.0,0.0,,,,0.03,,2000.0,,,6000.0,,,,0.03,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.71,0.5709,73.35,0.9982
2014-11-24,19500.0,83423.87,0.15,0.42,0.03,0.09,0.0,83423.87,0.0,19500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.45,0.5727,73.53,0.9982
2014-11-25,19500.0,82680.67,0.15,0.41,0.03,0.09,0.0,82680.67,0.0,19500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.38,0.5734,73.59,0.8901
2014-11-26,19500.0,82494.87,0.15,0.4,0.03,0.09,0.0,82494.87,0.0,19500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.5,0.5723,73.49,0.8901
2014-11-27,19500.0,83238.07,0.15,0.41,0.03,0.09,0.0,83238.07,0.0,19500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.5,0.5724,73.5,0.8095
2014-11-28,19500.0,83795.46,0.15,0.41,0.03,0.09,0.0,83795.46,0.0,19500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.55,0.571,73.39,0.8095
2014-12-01,15679.0,68570.99,0.12,0.33,0.03,0.07,0.0,68570.99,0.0,15679.0,0.0,,,,,,,,,,,,,,,,,3821.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.4,0.4991,67.05,0.6509
2014-12-02,15679.0,69019.16,0.12,0.35,0.03,0.07,0.0,69019.16,0.0,15679.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.07,0.502,67.37,0.6509
2014-12-03,15679.0,68869.77,0.12,0.31,0.03,0.07,0.0,68869.77,0.0,15679.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.97,0.5027,67.45,0.6509
2014-12-04,13179.0,58139.7,0.1,0.25,0.02,0.06,0.0,58139.7,0.0,13179.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.35,0.6295,78.35,0.5471
2014-12-05,13179.0,60776.71,0.1,0.24,0.02,0.06,0.0,60776.71,0.0,13179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.32,0.6313,78.48,0.5471
2014-12-08,13179.0,60274.42,0.1,0.22,0.02,0.07,0.0,60274.42,0.0,13179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.37,0.6334,78.62,0.5471
2014-12-09,34429.0,159101.95,0.26,0.57,0.06,0.17,0.0,159101.95,0.0,34429.0,0.0,,,,0.13,,,,,26250.0,,,,0.13,,,,5000.0,0.0,0.03,,,0.0,0.0,24088.0,111314.53,,0.12,0.0,15.72,0.6426,78.5,1.4293
2014-12-10,34429.0,159430.0,0.26,0.55,0.06,0.17,0.0,159430.0,0.0,34429.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24088.0,111544.04,,0.12,0.0,15.84,0.6404,78.33,1.4293
2014-12-11,34429.0,159101.95,0.26,0.55,0.06,0.17,0.0,159101.95,0.0,34429.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24088.0,111314.53,,0.12,0.0,15.86,0.6399,78.3,1.4293
2014-12-12,34429.0,159758.04,0.26,0.55,0.06,0.17,0.0,159758.04,0.0,34429.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25784.0,119643.36,,0.13,0.0,15.84,0.6404,78.33,1.3353
2014-12-15,14429.0,67366.14,0.11,0.23,0.02,0.07,0.0,67366.14,0.0,14429.0,0.0,,,,0.02,,,,,5000.0,,,,0.02,,,,25000.0,0.0,0.12,,,0.0,0.0,25784.0,120380.39,,0.13,0.0,14.61,0.5442,71.66,0.5596
2014-12-16,27429.0,125447.08,0.21,0.44,0.05,0.14,0.0,125447.08,5000.0,27429.0,22867.6,,,,0.07,,,,,13000.0,,,,0.07,,,5000.0,,0.02,,,,19.39,19.39,20784.0,95056.04,,0.1,19.39,7.52,0.737,85.37,1.0638
2014-12-17,23491.0,107660.39,0.18,0.45,0.04,0.12,0.0,107660.39,5000.0,23491.0,22915.24,,,,,,,,,,,,,,,,,3938.0,0.02,0.02,,,19.39,19.39,20784.0,95254.08,,0.1,19.39,8.9,0.6977,82.85,0.9111
2014-12-18,23491.0,107884.21,0.18,0.45,0.04,0.12,0.0,107884.21,5000.0,23491.0,22962.88,,,,,,,,,,,,,,,,,,0.02,,,,19.39,19.39,20784.0,95452.11,,0.1,19.39,8.92,0.6969,82.8,0.9111
2014-12-19,23491.0,108555.69,0.18,0.47,0.04,0.12,0.0,108555.69,5000.0,23491.0,23105.8,,,,,,,,,,,,,,,,,,0.02,,,,13.8,13.8,31223.0,144286.51,,0.15,13.8,8.9,0.6972,82.82,0.6485
2014-12-22,23491.0,108555.69,0.18,0.47,0.04,0.12,0.0,108555.69,5000.0,23491.0,23105.8,,,,,,,,,,,,,,,,,,0.02,,,,13.8,13.8,31223.0,144286.51,,0.15,13.8,8.87,0.6974,82.83,0.6485
2014-12-23,18199.0,83406.9,0.14,0.36,0.03,0.09,0.0,83406.9,5000.0,18199.0,22915.24,,,,,,,,,,,,,,,,,5292.0,0.02,0.03,,,100.0,13.8,0.0,0.0,,0.0,100.0,5.37,0.7211,84.44,0.5024
2014-12-24,28199.0,128968.69,0.21,0.55,0.05,0.14,0.0,128968.69,5000.0,28199.0,22867.6,,,,0.05,,,,,10000.0,,,,0.05,,,,,0.02,,,,13.8,13.8,31223.0,142799.02,,0.15,13.8,38.13,0.449,54.88,0.7785
2014-12-25,28199.0,128968.69,0.21,0.55,0.05,0.14,0.0,128968.69,5000.0,28199.0,22867.6,,,,,,,,,,,,,,,,,,0.02,,,,13.8,13.8,31223.0,142799.02,,0.15,13.8,38.17,0.4488,54.83,0.7785
2014-12-26,28199.0,128968.69,0.21,0.55,0.05,0.14,0.0,128968.69,5000.0,28199.0,22867.6,,,,,,,,,,,,,,,,,,0.02,,,,13.8,13.8,31223.0,142799.02,,0.15,13.8,38.14,0.449,54.88,0.7785
2014-12-29,28199.0,127893.96,0.21,0.55,0.05,0.14,0.0,127893.96,5000.0,28199.0,22677.04,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,150126.52,,0.16,13.12,38.15,0.4491,54.87,0.7401
2014-12-30,28199.0,128162.64,0.21,0.55,0.05,0.14,0.0,128162.64,5000.0,28199.0,22724.68,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,150441.91,,0.16,13.12,38.34,0.4483,54.67,0.7401
2014-12-31,28199.0,129506.06,0.21,0.55,0.05,0.14,0.0,129506.06,5000.0,28199.0,22962.88,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,152018.87,,0.16,13.12,38.28,0.4489,54.77,0.7401
2015-01-01,28199.0,129506.06,0.21,0.56,0.05,0.14,0.0,129506.06,5000.0,28199.0,22962.88,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,152018.87,,0.16,13.12,38.09,0.4499,54.99,0.7401
2015-01-02,28199.0,128162.64,0.21,0.56,0.05,0.14,0.0,128162.64,5000.0,28199.0,22724.68,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,150441.91,,0.16,13.12,38.1,0.4493,54.93,0.7401
2015-01-05,28199.0,127893.96,0.21,0.57,0.05,0.14,0.0,127893.96,5000.0,28199.0,22677.04,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,150126.52,,0.16,13.12,38.26,0.4486,54.75,0.7401
2015-01-06,28199.0,125207.11,0.21,0.55,0.05,0.14,0.0,125207.11,5000.0,28199.0,22200.63,,,,,,,,,,,,,,,,,,0.02,,,,13.12,13.12,33101.0,146972.6,,0.16,13.12,38.33,0.4486,54.7,0.7401
2015-01-07,23199.0,101901.26,0.17,0.44,0.04,0.11,0.0,101901.26,0.0,23199.0,0.0,,,,,,,,0.02,,5000.0,,,,,,,5000.0,0.0,0.02,,,0.0,0.0,38101.0,167358.07,,0.18,0.0,44.67,0.4231,46.91,0.6089
2015-01-08,23199.0,102343.35,0.17,0.45,0.04,0.11,0.0,102343.35,0.0,23199.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38101.0,168084.13,,0.18,0.0,44.48,0.4239,47.18,0.6089
2015-01-09,25199.0,111406.53,0.19,0.51,0.04,0.12,0.0,102564.39,2000.0,23199.0,8842.14,,,,,,,,,,,,,,,,2000.0,,0.01,,,,100.0,3.46,0.0,0.0,,0.0,100.0,41.07,0.3673,43.56,0.4362
2015-01-12,25199.0,112607.03,0.19,0.52,0.04,0.12,0.0,103669.61,2000.0,23199.0,8937.42,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.46,0.0,0.0,,0.0,100.0,41.17,0.3672,43.46,0.4362
2015-01-13,26199.0,117325.37,0.2,0.54,0.04,0.13,0.0,108368.89,2000.0,24199.0,8956.48,,,,,,1000.0,,,,,,,,,0.01,,,0.01,,,,100.0,3.46,0.0,0.0,,0.0,100.0,39.77,0.3397,41.44,0.4535
2015-01-14,43901.0,194925.96,0.33,0.92,0.07,0.21,0.0,107446.6,19702.0,24199.0,87479.36,,,,,,,,,,,,,,,,17702.0,,0.09,,,,100.0,32.52,0.0,0.0,,0.0,100.0,25.01,0.3162,44.11,0.7247
2015-01-15,36881.0,164459.1,0.28,0.78,0.06,0.18,0.0,85522.65,17702.0,19179.0,78936.44,,,,,,,,0.01,,2000.0,,,,,,,5020.0,0.08,0.03,,,100.0,29.22,0.0,0.0,,0.0,100.0,29.84,0.3383,47.56,0.6088
2015-01-16,36881.0,165864.73,0.28,0.78,0.06,0.18,0.0,86253.62,17702.0,19179.0,79611.11,,,,,,,,,,,,,,,,,,0.08,,,,100.0,29.22,0.0,0.0,,0.0,100.0,29.92,0.3371,47.36,0.6088
2015-01-19,36881.0,166216.14,0.28,0.88,0.06,0.18,0.0,86436.36,17702.0,19179.0,79779.78,,,,,,,,,,,,,,,,,,0.08,,,,100.0,29.22,0.0,0.0,,0.0,100.0,29.91,0.3359,47.19,0.6088
2015-01-20,19179.0,87167.32,0.14,0.48,0.03,0.09,0.0,87167.32,0.0,19179.0,0.0,,,,,,,,0.08,,17702.0,,,,,,,,0.0,,,,0.0,0.0,60579.0,275327.66,,0.29,0.0,27.76,0.4053,56.57,0.3166
2015-01-21,36881.0,166216.14,0.28,0.97,0.06,0.18,0.0,86436.36,17702.0,19179.0,79779.78,,,,,,,,,,,,,,,,17702.0,,0.08,,,,100.0,29.22,0.0,0.0,,0.0,100.0,29.6,0.3368,47.48,0.6088
2015-01-22,36881.0,165513.32,0.28,1.14,0.06,0.18,0.0,86070.88,17702.0,19179.0,79442.44,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.22,0.0,0.0,,0.0,100.0,29.45,0.3393,47.9,0.6088
2015-01-23,19179.0,87532.8,0.14,0.59,0.03,0.09,0.0,87532.8,0.0,19179.0,0.0,,,,,,,,0.09,,17702.0,,,,,,,,0.0,,,,0.0,0.0,60579.0,276482.07,,0.29,0.0,27.67,0.4055,56.63,0.3166
2015-01-26,19179.0,87350.06,0.14,0.56,0.03,0.09,0.0,87350.06,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,275904.86,,0.29,0.0,27.95,0.4033,56.29,0.3166
2015-01-27,19179.0,84974.43,0.14,0.55,0.03,0.09,0.0,84974.43,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,268401.17,,0.29,0.0,27.89,0.403,56.29,0.3166
2015-01-28,19179.0,83695.25,0.14,0.54,0.03,0.09,0.0,83695.25,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,264360.73,,0.28,0.0,27.41,0.4071,56.9,0.3166
2015-01-29,19179.0,84060.73,0.14,0.52,0.03,0.09,0.0,84060.73,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,265515.14,,0.28,0.0,27.21,0.4103,57.3,0.3166
2015-01-30,19179.0,85157.17,0.14,0.44,0.03,0.09,0.0,85157.17,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,268978.38,,0.28,0.0,27.3,0.4102,57.25,0.3166
2015-02-02,19179.0,87532.8,0.14,0.42,0.03,0.09,0.0,87532.8,0.0,19179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,276482.07,,0.28,0.0,27.5,0.4082,56.97,0.3166
2015-02-03,4000.0,18179.74,0.03,0.08,0.01,0.02,0.0,18179.74,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,15179.0,0.0,0.07,,,0.0,0.0,60579.0,275327.66,,0.29,0.0,25.22,0.251,27.3,0.066
2015-02-04,4000.0,18255.97,0.03,0.08,0.01,0.02,0.0,18255.97,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,60579.0,276482.07,,0.29,0.0,25.1,0.2509,27.06,0.066
2015-02-05,22802.0,105371.71,0.17,0.44,0.04,0.11,0.0,23567.92,17702.0,5100.0,81803.79,,,,0.01,,,,,1100.0,,,,0.01,,,17702.0,,0.08,,,,100.0,29.22,0.0,0.0,,0.0,100.0,8.85,0.616,77.59,0.3764
2015-02-06,22802.0,105371.71,0.17,0.38,0.04,0.11,0.0,23567.92,17702.0,5100.0,81803.79,,,,,,,,,,,,,,,,,,0.09,,,,100.0,29.22,0.0,0.0,,0.0,100.0,8.66,0.621,77.94,0.3764
2015-02-09,5100.0,23567.92,0.04,0.08,0.01,0.02,0.0,23567.92,0.0,5100.0,0.0,,,,,,,,0.09,,17702.0,,,,,,,,0.0,,,,0.0,0.0,60579.0,279945.31,,0.29,0.0,21.36,0.277,39.18,0.0842
