,ALKKO FP Equity_DX_SI_QTY,ALKKO FP Equity_DX_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKKO FP Equity_DX_SI_MV,ALKKO FP Equity_DX_DSS,ALKKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SUPPLY_SI_QTY,ALKKO FP Equity_DX_BROKER_SI_QTY,ALKKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKKO FP Equity_DX_BROKER_SI_MV_INC_x,ALKKO FP Equity_DX_BROKER_SI_QTY_ADD,ALKKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALKKO FP Equity_DX_BROKER_SI_QTY_INC,ALKKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKKO FP Equity_DX_BROKER_SI_MV_INC_y,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKKO FP Equity_DX_BROKER_SI_MV_ADD,ALKKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKKO FP Equity_DX_BROKER_SI_QTY_DEC,ALKKO FP Equity_DX_SUPPLY_SI_MV,ALKKO FP Equity_DX_BROKER_SI_MV_DEC,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKKO FP Equity_DX_BROKER_SI_CON_RATIO,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKKO FP Equity_PX_LAST
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1635
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1605
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1505
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1515
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1515
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1515
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1485
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1445
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1465
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1435
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1415
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1415
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1455
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1385
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1365
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1315
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1355
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1475
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1425
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1305
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1295
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1335
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1285
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1285
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1365
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,358.75,0.0,0.0,,0.0,,0.0,0.1435
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1200.0,170.4,0.0,0.0,,0.0,,0.0,0.142
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1345
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1345
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1335
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1335
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1595
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1725
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1725
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1735
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1645
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1635
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1665
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1665
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1775
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1825
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1855
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1965
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1985
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1802
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1844
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1844
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1874
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1802
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1858
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1862
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1858
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1836
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1818
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1858
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1802
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1822
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1846
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1706
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1708
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1628
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1672
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1682
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1676
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1648
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1644
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1626
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1544
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1556
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1464
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1476
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1418
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1448
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1518
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1668
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1598
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1512
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1524
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1454
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1486
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1476
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1436
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1478
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1478
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1458
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1458
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1476
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1448
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1322
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1378
