,CHIP FP Equity_DX_SI_QTY,CHIP FP Equity_DX_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CHIP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CHIP FP Equity_DX_SI_MV,CHIP FP Equity_DX_DSS,CHIP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY,CHIP FP Equity_DX_BROKER_SI_QTY,CHIP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CHIP FP Equity_DX_BROKER_SI_MV_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CHIP FP Equity_DX_BROKER_SI_MV_INC_x,CHIP FP Equity_DX_SUPPLY_SI_MV_NEW,CHIP FP Equity_DX_BROKER_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_NEW,CHIP FP Equity_DX_SUPPLY_SI_MV_DEC,CHIP FP Equity_DX_BROKER_SI_QTY_INC,CHIP FP Equity_DX_SUPPLY_SI_QTY_DEC,CHIP FP Equity_DX_BROKER_SI_MV_NEW_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CHIP FP Equity_DX_BROKER_SI_MV_INC_y,CHIP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CHIP FP Equity_DX_BROKER_SI_MV_ADD,CHIP FP Equity_DX_SUPPLY_SI_QTY_ADD,CHIP FP Equity_DX_BROKER_SI_QTY_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV,CHIP FP Equity_DX_BROKER_SI_MV_DEC,CHIP FP Equity_DX_SUPPLY_SI_MV_RMV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CHIP FP Equity_DX_UTILIZATION_QUANTITY,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CHIP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CHIP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CHIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CHIP FP Equity_DX_ACTIVE_UTILIZATION_MV,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CHIP FP Equity_DX_BROKER_SI_CON_RATIO,CHIP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CHIP FP Equity_DX_DEMAND_SUPPLY_RATIO,CHIP FP Equity_PX_LAST
2017-04-03,12000.0,150360.0,3.52,0.46,0.15,,150360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.53
2017-04-04,12000.0,150540.0,3.62,0.46,0.15,,150540.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.545
2017-04-05,12000.0,152400.0,3.67,0.46,0.15,,152400.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.7
2017-04-06,12000.0,150720.0,3.82,0.46,0.15,,150720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.56
2017-04-07,12000.0,150720.0,3.71,0.46,0.15,,150720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.56
2017-04-10,12000.0,150060.0,3.64,0.46,0.15,,150060.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.505
2017-04-11,12000.0,148920.0,3.63,0.46,0.15,,148920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.41
2017-04-12,12000.0,150360.0,3.51,0.46,0.15,,150360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.53
2017-04-13,12000.0,151200.0,3.86,0.46,0.15,,151200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.6
2017-04-14,12000.0,151200.0,3.54,0.46,0.15,,151200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2017-04-17,12000.0,151200.0,3.54,0.46,0.15,,151200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2017-04-18,12000.0,147540.0,3.54,0.46,0.15,,147540.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.295
2017-04-19,12000.0,146820.0,3.55,0.46,0.15,,146820.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.235
2017-04-20,12000.0,146100.0,3.57,0.46,0.15,,146100.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.175
2017-04-21,12000.0,148320.0,3.54,0.46,0.15,,148320.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.36
2017-04-24,12000.0,148080.0,4.35,0.46,0.15,,148080.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.34
2017-04-25,12000.0,148740.0,4.91,0.46,0.15,,148740.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.395
2017-04-26,12000.0,149640.0,7.19,0.46,0.15,,149640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.47
2017-04-27,12000.0,148920.0,7.19,0.46,0.15,,148920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.41
2017-04-28,12000.0,148920.0,7.19,0.46,0.15,,148920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.41
2017-05-01,12000.0,148920.0,8.5,0.46,0.15,,148920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2017-05-02,12000.0,151440.0,8.5,0.46,0.15,,151440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.62
2017-05-03,12000.0,151680.0,8.5,0.46,0.15,,151680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.64
2017-05-04,12000.0,150720.0,11.61,0.46,0.15,,150720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.56
2017-05-05,12000.0,149520.0,12.14,0.46,0.15,,149520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.46
2017-05-08,12000.0,150840.0,11.71,0.46,0.15,,150840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.57
2017-05-09,12000.0,151980.0,11.71,0.46,0.15,,151980.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.665
2017-05-10,12000.0,152640.0,11.12,0.46,0.15,,152640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.72
2017-05-11,12000.0,152940.0,12.52,0.46,0.15,,152940.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.745
2017-05-12,12000.0,152700.0,12.6,0.46,0.15,,152700.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.725
2017-05-15,12000.0,152580.0,10.24,0.46,0.15,,152580.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.715
2017-05-16,12000.0,150480.0,10.13,0.46,0.15,,150480.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.54
2017-05-17,12000.0,148260.0,10.12,0.46,0.15,,148260.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.355
2017-05-18,12000.0,148620.0,10.19,0.46,0.15,,148620.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.385
2017-05-19,12000.0,148800.0,9.87,0.46,0.15,,148800.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.4
2017-05-22,12000.0,148560.0,10.06,0.46,0.15,,148560.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.38
2017-05-23,12000.0,148500.0,10.44,0.45,0.15,,148500.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.375
2017-05-24,12000.0,149520.0,3.11,0.45,0.15,,149520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.46
2017-05-25,12000.0,150120.0,3.16,0.45,0.15,,150120.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.51
2017-05-26,12000.0,150060.0,3.17,0.45,0.15,,150060.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.505
2017-05-29,12000.0,149580.0,3.26,0.45,0.15,,149580.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.465
2017-05-30,12000.0,150120.0,2.04,0.45,0.15,,150120.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.51
2017-05-31,12000.0,147720.0,2.14,0.45,0.15,,147720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.31
2017-06-01,12000.0,149220.0,2.14,0.45,0.15,,149220.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.435
2017-06-02,12000.0,149700.0,2.15,0.45,0.15,,149700.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.475
2017-06-05,12000.0,151140.0,2.16,0.45,0.15,,151140.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.595
2017-06-06,12000.0,150240.0,2.17,0.43,0.15,,150240.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.52
2017-06-07,12000.0,150540.0,1.43,0.43,0.15,,150540.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.545
2017-06-08,12000.0,151920.0,1.43,0.42,0.15,,151920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.66
2017-06-09,12000.0,151860.0,0.98,0.42,0.15,,151860.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.655
2017-06-12,12000.0,149280.0,0.98,0.42,0.15,,149280.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.44
2017-06-13,12000.0,149880.0,0.98,0.42,0.15,,149880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.49
2017-06-14,12000.0,148980.0,0.98,0.42,0.15,,148980.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.415
2017-06-15,12000.0,148680.0,0.98,0.42,0.15,,148680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.39
2017-06-16,12000.0,149520.0,0.98,0.42,0.15,,149520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.46
2017-06-19,12000.0,151800.0,0.98,0.42,0.15,,151800.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.65
2017-06-20,12000.0,153180.0,0.84,0.42,0.15,,153180.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.765
2017-06-21,12000.0,153840.0,0.84,0.4,0.15,,153840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.82
2017-06-22,12000.0,154320.0,0.68,0.4,0.15,,154320.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.86
2017-06-23,12000.0,153960.0,0.68,0.34,0.15,,153960.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.83
2017-06-26,12000.0,157200.0,0.69,0.34,0.15,,157200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,13.1
2017-06-27,12000.0,154440.0,0.67,0.34,0.16,,154440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.87
2017-06-28,12000.0,153120.0,0.67,0.35,0.15,,153120.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.76
2017-06-29,12000.0,150840.0,0.67,0.35,0.15,,150840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.57
2017-06-30,12000.0,151680.0,0.67,0.35,0.15,,151680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.64
2017-07-03,12000.0,152820.0,0.67,0.35,0.15,,152820.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.735
2017-07-04,12000.0,151800.0,0.67,0.35,0.15,,151800.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.65
2017-07-05,12000.0,152820.0,0.8,0.35,0.15,,152820.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.735
2017-07-06,12000.0,150600.0,0.8,0.35,0.15,,150600.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.55
2017-07-07,12000.0,150420.0,0.8,0.35,0.15,,150420.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.535
2017-07-10,12000.0,150900.0,0.8,0.35,0.15,,150900.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.575
2017-07-11,12000.0,151980.0,0.94,0.35,0.15,,151980.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.665
2017-07-12,20000.0,257600.0,1.54,0.59,0.25,,257600.0,0.0,20000.0,0.0,,,,,,8000.0,,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.52,60.0,0.0,12.88
2017-07-13,12000.0,155160.0,0.92,0.35,0.15,,155160.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.1,,0.0,0.0,0.0,0.0,,0.0,0.0,39.74,1.0,100.0,0.0,12.93
2017-07-14,12000.0,154920.0,0.52,0.35,0.15,,154920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.91
2017-07-17,12000.0,153780.0,0.52,0.35,0.15,,153780.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.815
2017-07-18,12000.0,153240.0,0.52,0.35,0.15,,153240.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.77
2017-07-19,12000.0,154740.0,0.58,0.39,0.15,,154740.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.895
2017-07-20,12000.0,152700.0,0.58,0.39,0.15,,152700.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.725
2017-07-21,12000.0,151020.0,0.7,0.39,0.15,,151020.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.585
2017-07-24,12000.0,152220.0,0.7,0.39,0.15,,152220.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.685
2017-07-25,12000.0,152940.0,0.68,0.39,0.15,,152940.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.745
2017-07-26,12000.0,152280.0,0.68,0.39,0.15,,152280.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.69
2017-07-27,12000.0,153900.0,0.68,0.39,0.15,,153900.0,0.0,12000.0,0.0,0.15,,,,,,12000.0,,,,0.15,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.825
2017-07-28,12000.0,150720.0,0.68,0.39,0.15,,150720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.56
2017-07-31,12000.0,150300.0,0.69,0.39,0.15,,150300.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.525
2017-08-01,12000.0,150360.0,0.77,0.39,0.15,,150360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.53
2017-08-02,12000.0,150720.0,0.78,0.39,0.15,,150720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.56
2017-08-03,12000.0,150180.0,0.96,0.39,0.15,,150180.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.515
2017-08-04,12000.0,152520.0,0.98,0.39,0.15,,152520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.71
2017-08-07,12000.0,153120.0,0.98,0.39,0.15,,153120.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.76
2017-08-08,12000.0,154620.0,0.99,0.39,0.15,,154620.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.885
2017-08-09,12000.0,151980.0,0.99,0.39,0.15,,151980.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.665
2017-08-10,12000.0,149100.0,0.99,0.39,0.15,,149100.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.425
2017-08-11,12000.0,149220.0,0.99,0.39,0.15,,149220.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.435
2017-08-14,12000.0,149340.0,0.99,0.39,0.15,,149340.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.445
2017-08-15,12000.0,149700.0,0.94,0.39,0.15,,149700.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.475
2017-08-16,12000.0,150360.0,0.94,0.39,0.15,,150360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.53
2017-08-17,12000.0,149640.0,0.94,0.39,0.15,,149640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.47
2017-08-18,12000.0,149640.0,0.89,0.39,0.15,,149640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.47
2017-08-21,12000.0,148500.0,0.89,0.39,0.15,,148500.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.375
2017-08-22,12000.0,150960.0,0.89,0.39,0.15,,150960.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.58
2017-08-23,12000.0,150240.0,0.89,0.39,0.15,,150240.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.52
2017-08-24,12000.0,151200.0,0.89,0.39,0.15,,151200.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.6
2017-08-25,12000.0,151680.0,3.5,0.39,0.15,,151680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.64
2017-08-28,12000.0,150300.0,3.5,0.39,0.15,,150300.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.525
2017-08-29,12000.0,148800.0,3.5,0.39,0.15,,148800.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.4
2017-08-30,12000.0,150780.0,4.03,0.39,0.15,,150780.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.565
2017-08-31,12000.0,151380.0,4.03,0.39,0.15,,151380.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.615
2017-09-01,12000.0,152700.0,3.59,0.39,0.15,,152700.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.725
2017-09-04,12000.0,151740.0,3.58,0.39,0.15,,151740.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.645
2017-09-05,12000.0,151500.0,4.28,0.39,0.15,,151500.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.625
