,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_y,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity
2018-04-05,3090738.0,270254130.72,0.88,3.0,0.74,268.49,0.0,157683787.28,2630861.0,1803337.0,230042485.84,,,112583.0,25.88,,,,24.99,338022.0,291529.0,,,25.88,112583.0,,97507.0,1534.0,223.12,0.14,,,3.1,3.1,82302016.0,7196488279.04,,6962.75,3.11,17.9,0.1581,25.47,0.0364
2018-04-06,3603334.0,316012391.8,1.03,3.43,0.86,320.7,0.0,161690911.4,3167885.0,1843682.0,277823514.5,,,333956.0,8.2,,,,2.43,70126.0,33554.0,,,8.2,333956.0,,236622.0,29781.0,276.54,2.33,,,3.73,3.73,81714160.0,7166331832.0,,7135.76,3.73,15.36,0.1377,22.69,0.0425
2018-04-09,4389647.0,389976239.48,1.25,4.2,1.05,389.32,1.0,244151509.44,3465622.0,2748216.0,307885858.48,,,354527.0,78.41,,,,4.9,912711.0,56790.0,,,78.41,354527.0,,,8177.0,304.07,0.57,,,4.07,4.07,81707144.0,7258862672.96,,7168.36,4.07,13.21,0.1202,18.76,0.0515
2018-04-10,4139153.0,366811738.86,1.18,3.93,0.99,369.99,1.0,216182818.32,3460171.0,2439436.0,306640354.02,,,86985.0,3.89,,851.0,,34.27,22502.0,395154.0,,,3.89,86985.0,0.08,302718.0,332133.0,306.5,30.01,,,4.05,4.05,81961392.0,7263418559.04,,7247.25,4.06,13.3,0.1146,13.93,0.0485
2018-04-11,3979140.0,350164320.0,1.14,3.73,0.95,356.82,0.0,199022912.0,3386379.0,2261624.0,298001352.0,,,324849.0,31.48,,,,40.74,344260.0,460446.0,,,31.48,324849.0,,61805.0,522072.0,299.45,45.67,,,3.95,3.95,82324664.0,7244570432.0,,7272.79,3.95,15.74,0.1274,16.46,0.0464
2018-04-12,4113756.0,363573755.28,1.17,3.85,0.99,368.8,1.0,193390287.84,3629838.0,2188168.0,320805082.44,,,95026.0,1.08,,,,6.13,12320.0,68416.0,,,1.08,95026.0,,216849.0,85776.0,320.59,7.7,,,4.23,4.23,82097936.0,7255815583.68,,7240.3,4.24,15.93,0.1296,16.28,0.048
2018-04-13,5347097.0,474073620.02,1.53,5.1,1.28,479.34,1.0,264804457.06,4159955.0,2986741.0,368821610.3,,,462063.0,11.18,,698472.0,,4.35,129260.0,49291.0,,,11.18,462063.0,63.34,117345.0,29159.0,367.57,2.47,,,4.85,4.85,81567376.0,7231763556.16,,7211.05,4.85,14.8,0.1172,15.15,0.0624
2018-04-16,5357491.0,473280754.94,1.53,5.09,1.28,478.97,1.0,272652929.36,4145078.0,3086404.0,366176190.52,,,86666.0,7.27,,,,19.53,99663.0,221333.0,,,7.27,86666.0,,119790.0,,366.5,,,,4.85,4.85,81253048.0,7177894260.32,,7189.72,4.85,15.08,0.116,16.05,0.0627
2018-04-17,6564488.0,587521676.0,1.87,6.38,1.57,586.43,1.0,311716686.0,5126431.0,3482868.0,458815574.5,,,591897.0,36.94,,,,4.0,418793.0,45424.0,,,36.94,591897.0,,434880.0,22329.0,453.62,2.03,,,5.95,5.95,80973096.0,7247092092.0,,7172.49,5.95,14.2,0.1172,20.53,0.0762
2018-04-18,7184026.0,646131298.44,2.05,7.15,1.72,649.67,1.0,333192353.58,5130940.0,3704607.0,461476743.6,,,16743.0,28.3,,,,1.37,277524.0,17234.0,,,28.3,16743.0,,,55785.0,459.15,4.39,,,5.96,5.96,81000800.0,7285211952.0,,7254.32,5.95,14.31,0.111,19.84,0.0834
2018-04-19,6975541.0,629054287.38,1.99,7.04,1.67,634.31,1.0,330653266.56,4965565.0,3666592.0,447794651.7,,,42953.0,1.95,,,,18.19,8190.0,208976.0,,,1.95,42953.0,,648.0,46205.0,447.03,3.7,,,5.79,5.79,80836656.0,7289849638.08,,7279.09,5.79,14.29,0.1131,20.29,0.0813
2018-04-20,6311572.0,568546405.76,1.8,6.45,1.51,574.92,1.0,317289054.24,4506525.0,3522303.0,405947772.0,,,118202.0,11.6,,,,55.47,124250.0,622538.0,,,11.6,118202.0,,45296.0,268539.0,406.93,24.93,,,5.26,5.26,81237800.0,7317901024.0,,7327.63,5.26,14.55,0.1138,20.13,0.0736
2018-04-23,6709658.0,603466640.52,1.91,6.8,1.61,610.91,1.0,279585595.26,4995638.0,3108579.0,449307681.72,,,351222.0,18.67,,,,26.1,203957.0,289559.0,,,18.67,351222.0,,427450.0,617681.0,450.93,55.75,,,5.82,5.82,80767432.0,7264222834.08,,7283.62,5.83,13.54,0.1003,13.77,0.0782
2018-04-24,6490187.0,587232119.76,1.85,6.63,1.56,589.78,1.0,230373209.04,5274139.0,2546123.0,477204096.72,,,269136.0,,,,,36.28,,397417.0,,,,269136.0,,406782.0,562456.0,474.87,51.52,,,6.13,6.13,80757800.0,7306965744.0,,7272.7,6.13,14.61,0.1125,18.1,0.0754
2018-04-25,4725927.0,427790912.04,1.35,4.82,1.13,434.35,1.0,141600254.96,3958612.0,1564298.0,358333558.24,,,214621.0,7.31,,,,139.21,66086.0,1554693.0,,,7.31,214621.0,,24545.0,1047911.0,358.96,94.17,,,4.58,4.58,82444192.0,7462848259.84,,7468.91,4.59,20.4,0.1381,21.38,0.0547
2018-04-26,4747650.0,449792361.0,1.35,4.81,1.14,442.61,1.0,152047562.82,3900758.0,1604893.0,369557812.92,,,96005.0,4.6,,23018.0,,28.43,39854.0,314418.0,,,4.6,96005.0,2.07,160559.0,22277.0,358.18,1.6,,,4.52,4.52,82461096.0,7812364235.04,,7549.89,4.53,20.36,0.1379,20.53,0.055
2018-04-27,5007757.0,476938776.68,1.43,4.94,1.2,477.94,1.0,167405729.0,4105578.0,1757725.0,391015248.72,,,176982.0,28.47,,,,14.73,300307.0,188420.0,,,28.47,176982.0,,216258.0,147475.0,388.34,11.92,,,4.75,4.75,82311576.0,7839354498.24,,7704.17,4.8,17.22,0.1207,18.43,0.0579
2018-04-30,4096171.0,399212825.66,1.17,3.99,0.98,395.68,1.0,175708392.42,3885859.0,1802877.0,378715818.14,,,142099.0,14.5,,,,56.75,133727.0,604451.0,,,14.5,142099.0,,242633.0,88575.0,370.67,7.94,,,4.48,4.48,82916144.0,8081007394.24,,7935.08,4.46,17.59,0.1201,21.6,0.0472
2018-05-01,4192644.0,408615084.24,1.2,4.03,1.01,414.72,1.0,185461507.0,3882259.0,1902950.0,378364962.14,,,15626.0,11.91,,,,0.54,100073.0,19226.0,,,11.91,15626.0,,,,379.42,,,,4.47,4.47,82942200.0,8083546812.0,,8100.13,4.47,17.1,0.1263,23.83,0.0483
2018-05-02,3828629.0,373521045.24,1.09,3.68,0.92,379.84,0.0,191592327.96,3565547.0,1963841.0,347854765.32,,,199803.0,8.12,,,,67.93,83929.0,694633.0,,,8.12,199803.0,,178118.0,23038.0,347.94,1.94,,,4.11,4.11,83280496.0,8124845189.76,,8123.51,4.11,17.54,0.1333,24.66,0.0441
2018-05-03,3975007.0,388835184.74,1.13,3.9,0.95,393.88,0.0,203061016.48,3628654.0,2075864.0,354954934.28,,,133471.0,12.69,,,,24.6,134620.0,251265.0,,,12.69,133471.0,,180901.0,22597.0,353.83,2.27,,,4.18,4.18,83104968.0,8129327969.76,,8103.85,4.18,16.94,0.1311,24.12,0.0458
2018-05-04,3669151.0,357742222.5,1.05,3.57,0.88,362.42,0.0,165401242.5,3354071.0,1696423.0,327021922.5,,,31577.0,5.8,,,,34.62,57572.0,356274.0,,,5.8,31577.0,,50114.0,437013.0,327.69,44.63,,,3.87,3.87,83329472.0,8124623520.0,,8144.14,3.87,17.98,0.1209,18.48,0.0423
2018-05-07,4222710.0,415007938.8,1.2,4.03,1.01,417.43,1.0,164182341.96,3913596.0,1670557.0,384628214.88,,,,4.32,,,,10.95,42573.0,111463.0,,,4.32,,,670988.0,68439.0,382.86,6.75,,,4.51,4.51,82841312.0,8141644143.36,,8092.62,4.52,16.38,0.1404,23.53,0.0487
2018-05-08,3839328.0,377022009.6,1.1,3.7,0.92,382.24,0.0,154692888.8,3557188.0,1575284.0,349315861.6,,,2613.0,,,,,35.69,,366844.0,,,,2613.0,,7823.0,95273.0,350.01,8.19,,,4.1,4.1,83226528.0,8172845049.6,,8186.07,4.1,18.01,0.1456,23.33,0.0442
2018-05-09,3682105.0,364160184.5,1.05,3.6,0.88,366.64,0.0,145923686.3,3360792.0,1475467.0,332382328.8,,,107.0,,,,,19.46,,196503.0,,,,107.0,,,99817.0,330.9,10.32,,,3.87,3.87,83465448.0,8254732807.2,,8210.11,3.87,18.56,0.1449,22.55,0.0424
2018-05-10,3624547.0,361512317.78,1.03,3.64,0.87,362.36,0.0,141785496.74,3288493.0,1421551.0,327994291.82,,,6962.0,,,7000.0,,7.64,,79261.0,,,,6962.0,0.7,,60916.0,325.26,5.99,,,3.79,3.79,83500088.0,8328298777.12,,8256.8,3.79,18.24,0.1465,23.0,0.0418
2018-05-11,4862737.0,483453312.54,1.39,4.96,1.17,479.39,1.0,178812437.52,4014923.0,1798556.0,399163644.66,,,36049.0,4.41,,525758.0,,17.86,39982.0,181831.0,,,4.41,36049.0,46.16,872212.0,188735.0,399.38,20.25,,,4.63,4.63,82733376.0,8225352241.92,,8227.38,4.63,17.36,0.1213,18.26,0.0561
2018-05-14,9954629.0,984114622.94,2.84,10.33,2.39,984.47,1.0,278840957.04,8576852.0,2820564.0,847907588.72,,,3581115.0,101.72,,4414.0,,1.9,1026021.0,20000.0,,,101.72,3581115.0,0.44,1000814.0,8427.0,851.49,0.51,,,9.85,9.85,78457280.0,7756286700.8,,7790.36,9.85,10.89,0.2486,46.08,0.1144
2018-05-15,10993575.0,1090342768.5,3.14,11.67,2.64,1091.25,1.0,395171105.94,9931120.0,3984383.0,984968481.6,,,743747.0,118.82,,,,41.19,1190214.0,414062.0,,,118.82,743747.0,,1024583.0,26395.0,986.29,1.16,,,11.44,11.44,76875632.0,7624525181.76,,7625.74,11.45,19.99,0.229,41.29,0.1266
2018-05-16,12528512.0,1251848919.04,3.57,13.61,3.0,1247.96,1.0,437788788.56,10953314.0,4381393.0,1094455134.88,,,11000.0,42.57,,,,27.41,400985.0,277770.0,,,42.57,11000.0,,1288964.0,3975.0,1088.84,0.48,,,12.64,12.64,75684632.0,7562408429.44,,7525.53,12.64,17.38,0.1821,34.95,0.1446
2018-05-17,12556621.0,1273241369.4,3.58,13.94,3.01,1264.35,1.0,573145045.2,11018637.0,5652318.0,1117289791.8,,,41927.0,133.24,,,,1.24,1270925.0,13474.0,,,133.24,41927.0,,36870.0,,1100.84,,,,12.72,12.72,75615560.0,7667417784.0,,7572.83,12.69,17.42,0.1804,34.59,0.1449
2018-05-18,12501631.0,1266415220.3,3.57,14.09,3.0,1272.21,1.0,593051327.8,10828203.0,5854406.0,1096896963.9,,,14413.0,24.9,,,,34.01,217700.0,342117.0,,,24.9,14413.0,,137270.0,28600.0,1096.43,2.77,,,12.55,12.55,75467904.0,7644898675.2,,7652.75,12.53,17.11,0.17,32.76,0.1449
2018-05-21,12940763.0,1324487093.05,3.69,14.67,3.1,1310.6,1.0,464560099.6,10725367.0,4538936.0,1097741312.45,,,37827.0,11.86,,,,22.53,117791.0,222402.0,,,11.86,37827.0,,81739.0,1433261.0,1085.42,148.29,,,12.51,12.51,75011744.0,7677451998.4,,7598.74,12.5,15.84,0.158,31.62,0.1509
2018-05-22,13350998.0,1361134246.1,3.81,15.36,3.2,1352.84,1.0,327639875.45,12509023.0,3213731.0,1275294894.85,,,356345.0,63.31,,,,61.95,626455.0,621988.0,,,63.31,356345.0,,2049299.0,1951660.0,1274.88,204.85,,,14.57,14.57,73357976.0,7478845653.2,,7493.17,14.54,11.26,0.1478,30.81,0.1555
2018-05-23,13670679.0,1375270307.4,3.9,16.02,3.28,1385.7,1.0,345343301.6,12385279.0,3432836.0,1245959067.4,,,3684.0,29.55,,3000.0,,75.04,267733.0,730337.0,,,29.55,3684.0,0.31,602909.0,51628.0,1259.4,5.22,,,14.47,14.47,73207568.0,7364681340.8,,7458.18,14.45,16.26,0.1462,28.78,0.1597
2018-05-24,15698649.0,1577714224.5,4.48,18.47,3.76,1587.85,1.0,699630951.0,13009087.0,6961502.0,1307413243.5,,,66237.0,244.28,,2010000.0,,306.46,2365680.0,3012121.0,,,244.28,66237.0,209.88,3569692.0,847014.0,1306.1,86.37,,,15.2,15.2,72587760.0,7295069880.0,,7300.51,15.18,17.67,0.1373,22.79,0.1834
2018-05-25,15437584.0,1542153761.94,4.4,18.35,3.7,1569.15,1.0,709327432.36,13745643.0,7100655.0,1373135528.38,,,1240968.0,49.64,,,,78.09,468006.0,792418.0,,,49.64,1240968.0,,288006.0,328853.0,1388.04,33.18,,,16.02,16.02,72058176.0,7198327613.78,,7265.4,16.04,18.09,0.1361,19.11,0.1799
2018-05-28,16233570.0,1617675364.13,4.63,19.46,3.89,1656.72,1.0,707873590.43,14538686.0,7103598.0,1448780161.67,,,218154.0,,,3200.0,,0.08,,740.0,,,,218154.0,0.32,575629.0,257.0,1477.21,0.0,,,16.86,16.86,71711936.0,7146094924.38,,7260.78,16.91,18.21,0.1401,20.0,0.1882
2018-05-29,18776524.0,1885163009.6,5.36,22.95,4.5,1920.11,1.0,858135064.8,14068480.0,8547162.0,1412475392.0,,1000.0,1599292.0,112.52,0.1,512000.0,,334.43,1043139.0,3291649.0,,1000.0,112.52,1599292.0,52.19,1221151.0,111575.0,1428.74,9.96,,,16.5,16.5,71216256.0,7150112102.4,,7213.9,16.53,17.25,0.1328,23.39,0.2202
2018-05-30,18918684.0,1906057413.0,5.4,22.37,4.54,1904.97,1.0,875197215.75,14197651.0,8686821.0,1430413338.25,,,107853.0,14.41,,,,2.47,139659.0,21892.0,,,14.41,107853.0,,43210.0,,1416.2,,,,16.99,16.99,69379792.0,6990014044.0,,6960.1,16.91,17.0,0.1336,23.79,0.2264
2018-05-31,15282937.0,1561152014.55,4.36,17.92,3.66,1553.4,1.0,797191675.2,13309335.0,7804128.0,1359548570.25,,,12081.0,9.97,,19152.0,,99.86,98155.0,1007708.0,,,9.97,12081.0,1.77,107311.0,1000000.0,1337.12,99.3,,,15.34,15.34,73447296.0,7502641286.4,,7410.13,15.29,11.71,0.1491,31.83,0.1762
2018-06-01,15434619.0,1600569990.3,4.4,17.37,3.7,1597.18,1.0,819411475.0,13361391.0,7901750.0,1385576246.7,,,19494.0,10.25,,,,2.56,97622.0,37014.0,,,10.25,19494.0,,69576.0,,1368.45,,,,15.38,15.38,73512616.0,7623258279.2,,7534.32,15.37,11.53,0.1478,31.72,0.1777
2018-06-04,17730716.0,1814738782.6,5.06,19.78,4.25,1845.12,1.0,984059529.85,13403472.0,9614651.0,1371845359.2,,,7272.0,181.34,,,,30.87,1713251.0,302552.0,,,181.34,7272.0,,337361.0,350.0,1381.81,0.0,,,15.35,15.35,73912944.0,7564989818.4,,7642.69,15.31,12.59,0.1369,29.13,0.2031
2018-06-05,14039790.0,1428548632.5,4.0,15.82,3.37,1444.33,1.0,765508086.75,11277535.0,7523421.0,1147489186.25,,,23213.0,0.25,,,,231.38,2600.0,2235340.0,,,0.25,23213.0,,86190.0,2093830.0,1149.23,225.57,,,12.86,12.86,76392560.0,7772942980.0,,7805.02,12.83,15.93,0.1034,18.5,0.1601
2018-06-06,13221144.0,1349217745.2,3.77,14.71,3.17,1350.07,1.0,790036709.15,11102446.0,7741663.0,1133004614.3,,,78869.0,11.6,,539337.0,,28.78,133521.0,284180.0,,,11.6,78869.0,55.63,30222.0,454616.0,1122.94,51.26,,,12.68,12.68,76447528.0,7801470232.4,,7769.07,12.63,14.23,0.0994,17.64,0.151
2018-06-07,12856213.0,1311333726.0,3.67,14.41,3.08,1317.11,1.0,687177468.0,10488766.0,6737034.0,1069854132.0,,,10344.0,0.23,,,,63.76,2288.0,630954.0,,,0.23,10344.0,,221309.0,1006917.0,1066.93,101.85,21.7,,12.01,12.01,76827456.0,7836400512.0,214379.0,7838.3,11.98,15.34,0.1008,17.28,0.1472
2018-06-08,11579635.0,1187491569.25,3.3,13.15,2.78,1195.85,1.0,506066098.65,9915171.0,4934823.0,1016800786.05,,,65.0,36.21,,,,58.36,353000.0,573660.0,,,36.21,65.0,,,2155211.0,1011.67,213.79,,,11.35,11.35,77435248.0,7940984682.4,,7916.08,11.33,18.2,0.1129,18.78,0.1326
2018-06-11,9991893.0,1027666195.05,2.85,11.78,2.4,1032.94,1.0,461562413.4,8115146.0,4487724.0,834642766.1,,,110612.0,,,,,195.4,,1911937.0,,,,110612.0,,1300.0,447099.0,829.2,47.46,,,9.28,9.28,79307480.0,8156774318.0,,8138.04,9.25,18.14,0.1156,20.53,0.1143
2018-06-12,9028082.0,924475596.8,2.58,10.8,2.16,938.87,1.0,447558963.2,6736634.0,4370693.0,689831321.6,,,109793.0,19.63,,174912.0,,151.16,190000.0,1488305.0,,,19.63,109793.0,18.37,,481943.0,691.89,49.24,,,7.7,7.7,80707432.0,8264441036.8,,8308.08,7.69,19.75,0.1251,20.21,0.1032
2018-06-13,8431910.0,865957157.0,2.41,10.27,2.02,869.84,1.0,404675177.4,6185619.0,3940362.0,635263071.3,,,3024.0,6.75,,,,60.39,66795.0,573754.0,,,6.75,3024.0,,19715.0,497126.0,630.71,54.22,,,7.04,7.04,81631680.0,8383573536.0,,8365.02,7.01,16.88,0.1179,21.66,0.096
2018-06-14,6617462.0,689208667.3,1.89,8.15,1.59,695.21,1.0,339306848.05,5122964.0,3257867.0,533556700.6,,,76850.0,,,,,113.94,,1139505.0,,,,76850.0,,,682495.0,530.85,68.81,,,5.83,5.83,82724832.0,8615791252.8,,8564.58,5.84,17.2,0.1221,21.71,0.0753
2018-06-15,4476613.0,462881784.2,1.28,5.42,1.07,471.1,1.0,260364819.0,3133014.0,2518035.0,323953647.6,,,1205.0,2.58,,,,208.4,27983.0,2030058.0,,,2.58,1205.0,,38903.0,767815.0,326.57,83.38,,,3.57,3.57,84613200.0,8749004880.0,,8804.39,3.58,17.51,0.1411,25.63,0.051
2018-06-18,3511500.0,357470700.0,1.0,4.1,0.84,363.04,0.0,194120180.4,2219337.0,1906878.0,225928506.6,,,5706.0,1.77,,3000.0,,101.75,17407.0,970883.0,,,1.77,5706.0,0.31,280121.0,631564.0,228.6,70.17,,,2.53,2.53,85639928.0,8718144670.4,,8826.42,2.52,13.93,0.1259,22.15,0.04
2018-06-19,4227091.0,420764638.14,1.2,4.84,1.01,429.55,1.0,201313777.14,2860767.0,2022441.0,284760747.18,,,25603.0,80.8,,,,53.36,790128.0,513952.0,,,80.8,25603.0,,1129779.0,674565.0,290.4,71.22,,,3.26,3.26,84882048.0,8449159057.92,,8608.22,3.26,14.62,0.1327,23.17,0.0482
2018-06-20,4273823.0,427595991.15,1.22,4.84,1.02,427.91,1.0,266958612.6,2929504.0,2668252.0,293096875.2,,,,22.21,,500000.0,,18.73,237441.0,172940.0,,,22.21,,49.77,241677.0,91630.0,291.91,9.89,,,3.34,3.34,84754864.0,8479724143.2,,8445.22,3.34,14.05,0.1545,28.62,0.0487
2018-06-21,2909630.0,287995177.4,0.83,3.24,0.7,289.99,0.0,129184637.82,2532657.0,1305159.0,250682389.86,,,36091.0,12.26,,3000.0,,49.87,126530.0,501100.0,,,12.26,36091.0,0.31,68162.0,1492623.0,252.52,149.36,,,2.87,2.87,85654784.0,8478110520.32,,8544.95,2.87,18.62,0.1469,20.98,0.033
2018-06-22,2440148.0,243282755.6,0.7,2.68,0.59,242.06,0.0,124751619.0,1609122.0,1251270.0,160429463.4,,,,0.32,,,,92.19,3000.0,923535.0,,,0.32,,,140634.0,56889.0,159.09,5.74,,,1.82,1.82,86745584.0,8648534724.8,,8597.12,1.82,19.07,0.1565,21.18,0.0276
2018-06-25,2199698.0,213546681.84,0.63,2.4,0.53,215.88,0.0,128903891.88,1664815.0,1327811.0,161620240.2,,,8638.0,9.53,,,,13.47,100523.0,136400.0,,,9.53,8638.0,,80895.0,164616.0,164.04,17.84,,,1.89,1.89,86616848.0,8408763603.84,,8567.63,1.88,18.35,0.1417,20.95,0.0249
2018-06-26,2127901.0,207768253.64,0.61,2.31,0.51,207.98,0.0,122637206.96,1577988.0,1256014.0,154074748.32,,,,1.66,,,,10.92,14767.0,107265.0,,,1.66,,,20438.0,86564.0,154.45,9.09,,,1.79,1.79,86608624.0,8456466047.36,,8455.02,1.79,19.16,0.1472,21.35,0.0241
2018-06-27,2367009.0,236819250.45,0.67,2.56,0.57,234.44,0.0,125001969.75,1578783.0,1249395.0,157957239.15,,,705.0,1.99,,,,22.19,11078.0,228621.0,,,1.99,705.0,,90.0,17697.0,156.03,2.31,,,1.79,1.79,86565168.0,8660845058.4,,8518.72,1.8,19.18,0.1493,19.58,0.0269
2018-06-28,2456144.0,245982821.6,0.7,2.57,0.59,245.13,0.0,134140409.25,1577918.0,1339395.0,158028487.7,,,454.0,10.93,,,,0.11,110000.0,1319.0,,,10.93,454.0,,,20000.0,157.88,1.83,,,1.79,1.79,86424752.0,8655438912.8,,8654.19,1.79,18.34,0.1416,18.65,0.0279
2018-06-29,2188962.0,227761496.1,0.62,2.27,0.52,223.57,0.0,137048937.25,1512993.0,1317145.0,157426921.65,,,26044.0,,,42177.0,,8.71,,90969.0,,,,26044.0,4.44,,64427.0,153.15,6.26,,,1.72,1.72,86624384.0,9013267155.2,,8718.89,1.73,18.99,0.1403,20.24,0.0248
2018-07-02,2941207.0,300885476.1,0.84,2.99,0.71,303.1,0.0,211734913.5,1695912.0,2069745.0,173491797.6,,,81.0,79.52,,,,0.04,755600.0,355.0,,,79.52,81.0,,183193.0,3000.0,174.7,0.38,,,1.89,1.89,88071560.0,9009720588.0,,9112.21,1.88,15.69,0.143,24.41,0.0328
2018-07-03,3210197.0,329526722.05,0.91,3.14,0.77,329.93,0.0,240071147.75,1741590.0,2338735.0,178774213.5,,,15757.0,44.61,,,,1.67,439471.0,15757.0,,,44.61,15757.0,,45678.0,170481.0,177.67,16.85,,,1.93,1.93,88282568.0,9062205605.2,,9013.96,1.93,20.57,0.1495,23.53,0.0357
2018-07-04,3102310.0,318297006.0,0.88,3.0,0.74,319.59,0.0,228948719.4,1625250.0,2231469.0,166750650.0,,,,0.31,,,,12.75,3000.0,126340.0,,,0.31,,,10000.0,110266.0,166.35,11.04,,,1.8,1.8,88451976.0,9075172737.6,,9060.43,1.8,20.84,0.1441,21.22,0.0344
2018-07-05,3201686.0,329773658.0,0.91,3.13,0.77,330.17,0.0,238779235.0,2020456.0,2318245.0,208106968.0,,,,11.23,,,,18.86,105031.0,181833.0,,,11.23,,,577039.0,18255.0,206.81,1.9,,,2.24,2.24,88035144.0,9067619832.0,,9014.94,2.24,19.68,0.1428,22.66,0.0356
2018-07-06,3323275.0,341798833.75,0.95,3.2,0.8,343.14,0.0,250884987.65,2074007.0,2439329.0,213311619.95,,,68496.0,18.31,,,,1.54,173061.0,15035.0,,,18.31,68496.0,,90.0,51977.0,212.61,5.5,,,2.3,2.3,87942936.0,9044930967.6,,9027.52,2.3,19.34,0.1473,24.78,0.0369
2018-07-09,2808270.0,289111396.5,0.8,2.7,0.67,289.97,0.0,195947205.8,2132464.0,1903324.0,219537168.8,,,44768.0,1.82,,,,4.22,19497.0,40792.0,,,1.82,44768.0,,54481.0,555502.0,218.48,57.23,,,2.37,2.37,87870656.0,9046284035.2,,9014.96,2.37,16.31,0.1571,29.49,0.0312
2018-07-10,2572132.0,267501728.0,0.73,2.44,0.62,267.39,0.0,172867344.0,1618728.0,1662186.0,168347712.0,,,13766.0,2.02,,,,28.35,18591.0,282651.0,,,2.02,13766.0,,275149.0,259729.0,167.19,25.9,,,1.8,1.8,88364384.0,9189895936.0,,9118.91,1.8,17.73,0.1776,32.0,0.0286
2018-07-11,2384859.0,246952149.45,0.68,2.3,0.57,248.18,0.0,151772303.05,1601355.0,1465691.0,165820310.25,,,20000.0,1.26,,,,3.75,15709.0,37373.0,,,1.26,20000.0,,,212204.0,166.55,22.03,,,1.78,1.78,88394560.0,9153256688.0,,9194.7,1.78,19.35,0.205,35.01,0.0265
2018-07-12,2732221.0,290981536.5,0.78,2.65,0.66,287.97,0.0,190475037.0,1653417.0,1788498.0,176088910.5,,,1000.0,38.85,,1000.0,,0.07,350000.0,638.0,,,38.85,1000.0,0.1,51700.0,28193.0,172.75,2.81,,,1.84,1.84,88326120.0,9406731780.0,,9212.72,1.84,16.59,0.2535,43.75,0.0304
2018-07-13,2154081.0,231348299.4,0.61,2.14,0.52,229.7,0.0,181549497.0,1278341.0,1690405.0,137293823.4,,,123295.0,2.99,,,,53.91,28000.0,525971.0,,,2.99,123295.0,,27600.0,126093.0,136.58,12.16,,,1.42,1.42,88647816.0,9520775438.4,,9475.22,1.42,19.28,0.3361,53.34,0.024
2018-07-16,2383152.0,254758948.8,0.68,2.38,0.57,254.58,0.0,203652945.1,1406998.0,1905079.0,150408086.2,,,120799.0,26.77,,4679.0,,3.81,241191.0,35906.0,,,26.77,120799.0,0.52,43764.0,31196.0,150.49,3.73,,,1.57,1.57,88464488.0,9456853767.2,,9472.85,1.56,17.34,0.2758,46.72,0.0265
2018-07-17,2222580.0,239927511.0,0.63,2.25,0.53,238.56,0.0,188157605.65,1305572.0,1743007.0,140936497.4,,,5005.0,3.86,,,,22.44,34434.0,210329.0,,,3.86,5005.0,,103898.0,196506.0,140.07,20.42,,,1.46,1.46,88015008.0,9501220113.6,,9440.26,1.46,18.7,0.2554,43.75,0.0249
2018-07-18,2202803.0,237462163.4,0.63,2.25,0.53,236.94,0.0,184732548.0,1397134.0,1713660.0,150611045.2,,,10000.0,16.87,,,,7.32,152316.0,68438.0,,,16.87,10000.0,,150000.0,181663.0,150.65,19.68,,,1.56,1.56,88321528.0,9521060718.4,,9541.9,1.55,18.8,0.2065,35.62,0.0246
2018-07-19,2131750.0,228736775.0,0.61,2.19,0.51,228.75,0.0,173363537.0,1366400.0,1615690.0,146614720.0,,,10638.0,1.19,,,,4.47,10638.0,41372.0,,,1.19,10638.0,,,108608.0,146.92,11.91,,,1.52,1.52,88346984.0,9479631383.2,,9513.66,1.52,19.4,0.1912,33.11,0.0238
2018-07-20,2166571.0,233231368.15,0.62,2.22,0.52,232.25,0.0,180799359.15,1235532.0,1679511.0,133005019.8,,,,,,127000.0,,14.13,,130868.0,,,,,13.51,,63179.0,132.71,7.08,,,1.38,1.38,88469696.0,9523762774.4,,9489.63,1.38,19.16,0.187,32.66,0.0242
2018-07-23,2165083.0,231339118.55,0.62,2.18,0.52,231.18,0.0,161914399.55,1283334.0,1515343.0,137124237.9,,,,,,,,3.4,,32803.0,,,,,,80605.0,164168.0,137.81,17.94,,,1.43,1.43,88439864.0,9449799468.4,,9512.34,1.43,19.11,0.182,32.69,0.0241
