,3297B FP Equity_PX_LAST
2019-10-29,270.7
2019-10-30,271.5
2019-10-31,270.2
2019-11-04,274.9
2019-11-05,277.9
2019-11-06,276.3
2019-11-07,281.8
2019-11-08,277.9
2019-11-12,279.2
2019-11-13,278.9
2019-11-14,280.0
2019-11-19,282.0
2019-11-20,280.7
2019-11-21,279.4
2019-11-22,278.2
2019-11-25,282.3
2019-12-02,278.8
2019-12-05,277.5
2019-12-06,281.7
2019-12-10,281.1
2019-12-16,289.4
2019-12-23,298.1
2019-12-27,298.4
2019-12-30,295.1
2019-12-31,295.2
2020-01-02,297.6
2020-01-06,297.0
2020-01-07,300.5
2020-01-08,302.5
2020-01-13,306.1
2020-01-14,311.0
2020-01-21,310.5
2020-01-22,313.9
2020-01-23,307.7
2020-01-24,307.3
2020-01-28,299.9
2020-02-06,320.7
2020-02-07,315.8
2020-02-10,317.3
2020-02-12,324.1
2020-02-13,322.8
2020-02-14,326.0
2020-02-17,325.3
2020-02-18,325.4
2020-02-19,335.6
2020-02-20,328.6
2020-02-24,311.3
2020-02-28,272.9
2020-03-02,278.0
2020-03-03,282.0
2020-03-04,282.1
2020-03-05,278.3
2020-03-09,248.3
2020-03-10,247.7
2020-03-11,245.1
2020-03-12,219.0
2020-03-13,213.1
2020-03-16,202.6
2020-03-17,197.2
2020-03-18,187.7
2020-03-19,195.4
2020-03-20,201.6
2020-03-23,196.2
2020-03-24,217.0
2020-03-25,230.4
2020-03-26,232.3
2020-03-27,219.5
2020-03-30,217.9
2020-03-31,220.5
2020-04-01,210.0
2020-04-02,207.2
2020-04-03,206.5
2020-04-06,217.8
2020-04-07,228.2
2020-04-08,229.0
2020-04-09,234.8
2020-04-14,237.4
2020-04-15,233.0
2020-04-16,235.0
2020-04-17,242.2
2020-04-20,243.8
2020-04-21,233.3
2020-04-22,234.3
2020-04-23,237.5
2020-04-24,233.1
2020-04-27,241.9
2020-04-28,245.4
2020-04-29,253.9
2020-04-30,249.4
2020-05-04,237.2
2020-05-05,240.9
2020-05-06,239.1
2020-05-11,244.4
2020-05-15,234.4
2020-05-19,246.2
2020-05-21,244.4
2020-05-22,244.8
2020-05-26,254.7
2020-05-28,263.5
2020-05-29,255.5
2020-06-02,265.1
2020-06-03,267.7
2020-06-05,278.6
2020-06-08,282.8
2020-06-09,280.4
2020-06-10,279.0
2020-06-11,266.0
2020-06-12,263.5
2020-06-15,261.3
2020-06-16,268.5
2020-06-18,267.9
2020-06-22,262.6
2020-06-23,265.8
2020-06-24,259.7
2020-06-25,259.1
2020-06-26,258.8
2020-06-29,259.4
2020-06-30,263.4
2020-07-01,264.9
2020-07-02,267.1
2020-07-03,266.6
2020-07-06,274.2
2020-07-07,276.6
2020-07-08,272.6
2020-07-09,271.3
2020-07-10,273.8
2020-07-13,285.3
2020-07-14,276.4
2020-07-15,281.9
2020-07-16,279.7
2020-07-17,279.2
2020-07-20,277.3
2020-07-21,281.1
2020-07-22,276.6
2020-07-24,270.9
2020-07-27,269.0
2020-07-28,270.7
2020-07-29,269.0
2020-07-30,263.8
2020-07-31,260.8
2020-08-03,263.9
2020-08-04,263.1
2020-08-05,264.1
2020-08-06,263.8
2020-08-07,261.6
2020-08-10,264.6
2020-08-11,268.6
2020-08-12,272.1
2020-08-18,280.8
2020-08-19,282.5
2020-08-20,281.5
2020-08-21,285.5
2020-08-24,289.1
2020-08-25,288.9
2020-08-26,293.2
2020-08-27,298.0
2020-08-28,299.0
2020-08-31,300.2
2020-09-01,300.0
2020-09-02,297.6
2020-09-03,296.1
2020-09-04,289.2
2020-09-07,296.5
2020-09-08,288.6
2020-09-11,292.9
2020-09-14,298.1
2020-09-15,305.3
2020-09-16,307.5
2020-09-17,303.7
2020-09-18,300.7
2020-09-21,290.2
2020-09-22,289.8
2020-09-24,286.7
2020-09-28,297.5
2020-09-29,295.7
2020-09-30,296.4
2020-10-01,298.2
2020-10-02,297.2
2020-10-05,300.4
2020-10-06,300.1
2020-10-07,302.0
2020-10-08,304.2
2020-10-09,305.8
2020-10-13,307.9
2020-10-14,308.1
2020-10-16,310.1
2020-10-21,306.5
2020-10-22,309.1
2020-10-23,310.0
2020-10-27,304.0
2020-10-28,293.5
2020-10-29,293.4
2020-10-30,291.1
2020-11-02,295.4
2020-11-03,301.4
2020-11-04,307.3
2020-11-05,314.6
2020-11-06,317.5
2020-11-09,340.2
2020-11-10,338.0
2020-11-11,341.4
2020-11-12,335.9
2020-11-13,335.6
2020-11-17,344.6
2020-11-18,347.5
2020-11-23,353.1
2020-11-24,359.2
2020-11-25,361.4
2020-11-26,363.1
2020-11-27,364.4
2020-11-30,361.8
2020-12-01,363.1
2020-12-02,361.2
2020-12-03,365.4
2020-12-07,369.2
2020-12-08,371.1
2020-12-09,374.9
2020-12-10,372.3
2020-12-11,370.6
2020-12-14,374.9
2020-12-15,374.0
2020-12-16,374.3
2020-12-17,378.4
2020-12-18,378.4
2020-12-22,374.1
2020-12-23,376.4
2020-12-28,381.0
2020-12-29,382.8
2021-01-04,384.1
2021-01-06,382.7
2021-01-07,390.0
2021-01-08,396.2
2021-01-11,393.3
2021-01-13,392.4
2021-01-15,385.7
2021-01-18,387.7
2021-01-19,383.5
2021-01-20,389.2
2021-01-21,389.1
2021-01-22,386.9
2021-01-25,382.3
2021-01-27,381.1
2021-01-28,381.6
2021-01-29,375.0
2021-02-01,377.5
2021-02-02,391.6
2021-02-03,390.7
2021-02-05,402.8
2021-02-08,404.8
2021-02-09,405.2
2021-02-10,402.5
2021-02-11,403.4
2021-02-17,406.1
2021-02-19,409.9
2021-02-22,407.6
2021-02-23,401.0
2021-02-24,408.1
2021-02-26,399.2
2021-03-01,407.7
2021-03-02,406.6
2021-03-03,407.5
2021-03-04,397.9
2021-03-05,385.4
2021-03-08,399.2
2021-03-09,403.7
2021-03-10,408.4
2021-03-11,414.8
2021-03-12,414.1
2021-03-15,414.7
2021-03-16,414.6
2021-03-17,413.8
2021-03-18,415.2
2021-03-19,409.1
2021-03-22,409.7
2021-03-23,404.7
2021-03-24,404.6
2021-03-25,402.0
2021-03-26,400.4
2021-03-29,400.2
2021-03-30,408.5
2021-03-31,410.3
2021-04-01,413.0
2021-04-06,419.1
2021-04-07,415.9
2021-04-08,417.9
2021-04-09,418.6
2021-04-12,421.4
2021-04-13,424.0
2021-04-14,430.8
2021-04-15,431.6
2021-04-16,433.4
2021-04-19,429.4
2021-04-20,420.1
2021-04-21,428.0
2021-04-22,435.8
2021-04-23,433.1
2021-04-26,432.9
2021-04-27,431.0
2021-04-28,431.7
2021-04-29,432.7
2021-04-30,431.9
2021-05-03,430.6
2021-05-04,425.5
2021-05-05,431.2
2021-05-06,426.5
2021-05-07,431.5
2021-05-10,427.8
2021-05-11,415.2
2021-05-12,415.3
2021-05-13,413.7
2021-05-14,420.3
2021-05-17,421.0
2021-05-18,424.0
2021-05-19,414.4
2021-05-20,419.7
2021-05-21,424.7
2021-05-25,431.8
2021-05-26,438.1
2021-05-27,440.4
2021-05-28,445.8
2021-05-31,444.8
2021-06-01,447.9
2021-06-02,448.9
2021-06-03,446.9
2021-06-04,445.7
2021-06-07,448.0
2021-06-08,449.6
2021-06-09,450.0
2021-06-10,446.4
2021-06-11,450.1
2021-06-14,452.7
2021-06-15,452.4
2021-06-16,453.8
2021-06-17,456.2
2021-06-18,452.1
2021-06-21,452.4
2021-06-22,454.6
2021-06-23,456.4
2021-06-24,463.7
2021-06-25,465.2
2021-06-28,463.6
2021-06-29,464.8
2021-06-30,463.6
2021-07-01,461.5
2021-07-02,461.8
2021-07-05,461.4
2021-07-06,456.0
2021-07-07,457.2
2021-07-08,446.1
2021-07-09,453.4
2021-07-12,459.5
2021-07-13,461.0
2021-07-14,460.6
2021-07-15,454.0
2021-07-16,448.9
2021-07-19,438.5
2021-07-20,445.1
2021-07-21,453.4
2021-07-22,454.6
2021-07-23,460.8
2021-07-26,461.8
2021-07-27,456.0
2021-07-28,459.7
2021-07-29,464.8
2021-07-30,464.4
2021-08-02,471.0
2021-08-03,469.5
2021-08-04,471.2
2021-08-05,471.9
2021-08-06,473.4
2021-08-09,474.0
2021-08-10,474.6
2021-08-11,473.9
2021-08-12,475.0
2021-08-13,476.2
2021-08-16,466.9
2021-08-17,462.9
2021-08-18,457.8
2021-08-19,442.4
2021-08-20,442.7
2021-08-23,454.5
2021-08-24,454.9
2021-08-25,455.3
2021-08-26,451.3
2021-08-27,453.7
2021-08-30,455.7
2021-08-31,456.1
2021-09-01,465.1
2021-09-02,466.9
2021-09-03,458.0
2021-09-06,463.9
2021-09-07,466.5
2021-09-08,464.8
2021-09-09,468.4
2021-09-10,470.8
2021-09-13,466.9
2021-09-14,464.6
2021-09-15,454.6
2021-09-16,457.1
2021-09-17,458.9
2021-09-20,450.3
2021-09-21,454.3
2021-10-26,487.75
2021-10-27,482.27
2021-10-28,483.65
2021-10-29,489.05
2021-11-01,497.69
2021-11-02,495.7
2021-11-03,503.67
2021-11-04,509.13
2021-11-05,517.62
2021-11-08,519.29
2021-11-09,516.81
2021-11-10,513.54
2021-11-11,514.81
2021-11-12,528.69
2021-11-15,532.85
2021-11-16,536.74
2021-11-17,534.52
2021-11-18,535.53
2021-11-19,528.98
2021-11-22,524.72
2021-11-23,516.62
2021-11-24,519.48
2021-11-25,524.01
2021-11-26,492.09
2021-11-29,500.94
2021-11-30,492.27
2021-12-01,503.0
2021-12-02,493.42
2021-12-03,490.66
2021-12-06,503.0
2021-12-07,520.83
2021-12-08,517.05
2021-12-09,515.97
2021-12-10,511.42
2021-12-13,502.42
2021-12-14,496.75
2021-12-15,495.41
2021-12-16,499.09
2021-12-17,493.75
2021-12-20,487.16
2021-12-21,496.58
2021-12-23,507.53
2021-12-27,511.45
2021-12-28,513.95
2021-12-29,513.89
2022-01-03,519.92
2022-01-04,525.63
2022-01-05,529.12
2022-01-06,512.51
2022-01-07,502.28
2022-01-10,490.53
2022-01-11,495.48
2022-01-12,493.9
2022-01-13,491.95
2022-01-14,480.74
2022-01-17,490.76
2022-01-18,482.75
2022-01-19,487.6
2022-01-20,491.99
2022-01-21,480.14
2022-01-24,458.7
2022-01-25,461.19
2022-01-26,470.97
2022-01-27,469.74
2022-01-28,462.43
2022-01-31,470.51
2022-02-01,486.61
2022-02-02,485.96
2022-02-03,474.85
2022-02-04,465.58
2022-02-07,472.51
2022-02-08,475.97
2022-02-09,488.23
2022-02-10,486.66
2022-02-11,477.8
2022-02-14,468.72
2022-02-15,477.46
2022-02-16,478.0
2022-02-17,473.62
2022-02-18,469.7
2022-02-21,464.88
2022-02-22,461.44
2022-02-23,458.97
2022-02-24,443.21
2022-02-25,464.5
2022-02-28,464.19
2022-03-01,441.22
2022-03-02,446.05
2022-03-03,433.18
2022-03-04,409.71
2022-03-07,393.18
2022-03-08,383.89
2022-03-09,410.83
2022-03-10,402.45
2022-03-11,407.57
2022-03-14,407.93
2022-03-15,402.52
2022-03-16,428.15
2022-03-17,430.8
2022-03-18,438.44
2022-03-21,436.87
2022-03-22,439.54
2022-03-23,435.37
2022-03-24,432.02
2022-03-25,433.55
2022-03-28,436.56
2022-03-29,455.01
2022-03-30,450.8
2022-03-31,445.86
2022-04-01,444.49
2022-04-04,453.11
2022-04-05,451.38
2022-04-06,433.25
2022-04-07,426.86
2022-04-08,434.63
2022-04-11,429.91
2022-04-12,435.3
2022-04-14,442.01
2022-04-19,440.07
2022-04-20,443.24
2022-04-21,446.2
2022-04-22,435.11
2022-04-25,424.25
2022-04-26,419.31
2022-04-27,421.36
2022-04-28,424.72
2022-04-29,431.92
2022-05-02,421.93
2022-05-03,421.66
2022-05-04,413.1
2022-05-05,405.46
2022-05-06,395.68
2022-05-09,377.05
2022-05-10,372.56
2022-05-11,383.94
2022-05-12,381.77
2022-05-13,392.31
2022-05-16,391.01
2022-05-17,396.33
2022-05-18,387.35
2022-05-19,378.35
2022-05-20,369.57
2022-05-23,370.4
2022-05-24,360.25
2022-05-25,367.06
2022-05-26,376.95
2022-05-27,390.7
2022-05-30,397.65
2022-05-31,394.11
2022-06-01,391.98
2022-06-02,399.92
2022-06-03,397.78
2022-06-06,401.74
2022-06-07,399.44
2022-06-08,394.51
2022-06-09,386.69
2022-06-10,373.2
2022-06-13,357.54
2022-06-14,353.39
2022-06-15,359.53
2022-06-16,346.57
2022-06-17,348.97
2022-06-20,349.25
2022-06-21,352.25
2022-06-22,349.62
2022-06-23,355.22
2022-06-24,370.93
2022-06-27,368.88
2022-06-28,370.33
2022-06-29,361.74
2022-06-30,357.21
2022-07-01,357.37
2022-07-04,358.8
2022-07-05,354.93
2022-07-06,362.01
2022-07-07,367.65
2022-07-08,370.59
2022-07-11,367.08
2022-07-12,371.67
2022-07-13,370.11
2022-07-14,366.0
2022-07-15,368.17
2022-07-18,375.12
2022-07-19,384.11
2022-07-20,387.79
2022-07-21,388.63
2022-07-22,391.52
2022-07-25,391.28
2022-07-26,385.31
2022-07-27,389.05
2022-07-28,401.93
2022-07-29,407.54
2022-08-01,410.59
2022-08-02,407.27
2022-08-03,412.98
2022-08-04,417.9
2022-08-05,414.56
2022-08-08,422.55
2022-08-09,411.41
2022-08-10,421.51
2022-08-11,425.29
2022-08-12,425.68
2022-08-15,427.32
2022-08-16,427.09
2022-08-17,422.85
2022-08-18,424.94
2022-08-19,419.25
2022-08-22,410.49
2022-08-23,410.22
2022-08-24,418.66
2022-08-25,421.15
2022-08-26,411.03
2022-08-29,404.89
2022-08-30,403.22
2022-08-31,397.08
2022-09-01,387.13
2022-09-02,397.72
2022-09-05,392.47
2022-09-06,391.57
2022-09-07,394.39
2022-09-08,399.02
2022-09-09,407.59
2022-09-12,413.71
2022-09-13,405.36
2022-09-14,406.23
2022-09-15,404.0
2022-09-16,396.11
2022-09-19,399.43
2022-09-20,398.29
2022-09-21,399.93
2022-09-22,388.02
2022-09-23,379.12
2022-09-26,380.78
2022-09-27,383.65
2022-09-28,385.22
2022-09-29,374.14
2022-09-30,372.57
2022-10-03,366.23
2022-10-04,383.15
2022-10-05,380.4
2022-10-06,384.24
2022-10-07,375.61
2022-10-10,371.09
2022-10-11,368.83
2022-10-12,371.59
2022-10-13,371.1
2022-10-14,372.75
2022-10-17,376.93
2022-10-18,380.29
2022-10-19,376.53
2022-10-20,376.88
2022-10-21,368.62
2022-10-24,369.11
2022-10-25,381.4
2022-10-26,385.44
2022-10-27,381.5
2022-10-28,377.65
2022-10-31,379.33
2022-11-01,383.86
2022-11-02,375.03
2022-11-03,374.25
2022-11-04,383.9
2022-11-07,380.83
2022-11-08,382.64
2022-11-09,381.33
2022-11-10,393.92
2022-11-11,408.66
2022-11-14,407.94
2022-11-15,410.35
2022-11-16,403.72
2022-11-17,399.7
2022-11-18,403.82
2022-11-21,401.29
2022-11-22,401.76
2022-11-23,405.82
2022-11-24,406.79
2022-11-25,404.38
2022-11-28,404.03
2022-11-29,407.36
2022-11-30,414.55
2022-12-01,418.81
2022-12-02,418.87
2022-12-05,415.3
2022-12-06,411.5
2022-12-07,410.9
2022-12-08,412.28
2022-12-09,415.11
2022-12-12,413.75
2022-12-13,417.8
2022-12-14,417.56
2022-12-15,401.85
2022-12-16,398.05
2022-12-19,395.38
2022-12-20,390.55
2022-12-21,397.31
2022-12-22,390.5
2022-12-23,387.1
2022-12-27,392.56
2022-12-28,389.7
2022-12-29,395.52
2022-12-30,391.71
2023-01-02,395.96
2023-01-03,399.09
2023-01-04,407.44
2023-01-05,407.34
2023-01-06,414.38
2023-01-09,419.45
2023-01-10,415.99
2023-01-11,421.59
2023-01-12,420.88
2023-01-13,425.98
2023-01-16,428.38
2023-01-17,431.93
2023-01-18,431.97
2023-01-19,423.61
2023-01-20,428.37
2023-01-23,434.79
2023-01-24,437.32
2023-01-25,433.32
2023-01-26,438.37
2023-01-27,442.58
2023-01-30,444.05
2023-01-31,446.23
2023-02-01,445.28
2023-02-02,459.09
2023-02-03,463.79
2023-02-06,457.62
2023-02-07,455.88
2023-02-08,451.34
2023-02-09,456.55
2023-02-10,447.19
2023-02-13,449.94
2023-02-14,451.91
2023-02-15,458.26
2023-02-16,461.58
2023-02-17,452.97
2023-02-20,455.89
2023-02-21,451.87
2023-02-22,451.87
2023-02-23,451.39
2023-02-24,446.26
2023-02-27,451.64
2023-02-28,449.84
2024-05-13,449.84
2024-05-14,449.84
2024-05-15,449.84
2024-05-16,449.84
2024-05-17,449.84
2024-05-20,449.84
2024-05-21,449.84
2024-05-22,449.84
2024-05-23,449.84
2024-05-24,449.84
2024-05-27,449.84
2024-05-28,449.84
2024-05-29,449.84
2024-05-30,449.84
2024-05-31,449.84
2024-06-03,449.84
2024-06-04,449.84
2024-06-05,449.84
2024-06-06,449.84
2024-06-07,449.84
2024-06-10,449.84
2024-06-11,449.84
2024-06-12,449.84
2024-06-13,449.84
2024-06-14,449.84
2024-06-17,449.84
2024-06-18,449.84
2024-06-19,449.84
2024-06-20,449.84
2024-06-21,449.84
2024-06-24,449.84
2024-06-25,449.84
2024-06-26,449.84
2024-06-27,449.84
2024-06-28,449.84
2024-07-01,449.84
2024-07-02,449.84
2024-07-03,449.84
2024-07-04,449.84
2024-07-05,449.84
2024-07-08,449.84
2024-07-09,449.84
2024-07-10,449.84
2024-07-11,449.84
2024-07-12,449.84
2024-07-15,449.84
2024-07-16,449.84
2024-07-17,449.84
2024-07-18,449.84
2024-07-19,449.84
2024-07-22,449.84
2024-07-23,449.84
2024-07-24,449.84
2024-07-25,449.84
2024-07-26,449.84
2024-07-29,449.84
2024-07-30,449.84
2024-07-31,449.84
2024-08-01,449.84
2024-08-02,449.84
2024-08-05,449.84
2024-08-06,449.84
2024-08-07,449.84
2024-08-08,449.84
2024-08-09,449.84
2024-08-12,449.84
2024-08-13,449.84
2024-08-14,449.84
2024-08-15,449.84
2024-08-16,449.84
2024-08-19,449.84
2024-08-20,449.84
2024-08-21,449.84
2024-08-22,449.84
2024-08-23,449.84
2024-08-26,449.84
2024-08-27,449.84
2024-08-28,449.84
2024-08-29,449.84
2024-08-30,449.84
2024-09-02,449.84
2024-09-03,449.84
2024-09-04,449.84
2024-09-05,449.84
2024-09-06,449.84
2024-09-09,449.84
2024-09-10,449.84
2024-09-11,449.84
2024-09-12,449.84
2024-09-13,449.84
2024-09-16,449.84
2024-09-17,449.84
2024-09-18,449.84
2024-09-19,449.84
2024-09-20,449.84
2024-09-23,449.84
2024-09-24,449.84
2024-09-25,449.84
2024-09-26,449.84
2024-09-27,449.84
2024-09-30,449.84
2024-10-01,449.84
2024-10-02,449.84
2024-10-03,449.84
2024-10-04,449.84
2024-10-07,449.84
2024-10-08,449.84
2024-10-09,449.84
2024-10-10,449.84
2024-10-11,449.84
2024-10-14,449.84
2024-10-15,449.84
2024-10-16,449.84
2024-10-17,449.84
2024-10-18,449.84
2024-10-21,449.84
2024-10-22,449.84
2024-10-23,449.84
2024-10-24,449.84
2024-10-25,449.84
2024-10-28,449.84
2024-10-29,449.84
2024-10-30,449.84
2024-10-31,449.84
2024-11-01,449.84
2024-11-04,449.84
2024-11-05,449.84
2024-11-06,449.84
2024-11-07,449.84
2024-11-08,449.84
2024-11-11,449.84
2024-11-12,449.84
2024-11-13,449.84
2024-11-14,449.84
2024-11-15,449.84
2024-11-18,449.84
2024-11-19,449.84
2024-11-20,449.84
2024-11-21,449.84
2024-11-22,449.84
2024-11-25,449.84
2024-11-26,449.84
2024-11-27,449.84
2024-11-28,449.84
2024-11-29,449.84
2024-12-02,449.84
2024-12-03,449.84
2024-12-04,449.84
2024-12-05,449.84
2024-12-06,449.84
2024-12-09,449.84
2024-12-10,449.84
2024-12-11,449.84
2024-12-12,449.84
2024-12-13,449.84
2024-12-16,449.84
2024-12-17,449.84
2024-12-18,449.84
2024-12-19,449.84
2024-12-20,449.84
2024-12-23,449.84
2024-12-24,449.84
2024-12-27,449.84
2024-12-30,449.84
2024-12-31,449.84
2025-01-02,449.84
2025-01-03,449.84
2025-01-06,449.84
2025-01-07,449.84
2025-01-08,449.84
2025-01-09,449.84
2025-01-10,449.84
2025-01-13,449.84
2025-01-14,449.84
2025-01-15,449.84
2025-01-16,449.84
2025-01-17,449.84
2025-01-20,449.84
2025-01-21,449.84
2025-01-22,449.84
2025-01-23,449.84
2025-01-24,449.84
2025-01-27,449.84
2025-01-28,449.84
2025-01-29,449.84
2025-01-30,449.84
2025-01-31,449.84
2025-02-03,449.84
2025-02-04,449.84
2025-02-05,449.84
2025-02-06,449.84
2025-02-07,449.84
2025-02-10,449.84
2025-02-11,449.84
2025-02-12,449.84
2025-02-13,449.84
2025-02-14,449.84
2025-02-17,449.84
2025-02-18,449.84
2025-02-19,449.84
2025-02-20,449.84
2025-02-21,449.84
2025-02-24,449.84
2025-02-25,449.84
2025-02-26,449.84
2025-02-27,449.84
2025-02-28,449.84
2025-03-03,449.84
2025-03-04,449.84
2025-03-05,449.84
2025-03-06,449.84
2025-03-07,449.84
2025-03-10,449.84
2025-03-11,449.84
2025-03-12,449.84
2025-03-13,449.84
2025-03-14,449.84
2025-03-17,449.84
2025-03-18,449.84
2025-03-19,449.84
2025-03-20,449.84
2025-03-21,449.84
2025-03-24,449.84
2025-03-25,449.84
2025-03-26,449.84
2025-03-27,449.84
2025-03-28,449.84
2025-03-31,449.84
2025-04-01,449.84
2025-04-02,449.84
2025-04-03,449.84
2025-04-04,449.84
2025-04-07,449.84
2025-04-08,449.84
2025-04-09,449.84
2025-04-10,449.84
2025-04-11,449.84
2025-04-14,449.84
2025-04-15,449.84
2025-04-16,449.84
2025-04-17,449.84
2025-04-22,449.84
2025-04-23,449.84
2025-04-24,449.84
2025-04-25,449.84
2025-04-28,449.84
2025-04-29,449.84
2025-04-30,449.84
2025-05-02,449.84
2025-05-05,449.84
2025-05-06,449.84
2025-05-07,449.84
2025-05-08,449.84
2025-05-09,449.84
2025-05-12,449.84
2025-05-13,449.84
2025-05-14,449.84
2025-05-15,449.84
2025-05-16,449.84
2025-05-19,449.84
2025-05-20,449.84
2025-05-21,449.84
2025-05-22,449.84
2025-05-23,449.84
2025-05-26,449.84
2025-05-27,449.84
2025-05-28,449.84
2025-05-29,449.84
2025-05-30,449.84
2025-06-02,449.84
2025-06-03,449.84
2025-06-04,449.84
2025-06-05,449.84
2025-06-06,449.84
2025-06-09,449.84
2025-06-10,449.84
2025-06-11,449.84
2025-06-12,449.84
2025-06-13,449.84
2025-06-16,449.84
2025-06-17,449.84
2025-06-18,449.84
2025-06-19,449.84
2025-06-20,449.84
2025-06-23,449.84
2025-06-24,449.84
2025-06-25,449.84
2025-06-26,449.84
2025-06-27,449.84
2025-06-30,449.84
2025-07-01,449.84
2025-07-02,449.84
2025-07-03,449.84
2025-07-04,449.84
2025-07-07,449.84
2025-07-08,449.84
2025-07-09,449.84
2025-07-10,449.84
2025-07-11,449.84
2025-07-14,449.84
2025-07-15,449.84
2025-07-16,449.84
2025-07-17,449.84
2025-07-18,449.84
2025-07-21,449.84
2025-07-22,449.84
2025-07-23,449.84
2025-07-24,449.84
2025-07-25,449.84
2025-07-28,449.84
2025-07-29,449.84
2025-07-30,449.84
2025-07-31,449.84
2025-08-01,449.84
2025-08-04,449.84
2025-08-05,449.84
2025-08-06,449.84
2025-08-07,449.84
2025-08-08,449.84
2025-08-11,449.84
2025-08-12,449.84
2025-08-13,449.84
2025-08-14,449.84
2025-08-15,449.84
2025-08-18,449.84
2025-08-19,449.84
2025-08-20,449.84
2025-08-21,449.84
2025-08-22,449.84
2025-08-25,449.84
2025-08-26,449.84
2025-08-27,449.84
2025-08-28,449.84
2025-08-29,449.84
