,CP9 FP Equity_DX_DSS,CP9 FP Equity_PX_LAST
2018-04-19,,487.0
2018-04-20,,485.2
2018-04-23,,488.3
2018-04-24,,490.6
2018-04-25,,487.2
2018-04-26,,491.35
2018-04-27,,494.05
2018-04-30,,498.95
2018-05-02,,505.2
2018-05-03,,502.3
2018-05-04,,506.0
2018-05-07,,505.2
2018-05-08,,505.2
2018-05-09,,507.7
2018-05-10,,512.1
2018-05-11,,513.3
2018-05-14,,515.2
2018-05-15,,512.7
2018-05-16,,517.6
2018-05-17,,517.2
2018-05-18,,515.5
2018-05-21,,521.5
2018-05-22,,521.2
2018-05-23,,517.2
2018-05-24,,516.1
2018-05-25,,519.0
2018-05-28,,521.1
2018-05-29,,519.9
2018-05-30,,518.1
2018-05-31,,517.1
2018-06-01,,517.8
2018-06-04,,520.5
2018-06-05,,520.9
2018-06-06,,520.7
2018-06-07,,520.1
2018-06-08,,518.5
2018-06-11,,518.9
2018-06-12,,515.1
2018-06-13,,514.4
2018-06-14,,516.5
2018-06-15,,512.7
2018-06-18,,515.2
2018-06-19,,510.3
2018-06-20,,514.1
2018-06-21,,512.5
2018-06-22,,516.6
2018-06-25,,503.7
2018-06-26,,508.6
2018-06-27,,511.4
2018-06-28,,512.2
2018-06-29,,509.8
2018-07-02,,505.9
2018-07-03,,508.6
2018-07-04,,507.4
2018-07-05,,507.9
2018-07-06,,509.6
2018-07-09,,515.6
2018-07-10,,514.6
2018-07-11,,507.4
2018-07-12,,514.2
2018-07-13,,513.6
2018-07-16,,509.8
2018-07-17,,508.9
2018-07-18,,512.7
2018-07-19,,511.7
2018-07-20,,513.3
2018-07-23,,509.9
2018-07-24,,516.3
2018-07-25,,516.6
2018-07-26,,517.4
2018-07-27,,519.6
2018-07-30,,516.2
2018-07-31,,518.5
2018-08-01,,515.0
2018-08-02,,512.4
2018-08-03,,514.1
2018-08-06,,516.1
2018-08-07,,519.9
2018-08-08,,519.7
2018-08-09,,523.4
2018-08-10,,521.5
2018-08-13,,518.6
2018-08-14,,520.2
2018-08-15,,517.8
2018-08-16,,522.2
2018-08-17,,521.5
2018-08-20,,524.2
2018-08-21,,519.3
2018-08-22,,514.8
2018-08-23,,510.3
2018-08-24,,509.8
2018-08-27,,513.3
2018-08-28,,511.7
2018-08-29,,517.0
2018-08-30,,513.8
2018-08-31,,511.7
2018-09-03,,510.9
2018-09-04,,508.9
2018-09-05,,498.95
2018-09-06,,494.3
2018-09-07,,492.05
2018-09-10,,489.4
2018-09-11,,489.35
2018-09-12,,494.6
2018-09-13,,493.95
2018-09-14,,497.65
2018-09-17,,496.25
2018-09-18,,499.8
2018-09-19,,503.4
2018-09-20,,500.8
2018-09-21,,504.7
2018-09-24,,500.3
2018-09-25,,501.8
2018-09-26,,503.4
2018-09-27,,505.9
2018-09-28,,506.9
2018-10-01,,508.2
2018-10-02,,500.4
2018-10-03,,502.1
2018-10-04,,495.95
2018-10-05,,493.6
2018-10-08,,489.8
2018-10-09,,488.8
2018-10-10,,481.35
2018-10-11,,468.7
2018-10-12,,472.7
2018-10-15,,472.55
2018-10-16,,475.4
2018-10-17,,477.75
2018-10-18,,476.45
2018-10-19,,479.3
2018-10-22,,480.3
2018-10-23,,469.35
2018-10-24,,470.65
2018-10-25,,468.55
2018-10-26,,464.15
2018-10-29,,465.95
2018-10-30,,468.55
2018-10-31,,475.8
2018-11-01,,481.9
2018-11-02,,484.25
2018-11-05,,484.0
2018-11-06,,484.7
2018-11-07,,490.1
2018-11-08,,492.35
2018-11-09,,488.85
2018-11-12,,489.8
2018-11-13,,493.5
2018-11-14,,485.25
2018-11-15,,488.6
2018-11-16,,486.05
2018-11-19,,482.15
2018-11-20,,476.8
2018-11-21,,482.85
2018-11-22,,480.2
2018-11-23,,485.2
2018-11-26,,489.25
2018-11-27,,490.55
2018-11-28,,492.15
2018-11-29,,492.4
2018-11-30,,489.8
2018-12-03,,500.6
2018-12-04,,498.4
2018-12-05,,491.6
2018-12-06,,479.85
2018-12-07,,483.3
2018-12-10,,472.85
2018-12-11,,481.7
2018-12-12,,488.3
2018-12-13,,487.25
2018-12-14,,485.55
2018-12-17,,484.85
2018-12-18,,479.6
2018-12-19,,480.2
2018-12-20,,470.25
2018-12-21,,467.5
2018-12-27,,468.75
2018-12-28,,474.7
2018-12-31,,473.9
2019-01-02,,472.15
2019-01-03,,467.3
2019-01-04,,481.6
2019-01-07,,481.0
2019-01-08,,486.35
2019-01-09,,490.0
2019-01-10,,493.5
2019-01-11,,494.3
2019-01-14,,492.5
2019-01-15,,500.5
2019-01-16,,503.2
2019-01-17,,502.2
2019-01-18,,507.7
2019-01-21,,505.5
2019-01-22,,501.7
2019-01-23,,499.4
2019-01-24,,502.7
2019-01-25,,507.6
2019-01-28,,501.8
2019-01-29,,503.0
2019-01-30,,506.0
2019-01-31,,510.4
2019-02-01,,506.0
2019-02-04,,510.4
2019-02-05,,517.8
2019-02-06,,517.3
2019-02-07,,513.7
2019-02-08,,517.0
2019-02-11,,520.1
2019-02-12,,520.9
2019-02-13,,524.3
2019-02-14,,522.9
2019-02-15,,527.6
2019-02-18,,526.3
2019-02-19,,527.9
2019-02-20,,531.1
2019-02-21,,528.5
2019-02-22,,534.6
2019-02-25,,537.0
2019-02-26,,533.3
2019-02-27,,531.4
2019-02-28,,530.6
2019-03-01,,532.0
2019-03-04,,533.7
2019-03-05,,535.1
2019-03-06,,535.7
2019-03-07,,538.3
2019-03-08,,530.7
2019-03-11,,536.2
2019-03-12,,534.9
2019-03-13,,535.1
2019-03-14,,533.6
2019-03-15,,535.8
2019-03-18,,536.1
2019-03-19,,537.2
2019-03-20,,531.7
2019-03-21,,535.3
2019-03-22,,534.4
2019-03-25,,531.3
2019-03-26,,536.3
2019-03-27,,534.1
2019-03-28,,539.5
2019-03-29,,543.7
2019-04-01,,551.7
2019-04-02,,552.6
2019-04-03,,556.0
2019-04-04,,554.2
2019-04-05,,552.0
2019-04-08,,550.8
2019-04-09,,548.9
2019-04-10,,553.0
2019-04-11,,550.3
2019-04-12,,551.8
2019-04-15,,550.8
2019-04-16,,552.7
2019-04-17,,549.7
2019-04-18,,553.4
2019-04-23,,557.3
2019-04-24,,555.7
2019-04-25,,556.7
2019-04-26,,559.4
2019-04-29,,558.9
2019-04-30,,553.8
2019-05-02,,556.0
2019-05-03,,558.1
2019-05-06,,549.9
2019-05-07,,546.7
2019-05-08,,544.9
2019-05-09,,534.6
2019-05-10,,538.2
2019-05-13,,531.4
2019-05-14,,536.5
2019-05-15,,539.5
2019-05-16,,546.7
2019-05-17,,540.8
2019-05-20,,545.7
2019-05-21,,547.2
2019-05-22,,548.7
2019-05-23,,544.3
2019-05-24,,543.7
2019-05-27,,545.2
2019-05-28,,546.3
2019-05-29,,544.1
2019-05-30,,541.6
2019-05-31,,539.8
2019-06-03,,536.2
2019-06-04,,538.2
2019-06-05,,537.8
2019-06-06,,539.6
2019-06-07,,544.1
2019-06-10,,547.8
2019-06-11,,550.7
2019-06-12,,544.9
2019-06-13,,546.8
2019-06-14,,546.1
2019-06-17,,546.1
2019-06-18,,558.3
2019-06-19,,560.9
2019-06-20,,565.2
2019-06-21,,561.6
2019-06-24,,560.2
2019-06-25,,558.8
2019-06-26,,560.2
2019-06-27,,564.2
2019-06-28,,563.3
2019-07-01,,568.6
2019-07-02,,570.4
2019-07-03,,576.3
2019-07-04,,576.8
2019-07-05,,576.6
2019-07-08,,572.4
2019-07-09,,569.2
2019-07-10,,569.7
2019-07-11,,570.4
2019-07-12,,571.9
2019-07-15,,572.5
2019-07-16,,574.7
2019-07-17,,573.9
2019-07-18,,573.4
2019-07-19,,579.6
2019-07-22,,576.2
2019-07-23,,580.5
2019-07-24,,581.2
2019-07-25,,578.8
2019-07-26,,577.9
2019-07-29,,576.0
2019-07-30,,571.4
2019-07-31,,570.6
2019-08-01,,573.0
2019-08-02,,557.0
2019-08-05,,535.3
2019-08-06,,527.9
2019-08-07,,528.8
2019-08-08,,539.3
2019-08-09,,534.1
2019-08-12,,527.4
2019-08-13,,533.7
2019-08-14,,525.4
2019-08-15,,527.7
2019-08-16,,535.8
2019-08-19,,541.9
2019-08-20,,543.0
2019-08-21,,543.6
2019-08-22,,538.2
2019-08-23,,531.5
2019-08-26,,532.6
2019-08-27,,533.8
2019-08-28,,534.8
2019-08-29,,540.3
2019-08-30,,542.4
2019-09-02,,541.3
2019-09-03,,541.0
2019-09-04,,550.6
2019-09-05,,554.9
2019-09-06,,558.7
2019-09-09,,558.7
2019-09-10,,558.5
2019-09-11,,565.1
2019-09-12,,563.4
2019-09-13,,565.8
2019-09-16,,566.2
2019-09-17,,563.1
2019-09-18,,559.6
2019-09-19,,559.9
2019-09-20,,559.6
2019-09-23,,556.6
2019-09-24,,556.6
2019-09-25,,555.1
2019-09-26,,553.9
2019-09-27,,557.1
2019-09-30,,556.5
2019-10-01,,549.3
2019-10-02,,541.1
2019-10-03,,541.5
2019-10-04,,542.7
2019-10-07,,544.5
2019-10-08,,541.7
2019-10-09,,540.9
2019-10-10,,543.4
2019-10-11,,552.8
2019-10-14,,549.4
2019-10-15,,553.1
2019-10-16,,555.4
2019-10-17,,552.4
2019-10-18,,549.5
2019-10-21,,552.8
2019-10-22,,555.5
2019-10-23,,554.9
2019-10-24,,559.3
2019-10-25,,562.1
2019-10-28,,564.7
2019-10-29,,562.2
2019-10-30,,560.2
2019-10-31,,557.4
2019-11-01,,563.4
2019-11-04,,568.0
2019-11-05,,571.5
2019-11-06,,572.3
2019-11-07,,577.9
2019-11-08,,575.6
2019-11-11,,573.1
2019-11-12,,572.7
2019-11-13,,566.4
2019-11-14,,563.2
2019-11-15,,566.7
2019-11-18,,566.0
2019-11-19,,568.3
2019-11-20,,563.9
2019-11-21,,559.7
2019-11-22,,563.1
2019-11-25,,569.4
2019-11-26,,569.3
2019-11-27,,574.5
2019-11-28,,574.0
2019-11-29,,568.2
2019-12-02,,561.2
2019-12-03,,553.0
2019-12-04,,557.9
2019-12-05,,556.1
2019-12-06,,564.7
2019-12-09,,561.4
2019-12-10,,558.3
2019-12-11,,562.3
2019-12-12,,566.7
2019-12-13,,569.9
2019-12-16,,576.7
2019-12-17,,573.4
2019-12-18,,573.5
2019-12-19,,572.5
2019-12-20,,577.3
2019-12-23,,574.5
2019-12-24,,575.0
2019-12-27,,575.6
2019-12-30,,573.0
2019-12-31,,570.0
2020-01-02,,576.9
2020-01-03,,575.9
2020-01-06,,573.8
2020-01-07,,577.5
2020-01-08,,580.9
2020-01-09,,582.9
2020-01-10,,585.8
2020-01-13,,587.5
2020-01-14,,592.7
2020-01-15,,592.7
2020-01-16,,597.0
2020-01-17,,600.0
2020-01-20,,597.2
2020-01-21,,592.1
2020-01-22,,593.6
2020-01-23,,590.2
2020-01-24,,591.8
2020-01-27,,575.6
2020-01-28,,579.5
2020-01-29,,579.8
2020-01-30,,572.4
2020-01-31,,561.4
2020-02-03,,564.6
2020-02-04,,574.9
2020-02-05,,578.7
2020-02-06,,582.5
2020-02-07,,578.3
2020-02-10,,580.2
2020-02-11,,584.5
2020-02-12,,593.6
2020-02-13,,593.5
2020-02-14,,594.5
2020-02-17,,596.3
2020-02-18,,592.3
2020-02-19,,597.0
2020-02-20,,589.6
2020-02-21,,585.3
2020-02-24,,565.5
2020-02-25,,560.9
2020-02-26,,558.8
2020-02-27,,544.9
2020-02-28,,523.3
2020-03-02,,518.7
2020-03-03,,525.5
2020-03-04,,527.6
2020-03-05,,524.0
2020-03-06,,504.3
2020-03-09,,460.6
2020-03-10,,477.95
2020-03-11,,469.45
2020-03-12,,415.85
2020-03-13,,443.15
2020-03-16,,414.1
2020-03-17,,426.45
2020-03-18,,401.95
2020-03-19,,403.85
2020-03-20,,405.3
2020-03-23,,379.15
2020-03-24,,412.35
2020-03-25,,425.15
2020-03-26,,433.85
2020-03-27,,407.25
2020-03-30,,427.9
2020-03-31,,433.5
2020-04-01,,423.0
2020-04-02,,430.7
2020-04-03,,422.85
2020-04-06,,443.25
2020-04-07,,450.0
2020-04-08,,448.05
2020-04-09,,458.85
2020-04-14,,463.8
2020-04-15,,453.3
2020-04-16,,455.55
2020-04-17,,462.75
2020-04-20,,461.0
2020-04-21,,442.6
2020-04-22,,452.75
2020-04-23,,455.75
2020-04-24,,452.7
2020-04-27,,461.35
2020-04-28,,465.0
2020-04-29,,473.1
2020-04-30,,468.7
2020-05-04,,450.95
2020-05-05,,463.9
2020-05-06,,461.45
2020-05-07,,464.85
2020-05-08,,467.15
2020-05-11,,469.1
2020-05-12,,467.75
2020-05-13,,462.45
2020-05-14,,454.7
2020-05-15,,456.4
2020-05-18,,472.75
2020-05-19,,472.85
2020-05-20,,476.25
2020-05-21,,464.65
2020-05-22,,459.15
2020-05-25,,466.2
2020-05-26,,473.1
2020-05-27,,472.2
2020-05-28,,473.35
2020-05-29,,459.6
2020-06-01,,478.05
2020-06-02,,487.55
2020-06-03,,500.9
2020-06-04,,495.3
2020-06-05,,513.0
2020-06-08,,512.4
2020-06-09,,509.1
2020-06-10,,509.1
2020-06-11,,486.3
2020-06-12,,487.35
2020-06-15,,485.35
2020-06-16,,495.8
2020-06-17,,500.8
2020-06-18,,498.05
2020-06-19,,499.45
2020-06-22,,498.75
2020-06-23,,503.0
2020-06-24,,492.2
2020-06-25,,492.8
2020-06-26,,491.3
2020-06-29,,493.95
2020-06-30,,496.4
2020-07-01,,498.75
2020-07-02,,511.5
2020-07-03,,508.8
2020-07-06,,515.4
2020-07-07,,510.8
2020-07-08,,503.3
2020-07-09,,500.6
2020-07-10,,501.8
2020-07-13,,504.9
2020-07-14,,500.1
2020-07-15,,506.8
2020-07-16,,499.0
2020-07-17,,500.3
2020-07-20,,500.8
2020-07-21,,509.9
2020-07-22,,500.7
2020-07-23,,500.0
2020-07-24,,490.5
2020-07-27,,489.15
2020-07-28,,490.0
2020-07-29,,490.5
2020-07-30,,485.2
2020-07-31,,479.25
2020-08-03,,485.7
2020-08-04,,489.9
2020-08-05,,489.75
2020-08-06,,489.1
2020-08-07,,489.65
2020-08-10,,493.75
2020-08-11,,502.2
2020-08-12,,505.7
2020-08-13,,499.7
2020-08-14,,498.7
2020-08-17,,500.6
2020-08-18,,497.6
2020-08-19,,502.1
2020-08-20,,495.9
2020-08-21,,497.8
2020-08-24,,504.1
2020-08-25,,502.8
2020-08-26,,504.7
2020-08-27,,503.8
2020-08-28,,502.7
2020-08-31,,499.0
2020-09-01,,499.15
2020-09-02,,507.8
2020-09-03,,500.8
2020-09-04,,490.95
2020-09-07,,500.6
2020-09-08,,493.85
2020-09-09,,497.65
2020-09-10,,491.65
2020-09-11,,491.8
2020-09-14,,493.95
2020-09-15,,499.85
2020-09-16,,502.0
2020-09-17,,495.5
2020-09-18,,493.0
2020-09-21,,481.75
2020-09-22,,483.65
2020-09-23,,488.7
2020-09-24,,483.2
2020-09-25,,487.85
2020-09-28,,492.2
2020-09-29,,485.45
2020-09-30,,485.95
2020-10-01,,488.95
2020-10-02,,489.2
2020-10-05,,492.4
2020-10-06,,494.15
2020-10-07,,499.3
2020-10-08,,501.2
2020-10-09,,502.2
2020-10-12,,506.3
2020-10-13,,506.4
2020-10-14,,506.8
2020-10-15,,500.7
2020-10-16,,502.5
2020-10-19,,503.5
2020-10-20,,495.4
2020-10-21,,494.35
2020-10-22,,498.4
2020-10-23,,499.1
2020-10-26,,495.0
2020-10-27,,491.8
2020-10-28,,486.7
2020-10-29,,486.45
2020-10-30,,484.35
2020-11-02,,488.85
2020-11-03,,501.1
2020-11-04,,507.2
2020-11-05,,513.3
2020-11-06,,511.3
2020-11-09,,532.7
2020-11-10,,534.7
2020-11-11,,539.6
2020-11-12,,533.2
2020-11-13,,533.0
2020-11-16,,541.8
2020-11-17,,543.5
2020-11-18,,548.7
2020-11-19,,545.3
2020-11-20,,548.3
2020-11-23,,546.6
2020-11-24,,556.5
2020-11-25,,556.1
2020-11-26,,553.1
2020-11-27,,552.5
2020-11-30,,540.8
2020-12-01,,543.9
2020-12-02,,543.7
2020-12-03,,543.4
2020-12-04,,544.1
2020-12-07,,540.2
2020-12-08,,541.7
2020-12-09,,541.0
2020-12-10,,542.3
2020-12-11,,538.1
2020-12-14,,539.0
2020-12-15,,542.3
2020-12-16,,543.5
2020-12-17,,546.7
2020-12-18,,540.1
2020-12-21,,533.0
2020-12-22,,532.6
2020-12-23,,540.1
2020-12-24,,541.1
2020-12-28,,543.7
2020-12-29,,544.4
2020-12-30,,547.1
2020-12-31,,543.1
2021-01-04,,542.2
2021-01-05,,549.4
2021-01-06,,553.0
2021-01-07,,556.5
2021-01-08,,557.9
2021-01-11,,553.9
2021-01-12,,550.9
2021-01-13,,549.4
2021-01-14,,559.2
2021-01-15,,550.3
2021-01-18,,552.6
2021-01-19,,554.5
2021-01-20,,561.9
2021-01-21,,563.1
2021-01-22,,557.3
2021-01-25,,557.4
2021-01-26,,557.9
2021-01-27,,551.5
2021-01-28,,551.5
2021-01-29,,542.4
2021-02-01,,547.0
2021-02-02,,552.3
2021-02-03,,555.0
2021-02-04,,552.5
2021-02-05,,555.3
2021-02-08,,555.3
2021-02-09,,552.2
2021-02-10,,554.9
2021-02-11,,557.8
2021-02-12,,557.8
2021-02-15,,558.0
2021-02-16,,560.0
2021-02-17,,555.4
2021-02-18,,550.1
2021-02-19,,555.0
2021-02-22,,553.2
2021-02-23,,556.6
2021-02-24,,556.1
2021-02-25,,546.6
2021-02-26,,542.1
2021-03-01,,555.5
2021-03-02,,547.4
2021-03-03,,552.5
2021-03-04,,551.6
2021-03-05,,546.2
2021-03-08,,554.3
2021-03-09,,555.9
2021-03-10,,554.4
2021-03-11,,557.2
2021-03-12,,556.4
2021-03-15,,562.2
2021-03-16,,567.7
2021-03-17,,563.8
2021-03-18,,565.2
2021-03-19,,562.0
2021-03-22,,563.7
2021-03-23,,564.1
2021-03-24,,565.0
2021-03-25,,567.7
2021-03-26,,569.0
2021-03-29,,572.6
2021-03-30,,571.6
2021-03-31,,575.5
2021-04-01,,576.1
2021-04-06,,575.8
2021-04-07,,573.1
2021-04-08,,577.0
2021-04-09,,578.9
2021-04-12,,573.0
2021-04-13,,576.1
2021-04-14,,581.0
2021-04-15,,584.9
2021-04-16,,587.6
2021-04-19,,584.7
2021-04-20,,575.4
2021-04-21,,582.2
2021-04-22,,586.4
2021-04-23,,584.0
2021-04-26,,587.4
2021-04-27,,582.5
2021-04-28,,585.8
2021-04-29,,584.8
2021-04-30,,584.6
2021-05-03,,583.6
2021-05-04,,582.6
2021-05-05,,590.2
2021-05-06,,588.2
2021-05-07,,592.0
2021-05-10,,593.9
2021-05-11,,584.5
2021-05-12,,581.0
2021-05-13,,577.1
2021-05-14,,581.8
2021-05-17,,577.7
2021-05-18,,580.0
2021-05-19,,567.1
2021-05-20,,578.7
2021-05-21,,577.6
2021-05-24,,579.6
2021-05-25,,581.4
2021-05-26,,583.6
2021-05-27,,585.1
2021-05-28,,586.3
2021-05-31,,581.4
2021-06-01,,585.0
2021-06-02,,589.0
2021-06-03,,585.6
2021-06-04,,590.0
2021-06-07,,588.5
2021-06-08,,589.2
2021-06-09,,587.1
2021-06-10,,591.4
2021-06-11,,592.6
2021-06-14,,595.4
2021-06-15,,593.0
2021-06-16,,593.3
2021-06-17,,591.1
2021-06-18,,584.9
2021-06-21,,587.0
2021-06-22,,586.5
2021-06-23,,586.2
2021-06-24,,589.6
2021-06-25,,590.6
2021-06-28,,587.6
2021-06-29,,588.1
2021-06-30,,589.5
2021-07-01,,584.2
2021-07-02,,587.7
2021-07-05,,589.6
2021-07-06,,588.3
2021-07-07,,596.2
2021-07-08,,585.5
2021-07-09,,590.7
2021-07-12,,592.6
2021-07-13,,595.5
2021-07-14,,597.4
2021-07-15,,592.8
2021-07-16,,593.6
2021-07-19,,582.3
2021-07-20,,585.7
2021-07-21,,590.3
2021-07-22,,594.8
2021-07-23,,596.4
2021-07-26,,595.4
2021-07-27,,586.8
2021-07-28,,589.5
2021-07-29,,592.5
2021-07-30,,588.9
2021-08-02,,591.2
2021-08-03,,592.0
2021-08-04,,596.1
2021-08-05,,598.0
2021-08-06,,597.8
2021-08-09,,595.3
2021-08-10,,596.2
2021-08-11,,596.8
2021-08-12,,594.5
2021-08-13,,595.7
2021-08-16,,594.2
2021-08-17,,589.2
2021-08-18,,592.9
2021-08-19,,587.8
2021-08-20,,586.2
2021-08-23,,589.6
2021-08-24,,592.4
2021-08-25,,591.3
2021-08-26,,586.9
2021-08-27,,590.5
2021-08-30,,592.9
2021-08-31,,592.4
2021-09-01,,596.8
2021-09-02,,598.7
2021-09-03,,598.4
2021-09-06,,602.5
2021-09-07,,599.3
2021-09-08,,595.5
2021-09-09,,594.1
2021-09-10,,593.1
2021-09-13,,594.8
2021-09-14,,589.7
2021-09-15,,587.6
2021-09-16,,590.2
2021-09-17,,587.6
2021-09-20,,574.4
2021-09-21,,582.6
2021-09-22,,585.5
2021-09-23,,590.1
2021-09-24,,581.5
2021-09-27,,585.3
2021-09-28,,570.3
2021-09-29,,575.9
2021-09-30,,579.6
2021-10-01,,578.1
2021-10-04,,577.9
2021-10-05,,584.2
2021-10-06,,580.1
2021-10-07,,590.0
2021-10-08,,589.7
2021-10-11,,591.8
2021-10-12,,591.1
2021-10-13,,592.4
2021-10-14,,599.8
2021-10-15,,604.6
2021-10-18,,601.6
2021-10-19,,607.8
2021-10-20,,613.0
2021-10-21,,609.0
2021-10-22,,612.3
2021-10-25,,617.5
2021-10-26,,617.3
2021-10-27,,616.1
2021-10-28,,612.5
2021-10-29,,612.2
2021-11-01,,613.5
2021-11-02,,608.8
2021-11-03,,608.8
2021-11-04,,612.7
2021-11-05,,617.9
2021-11-08,,617.9
2021-11-09,,612.0
2021-11-10,,614.8
2021-11-11,,613.2
2021-11-12,,614.3
2021-11-15,,620.6
2021-11-16,,623.2
2021-11-17,,618.9
2021-11-18,,616.0
2021-11-19,,616.4
2021-11-22,,618.9
2021-11-23,,620.3
2021-11-24,,621.3
2021-11-25,,620.9
2021-11-26,,597.2
2021-11-29,,600.2
2021-11-30,,589.4
2021-12-01,,598.0
2021-12-02,,588.3
2021-12-03,,589.3
2021-12-06,,600.1
2021-12-07,,611.5
2021-12-08,,609.1
2021-12-09,,611.6
2021-12-10,,609.2
2021-12-13,,606.4
2021-12-14,,604.3
2021-12-15,,603.5
2021-12-16,,610.1
2021-12-17,,607.2
2021-12-20,,603.3
2021-12-21,,609.2
2021-12-22,,612.8
2021-12-23,,613.8
2021-12-24,,613.3
2021-12-27,,618.0
2021-12-28,,624.3
2021-12-29,,621.2
2021-12-30,,625.2
2021-12-31,,619.0
2022-01-03,,620.2
2022-01-04,,633.8
2022-01-05,,629.7
2022-01-06,,614.1
2022-01-07,,616.1
2022-01-10,,614.7
2022-01-11,,619.3
2022-01-12,,622.5
2022-01-13,,622.2
2022-01-14,,618.4
2022-01-17,,617.7
2022-01-18,,615.1
2022-01-19,,614.6
2022-01-20,,623.5
2022-01-21,,611.4
2022-01-24,,594.4
2022-01-25,,598.7
2022-01-26,,603.4
2022-01-27,,595.8
2022-01-28,,583.1
2022-01-31,,589.5
2022-02-01,,596.4
2022-02-02,,599.9
2022-02-03,,591.0
2022-02-04,,588.3
2022-02-07,,596.2
2022-02-08,,603.4
2022-02-09,,611.7
2022-02-10,,611.8
2022-02-11,,609.5
2022-02-14,,606.8
2022-02-15,,608.5
2022-02-16,,612.0
2022-02-17,,614.0
2022-02-18,,608.6
2022-02-21,,610.0
2022-02-22,,609.2
2022-02-23,,606.7
2022-02-24,,596.2
2022-02-25,,603.8
2022-02-28,,604.3
2022-03-01,,603.6
2022-03-02,,610.0
2022-03-03,,608.5
2022-03-04,,616.6
2022-03-07,,615.5
2022-03-08,,605.8
2022-03-09,,606.1
2022-03-10,,614.9
2022-03-11,,614.6
2022-03-14,,609.1
2022-03-15,,607.7
2022-03-16,,624.6
2022-03-17,,628.0
2022-03-18,,638.0
2022-03-21,,641.9
2022-03-22,,643.3
2022-03-23,,643.6
2022-03-24,,647.3
2022-03-25,,652.509
2022-03-28,,647.4
2022-03-29,,645.9
2022-03-30,,648.5
2022-03-31,,647.2
2022-04-01,,650.3
2022-04-04,,661.6
2022-04-05,,669.3
2022-04-06,,657.7
2022-04-07,,653.1
2022-04-08,,660.5
2022-04-11,,653.6
2022-04-12,,659.4
2022-04-13,,651.8
2022-04-14,,660.1
2022-04-19,,657.4
2022-04-20,,662.5
2022-04-21,,657.3
2022-04-22,,648.1
2022-04-25,,637.6
2022-04-26,,633.9
2022-04-27,,642.2
2022-04-28,,647.9
2022-04-29,,653.9
2022-05-02,,641.3
2022-05-03,,648.3
2022-05-04,,644.5
2022-05-05,,641.5
2022-05-06,,628.2
2022-05-09,,610.0
2022-05-10,,604.6
2022-05-11,,616.0
2022-05-12,,604.6
2022-05-13,,615.0
2022-05-16,,618.9
2022-05-17,,618.6
2022-05-18,,616.2
2022-05-19,,613.9
2022-05-20,,618.6
2022-05-23,,623.4
2022-05-24,,606.5
2022-05-25,,610.2
2022-05-26,,613.4
2022-05-27,,619.3
2022-05-30,,621.2
2022-05-31,,616.5
2022-06-01,,617.9
2022-06-02,,618.5
2022-06-03,,616.1
2022-06-06,,618.0
2022-06-07,,609.4
2022-06-08,,610.9
2022-06-09,,600.7
2022-06-10,,587.2
2022-06-13,,578.4
2022-06-14,,575.2
2022-06-15,,577.3
2022-06-16,,565.5
2022-06-17,,567.5
2022-06-20,,572.6
2022-06-21,,574.4
2022-06-22,,568.4
2022-06-23,,570.8
2022-06-24,,584.0
2022-06-27,,578.4
2022-06-28,,587.3
2022-06-29,,583.1
2022-06-30,,574.6
2022-07-01,,577.2
2022-07-04,,582.3
2022-07-05,,576.1
2022-07-06,,586.5
2022-07-07,,595.2
2022-07-08,,601.2
2022-07-11,,593.0
2022-07-12,,595.9
2022-07-13,,593.9
2022-07-14,,589.3
2022-07-15,,592.8
2022-07-18,,594.7
2022-07-19,,594.9
2022-07-20,,601.8
2022-07-21,,598.9
2022-07-22,,602.5
2022-07-25,,607.3
2022-07-26,,611.1
2022-07-27,,610.2
2022-07-28,,616.1
2022-07-29,,616.9
2022-08-01,,619.1
2022-08-02,,612.8
2022-08-03,,616.2
2022-08-04,,613.1
2022-08-05,,612.5
2022-08-08,,618.2
2022-08-09,,616.8
2022-08-10,,617.9
2022-08-11,,622.7
2022-08-12,,623.1
2022-08-15,,626.9
2022-08-16,,626.4
2022-08-17,,619.8
2022-08-18,,623.1
2022-08-19,,620.3
2022-08-22,,622.3
2022-08-23,,618.2
2022-08-24,,614.2
2022-08-25,,621.8
2022-08-26,,620.7
2022-08-29,,611.2
2022-08-30,,605.4
2022-08-31,,599.6
2022-09-01,,596.0
2022-09-02,,599.5
2022-09-05,,599.5
2022-09-06,,593.6
2022-09-07,,588.1
2022-09-08,,595.5
2022-09-09,,604.6
2022-09-12,,608.4
2022-09-13,,601.1
2022-09-14,,592.5
2022-09-15,,586.2
2022-09-16,,578.0
2022-09-19,,581.4
2022-09-20,,581.0
2022-09-21,,582.0
2022-09-22,,575.5
2022-09-23,,567.4
2022-09-26,,569.7
2022-09-27,,560.5
2022-09-28,,561.6
2022-09-29,,552.7
2022-09-30,,551.8
2022-10-03,,554.9
2022-10-04,,559.3
2022-10-05,,564.2
2022-10-06,,562.4
2022-10-07,,556.0
2022-10-10,,549.3
2022-10-11,,548.0
2022-10-12,,542.5
2022-10-13,,536.0
2022-10-14,,535.7
2022-10-17,,540.0
2022-10-18,,539.0
2022-10-19,,541.9
2022-10-20,,545.3
2022-10-21,,540.0
2022-10-24,,536.3
2022-10-25,,536.4
2022-10-26,,542.9
2022-10-27,,547.1
2022-10-28,,546.6
2022-10-31,,548.3
