,BTC FP Equity_DX_SI_QTY,BTC FP Equity_DX_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BTC FP Equity_DX_SI_MV,BTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SUPPLY_SI_QTY,BTC FP Equity_DX_BROKER_SI_QTY,BTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BTC FP Equity_DX_BROKER_SI_MV_NEW_x,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,BTC FP Equity_DX_BROKER_SI_MV_INC_x,BTC FP Equity_DX_BROKER_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_NEW,BTC FP Equity_DX_SUPPLY_SI_MV_DEC,BTC FP Equity_DX_BROKER_SI_QTY_INC,BTC FP Equity_DX_SUPPLY_SI_QTY_DEC,BTC FP Equity_DX_BROKER_SI_MV_NEW_y,BTC FP Equity_DX_BROKER_SI_MV_INC_y,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,BTC FP Equity_DX_BROKER_SI_MV_ADD,BTC FP Equity_DX_SUPPLY_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_DEC,BTC FP Equity_DX_SUPPLY_SI_MV,BTC FP Equity_DX_BROKER_SI_MV_DEC,BTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BTC FP Equity_DX_UTILIZATION_QUANTITY,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BTC FP Equity_DX_ACTIVE_UTILIZATION_MV,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BTC FP Equity_DX_BROKER_SI_CON_RATIO,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BTC FP Equity_DX_DEMAND_SUPPLY_RATIO,BTC FP Equity_PX_LAST
2023-02-21,3000.0,17400.0,0.6,0.63,0.02,8700.0,1500.0,1500.0,8700.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.8
2023-02-22,3000.0,16800.0,0.58,0.63,0.02,8400.0,1500.0,1500.0,8400.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.6
2023-02-23,3000.0,16920.0,0.58,0.63,0.02,8460.0,1500.0,1500.0,8460.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.64
2023-02-24,3000.0,16350.0,0.58,0.61,0.02,8175.0,1500.0,1500.0,8175.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.45
2023-02-27,3000.0,16560.0,0.59,0.61,0.02,8280.0,1500.0,1500.0,8280.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.52
2023-02-28,3000.0,16350.0,0.6,0.6,0.02,8175.0,1500.0,1500.0,8175.0,,,,,,,,,,,,,,,0.01,,100.0,57.6,0.0,0.0,0.0,100.0,,1.0,100.0,1.1521,5.45
2023-03-01,2800.0,15372.0,0.57,0.56,0.02,7686.0,1400.0,1400.0,7686.0,,,,,,0.0,,100.0,,,,,,100.0,0.01,0.0,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.49
2023-03-02,2800.0,14364.0,0.59,0.56,0.02,7182.0,1400.0,1400.0,7182.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.13
2023-03-03,2800.0,14168.0,0.59,0.56,0.01,7084.0,1400.0,1400.0,7084.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.06
2023-03-06,2800.0,15288.0,0.58,0.56,0.01,7644.0,1400.0,1400.0,7644.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.46
2023-03-07,2800.0,14476.0,0.57,0.56,0.02,7238.0,1400.0,1400.0,7238.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.17
2023-03-08,2800.0,14392.0,0.6,0.56,0.01,7196.0,1400.0,1400.0,7196.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.14
2023-03-09,2800.0,14140.0,0.63,0.56,0.01,7070.0,1400.0,1400.0,7070.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.05
2023-03-10,2800.0,13216.0,0.63,0.56,0.01,6608.0,1400.0,1400.0,6608.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,4.72
2023-03-13,2800.0,14000.0,0.57,0.56,0.01,7000.0,1400.0,1400.0,7000.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.0
2023-03-14,2800.0,15120.0,0.61,0.56,0.01,7560.0,1400.0,1400.0,7560.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.4
2023-03-15,2800.0,15120.0,0.61,0.56,0.02,7560.0,1400.0,1400.0,7560.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.4
2023-03-16,2800.0,14728.0,0.62,0.56,0.02,7364.0,1400.0,1400.0,7364.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.26
2023-03-17,2800.0,15484.0,0.67,0.56,0.01,7742.0,1400.0,1400.0,7742.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.53
2023-03-20,2800.0,15904.0,0.68,0.56,0.02,7952.0,1400.0,1400.0,7952.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.68
2023-03-21,2800.0,16044.0,0.68,0.56,0.02,8022.0,1400.0,1400.0,8022.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.73
2023-03-22,2800.0,16240.0,0.7,0.56,0.02,8120.0,1400.0,1400.0,8120.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.8
2023-03-23,2800.0,15988.0,0.7,0.56,0.02,7994.0,1400.0,1400.0,7994.0,,,,,,,,,,,,,,,0.01,,100.0,55.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.1182,5.71
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.01,,1400.0,,,,,,1400.0,0.0,0.01,0.0,0.0,2504.0,13922.24,0.01,0.0,,0.0,,0.0,5.56
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5862.24,0.0,0.0,,0.0,,0.0,5.31
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5718.72,0.0,0.0,,0.0,,0.0,5.18
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6138.24,0.0,0.0,,0.0,,0.0,5.56
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6237.6,0.0,0.0,,0.0,,0.0,5.65
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6403.2,0.0,0.0,,0.0,,0.0,5.8
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6403.2,0.0,0.0,,0.0,,0.0,5.8
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6149.28,0.0,0.0,,0.0,,0.0,5.57
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5961.6,0.0,0.0,,0.0,,0.0,5.4
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5895.36,0.0,0.0,,0.0,,0.0,5.34
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5895.36,0.0,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,5895.36,0.0,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6844.8,0.0,0.0,,0.0,,0.0,6.2
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6811.68,0.0,0.0,,0.0,,0.0,6.17
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7463.04,0.0,0.0,,0.0,,0.0,6.76
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7639.68,0.0,0.0,,0.0,,0.0,6.92
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7297.44,0.0,0.0,,0.0,,0.0,6.61
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7639.68,0.0,0.0,,0.0,,0.0,6.92
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7385.76,0.0,0.0,,0.0,,0.0,6.69
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6833.76,0.0,0.0,,0.0,,0.0,6.19
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6579.84,0.0,0.0,,0.0,,0.0,5.96
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6502.56,0.0,0.0,,0.0,,0.0,5.89
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6336.96,0.0,0.0,,0.0,,0.0,5.74
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6701.28,0.0,0.0,,0.0,,0.0,6.07
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6579.84,0.0,0.0,,0.0,,0.0,5.96
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6712.32,0.0,0.0,,0.0,,0.0,6.08
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6712.32,0.0,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6551.14,0.0,0.0,,0.0,,0.0,5.93
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6599.71,0.0,0.0,,0.0,,0.0,5.98
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6567.7,0.0,0.0,,0.0,,0.0,5.95
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6640.56,0.0,0.0,,0.0,,0.0,6.02
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6516.91,0.0,0.0,,0.0,,0.0,5.9
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6535.68,0.0,0.0,,0.0,,0.0,5.92
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7098.72,0.0,0.0,,0.0,,0.0,6.43
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6944.16,0.0,0.0,,0.0,,0.0,6.29
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6481.58,0.0,0.0,,0.0,,0.0,5.87
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6702.38,0.0,0.0,,0.0,,0.0,6.07
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6807.26,0.0,0.0,,0.0,,0.0,6.17
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6983.9,0.0,0.0,,0.0,,0.0,6.33
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7224.58,0.0,0.0,,0.0,,0.0,6.54
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7068.91,0.0,0.0,,0.0,,0.0,6.4
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7119.7,0.0,0.0,,0.0,,0.0,6.45
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7498.37,0.0,0.0,,0.0,,0.0,6.79
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6850.32,0.0,0.0,,0.0,,0.0,6.21
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6965.14,0.0,0.0,,0.0,,0.0,6.31
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7180.42,0.0,0.0,,0.0,,0.0,6.5
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7258.8,0.0,0.0,,0.0,,0.0,6.58
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7379.14,0.0,0.0,,0.0,,0.0,6.68
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7231.2,0.0,0.0,,0.0,,0.0,6.55
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7339.39,0.0,0.0,,0.0,,0.0,6.65
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7353.74,0.0,0.0,,0.0,,0.0,6.66
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7129.63,0.0,0.0,,0.0,,0.0,6.46
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7057.87,0.0,0.0,,0.0,,0.0,6.39
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7140.67,0.0,0.0,,0.0,,0.0,6.47
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7072.22,0.0,0.0,,0.0,,0.0,6.41
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6982.8,0.0,0.0,,0.0,,0.0,6.33
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6947.47,0.0,0.0,,0.0,,0.0,6.29
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7019.23,0.0,0.0,,0.0,,0.0,6.36
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,7215.74,0.0,0.0,,0.0,,0.0,6.54
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,6996.05,0.0,0.0,,0.0,,0.0,6.34
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,998.0,6282.41,0.0,0.0,,0.0,,0.0,6.3
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,998.0,6468.04,0.0,0.0,,0.0,,0.0,6.48
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,998.0,6558.86,0.0,0.0,,0.0,,0.0,6.57
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,998.0,7243.48,0.0,0.0,,0.0,,0.0,7.26
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,998.0,6877.22,0.0,0.0,,0.0,,0.0,6.89
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1830.98,0.0,0.0,,0.0,,0.0,7.38
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1761.54,0.0,0.0,,0.0,,0.0,7.1
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1767.74,0.0,0.0,,0.0,,0.0,7.13
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1819.33,0.0,0.0,,0.0,,0.0,7.34
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1882.32,0.0,0.0,,0.0,,0.0,7.59
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1872.65,0.0,0.0,,0.0,,0.0,7.55
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1976.31,0.0,0.0,,0.0,,0.0,7.97
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2084.94,0.0,0.0,,0.0,,0.0,8.41
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2041.78,0.0,0.0,,0.0,,0.0,8.23
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2036.08,0.0,0.0,,0.0,,0.0,8.21
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2189.34,0.0,0.0,,0.0,,0.0,8.83
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2167.27,0.0,0.0,,0.0,,0.0,8.74
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2255.56,0.0,0.0,,0.0,,0.0,9.1
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2324.01,0.0,0.0,,0.0,,0.0,9.37
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2405.1,0.0,0.0,,0.0,,0.0,9.7
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2513.73,0.0,0.0,,0.0,,0.0,10.14
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2426.68,0.0,0.0,,0.0,,0.0,9.79
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2335.91,0.0,0.0,,0.0,,0.0,9.42
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2404.61,0.0,0.0,,0.0,,0.0,9.7
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2372.12,0.0,0.0,,0.0,,0.0,9.57
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2320.78,0.0,0.0,,0.0,,0.0,9.36
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2240.18,0.0,0.0,,0.0,,0.0,9.03
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2366.66,0.0,0.0,,0.0,,0.0,9.54
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2295.74,0.0,0.0,,0.0,,0.0,9.26
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2357.74,0.0,0.0,,0.0,,0.0,9.51
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2338.14,0.0,0.0,,0.0,,0.0,9.43
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2355.5,0.0,0.0,,0.0,,0.0,9.5
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2226.3,0.0,0.0,,0.0,,0.0,8.98
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2232.5,0.0,0.0,,0.0,,0.0,9.0
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2205.46,0.0,0.0,,0.0,,0.0,8.89
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2162.31,0.0,0.0,,0.0,,0.0,8.72
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,1999.87,0.0,0.0,,0.0,,0.0,8.06
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2077.74,0.0,0.0,,0.0,,0.0,8.38
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,248.0,2060.38,0.0,0.0,,0.0,,0.0,8.31
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2726.99,0.0,0.0,,0.0,,0.0,8.31
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2697.8,0.0,0.0,,0.0,,0.0,8.23
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2666.97,0.0,0.0,,0.0,,0.0,8.13
