,ALOPM FP Equity_DX_SI_QTY,ALOPM FP Equity_DX_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOPM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOPM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOPM FP Equity_DX_SI_MV,ALOPM FP Equity_DX_DSS,ALOPM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOPM FP Equity_DX_SUPPLY_SI_QTY,ALOPM FP Equity_DX_BROKER_SI_QTY,ALOPM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOPM FP Equity_DX_BROKER_SI_MV_INC_x,ALOPM FP Equity_DX_BROKER_SI_QTY_ADD,ALOPM FP Equity_DX_SUPPLY_SI_MV_DEC,ALOPM FP Equity_DX_BROKER_SI_QTY_INC,ALOPM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOPM FP Equity_DX_BROKER_SI_MV_INC_y,ALOPM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOPM FP Equity_DX_BROKER_SI_MV_ADD,ALOPM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOPM FP Equity_DX_BROKER_SI_QTY_DEC,ALOPM FP Equity_DX_SUPPLY_SI_MV,ALOPM FP Equity_DX_BROKER_SI_MV_DEC,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_UTILIZATION_QUANTITY,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOPM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOPM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOPM FP Equity_DX_BROKER_SI_CON_RATIO,ALOPM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOPM FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-02,16474.0,24299.15,0.09,1.88,0.09,0.02,0.0,24299.15,16474.0,16474.0,24299.15,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-03,16474.0,23640.19,0.09,1.87,0.09,0.02,0.0,23640.19,16474.0,16474.0,23640.19,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-06,16474.0,24381.52,0.09,1.87,0.09,0.02,0.0,24381.52,16474.0,16474.0,24381.52,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-07,16474.0,24134.41,0.09,1.83,0.09,0.02,0.0,24134.41,16474.0,16474.0,24134.41,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-08,16474.0,23063.6,0.09,1.82,0.09,0.02,0.0,23063.6,16474.0,16474.0,23063.6,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-09,16474.0,23063.6,0.2,1.86,0.09,0.02,0.0,23063.6,16474.0,16474.0,23063.6,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-10,16474.0,23228.34,0.2,1.88,0.09,0.02,0.0,23228.34,16474.0,16474.0,23228.34,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-13,16474.0,22734.12,0.2,1.9,0.09,0.02,0.0,22734.12,16474.0,16474.0,22734.12,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-14,16474.0,22239.9,0.2,2.13,0.09,0.02,0.0,22239.9,16474.0,16474.0,22239.9,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-15,16474.0,21745.68,0.2,2.01,0.09,0.02,0.0,21745.68,16474.0,16474.0,21745.68,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-16,16474.0,21416.2,0.2,1.93,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-17,16474.0,21416.2,0.2,1.9,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-20,16474.0,21416.2,0.2,1.95,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-21,16474.0,21416.2,0.2,1.94,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-22,16474.0,20427.76,0.2,1.94,0.09,0.02,0.0,20427.76,16474.0,16474.0,20427.76,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-23,16474.0,20510.13,0.2,1.69,0.09,0.02,0.0,20510.13,16474.0,16474.0,20510.13,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-24,16474.0,20921.98,0.2,1.72,0.09,0.02,0.0,20921.98,16474.0,16474.0,20921.98,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-27,16474.0,21416.2,0.2,1.65,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-28,16474.0,21416.2,0.2,1.57,0.09,0.02,0.0,21416.2,16474.0,16474.0,21416.2,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-29,16474.0,21251.46,0.2,1.54,0.09,0.02,0.0,21251.46,16474.0,16474.0,21251.46,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-30,16474.0,21251.46,0.2,1.69,0.09,0.02,0.0,21251.46,16474.0,16474.0,21251.46,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-05-31,16474.0,20427.76,0.2,1.66,0.09,0.02,0.0,20427.76,16474.0,16474.0,20427.76,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-03,16474.0,19768.8,0.2,1.57,0.09,0.02,0.0,19768.8,16474.0,16474.0,19768.8,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-04,16474.0,20180.65,0.2,1.58,0.09,0.02,0.0,20180.65,16474.0,16474.0,20180.65,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-05,16474.0,20180.65,0.2,1.63,0.09,0.02,0.0,20180.65,16474.0,16474.0,20180.65,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-06,16474.0,20427.76,0.2,1.61,0.09,0.02,0.0,20427.76,16474.0,16474.0,20427.76,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-07,16474.0,20098.28,0.2,1.56,0.09,0.02,0.0,20098.28,16474.0,16474.0,20098.28,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-10,16474.0,19274.58,0.2,1.53,0.09,0.02,0.0,19274.58,16474.0,16474.0,19274.58,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-11,16474.0,19933.54,0.2,1.54,0.09,0.02,0.0,19933.54,16474.0,16474.0,19933.54,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-12,16474.0,19356.95,0.2,1.53,0.09,0.02,0.0,19356.95,16474.0,16474.0,19356.95,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-13,16474.0,19356.95,0.2,1.61,0.09,0.02,0.0,19356.95,16474.0,16474.0,19356.95,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-14,16474.0,18121.4,0.2,1.62,0.09,0.02,0.0,18121.4,16474.0,16474.0,18121.4,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-17,16474.0,17132.96,0.2,1.55,0.09,0.02,0.0,17132.96,16474.0,16474.0,17132.96,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-18,16474.0,17791.92,0.2,1.46,0.09,0.02,0.0,17791.92,16474.0,16474.0,17791.92,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-19,16474.0,17132.96,0.2,1.47,0.09,0.02,0.0,17132.96,16474.0,16474.0,17132.96,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-20,16474.0,17297.7,0.2,1.46,0.09,0.02,0.0,17297.7,16474.0,16474.0,17297.7,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-21,16474.0,17297.7,0.2,1.44,0.09,0.02,0.0,17297.7,16474.0,16474.0,17297.7,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-24,16474.0,16803.48,0.2,1.32,0.09,0.02,0.0,16803.48,16474.0,16474.0,16803.48,,,,,,,,,,,,0.02,,100.0,94.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.9498
2024-06-25,16474.0,17132.96,0.2,1.31,0.09,0.02,0.0,17132.96,16474.0,16474.0,17132.96,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-06-26,16474.0,16885.85,0.2,1.28,0.09,0.02,0.0,16885.85,16474.0,16474.0,16885.85,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-06-27,16474.0,16474.0,0.2,1.34,0.09,0.02,0.0,16474.0,16474.0,16474.0,16474.0,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-06-28,16474.0,15650.3,0.2,1.36,0.09,0.02,0.0,15650.3,16474.0,16474.0,15650.3,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-01,16474.0,15617.35,0.2,1.32,0.09,0.02,0.0,15617.35,16474.0,16474.0,15617.35,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-02,16474.0,15815.04,0.2,1.33,0.09,0.02,0.0,15815.04,16474.0,16474.0,15815.04,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-03,16474.0,16144.52,0.2,1.33,0.09,0.02,0.0,16144.52,16474.0,16474.0,16144.52,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-04,16474.0,16474.0,0.2,1.52,0.09,0.02,0.0,16474.0,16474.0,16474.0,16474.0,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-05,16474.0,16721.11,0.2,1.54,0.09,0.02,0.0,16721.11,16474.0,16474.0,16721.11,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-08,16474.0,16375.16,0.2,1.6,0.09,0.02,0.0,16375.16,16474.0,16474.0,16375.16,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-09,16474.0,16885.85,0.2,1.64,0.09,0.02,0.0,16885.85,16474.0,16474.0,16885.85,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-10,16474.0,16885.85,0.2,1.63,0.09,0.02,0.0,16885.85,16474.0,16474.0,16885.85,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-11,16474.0,17297.7,0.2,1.6,0.09,0.02,0.0,17297.7,16474.0,16474.0,17297.7,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-12,16474.0,18121.4,0.2,1.47,0.09,0.02,0.0,18121.4,16474.0,16474.0,18121.4,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-15,16474.0,19521.69,0.2,1.34,0.09,0.02,0.0,19521.69,16474.0,16474.0,19521.69,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-16,16474.0,20263.02,0.2,1.17,0.09,0.02,0.0,20263.02,16474.0,16474.0,20263.02,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-17,16474.0,20757.24,0.2,1.13,0.09,0.02,0.0,20757.24,16474.0,16474.0,20757.24,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-18,16474.0,20510.13,0.2,1.13,0.09,0.02,0.0,20510.13,16474.0,16474.0,20510.13,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-19,16474.0,20263.02,0.2,1.1,0.09,0.02,0.0,20263.02,16474.0,16474.0,20263.02,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-22,16474.0,19768.8,0.2,1.12,0.09,0.02,0.0,19768.8,16474.0,16474.0,19768.8,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-23,16474.0,19768.8,0.2,1.11,0.09,0.02,0.0,19768.8,16474.0,16474.0,19768.8,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-24,16474.0,19768.8,0.2,1.11,0.09,0.02,0.0,19768.8,16474.0,16474.0,19768.8,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-25,16474.0,19274.58,0.2,1.11,0.09,0.02,0.0,19274.58,16474.0,16474.0,19274.58,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-26,16474.0,18697.99,0.2,1.08,0.09,0.02,0.0,18697.99,16474.0,16474.0,18697.99,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-29,16474.0,17627.18,0.2,1.12,0.09,0.02,0.0,17627.18,16474.0,16474.0,17627.18,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-30,16474.0,18121.4,0.2,1.19,0.09,0.02,0.0,18121.4,16474.0,16474.0,18121.4,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-07-31,16474.0,17791.92,0.2,1.19,0.09,0.02,0.0,17791.92,16474.0,16474.0,17791.92,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-01,16474.0,17709.55,0.2,1.14,0.09,0.02,0.0,17709.55,16474.0,16474.0,17709.55,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-02,16474.0,17462.44,0.2,1.14,0.09,0.02,0.0,17462.44,16474.0,16474.0,17462.44,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-05,16474.0,17462.44,0.2,1.19,0.09,0.02,0.0,17462.44,16474.0,16474.0,17462.44,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-06,16474.0,17297.7,0.2,1.18,0.09,0.02,0.0,17297.7,16474.0,16474.0,17297.7,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-07,16474.0,17462.44,0.2,1.27,0.09,0.02,0.0,17462.44,16474.0,16474.0,17462.44,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-08,16474.0,17462.44,0.2,1.27,0.09,0.02,0.0,17462.44,16474.0,16474.0,17462.44,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-09,16474.0,17380.07,0.2,1.26,0.09,0.02,0.0,17380.07,16474.0,16474.0,17380.07,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-12,16474.0,17791.92,0.2,1.31,0.09,0.02,0.0,17791.92,16474.0,16474.0,17791.92,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-13,16474.0,17709.55,0.2,1.33,0.09,0.02,0.0,17709.55,16474.0,16474.0,17709.55,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-14,16474.0,17709.55,0.2,1.35,0.09,0.02,0.0,17709.55,16474.0,16474.0,17709.55,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-15,16474.0,17709.55,0.2,1.34,0.09,0.02,0.0,17709.55,16474.0,16474.0,17709.55,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-16,16474.0,17627.18,0.2,1.34,0.09,0.02,0.0,17627.18,16474.0,16474.0,17627.18,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-19,16474.0,17462.44,0.2,1.37,0.09,0.02,0.0,17462.44,16474.0,16474.0,17462.44,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-20,16474.0,17627.18,0.2,1.29,0.09,0.02,0.0,17627.18,16474.0,16474.0,17627.18,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-21,16474.0,17627.18,0.2,1.31,0.09,0.02,0.0,17627.18,16474.0,16474.0,17627.18,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-22,16474.0,17956.66,0.2,1.33,0.09,0.02,0.0,17956.66,16474.0,16474.0,17956.66,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-23,16474.0,19686.43,0.2,1.44,0.09,0.02,0.0,19686.43,16474.0,16474.0,19686.43,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-26,16474.0,19274.58,0.2,1.52,0.09,0.02,0.0,19274.58,16474.0,16474.0,19274.58,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-27,16474.0,19274.58,0.2,1.83,0.09,0.02,0.0,19274.58,16474.0,16474.0,19274.58,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-28,16474.0,19109.84,0.2,1.94,0.09,0.02,0.0,19109.84,16474.0,16474.0,19109.84,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-29,16474.0,18780.36,0.2,1.95,0.09,0.02,0.0,18780.36,16474.0,16474.0,18780.36,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-08-30,16474.0,18286.14,0.2,2.09,0.09,0.02,0.0,18286.14,16474.0,16474.0,18286.14,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-09-02,16474.0,18450.88,0.2,2.03,0.09,0.02,0.0,18450.88,16474.0,16474.0,18450.88,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-09-03,16474.0,18615.62,0.2,2.01,0.09,0.02,0.0,18615.62,16474.0,16474.0,18615.62,,,,,,,,,,,,0.02,,100.0,94.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.9475
2024-09-04,12074.0,13643.62,0.15,1.41,0.07,0.01,0.0,13643.62,12074.0,12074.0,13643.62,,,,0.0,,4400.0,,,,,4400.0,0.01,0.01,100.0,69.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.6945
2024-09-05,12074.0,12919.18,0.15,1.4,0.07,0.01,0.0,12919.18,12074.0,12074.0,12919.18,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-06,12074.0,13160.66,0.15,1.36,0.07,0.01,0.0,13160.66,12074.0,12074.0,13160.66,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-09,12074.0,12919.18,0.15,1.33,0.07,0.01,0.0,12919.18,12074.0,12074.0,12919.18,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-10,12074.0,12919.18,0.15,1.34,0.07,0.01,0.0,12919.18,12074.0,12074.0,12919.18,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-11,12074.0,12436.22,0.15,1.37,0.07,0.01,0.0,12436.22,12074.0,12074.0,12436.22,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-12,12074.0,12436.22,0.15,1.28,0.07,0.01,0.0,12436.22,12074.0,12074.0,12436.22,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-13,12074.0,12436.22,0.15,1.3,0.07,0.01,0.0,12436.22,12074.0,12074.0,12436.22,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-16,12074.0,11953.26,0.15,1.33,0.07,0.01,0.0,11953.26,12074.0,12074.0,11953.26,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-17,12074.0,12315.48,0.15,1.35,0.07,0.01,0.0,12315.48,12074.0,12074.0,12315.48,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-18,12074.0,12074.0,0.15,1.33,0.07,0.01,0.0,12074.0,12074.0,12074.0,12074.0,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-19,12074.0,12074.0,0.15,1.34,0.07,0.01,0.0,12074.0,12074.0,12074.0,12074.0,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-20,12074.0,12194.74,0.15,1.37,0.07,0.01,0.0,12194.74,12074.0,12074.0,12194.74,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-23,12074.0,12194.74,0.15,1.27,0.07,0.01,0.0,12194.74,12074.0,12074.0,12194.74,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-24,12074.0,12194.74,0.15,1.25,0.07,0.01,0.0,12194.74,12074.0,12074.0,12194.74,,,,,,,,,,,,0.01,,100.0,95.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.9509
2024-09-25,12074.0,12375.85,0.15,1.26,0.07,0.01,0.0,12375.85,12074.0,12074.0,12375.85,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-09-26,12074.0,12436.22,0.15,1.23,0.07,0.01,0.0,12436.22,12074.0,12074.0,12436.22,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-09-27,12074.0,12436.22,0.15,1.23,0.07,0.01,0.0,12436.22,12074.0,12074.0,12436.22,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-09-30,12074.0,13100.29,0.15,1.23,0.07,0.01,0.0,13100.29,12074.0,12074.0,13100.29,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-01,12074.0,13462.51,0.15,1.3,0.07,0.01,0.0,13462.51,12074.0,12074.0,13462.51,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-02,12074.0,13643.62,0.15,1.23,0.07,0.01,0.0,13643.62,12074.0,12074.0,13643.62,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-03,12074.0,13583.25,0.15,1.18,0.07,0.01,0.0,13583.25,12074.0,12074.0,13583.25,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-04,12074.0,14488.8,0.15,1.18,0.07,0.01,0.0,14488.8,12074.0,12074.0,14488.8,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-07,12074.0,15213.24,0.15,1.27,0.07,0.02,0.0,15213.24,12074.0,12074.0,15213.24,,,,,,,,,,,,0.01,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-08,12074.0,15696.2,0.15,1.19,0.07,0.02,0.0,15696.2,12074.0,12074.0,15696.2,,,,,,,,,,,,0.02,,100.0,94.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.9428
2024-10-09,11526.0,14983.8,0.14,1.06,0.06,0.02,0.0,14983.8,12074.0,11526.0,15696.2,,,,,,,,,,,548.0,0.02,0.0,100.0,88.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.8409
2024-10-10,11526.0,15214.32,0.14,0.95,0.06,0.02,0.0,15214.32,11526.0,11526.0,15214.32,,,,0.0,,548.0,,,,,,0.02,,100.0,84.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.8409
