,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-05-14,44042.0,1523853.2,0.21,2.34,0.14,1.61,0.0,1264041.8,39029.0,36533.0,1350403.4,,,,0.18,,,,0.16,5095.0,4270.0,,,0.18,,,2021.0,,1.4,,,,1.98,1.98,1936494.0,67002692.4,,69.22,1.98,16.73,0.1599,25.8,0.0223
2018-05-15,41345.0,1376788.5,0.2,2.19,0.13,1.48,0.0,1216548.9,36332.0,36533.0,1209855.6,,,,,,,,0.1,,2697.0,,,,,,,,1.26,,,,1.84,1.84,1939171.0,64574394.3,,66.95,1.85,16.76,0.1622,27.35,0.0209
2018-05-16,45236.0,1499573.4,0.22,2.4,0.14,1.56,0.0,1362166.65,39538.0,41091.0,1310684.7,,,3873.0,0.19,,,,0.04,6474.0,667.0,,,0.19,3873.0,,,1916.0,1.32,0.07,,,2.0,2.0,1936667.0,64200511.05,,64.59,2.01,20.01,0.1932,33.09,0.0229
2018-05-17,64379.0,2166353.35,0.31,3.5,0.2,2.18,0.0,1931543.65,44996.0,57401.0,1514115.4,,,3973.0,0.53,,,,0.0,16321.0,15.0,,,0.53,3973.0,,1496.0,11.0,1.49,0.0,,,2.28,2.28,1932853.0,65040503.45,,64.3,2.27,23.33,0.1707,23.75,0.0326
2018-05-18,60802.0,2036867.0,0.29,3.33,0.19,2.09,0.0,1924943.5,46434.0,57461.0,1555539.0,,,1782.0,0.19,,,,0.04,5090.0,1329.0,,,0.19,1782.0,,1000.0,2636.0,1.56,0.08,,,2.34,2.34,1934065.0,64791177.5,,65.06,2.35,26.36,0.1957,27.66,0.0307
2018-05-21,59442.0,1976446.5,0.29,3.03,0.18,2.03,0.0,1865358.25,46217.0,56101.0,1536715.25,,,,,,,,0.01,,217.0,,,,,,,1360.0,1.54,0.05,,,2.33,2.33,1934610.0,64325782.5,,64.76,2.33,26.94,0.2017,28.26,0.03
2018-05-22,60718.0,2061376.1,0.29,3.13,0.19,2.06,0.0,1965161.8,45767.0,57884.0,1553789.65,,,57.0,0.07,,,,0.02,2000.0,507.0,,,0.07,57.0,,,217.0,1.52,0.01,,,2.31,2.31,1935353.0,65705234.35,,64.48,2.31,27.61,0.2095,29.7,0.0306
2018-05-23,66184.0,2230400.8,0.32,3.52,0.21,2.3,0.0,2134895.0,46767.0,63350.0,1576047.9,,,1000.0,0.21,,,,,5652.0,,,,0.21,1000.0,,,186.0,1.6,0.0,,,2.36,2.36,1934496.0,65192515.2,,65.72,2.37,25.43,0.1973,29.18,0.0334
2018-05-24,64543.0,2155736.2,0.31,3.46,0.2,2.22,0.0,2061080.6,48384.0,61709.0,1616025.6,,,2000.0,0.06,,,,0.01,2000.0,383.0,,,0.06,2000.0,,,3641.0,1.63,0.13,,,2.45,2.45,1929364.0,64440757.6,,64.93,2.45,26.03,0.2162,32.95,0.0326
2018-05-25,61834.0,2086897.5,0.3,3.33,0.19,2.12,0.0,2069752.5,47558.0,61326.0,1605082.5,,,609.0,,,,,0.08,,2326.0,,,,609.0,,891.0,383.0,1.6,0.01,,,2.4,2.4,1935774.0,65332372.5,,64.82,2.41,27.11,0.2314,34.42,0.0312
2018-05-28,65755.0,2176490.5,0.32,3.69,0.2,2.27,0.0,2176490.5,47440.0,65755.0,1570264.0,,,390.0,0.15,,,,0.01,4429.0,508.0,,,0.15,390.0,,,,1.6,,,,2.4,2.4,1930837.0,63910704.7,,64.76,2.41,25.6,0.2181,32.34,0.0332
2018-05-29,68779.0,2269707.0,0.33,3.94,0.21,2.34,0.0,2163612.0,52395.0,65564.0,1729035.0,,,4504.0,0.12,,,,0.25,3743.0,7123.0,,,0.12,4504.0,,7574.0,3934.0,1.74,0.14,,,2.65,2.65,1926292.0,63567636.0,,63.87,2.66,24.4,0.2548,40.33,0.0348
2018-05-30,69261.0,2278686.9,0.33,3.99,0.21,2.32,0.0,2157055.6,53169.0,65564.0,1749260.1,,,393.0,,,,,,,,,,,393.0,,381.0,,1.74,,,,2.68,2.68,1933281.0,63604944.9,,63.63,2.66,24.22,0.2508,39.97,0.0349
2018-05-31,68850.0,2254837.5,0.33,4.17,0.21,2.31,0.0,2222447.75,52466.0,67861.0,1718261.5,,,,0.08,,,,0.09,2297.0,2708.0,,,0.08,,,2005.0,,1.72,,,,2.65,2.65,1930520.0,63224530.0,,63.36,2.64,24.36,0.2471,39.22,0.0347
2018-06-01,74406.0,2455398.0,0.36,4.6,0.23,2.49,0.0,2422761.0,53466.0,73417.0,1764378.0,,,,0.18,,,,,5556.0,,,,0.18,,,1000.0,,1.76,,,,2.7,2.7,1926950.0,63589350.0,,63.17,2.7,22.59,0.2334,37.64,0.0376
2018-06-04,76307.0,2552469.15,0.37,4.73,0.24,2.56,0.0,2519387.1,57902.0,75318.0,1936821.9,,,4761.0,0.09,,,,0.01,2518.0,325.0,,,0.09,4761.0,,,617.0,1.91,0.02,,,2.93,2.93,1921058.0,64259390.1,,63.48,2.92,25.12,0.235,36.73,0.0386
2018-06-05,74207.0,2560141.5,0.36,4.57,0.23,2.53,0.0,2560141.5,60096.0,74207.0,2073312.0,,,3765.0,0.11,,,,0.05,3118.0,1571.0,,,0.11,3765.0,,,4229.0,2.01,0.14,,,3.04,3.04,1918572.0,66190734.0,,64.4,3.03,29.89,0.2597,37.74,0.0375
2018-06-06,71857.0,2396430.95,0.35,4.4,0.22,2.51,0.0,2396430.95,57529.0,71857.0,1918592.15,,,,0.03,,,,0.08,217.0,2567.0,,,0.03,,,,2567.0,1.97,0.07,,,2.91,2.91,1918294.0,63975104.9,,65.76,2.91,27.38,0.2593,39.34,0.0364
2018-06-07,75152.0,2461228.0,0.36,4.56,0.23,2.55,0.0,2461228.0,60824.0,75152.0,1991986.0,,,3295.0,0.07,,,,,3295.0,,,,0.07,3295.0,,,,2.02,,,,3.07,3.07,1921383.0,62925293.25,,63.92,3.07,26.22,0.2607,39.93,0.0379
2018-06-08,83661.0,2777545.2,0.4,5.05,0.26,2.8,0.0,2760712.8,62331.0,83154.0,2069389.2,,,8002.0,0.02,,7002.0,,,1000.0,,,,0.02,8002.0,0.23,507.0,,2.05,,,,3.15,3.15,1915808.0,63604825.6,,62.92,3.15,23.58,0.2261,37.05,0.0423
2018-06-11,93261.0,3054297.75,0.45,5.59,0.29,3.14,0.0,3037693.5,62331.0,92754.0,2041340.25,,,7998.0,0.32,,,,,9600.0,,,,0.32,7998.0,,,,2.06,,,,3.16,3.16,1912999.0,62650717.25,,63.38,3.16,21.25,0.2107,34.47,0.0472
2018-06-12,94120.0,3087136.0,0.45,5.64,0.29,3.15,0.0,3075131.2,62898.0,93754.0,2063054.4,,,,0.03,,,,0.01,1000.0,433.0,,,0.03,,,1000.0,,2.07,,,,3.19,3.19,1907881.0,62578496.8,,62.57,3.2,21.01,0.2141,35.18,0.0478
2018-06-13,96028.0,3207335.2,0.46,5.89,0.3,3.21,0.0,3158370.8,63998.0,94562.0,2137533.2,,,,,,1100.0,,,,,,,,,0.04,1100.0,292.0,2.1,0.01,,,3.25,3.25,1907059.0,63695770.6,,62.69,3.24,20.45,0.209,34.8,0.0487
2018-06-14,97079.0,3252146.5,0.47,5.92,0.3,3.33,0.0,3203035.5,63998.0,95613.0,2143933.0,,,,0.04,,,,,1051.0,,,,0.04,,,,,2.17,,,,3.25,3.25,1907139.0,63889156.5,,63.99,3.27,20.41,0.2055,34.51,0.0493
2018-06-15,96556.0,3186348.0,0.47,6.21,0.3,3.29,0.0,3150048.0,61585.0,95456.0,2032305.0,,,,0.09,,,,0.12,2890.0,3413.0,,,0.09,,,1000.0,3047.0,2.06,0.11,,,3.13,3.13,1907406.0,62944398.0,,63.76,3.14,17.31,0.2079,35.76,0.049
2018-06-18,84822.0,2760956.1,0.41,5.55,0.26,2.85,0.0,2725151.1,61259.0,83722.0,1993980.45,,,,,,,,0.35,,10326.0,,,,,,,11734.0,2.02,0.41,,,3.11,3.11,1905370.0,62019793.5,,62.76,3.12,19.67,0.2388,40.68,0.0431
2018-06-19,87033.0,2780704.35,0.42,5.7,0.27,2.88,0.0,2745559.35,60817.0,85933.0,1943103.15,,,,0.15,,,,0.02,4653.0,442.0,,,0.15,,,,2442.0,1.98,0.1,,,3.09,3.09,1908820.0,60986799.0,,62.0,3.09,19.2,0.2157,37.38,0.0442
2018-06-20,106533.0,3414382.65,0.51,6.9,0.33,3.48,0.0,3379127.65,71835.0,105433.0,2302311.75,,,17518.0,0.62,,,,0.21,19500.0,6500.0,,,0.62,17518.0,,,,2.3,,,,3.65,3.65,1896041.0,60768114.05,,60.6,3.65,15.57,0.2902,48.99,0.0541
2018-06-21,98084.0,3099454.4,0.47,6.22,0.3,3.21,0.0,3064694.4,68021.0,96984.0,2149463.6,,,,,,,,0.12,,3814.0,,,,,,,8449.0,2.17,0.26,,,3.46,3.46,1898731.0,59999899.6,,60.7,3.46,16.9,0.3039,50.3,0.0499
2018-06-22,75297.0,2364325.8,0.36,4.76,0.23,2.44,0.0,2329785.8,59827.0,74197.0,1878567.8,,,,,,,,0.26,,8194.0,,,,,,,22787.0,1.89,0.77,,,3.04,3.04,1906925.0,59877445.0,,60.3,3.03,22.24,0.2643,43.92,0.0383
2018-06-25,80345.0,2530867.5,0.39,4.74,0.25,2.58,0.0,2496217.5,64875.0,79245.0,2043562.5,,,5048.0,0.15,,,,,5048.0,,,,0.15,5048.0,,,,2.04,,,,3.29,3.29,1906092.0,60041898.0,,59.96,3.3,24.37,0.2702,43.74,0.0408
2018-06-26,79789.0,2469469.55,0.39,4.91,0.25,2.58,0.0,2435424.55,64319.0,78689.0,1990673.05,,,,,,,,0.02,,556.0,,,,,,,556.0,2.03,0.01,,,3.26,3.26,1905752.0,58983024.4,,59.86,3.28,24.63,0.2689,43.43,0.0405
2018-06-27,79110.0,2456365.5,0.38,5.12,0.25,2.52,0.0,2422210.5,63640.0,78010.0,1976022.0,,,,,,,,0.02,,679.0,,,,,,,679.0,1.98,0.04,,,3.28,3.28,1874036.0,58188817.8,,58.17,3.29,24.87,0.265,42.79,0.0408
2018-06-28,84571.0,2583644.05,0.41,5.46,0.26,2.69,0.0,2371291.0,69101.0,77620.0,2111035.55,,,2133.0,,,,,0.01,,390.0,,,,2133.0,,3718.0,390.0,2.15,0.01,,,3.64,3.64,1830489.0,55921438.95,,56.74,3.64,23.26,0.2338,39.68,0.0445
2018-06-29,75834.0,2347062.3,0.37,5.01,0.23,2.36,0.0,2131928.85,62893.0,68883.0,1946538.35,,,,,,,,0.23,,6208.0,,,,,,,8737.0,1.91,0.32,,,3.31,3.31,1835625.0,56812593.75,,56.05,3.3,21.97,0.2578,43.58,0.0399
2018-07-02,80125.0,2447818.75,0.39,6.08,0.25,2.53,0.0,2235465.7,62893.0,73174.0,1921381.15,,,,,,5000.0,,,,,,,,,0.15,,709.0,1.95,0.02,,,3.45,3.45,1758348.0,53717531.4,,54.15,3.47,20.98,0.234,41.2,0.044
2018-07-03,78124.0,2425750.2,0.38,6.0,0.24,2.46,0.0,2244076.65,60892.0,72273.0,1890696.6,,,,,,,,0.06,,2001.0,,,,,,,901.0,1.86,0.03,,,3.34,3.34,1760545.0,54664922.25,,53.88,3.33,20.92,0.2394,41.98,0.0429
2018-07-04,75722.0,2336023.7,0.37,5.63,0.23,2.4,0.0,2155520.35,59690.0,69871.0,1841436.5,,,,,,,,0.03,,1202.0,,,,,,,2402.0,1.85,0.06,,,3.28,3.28,1761747.0,54349894.95,,54.32,3.3,20.62,0.2475,43.05,0.0416
2018-07-05,74318.0,2326153.4,0.36,5.6,0.23,2.34,0.0,2143017.1,60468.0,68467.0,1892648.4,,,1299.0,0.0,,,,0.02,117.0,521.0,,,0.0,1299.0,,,1521.0,1.86,0.06,,,3.32,3.32,1760421.0,55101177.3,,54.25,3.32,20.94,0.2491,42.97,0.0408
2018-07-06,75895.0,2352745.0,0.37,5.86,0.24,2.43,0.0,2154686.0,60746.0,69506.0,1883126.0,,,4256.0,0.04,,,,0.11,1299.0,3978.0,,,0.04,4256.0,,,260.0,1.9,0.0,,,3.35,3.35,1753177.0,54348487.0,,54.39,3.37,20.53,0.2399,41.89,0.0418
2018-07-09,75744.0,2329128.0,0.37,5.74,0.23,2.4,0.0,2149640.25,60194.0,69907.0,1850965.5,,,,0.01,,,,0.02,401.0,552.0,,,0.01,,,,,1.87,,,,3.32,3.32,1753553.0,53921754.75,,54.14,3.33,20.62,0.2398,41.89,0.0418
2018-07-10,71992.0,2206554.8,0.35,5.43,0.22,2.27,0.0,2012203.15,56464.0,65651.0,1730621.6,,,,0.0,,,,0.13,89.0,3927.0,,,0.0,,,1000.0,4641.0,1.74,0.15,,,3.09,3.09,1770828.0,54275878.2,,54.44,3.09,17.57,0.2495,44.17,0.0394
2018-07-11,71496.0,2134155.6,0.35,5.47,0.22,2.24,0.0,1944876.75,56464.0,65155.0,1685450.4,,,,,,,,,,,,,,,,,496.0,1.73,0.02,,,3.09,3.09,1770313.0,52843843.05,,54.11,3.1,17.76,0.2525,44.49,0.0391
2018-07-12,72358.0,2250333.8,0.35,5.43,0.22,2.22,0.0,2053128.7,56464.0,66017.0,1756030.4,,,,0.03,,,,,862.0,,,,0.03,,,,,1.69,,,,3.04,3.04,1801146.0,56015640.6,,54.18,3.03,17.42,0.2452,43.69,0.039
2018-07-13,70975.0,2242810.0,0.34,5.17,0.22,2.26,0.0,2042434.4,56464.0,64634.0,1784262.4,,,,,,,,,,,,,,,,,1383.0,1.77,0.0,,,3.04,3.04,1799056.0,56850169.6,,56.2,3.05,17.78,0.2484,43.96,0.0383
2018-07-16,74811.0,2378989.8,0.36,5.02,0.23,2.41,0.0,2194740.6,54330.0,69017.0,1727694.0,,,,0.18,,,,0.06,5449.0,2134.0,,,0.18,,,,1066.0,1.71,0.03,,,2.93,2.93,1800642.0,57260415.6,,56.61,2.94,15.48,0.2269,41.75,0.0403
2018-07-17,71765.0,2274950.5,0.35,4.78,0.22,2.33,0.0,2114453.4,50615.0,66702.0,1604495.5,,,1629.0,0.08,,,,0.16,2607.0,5344.0,,,0.08,1629.0,,,4922.0,1.61,0.15,,,2.74,2.74,1798556.0,57014225.2,,57.23,2.74,11.88,0.233,43.44,0.0388
2018-07-18,66147.0,2100167.25,0.32,4.44,0.2,2.15,0.0,2100167.25,45552.0,66147.0,1446276.0,,,,0.05,,,,0.16,1629.0,5063.0,,,0.05,,,,2184.0,1.45,0.07,,,2.46,2.46,1802539.0,57230613.25,,57.21,2.47,12.85,0.2668,47.05,0.0358
2018-07-19,64090.0,2041266.5,0.31,4.51,0.2,2.08,0.0,2041266.5,45214.0,64090.0,1440065.9,,,,0.09,,,,0.01,2830.0,338.0,,,0.09,,,,4887.0,1.44,0.15,,,2.45,2.45,1799418.0,57311463.3,,57.16,2.45,13.24,0.2841,48.57,0.0347
2018-07-20,69615.0,2217237.75,0.34,5.01,0.22,2.27,0.0,2217237.75,43923.0,69615.0,1398947.55,,,,0.19,,,,0.04,5863.0,1291.0,,,0.19,,,,338.0,1.39,0.01,,,2.38,2.38,1798403.0,57279135.55,,57.23,2.38,12.13,0.2499,44.88,0.0378
2018-07-23,68407.0,2206125.75,0.33,4.96,0.21,2.24,0.0,2206125.75,44294.0,68407.0,1428481.5,,,371.0,0.01,,,,,145.0,,,,0.01,371.0,,,1353.0,1.41,0.04,,,2.45,2.45,1764516.0,56905641.0,,56.31,2.45,12.38,0.2556,45.55,0.0378
2018-07-24,63997.0,2012705.65,0.31,4.64,0.2,2.12,0.0,2012705.65,43923.0,63997.0,1381378.35,,,,0.01,,,,0.01,371.0,371.0,,,0.01,,,,4781.0,1.42,0.15,,,2.39,2.39,1797649.0,56536061.05,,57.65,2.4,13.22,0.2861,48.73,0.0348
2018-07-25,60328.0,1894299.2,0.29,4.3,0.19,1.95,0.0,1894299.2,43923.0,60328.0,1379182.2,,,,,,,,,,,,,,,,,3669.0,1.38,0.13,,,2.39,2.39,1794863.0,56358698.2,,56.59,2.38,14.0,0.3097,51.59,0.0328
2018-07-26,63864.0,2027682.0,0.31,4.6,0.2,2.06,0.0,1893728.75,48123.0,59645.0,1527905.25,,,,0.03,,,,0.0,1032.0,19.0,,,0.03,,,4219.0,1715.0,1.51,0.05,,,2.62,2.62,1791173.0,56869742.75,,56.38,2.61,13.09,0.2752,48.05,0.0347
2018-07-27,64491.0,2099182.05,0.31,4.58,0.2,2.1,0.0,1961853.6,48123.0,60272.0,1566403.65,,,,0.02,,,,,627.0,,,,0.02,,,,,1.52,,,,2.62,2.62,1788957.0,58230550.35,,56.95,2.6,12.95,0.2712,47.54,0.0351
2018-07-30,61929.0,1987920.9,0.3,4.53,0.19,2.06,0.0,1958902.5,44808.0,61025.0,1438336.8,,,,0.03,,100.0,,0.1,653.0,3315.0,,,0.03,,0.0,,,1.45,,,,2.44,2.44,1794180.0,57593178.0,,57.74,2.45,13.49,0.2913,49.6,0.0337
2018-07-31,64769.0,2014315.9,0.31,4.77,0.2,2.13,0.0,1986201.5,44808.0,63865.0,1393528.8,,,,0.09,,,,,2840.0,,,,0.09,,,,,1.44,,,,2.44,2.44,1793457.0,55776512.7,,57.22,2.45,14.82,0.279,47.63,0.0352
2018-08-01,67548.0,2134516.8,0.33,5.03,0.21,2.16,0.0,2029762.8,47219.0,64233.0,1492120.4,,,,0.01,,,,0.03,628.0,904.0,,,0.01,,,3315.0,260.0,1.47,0.04,,,2.57,2.57,1791363.0,56607070.8,,56.05,2.56,15.28,0.2633,45.77,0.0367
2018-08-02,68007.0,2162622.6,0.33,5.18,0.21,2.21,0.0,2057205.6,46959.0,64692.0,1493296.2,,,,0.02,,,,0.0,459.0,260.0,,,0.02,,,,,1.49,,,,2.55,2.55,1791917.0,56982960.6,,56.82,2.55,15.93,0.2614,45.38,0.037
2018-08-03,71207.0,2260822.25,0.34,5.47,0.22,2.32,0.0,2155571.0,50159.0,67892.0,1592548.25,,,,0.1,,,,,3200.0,,,,0.1,,,3200.0,,1.6,,,,2.74,2.74,1781104.0,56550052.0,,56.65,2.74,15.22,0.2443,43.5,0.0389
2018-08-06,68826.0,2192108.1,0.33,5.87,0.21,2.24,0.0,2086525.35,50159.0,65511.0,1597564.15,,,,,,,,,,,,,,,,,2381.0,1.59,0.08,,,2.74,2.74,1779387.0,56673475.95,,56.57,2.74,12.39,0.2507,44.85,0.0376
2018-08-07,69101.0,2059209.8,0.33,5.93,0.21,2.23,0.0,2054799.4,47896.0,68953.0,1427300.8,,,,0.11,,,,0.1,3442.0,3167.0,,,0.11,,,904.0,,1.52,,,,2.62,2.62,1781650.0,53093170.0,,56.08,2.63,16.56,0.2625,45.13,0.0378
2018-08-08,65893.0,1957022.1,0.32,5.0,0.2,2.01,0.0,1957022.1,47748.0,65893.0,1418115.6,,,,,,,,0.0,,148.0,,,,,,,3060.0,1.42,0.12,,,2.61,2.61,1781208.0,52901877.6,,53.48,2.59,13.6,0.2726,46.78,0.036
2018-08-09,74345.0,2189460.25,0.36,5.58,0.23,2.27,0.0,2189460.25,47748.0,74345.0,1406178.6,,,,0.26,,,,,8452.0,,,,0.26,,,,,1.42,,,,2.61,2.61,1780959.0,52449242.55,,53.39,2.59,15.55,0.2347,41.54,0.0407
2018-08-10,80858.0,2324667.5,0.39,6.04,0.25,2.44,0.0,2225106.25,51211.0,77395.0,1472316.25,,,,0.09,,,,,3050.0,,,,0.09,,,3463.0,,1.51,,,,2.8,2.8,1776693.0,51079923.75,,52.84,2.79,18.09,0.2145,38.51,0.0442
2018-08-13,80398.0,2307422.6,0.39,5.92,0.25,2.36,0.0,2208034.5,51081.0,76935.0,1466024.7,,,,,,,,0.02,,130.0,,,,,,,460.0,1.47,0.05,,,2.79,2.79,1776590.0,50988133.0,,51.81,2.76,17.77,0.2131,38.42,0.044
2018-08-14,78734.0,2251792.4,0.38,5.85,0.24,2.31,0.0,2109965.0,52577.0,73775.0,1503702.2,,,,,,,,,,,,,,,,1496.0,3160.0,1.51,0.09,,,2.88,2.88,1775066.0,50766887.6,,51.69,2.84,14.21,0.2114,39.24,0.0431
2018-08-15,81582.0,2300612.4,0.39,6.28,0.25,2.38,0.0,2160768.6,52577.0,76623.0,1482671.4,,,,0.08,,,,,2848.0,,,,0.08,,,,,1.5,,,,2.88,2.88,1772703.0,49990224.6,,51.33,2.85,17.17,0.2078,37.89,0.0447
2018-08-16,81194.0,2285611.1,0.39,6.2,0.25,2.33,0.0,2146015.25,52577.0,76235.0,1480042.55,,,,,,,,,,,,,,,,,388.0,1.48,0.02,,,2.88,2.88,1772701.0,49901533.15,,50.72,2.83,16.82,0.208,38.04,0.0445
2018-08-17,78612.0,2236511.4,0.38,6.01,0.24,2.26,0.0,2095427.85,48925.0,73653.0,1391916.25,,,,0.08,,,,0.1,2832.0,3652.0,,,0.08,,,,5414.0,1.38,0.15,,,2.68,2.68,1775840.0,50522648.0,,50.85,2.63,14.03,0.2127,39.24,0.0431
2018-08-20,76161.0,2201052.9,0.37,5.98,0.24,2.21,0.0,2100972.2,47429.0,72698.0,1370698.1,,,,0.02,,,,0.04,708.0,1496.0,,,0.02,,,,1663.0,1.35,0.04,,,2.58,2.58,1790171.0,51735941.9,,51.71,2.54,15.36,0.2215,40.45,0.0414
2018-08-21,83845.0,2414736.0,0.4,6.66,0.26,2.46,0.0,2315001.6,57278.0,80382.0,1649606.4,,,6999.0,0.38,,,,,13149.0,,,,0.38,6999.0,,2850.0,5465.0,1.65,0.16,,,3.12,3.12,1780347.0,51273993.6,,51.91,3.07,18.36,0.2213,36.98,0.0456
2018-08-22,83783.0,2408761.25,0.4,6.7,0.26,2.45,0.0,2309200.0,57278.0,80320.0,1646742.5,,,,,,,,,,,,,,,,,62.0,1.64,0.0,,,3.12,3.12,1780778.0,51197367.5,,51.87,3.07,18.43,0.2211,36.92,0.0456
2018-08-23,81741.0,2354140.8,0.39,6.65,0.25,2.4,0.0,2168323.2,55236.0,75289.0,1590796.8,,,2734.0,,,,,0.25,,8494.0,,,,2734.0,,3718.0,5031.0,1.59,0.15,,,3.0,3.0,1783112.0,51353625.6,,52.01,2.97,19.01,0.1935,31.53,0.0445
2018-08-24,77157.0,2225979.45,0.37,6.6,0.24,2.26,0.0,2059024.5,56936.0,71370.0,1642603.6,,,,,,,,0.02,,665.0,,,,,,2365.0,3919.0,1.64,0.11,,,3.2,3.2,1724616.0,49755171.6,,50.32,3.15,20.06,0.1997,33.46,0.0433
2018-08-27,82698.0,2414781.6,0.4,7.55,0.26,2.42,0.0,2245801.2,56936.0,76911.0,1662531.2,,,,0.16,,,,,5541.0,,,,0.16,,,,,1.64,,,,3.2,3.2,1724616.0,50358787.2,,50.44,3.15,21.53,0.1978,31.25,0.0464
2018-08-28,82509.0,2413388.25,0.4,7.71,0.26,2.45,0.0,2262809.25,57254.0,77361.0,1674679.5,,,2111.0,0.03,,,,0.05,957.0,1793.0,,,0.03,2111.0,,,507.0,1.67,0.01,,,3.21,3.21,1724298.0,50435716.5,,50.9,3.18,22.76,0.2004,31.24,0.0463
2018-08-29,78890.0,2287810.0,0.38,7.5,0.24,2.36,0.0,2138518.0,55189.0,73742.0,1600481.0,,,,,,,,0.06,,2065.0,,,,,,,3619.0,1.61,0.1,,,3.1,3.1,1726885.0,50079665.0,,51.03,3.06,21.16,0.2037,32.94,0.0443
2018-08-30,79084.0,2245985.6,0.38,7.43,0.24,2.34,0.0,2071666.4,56179.0,72946.0,1595483.6,,,4950.0,,,,,0.12,,3960.0,,,,4950.0,,,796.0,1.63,0.03,,,3.15,3.15,1726032.0,49019308.8,,50.57,3.12,21.17,0.2019,32.76,0.0444
2018-08-31,75510.0,2167137.0,0.36,7.14,0.23,2.21,0.0,1990976.4,52911.0,69372.0,1518545.7,,,,,,,,0.11,,3268.0,,,,,,,3574.0,1.51,0.12,,,2.97,2.97,1729844.0,49646522.8,,50.02,2.93,17.85,0.2048,34.69,0.0424
2018-09-03,71747.0,2048376.85,0.35,6.79,0.22,2.1,0.0,1960128.8,49864.0,68656.0,1423617.2,,,,,,,,0.09,,3047.0,,,,,,,716.0,1.43,0.02,,,2.8,2.8,1731978.0,49447971.9,,50.39,2.76,18.85,0.2186,36.25,0.0403
2018-09-04,70325.0,2004262.5,0.34,6.65,0.22,2.05,0.0,1938085.5,49095.0,68003.0,1399207.5,,,,,,,,0.02,,769.0,,,,,,,653.0,1.4,0.01,,,2.75,2.75,1737790.0,49527015.0,,50.37,2.71,19.2,0.2219,36.65,0.0394
2018-09-05,69929.0,1971997.8,0.34,6.73,0.22,2.03,0.0,1906517.4,49095.0,67607.0,1384479.0,,,,,,,,,,,,,,,,,396.0,1.39,0.01,,,2.75,2.75,1739028.0,49040589.6,,50.16,2.7,19.28,0.2227,36.92,0.0391
2018-09-06,69178.0,1975031.9,0.33,6.52,0.21,1.99,0.0,1908738.8,49095.0,66856.0,1401662.25,,,,,,,,,,,,,,,,,751.0,1.39,0.02,,,2.74,2.74,1739719.0,49668977.45,,49.95,2.7,19.49,0.2229,37.18,0.0387
2018-09-07,68926.0,1978176.2,0.33,6.28,0.21,2.02,0.0,1911534.8,49095.0,66604.0,1409026.5,,,,,,,,,,,,,,,,,252.0,1.41,0.0,,,2.75,2.75,1739414.0,49921181.8,,50.54,2.71,19.57,0.2236,37.38,0.0385
