,SHC FP Equity_DX_SI_QTY,SHC FP Equity_DX_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SHC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SHC FP Equity_DX_SI_MV,SHC FP Equity_DX_DSS,SHC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SUPPLY_SI_QTY,SHC FP Equity_DX_BROKER_SI_QTY,SHC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SHC FP Equity_DX_BROKER_SI_MV_NEW_x,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SHC FP Equity_DX_BROKER_SI_MV_INC_x,SHC FP Equity_DX_BROKER_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_NEW,SHC FP Equity_DX_SUPPLY_SI_MV_DEC,SHC FP Equity_DX_BROKER_SI_QTY_INC,SHC FP Equity_DX_SUPPLY_SI_QTY_DEC,SHC FP Equity_DX_BROKER_SI_MV_NEW_y,SHC FP Equity_DX_BROKER_SI_MV_INC_y,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SHC FP Equity_DX_BROKER_SI_MV_ADD,SHC FP Equity_DX_SUPPLY_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_DEC,SHC FP Equity_DX_SUPPLY_SI_MV,SHC FP Equity_DX_BROKER_SI_MV_DEC,SHC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SHC FP Equity_DX_UTILIZATION_QUANTITY,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SHC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SHC FP Equity_DX_ACTIVE_UTILIZATION_MV,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SHC FP Equity_DX_BROKER_SI_CON_RATIO,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SHC FP Equity_DX_DEMAND_SUPPLY_RATIO,SHC FP Equity_PX_LAST
2016-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,246455.46,0.25,0.0,,0.0,,0.0,29.07
2016-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,245310.93,0.25,0.0,,0.0,,0.0,28.935
2016-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,239715.45,0.24,0.0,,0.0,,0.0,28.275
2016-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240817.59,0.24,0.0,,0.0,,0.0,28.405
2016-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,245098.98,0.24,0.0,,0.0,,0.0,28.91
2016-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,245226.15,0.25,0.0,,0.0,,0.0,28.925
2016-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,243403.38,0.24,0.0,,0.0,,0.0,28.71
2016-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,242767.53,0.24,0.0,,0.0,,0.0,28.635
2016-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,242470.8,0.24,0.0,,0.0,,0.0,28.6
2016-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,242258.85,0.24,0.0,,0.0,,0.0,28.575
2016-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,239503.5,0.24,0.0,,0.0,,0.0,28.25
2016-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240181.74,0.24,0.0,,0.0,,0.0,28.33
2016-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240563.25,0.24,0.0,,0.0,,0.0,28.375
2016-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,242258.85,0.24,0.0,,0.0,,0.0,28.575
2016-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,239800.23,0.24,0.0,,0.0,,0.0,28.285
2016-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240987.15,0.24,0.0,,0.0,,0.0,28.425
2016-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,241919.73,0.24,0.0,,0.0,,0.0,28.535
2016-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,244378.35,0.24,0.0,,0.0,,0.0,28.825
2016-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240690.42,0.25,0.0,,0.0,,0.0,28.39
2016-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,241834.95,0.24,0.0,,0.0,,0.0,28.525
2016-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238698.09,0.24,0.0,,0.0,,0.0,28.155
2016-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238104.63,0.24,0.0,,0.0,,0.0,28.085
2016-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236960.1,0.24,0.0,,0.0,,0.0,27.95
2016-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,237214.44,0.24,0.0,,0.0,,0.0,27.98
2016-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236239.47,0.24,0.0,,0.0,,0.0,27.865
2016-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236917.71,0.24,0.0,,0.0,,0.0,27.945
2016-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,237087.27,0.24,0.0,,0.0,,0.0,27.965
2016-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,237256.83,0.24,0.0,,0.0,,0.0,27.985
2016-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236536.2,0.24,0.0,,0.0,,0.0,27.9
2016-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238358.97,0.24,0.0,,0.0,,0.0,28.115
2016-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240520.86,0.24,0.0,,0.0,,0.0,28.37
2016-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,243488.16,0.24,0.0,,0.0,,0.0,28.72
2016-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,243530.55,0.24,0.0,,0.0,,0.0,28.725
2016-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,245522.88,0.24,0.0,,0.0,,0.0,28.96
2016-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,240859.98,0.25,0.0,,0.0,,0.0,28.41
2016-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,239800.23,0.24,0.0,,0.0,,0.0,28.285
2016-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236281.86,0.24,0.0,,0.0,,0.0,27.87
2016-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236960.1,0.24,0.0,,0.0,,0.0,27.95
2016-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,239121.99,0.24,0.0,,0.0,,0.0,28.205
2016-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238019.85,0.24,0.0,,0.0,,0.0,28.075
2016-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236536.2,0.24,0.0,,0.0,,0.0,27.9
2016-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238358.97,0.24,0.0,,0.0,,0.0,28.115
2016-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,237002.49,0.24,0.0,,0.0,,0.0,27.955
2016-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,238104.63,0.24,0.0,,0.0,,0.0,28.085
2016-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236790.54,0.24,0.0,,0.0,,0.0,27.93
2016-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,235815.57,0.24,0.0,,0.0,,0.0,27.815
2016-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236705.76,0.24,0.0,,0.0,,0.0,27.92
2016-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236069.91,0.24,0.0,,0.0,,0.0,27.845
2016-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,235603.62,0.24,0.0,,0.0,,0.0,27.79
2016-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,237680.73,0.24,0.0,,0.0,,0.0,28.035
2016-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,235179.72,0.24,0.0,,0.0,,0.0,27.74
2016-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,233950.41,0.24,0.0,,0.0,,0.0,27.595
2016-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,234882.99,0.23,0.0,,0.0,,0.0,27.705
2016-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,236451.42,0.23,0.0,,0.0,,0.0,27.89
2016-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,234077.58,0.23,0.0,,0.0,,0.0,27.61
2016-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,230983.11,0.23,0.0,,0.0,,0.0,27.245
2016-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,227803.86,0.23,0.0,,0.0,,0.0,26.87
2016-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,8478.0,225938.7,0.23,0.0,,0.0,,0.0,26.65
2016-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,272477.68,0.28,0.0,,0.0,,0.0,26.485
2016-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,272632.0,0.27,0.0,,0.0,,0.0,26.5
2016-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,270111.44,0.27,0.0,,0.0,,0.0,26.255
2016-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,272066.16,0.27,0.0,,0.0,,0.0,26.445
2016-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,269236.96,0.28,0.0,,0.0,,0.0,26.17
2016-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,268465.36,0.27,0.0,,0.0,,0.0,26.095
2016-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,268928.32,0.27,0.0,,0.0,,0.0,26.14
2016-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267385.12,0.27,0.0,,0.0,,0.0,25.99
2016-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267950.96,0.27,0.0,,0.0,,0.0,26.045
2016-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,268002.4,0.27,0.0,,0.0,,0.0,26.05
2016-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267693.76,0.27,0.0,,0.0,,0.0,26.02
2016-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267693.76,0.27,0.0,,0.0,,0.0,
2016-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267127.92,0.27,0.0,,0.0,,0.0,25.965
2016-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267127.92,0.27,0.0,,0.0,,0.0,25.965
2016-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267590.88,0.27,0.0,,0.0,,0.0,26.01
2016-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,266253.44,0.27,0.0,,0.0,,0.0,25.88
2017-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265121.76,0.27,0.0,,0.0,,0.0,25.77
2017-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264144.4,0.27,0.0,,0.0,,0.0,25.675
2017-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264298.72,0.26,0.0,,0.0,,0.0,25.69
2017-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264092.96,0.26,0.0,,0.0,,0.0,25.67
2017-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263681.44,0.27,0.0,,0.0,,0.0,25.63
2017-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264813.12,0.26,0.0,,0.0,,0.0,25.74
2017-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264710.24,0.26,0.0,,0.0,,0.0,25.73
2017-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264607.36,0.27,0.0,,0.0,,0.0,25.72
2017-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265996.24,0.26,0.0,,0.0,,0.0,25.855
2017-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,262755.52,0.27,0.0,,0.0,,0.0,25.54
2017-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264967.44,0.26,0.0,,0.0,,0.0,25.755
2017-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265996.24,0.26,0.0,,0.0,,0.0,25.855
2017-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,266510.64,0.27,0.0,,0.0,,0.0,25.905
2017-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267127.92,0.27,0.0,,0.0,,0.0,25.965
2017-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,266664.96,0.27,0.0,,0.0,,0.0,25.92
2017-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,268208.16,0.27,0.0,,0.0,,0.0,26.07
2017-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267642.32,0.27,0.0,,0.0,,0.0,26.015
2017-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265018.88,0.27,0.0,,0.0,,0.0,25.76
2017-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265533.28,0.27,0.0,,0.0,,0.0,25.81
2017-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267076.48,0.27,0.0,,0.0,,0.0,25.96
2017-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,270111.44,0.27,0.0,,0.0,,0.0,26.255
2017-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,271963.28,0.27,0.0,,0.0,,0.0,26.435
2017-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,269494.16,0.27,0.0,,0.0,,0.0,26.195
2017-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,269391.28,0.27,0.0,,0.0,,0.0,26.185
2017-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267590.88,0.27,0.0,,0.0,,0.0,26.01
2017-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,270265.76,0.27,0.0,,0.0,,0.0,26.27
2017-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,271603.2,0.27,0.0,,0.0,,0.0,26.4
2017-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,270831.6,0.27,0.0,,0.0,,0.0,26.325
2017-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267282.24,0.27,0.0,,0.0,,0.0,25.98
2017-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,267230.8,0.27,0.0,,0.0,,0.0,25.975
2017-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,264041.52,0.27,0.0,,0.0,,0.0,25.665
2017-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263475.68,0.27,0.0,,0.0,,0.0,25.61
2017-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,261983.92,0.26,0.0,,0.0,,0.0,25.465
2017-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263475.68,0.26,0.0,,0.0,,0.0,25.61
2017-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265121.76,0.26,0.0,,0.0,,0.0,25.77
2017-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265121.76,0.27,0.0,,0.0,,0.0,25.77
2017-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263887.2,0.27,0.0,,0.0,,0.0,25.65
2017-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263321.36,0.26,0.0,,0.0,,0.0,25.595
2017-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,263630.0,0.26,0.0,,0.0,,0.0,25.625
2017-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265996.24,0.26,0.0,,0.0,,0.0,25.855
2017-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265996.24,0.27,0.0,,0.0,,0.0,25.855
2017-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,265276.08,0.27,0.0,,0.0,,0.0,25.785
2017-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,259772.0,0.27,0.0,,0.0,,0.0,25.25
2017-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,259617.68,0.26,0.0,,0.0,,0.0,25.235
2017-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,257817.28,0.26,0.0,,0.0,,0.0,25.06
2017-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,259154.72,0.26,0.0,,0.0,,0.0,25.19
2017-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,259926.32,0.26,0.0,,0.0,,0.0,25.265
2017-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,259669.12,0.26,0.0,,0.0,,0.0,25.24
2017-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,258486.0,0.26,0.0,,0.0,,0.0,25.125
2017-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,257920.16,0.26,0.0,,0.0,,0.0,25.07
2017-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,10288.0,257560.08,0.26,0.0,,0.0,,0.0,25.035
