,DKUPL FP Equity_DX_SI_QTY,DKUPL FP Equity_DX_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DKUPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DKUPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DKUPL FP Equity_DX_SI_MV,DKUPL FP Equity_DX_DSS,DKUPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DKUPL FP Equity_DX_SUPPLY_SI_QTY,DKUPL FP Equity_DX_BROKER_SI_QTY,DKUPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_x,DKUPL FP Equity_DX_BROKER_SI_MV_INC_x,DKUPL FP Equity_DX_BROKER_SI_QTY_ADD,DKUPL FP Equity_DX_SUPPLY_SI_MV_DEC,DKUPL FP Equity_DX_BROKER_SI_QTY_INC,DKUPL FP Equity_DX_SUPPLY_SI_QTY_DEC,DKUPL FP Equity_DX_BROKER_SI_MV_INC_y,DKUPL FP Equity_DX_SUPPLY_SI_QTY_INC_y,DKUPL FP Equity_DX_BROKER_SI_MV_ADD,DKUPL FP Equity_DX_SUPPLY_SI_QTY_ADD,DKUPL FP Equity_DX_BROKER_SI_QTY_DEC,DKUPL FP Equity_DX_SUPPLY_SI_MV,DKUPL FP Equity_DX_BROKER_SI_MV_DEC,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_UTILIZATION_QUANTITY,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DKUPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DKUPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DKUPL FP Equity_DX_ACTIVE_UTILIZATION_MV,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DKUPL FP Equity_DX_BROKER_SI_CON_RATIO,DKUPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DKUPL FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-12-07,3782.0,107030.6,0.36,3.0,0.09,0.11,0.0,67665.3,1391.0,2391.0,39365.3,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,788211.6,0.82,4.72,26.25,0.2528,27.03,0.1224
2022-12-08,3782.0,108165.2,0.36,3.16,0.09,0.11,0.0,68382.6,1391.0,2391.0,39782.6,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,796567.2,0.82,4.71,26.17,0.2527,27.08,0.1224
2022-12-09,3782.0,109299.8,0.36,3.05,0.09,0.11,0.0,69099.9,1391.0,2391.0,40199.9,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,804922.8,0.82,4.72,26.22,0.2526,26.94,0.1224
2022-12-12,3782.0,109299.8,0.36,2.93,0.09,0.11,0.0,69099.9,1391.0,2391.0,40199.9,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,804922.8,0.82,4.73,26.32,0.2526,26.79,0.1224
2022-12-13,3782.0,109678.0,0.36,2.74,0.09,0.11,0.0,69339.0,1391.0,2391.0,40339.0,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,807708.0,0.82,4.74,26.32,0.2526,26.75,0.1224
2022-12-14,3782.0,108921.6,0.36,2.66,0.09,0.11,0.0,68860.8,1391.0,2391.0,40060.8,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,802137.6,0.82,4.74,26.36,0.2527,26.73,0.1224
2022-12-15,3782.0,111947.2,0.36,2.63,0.09,0.11,0.0,70773.6,1391.0,2391.0,41173.6,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,824419.2,0.81,4.75,26.33,0.2523,26.47,0.1224
2022-12-16,3782.0,110812.6,0.36,2.5,0.09,0.11,0.0,70056.3,1391.0,2391.0,40756.3,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,816063.6,0.82,4.76,26.47,0.2526,26.47,0.1224
2022-12-19,3782.0,109678.0,0.36,2.56,0.09,0.11,0.0,69339.0,1391.0,2391.0,40339.0,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,807708.0,0.82,4.75,26.41,0.2526,26.64,0.1224
2022-12-20,3782.0,111569.0,0.36,2.63,0.09,0.11,0.0,70534.5,1391.0,2391.0,41034.5,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,821634.0,0.82,4.73,26.25,0.2525,26.79,0.1224
2022-12-21,3782.0,110434.4,0.36,2.59,0.09,0.11,0.0,69817.2,1391.0,2391.0,40617.2,,,,,,,,,,,,0.04,,4.76,4.5,27852.0,813278.4,0.82,4.76,26.49,0.2526,26.49,0.1224
2022-12-22,6282.0,187203.6,0.61,4.3,0.15,0.18,0.0,145751.8,3891.0,4891.0,115951.8,2500.0,,2500.0,,,,,2500.0,0.07,,,0.11,,12.26,11.65,27852.0,829989.6,0.82,12.22,15.96,0.2494,39.72,0.1881
2022-12-23,6282.0,187831.8,0.61,4.28,0.15,0.19,0.0,146240.9,3891.0,4891.0,116340.9,,,,,,,,,,,,0.12,,12.26,11.65,27852.0,832774.8,0.82,12.4,15.96,0.2503,39.9,0.1881
2022-12-26,6282.0,187831.8,0.61,4.18,0.15,0.19,0.0,146240.9,3891.0,4891.0,116340.9,,,,,,,,,,,,0.12,,12.26,11.65,27852.0,832774.8,0.82,12.4,15.98,0.2506,39.94,0.1881
2022-12-27,6282.0,188460.0,0.61,4.18,0.15,0.19,0.0,146730.0,3891.0,4891.0,116730.0,,,,,,,,,,,,0.12,,12.26,11.65,27852.0,835560.0,0.81,12.46,15.98,0.2506,39.94,0.1881
2022-12-28,6265.0,186070.5,0.6,4.15,0.15,0.19,0.0,144757.8,3891.0,4874.0,115562.7,,,,,,,,,,,17.0,0.12,0.0,12.26,11.65,27852.0,827204.4,0.81,12.47,16.04,0.2515,40.09,0.1876
2022-12-29,6248.0,188689.6,0.6,4.12,0.15,0.19,0.0,147194.8,3874.0,4874.0,116994.8,,,,0.0,,17.0,,,,,,0.12,,12.43,11.8,27303.0,824550.6,0.81,12.43,15.99,0.251,39.97,0.1903
2022-12-30,6248.0,187440.0,0.6,4.18,0.15,0.19,0.0,146220.0,3874.0,4874.0,116220.0,,,,,,,,,,,,0.12,,12.86,12.19,26252.0,787560.0,0.79,12.86,16.01,0.2514,40.03,0.1966
2023-01-02,6248.0,184316.0,0.6,4.11,0.15,0.19,0.0,143783.0,3874.0,4874.0,114283.0,,,,,,,,,,,,0.12,,100.0,12.29,0.0,0.0,0.0,100.0,16.02,0.2515,40.05,0.1983
2023-01-03,6248.0,180567.2,0.6,4.22,0.15,0.18,0.0,140858.6,3874.0,4874.0,111958.6,,,,,,,,,,,,0.11,,100.0,18.0,0.0,0.0,0.0,100.0,16.02,0.2516,40.06,0.2903
2023-01-04,6248.0,186190.4,0.6,3.68,0.15,0.18,0.0,145245.2,3874.0,4874.0,115445.2,,,,,,,,,,,,0.11,,100.0,18.0,0.0,0.0,0.0,100.0,15.98,0.2508,39.94,0.2903
2023-01-05,6248.0,191188.8,0.6,3.66,0.15,0.19,0.0,149144.4,3874.0,4874.0,118544.4,,,,,,,,,,,,0.11,,100.0,18.0,0.0,0.0,0.0,100.0,16.07,0.2519,40.17,0.2903
2023-01-06,6248.0,191188.8,0.6,3.63,0.15,0.19,0.0,149144.4,3874.0,4874.0,118544.4,,,,,,,,,,,,0.12,,100.0,18.0,0.0,0.0,0.0,100.0,16.01,0.2513,40.01,0.2903
2023-01-09,5248.0,157964.8,0.51,3.11,0.13,0.16,0.0,116607.4,3874.0,3874.0,116607.4,,,,,,,,,,,1000.0,0.12,0.03,100.0,18.0,0.0,0.0,0.0,100.0,19.08,0.3203,47.69,0.2439
2023-01-10,3248.0,98739.2,0.31,2.08,0.08,0.1,0.0,87369.6,2874.0,2874.0,87369.6,,,,0.03,,1000.0,,,,,1000.0,0.09,0.03,100.0,13.35,0.0,0.0,0.0,100.0,23.12,0.6445,76.88,0.1509
2023-01-11,3248.0,98414.4,0.31,2.47,0.08,0.1,0.0,87082.2,2874.0,2874.0,87082.2,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.06,0.6452,76.94,0.1509
2023-01-12,3248.0,98089.6,0.31,2.65,0.08,0.1,0.0,86794.8,2874.0,2874.0,86794.8,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.0,0.6458,77.0,0.1509
2023-01-13,3248.0,99064.0,0.31,2.83,0.08,0.1,0.0,87657.0,2874.0,2874.0,87657.0,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.12,0.6445,76.88,0.1509
2023-01-16,3248.0,99064.0,0.31,2.84,0.08,0.1,0.0,87657.0,2874.0,2874.0,87657.0,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.03,0.6455,76.97,0.1509
2023-01-17,3248.0,97115.2,0.31,2.83,0.08,0.1,0.0,85932.6,2874.0,2874.0,85932.6,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,22.85,0.6474,77.15,0.1509
2023-01-18,3248.0,96790.4,0.31,2.45,0.08,0.1,0.0,85645.2,2874.0,2874.0,85645.2,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.06,0.6452,76.94,0.1509
2023-01-19,3248.0,96140.8,0.31,2.48,0.08,0.1,0.0,85070.4,2874.0,2874.0,85070.4,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,22.97,0.6461,77.03,0.1509
2023-01-20,3248.0,96790.4,0.31,2.47,0.08,0.1,0.0,85645.2,2874.0,2874.0,85645.2,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.09,0.6448,76.91,0.1509
2023-01-23,3248.0,97440.0,0.31,2.39,0.08,0.1,0.0,86220.0,2874.0,2874.0,86220.0,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,22.97,0.6461,77.03,0.1509
2023-01-24,3248.0,96465.6,0.31,2.45,0.08,0.1,0.0,85357.8,2874.0,2874.0,85357.8,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,22.94,0.6464,77.06,0.1509
2023-01-25,3248.0,96790.4,0.31,2.56,0.08,0.1,0.0,85645.2,2874.0,2874.0,85645.2,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.0,0.6458,77.0,0.1509
2023-01-26,3248.0,96465.6,0.31,2.65,0.08,0.1,0.0,85357.8,2874.0,2874.0,85357.8,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.06,0.6452,76.94,0.1509
2023-01-27,3248.0,96465.6,0.31,2.64,0.08,0.1,0.0,85357.8,2874.0,2874.0,85357.8,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,23.03,0.6455,76.97,0.1509
2023-01-30,3248.0,95166.4,0.31,2.89,0.08,0.1,0.0,84208.2,2874.0,2874.0,84208.2,,,,,,,,,,,,0.09,,100.0,13.35,0.0,0.0,0.0,100.0,22.91,0.6468,77.09,0.1509
2023-01-31,3248.0,94516.8,0.31,2.77,0.08,0.1,0.0,83633.4,2874.0,2874.0,83633.4,,,,,,,,,,,,0.08,,100.0,14.26,0.0,0.0,0.0,100.0,22.97,0.6461,77.03,0.1611
2023-02-01,3248.0,92892.8,0.31,2.72,0.08,0.09,0.0,82196.4,2874.0,2874.0,82196.4,,,,,,,,,,,,0.08,,100.0,14.26,0.0,0.0,0.0,100.0,23.18,0.6438,76.82,0.1611
2023-02-02,3248.0,95166.4,0.31,2.76,0.08,0.09,0.0,84208.2,2874.0,2874.0,84208.2,,,,,,,,,,,,0.08,,100.0,14.57,0.0,0.0,0.0,100.0,23.25,0.6432,76.75,0.1647
2023-02-03,3248.0,95166.4,0.31,2.69,0.08,0.1,0.0,84208.2,2874.0,2874.0,84208.2,,,,,,,,,,,,0.08,,100.0,14.57,0.0,0.0,0.0,100.0,23.03,0.6455,76.97,0.1647
2023-02-06,3248.0,94841.6,0.31,2.61,0.08,0.1,0.0,83920.8,2874.0,2874.0,83920.8,,,,,,,,,,,,0.08,,100.0,12.11,0.0,0.0,0.0,100.0,23.0,0.6458,77.0,0.1369
2023-02-07,3248.0,94516.8,0.31,2.56,0.08,0.09,0.0,83633.4,2874.0,2874.0,83633.4,,,,,,,,,,,,0.08,,100.0,12.11,0.0,0.0,0.0,100.0,23.06,0.6452,76.94,0.1369
2023-02-08,3248.0,93867.2,0.31,2.57,0.08,0.09,0.0,83058.6,2874.0,2874.0,83058.6,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,22.97,0.6461,77.03,0.1583
2023-02-09,3248.0,95166.4,0.31,2.43,0.08,0.09,0.0,84208.2,2874.0,2874.0,84208.2,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,23.15,0.6442,76.85,0.1583
2023-02-10,3248.0,94192.0,0.31,2.41,0.08,0.09,0.0,83346.0,2874.0,2874.0,83346.0,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,23.12,0.6445,76.88,0.1583
2023-02-13,3248.0,93867.2,0.31,2.48,0.08,0.09,0.0,83058.6,2874.0,2874.0,83058.6,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,23.0,0.6458,77.0,0.1583
2023-02-14,3248.0,92892.8,0.31,2.45,0.08,0.09,0.0,82196.4,2874.0,2874.0,82196.4,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,22.94,0.6465,77.06,0.1583
2023-02-15,3248.0,93542.4,0.31,3.3,0.08,0.09,0.0,82771.2,2874.0,2874.0,82771.2,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,22.97,0.6461,77.03,0.1583
2023-02-16,3248.0,93542.4,0.31,3.26,0.08,0.09,0.0,82771.2,2874.0,2874.0,82771.2,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,23.03,0.6455,76.97,0.1583
2023-02-17,3248.0,94841.6,0.31,3.35,0.08,0.09,0.0,83920.8,2874.0,2874.0,83920.8,,,,,,,,,,,,0.08,,100.0,14.01,0.0,0.0,0.0,100.0,23.15,0.6442,76.85,0.1583
2023-02-20,3248.0,95491.2,0.31,3.34,0.08,0.09,0.0,84495.6,2874.0,2874.0,84495.6,,,,,,,,,,,,0.08,,100.0,14.96,0.0,0.0,0.0,100.0,23.09,0.6448,76.91,0.1691
2023-02-21,748.0,21916.4,0.07,0.73,0.02,0.02,0.0,10958.2,374.0,374.0,10958.2,,,,0.07,,2500.0,,,,,2500.0,0.01,0.07,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-02-22,748.0,21841.6,0.07,0.73,0.02,0.02,0.0,10920.8,374.0,374.0,10920.8,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-02-23,748.0,21916.4,0.07,0.73,0.02,0.02,0.0,10958.2,374.0,374.0,10958.2,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-02-24,748.0,21841.6,0.07,0.73,0.02,0.02,0.0,10920.8,374.0,374.0,10920.8,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-02-27,748.0,21692.0,0.07,0.72,0.02,0.02,0.0,10846.0,374.0,374.0,10846.0,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-02-28,748.0,21692.0,0.07,0.64,0.02,0.02,0.0,10846.0,374.0,374.0,10846.0,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-03-01,748.0,21542.4,0.07,0.73,0.02,0.02,0.0,10771.2,374.0,374.0,10771.2,,,,,,,,,,,,0.01,,100.0,2.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0448
2023-03-02,2748.0,79142.4,0.27,2.72,0.07,0.08,0.0,39571.2,1374.0,1374.0,39571.2,1000.0,,1000.0,,,,,1000.0,0.03,,,0.04,,100.0,7.76,0.0,0.0,0.0,100.0,27.22,0.6038,72.78,0.1552
2023-03-03,2748.0,78867.6,0.27,2.65,0.07,0.08,0.0,39433.8,1374.0,1374.0,39433.8,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.19,0.6041,72.81,0.1579
2023-03-06,2748.0,77768.4,0.27,2.86,0.07,0.08,0.0,38884.2,1374.0,1374.0,38884.2,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.08,0.6051,72.92,0.1579
2023-03-07,2748.0,78592.8,0.27,2.74,0.07,0.08,0.0,39296.4,1374.0,1374.0,39296.4,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.19,0.6041,72.81,0.1579
2023-03-08,2748.0,79417.2,0.27,2.77,0.07,0.08,0.0,39708.6,1374.0,1374.0,39708.6,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.32,0.6028,72.68,0.1579
2023-03-09,2748.0,78043.2,0.27,2.7,0.07,0.08,0.0,39021.6,1374.0,1374.0,39021.6,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.05,0.6054,72.95,0.1579
2023-03-10,2748.0,77493.6,0.27,2.74,0.07,0.08,0.0,38746.8,1374.0,1374.0,38746.8,,,,,,,,,,,,0.04,,100.0,7.9,0.0,0.0,0.0,100.0,27.15,0.6044,72.85,0.1579
2023-03-13,2748.0,76944.0,0.27,2.73,0.07,0.08,0.0,38472.0,1374.0,1374.0,38472.0,,,,,,,,,,,,0.04,,100.0,8.06,0.0,0.0,0.0,100.0,27.15,0.6044,72.85,0.1612
2023-03-14,5414.0,150509.2,0.52,5.05,0.13,0.15,0.0,75254.6,2707.0,2707.0,75254.6,,,1333.0,,,,,,0.04,1333.0,,0.08,,100.0,14.73,0.0,0.0,0.0,100.0,36.9,0.3986,49.35,0.2945
2023-03-15,4414.0,121826.4,0.43,4.17,0.11,0.12,0.0,74713.2,1707.0,2707.0,47113.2,,,,0.03,,1000.0,,,,,,0.05,,100.0,10.01,0.0,0.0,0.0,100.0,22.58,0.4465,60.6,0.2589
2023-03-16,4414.0,121826.4,0.43,4.17,0.11,0.12,0.0,74713.2,1707.0,2707.0,47113.2,,,,,,,,,,,,0.05,,100.0,10.01,0.0,0.0,0.0,100.0,22.7,0.4442,60.31,0.2589
2023-03-17,4396.0,119131.6,0.42,4.3,0.11,0.12,0.0,73115.8,1698.0,2698.0,46015.8,,,,0.0,,9.0,,,,,9.0,0.05,0.0,100.0,9.96,0.0,0.0,0.0,100.0,22.81,0.444,60.28,0.2578
2023-03-20,2748.0,71997.6,0.27,2.8,0.07,0.07,0.0,35998.8,1374.0,1374.0,35998.8,1000.0,,,0.04,,1324.0,,1000.0,,,1324.0,0.04,0.04,100.0,8.06,0.0,0.0,0.0,100.0,26.89,0.6068,73.11,0.1612
2023-03-21,748.0,19971.6,0.07,0.81,0.02,0.02,0.0,9985.8,374.0,374.0,9985.8,,,,0.03,,1000.0,,,,,1000.0,0.01,0.03,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-22,748.0,19822.0,0.07,0.81,0.02,0.02,0.0,9911.0,374.0,374.0,9911.0,,,,,,,,,,,,0.01,,100.0,2.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0589
2023-03-23,748.0,19223.6,0.07,0.89,0.02,0.02,0.0,9611.8,374.0,374.0,9611.8,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-24,748.0,19074.0,0.07,0.86,0.02,0.02,0.0,9537.0,374.0,374.0,9537.0,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-27,748.0,18774.8,0.07,0.86,0.02,0.02,0.0,9387.4,374.0,374.0,9387.4,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-28,748.0,18924.4,0.07,0.88,0.02,0.02,0.0,9462.2,374.0,374.0,9462.2,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-29,748.0,18924.4,0.07,0.88,0.02,0.02,0.0,9462.2,374.0,374.0,9462.2,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-30,748.0,19822.0,0.07,0.89,0.02,0.02,0.0,9911.0,374.0,374.0,9911.0,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-03-31,748.0,20495.2,0.07,0.87,0.02,0.02,0.0,10247.6,374.0,374.0,10247.6,,,,,,,,,,,,0.01,,100.0,2.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0466
2023-04-03,748.0,20196.0,0.07,0.87,0.02,0.02,0.0,10098.0,374.0,374.0,10098.0,,,,,,,,,,,,0.01,,100.0,6.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.1394
2023-04-04,748.0,19822.0,0.07,0.86,0.02,0.02,0.0,9911.0,374.0,374.0,9911.0,,,,,,,,,,,,0.01,,100.0,6.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.1394
2023-04-05,748.0,18999.2,0.07,0.83,0.02,0.02,0.0,9499.6,374.0,374.0,9499.6,,,,,,,,,,,,0.01,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.1408
2023-04-06,748.0,18774.8,0.07,0.8,0.02,0.02,0.0,9387.4,374.0,374.0,9387.4,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-07,748.0,18774.8,0.07,0.71,0.02,0.02,0.0,9387.4,374.0,374.0,9387.4,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-10,748.0,18774.8,0.07,0.71,0.02,0.02,0.0,9387.4,374.0,374.0,9387.4,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-11,748.0,18700.0,0.07,0.71,0.02,0.02,0.0,9350.0,374.0,374.0,9350.0,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-12,748.0,18849.6,0.07,0.71,0.02,0.02,0.0,9424.8,374.0,374.0,9424.8,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-13,748.0,18700.0,0.07,0.82,0.02,0.02,0.0,9350.0,374.0,374.0,9350.0,,,,,,,,,,,,0.01,,100.0,7.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1506
2023-04-14,748.0,18700.0,0.07,0.83,0.02,0.02,0.0,9350.0,374.0,374.0,9350.0,,,,,,,,,,,,0.01,,100.0,8.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1611
2023-04-17,748.0,19148.8,0.07,0.83,0.02,0.02,0.0,9574.4,374.0,374.0,9574.4,,,,,,,,,,,,0.01,,100.0,8.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.1625
2023-04-18,748.0,19597.6,0.07,0.85,0.02,0.02,0.0,9798.8,374.0,374.0,9798.8,,,,,,,,,,,,0.01,,100.0,8.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1638
2023-04-19,748.0,19896.8,0.07,0.83,0.02,0.02,0.0,9948.4,374.0,374.0,9948.4,,,,,,,,,,,,0.01,,100.0,8.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.1638
2023-04-20,768.0,20044.8,0.07,0.9,0.02,0.02,0.0,10022.4,384.0,384.0,10022.4,10.0,,10.0,,,,,10.0,0.0,,,0.01,,100.0,8.36,0.0,0.0,0.0,100.0,2.63,0.9488,97.37,0.1672
2023-04-21,834.0,21767.4,0.08,0.83,0.02,0.02,0.0,10883.7,417.0,417.0,10883.7,33.0,0.0,,,33.0,,0.0,33.0,,,,0.01,,100.0,9.08,0.0,0.0,0.0,100.0,10.31,0.815,89.69,0.1816
2023-04-24,834.0,21433.8,0.08,0.85,0.02,0.02,0.0,10716.9,417.0,417.0,10716.9,,,,,,,,,,,,0.01,,100.0,9.72,0.0,0.0,0.0,100.0,10.38,0.8139,89.62,0.1943
2023-04-25,834.0,21433.8,0.08,0.82,0.02,0.02,0.0,10716.9,417.0,417.0,10716.9,,,,,,,,,,,,0.01,,100.0,9.91,0.0,0.0,0.0,100.0,10.31,0.815,89.69,0.1981
2023-04-26,834.0,21267.0,0.08,0.82,0.02,0.02,0.0,10633.5,417.0,417.0,10633.5,,,,,,,,,,,,0.01,,100.0,9.49,0.0,0.0,0.0,100.0,10.35,0.8145,89.65,0.1899
2023-04-27,834.0,21100.2,0.08,0.8,0.02,0.02,0.0,10550.1,417.0,417.0,10550.1,,,,,,,,,,,,0.01,,100.0,9.72,0.0,0.0,0.0,100.0,10.35,0.8145,89.65,0.1943
2023-04-28,814.0,21245.4,0.08,0.78,0.02,0.02,0.0,10622.7,407.0,407.0,10622.7,,,,0.0,,10.0,,,,,10.0,0.01,0.0,100.0,9.48,0.0,0.0,0.0,100.0,7.99,0.8529,92.01,0.1897
2023-05-01,814.0,21245.4,0.08,0.77,0.02,0.02,0.0,10622.7,407.0,407.0,10622.7,,,,,,,,,,,,0.01,,100.0,9.69,0.0,0.0,0.0,100.0,7.99,0.8529,92.01,0.1939
2023-05-02,748.0,19747.2,0.07,0.71,0.02,0.02,0.0,9873.6,374.0,374.0,9873.6,,,,0.0,,33.0,,,,,33.0,0.01,0.0,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.1795
2023-05-03,748.0,19448.0,0.07,0.68,0.02,0.02,0.0,9724.0,374.0,374.0,9724.0,,,,,,,,,,,,0.01,,100.0,8.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.1795
2023-05-04,800.0,21120.0,0.08,0.62,0.02,0.02,0.0,10560.0,400.0,400.0,10560.0,26.0,,26.0,,,,,26.0,0.0,,,0.01,,100.0,9.54,0.0,0.0,0.0,100.0,6.45,0.8793,93.55,0.1908
2023-05-05,1060.0,27984.0,0.1,0.83,0.03,0.03,0.0,13992.0,530.0,530.0,13992.0,130.0,0.0,,,130.0,,0.0,130.0,,,,0.01,,100.0,12.36,0.0,0.0,0.0,100.0,29.43,0.5846,70.57,0.2471
2023-05-08,1060.0,27878.0,0.1,0.83,0.03,0.03,0.0,13939.0,530.0,530.0,13939.0,,,,,,,,,,,,0.01,,100.0,13.91,0.0,0.0,0.0,100.0,29.47,0.5843,70.53,0.2781
2023-05-09,1060.0,28090.0,0.1,0.81,0.03,0.03,0.0,14045.0,530.0,530.0,14045.0,,,,,,,,,,,,0.01,,100.0,13.91,0.0,0.0,0.0,100.0,29.36,0.5852,70.64,0.2781
2023-05-10,1060.0,28514.0,0.1,0.81,0.03,0.03,0.0,14257.0,530.0,530.0,14257.0,,,,,,,,,,,,0.01,,100.0,13.91,0.0,0.0,0.0,100.0,29.28,0.5859,70.72,0.2781
2023-05-11,1080.0,29700.0,0.1,0.82,0.03,0.03,0.0,14850.0,540.0,540.0,14850.0,10.0,0.0,,,10.0,,0.0,10.0,,,,0.01,,100.0,14.13,0.0,0.0,0.0,100.0,30.51,0.576,69.49,0.2826
