,ALTHO FP Equity_DX_SI_QTY,ALTHO FP Equity_DX_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHO FP Equity_DX_SI_MV,ALTHO FP Equity_DX_DSS,ALTHO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY,ALTHO FP Equity_DX_BROKER_SI_QTY,ALTHO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHO FP Equity_DX_BROKER_SI_MV_INC_x,ALTHO FP Equity_DX_SUPPLY_SI_MV_NEW,ALTHO FP Equity_DX_BROKER_SI_QTY_ADD,ALTHO FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHO FP Equity_DX_BROKER_SI_QTY_INC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTHO FP Equity_DX_BROKER_SI_MV_INC_y,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHO FP Equity_DX_BROKER_SI_MV_ADD,ALTHO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHO FP Equity_DX_BROKER_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV,ALTHO FP Equity_DX_BROKER_SI_MV_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV_RMV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHO FP Equity_DX_BROKER_SI_CON_RATIO,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTHO FP Equity_PX_LAST
2023-05-01,14400.0,21816.0,0.16,1.0,0.16,0.02,0.0,10908.0,7200.0,7200.0,10908.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.54,0.8114,89.46,0.9114,
2023-05-02,14400.0,21816.0,0.16,1.0,0.16,0.02,0.0,10908.0,7200.0,7200.0,10908.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,1.515
2023-05-03,14400.0,11952.0,0.16,1.01,0.16,0.02,0.0,5976.0,7200.0,7200.0,5976.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,13.5,0.7664,86.5,0.9114,0.83
2023-05-04,14400.0,10137.6,0.16,0.72,0.16,0.01,0.0,5068.8,7200.0,7200.0,5068.8,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.58,0.7952,88.42,0.9114,0.704
2023-05-05,14400.0,9907.2,0.16,0.61,0.16,0.01,0.0,4953.6,7200.0,7200.0,4953.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.84,0.8067,89.16,0.9114,0.688
2023-05-08,14400.0,10771.2,0.16,0.51,0.16,0.01,0.0,5385.6,7200.0,7200.0,5385.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.37,0.8142,89.63,0.9114,0.748
2023-05-09,14400.0,10080.0,0.16,0.49,0.16,0.01,0.0,5040.0,7200.0,7200.0,5040.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.1,0.8027,88.9,0.9114,0.7
2023-05-10,14400.0,10224.0,0.16,0.48,0.16,0.01,0.0,5112.0,7200.0,7200.0,5112.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.7,0.8089,89.3,0.9114,0.71
2023-05-11,14400.0,10656.0,0.16,0.48,0.16,0.01,0.0,5328.0,7200.0,7200.0,5328.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.57,0.8109,89.43,0.9114,0.74
2023-05-12,14400.0,11030.4,0.16,0.47,0.16,0.01,0.0,5515.2,7200.0,7200.0,5515.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.58,0.8108,89.42,0.9114,0.766
2023-05-15,14400.0,10742.4,0.16,0.49,0.16,0.01,0.0,5371.2,7200.0,7200.0,5371.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.9,0.8058,89.1,0.9114,0.746
2023-05-16,14400.0,11664.0,0.16,0.48,0.16,0.01,0.0,5832.0,7200.0,7200.0,5832.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.4,0.8137,89.6,0.9114,0.81
2023-05-17,14400.0,16992.0,0.16,0.47,0.16,0.01,0.0,8496.0,7200.0,7200.0,8496.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,8.95,0.8371,91.05,0.9114,1.18
2023-05-18,14400.0,20448.0,0.16,0.39,0.16,0.02,0.0,10224.0,7200.0,7200.0,10224.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,9.87,0.822,90.13,0.9114,1.42
2023-05-19,14400.0,18072.0,0.16,0.35,0.16,0.02,0.0,9036.0,7200.0,7200.0,9036.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.38,0.7983,88.62,0.9114,1.255
2023-05-22,14400.0,16128.0,0.16,0.34,0.16,0.02,0.0,8064.0,7200.0,7200.0,8064.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.29,0.7996,88.71,0.9114,1.12
2023-05-23,14400.0,16488.0,0.16,0.34,0.16,0.02,0.0,8244.0,7200.0,7200.0,8244.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.64,0.8098,89.36,0.9114,1.145
2023-05-24,14400.0,14976.0,0.16,0.33,0.16,0.02,0.0,7488.0,7200.0,7200.0,7488.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.25,0.8003,88.75,0.9114,1.04
2023-05-25,14400.0,17208.0,0.16,0.33,0.16,0.02,0.0,8604.0,7200.0,7200.0,8604.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.08,0.8188,89.92,0.9114,1.195
2023-05-26,14400.0,19512.0,0.16,0.32,0.16,0.02,0.0,9756.0,7200.0,7200.0,9756.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.16,0.8174,89.84,0.9114,1.355
2023-05-29,14400.0,18288.0,0.16,0.31,0.16,0.02,0.0,9144.0,7200.0,7200.0,9144.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.1,0.8027,88.9,0.9114,1.27
2023-05-30,14400.0,17136.0,0.16,0.3,0.16,0.02,0.0,8568.0,7200.0,7200.0,8568.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.08,0.8029,88.92,0.9114,1.19
2023-05-31,14400.0,17424.0,0.16,0.31,0.16,0.02,0.0,8712.0,7200.0,7200.0,8712.0,1400.0,,,0.0,,,,,1400.0,,,,,,0.01,,0.0,100.0,45.57,0.0,0.0,1400.0,0.0,100.0,10.69,0.8091,89.31,0.9114,1.21
2023-06-01,14400.0,18288.0,0.16,0.32,0.16,0.02,0.0,9144.0,7200.0,7200.0,9144.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.54,0.8115,89.46,0.9114,1.27
2023-06-02,14400.0,21312.0,0.16,0.32,0.16,0.02,0.0,10656.0,7200.0,7200.0,10656.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.03,0.8195,89.97,0.9114,1.48
2023-06-05,14400.0,26280.0,0.16,0.31,0.16,0.02,0.0,13140.0,7200.0,7200.0,13140.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,9.74,0.8242,90.26,0.9114,1.825
2023-06-06,14400.0,25416.0,0.16,0.26,0.16,0.03,0.0,12708.0,7200.0,7200.0,12708.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.93,0.8053,89.07,0.9114,1.765
2023-06-07,14400.0,22752.0,0.16,0.25,0.16,0.02,0.0,11376.0,7200.0,7200.0,11376.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.31,0.7994,88.69,0.9114,1.58
2023-06-08,14400.0,24480.0,0.16,0.25,0.16,0.02,0.0,12240.0,7200.0,7200.0,12240.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.42,0.8134,89.58,0.9114,1.7
2023-06-09,14400.0,23832.0,0.16,0.25,0.16,0.02,0.0,11916.0,7200.0,7200.0,11916.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.88,0.806,89.12,0.9114,1.655
2023-06-12,14400.0,25560.0,0.16,0.25,0.16,0.02,0.0,12780.0,7200.0,7200.0,12780.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.43,0.8131,89.57,0.9114,1.775
2023-06-13,14400.0,25200.0,0.16,0.25,0.16,0.03,0.0,12600.0,7200.0,7200.0,12600.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.85,0.8065,89.15,0.9114,1.75
2023-06-14,14400.0,24192.0,0.16,0.24,0.16,0.02,0.0,12096.0,7200.0,7200.0,12096.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.96,0.8047,89.04,0.9114,1.68
2023-06-15,14400.0,24264.0,0.16,0.27,0.16,0.02,0.0,12132.0,7200.0,7200.0,12132.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.74,0.8083,89.26,0.9114,1.685
2023-06-16,14400.0,22896.0,0.16,0.28,0.16,0.02,0.0,11448.0,7200.0,7200.0,11448.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.06,0.8032,88.94,0.9114,1.59
2023-06-19,14400.0,21168.0,0.16,0.31,0.16,0.02,0.0,10584.0,7200.0,7200.0,10584.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.14,0.802,88.86,0.9114,1.47
2023-06-20,14400.0,25776.0,0.16,0.31,0.16,0.02,0.0,12888.0,7200.0,7200.0,12888.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,9.82,0.823,90.18,0.9114,1.79
2023-06-21,14400.0,26496.0,0.16,0.3,0.16,0.03,0.0,13248.0,7200.0,7200.0,13248.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.64,0.8099,89.36,0.9114,1.84
2023-06-22,14400.0,27432.0,0.16,0.3,0.16,0.03,0.0,13716.0,7200.0,7200.0,13716.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.59,0.8106,89.41,0.9114,1.905
2023-06-23,14400.0,27216.0,0.16,0.3,0.16,0.03,0.0,13608.0,7200.0,7200.0,13608.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,0.9114,1.89
2023-06-26,14400.0,25920.0,0.16,0.29,0.16,0.03,0.0,12960.0,7200.0,7200.0,12960.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.0,0.8042,89.0,0.9114,1.8
2023-06-27,14400.0,22752.0,0.16,0.28,0.16,0.02,0.0,11376.0,7200.0,7200.0,11376.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.39,0.7981,88.61,0.9114,1.58
2023-06-28,14400.0,25632.0,0.16,0.28,0.16,0.02,0.0,12816.0,7200.0,7200.0,12816.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.19,0.8169,89.81,0.9114,1.78
2023-06-29,14400.0,26208.0,0.16,0.32,0.16,0.03,0.0,13104.0,7200.0,7200.0,13104.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.66,0.8095,89.34,0.9114,1.82
2023-06-30,14400.0,22824.0,0.16,0.35,0.16,0.02,0.0,11412.0,7200.0,7200.0,11412.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.41,0.7978,88.59,0.9114,1.585
2023-07-03,14400.0,22896.0,0.16,0.35,0.16,0.02,0.0,11448.0,7200.0,7200.0,11448.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,1.59
2023-07-04,14400.0,22248.0,0.16,0.35,0.16,0.02,0.0,11124.0,7200.0,7200.0,11124.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.75,0.8082,89.25,0.9114,1.545
2023-07-05,14400.0,22464.0,0.16,0.36,0.16,0.02,0.0,11232.0,7200.0,7200.0,11232.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.74,0.8083,89.26,0.9114,1.56
2023-07-06,14400.0,18720.0,0.16,0.33,0.16,0.02,0.0,9360.0,7200.0,7200.0,9360.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.63,0.7944,88.37,0.9114,1.3
2023-07-07,14400.0,20592.0,0.16,0.29,0.16,0.02,0.0,10296.0,7200.0,7200.0,10296.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.31,0.8151,89.69,0.9114,1.43
2023-07-10,14400.0,20520.0,0.16,0.29,0.16,0.02,0.0,10260.0,7200.0,7200.0,10260.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,1.425
2023-07-11,14400.0,19728.0,0.16,0.29,0.16,0.02,0.0,9864.0,7200.0,7200.0,9864.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.97,0.8046,89.03,0.9114,1.37
2023-07-12,14400.0,20520.0,0.16,0.29,0.16,0.02,0.0,10260.0,7200.0,7200.0,10260.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.56,0.8111,89.44,0.9114,1.425
2023-07-13,14400.0,19584.0,0.16,0.28,0.16,0.02,0.0,9792.0,7200.0,7200.0,9792.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.01,0.804,88.99,0.9114,1.36
2023-07-14,14400.0,19728.0,0.16,0.27,0.16,0.02,0.0,9864.0,7200.0,7200.0,9864.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.73,0.8084,89.27,0.9114,1.37
2023-07-17,14400.0,19008.0,0.16,0.28,0.16,0.02,0.0,9504.0,7200.0,7200.0,9504.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.95,0.805,89.05,0.9114,1.32
2023-07-18,14400.0,17496.0,0.16,0.35,0.16,0.02,0.0,8748.0,7200.0,7200.0,8748.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.15,0.8019,88.85,0.9114,1.215
2023-07-19,14400.0,16848.0,0.16,0.36,0.16,0.02,0.0,8424.0,7200.0,7200.0,8424.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.97,0.8047,89.03,0.9114,1.17
2023-07-20,14400.0,17208.0,0.16,0.36,0.16,0.02,0.0,8604.0,7200.0,7200.0,8604.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.65,0.8097,89.35,0.9114,1.195
2023-07-21,14400.0,17136.0,0.16,0.36,0.16,0.02,0.0,8568.0,7200.0,7200.0,8568.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.81,0.8072,89.19,0.9114,1.19
2023-07-24,14400.0,16488.0,0.16,0.37,0.16,0.02,0.0,8244.0,7200.0,7200.0,8244.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.93,0.8052,89.07,0.9114,1.145
2023-07-25,14400.0,17208.0,0.16,0.36,0.16,0.02,0.0,8604.0,7200.0,7200.0,8604.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.56,0.811,89.44,0.9114,1.195
2023-07-26,14400.0,17136.0,0.16,0.35,0.16,0.02,0.0,8568.0,7200.0,7200.0,8568.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.81,0.8072,89.19,0.9114,1.19
2023-07-27,14400.0,16560.0,0.16,0.35,0.16,0.02,0.0,8280.0,7200.0,7200.0,8280.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.93,0.8052,89.07,0.9114,1.15
2023-07-28,14400.0,15696.0,0.16,0.35,0.16,0.02,0.0,7848.0,7200.0,7200.0,7848.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.03,0.8038,88.97,0.9114,1.09
2023-07-31,14400.0,15768.0,0.16,0.35,0.16,0.02,0.0,7884.0,7200.0,7200.0,7884.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.73,0.8085,89.27,0.9114,1.095
2023-08-01,14400.0,15120.0,0.16,0.35,0.16,0.02,0.0,7560.0,7200.0,7200.0,7560.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.99,0.8043,89.01,0.9114,1.05
2023-08-02,14400.0,14688.0,0.16,0.36,0.16,0.01,0.0,7344.0,7200.0,7200.0,7344.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.91,0.8056,89.09,0.9114,1.02
2023-08-03,14400.0,15120.0,0.16,0.38,0.16,0.01,0.0,7560.0,7200.0,7200.0,7560.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.63,0.81,89.37,0.9114,1.05
2023-08-04,14400.0,16344.0,0.16,0.38,0.16,0.02,0.0,8172.0,7200.0,7200.0,8172.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.37,0.8141,89.63,0.9114,1.135
2023-08-07,14400.0,13507.2,0.16,0.29,0.16,0.02,0.0,6753.6,7200.0,7200.0,6753.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.76,0.808,89.24,0.9114,0.938
2023-08-08,14400.0,12355.2,0.16,0.28,0.16,0.01,0.0,6177.6,7200.0,7200.0,6177.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.19,0.8012,88.81,0.9114,0.858
2023-08-09,14400.0,12412.8,0.16,0.27,0.16,0.01,0.0,6206.4,7200.0,7200.0,6206.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,0.862
2023-08-10,14400.0,13190.4,0.16,0.27,0.16,0.01,0.0,6595.2,7200.0,7200.0,6595.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.44,0.8129,89.56,0.9114,0.916
2023-08-11,14400.0,13334.4,0.16,0.27,0.16,0.01,0.0,6667.2,7200.0,7200.0,6667.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.74,0.8082,89.26,0.9114,0.926
2023-08-14,14400.0,12412.8,0.16,0.27,0.16,0.01,0.0,6206.4,7200.0,7200.0,6206.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.14,0.802,88.86,0.9114,0.862
2023-08-15,14400.0,12960.0,0.16,0.27,0.16,0.01,0.0,6480.0,7200.0,7200.0,6480.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.55,0.8113,89.45,0.9114,0.9
2023-08-16,14400.0,12873.6,0.16,0.27,0.16,0.01,0.0,6436.8,7200.0,7200.0,6436.8,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.82,0.807,89.18,0.9114,0.894
2023-08-17,14400.0,12988.8,0.16,0.29,0.16,0.01,0.0,6494.4,7200.0,7200.0,6494.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.72,0.8087,89.28,0.9114,0.902
2023-08-18,14400.0,12326.4,0.16,0.34,0.16,0.01,0.0,6163.2,7200.0,7200.0,6163.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.99,0.8044,89.01,0.9114,0.856
2023-08-21,14400.0,12412.8,0.16,0.36,0.16,0.01,0.0,6206.4,7200.0,7200.0,6206.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,0.862
2023-08-22,14400.0,12643.2,0.16,0.37,0.16,0.01,0.0,6321.6,7200.0,7200.0,6321.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.66,0.8095,89.34,0.9114,0.878
2023-08-23,14400.0,12816.0,0.16,0.38,0.16,0.01,0.0,6408.0,7200.0,7200.0,6408.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.71,0.8087,89.29,0.9114,0.89
2023-08-24,14400.0,12067.2,0.16,0.38,0.16,0.01,0.0,6033.6,7200.0,7200.0,6033.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.05,0.8035,88.95,0.9114,0.838
2023-08-25,14400.0,12067.2,0.16,0.34,0.16,0.01,0.0,6033.6,7200.0,7200.0,6033.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,0.838
2023-08-28,14400.0,11952.0,0.16,0.34,0.16,0.01,0.0,5976.0,7200.0,7200.0,5976.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.83,0.8069,89.17,0.9114,0.83
2023-08-29,14400.0,11347.2,0.16,0.34,0.16,0.01,0.0,5673.6,7200.0,7200.0,5673.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.01,0.8041,88.99,0.9114,0.788
2023-08-30,14400.0,11347.2,0.16,0.35,0.16,0.01,0.0,5673.6,7200.0,7200.0,5673.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.77,0.8078,89.23,0.9114,0.788
2023-08-31,14400.0,11232.0,0.16,0.36,0.16,0.01,0.0,5616.0,7200.0,7200.0,5616.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.83,0.8069,89.17,0.9114,0.78
2023-09-01,14400.0,12528.0,0.14,0.35,0.14,0.01,0.0,6264.0,7200.0,7200.0,6264.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.24,0.8161,89.76,0.9114,0.87
2023-09-04,14400.0,12672.0,0.14,0.31,0.14,0.01,0.0,6336.0,7200.0,7200.0,6336.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.76,0.808,89.24,0.9114,0.88
2023-09-05,14400.0,12816.0,0.14,0.31,0.14,0.01,0.0,6408.0,7200.0,7200.0,6408.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.71,0.8087,89.29,0.9114,0.89
2023-09-06,14400.0,13392.0,0.14,0.32,0.14,0.01,0.0,6696.0,7200.0,7200.0,6696.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.56,0.8111,89.44,0.9114,0.93
2023-09-07,14400.0,12499.2,0.14,0.33,0.14,0.01,0.0,6249.6,7200.0,7200.0,6249.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.09,0.8028,88.91,0.9114,0.868
2023-09-08,14400.0,12384.0,0.14,0.33,0.14,0.01,0.0,6192.0,7200.0,7200.0,6192.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.82,0.8069,89.18,0.9114,0.86
2023-09-11,14400.0,12816.0,0.14,0.34,0.14,0.01,0.0,6408.0,7200.0,7200.0,6408.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.6,0.8104,89.4,0.9114,0.89
2023-09-12,14400.0,12931.2,0.14,0.34,0.14,0.01,0.0,6465.6,7200.0,7200.0,6465.6,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.72,0.8087,89.28,0.9114,0.898
2023-09-13,14400.0,13564.8,0.14,0.34,0.14,0.01,0.0,6782.4,7200.0,7200.0,6782.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.56,0.8111,89.44,0.9114,0.942
2023-09-14,14400.0,15264.0,0.14,0.33,0.14,0.01,0.0,7632.0,7200.0,7200.0,7632.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.19,0.817,89.81,0.9114,1.06
2023-09-15,14400.0,16272.0,0.14,0.32,0.14,0.02,0.0,8136.0,7200.0,7200.0,8136.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.46,0.8127,89.54,0.9114,1.13
2023-09-18,15454.0,16149.43,0.15,0.45,0.15,0.02,0.0,8074.72,7727.0,7727.0,8074.72,,527.0,,,527.0,,,,,,527.0,0.0,,,0.01,,,100.0,47.33,0.0,0.0,,0.0,100.0,10.26,0.6891,82.01,0.9465,1.045
2023-09-19,15454.0,16072.16,0.15,0.47,0.15,0.02,0.0,8036.08,7727.0,7727.0,8036.08,,,,,,,,,,,,,,,0.01,,,100.0,47.33,0.0,0.0,,0.0,100.0,10.0,0.696,82.48,0.9465,1.04
