,LVE FP Equity_DX_SI_QTY,LVE FP Equity_DX_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVE FP Equity_DX_SI_MV,LVE FP Equity_DX_DSS,LVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY,LVE FP Equity_DX_BROKER_SI_QTY,LVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVE FP Equity_DX_BROKER_SI_MV_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVE FP Equity_DX_BROKER_SI_MV_INC_x,LVE FP Equity_DX_SUPPLY_SI_MV_NEW,LVE FP Equity_DX_BROKER_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_NEW,LVE FP Equity_DX_SUPPLY_SI_MV_DEC,LVE FP Equity_DX_BROKER_SI_QTY_INC,LVE FP Equity_DX_SUPPLY_SI_QTY_DEC,LVE FP Equity_DX_BROKER_SI_MV_NEW_y,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LVE FP Equity_DX_BROKER_SI_MV_INC_y,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVE FP Equity_DX_BROKER_SI_MV_ADD,LVE FP Equity_DX_SUPPLY_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_DEC,LVE FP Equity_DX_SUPPLY_SI_MV,LVE FP Equity_DX_BROKER_SI_MV_DEC,LVE FP Equity_DX_SUPPLY_SI_MV_RMV,LVE FP Equity_DX_BROKER_SI_MV_RMV,LVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVE FP Equity_DX_UTILIZATION_QUANTITY,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVE FP Equity_DX_ACTIVE_UTILIZATION_MV,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVE FP Equity_DX_BROKER_SI_CON_RATIO,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVE FP Equity_DX_DEMAND_SUPPLY_RATIO,LVE FP Equity_PX_LAST
2016-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11692.0,201687.0,,0.17,0.0,,0.0,,0.0,17.25
2016-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11692.0,208409.9,,0.17,0.0,,0.0,,0.0,17.825
2016-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11692.0,211975.96,,0.17,0.0,,0.0,,0.0,18.13
2016-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11692.0,210572.92,,0.17,0.0,,0.0,,0.0,18.01
2016-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13992.0,256263.48,,0.17,0.0,,0.0,,0.0,18.315
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,215720.88,,0.18,0.0,,0.0,,0.0,18.14
2016-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,213045.18,,0.17,0.0,,0.0,,0.0,17.915
2016-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,214947.9,,0.17,0.0,,0.0,,0.0,18.075
2016-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,208585.68,,0.17,0.0,,0.0,,0.0,17.54
2016-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,222677.7,,0.17,0.0,,0.0,,0.0,18.725
2016-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,225472.32,,0.18,0.0,,0.0,,0.0,18.96
2016-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,221964.18,,0.18,0.0,,0.0,,0.0,18.665
2016-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,221191.2,,0.18,0.0,,0.0,,0.0,18.6
2016-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,218396.58,,0.18,0.0,,0.0,,0.0,18.365
2016-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,220834.44,,0.18,0.0,,0.0,,0.0,18.57
2016-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,219288.48,,0.18,0.0,,0.0,,0.0,18.44
2016-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,219704.7,,0.18,0.0,,0.0,,0.0,18.475
2016-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,218872.26,,0.18,0.0,,0.0,,0.0,18.405
2016-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,210845.16,,0.17,0.0,,0.0,,0.0,17.73
2016-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,210845.16,,0.17,0.0,,0.0,,0.0,
2016-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,210845.16,,0.17,0.0,,0.0,,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,213223.56,,0.17,0.0,,0.0,,0.0,17.93
2016-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,218396.58,,0.17,0.0,,0.0,,0.0,18.365
2016-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,213520.86,,0.17,0.0,,0.0,,0.0,17.955
2016-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,205909.98,,0.17,0.0,,0.0,,0.0,17.315
2016-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,206742.42,,0.17,0.0,,0.0,,0.0,17.385
2016-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,197347.74,,0.16,0.0,,0.0,,0.0,16.595
2016-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,199488.3,,0.16,0.0,,0.0,,0.0,16.775
2016-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,195028.8,,0.16,0.0,,0.0,,0.0,16.4
2016-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,200201.82,,0.16,0.0,,0.0,,0.0,16.835
2016-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,202223.46,,0.16,0.0,,0.0,,0.0,17.005
2016-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,204601.86,,0.16,0.0,,0.0,,0.0,17.205
2016-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,217861.44,,0.17,0.0,,0.0,,0.0,18.32
2016-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,221310.12,,0.17,0.0,,0.0,,0.0,18.61
2016-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,220120.92,,0.18,0.0,,0.0,,0.0,18.51
2016-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,221845.26,,0.18,0.0,,0.0,,0.0,18.655
2016-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,228802.08,,0.18,0.0,,0.0,,0.0,19.24
2016-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,233083.2,,0.19,0.0,,0.0,,0.0,19.6
2016-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,234985.92,,0.19,0.0,,0.0,,0.0,19.76
2016-04-22,5000.0,97925.0,0.01,0.04,0.1,,97925.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,19.585
2016-04-25,5000.0,96525.0,0.01,0.04,0.1,,96525.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,19.305
2016-04-26,5000.0,97000.0,0.01,0.04,0.1,,97000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,19.4
2016-04-27,5000.0,97550.0,0.01,0.04,0.1,,97550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,19.51
2016-04-28,5000.0,97450.0,0.01,0.04,0.1,,97450.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,19.49
2016-04-29,5000.0,91500.0,0.01,0.04,0.1,,91500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4205,18.3
2016-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.1,,,0.0,0.0,11892.0,219288.48,,0.18,0.0,,0.0,,0.0,18.44
2016-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,211083.0,,0.17,0.0,,0.0,,0.0,17.75
2016-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,205909.98,,0.17,0.0,,0.0,,0.0,17.315
2016-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,206920.8,,0.17,0.0,,0.0,,0.0,17.4
2016-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,207218.1,,0.17,0.0,,0.0,,0.0,17.425
2016-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,209655.96,,0.17,0.0,,0.0,,0.0,17.63
2016-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,213520.86,,0.17,0.0,,0.0,,0.0,17.955
2016-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,210488.4,,0.17,0.0,,0.0,,0.0,17.7
2016-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,207337.02,,0.17,0.0,,0.0,,0.0,17.435
2016-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,210488.4,,0.17,0.0,,0.0,,0.0,17.7
2016-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,209596.5,,0.17,0.0,,0.0,,0.0,17.625
2016-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,208526.22,,0.17,0.0,,0.0,,0.0,17.535
2016-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,211142.46,,0.17,0.0,,0.0,,0.0,17.755
2016-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,206147.82,,0.17,0.0,,0.0,,0.0,17.335
2016-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,211855.98,,0.17,0.0,,0.0,,0.0,17.815
2016-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,208882.98,,0.17,0.0,,0.0,,0.0,17.565
2016-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,219585.78,,0.17,0.0,,0.0,,0.0,18.465
2016-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,227493.96,,0.18,0.0,,0.0,,0.0,19.13
2016-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,229039.92,,0.18,0.0,,0.0,,0.0,19.26
2016-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,230407.5,,0.19,0.0,,0.0,,0.0,19.375
2016-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,232131.84,,0.19,0.0,,0.0,,0.0,19.52
2016-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,227969.64,,0.19,0.0,,0.0,,0.0,19.17
2016-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,224342.58,,0.18,0.0,,0.0,,0.0,18.865
2016-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,223926.36,,0.18,0.0,,0.0,,0.0,18.83
2016-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,218872.26,,0.18,0.0,,0.0,,0.0,18.405
2016-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,219823.62,,0.18,0.0,,0.0,,0.0,18.485
2016-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,225591.24,,0.18,0.0,,0.0,,0.0,18.97
2016-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,222261.48,,0.18,0.0,,0.0,,0.0,18.69
2016-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,217861.44,,0.18,0.0,,0.0,,0.0,18.32
2016-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,206801.88,,0.17,0.0,,0.0,,0.0,17.39
2016-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,198596.4,,0.16,0.0,,0.0,,0.0,16.7
2016-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,190747.68,,0.16,0.0,,0.0,,0.0,16.04
2016-06-15,272000.0,4459440.0,1.01,2.24,4.37,,4459440.0,0.0,272000.0,0.0,,,,,,272000.0,,,,,,,,,4.37,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,22.8725,16.395
2016-06-16,272000.0,4425440.0,1.02,2.19,4.47,,4425440.0,0.0,272000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,22.8725,16.27
2016-06-17,312000.0,5188560.0,1.13,2.51,5.08,,5188560.0,0.0,312000.0,0.0,,,,0.64,,,,,40000.0,,,,0.64,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,26.2361,16.63
2016-06-20,312000.0,5541120.0,1.1,2.53,5.19,,5541120.0,0.0,312000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,26.2361,17.76
2016-06-21,312000.0,5626920.0,1.09,2.53,5.53,,5626920.0,0.0,312000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,26.2361,18.035
2016-06-22,42000.0,763770.0,0.15,0.34,0.76,,763770.0,0.0,42000.0,0.0,,,,,,,,,,,,,,,,,270000.0,0.0,4.76,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5318,18.185
2016-06-23,42000.0,794850.0,0.15,0.34,0.77,,794850.0,0.0,42000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5318,18.925
2016-06-24,42000.0,654780.0,0.14,0.34,0.79,,654780.0,0.0,42000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.5318,15.59
2016-06-27,2000.0,29510.0,0.01,0.02,0.03,,29510.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,40000.0,0.0,0.77,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1682,14.755
2016-06-28,2000.0,30870.0,0.0,0.02,0.03,,30870.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1107,15.435
2016-06-29,2000.0,32530.0,0.0,0.02,0.03,,32530.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1107,16.265
2016-06-30,2000.0,33240.0,0.0,0.02,0.03,,33240.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1107,16.62
2016-07-01,6000.0,100860.0,0.01,0.05,0.1,,100860.0,0.0,6000.0,0.0,,,,0.07,,,,,4000.0,,,,0.07,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3321,16.81
2016-07-04,221000.0,3667495.0,0.42,1.77,3.7,,3667495.0,0.0,221000.0,0.0,,,,1.68,,115000.0,,,100000.0,,,,1.68,,1.91,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.93,0.4393,48.24,12.2322,16.595
2016-07-05,221000.0,3540420.0,0.42,1.76,3.61,,3540420.0,0.0,221000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.38,0.4391,48.73,12.2322,16.02
2016-07-06,221000.0,3415555.0,0.42,1.76,3.49,,3415555.0,0.0,221000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.36,0.4391,48.74,12.2322,15.455
2016-07-07,221000.0,3465280.0,0.43,1.76,3.44,,3465280.0,0.0,221000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.61,0.4396,47.65,12.2322,15.68
2016-07-08,221300.0,3610509.5,0.45,1.72,3.53,,3610509.5,0.0,221300.0,0.0,,,,,,300.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.17,0.4389,47.04,12.2489,16.315
2016-07-11,21300.0,359118.0,0.04,0.17,0.34,,359118.0,0.0,21300.0,0.0,,,,,,,,,,,,,,,,,200000.0,0.0,3.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.96,0.5684,69.59,1.1789,16.86
2016-07-12,6300.0,109809.0,0.01,0.05,0.11,,109809.0,0.0,6300.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,0.23,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,0.5298,17.43
2016-07-13,6300.0,109399.5,0.01,0.05,0.11,,109399.5,0.0,6300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,0.5298,17.365
2016-07-14,6000.0,106710.0,0.01,0.05,0.1,,106710.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5045,17.785
2016-07-15,6000.0,106290.0,0.01,0.05,0.11,,106290.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5045,17.715
2016-07-18,6000.0,105780.0,0.01,0.05,0.11,,105780.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5045,17.63
2016-07-19,6000.0,104490.0,0.01,0.05,0.11,,104490.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5045,17.415
2016-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6000.0,0.0,0.11,,,0.0,0.0,11892.0,212093.82,,0.17,0.0,,0.0,,0.0,17.835
2016-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,212331.66,,0.17,0.0,,0.0,,0.0,17.855
2016-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,212628.96,,0.17,0.0,,0.0,,0.0,17.88
2016-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,212688.42,,0.17,0.0,,0.0,,0.0,17.885
2016-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,213699.24,,0.17,0.0,,0.0,,0.0,17.97
2016-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,216553.32,,0.17,0.0,,0.0,,0.0,18.21
2016-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,212093.82,,0.17,0.0,,0.0,,0.0,17.835
2016-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,215423.58,,0.17,0.0,,0.0,,0.0,18.115
2016-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,212212.74,,0.17,0.0,,0.0,,0.0,17.845
2016-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,203472.12,,0.17,0.0,,0.0,,0.0,17.11
2016-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11892.0,204066.72,,0.17,0.0,,0.0,,0.0,17.16
