,ETZ FP Equity_DX_SI_QTY,ETZ FP Equity_DX_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETZ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETZ FP Equity_DX_SI_MV,ETZ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SUPPLY_SI_QTY,ETZ FP Equity_DX_BROKER_SI_QTY,ETZ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETZ FP Equity_DX_BROKER_SI_MV_INC_x,ETZ FP Equity_DX_BROKER_SI_QTY_ADD,ETZ FP Equity_DX_SUPPLY_SI_MV_DEC,ETZ FP Equity_DX_BROKER_SI_QTY_INC,ETZ FP Equity_DX_SUPPLY_SI_QTY_DEC,ETZ FP Equity_DX_BROKER_SI_MV_INC_y,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETZ FP Equity_DX_BROKER_SI_MV_ADD,ETZ FP Equity_DX_SUPPLY_SI_QTY_ADD,ETZ FP Equity_DX_BROKER_SI_QTY_DEC,ETZ FP Equity_DX_SUPPLY_SI_MV,ETZ FP Equity_DX_BROKER_SI_MV_DEC,ETZ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETZ FP Equity_DX_UTILIZATION_QUANTITY,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETZ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETZ FP Equity_DX_ACTIVE_UTILIZATION_MV,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETZ FP Equity_DX_BROKER_SI_CON_RATIO,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETZ FP Equity_DX_DEMAND_SUPPLY_RATIO,ETZ FP Equity_PX_LAST
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1154279.58,1.15,0.0,,0.0,,0.0,49.82
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1151383.46,1.15,0.0,,0.0,,0.0,49.695
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1147213.03,1.15,0.0,,0.0,,0.0,49.515
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1154858.81,1.15,0.0,,0.0,,0.0,49.845
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1163547.18,1.15,0.0,,0.0,,0.0,50.22
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23169.0,1155322.19,1.16,0.0,,0.0,,0.0,49.865
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1145745.0,1.15,0.0,,0.0,,0.0,49.815
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1146205.0,1.15,0.0,,0.0,,0.0,49.835
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1142065.0,1.15,0.0,,0.0,,0.0,49.655
2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1146435.0,1.14,0.0,,0.0,,0.0,49.845
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1137465.0,1.15,0.0,,0.0,,0.0,49.455
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1137120.0,1.14,0.0,,0.0,,0.0,49.44
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1121250.0,1.14,0.0,,0.0,,0.0,48.75
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1117915.0,1.12,0.0,,0.0,,0.0,48.605
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1131830.0,1.12,0.0,,0.0,,0.0,49.21
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1127920.0,1.13,0.0,,0.0,,0.0,49.04
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1130220.0,1.13,0.0,,0.0,,0.0,49.14
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1121480.0,1.13,0.0,,0.0,,0.0,48.76
2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1121250.0,1.12,0.0,,0.0,,0.0,48.75
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1126770.0,1.12,0.0,,0.0,,0.0,48.99
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1119410.0,1.13,0.0,,0.0,,0.0,48.67
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1136200.0,1.12,0.0,,0.0,,0.0,49.4
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1140110.0,1.14,0.0,,0.0,,0.0,49.57
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1141605.0,1.14,0.0,,0.0,,0.0,49.635
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1141720.0,1.14,0.0,,0.0,,0.0,49.64
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1129875.0,1.14,0.0,,0.0,,0.0,49.125
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1136775.0,1.13,0.0,,0.0,,0.0,49.425
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1133095.0,1.14,0.0,,0.0,,0.0,49.265
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1121020.0,1.13,0.0,,0.0,,0.0,48.74
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1117570.0,1.12,0.0,,0.0,,0.0,48.59
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1123435.0,1.12,0.0,,0.0,,0.0,48.845
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1129415.0,1.13,0.0,,0.0,,0.0,49.105
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1127805.0,1.13,0.0,,0.0,,0.0,49.035
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1370341.61,1.38,0.0,,0.0,,0.0,48.53
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1368506.21,1.37,0.0,,0.0,,0.0,48.465
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1377542.05,1.37,0.0,,0.0,,0.0,48.785
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1371753.46,1.38,0.0,,0.0,,0.0,48.58
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1372741.76,1.37,0.0,,0.0,,0.0,48.615
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1387001.44,1.38,0.0,,0.0,,0.0,49.12
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28237.0,1385307.22,1.39,0.0,,0.0,,0.0,49.06
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1264330.13,1.26,0.0,,0.0,,0.0,49.125
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1254678.75,1.26,0.0,,0.0,,0.0,48.75
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1242839.73,1.25,0.0,,0.0,,0.0,48.29
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1229713.86,1.24,0.0,,0.0,,0.0,47.78
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1244512.64,1.23,0.0,,0.0,,0.0,48.355
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1245284.75,1.24,0.0,,0.0,,0.0,48.385
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1254164.01,1.25,0.0,,0.0,,0.0,48.73
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1247343.71,1.25,0.0,,0.0,,0.0,48.465
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1239107.87,1.25,0.0,,0.0,,0.0,48.145
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1232802.3,1.24,0.0,,0.0,,0.0,47.9
2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1243225.78,1.23,0.0,,0.0,,0.0,48.305
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1236662.85,1.24,0.0,,0.0,,0.0,48.05
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1240008.66,1.24,0.0,,0.0,,0.0,48.18
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1238207.07,1.24,0.0,,0.0,,0.0,48.11
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1230614.66,1.24,0.0,,0.0,,0.0,47.815
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1218518.26,1.23,0.0,,0.0,,0.0,47.345
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25737.0,1227397.53,1.22,0.0,,0.0,,0.0,47.69
2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1178450.0,1.17,0.0,,0.0,,0.0,48.1
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1185432.5,1.18,0.0,,0.0,,0.0,48.385
2017-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1178940.0,1.19,0.0,,0.0,,0.0,48.12
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1177715.0,1.18,0.0,,0.0,,0.0,48.07
2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1177592.5,1.18,0.0,,0.0,,0.0,48.065
2017-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1181635.0,1.18,0.0,,0.0,,0.0,48.23
2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1183595.0,1.18,0.0,,0.0,,0.0,48.31
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24500.0,1196702.5,1.18,0.0,,0.0,,0.0,48.845
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1128495.0,1.12,0.0,,0.0,,0.0,49.065
2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1128840.0,1.13,0.0,,0.0,,0.0,49.08
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1129530.0,1.13,0.0,,0.0,,0.0,49.11
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1126540.0,1.13,0.0,,0.0,,0.0,48.98
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1129875.0,1.13,0.0,,0.0,,0.0,49.125
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1131025.0,1.13,0.0,,0.0,,0.0,49.175
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1130105.0,1.12,0.0,,0.0,,0.0,49.135
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1133670.0,1.13,0.0,,0.0,,0.0,49.29
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1133785.0,1.13,0.0,,0.0,,0.0,49.295
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1137005.0,1.13,0.0,,0.0,,0.0,49.435
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1136775.0,1.14,0.0,,0.0,,0.0,49.425
2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1140570.0,1.14,0.0,,0.0,,0.0,49.59
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1142640.0,1.14,0.0,,0.0,,0.0,49.68
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1149080.0,1.14,0.0,,0.0,,0.0,49.96
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1153795.0,1.15,0.0,,0.0,,0.0,50.165
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1157245.0,1.15,0.0,,0.0,,0.0,50.315
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155405.0,1.16,0.0,,0.0,,0.0,50.235
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1157360.0,1.16,0.0,,0.0,,0.0,50.32
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1153220.0,1.16,0.0,,0.0,,0.0,50.14
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155060.0,1.16,0.0,,0.0,,0.0,50.22
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155060.0,1.16,0.0,,0.0,,0.0,50.22
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155750.0,1.16,0.0,,0.0,,0.0,50.25
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155290.0,1.16,0.0,,0.0,,0.0,50.23
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1158625.0,1.15,0.0,,0.0,,0.0,50.375
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1158510.0,1.16,0.0,,0.0,,0.0,50.37
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1155290.0,1.16,0.0,,0.0,,0.0,50.23
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1160465.0,1.16,0.0,,0.0,,0.0,50.455
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1152415.0,1.16,0.0,,0.0,,0.0,50.105
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1156095.0,1.15,0.0,,0.0,,0.0,50.265
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1157360.0,1.16,0.0,,0.0,,0.0,50.32
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1152875.0,1.16,0.0,,0.0,,0.0,50.125
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1146665.0,1.15,0.0,,0.0,,0.0,49.855
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1158855.0,1.14,0.0,,0.0,,0.0,50.385
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1164950.0,1.16,0.0,,0.0,,0.0,50.65
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23000.0,1166560.0,1.17,0.0,,0.0,,0.0,50.72
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1427160.0,1.42,0.0,,0.0,,0.0,50.97
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1429960.0,1.43,0.0,,0.0,,0.0,51.07
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1423800.0,1.43,0.0,,0.0,,0.0,50.85
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1429260.0,1.42,0.0,,0.0,,0.0,51.045
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1429260.0,1.43,0.0,,0.0,,0.0,51.045
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1423100.0,1.43,0.0,,0.0,,0.0,50.825
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1422120.0,1.42,0.0,,0.0,,0.0,50.79
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1405460.0,1.42,0.0,,0.0,,0.0,50.195
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1401680.0,1.41,0.0,,0.0,,0.0,50.06
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1391740.0,1.4,0.0,,0.0,,0.0,49.705
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1383340.0,1.39,0.0,,0.0,,0.0,49.405
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1377600.0,1.38,0.0,,0.0,,0.0,49.2
2017-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1388520.0,1.38,0.0,,0.0,,0.0,49.59
2017-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1385300.0,1.39,0.0,,0.0,,0.0,49.475
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1394400.0,1.38,0.0,,0.0,,0.0,49.8
2017-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1400420.0,1.39,0.0,,0.0,,0.0,50.015
2017-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1396080.0,1.4,0.0,,0.0,,0.0,49.86
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1397200.0,1.4,0.0,,0.0,,0.0,49.9
2017-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1395660.0,1.4,0.0,,0.0,,0.0,49.845
2017-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1390060.0,1.4,0.0,,0.0,,0.0,49.645
2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1396920.0,1.39,0.0,,0.0,,0.0,49.89
2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1400280.0,1.4,0.0,,0.0,,0.0,50.01
2017-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1396080.0,1.4,0.0,,0.0,,0.0,49.86
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1385580.0,1.39,0.0,,0.0,,0.0,49.485
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1398040.0,1.39,0.0,,0.0,,0.0,49.93
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1396780.0,1.4,0.0,,0.0,,0.0,49.885
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1393280.0,1.4,0.0,,0.0,,0.0,49.76
2017-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1395660.0,1.39,0.0,,0.0,,0.0,49.845
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1406020.0,1.4,0.0,,0.0,,0.0,50.215
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28000.0,1405040.0,1.4,0.0,,0.0,,0.0,50.18
