,ETZ FP Equity_DX_SI_QTY,ETZ FP Equity_DX_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETZ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETZ FP Equity_DX_SI_MV,ETZ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SUPPLY_SI_QTY,ETZ FP Equity_DX_BROKER_SI_QTY,ETZ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETZ FP Equity_DX_BROKER_SI_MV_INC_x,ETZ FP Equity_DX_BROKER_SI_QTY_ADD,ETZ FP Equity_DX_SUPPLY_SI_MV_DEC,ETZ FP Equity_DX_BROKER_SI_QTY_INC,ETZ FP Equity_DX_SUPPLY_SI_QTY_DEC,ETZ FP Equity_DX_BROKER_SI_MV_INC_y,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETZ FP Equity_DX_BROKER_SI_MV_ADD,ETZ FP Equity_DX_SUPPLY_SI_QTY_ADD,ETZ FP Equity_DX_BROKER_SI_QTY_DEC,ETZ FP Equity_DX_SUPPLY_SI_MV,ETZ FP Equity_DX_BROKER_SI_MV_DEC,ETZ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETZ FP Equity_DX_UTILIZATION_QUANTITY,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETZ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETZ FP Equity_DX_ACTIVE_UTILIZATION_MV,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETZ FP Equity_DX_BROKER_SI_CON_RATIO,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETZ FP Equity_DX_DEMAND_SUPPLY_RATIO,ETZ FP Equity_PX_LAST
2021-07-22,178654.0,2341082.02,5.97,0.3,2.34,1167566.4,89554.0,89100.0,1173515.62,,,,,,,,,,,25600.0,1.17,0.31,6.4,6.4,1310094.0,17167471.78,17.18,6.4,49.73,0.4975,50.01,0.1276,13.104
2021-07-23,178654.0,2367165.5,5.97,0.3,2.35,1180575.0,89554.0,89100.0,1186590.5,,,,,,,,,,,,1.19,,6.4,6.4,1310094.0,17358745.5,17.35,6.4,49.6,0.4975,50.15,0.1276,13.25
2021-07-26,178654.0,2364307.04,5.97,0.3,2.36,1179149.4,89554.0,89100.0,1185157.64,,,,,,,,,,,,1.18,,6.4,6.4,1310094.0,17337784.0,17.32,6.4,49.84,0.4975,49.9,0.1276,13.234
2021-07-27,178654.0,2352873.18,6.44,0.3,2.35,1173447.0,89554.0,89100.0,1179426.18,,,,,,,,,,,,1.18,,6.4,6.4,1310094.0,17253937.98,17.22,6.4,49.75,0.4975,49.99,0.1276,13.17
2021-07-28,178654.0,2367880.12,6.42,0.3,2.37,1180931.4,89554.0,89100.0,1186948.72,,,,,,,,,,,,1.19,,6.4,6.4,1310094.0,17363985.88,17.4,6.4,49.71,0.4975,50.03,0.1276,13.254
2021-07-29,193854.0,2582135.28,6.95,0.32,2.58,1288044.0,97154.0,96700.0,1294091.28,7600.0,0.11,,,7600.0,,0.11,7600.0,,,,1.29,,6.94,6.94,1302494.0,17349220.08,17.36,6.94,49.76,0.4977,50.01,0.1385,13.32
2021-07-30,219454.0,2909082.22,7.79,0.37,2.92,1451532.0,109954.0,109500.0,1457550.22,12800.0,0.17,,,12800.0,,0.17,12800.0,,,,1.46,,7.86,7.85,1289694.0,17096183.66,17.11,7.86,49.78,0.4979,50.02,0.1567,13.256
2021-08-02,281754.0,3760288.88,10.37,0.47,3.74,2292842.8,172254.0,171800.0,2298901.88,62300.0,0.42,30000.0,,32300.0,,0.42,62300.0,0.4,,,2.3,,12.03,11.76,1259694.0,16811876.12,16.81,12.02,39.02,0.4155,50.2,0.1924,13.346
2021-08-03,543554.0,7271665.41,22.09,0.91,7.26,4215407.8,260754.0,315100.0,3488367.01,88500.0,1.92,,,143300.0,,1.92,88500.0,,,,3.49,,17.8,17.8,1203948.0,16106416.34,16.15,17.76,42.0,0.454,52.4,0.3711,13.378
2021-08-04,386154.0,5197632.84,15.47,0.64,5.18,3068880.0,158154.0,228000.0,2128752.84,,,,1.37,,102600.0,,,,,87100.0,2.13,1.17,11.3,11.3,1241948.0,16716620.08,16.71,11.3,40.99,0.5149,58.9,0.2758,13.46
2021-08-05,264954.0,3578998.63,13.8,0.44,3.57,2272045.6,96754.0,168200.0,1306953.03,,,,0.82,,61400.0,,,,,59800.0,1.31,0.79,6.91,6.91,1302894.0,17599492.15,17.6,6.91,36.43,0.5347,63.4,0.1892,13.508
2021-08-06,418054.0,5646237.32,18.66,0.7,5.65,4339477.8,321754.0,321300.0,4345609.52,225000.0,0.56,111000.0,,42100.0,,0.56,225000.0,1.5,,,4.35,,19.76,19.76,1306348.0,17643536.09,17.82,19.63,26.55,0.3766,50.31,0.2568,13.506
2021-08-09,602354.0,8148644.91,27.1,1.0,8.13,6981800.8,506054.0,516100.0,6845898.51,184300.0,2.62,,,194800.0,,2.62,184300.0,,,,6.84,,27.76,27.76,1316848.0,17814319.74,18.09,27.43,34.59,0.4008,51.07,0.3304,13.528
2021-08-10,591854.0,8033826.2,26.61,0.99,8.02,6863014.4,421054.0,505600.0,5715387.0,,,,1.14,,85000.0,,,,,10500.0,5.71,0.14,23.1,23.1,1401848.0,19028684.75,19.32,22.81,35.19,0.3969,50.19,0.3247,13.574
2021-08-11,421854.0,5751557.44,18.87,0.7,5.73,4575570.4,251054.0,335600.0,3422870.24,,,,2.28,,170000.0,,,,,170000.0,3.42,2.27,15.19,15.19,1401848.0,19112795.63,19.28,15.05,29.23,0.3796,50.26,0.2552,13.634
2021-08-12,201854.0,2756114.52,9.02,0.34,2.75,2261102.4,77654.0,165600.0,1060287.72,,,,2.36,,173400.0,,,,,170000.0,1.06,2.3,5.24,5.24,1405248.0,19187256.19,19.23,5.22,19.02,0.4646,63.0,0.1361,13.654
2021-08-13,72054.0,986131.04,3.25,0.12,0.98,489958.8,36254.0,35800.0,496172.24,,,,0.56,,41400.0,,,,,129800.0,0.5,1.76,2.59,2.59,1363848.0,18665623.73,18.65,2.59,49.63,0.4938,49.74,0.0515,13.686
2021-08-16,86854.0,1182777.77,3.92,0.14,1.19,588297.6,43654.0,43200.0,594480.17,7400.0,0.1,,,7400.0,,0.1,7400.0,,,,0.59,,3.12,3.12,1355994.0,18465926.29,18.48,3.12,49.61,0.4948,49.86,0.062,13.618
2021-08-17,71854.0,979226.31,3.2,0.12,0.98,588729.6,28654.0,43200.0,390496.71,,,,0.21,,15000.0,,,,,,0.39,,2.05,2.05,1370994.0,18683906.23,18.69,2.05,39.26,0.5155,60.1,0.0513,13.628
2021-08-18,56854.0,775715.98,2.3,0.09,0.78,384760.8,28654.0,28200.0,390955.18,,,,,,,,,,,15000.0,0.39,0.2,2.05,2.05,1370994.0,18705842.14,18.73,2.05,49.57,0.4921,49.63,0.0406,13.644
2021-08-19,21854.0,293805.18,0.72,0.04,0.3,143850.8,11154.0,10700.0,149954.38,,,,0.24,,17500.0,,,,,17500.0,0.15,0.24,0.8,0.8,1388494.0,18666913.34,18.65,0.8,48.59,0.4798,49.32,0.0156,13.444
2021-08-20,21854.0,294897.88,0.72,0.04,0.29,144385.8,11154.0,10700.0,150512.08,,,,,,,,,,,,0.15,,0.8,0.8,1388494.0,18736338.04,18.73,0.8,48.87,0.4799,49.05,0.0156,13.494
2021-08-23,251454.0,3415248.23,8.34,0.42,3.41,1704541.0,125954.0,125500.0,1710707.23,114800.0,1.55,,,114800.0,,1.55,114800.0,,,,1.71,,9.0,9.0,1273694.0,17299311.91,17.31,9.0,49.75,0.4982,50.07,0.1796,13.582
2021-08-24,264954.0,3598605.23,8.77,0.44,3.6,1868883.2,127354.0,137600.0,1729722.03,1400.0,0.18,,,12100.0,,0.18,1400.0,,,,1.73,,9.1,9.1,1272294.0,17280297.11,17.29,9.1,47.9,0.4991,51.93,0.1892,13.582
2021-08-25,254254.0,3452769.32,8.68,0.42,3.46,1723302.0,127354.0,126900.0,1729467.32,,,,,,,,,,,10700.0,1.73,0.14,9.1,9.1,1272294.0,17277752.52,17.29,9.1,49.91,0.4982,49.91,0.1816,13.58
2021-08-26,253800.0,3435944.4,8.67,0.42,3.44,1717972.2,126900.0,126900.0,1717972.2,,,,0.01,,454.0,,,,,,1.72,,9.07,9.07,1272294.0,17224316.17,17.23,9.07,49.92,0.5,50.08,0.1814,13.538
2021-08-27,253800.0,3451172.4,9.14,0.42,3.44,1725586.2,126900.0,126900.0,1725586.2,,,,,,,,,,,,1.73,,9.07,9.07,1272294.0,17300653.81,17.3,9.07,49.89,0.5,50.11,0.1814,13.598
2021-08-30,626400.0,8517787.2,29.26,1.03,8.52,4258893.6,313200.0,313200.0,4258893.6,186300.0,2.54,,,186300.0,,2.54,186300.0,,,,4.26,,22.38,22.38,1085994.0,14767346.41,14.77,22.38,50.0,0.5,50.0,0.4477,13.598
2021-08-31,941800.0,12772691.6,45.31,1.55,12.79,6386345.8,470900.0,470900.0,6386345.8,157700.0,2.15,,,157700.0,,2.15,157700.0,,,,6.39,,33.66,33.66,928294.0,12589523.23,12.59,33.66,49.93,0.5,50.07,0.6731,13.562
2021-09-01,814900.0,11098938.0,40.7,1.33,11.07,6413658.0,344000.0,470900.0,4685280.0,,,,1.68,,126900.0,,,,,,4.68,,24.59,24.59,1055194.0,14371742.28,14.36,24.59,42.32,0.5118,57.68,0.5824,13.62
2021-09-02,688000.0,9402208.0,20.96,1.13,9.39,4701104.0,344000.0,344000.0,4701104.0,,,,,,,,,,,126900.0,4.7,1.69,24.59,24.59,1055194.0,14420281.2,14.43,24.59,49.92,0.5,50.08,0.4917,13.666
2021-09-03,688000.0,9352672.0,20.99,1.12,9.38,4676336.0,344000.0,344000.0,4676336.0,,,,,,,,,,,,4.68,,24.59,24.59,1055194.0,14344307.24,14.34,24.59,49.87,0.5,50.13,0.4917,13.594
2021-09-06,501700.0,6868273.0,15.15,0.82,6.84,4709360.0,157700.0,344000.0,2158913.0,,,,2.52,,186300.0,,,,,,2.16,,11.27,11.27,1241494.0,16996052.86,17.0,11.27,31.58,0.5678,68.42,0.3586,13.69
2021-09-07,315400.0,4295748.0,9.43,0.51,4.31,2147874.0,157700.0,157700.0,2147874.0,,,,,,,,,,,186300.0,2.15,2.53,11.27,11.27,1241494.0,16909148.28,16.91,11.27,49.87,0.5,50.13,0.2254,13.62
2021-09-08,297400.0,4006572.8,8.81,0.49,4.03,2124534.4,139700.0,157700.0,1882038.4,,,,0.27,,18000.0,,,,,,1.88,,9.98,9.98,1259494.0,16967903.17,16.97,9.98,46.7,0.5022,53.3,0.2126,13.472
2021-09-09,149834.0,2017364.98,4.43,0.24,2.02,1880920.8,10134.0,139700.0,136444.18,,,,1.75,,130000.0,,,,434.0,18000.0,0.14,0.26,0.72,0.72,1389494.0,18708147.22,18.7,0.72,6.47,0.8736,93.24,0.107,13.464
2021-09-10,34834.0,467890.29,1.04,0.06,0.47,231030.4,17634.0,17200.0,236859.89,7500.0,,,,,,,7500.0,,,122500.0,0.24,1.65,1.26,1.26,1381994.0,18562943.41,18.57,1.26,49.32,0.4878,49.44,0.0249,13.432
2021-09-13,97034.0,1306853.91,2.86,0.16,1.3,678787.2,50834.0,50400.0,684632.31,33200.0,0.45,,,33200.0,,0.45,33200.0,,,,0.68,,3.62,3.61,1352994.0,18222123.19,18.22,3.62,47.68,0.4964,51.87,0.0689,13.468
2021-09-14,114134.0,1537384.98,3.32,0.19,1.53,859386.0,54534.0,63800.0,734572.98,3700.0,0.18,,,13400.0,,0.18,3700.0,,,,0.73,,3.88,3.87,1349294.0,18174990.18,18.14,3.88,43.72,0.5036,55.9,0.081,13.47
2021-09-15,104434.0,1395864.84,3.1,0.17,1.4,723100.6,54534.0,54100.0,728901.44,,,,,,,,,,,9700.0,0.73,0.13,3.88,3.87,1349294.0,18034663.6,18.06,3.89,47.59,0.4968,51.99,0.0741,13.366
2021-09-16,119434.0,1603282.02,3.53,0.19,1.6,826918.4,62034.0,61600.0,832744.42,7500.0,0.09,,,7500.0,,0.09,7500.0,,,,0.83,,4.42,4.4,1341794.0,18012242.66,18.02,4.42,48.17,0.4969,51.47,0.0848,13.424
2021-09-17,134434.0,1790123.14,4.39,0.22,1.8,920135.6,69534.0,69100.0,925914.74,7500.0,0.1,,,7500.0,,0.1,7500.0,,,,0.93,,4.95,4.94,1334294.0,17767458.9,17.78,4.96,48.07,0.4974,51.6,0.0954,13.316
2021-09-20,149434.0,1955194.46,4.86,0.25,1.97,1002234.4,77034.0,76600.0,1007912.86,7500.0,0.09,,,7500.0,,0.09,7500.0,,,,1.01,,5.49,5.47,1326794.0,17359772.7,17.36,5.49,48.01,0.4978,51.7,0.1061,13.084
2021-09-21,157034.0,2077559.82,5.04,0.26,2.07,1113966.0,77034.0,84200.0,1019159.82,,0.08,,,7600.0,,0.08,,,,,1.02,,5.49,5.47,1326794.0,17553484.62,17.55,5.48,46.38,0.4997,53.34,0.1115,13.23
2021-09-22,181234.0,2419836.37,5.81,0.3,2.4,1285797.6,89134.0,96300.0,1190117.17,12100.0,0.17,,,12100.0,,0.17,12100.0,,,,1.19,,6.35,6.33,1314694.0,17553794.29,17.51,6.35,46.85,0.4995,52.91,0.1287,13.352
2021-09-23,196434.0,2645965.98,6.29,0.33,2.63,1399533.0,96734.0,103900.0,1303006.98,7600.0,0.12,,,7600.0,,0.12,7600.0,,,,1.3,,6.89,6.87,1307094.0,17606556.18,17.59,6.89,47.11,0.4994,52.67,0.1395,13.47
2021-09-24,169634.0,2264953.17,5.44,0.29,2.28,1208356.0,83334.0,90500.0,1112675.57,,,,0.19,,13400.0,,,,,13400.0,1.11,0.17,5.94,5.92,1320494.0,17631235.89,17.64,5.94,46.18,0.5002,53.57,0.1204,13.352
2021-09-27,169634.0,2259185.61,4.62,0.29,2.26,1205279.0,83334.0,90500.0,1109842.21,,,,,,,,,,,,1.11,,5.94,5.92,1320494.0,17586339.09,17.58,5.94,46.33,0.5,53.41,0.1204,13.318
2021-09-28,169634.0,2212366.63,4.67,0.32,2.24,1180301.0,83334.0,90500.0,1086842.03,,,,,,,,,,,,1.09,,5.94,5.92,1320494.0,17221882.75,17.23,5.94,45.87,0.5006,53.87,0.1204,13.042
2021-09-29,169634.0,2224580.28,4.95,0.36,2.22,1186817.0,83334.0,90500.0,1092842.08,,,,,,,,,,,,1.09,,5.94,5.92,1320494.0,17316958.32,17.31,5.93,46.53,0.4997,53.21,0.1204,13.114
2021-09-30,90934.0,1190689.8,3.08,0.19,1.19,1185007.0,4634.0,90500.0,60677.6,,,,1.03,,78700.0,,,,,,0.06,,100.0,0.33,0.0,0.0,0.0,100.0,0.48,0.9905,99.52,0.0646,13.094
2021-10-01,434.0,5668.91,0.01,0.0,0.01,0.0,434.0,0.0,5668.91,,,,0.06,,4200.0,,,,,90500.0,0.01,1.19,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,13.062
2021-10-04,434.0,5636.79,0.01,0.0,0.01,0.0,434.0,0.0,5636.79,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,12.988
2021-10-05,434.0,5706.23,0.01,0.0,0.01,0.0,434.0,0.0,5706.23,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,13.148
2021-10-06,434.0,5642.87,0.01,0.0,0.01,0.0,434.0,0.0,5642.87,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,13.002
2021-10-07,434.0,5739.22,0.01,0.0,0.01,0.0,434.0,0.0,5739.22,,,,,,,,,,,,0.01,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003,13.224
2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,434.0,,,,,,0.0,,0.0,0.0,1399194.0,18435780.14,18.45,0.0,,0.0,100.0,0.0,13.176
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1399194.0,18460965.64,18.45,0.0,,0.0,,0.0,13.194
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1399194.0,18446973.7,18.45,0.0,,0.0,,0.0,13.184
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1399194.0,18586893.1,18.61,0.0,,0.0,,0.0,13.284
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1399194.0,18805167.36,18.82,0.0,,0.0,,0.0,13.44
2021-10-15,35800.0,484803.6,1.59,0.09,0.48,274902.6,20300.0,20300.0,274902.6,,,20300.0,,,,,,0.27,20300.0,,0.27,,1.45,1.44,1383694.0,18737984.15,18.73,1.44,43.48,0.5085,56.52,0.0254,13.542
2021-10-18,35800.0,482369.2,1.6,0.09,0.48,273522.2,20300.0,20300.0,273522.2,,,,,,,,,,,,0.27,,1.45,1.44,1383694.0,18643892.96,18.63,1.45,43.17,0.5093,56.83,0.0254,13.474
2021-10-19,31000.0,419244.0,1.4,0.08,0.42,209622.0,15500.0,15500.0,209622.0,,,,0.06,,4800.0,,,,,4800.0,0.21,0.07,1.11,1.11,1383694.0,18713077.66,18.71,1.11,49.91,0.5,50.09,0.0222,13.524
2021-10-20,31000.0,420298.0,1.42,0.08,0.42,210149.0,15500.0,15500.0,210149.0,,,,,,,,,,,,0.21,,1.11,1.11,1383694.0,18760123.25,18.75,1.11,49.94,0.5,50.06,0.0222,13.558
2021-10-21,33000.0,447084.0,1.51,0.08,0.45,209994.0,17500.0,15500.0,237090.0,2000.0,,,,,,,2000.0,,,,0.24,,1.25,1.25,1381694.0,18719190.31,18.71,1.25,46.95,0.4449,46.99,0.0236,13.548
2021-10-22,2000.0,27224.0,0.09,0.0,0.03,0.0,2000.0,0.0,27224.0,,,,0.21,,15500.0,,,,,15500.0,0.03,0.21,0.14,0.14,1397194.0,19018604.73,19.04,0.14,11.43,1.0,100.0,0.0014,13.612
2021-10-25,2000.0,27236.0,0.09,0.0,0.03,0.0,2000.0,0.0,27236.0,,,,,,,,,,,,0.03,,0.14,0.14,1397194.0,19026987.89,19.04,0.14,,1.0,100.0,0.0014,13.618
2021-10-26,2000.0,27436.0,0.09,0.0,0.03,0.0,2000.0,0.0,27436.0,,,,,,,,,,,,0.03,,0.14,0.14,1397194.0,19166707.29,19.18,0.14,,1.0,100.0,0.0014,13.718
2021-10-27,2000.0,27356.0,0.09,0.0,0.03,0.0,2000.0,0.0,27356.0,,,,,,,,,,,,0.03,,0.14,0.14,1397194.0,19110819.53,19.11,0.14,,1.0,100.0,0.0014,13.678
2021-10-28,2000.0,27436.0,0.09,0.0,0.03,0.0,2000.0,0.0,27436.0,,,,,,,,,,,,0.03,,0.14,0.14,1397194.0,19166707.29,19.18,0.14,,1.0,100.0,0.0014,13.718
2021-10-29,2434.0,33413.95,0.08,0.01,0.03,0.0,2434.0,0.0,33413.95,434.0,,,,,,,434.0,,,,0.03,,0.17,0.17,1396760.0,19174721.28,19.22,0.17,17.83,0.707,82.17,0.0017,13.728
2021-11-01,2434.0,33628.14,0.08,0.01,0.03,0.0,2434.0,0.0,33628.14,,,,,,,,,,,,0.03,,0.17,0.17,1396760.0,19297636.16,19.33,0.17,17.83,0.707,82.17,0.0017,13.816
2021-11-02,171034.0,2368136.76,5.67,0.42,2.36,1167217.8,86734.0,84300.0,1200918.96,84300.0,,84300.0,,,,,84300.0,1.16,,,1.2,,6.2,6.2,1312460.0,18172321.16,18.17,6.2,49.23,0.486,49.34,0.1222,13.846
2021-11-03,171034.0,2376004.33,4.8,0.42,2.38,1171095.6,86734.0,84300.0,1204908.73,,,,,,,,,,,,1.21,,6.2,6.2,1312460.0,18232694.32,18.28,6.2,49.21,0.486,49.37,0.1222,13.892
2021-11-04,170600.0,2380552.4,4.79,0.42,2.38,1176322.2,86300.0,84300.0,1204230.2,,,,0.01,,434.0,,,,,,1.2,,6.17,6.17,1312894.0,18320122.88,18.33,6.17,49.3,0.4885,49.52,0.1219,13.954
2021-11-05,170600.0,2382940.8,3.09,0.42,2.38,1177502.4,86300.0,84300.0,1205438.4,,,,,,,,,,,,1.21,,6.17,6.17,1312894.0,18338503.39,18.35,6.17,49.39,0.4885,49.44,0.1219,13.968
2021-11-08,175600.0,2451727.2,3.49,0.44,2.45,1246806.6,91300.0,89300.0,1274730.6,,0.07,,,5000.0,,0.07,,,5000.0,,1.28,,6.5,6.48,1312894.0,18330626.03,18.33,6.5,48.0,0.4892,50.86,0.1246,13.962
2021-11-09,569100.0,7934392.2,11.28,1.42,7.94,4575764.4,245900.0,328200.0,3428337.8,154600.0,3.34,,,238900.0,,3.34,154600.0,,,,3.43,,17.45,17.45,1163294.0,16218644.95,16.23,17.44,41.94,0.5089,57.71,0.4038,13.942
2021-11-10,479800.0,6699927.2,9.54,1.2,6.67,3335999.6,240900.0,238900.0,3363927.6,,,,0.07,,5000.0,,,,,89300.0,3.35,1.3,17.22,17.22,1158294.0,16174417.42,16.12,17.22,49.75,0.4959,49.83,0.3429,13.964
2021-11-11,479800.0,6726796.0,9.55,1.2,6.71,3349378.0,240900.0,238900.0,3377418.0,,,,,,,,,,,,3.38,,17.22,17.22,1158294.0,16239281.88,16.24,17.22,49.69,0.4959,49.89,0.3429,14.02
2021-11-12,479800.0,6747907.2,9.77,1.2,6.73,3359889.6,240900.0,238900.0,3388017.6,,,,,,,,,,,,3.39,,17.22,17.22,1158294.0,16290246.82,16.28,17.22,49.71,0.4959,49.87,0.3429,14.064
2021-11-15,479800.0,6769978.0,9.94,1.2,6.75,3370879.0,240900.0,238900.0,3399099.0,,,,,,,,,,,,3.4,,17.22,17.22,1158294.0,16343528.34,16.33,17.22,49.71,0.4959,49.87,0.3429,14.11
2021-11-16,379800.0,5371131.6,7.96,0.95,5.36,3378523.8,140900.0,238900.0,1992607.8,,,,1.42,,100000.0,,,,,,1.99,,10.07,10.07,1258294.0,17794793.75,17.79,10.07,36.62,0.5292,62.85,0.2714,14.142
2021-11-17,279800.0,3960289.2,5.79,0.7,3.96,1965990.6,140900.0,138900.0,1994298.6,,,,,,,,,,,100000.0,1.99,1.41,10.07,10.07,1258294.0,17809893.28,17.81,10.07,49.62,0.4929,49.66,0.2,14.154
2021-11-18,509900.0,7185510.8,10.81,1.27,7.2,3614598.0,258500.0,256500.0,3642782.0,112500.0,1.67,,,117600.0,,1.67,112500.0,,5100.0,,3.64,,18.41,18.34,1145794.0,16146529.05,16.14,18.41,49.19,0.4962,50.41,0.3618,14.092
2021-11-19,730800.0,10270663.2,15.48,1.81,10.29,8661480.2,479400.0,616300.0,6737487.6,220900.0,2.49,180000.0,,179800.0,,2.49,220900.0,2.54,,,6.74,,30.26,30.17,1104694.0,15525369.48,15.52,30.29,24.65,0.4409,59.71,0.4599,14.054
2021-11-22,586304.0,8222327.3,10.19,1.45,8.22,6623535.2,473804.0,472300.0,6644627.3,,,,0.13,,5596.0,,,,,144000.0,6.64,2.07,29.98,29.95,1106694.0,15520276.66,15.51,30.0,30.75,0.3795,49.82,0.3706,14.024
2021-11-23,586304.0,8120310.4,10.12,1.45,8.19,6541355.0,473804.0,472300.0,6562185.4,,,,,,,,,,,,6.59,,29.98,29.95,1106694.0,15327711.9,15.32,30.08,30.81,0.3803,49.92,0.3706,13.85
2021-11-24,586304.0,8130863.87,10.47,1.45,8.12,6549856.4,348804.0,472300.0,4837213.87,,,,1.75,,125000.0,,,,,,4.84,,22.07,22.05,1231694.0,17081132.39,17.09,22.06,30.71,0.3794,49.81,0.3706,13.868
2021-11-25,316304.0,4404849.5,5.55,0.78,4.39,3095749.8,148804.0,222300.0,2072244.5,,,,2.76,,200000.0,,,,,250000.0,2.07,3.45,10.22,10.21,1306694.0,18197020.64,18.2,10.21,29.34,0.3952,52.81,0.2171,13.926
2021-11-26,186504.0,2497288.56,3.26,0.46,2.55,1238575.0,94004.0,92500.0,1258713.56,,,,0.75,,54800.0,,,,,129800.0,1.26,1.77,6.71,6.7,1306694.0,17496632.66,17.51,6.72,48.62,0.4921,50.56,0.133,13.39
2021-11-29,94004.0,1269618.02,1.6,0.23,1.26,1249305.0,1504.0,92500.0,20313.02,,,,1.24,,92500.0,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,1.6,0.9685,98.4,0.067,13.506
2021-11-30,1504.0,20102.46,0.03,0.0,0.02,0.0,1504.0,0.0,20102.46,,,,,,,,,,,92500.0,0.02,1.24,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.366
2021-12-01,1504.0,20469.44,0.02,0.0,0.02,0.0,1504.0,0.0,20469.44,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.61
2021-12-02,1504.0,20213.76,0.02,0.0,0.02,0.0,1504.0,0.0,20213.76,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.44
2021-12-03,1504.0,20099.46,0.02,0.0,0.02,0.0,1504.0,0.0,20099.46,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.364
2021-12-06,1504.0,20388.22,0.02,0.0,0.02,0.0,1504.0,0.0,20388.22,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.556
2021-12-07,1504.0,20884.54,0.02,0.0,0.02,0.0,1504.0,0.0,20884.54,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.886
2021-12-08,1504.0,20764.22,0.02,0.0,0.02,0.0,1504.0,0.0,20764.22,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.806
2021-12-09,1504.0,20740.16,0.02,0.0,0.02,0.0,1504.0,0.0,20740.16,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.79
2021-12-10,1504.0,20673.98,0.03,0.0,0.02,0.0,1504.0,0.0,20673.98,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.746
2021-12-13,1504.0,20586.75,0.03,0.0,0.02,0.0,1504.0,0.0,20586.75,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.688
2021-12-14,1504.0,20421.31,0.03,0.0,0.02,0.0,1504.0,0.0,20421.31,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.578
2021-12-15,1504.0,20466.43,0.03,0.0,0.02,0.0,1504.0,0.0,20466.43,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.608
2021-12-16,1504.0,20722.11,0.03,0.0,0.02,0.0,1504.0,0.0,20722.11,,,,,,,,,,,,0.02,,100.0,0.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.0011,13.778
2021-12-17,1504.0,20598.78,0.05,0.0,0.02,0.0,1504.0,0.0,20598.78,,,,,,,,,,,,0.02,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,13.696
