,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-29,384820.0,6388012.0,0.64,9.03,0.21,6.01,0.0,4526438.2,299022.0,272677.0,4963765.2,,,7783.0,0.28,,,,0.03,16749.0,1957.0,,,0.28,7783.0,,12701.0,,4.97,,,,3.53,3.53,8180887.0,135802724.2,,136.03,3.52,33.98,0.3057,41.74,0.0454
2024-01-30,335212.0,5624857.36,0.56,7.64,0.19,5.2,0.0,4767483.26,310462.0,284117.0,5209552.36,,,,0.2,,,,,11440.0,,,,0.2,,,11440.0,,5.15,,,,3.66,3.66,8169944.0,137091660.32,,135.52,3.66,28.91,0.2727,40.29,0.0395
2024-01-31,417171.0,7116937.26,0.69,9.87,0.23,6.65,0.0,5730044.56,386421.0,335876.0,6592342.26,,,67630.0,0.91,,6000.0,,0.09,51479.0,5720.0,,,0.91,67630.0,0.1,14049.0,5720.0,6.49,0.09,,,4.56,4.56,8093603.0,138076867.18,,136.41,4.54,22.57,0.2589,42.94,0.0492
2024-02-01,425018.0,7055298.8,0.71,10.33,0.24,6.73,0.0,5938384.4,394068.0,357734.0,6541528.8,,,9942.0,0.17,,11716.0,,0.04,10142.0,2495.0,,,0.17,9942.0,0.21,200.0,,6.71,,,,4.65,4.65,8086960.0,134243536.0,,137.17,4.66,22.27,0.2463,41.54,0.0501
2024-02-02,437073.0,7329714.21,0.73,10.71,0.24,6.93,0.0,6100691.22,406056.0,363786.0,6809559.12,,,,,,12067.0,,0.11,,6015.0,,,,,0.21,18003.0,6015.0,6.75,0.08,,,4.79,4.79,8073321.0,135389593.17,,134.46,4.78,21.88,0.2293,39.67,0.0515
2024-02-05,467336.0,7972752.16,0.78,11.54,0.26,7.51,0.0,6619331.18,426337.0,388003.0,7273309.22,,,21599.0,0.4,,,,0.09,24217.0,5932.0,,,0.4,21599.0,,4614.0,,7.17,,,,5.03,5.03,8053857.0,137398800.42,,136.03,5.0,21.04,0.2077,37.2,0.0551
2024-02-06,462706.0,7579124.28,0.77,11.4,0.26,7.34,0.0,6355489.14,421707.0,388003.0,6907560.66,,,7370.0,,,,,0.17,,12000.0,,,,7370.0,,,,7.18,,,,4.97,4.97,8059469.0,132014102.22,,136.18,5.01,21.59,0.2102,37.14,0.0546
2024-02-07,467422.0,7455380.9,0.78,11.37,0.26,7.27,0.0,6200068.05,441097.0,388719.0,7035497.15,,,19390.0,0.11,,,,,6716.0,,,,0.11,19390.0,,,6000.0,7.22,0.1,,,5.17,5.17,8090079.0,129036760.05,,131.69,5.2,21.81,0.2087,36.66,0.0548
2024-02-08,505509.0,7971876.93,0.84,12.02,0.28,7.81,0.0,6727955.1,470510.0,426630.0,7419942.7,,,28613.0,0.6,,,,0.02,37911.0,1175.0,,,0.6,28613.0,,1975.0,,7.5,,,,5.51,5.51,8064551.0,127177969.27,,128.16,5.53,21.0,0.2153,38.37,0.0592
2024-02-09,513497.0,8190277.15,0.85,12.02,0.29,7.92,0.0,6748779.95,457534.0,423121.0,7297667.3,,,11759.0,0.02,,,,0.41,1100.0,24735.0,,,0.02,11759.0,,,4609.0,7.22,0.08,,,5.37,5.37,8063898.0,128619173.1,,127.32,5.36,20.92,0.2156,38.27,0.0603
2024-02-12,509594.0,8265614.68,0.85,12.0,0.28,7.96,0.0,5924874.04,483850.0,365282.0,7848047.0,,,19696.0,0.42,,,,1.02,25732.0,65240.0,,,0.42,19696.0,,71860.0,83571.0,7.75,1.3,,,5.68,5.68,8037229.0,130363854.38,,128.72,5.68,17.99,0.1286,20.85,0.0598
2024-02-13,567126.0,9125057.34,0.94,13.35,0.32,8.93,0.0,6666006.55,468047.0,414295.0,7530876.23,,,178.0,0.13,,68311.0,,0.32,7465.0,20981.0,,,0.13,178.0,1.11,5000.0,26763.0,7.61,0.44,,,5.49,5.49,8049972.0,129524049.48,,130.85,5.49,18.58,0.1547,25.64,0.0666
2024-02-14,528940.0,8505355.2,0.88,12.47,0.3,8.2,0.0,6170442.72,486797.0,383734.0,7827695.76,,,29534.0,0.27,,,,0.19,17156.0,10784.0,,,0.27,29534.0,,,47717.0,7.84,0.83,,,5.72,5.72,8030616.0,129132305.28,,129.04,5.73,19.94,0.1593,27.5,0.0621
2024-02-15,517439.0,8589487.4,0.86,12.1,0.29,8.07,0.0,6323056.2,424995.0,380907.0,7054917.0,,,21113.0,0.56,,,,1.35,34238.0,82915.0,,,0.56,21113.0,,,37065.0,6.86,0.6,,,4.99,4.99,8091575.0,134320145.0,,130.5,5.0,23.28,0.1676,28.36,0.0608
2024-02-16,514616.0,8465433.2,0.85,11.9,0.29,8.12,0.0,6309035.6,434363.0,383528.0,7145271.35,,,7671.0,0.13,,,,0.04,6731.0,6903.0,,,0.13,7671.0,,8600.0,4110.0,7.19,0.06,,,5.1,5.1,8084373.0,132987935.85,,133.86,5.1,23.14,0.1686,28.5,0.0604
2024-02-19,540543.0,9162203.85,0.9,12.55,0.3,8.58,0.0,6767694.3,445506.0,399274.0,7551326.7,,,14140.0,0.25,,,,0.11,15746.0,5997.0,,,0.25,14140.0,,3000.0,,7.37,,,,5.23,5.23,8068450.0,136760227.5,,133.39,5.23,22.1,0.166,28.1,0.0635
2024-02-20,527661.0,9107428.86,0.88,12.04,0.29,8.52,0.0,6809190.82,434206.0,394507.0,7494395.56,,,,0.17,,,,0.1,8523.0,11300.0,,,0.17,,,,13290.0,7.38,0.18,,,5.15,5.15,7992375.0,137948392.5,,135.64,5.16,22.27,0.1722,29.0,0.0626
2024-02-21,497052.0,7947861.48,0.82,11.17,0.28,7.91,0.0,5898679.02,404362.0,368898.0,6465748.38,,,,,,,,0.48,,29844.0,,,,,,,25609.0,6.88,0.4,,,4.81,4.81,8010874.0,128093875.26,,136.37,4.8,24.06,0.1756,28.92,0.0591
2024-02-22,483356.0,7651525.48,0.8,10.58,0.27,7.41,0.0,5690425.93,392335.0,359471.0,6210663.05,,,11535.0,0.1,,,,0.45,9994.0,23562.0,,,0.1,11535.0,,,19421.0,6.26,0.31,,,4.66,4.66,8021123.0,126974377.09,,127.87,4.67,22.04,0.1732,29.41,0.0575
2024-02-23,486795.0,7667021.25,0.81,10.52,0.27,7.42,0.0,5763082.5,395774.0,365910.0,6233440.5,,,6537.0,0.14,,,,0.13,9062.0,7922.0,,,0.14,6537.0,,4824.0,2623.0,6.26,0.05,,,4.71,4.71,8010912.0,126171864.0,,126.55,4.71,23.14,0.1767,29.14,0.0579
2024-02-26,479151.0,7537045.23,0.8,10.58,0.27,7.27,0.0,5725075.07,400402.0,363959.0,6298323.46,,,19496.0,0.01,,,,0.24,1407.0,15200.0,,,0.01,19496.0,,332.0,3358.0,6.3,0.06,,,4.77,4.77,8002374.0,125877343.02,,125.78,4.77,23.59,0.1815,29.73,0.057
2024-02-27,480149.0,7423103.54,0.8,10.92,0.27,7.26,0.0,5677870.52,389128.0,367262.0,6015918.88,,,14910.0,0.22,,,,0.43,13440.0,26184.0,,,0.22,14910.0,,,10137.0,6.1,0.16,,,4.64,4.64,8005000.0,123757300.0,,125.58,4.63,22.5,0.1749,29.46,0.0572
2024-02-28,499534.0,7597912.14,0.83,11.5,0.28,7.46,0.0,5780758.23,401929.0,380063.0,6113340.09,,,12447.0,0.23,,,,0.01,16968.0,786.0,,,0.23,12447.0,,1140.0,4167.0,6.19,0.07,,,4.79,4.79,7995668.0,121614110.28,,123.3,4.78,22.91,0.184,30.94,0.0595
2024-02-29,494790.0,7590078.6,0.82,11.32,0.28,7.34,0.0,5764725.98,397185.0,375797.0,6092817.9,,,5450.0,0.03,,,,0.19,3008.0,10346.0,,,0.03,5450.0,,152.0,7274.0,6.05,0.12,,,4.73,4.73,8000548.0,122728406.32,,122.08,4.72,21.9,0.181,30.76,0.0589
2024-03-01,493663.0,7350642.07,0.82,11.17,0.28,7.27,0.0,5361606.09,407961.0,360081.0,6074539.29,,,28670.0,0.11,,,,0.25,8027.0,17894.0,,,0.11,28670.0,,,23743.0,6.21,0.37,,,4.85,4.85,8003999.0,119179545.11,,121.93,4.84,22.07,0.1731,28.33,0.0587
2024-03-04,431701.0,6276932.54,0.72,9.92,0.24,6.2,0.0,4316373.48,400910.0,296862.0,5829231.4,,,2397.0,0.02,,,,0.22,2574.0,9448.0,,,0.02,2397.0,,,65793.0,5.93,1.02,,,4.77,4.77,8005059.0,116393557.86,,118.49,4.77,16.64,0.1564,26.0,0.0514
2024-03-05,375072.0,5592323.52,0.62,8.79,0.21,5.35,0.0,4403116.83,347502.0,295313.0,5181254.82,,,10828.0,0.01,,,,0.92,2365.0,64236.0,,,0.01,10828.0,,,3914.0,5.07,0.06,,,4.13,4.13,8061938.0,120203495.58,,117.83,4.13,18.27,0.1712,30.35,0.0446
2024-03-06,358018.0,5488415.94,0.59,8.61,0.2,5.2,0.0,4574701.95,335892.0,298415.0,5149224.36,,,3780.0,0.08,,13016.0,,0.21,3780.0,15390.0,,,0.08,3780.0,0.21,,13694.0,5.02,0.2,,,3.99,3.99,8074715.0,123785380.95,,120.8,3.99,20.42,0.1811,31.22,0.0426
2024-03-07,349676.0,4766083.88,0.58,8.35,0.2,5.02,0.0,4136814.04,327550.0,303508.0,4464506.5,,,,0.05,,,,0.25,6154.0,14496.0,,,0.05,,,6154.0,1061.0,4.94,0.0,,,3.74,3.74,8431729.0,114924466.27,,126.42,3.76,21.46,0.1867,32.4,0.0399
2024-03-08,336252.0,4720978.08,0.56,7.69,0.19,4.68,0.0,4190869.8,316935.0,298495.0,4449767.4,,,37170.0,0.06,,,,0.91,3663.0,51448.0,,,0.06,37170.0,,3663.0,8676.0,4.35,0.22,,,3.56,3.56,8597467.0,120708436.68,,117.73,3.57,18.57,0.1927,34.65,0.0377
2024-03-11,383320.0,5251484.0,0.64,9.42,0.21,5.31,0.0,5035996.7,365388.0,367591.0,5005815.6,,,11170.0,0.96,,,,0.02,69096.0,1385.0,,,0.96,11170.0,,38668.0,,5.12,,,,4.1,4.1,8536033.0,116943652.1,,119.54,4.11,30.23,0.235,34.38,0.0431
2024-03-12,370753.0,5108976.34,0.62,9.27,0.21,5.07,0.0,4925261.38,359651.0,357421.0,4955990.78,,,400.0,0.0,,,,0.32,2792.0,19728.0,,,0.0,400.0,,13591.0,12962.0,4.92,0.19,,,3.96,3.96,8715642.0,120101546.76,,119.52,3.96,31.67,0.2531,35.97,0.0409
2024-03-13,372576.0,5063307.84,0.62,9.4,0.21,5.08,0.0,4882125.96,354644.0,359244.0,4819611.96,,,,0.05,,,,0.06,3480.0,5007.0,,,0.05,,,,1657.0,4.87,0.02,,,3.92,3.92,8688185.0,118072434.15,,119.22,3.92,31.51,0.2486,35.5,0.0412
2024-03-14,365598.0,4869765.36,0.61,9.46,0.2,4.95,0.0,4692183.12,347666.0,352266.0,4630911.12,,,7306.0,0.0,,,,0.22,19.0,14284.0,,,0.0,7306.0,,,6997.0,4.72,0.11,,,3.81,3.81,8769343.0,116807648.76,,119.2,3.81,32.46,0.26,36.26,0.0401
2024-03-15,360269.0,4885247.64,0.6,9.53,0.2,4.84,0.0,4704465.72,342337.0,346937.0,4642089.72,,,,,,,,0.08,,5329.0,,,,,,,5329.0,4.57,0.1,,,3.74,3.74,8813181.0,119506734.36,,117.68,3.74,33.09,0.2575,35.14,0.0394
2024-03-18,361258.0,4804731.4,0.6,9.09,0.2,4.88,0.0,4627415.8,343326.0,347926.0,4566235.8,,,5260.0,0.04,,,,0.06,1201.0,4271.0,,,0.04,5260.0,,,212.0,4.64,0.0,,,3.75,3.75,8811708.0,117195716.4,,119.27,3.75,32.92,0.2599,35.74,0.0395
2024-03-19,377277.0,4949874.24,0.63,9.47,0.21,5.05,0.0,4774958.4,359345.0,363945.0,4714606.4,,,10511.0,0.2,,,,,16072.0,,,,0.2,10511.0,,5508.0,53.0,4.79,0.0,,,3.92,3.92,8814079.0,115640716.48,,117.1,3.93,31.72,0.2705,38.52,0.0411
2024-03-20,374892.0,4899838.44,0.62,9.33,0.21,4.91,0.0,4622153.22,356960.0,353646.0,4665467.2,,,,0.01,,,,0.26,4606.0,17631.0,,,0.01,,,15246.0,14905.0,4.67,0.24,,,3.88,3.88,8838119.0,115514215.33,,115.48,3.89,27.69,0.258,39.8,0.0408
2024-03-21,380946.0,5093248.02,0.63,9.52,0.21,5.0,0.0,4816221.62,364330.0,360226.0,4871092.1,,,400.0,0.1,,,,,7896.0,,,,0.1,400.0,,6970.0,1316.0,4.77,0.03,,,3.95,3.95,8851909.0,118350023.33,,115.81,3.95,27.08,0.2462,38.57,0.0413
2024-03-22,375672.0,5003951.04,0.62,9.42,0.21,4.99,0.0,4826368.8,357740.0,362340.0,4765096.8,,,,0.06,,,,0.07,3870.0,6590.0,,,0.06,,,,1756.0,4.78,0.0,,,3.89,3.89,8845952.0,117828080.64,,118.51,3.88,27.12,0.2499,39.07,0.0408
2024-03-25,373896.0,4976555.76,0.62,9.36,0.21,4.97,0.0,4799106.84,355964.0,360564.0,4737880.84,,,,,,,,0.02,,1776.0,,,,,,,1776.0,4.76,0.02,,,3.91,3.91,8758551.0,116576313.81,,116.51,3.92,27.25,0.2512,39.15,0.041
2024-03-26,371370.0,4864947.0,0.62,9.21,0.21,4.91,0.0,4690297.8,353438.0,358038.0,4630037.8,,,,,,,,0.03,,2526.0,,,,,,,2526.0,4.7,0.04,,,3.88,3.88,8761741.0,114778807.1,,116.56,3.88,27.56,0.2521,39.08,0.0407
2024-03-27,374458.0,4969057.66,0.62,9.4,0.21,4.93,0.0,4690945.0,356526.0,353500.0,4731100.02,,,6146.0,,,,,0.04,,3058.0,,,,6146.0,,,4538.0,4.68,0.09,,,3.91,3.91,8756198.0,116194747.46,,114.79,3.91,27.53,0.2421,37.64,0.0411
2024-03-28,379931.0,5106272.64,0.63,9.73,0.21,5.05,0.0,4824597.12,354373.0,358973.0,4762773.12,,,,0.11,,,,0.03,7626.0,2153.0,,,0.11,,,,2153.0,4.71,0.01,,,3.91,3.91,8709562.0,117056513.28,,115.84,3.9,26.9,0.2324,36.57,0.0419
2024-03-29,379931.0,5106272.64,0.63,9.85,0.21,5.07,0.0,4824597.12,354373.0,358973.0,4762773.12,,,,,,,,,,,,,,,,,,4.76,,,,3.88,3.88,8784737.0,118066865.28,,117.94,3.88,26.78,0.2332,36.79,0.0416
2024-04-01,379931.0,5106272.64,0.63,9.85,0.21,5.08,0.0,4824597.12,354373.0,358973.0,4762773.12,,,,,,,,,,,,,,,,,,4.77,,,,3.86,3.86,8820221.0,118543770.24,,118.96,3.86,26.7,0.2323,36.71,0.0414
2024-04-02,379026.0,4987982.16,0.63,9.82,0.21,5.05,0.0,4712174.88,353468.0,358068.0,4651638.88,,,,,,,,0.01,,905.0,,,,,,,905.0,4.74,0.01,,,3.86,3.86,8800262.0,115811447.92,,117.96,3.87,26.86,0.2333,36.79,0.0414
2024-04-03,374849.0,5037970.56,0.62,9.65,0.21,4.95,0.0,4756295.04,349291.0,353891.0,4694471.04,,,173.0,0.09,,,,0.14,5839.0,10016.0,,,0.09,173.0,,5666.0,10016.0,4.59,0.17,,,3.79,3.79,8861412.0,119097377.28,,116.23,3.8,27.4,0.2211,33.95,0.0407
2024-04-04,372259.0,5018051.32,0.62,9.7,0.21,4.97,0.0,4625742.88,338556.0,343156.0,4563734.88,,,,,,,,0.13,,10735.0,,,,,,,10735.0,4.54,0.11,,,3.67,3.67,8888742.0,119820242.16,,119.37,3.67,27.27,0.2189,33.66,0.0403
2024-04-05,332568.0,4363292.16,0.55,8.81,0.19,4.4,0.0,4154238.08,312034.0,316634.0,4093886.08,,,,,,,,0.35,,26522.0,,,,,,,26522.0,4.19,0.36,,,3.37,3.37,8948448.0,117403637.76,,120.65,3.36,30.89,0.251,35.6,0.0359
2024-04-08,331824.0,4326984.96,0.55,9.14,0.19,4.34,0.0,4119205.6,311290.0,315890.0,4059221.6,,,,0.03,,,,0.04,2339.0,3083.0,,,0.03,,,2339.0,3083.0,4.09,0.06,,,3.34,3.34,9006474.0,117444420.96,,117.85,3.35,31.31,0.2475,34.61,0.0356
2024-04-09,336313.0,4439331.6,0.56,9.38,0.19,4.41,0.0,4229002.8,315779.0,320379.0,4168282.8,,,7039.0,0.1,,,,0.14,7039.0,10289.0,,,0.1,7039.0,,7739.0,2550.0,4.13,0.04,,,3.39,3.39,9003085.0,118840722.0,,117.41,3.4,30.86,0.2379,33.22,0.0361
2024-04-10,352848.0,4594080.96,0.59,9.94,0.2,4.64,0.0,4277473.62,332314.0,328531.0,4326728.28,,,14474.0,0.2,,,,0.08,14474.0,6322.0,,,0.2,14474.0,,8383.0,6322.0,4.4,0.08,,,3.57,3.57,8988975.0,117036454.5,,119.46,3.55,29.23,0.2056,29.65,0.0379
2024-04-11,357542.0,4705252.72,0.59,10.05,0.2,4.68,0.0,4395847.96,329431.0,334031.0,4335311.96,,,,,,7577.0,,0.04,,2883.0,,,,,0.1,,2077.0,4.29,0.04,,,3.53,3.53,8993227.0,118350867.32,,117.35,3.53,28.55,0.1987,29.06,0.0384
2024-04-12,352920.0,4630310.4,0.59,9.91,0.2,4.64,0.0,4321846.08,324809.0,329409.0,4261494.08,,,,,,,,0.06,,4622.0,,,,,,,4622.0,4.29,0.05,,,3.48,3.48,8997849.0,118051778.88,,118.87,3.48,27.67,0.196,29.3,0.0379
2024-04-15,347775.0,4458475.5,0.58,9.95,0.19,4.55,0.0,4157064.48,319664.0,324264.0,4098092.48,,,1137.0,,,,,0.09,,6282.0,,,,1137.0,,,5145.0,4.2,0.07,,,3.43,3.43,9000622.0,115387974.04,,118.06,3.43,26.64,0.1948,29.98,0.0373
2024-04-16,348346.0,4326457.32,0.58,10.12,0.19,4.48,0.0,4034450.7,320235.0,324835.0,3977318.7,,,,0.0,,,,0.12,571.0,7258.0,,,0.0,,,7829.0,,4.1,,,,3.44,3.44,9000181.0,111782248.02,,115.32,3.43,26.67,0.1968,30.42,0.0374
2024-04-17,349926.0,4318086.84,0.58,10.33,0.2,4.41,0.0,4027961.1,321815.0,326415.0,3971197.1,,,8076.0,0.0,,,,0.11,1580.0,6496.0,,,0.0,8076.0,,,,3.99,,,,3.45,3.45,8999192.0,111050029.28,,111.45,3.46,26.69,0.1988,30.78,0.0375
2024-04-18,351252.0,4327424.64,0.58,10.54,0.2,4.41,0.0,4037769.12,323141.0,327741.0,3981097.12,,,6881.0,0.0,,,,0.07,1326.0,5555.0,,,0.0,6881.0,,,,3.99,,,,3.47,3.47,8999123.0,110869195.36,,111.0,3.47,26.76,0.1992,30.82,0.0377
2024-04-19,354554.0,4325558.8,0.59,10.83,0.2,4.42,0.0,4038724.6,326443.0,331043.0,3982604.6,,,3302.0,0.03,,,,,3302.0,,,,0.03,3302.0,,,,4.01,,,,3.5,3.5,8995821.0,109749016.2,,110.77,3.49,27.41,0.2004,30.54,0.038
2024-04-22,356526.0,4470836.04,0.59,11.08,0.2,4.45,0.0,4176008.1,328415.0,333015.0,4118324.1,,,,0.02,,,,0.07,1972.0,5360.0,,,0.02,,,7332.0,,4.01,,,,3.52,3.52,8995378.0,112802040.12,,109.95,3.51,27.68,0.2005,30.27,0.0382
2024-04-23,335987.0,4246875.68,0.56,11.45,0.19,4.24,0.0,3941682.88,307242.0,311842.0,3883538.88,,,2274.0,0.14,,,,0.35,9143.0,31955.0,,,0.14,2274.0,,8508.0,30316.0,3.84,0.39,,,3.3,3.3,9014973.0,113949258.72,,112.67,3.3,30.09,0.2247,31.93,0.036
2024-04-24,335863.0,4252025.58,0.56,11.91,0.19,4.29,0.0,3946349.88,307118.0,311718.0,3888113.88,,,,,,,,0.0,,124.0,,,,,,,124.0,3.89,0.0,,,3.29,3.29,9015209.0,114132545.94,,113.95,3.3,30.44,0.2248,31.65,0.036
2024-04-25,334900.0,4105874.0,0.56,12.17,0.19,4.24,0.0,3788634.24,311932.0,309024.0,3824286.32,,,5703.0,0.04,,1731.0,,0.02,3083.0,1041.0,,,0.04,5703.0,0.02,152.0,7508.0,3.93,0.1,,,3.35,3.35,9010107.0,110463911.82,,113.57,3.35,31.58,0.2329,31.99,0.0359
2024-04-26,332422.0,4135329.68,0.55,12.21,0.19,4.16,0.0,3834070.2,303605.0,308205.0,3776846.2,,,8126.0,0.0,,,,0.21,840.0,16453.0,,,0.0,8126.0,,,1659.0,3.73,0.02,,,3.26,3.26,9015845.0,112157111.8,,110.82,3.26,31.55,0.238,32.68,0.0357
2024-04-29,336401.0,4272292.7,0.56,12.35,0.19,4.26,0.0,3965651.2,307656.0,312256.0,3907231.2,,,4123.0,0.08,,,,0.0,4123.0,72.0,,,0.08,4123.0,,,72.0,3.84,0.0,,,3.3,3.3,9011057.0,114440423.9,,111.92,3.32,31.4,0.2356,32.03,0.0361
2024-04-30,339763.0,4077156.0,0.56,12.44,0.19,4.32,0.0,3787092.0,310991.0,315591.0,3731892.0,,,7912.0,0.07,,27.0,,0.06,3308.0,4604.0,,,0.07,7912.0,0.0,27.0,,3.9,,,,3.34,3.34,9007396.0,108088752.0,,114.44,3.29,31.54,0.2382,32.67,0.0365
2024-05-01,339763.0,4077156.0,0.56,13.27,0.19,4.18,0.0,3787092.0,310991.0,315591.0,3731892.0,,,,,,,,,,,,,,,,,,3.73,,,,3.34,3.34,9005577.0,108066924.0,,107.94,3.34,31.75,0.2393,32.56,0.0365
2024-05-02,330234.0,3989226.72,0.55,12.89,0.18,4.07,0.0,3697555.12,305837.0,306089.0,3694510.96,,,,0.05,,,,0.11,4133.0,9287.0,,,0.05,,,4133.0,13635.0,3.67,0.17,,,3.28,3.28,9011130.0,108854450.4,,107.92,3.29,28.45,0.2278,33.47,0.0354
2024-05-03,334738.0,4110582.64,0.56,13.08,0.19,4.14,0.0,3814082.04,305993.0,310593.0,3757594.04,,,3980.0,0.06,,,,0.05,4504.0,3824.0,,,0.06,3980.0,,,,3.7,,,,3.28,3.28,9011829.0,110665260.12,,108.48,3.3,29.49,0.2291,32.81,0.0359
2024-05-06,341011.0,4194435.3,0.57,13.97,0.19,4.26,0.0,3905250.0,312900.0,317500.0,3848670.0,,,12508.0,0.13,,,,0.07,9195.0,5601.0,,,0.13,12508.0,,,2288.0,3.84,0.03,,,3.36,3.36,9000326.0,110704009.8,,110.52,3.36,31.88,0.2363,31.9,0.0366
2024-05-07,343636.0,4295450.0,0.57,14.44,0.19,4.3,0.0,4001562.5,315525.0,320125.0,3944062.5,,,,0.06,,,,0.05,4867.0,4707.0,,,0.06,,,7332.0,2242.0,3.88,0.03,,,3.39,3.39,8995936.0,112449200.0,,110.94,3.38,31.49,0.2408,32.97,0.0369
2024-05-08,348103.0,4379135.74,0.59,14.93,0.19,4.39,0.0,4083367.36,319992.0,324592.0,4025499.36,,,10454.0,0.07,,485.0,,0.08,3982.0,6472.0,,,0.07,10454.0,0.01,485.0,,4.0,,,,3.44,3.44,8989971.0,113093835.18,,112.63,3.43,30.8,0.2419,33.9,0.0374
2024-05-09,354602.0,4560181.72,0.6,15.27,0.2,4.5,0.0,4257830.26,326491.0,331091.0,4198674.26,,,6442.0,0.09,,,,,6499.0,,,,0.09,6442.0,,57.0,,4.12,,,,3.51,3.51,8982226.0,115511426.36,,112.85,3.52,30.0,0.2394,34.32,0.0381
2024-05-10,353942.0,4679113.24,0.6,15.44,0.2,4.58,0.0,4361886.12,325831.0,329946.0,4307485.82,,,636.0,0.07,,,,0.01,2632.0,1296.0,,,0.07,636.0,,,3777.0,4.18,0.05,,,3.5,3.5,8981854.0,118740109.88,,115.55,3.49,29.57,0.2447,35.36,0.038
2024-05-13,352770.0,4670674.8,0.59,15.4,0.2,4.63,0.0,4359389.16,324659.0,329259.0,4298485.16,,,4387.0,,,,,0.07,,5559.0,,,,4387.0,,,687.0,4.29,0.0,,,3.47,3.47,9033567.0,119604427.08,,119.21,3.47,29.26,0.2448,35.64,0.0377
2024-05-14,306436.0,4185915.76,0.52,13.58,0.17,4.05,0.0,3845535.88,276918.0,281518.0,3782699.88,,,,,,1407.0,,0.65,,49148.0,,,,,0.02,1407.0,49148.0,3.67,0.64,,,2.95,2.95,9096721.0,124261208.86,,120.53,2.96,24.67,0.2175,33.55,0.0327
2024-05-15,309134.0,4204222.4,0.52,13.59,0.17,4.13,0.0,3865337.6,279616.0,284216.0,3802777.6,,,,0.06,,,,0.05,2698.0,5003.0,,,0.06,,,7701.0,,3.81,,,,2.98,2.98,9093929.0,123677434.4,,123.63,2.99,25.57,0.2169,32.94,0.033
2024-05-16,308721.0,4093640.46,0.52,13.54,0.17,4.11,0.0,3765813.48,279398.0,283998.0,3704817.48,,,,,,,,0.0,,218.0,,,,,,,218.0,3.79,0.0,,,2.98,2.98,9093778.0,120583496.28,,123.37,2.98,25.61,0.2172,33.08,0.0329
2024-05-17,307229.0,4049278.22,0.52,13.32,0.17,4.05,0.0,3723429.08,277906.0,282506.0,3662801.08,,,7436.0,0.06,,,,0.12,5768.0,8928.0,,,0.06,7436.0,,,7260.0,3.69,0.1,,,2.97,2.97,9092979.0,119845463.22,,120.51,2.97,27.57,0.228,33.62,0.0328
