,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-02,217205.0,2628180.5,0.36,8.47,0.12,2.66,0.0,2463100.2,214960.0,203562.0,2601016.0,,,11100.0,0.06,,,,0.4,4811.0,32822.0,,,0.06,11100.0,,,6841.0,2.64,0.09,,,2.49,2.49,8425156.0,101944387.6,,103.42,2.49,10.72,0.45,64.89,0.0251
2023-10-03,187212.0,2166042.84,0.31,7.48,0.1,2.24,0.0,2089021.35,185944.0,180555.0,2151372.08,,,,,,,,0.36,,29016.0,,,,,,,23007.0,2.24,0.3,,,2.15,2.15,8446168.0,97722163.76,,101.5,2.16,12.17,0.4405,63.75,0.0217
2023-10-04,181561.0,2097029.55,0.3,7.64,0.1,2.11,0.0,1581737.85,174509.0,136947.0,2015578.95,,,18708.0,,,,,0.61,,49638.0,,,,18708.0,,19495.0,43608.0,2.02,0.57,,,2.03,2.03,8418962.0,97239011.1,,97.28,2.03,19.11,0.2843,45.85,0.0211
2023-10-05,161159.0,1872667.58,0.27,6.87,0.09,1.87,0.0,1466734.5,154939.0,126225.0,1800391.18,,,5186.0,,,5186.0,,0.29,,24756.0,,,,5186.0,0.06,,15908.0,1.78,0.19,,,1.81,1.81,8403226.0,97645486.12,,96.94,1.81,21.45,0.2319,37.19,0.0188
2023-10-06,154077.0,1810404.75,0.26,6.51,0.09,1.8,0.0,1398755.25,147757.0,119043.0,1736144.75,,,8244.0,0.09,,100.0,,0.18,8244.0,15526.0,,,0.09,8244.0,0.0,100.0,15526.0,1.71,0.18,,,1.74,1.74,8338783.0,97980700.25,,96.81,1.73,22.43,0.1923,28.9,0.0182
2023-10-09,145067.0,1675523.85,0.24,6.25,0.08,1.7,0.0,1302031.5,138747.0,112730.0,1602527.85,,,8193.0,,,628.0,,0.2,,17983.0,,,,8193.0,0.01,780.0,6941.0,1.64,0.07,,,1.63,1.63,8347996.0,96419353.8,,97.72,1.65,22.23,0.1824,26.22,0.0171
2023-10-10,147853.0,1726923.04,0.25,6.35,0.08,1.72,0.0,1340396.8,141633.0,114760.0,1654273.44,,,,0.02,,,,0.05,2030.0,4356.0,,,0.02,,,7242.0,,1.64,,,,1.65,1.65,8454070.0,98743537.6,,97.63,1.65,22.05,0.1771,25.41,0.0172
2023-10-11,148182.0,1718911.2,0.25,6.25,0.08,1.74,0.0,1335426.8,141962.0,115123.0,1646759.2,,,8208.0,,,8208.0,,0.1,,7879.0,,,,8208.0,0.1,,7845.0,1.66,0.09,,,1.65,1.65,8482515.0,98397174.0,,98.86,1.65,20.62,0.1571,22.17,0.0172
2023-10-12,176244.0,2044430.4,0.29,7.32,0.1,2.07,0.0,1501631.6,156494.0,129451.0,1815330.4,,,204.0,0.19,,,,0.02,16358.0,2030.0,,,0.19,204.0,,16358.0,2030.0,1.83,0.02,,,1.82,1.82,8461128.0,98149084.8,,98.54,1.82,18.73,0.1682,26.37,0.0205
2023-10-13,149384.0,1685051.52,0.25,6.24,0.08,1.73,0.0,1308716.88,143064.0,116021.0,1613761.92,,,,,,,,0.16,,13430.0,,,,,,,13430.0,1.65,0.15,,,1.66,1.66,8450299.0,95319372.72,,97.72,1.66,22.23,0.2034,31.48,0.0174
2023-10-16,147053.0,1691109.5,0.25,6.18,0.08,1.68,0.0,1296084.5,144051.0,112703.0,1656586.5,,,2018.0,,,,,0.05,,4028.0,,,,2018.0,,2997.0,3318.0,1.62,0.05,,,1.68,1.68,8449312.0,97167088.0,,95.55,1.67,22.88,0.1982,29.35,0.0171
2023-10-17,119692.0,1330975.04,0.2,4.95,0.07,1.36,0.0,949003.04,113647.0,85342.0,1263754.64,,,,,,,,0.35,,30404.0,,,,,,,27361.0,1.3,0.32,,,1.32,1.32,8483817.0,94340045.04,,96.87,1.32,28.9,0.2335,30.45,0.0139
2023-10-18,111654.0,1229310.54,0.19,4.62,0.06,1.24,0.0,692396.88,105434.0,62888.0,1160828.34,,,,,,391.0,,0.17,,14812.0,,,,,0.0,6599.0,22845.0,1.18,0.27,,,1.23,1.23,8479866.0,93363324.66,,94.43,1.23,20.21,0.2381,36.51,0.013
2023-10-19,96548.0,1034029.08,0.16,3.97,0.05,1.05,0.0,673305.57,90328.0,62867.0,967412.88,,,,,,,,0.17,,15106.0,,,,,,,21.0,0.99,0.0,,,1.05,1.05,8479695.0,90817533.45,,92.89,1.05,23.24,0.2565,35.21,0.0113
2023-10-20,96873.0,1017166.5,0.16,3.96,0.05,1.03,0.0,656218.5,90653.0,62497.0,951856.5,,,3499.0,,,,,0.04,,3326.0,,,,3499.0,,152.0,370.0,0.97,0.0,,,1.06,1.06,8478255.0,89021677.5,,90.67,1.06,23.23,0.2597,35.73,0.0113
2023-10-23,75288.0,801064.32,0.13,3.03,0.04,0.79,0.0,435303.68,69068.0,40912.0,734883.52,,,,,,,,0.23,,21585.0,,,,,,,21585.0,0.72,0.23,,,0.8,0.8,8518546.0,90637329.44,,89.78,0.8,30.56,0.345,45.19,0.0088
2023-10-24,75288.0,807087.36,0.13,2.99,0.04,0.81,0.0,438576.64,69068.0,40912.0,740408.96,,,,,,,,,,,,,,,,,,0.74,,,,0.81,0.81,8485224.0,90961601.28,,90.85,0.81,30.25,0.3465,45.61,0.0088
2023-10-25,82633.0,851946.23,0.14,3.2,0.05,0.87,0.0,426875.24,76413.0,41404.0,787818.03,,,2111.0,,,492.0,,0.05,,5015.0,,,,2111.0,0.01,10249.0,,0.82,,,,0.9,0.9,8448264.0,87101601.84,,90.31,0.9,27.04,0.3669,50.61,0.0097
2023-10-26,82141.0,877265.88,0.14,3.13,0.05,0.86,0.0,436940.16,75921.0,40912.0,810836.28,,,,,,,,0.01,,492.0,,,,,,,492.0,0.79,0.01,,,0.89,0.89,8447895.0,90223518.6,,88.23,0.88,28.1,0.3652,49.61,0.0096
2023-10-27,80165.0,872996.85,0.13,3.07,0.04,0.87,0.0,445531.68,73945.0,40912.0,805261.05,,,,,,,,0.02,,1976.0,,,,,,,,0.79,,,,0.86,0.86,8530569.0,92897896.41,,91.63,0.86,28.61,0.3599,48.59,0.0093
2023-10-30,75887.0,839310.22,0.13,3.12,0.04,0.83,0.0,393536.92,69667.0,35582.0,770517.02,,,10513.0,0.01,,,,0.16,318.0,15467.0,,,0.01,10513.0,,676.0,5648.0,0.76,0.06,,,0.8,0.8,8620316.0,95340694.96,,94.22,0.8,30.66,0.3834,51.88,0.0087
2023-10-31,75866.0,852733.84,0.13,3.14,0.04,0.85,0.0,407303.88,69646.0,36237.0,782821.04,,,,,,655.0,,0.0,,21.0,,,,,0.01,,,0.77,,,,0.79,0.79,8707413.0,97871322.12,,96.94,0.79,30.59,0.3842,52.02,0.0086
2023-11-01,71646.0,803151.66,0.12,3.09,0.04,0.8,0.0,358910.57,69646.0,32017.0,780731.66,,,,,,,,,,,,,,,,,4220.0,0.78,0.05,,,0.81,0.81,8580832.0,96191126.72,,96.38,0.81,32.13,0.4185,55.39,0.0083
2023-11-02,71646.0,852587.4,0.12,3.15,0.04,0.83,0.0,381002.3,69646.0,32017.0,828787.4,,,,,,,,,,,,,,,,,,0.78,,,,0.8,0.8,8588712.0,102205672.8,,97.01,0.8,33.18,0.4123,54.15,0.0083
2023-11-03,71646.0,857602.62,0.12,3.09,0.04,0.85,0.0,383243.49,69646.0,32017.0,833662.62,,,,,,,,,,,,,,,,,,0.82,,,,0.8,0.8,8594955.0,102881611.35,,101.87,0.8,32.45,0.4168,55.03,0.0083
2023-11-06,71646.0,830377.14,0.12,3.15,0.04,0.84,0.0,371077.03,69646.0,32017.0,807197.14,,,,,,,,,,,,,,,,,,0.83,,,,0.8,0.8,8610507.0,99795776.13,,102.54,0.8,31.72,0.4213,55.89,0.0083
2023-11-07,63468.0,745114.32,0.11,2.81,0.04,0.74,0.0,302070.2,61468.0,25730.0,721634.32,,,,,,,,0.1,,8178.0,,,,,,,6287.0,0.72,0.07,,,0.71,0.71,8630272.0,101319393.28,,100.48,0.71,36.52,0.4865,59.33,0.0073
2023-11-08,63468.0,684819.72,0.11,2.8,0.04,0.71,0.0,277626.7,61468.0,25730.0,663239.72,,,4710.0,,,,,0.07,,6275.0,,,,4710.0,,1565.0,,0.71,,,,0.73,0.73,8391647.0,90545871.13,,96.96,0.73,34.88,0.4913,60.7,0.0075
2023-11-09,73505.0,823256.0,0.12,2.51,0.04,0.81,0.0,288176.0,71505.0,25730.0,800856.0,,,13889.0,,,,,0.13,,10722.0,,,,13889.0,,6870.0,,0.78,,,,0.86,0.86,8238792.0,92274470.4,,89.68,0.86,31.93,0.5176,64.41,0.0088
2023-11-10,97878.0,1101127.5,0.16,3.31,0.05,1.1,0.0,448177.5,86949.0,39838.0,978176.25,,,10184.0,,,14108.0,,0.16,,14762.0,,,,10184.0,0.16,20022.0,,0.97,,,,1.05,1.05,8205677.0,92313866.25,,92.1,1.05,23.62,0.343,50.06,0.0118
2023-11-13,97462.0,1048690.98,0.16,3.23,0.05,1.1,0.0,482456.81,85533.0,44838.0,920334.95,,,1000.0,0.05,,1000.0,,0.03,4000.0,2416.0,,,0.05,1000.0,0.01,,,0.96,,,,0.91,0.91,9299034.0,100057592.08,,104.21,0.91,23.36,0.2974,44.8,0.0104
2023-11-14,95423.0,1106906.8,0.16,3.14,0.05,1.06,0.0,520120.8,83494.0,44838.0,968530.4,,,,,,,,0.03,,2039.0,,,,,,,,0.91,,,,0.89,0.89,9309246.0,107987253.6,,102.97,0.88,25.21,0.2889,42.74,0.0102
2023-11-15,95423.0,1116449.1,0.16,2.93,0.05,1.11,0.0,516941.1,83494.0,44183.0,976879.8,,,,,,,,,,,,,,,,,655.0,0.97,0.01,,,0.88,0.88,9356323.0,109468979.1,,108.64,0.89,24.24,0.2911,43.47,0.0101
2023-11-16,90297.0,1028482.83,0.15,2.73,0.05,1.05,0.0,452319.68,83547.0,39712.0,951600.33,,,53.0,,,708.0,,,,,,,,53.0,0.01,,5179.0,0.98,0.06,,,0.88,0.88,9387213.0,106920356.07,,109.44,0.89,24.96,0.3184,46.27,0.0095
2023-11-17,91339.0,1080540.37,0.15,2.74,0.05,1.05,0.0,531060.53,79410.0,44891.0,939420.3,,,,0.06,,,,0.05,5179.0,4137.0,,,0.06,,,,,0.9,,,,0.84,0.84,9395062.0,111143583.46,,107.48,0.83,25.93,0.2778,40.45,0.0096
2023-11-20,106345.0,1250617.2,0.18,3.11,0.06,1.25,0.0,598419.36,89148.0,50886.0,1048380.48,,,11258.0,0.01,,5268.0,,0.05,727.0,4405.0,,,0.01,11258.0,0.06,2885.0,,1.05,,,,0.94,0.94,9387294.0,110394577.44,,110.65,0.94,21.64,0.2419,38.75,0.0112
2023-11-21,106598.0,1241866.7,0.18,3.16,0.06,1.26,0.0,657141.55,94669.0,56407.0,1102893.85,,,,0.03,,2650.0,,0.15,2871.0,12429.0,,,0.03,,0.03,17950.0,,1.12,,,,1.0,1.0,9397359.0,109479232.35,,110.49,1.0,21.96,0.2393,38.67,0.0112
2023-11-22,102050.0,1193985.0,0.17,3.03,0.06,1.2,0.0,619830.9,89466.0,52977.0,1046752.2,,,,,,,,0.06,,5203.0,,,,,,,3430.0,1.04,0.04,,,0.94,0.94,9400772.0,109989032.4,,109.83,0.94,23.14,0.2455,38.5,0.0108
2023-11-23,105220.0,1202664.6,0.17,3.17,0.06,1.23,0.0,605527.11,92636.0,52977.0,1058829.48,,,3170.0,,,,,,,,,,,3170.0,,,,1.08,,,,0.98,0.98,9396775.0,107405138.25,,109.25,0.98,22.05,0.2544,40.51,0.0111
2023-11-24,110602.0,1281877.18,0.18,3.41,0.06,1.28,0.0,692942.92,98018.0,59788.0,1136028.62,,,2479.0,,,6811.0,,0.05,,3908.0,,,,2479.0,0.08,6811.0,,1.12,,,,1.03,1.03,9390465.0,108835489.35,,107.46,1.03,21.57,0.2233,36.85,0.0117
2023-11-27,125334.0,1466407.8,0.21,3.88,0.07,1.46,0.0,772855.2,107210.0,66056.0,1254357.0,,,5380.0,0.07,,253.0,,0.07,6015.0,5838.0,,,0.07,5380.0,0.0,9650.0,,1.24,,,,1.13,1.13,9381273.0,109760894.1,,108.83,1.13,18.98,0.198,33.42,0.0132
2023-11-28,111618.0,1308162.96,0.19,3.5,0.06,1.31,0.0,686276.32,99034.0,58556.0,1160678.48,,,,,,,,0.19,,16205.0,,,,,,8029.0,7500.0,1.15,0.09,,,1.04,1.04,9412919.0,110319410.68,,109.83,1.04,21.26,0.2407,38.76,0.0117
2023-11-29,123504.0,1494398.4,0.2,3.84,0.07,1.47,0.0,768108.0,105743.0,63480.0,1279490.3,,,7213.0,,,5177.0,,0.08,,6660.0,,,,7213.0,0.06,6156.0,253.0,1.24,0.0,,,1.11,1.11,9408167.0,113838820.7,,110.91,1.11,19.57,0.2095,36.18,0.013
2023-11-30,125503.0,1499760.85,0.21,3.74,0.07,1.52,0.0,783692.95,107742.0,65581.0,1287516.9,,,,,,2101.0,,0.0,,102.0,,,,,0.02,2101.0,,1.31,,,,1.13,1.13,9405002.0,112389773.9,,113.84,1.14,18.65,0.206,36.25,0.0132
2023-12-01,125600.0,1538600.0,0.21,3.67,0.07,1.52,0.0,780594.5,109698.0,63722.0,1343800.5,,,1956.0,,,,,,,,,,,1956.0,,,1859.0,1.31,0.02,,,1.12,1.12,9702264.0,118852734.0,,116.57,1.11,19.13,0.2138,37.17,0.0128
2023-12-04,125921.0,1548828.3,0.21,3.69,0.07,1.55,0.0,780804.0,108160.0,63480.0,1330368.0,,,,,,,,0.02,,1538.0,,,,,,,242.0,1.33,0.0,,,1.1,1.1,9710911.0,119444205.3,,119.01,1.1,18.84,0.2057,36.16,0.0128
2023-12-05,124976.0,1542203.84,0.21,3.68,0.07,1.54,0.0,783343.2,107215.0,63480.0,1323033.1,,,5013.0,,,,,0.07,,5958.0,,,,5013.0,,,,1.32,,,,1.09,1.09,9711480.0,119839663.2,,119.59,1.09,18.95,0.2151,37.37,0.0127
2023-12-06,125755.0,1597088.5,0.21,3.77,0.07,1.57,0.0,806196.0,107994.0,63480.0,1371523.8,,,3810.0,,,,,0.04,,3031.0,,,,3810.0,,,,1.34,,,,1.1,1.1,9710270.0,123320429.0,,120.61,1.1,19.15,0.2162,37.51,0.0128
2023-12-07,125571.0,1545779.01,0.21,3.82,0.07,1.57,0.0,783260.68,108465.0,63628.0,1335204.15,,,703.0,0.0,,,,0.04,148.0,3302.0,,,0.0,703.0,,3070.0,,1.37,,,,1.23,1.23,8744001.0,107638652.31,,110.45,1.23,18.55,0.2208,38.36,0.0142
2023-12-08,126610.0,1544642.0,0.21,3.88,0.07,1.55,0.0,786582.8,114229.0,64474.0,1393593.8,,,2000.0,0.01,,,,0.1,846.0,7974.0,,,0.01,2000.0,,11738.0,,1.41,,,,1.31,1.31,8585868.0,104747589.6,,105.57,1.31,18.58,0.2173,37.97,0.0146
2023-12-11,131187.0,1578179.61,0.22,3.98,0.07,1.6,0.0,830683.53,114081.0,69051.0,1372394.43,,,,0.06,,,,0.0,4725.0,148.0,,,0.06,,,,148.0,1.39,0.0,,,1.31,1.31,8585964.0,103289146.92,,104.52,1.31,17.83,0.2054,36.5,0.0151
2023-12-12,133747.0,1456504.83,0.22,4.09,0.07,1.55,0.0,796309.47,115986.0,73123.0,1263087.54,,,,0.06,,,,0.04,4918.0,3013.0,,,0.06,,,4918.0,846.0,1.37,0.01,,,1.33,1.33,8585194.0,93492762.66,,101.26,1.34,16.6,0.1942,34.56,0.0154
2023-12-13,133601.0,1454914.89,0.22,3.94,0.07,1.47,0.0,796908.42,116495.0,73178.0,1268630.55,,,5594.0,0.0,,,,0.07,55.0,5956.0,,,0.0,5594.0,,871.0,,1.26,,,,1.34,1.34,8586816.0,93510426.24,,93.04,1.34,17.54,0.1935,33.98,0.0154
2023-12-14,140365.0,1608582.9,0.23,4.11,0.08,1.57,0.0,937966.62,123259.0,81847.0,1412548.14,,,,0.09,,,,0.02,8669.0,1905.0,,,0.09,,,8669.0,,1.34,,,,1.44,1.44,8441056.0,96734501.76,,91.69,1.44,17.56,0.1836,30.61,0.0164
2023-12-15,229616.0,2826572.96,0.38,6.35,0.13,2.64,0.0,2104246.78,122709.0,170938.0,1510547.79,,,,0.97,,,,0.0,89146.0,550.0,,,0.97,,,,55.0,1.43,0.0,,,1.44,1.44,8389929.0,103280025.99,,98.01,1.44,19.42,0.2848,47.22,0.027
2023-12-18,215131.0,2581572.0,0.36,5.61,0.12,2.5,0.0,2021280.0,113401.0,168440.0,1360812.0,,,,,,2679.0,,0.11,,9308.0,,,,,0.03,,5177.0,1.39,0.06,,,1.34,1.34,8353601.0,100243212.0,,102.3,1.34,18.24,0.2847,47.39,0.0254
2023-12-19,228581.0,2850405.07,0.38,5.77,0.13,2.68,0.0,2420252.42,132030.0,194086.0,1646414.1,,,,0.43,,,,0.41,33504.0,33187.0,,,0.43,,,51816.0,7858.0,1.58,0.1,,,1.56,1.56,8335856.0,103948124.32,,100.37,1.55,11.09,0.3957,60.07,0.027
2023-12-20,230315.0,3028642.25,0.38,5.72,0.13,2.75,0.0,2512780.9,128585.0,191086.0,1690892.75,,,1708.0,,,,,0.07,,6230.0,,,,1708.0,,1077.0,3000.0,1.61,0.04,,,1.52,1.52,8340669.0,109679797.35,,105.31,1.5,12.13,0.38,58.45,0.0272
2023-12-21,224119.0,2994229.84,0.37,6.4,0.13,2.7,0.0,2554178.16,122389.0,191181.0,1635117.04,,,7895.0,0.01,,,,0.17,95.0,14091.0,,,0.01,7895.0,,,,1.6,,,,1.44,1.44,8348723.0,111538939.28,,109.87,1.44,11.75,0.3908,59.36,0.0265
2023-12-22,225102.0,3047881.08,0.37,6.48,0.13,2.74,0.0,2588590.74,123372.0,191181.0,1670456.88,,,5070.0,,,,,0.05,,4087.0,,,,5070.0,,,,1.65,,,,1.46,1.46,8347645.0,113027113.3,,111.64,1.45,11.86,0.3841,58.67,0.0266
2023-12-25,225102.0,3047881.08,0.37,6.71,0.13,2.74,0.0,2588590.74,123372.0,191181.0,1670456.88,,,,,,,,,,,,,,,,,,1.67,,,,1.46,1.46,8348773.0,113042386.42,,111.91,1.47,12.01,0.3825,58.51,0.0266
2023-12-26,225102.0,3047881.08,0.37,6.71,0.13,2.74,0.0,2588590.74,123372.0,191181.0,1670456.88,,,,,,,,,,,,,,,,,,1.67,,,,1.46,1.46,8348483.0,113038459.82,,112.72,1.46,11.99,0.3823,58.49,0.0266
2023-12-27,219653.0,3007049.57,0.36,6.55,0.12,2.67,0.0,2524025.3,117923.0,184370.0,1614365.87,,,,,,,,0.17,,12589.0,,,,,,7140.0,6811.0,1.59,0.09,,,1.39,1.39,8353052.0,114353281.88,,112.78,1.39,12.93,0.4017,60.06,0.0259
2023-12-28,221940.0,3036139.2,0.37,6.65,0.12,2.72,0.0,2522181.6,120210.0,184370.0,1644472.8,,,2287.0,,,,,,,,,,,2287.0,,,,1.65,,,,1.42,1.42,8351436.0,114247644.48,,114.59,1.42,14.16,0.3928,59.08,0.0262
2023-12-29,228511.0,3148881.58,0.38,7.2,0.13,2.81,0.0,2540618.6,126781.0,184370.0,1747042.18,,,,,,,,,,,,,,,,6571.0,,1.74,,,,1.5,1.5,8347487.0,115028370.86,,114.74,1.49,13.68,0.3687,57.15,0.027
2024-01-01,228511.0,3148881.58,0.38,7.48,0.13,2.81,0.0,2540618.6,126781.0,184370.0,1747042.18,,,,,,,,,,,,,,,,,,1.75,,,,1.5,1.5,8347769.0,115032256.82,,114.82,1.5,13.71,0.3683,57.11,0.027
2024-01-02,228511.0,3041481.41,0.38,7.48,0.13,2.81,0.0,2541424.71,126781.0,190941.0,1687455.11,,,,,,6571.0,,,,,,,,,0.1,,,1.76,,,,1.5,1.5,8350893.0,111150385.83,,115.06,1.5,13.84,0.3678,57.08,0.027
2024-01-03,228511.0,2993494.1,0.38,7.4,0.13,2.78,0.0,2501327.1,126781.0,190941.0,1660831.1,,,,,,,,,,,,,,,,,,1.69,,,,1.48,1.48,8431894.0,110457811.4,,112.05,1.49,13.44,0.3758,57.93,0.0267
2024-01-04,234184.0,3088886.96,0.39,7.64,0.13,2.84,0.0,2518511.79,132454.0,190941.0,1747068.26,,,5673.0,,,,,,,,,,,5673.0,,,,1.73,,,,1.55,1.55,8430741.0,111201473.79,,110.33,1.55,15.48,0.3662,56.66,0.0273
2024-01-05,236718.0,3048927.84,0.39,7.68,0.13,2.87,0.0,2459320.08,134988.0,190941.0,1738645.44,,,,,,,,0.05,,3661.0,,,,,,6195.0,,1.78,,,,1.58,1.58,8422230.0,108478322.4,,110.63,1.58,16.57,0.3622,56.08,0.0277
2024-01-08,238332.0,3074482.8,0.4,7.79,0.13,2.88,0.0,2463138.9,136602.0,190941.0,1762165.8,,,1614.0,,,,,,,,,,,1614.0,,,,1.76,,,,1.6,1.6,8426267.0,108698844.3,,108.72,1.59,16.95,0.3625,56.03,0.0278
2024-01-09,238332.0,2974383.36,0.4,7.74,0.13,2.86,0.0,2382943.68,136602.0,190941.0,1704792.96,,,,,,,,,,,,,,,,,,1.76,,,,1.6,1.6,8425775.0,105153672.0,,108.26,1.6,17.0,0.365,56.29,0.0278
2024-01-10,207186.0,2548387.8,0.34,6.65,0.12,2.6,0.0,1965478.5,194602.0,159795.0,2393604.6,,,52976.0,,,,,,,,,,,52976.0,,5024.0,31146.0,2.42,0.22,,,2.27,2.27,8365897.0,102900533.1,,103.77,2.28,18.02,0.3393,53.35,0.0242
2024-01-11,210499.0,2563877.82,0.35,6.7,0.12,2.63,0.0,1946303.1,197915.0,159795.0,2410604.7,,,,,,,,,,,,,,,,3313.0,,2.43,,,,2.34,2.34,8274820.0,100787307.6,,101.54,2.34,19.17,0.337,52.82,0.0248
2024-01-12,201570.0,2620410.0,0.33,6.3,0.11,2.55,0.0,2077335.0,182415.0,159795.0,2371395.0,,,,,,,,0.19,,15500.0,,,,,,,,2.23,,,,2.15,2.15,8293023.0,107809299.0,,102.31,2.13,19.95,0.3564,54.55,0.0238
2024-01-15,192273.0,2622603.72,0.32,5.79,0.11,2.47,0.0,2111076.44,179885.0,154771.0,2453631.4,,,,,,,,0.12,,9297.0,,,,,,6767.0,5024.0,2.34,0.07,,,2.12,2.12,8297386.0,113176345.04,,108.97,2.1,19.51,0.346,53.5,0.0227
2024-01-16,244553.0,3257445.96,0.41,7.35,0.14,3.23,0.0,1945226.16,183212.0,146038.0,2440383.84,,,,0.01,,,,0.06,196.0,4044.0,,,0.01,,,7371.0,8929.0,2.51,0.11,,,2.16,2.16,8298320.0,110533622.4,,113.15,2.17,17.05,0.4454,63.29,0.0288
2024-01-17,262962.0,3563135.1,0.44,7.9,0.15,3.45,0.0,2069545.7,201621.0,152734.0,2731964.55,,,3316.0,0.09,,,,,6696.0,,,,0.09,3316.0,,15093.0,,2.69,,,,2.38,2.38,8278226.0,112169962.3,,110.62,2.37,20.04,0.4037,58.94,0.031
2024-01-18,260157.0,3636994.86,0.43,7.76,0.15,3.46,0.0,2135221.32,198816.0,152734.0,2779447.68,,,,,,,,0.04,,2805.0,,,,,,,,2.69,,,,2.34,2.34,8280195.0,115757126.1,,112.72,2.33,19.23,0.4054,59.29,0.0307
2024-01-19,271454.0,3968657.48,0.45,8.08,0.15,3.69,0.0,2373103.78,205685.0,162319.0,3007114.7,,,4519.0,0.14,,,,0.03,9585.0,2078.0,,,0.14,4519.0,,4428.0,,2.87,,,,2.43,2.43,8271690.0,120932107.8,,116.33,2.41,17.53,0.4021,59.49,0.032
2024-01-22,269102.0,4023074.9,0.45,7.64,0.15,3.75,0.0,2421526.25,206351.0,161975.0,3084947.45,,,5094.0,0.08,,,,0.06,5094.0,4428.0,,,0.08,5094.0,,,5438.0,3.02,0.06,,,2.43,2.43,8276812.0,123738339.4,,121.54,2.42,18.06,0.3681,56.07,0.0317
2024-01-23,242018.0,3698035.04,0.4,6.58,0.14,3.41,0.0,3006309.44,222988.0,196748.0,3407256.64,,,15375.0,0.47,,4023.0,,0.26,30750.0,18136.0,,,0.47,15375.0,0.06,19398.0,,3.34,,,,2.63,2.63,8263645.0,126268495.6,,124.26,2.62,27.75,0.261,39.01,0.0285
2024-01-24,265140.0,4136184.0,0.44,6.88,0.15,3.82,0.0,3429972.0,246110.0,219870.0,3839316.0,,,8343.0,0.25,,8343.0,,,14779.0,,,,0.25,8343.0,0.13,14779.0,,3.78,,,,2.9,2.9,8239293.0,128532970.8,,125.99,2.92,29.1,0.2369,34.89,0.0312
2024-01-25,283116.0,4645933.56,0.47,7.34,0.16,4.2,0.0,3930506.79,264086.0,239519.0,4333651.26,,,22566.0,0.49,,,,0.15,27992.0,10016.0,,,0.49,22566.0,,5426.0,8343.0,4.13,0.13,,,3.11,3.11,8221435.0,134913748.35,,129.95,3.08,33.73,0.2694,36.19,0.0334
2024-01-26,362637.0,6019774.2,0.6,9.1,0.2,5.61,0.0,4248404.8,280495.0,255928.0,4656217.0,,,8411.0,0.32,,,,,16409.0,,,,0.32,8411.0,,7998.0,,4.6,,,,3.3,3.3,8207818.0,136249778.8,,134.79,3.3,33.02,0.3048,42.29,0.0427
