,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.95
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.41
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.69
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.65
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.23
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.66
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.19
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.97
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.45
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.94
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.43
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.23
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.08
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.44
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.45
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.68
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.61
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.16
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.65
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.64
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.61
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.73
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.81
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.07
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.48
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.25
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.22
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.86
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.75
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.27
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.67
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.08
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.93
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.24
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.85
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.16
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.56
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.81
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.22
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.13
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.03
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.47
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.07
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.47
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.45
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.55
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.25
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.14
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.24
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.52
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.91
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.43
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.47
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.83
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.77
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.72
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.59
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.06
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.01
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.97
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.95
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.78
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.46
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.77
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.97
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.74
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.74
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.53
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.44
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.51
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.75
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.49
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.65
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.24
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.97
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.99
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.31
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.75
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.28
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.24
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.06
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.49
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.83
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.99
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.35
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.64
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.36
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.58
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.32
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.82
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.81
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.68
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.82
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.81
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.97
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.51
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.19
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.32
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.49
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.67
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.83
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.55
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.66
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.41
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.72
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.65
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.64
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.84
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.83
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.45
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.01
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.06
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.11
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.96
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.82
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.15
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.36
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.44
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.11
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.91
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.29
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.03
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.94
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.51
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.57
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.39
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.91
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.77
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.31
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.54
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.68
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.49
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.44
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.53
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.84
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.12
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.29
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.81
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.94
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.49
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.27
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.71
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.74
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.31
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.24
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.76
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.08
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.85
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.15
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.79
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.95
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.47
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.36
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.92
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.69
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.08
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.73
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.31
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.39
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.12
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.37
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.87
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.91
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.07
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.08
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.97
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.42
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.24
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.58
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.91
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.64
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.55
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.61
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.86
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.91
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.77
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.87
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.92
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.71
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.99
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.94
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.61
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.68
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.04
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.41
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.76
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.68
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.55
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.45
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.51
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.47
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.91
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55
