,ALATI FP Equity_DX_SI_QTY,ALATI FP Equity_DX_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALATI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALATI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALATI FP Equity_DX_SI_MV,ALATI FP Equity_DX_DSS,ALATI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY,ALATI FP Equity_DX_BROKER_SI_QTY,ALATI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALATI FP Equity_DX_BROKER_SI_MV_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALATI FP Equity_DX_BROKER_SI_MV_INC_x,ALATI FP Equity_DX_SUPPLY_SI_MV_NEW,ALATI FP Equity_DX_BROKER_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_NEW,ALATI FP Equity_DX_SUPPLY_SI_MV_DEC,ALATI FP Equity_DX_BROKER_SI_QTY_INC,ALATI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALATI FP Equity_DX_BROKER_SI_MV_NEW_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALATI FP Equity_DX_BROKER_SI_MV_INC_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALATI FP Equity_DX_BROKER_SI_MV_ADD,ALATI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV,ALATI FP Equity_DX_BROKER_SI_MV_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV_RMV,ALATI FP Equity_DX_BROKER_SI_MV_RMV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALATI FP Equity_DX_UTILIZATION_QUANTITY,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALATI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALATI FP Equity_DX_BROKER_SI_CON_RATIO,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALATI FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245521.0,645169.03,,0.77,0.0,,0.0,,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245359.0,630042.34,,0.77,0.0,,0.0,,0.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245140.0,625283.45,,0.77,0.0,,0.0,,0.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245097.0,612586.38,,0.77,0.0,,0.0,,0.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244177.0,618647.06,,0.73,0.0,,0.0,,0.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244321.0,614829.39,,0.73,0.0,,0.0,,0.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244234.0,614610.45,,0.73,0.0,,0.0,,0.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244218.0,608299.06,,0.73,0.0,,0.0,,0.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244073.0,597492.23,,0.73,0.0,,0.0,,0.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244624.0,600934.93,,0.71,0.0,,0.0,,0.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244679.0,605258.68,,0.71,0.0,,0.0,,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244717.0,603258.04,,0.71,0.0,,0.0,,0.0
2006-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244679.0,592692.76,,0.71,0.0,,0.0,,0.0
2006-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244511.0,604843.1,,0.71,0.0,,0.0,,0.0
2006-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245757.0,599511.12,,0.71,0.0,,0.0,,0.0
2006-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245364.0,598552.42,,0.71,0.0,,0.0,,0.0
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,246165.0,600506.42,,0.7,0.0,,0.0,,0.0
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,246179.0,600540.57,,0.7,0.0,,0.0,,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,246389.0,596834.94,,0.7,0.0,,0.0,,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245727.0,588921.49,,0.7,0.0,,0.0,,0.0
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245375.0,640584.82,,0.7,0.0,,0.0,,0.0
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240046.0,610235.42,,0.73,0.0,,0.0,,0.0
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241424.0,634403.11,,0.71,0.0,,0.0,,0.0
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239672.0,631850.75,,0.74,0.0,,0.0,,0.0
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243361.0,662406.51,,0.75,0.0,,0.0,,0.0
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241484.0,634560.78,,0.77,0.0,,0.0,,0.0
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242714.0,639870.42,,0.75,0.0,,0.0,,0.0
2006-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242668.0,643903.36,,0.75,0.0,,0.0,,0.0
2006-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242878.0,642381.68,,0.75,0.0,,0.0,,0.0
2006-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243497.0,627345.23,,0.75,0.0,,0.0,,0.0
2006-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243641.0,642314.28,,0.75,0.0,,0.0,,0.0
2006-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243315.0,637289.55,,0.76,0.0,,0.0,,0.0
2006-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243306.0,641431.12,,0.76,0.0,,0.0,,0.0
2006-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243531.0,637855.3,,0.75,0.0,,0.0,,0.0
2006-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242747.0,633724.07,,0.75,0.0,,0.0,,0.0
2006-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242674.0,633533.49,,0.75,0.0,,0.0,,0.0
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243620.0,646429.43,,0.74,0.0,,0.0,,0.0
2006-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242670.0,637677.3,,0.75,0.0,,0.0,,0.0
2006-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243150.0,624369.99,,0.75,0.0,,0.0,,0.0
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243505.0,614860.21,,0.73,0.0,,0.0,,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243985.0,584746.52,,0.73,0.0,,0.0,,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,246778.0,589328.08,,0.7,0.0,,0.0,,0.0
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,247507.0,591068.99,,0.69,0.0,,0.0,,0.0
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,247489.0,576197.4,,0.69,0.0,,0.0,,0.0
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240028.0,560881.41,,0.66,0.0,,0.0,,0.0
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239201.0,565091.22,,0.67,0.0,,0.0,,0.0
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238731.0,563980.89,,0.67,0.0,,0.0,,0.0
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238516.0,573680.81,,0.67,0.0,,0.0,,0.0
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238083.0,570601.5,,0.67,0.0,,0.0,,0.0
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239825.0,574776.46,,0.67,0.0,,0.0,,0.0
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239914.0,572936.23,,0.67,0.0,,0.0,,0.0
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239992.0,571068.3,,0.67,0.0,,0.0,,0.0
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239828.0,562466.86,,0.67,0.0,,0.0,,0.0
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240456.0,563939.7,,0.67,0.0,,0.0,,0.0
2006-12-20,4116.0,10569.22,0.06,0.21,0.02,0.01,0.0,5392.46,2016.0,2100.0,5176.76,,,,,,2100.0,,,,,,,,,0.01,2016.0,,0.01,,,,0.86,0.86,233114.0,598599.16,,0.65,0.92,,1.0,100.0,0.0175
2006-12-21,4327.0,10999.93,0.07,0.22,0.02,0.01,0.0,5338.54,2227.0,2100.0,5661.39,,,211.0,,,,,,,,,,,211.0,,,,0.01,,,,0.94,0.94,233775.0,594293.53,,0.7,0.94,,1.0,100.0,0.0183
2006-12-22,4299.0,10965.54,0.07,0.21,0.02,0.01,0.0,5356.51,2199.0,2100.0,5609.03,,,,,,,,0.0,,29.0,,,,,,,,0.01,,,,0.93,0.93,233670.0,596026.69,,0.69,0.93,,1.0,100.0,0.0182
2006-12-25,2100.0,5356.51,0.03,0.1,0.01,0.01,0.0,5356.51,0.0,2100.0,0.0,,,,,,,,0.0,,2199.0,,,,,,,,0.01,,,,0.0,0.0,230564.0,588104.16,,0.7,0.93,,1.0,100.0,0.0091
2006-12-26,4306.0,10983.4,0.07,0.2,0.02,0.01,0.0,5356.51,2206.0,2100.0,5626.89,,,2206.0,,,,,,,,,,,2206.0,,,,0.01,,,,0.94,0.94,233684.0,596062.4,,0.7,0.93,,1.0,100.0,0.0183
2006-12-27,4334.0,11054.82,0.07,0.2,0.02,0.01,0.0,5356.51,2234.0,2100.0,5698.31,,,28.0,,,,,,,,,,,28.0,,,,0.01,,,,0.93,0.93,237789.0,606533.11,,0.71,0.93,,1.0,100.0,0.0181
2006-12-28,4321.0,10947.69,0.07,0.21,0.02,0.01,0.0,5320.56,2221.0,2100.0,5627.13,,,,,,,,0.0,,13.0,,,,,,,,0.01,,,,0.92,0.92,238149.0,603374.51,,0.71,0.91,,1.0,100.0,0.018
2006-12-29,4314.0,10893.03,0.07,0.21,0.02,0.01,0.0,5302.59,2214.0,2100.0,5590.44,,,,,,,,0.0,,7.0,,,,,,,,0.01,,,,0.92,0.92,238014.0,600995.21,,0.71,0.91,,1.0,100.0,0.018
2007-01-01,2100.0,5302.59,0.03,0.1,0.01,0.01,0.0,5302.59,0.0,2100.0,0.0,,,,,,,,0.0,,2214.0,,,,,,,,0.01,,,,0.0,0.0,234956.0,593273.63,,0.71,0.91,,1.0,100.0,0.0089
2007-01-02,4207.0,11126.98,0.06,0.21,0.02,0.01,0.0,5554.24,2107.0,2100.0,5572.75,,,2107.0,,,,,,,,,,,2107.0,,,,0.01,,,,0.89,0.89,235667.0,623309.49,,0.7,0.92,,1.0,100.0,0.0177
2007-01-03,4181.0,11702.39,0.06,0.2,0.02,0.01,0.0,5877.78,2081.0,2100.0,5824.6,,,,,,,,0.0,,26.0,,,,,,,,0.01,,,,0.88,0.88,234810.0,657220.09,,0.74,0.92,,1.0,100.0,0.0176
2007-01-04,4344.0,11935.52,0.07,0.18,0.02,0.01,0.0,5769.93,2244.0,2100.0,6165.59,,,163.0,,,,,,,,,,,163.0,,,,0.01,,,,0.94,0.94,236015.0,648471.85,,0.77,0.92,,1.0,100.0,0.0182
2007-01-05,4325.0,11772.26,0.07,0.18,0.02,0.01,0.0,5716.01,2225.0,2100.0,6056.25,,,,,,,,0.0,,18.0,,,,,,,,0.01,,,,0.93,0.93,236408.0,643481.07,,0.76,0.93,,1.0,100.0,0.0181
2007-01-08,4355.0,11592.98,0.07,0.17,0.02,0.01,0.0,5590.18,2255.0,2100.0,6002.79,,,30.0,,,,,,,,,,,30.0,,,,0.01,,,,0.94,0.94,237703.0,632763.68,,0.75,0.92,,1.0,100.0,0.0181
2007-01-09,4322.0,11431.14,0.07,0.17,0.02,0.01,0.0,5554.24,2222.0,2100.0,5876.91,,,,,,,,0.0,,33.0,,,,,,,,0.01,,,,0.92,0.92,238120.0,629797.37,,0.74,0.92,,1.0,100.0,0.018
2007-01-10,4281.0,11432.63,0.06,0.17,0.02,0.01,0.0,5608.16,2181.0,2100.0,5824.47,,,,,,,,0.0,,42.0,,,,,,,,0.01,,,,0.89,0.89,241706.0,645488.51,,0.76,0.89,,1.0,100.0,0.0176
2007-01-11,4308.0,11504.74,0.07,0.17,0.02,0.01,0.0,5608.16,2208.0,2100.0,5896.58,,,27.0,,,,,,,,,,,27.0,,,,0.01,,,,0.9,0.9,242296.0,647064.13,,0.76,0.9,,1.0,100.0,0.0176
2007-01-12,4308.0,11504.74,0.07,0.17,0.02,0.01,0.0,5608.16,2208.0,2100.0,5896.58,,,,,,,,,,,,,,,,,,0.01,,,,0.9,0.9,242553.0,647750.46,,0.76,0.9,,1.0,100.0,0.0176
2007-01-15,4315.0,11486.5,0.07,0.18,0.02,0.01,0.0,5590.18,2215.0,2100.0,5896.31,,,7.0,,,,,,,,,,,7.0,,,,0.01,,,,0.9,0.9,242839.0,646435.67,,0.76,0.9,,1.0,100.0,0.0176
2007-01-16,4344.0,11377.79,0.07,0.18,0.02,0.01,0.0,5500.31,2244.0,2100.0,5877.47,,,29.0,,,,,,,,,,,29.0,,,,0.01,,,,0.91,0.91,243783.0,638515.34,,0.76,0.9,,1.0,100.0,0.0177
2007-01-17,2100.0,5518.29,0.03,0.09,0.01,0.01,0.0,5518.29,0.0,2100.0,0.0,,,,,,,,0.01,,2244.0,,,,,,,,0.0,,,,0.0,0.0,244307.0,641978.93,,0.75,0.0,,1.0,100.0,0.0086
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2100.0,0.0,0.01,,,0.0,0.0,243503.0,639866.22,,0.76,0.0,,0.0,,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243721.0,640439.07,,0.76,0.0,,0.0,,0.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243793.0,642715.0,,0.76,0.0,,0.0,,0.0
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244237.0,637613.91,,0.76,0.0,,0.0,,0.0
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244109.0,637279.75,,0.75,0.0,,0.0,,0.0
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243580.0,635898.73,,0.75,0.0,,0.0,,0.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243949.0,626421.69,,0.75,0.0,,0.0,,0.0
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243867.0,622036.38,,0.74,0.0,,0.0,,0.0
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244471.0,629854.64,,0.73,0.0,,0.0,,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244693.0,642993.24,,0.73,0.0,,0.0,,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244104.0,633087.9,,0.75,0.0,,0.0,,0.0
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244917.0,616329.21,,0.74,0.0,,0.0,,0.0
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243103.0,603440.99,,0.73,0.0,,0.0,,0.0
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243586.0,604639.91,,0.72,0.0,,0.0,,0.0
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244683.0,609457.29,,0.71,0.0,,0.0,,0.0
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243707.0,607026.26,,0.72,0.0,,0.0,,0.0
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244194.0,637501.66,,0.71,0.0,,0.0,,0.0
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243384.0,639553.51,,0.76,0.0,,0.0,,0.0
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244840.0,637092.43,,0.75,0.0,,0.0,,0.0
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243610.0,650573.24,,0.75,0.0,,0.0,,0.0
2007-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,245035.0,641794.57,,0.76,0.0,,0.0,,0.0
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244578.0,638504.14,,0.75,0.0,,0.0,,0.0
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243804.0,636483.51,,0.75,0.0,,0.0,,0.0
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243827.0,636543.55,,0.75,0.0,,0.0,,0.0
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243902.0,630476.34,,0.75,0.0,,0.0,,0.0
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243147.0,628524.7,,0.75,0.0,,0.0,,0.0
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243814.0,642770.36,,0.74,0.0,,0.0,,0.0
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244543.0,644692.24,,0.75,0.0,,0.0,,0.0
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,244430.0,617195.87,,0.75,0.0,,0.0,,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,243246.0,593385.67,,0.73,0.0,,0.0,,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242955.0,588516.67,,0.71,0.0,,0.0,,0.0
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,238341.0,571219.83,,0.69,0.0,,0.0,,0.0
2007-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,237990.0,562230.34,,0.69,0.0,,0.0,,0.0
2007-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239312.0,571498.6,,0.67,0.0,,0.0,,0.0
2007-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240040.0,575291.74,,0.67,0.0,,0.0,,0.0
2007-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239961.0,575102.4,,0.67,0.0,,0.0,,0.0
2007-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242433.0,601777.88,,0.71,0.0,,0.0,,0.0
