,ALATI FP Equity_DX_SI_QTY,ALATI FP Equity_DX_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALATI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALATI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALATI FP Equity_DX_SI_MV,ALATI FP Equity_DX_DSS,ALATI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY,ALATI FP Equity_DX_BROKER_SI_QTY,ALATI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALATI FP Equity_DX_BROKER_SI_MV_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALATI FP Equity_DX_BROKER_SI_MV_INC_x,ALATI FP Equity_DX_SUPPLY_SI_MV_NEW,ALATI FP Equity_DX_BROKER_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_NEW,ALATI FP Equity_DX_SUPPLY_SI_MV_DEC,ALATI FP Equity_DX_BROKER_SI_QTY_INC,ALATI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALATI FP Equity_DX_BROKER_SI_MV_NEW_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALATI FP Equity_DX_BROKER_SI_MV_INC_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALATI FP Equity_DX_BROKER_SI_MV_ADD,ALATI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV,ALATI FP Equity_DX_BROKER_SI_MV_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV_RMV,ALATI FP Equity_DX_BROKER_SI_MV_RMV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALATI FP Equity_DX_UTILIZATION_QUANTITY,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALATI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALATI FP Equity_DX_BROKER_SI_CON_RATIO,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALATI FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-09-20,20252.0,124752.32,0.26,1.54,0.1,0.13,0.0,24640.0,16252.0,4000.0,100112.32,,,,,,,,,,,,,,,,,51.0,0.1,0.0,,,100.0,2.72,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0338
2018-09-21,20252.0,124549.8,0.26,1.46,0.1,0.12,0.0,24600.0,16252.0,4000.0,99949.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.72,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0338
2018-09-24,20252.0,127182.56,0.26,1.4,0.1,0.12,0.0,25120.0,16252.0,4000.0,102062.56,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.72,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0338
2018-09-25,35252.0,222087.6,0.45,2.45,0.18,0.22,0.0,119700.0,16252.0,19000.0,102387.6,,,,,,15000.0,,,,,,,,,0.09,,,0.1,,,,100.0,2.72,0.0,0.0,,0.0,100.0,42.9,0.4056,45.66,0.0589
2018-09-26,21771.0,135851.04,0.28,1.49,0.11,0.14,0.0,34438.56,16252.0,5519.0,101412.48,,,,,,,,,,,,,,,,,13481.0,0.1,0.08,,,100.0,2.71,0.0,0.0,,0.0,100.0,18.37,0.5959,74.65,0.0362
2018-09-27,21726.0,134701.2,0.28,1.5,0.11,0.14,0.0,33938.8,16252.0,5474.0,100762.4,,,,,,,,,,,,,,,,,45.0,0.1,0.0,,,100.0,2.7,0.0,0.0,,0.0,100.0,18.41,0.5981,74.8,0.0361
2018-09-28,21682.0,132260.2,0.28,1.5,0.11,0.13,0.0,33123.0,16252.0,5430.0,99137.2,,,,,,,,,,,,,,,,,44.0,0.1,0.0,,,100.0,2.7,0.0,0.0,,0.0,100.0,18.45,0.6002,74.96,0.036
2018-10-01,21682.0,127706.98,0.28,1.52,0.11,0.13,0.0,31982.7,16252.0,5430.0,95724.28,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.7,0.0,0.0,,0.0,100.0,18.45,0.6002,74.96,0.036
2018-10-02,21682.0,129224.72,0.28,1.47,0.11,0.13,0.0,32362.8,16252.0,5430.0,96861.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.7,0.0,0.0,,0.0,100.0,18.45,0.6002,74.96,0.036
2018-10-03,21682.0,127923.8,0.28,1.42,0.11,0.13,0.0,32037.0,16252.0,5430.0,95886.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.7,0.0,0.0,,0.0,100.0,18.45,0.6002,74.96,0.036
2018-10-04,21557.0,125246.17,0.28,1.39,0.11,0.13,0.0,30822.05,16252.0,5305.0,94424.12,,,,,,,,,,,,,,,,,125.0,0.1,0.0,,,100.0,2.69,0.0,0.0,,0.0,100.0,18.56,0.6065,75.39,0.0357
2018-10-05,21345.0,119958.9,0.27,1.36,0.11,0.12,0.0,28622.66,16252.0,5093.0,91336.24,,,,,,,,,,,,,,,,,212.0,0.09,0.0,,,100.0,2.68,0.0,0.0,,0.0,100.0,18.74,0.6175,76.14,0.0352
2018-10-08,21345.0,117397.5,0.27,1.31,0.11,0.12,0.0,28011.5,16252.0,5093.0,89386.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.68,0.0,0.0,,0.0,100.0,18.74,0.6175,76.14,0.0352
2018-10-09,21345.0,115476.45,0.27,1.29,0.11,0.12,0.0,27553.13,16252.0,5093.0,87923.32,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.68,0.0,0.0,,0.0,100.0,18.74,0.6175,76.14,0.0352
2018-10-10,21345.0,107365.35,0.27,1.29,0.11,0.12,0.0,25617.79,16252.0,5093.0,81747.56,,,,,,,,,,,,,,,,,,0.09,,,,100.0,2.68,0.0,0.0,,0.0,100.0,18.74,0.6175,76.14,0.0352
2018-10-11,27042.0,129531.18,0.35,1.59,0.13,0.14,0.0,51684.1,21949.0,10790.0,105135.71,,,,0.03,,,,,5697.0,,,,0.03,,,5697.0,,0.11,,,,3.62,3.62,584135.0,2798006.65,,3.04,3.5,25.82,0.4425,59.53,0.0446
2018-10-12,25949.0,130263.98,0.33,1.48,0.13,0.13,0.0,48678.94,21949.0,9697.0,110183.98,,,,,,,,,,,,,,,,,1093.0,0.11,0.01,,,3.62,3.62,584135.0,2932357.7,,2.94,3.45,22.9,0.4585,61.87,0.0428
2018-10-15,20252.0,99639.84,0.26,1.11,0.1,0.1,0.0,19680.0,16252.0,4000.0,79959.84,,,,,,,,0.03,,5697.0,,,,,,,5697.0,0.08,0.03,,,100.0,2.68,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0334
2018-10-16,20252.0,100044.88,0.26,1.09,0.1,0.1,0.0,19760.0,16252.0,4000.0,80284.88,,,,,,,,,,,,,,,,,,0.08,,,,100.0,2.68,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0334
2018-10-17,20252.0,99336.06,0.26,1.04,0.1,0.1,0.0,19620.0,16252.0,4000.0,79716.06,,,,,,,,,,,,,,,,,,0.08,,,,100.0,2.68,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0334
2018-10-18,4000.0,19420.0,0.05,0.21,0.02,0.02,0.0,19420.0,0.0,4000.0,0.0,,,,,,,,0.08,,16252.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0066
2018-10-19,4000.0,19520.0,0.05,0.23,0.02,0.02,0.0,19520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0066
2018-10-22,4000.0,18760.0,0.05,0.19,0.02,0.02,0.0,18760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0066
2018-10-23,4000.0,18100.0,0.05,0.19,0.02,0.02,0.0,18100.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0066
2018-10-24,4000.0,16760.0,0.05,0.18,0.02,0.02,0.0,16760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0066
2018-10-25,44000.0,173800.0,0.56,1.91,0.22,0.19,0.0,173800.0,0.0,44000.0,0.0,,,,,,40000.0,,,,,,,,,0.17,,,0.0,,,,0.0,0.0,606084.0,2394031.8,,2.5,0.0,9.03,0.8356,90.97,0.0726
2018-10-26,44000.0,165660.0,0.56,1.73,0.22,0.16,0.0,165660.0,0.0,44000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,606084.0,2281906.26,,2.36,0.0,9.91,0.8215,90.09,0.0726
2018-10-29,44000.0,173140.0,0.56,1.67,0.22,0.17,0.0,173140.0,0.0,44000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,606084.0,2384940.54,,2.31,0.0,9.06,0.8353,90.94,0.0726
2018-10-30,44000.0,183260.0,0.56,1.57,0.22,0.17,0.0,183260.0,0.0,44000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,600084.0,2499349.86,,2.4,0.0,9.03,0.8358,90.97,0.0733
2018-10-31,49000.0,207515.0,0.63,1.8,0.24,0.21,0.0,207515.0,0.0,49000.0,0.0,,,,,,5000.0,,,,,,,,,0.02,,,0.0,,,,0.0,0.0,600084.0,2541355.74,,2.51,0.0,10.14,0.6852,81.75,0.0817
2018-11-01,20253.0,87796.76,0.26,0.74,0.1,0.09,0.0,87796.76,0.0,20253.0,0.0,,,,,,5000.0,,,,,,,,,0.02,,33747.0,0.0,0.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.82,0.2557,30.51,0.0338
2018-11-02,62007.0,270350.52,0.8,2.25,0.31,0.27,0.0,270350.52,0.0,62007.0,0.0,,,,0.18,,,,,41754.0,,,,0.18,,,,,0.0,,,,0.0,0.0,600084.0,2616366.24,,2.6,0.0,8.06,0.6167,77.43,0.1033
2018-11-05,62007.0,273140.84,0.8,2.21,0.31,0.27,0.0,273140.84,0.0,62007.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,600084.0,2643370.02,,2.62,0.0,8.06,0.6167,77.43,0.1033
2018-11-06,62007.0,264769.89,0.8,2.2,0.31,0.27,0.0,264769.89,0.0,62007.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2568503.21,,2.62,0.0,8.06,0.6167,77.43,0.1031
2018-11-07,95712.0,450324.96,1.23,3.33,0.48,0.41,0.0,450324.96,0.0,95712.0,0.0,,,,,,33705.0,,,,,,,,,0.14,,,0.0,,,,0.0,0.0,601523.0,2830165.72,,2.68,0.0,35.21,0.3829,50.17,0.1591
2018-11-08,95712.0,464203.2,1.23,2.96,0.48,0.45,0.0,464203.2,0.0,95712.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2917386.55,,2.73,0.0,35.19,0.3829,50.19,0.1591
2018-11-09,59296.0,282841.92,0.76,1.74,0.3,0.29,0.0,282841.92,0.0,59296.0,0.0,,,,,,,,,,,,,,,,,36416.0,0.0,0.17,,,0.0,0.0,601523.0,2869264.71,,2.72,0.0,19.63,0.3797,56.79,0.0986
2018-11-12,25591.0,110169.26,0.33,0.74,0.13,0.12,0.0,110169.26,0.0,25591.0,0.0,,,,,,,,,,,,,,,,,33705.0,0.0,0.16,,,0.0,0.0,601523.0,2589556.52,,2.65,0.0,19.36,0.3086,45.79,0.0425
2018-11-13,25591.0,111576.76,0.33,0.72,0.13,0.11,0.0,111576.76,0.0,25591.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2622640.28,,2.63,0.0,19.55,0.3058,45.26,0.0425
2018-11-14,25591.0,110553.12,0.33,0.71,0.13,0.11,0.0,110553.12,0.0,25591.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2598579.36,,2.62,0.0,19.52,0.3062,45.34,0.0425
2018-11-15,55249.0,226520.9,0.71,1.52,0.27,0.24,0.0,226520.9,0.0,55249.0,0.0,,,,,,35911.0,,,,,,,,,0.16,,6253.0,0.0,0.03,,,0.0,0.0,601523.0,2466244.3,,2.56,0.0,9.66,0.4534,65.0,0.0918
2018-11-16,55249.0,222653.47,0.71,1.49,0.27,0.23,0.0,222653.47,0.0,55249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2424137.69,,2.55,0.0,9.66,0.4534,65.0,0.0918
2018-11-19,55249.0,224034.7,0.71,1.47,0.27,0.22,0.0,224034.7,0.0,55249.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2439175.77,,2.55,0.0,9.66,0.4534,65.0,0.0918
2018-11-20,19338.0,73484.4,0.25,0.51,0.1,0.08,0.0,73484.4,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,35911.0,0.0,0.14,,,0.0,0.0,601523.0,2285787.4,,2.52,0.0,25.86,0.2527,27.6,0.0321
2018-11-21,19338.0,74064.54,0.25,0.49,0.1,0.07,0.0,74064.54,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2303833.09,,2.51,0.0,25.51,0.2516,27.24,0.0321
2018-11-22,19338.0,72710.88,0.25,0.48,0.1,0.08,0.0,72710.88,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,580925.0,2184278.0,,2.21,0.0,25.54,0.2516,27.27,0.0333
2018-11-23,19338.0,73194.33,0.25,0.48,0.1,0.07,0.0,73194.33,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2276764.56,,2.27,0.0,25.86,0.2527,27.6,0.0321
2018-11-26,19338.0,74451.3,0.25,0.46,0.1,0.07,0.0,74451.3,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,601523.0,2315863.55,,2.29,0.0,25.86,0.2527,27.6,0.0321
2018-11-27,19338.0,73484.4,0.25,0.46,0.1,0.07,0.0,73484.4,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,2256310.8,,2.28,0.0,25.86,0.2527,27.6,0.0326
2018-11-28,19338.0,74838.06,0.25,0.46,0.1,0.07,0.0,74838.06,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,2297874.42,,2.26,0.0,25.86,0.2527,27.6,0.0326
2018-11-29,58839.0,229472.1,0.75,1.41,0.29,0.23,0.0,229472.1,0.0,58839.0,0.0,,,,,,39501.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,593766.0,2315687.4,,2.3,0.0,9.07,0.478,67.13,0.0991
2018-11-30,58839.0,227118.54,0.75,1.36,0.29,0.23,0.0,227118.54,0.0,58839.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,2291936.76,,2.31,0.0,9.07,0.478,67.13,0.0991
2018-12-03,58839.0,233296.64,0.75,1.45,0.29,0.23,0.0,233296.64,0.0,58839.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,2354282.19,,2.31,0.0,9.07,0.478,67.13,0.0991
2018-12-04,19338.0,77158.62,0.25,0.47,0.1,0.08,0.0,77158.62,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,39501.0,0.0,0.15,,,0.0,0.0,593766.0,2369126.34,,2.36,0.0,25.86,0.2527,27.6,0.0326
2018-12-05,19338.0,73871.16,0.25,0.49,0.1,0.08,0.0,73871.16,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,2268186.12,,2.34,0.0,25.86,0.2527,27.6,0.0326
2018-12-06,19338.0,68456.52,0.25,0.48,0.1,0.07,0.0,68456.52,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,559496.0,1980615.84,,2.09,0.0,25.86,0.2527,27.6,0.0346
2018-12-07,19338.0,67296.24,0.25,0.5,0.1,0.07,0.0,67296.24,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,559496.0,1947046.08,,1.97,0.0,25.86,0.2527,27.6,0.0346
2018-12-10,19338.0,60334.56,0.25,0.49,0.1,0.07,0.0,60334.56,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577447.0,1801634.64,,1.96,0.0,25.86,0.2527,27.6,0.0335
2018-12-11,19338.0,60914.7,0.25,0.48,0.1,0.06,0.0,60914.7,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,584163.0,1840113.45,,1.83,0.0,25.86,0.2527,27.6,0.0331
2018-12-12,16238.0,51718.03,0.21,0.41,0.08,0.05,0.0,51718.03,1900.0,16238.0,6051.5,,,,,,1900.0,,,,,,,,,0.01,1900.0,5000.0,0.01,0.02,,,100.0,0.33,0.0,0.0,,0.0,100.0,30.76,0.2769,32.84,0.0278
2018-12-13,45828.0,151003.26,0.59,1.14,0.23,0.15,0.0,151003.26,1900.0,45828.0,6260.5,,,,,,29590.0,,,,,,,,,0.09,,,0.01,,,,0.33,0.33,582263.0,1918556.59,,1.87,0.32,11.63,0.4505,64.47,0.0785
2018-12-14,45828.0,146649.6,0.59,1.14,0.23,0.15,0.0,146649.6,1900.0,45828.0,6080.0,,,,,,,,,,,,,,,,,,0.01,,,,0.33,0.33,582263.0,1863241.6,,1.9,0.33,11.66,0.4527,64.65,0.0785
2018-12-17,19338.0,59947.8,0.25,0.49,0.1,0.06,0.0,59947.8,0.0,19338.0,0.0,,,,,,,,0.01,,1900.0,,,,,,,26490.0,0.0,0.09,,,0.0,0.0,584163.0,1810905.3,,1.85,0.0,25.86,0.2527,27.6,0.0331
2018-12-18,19338.0,58014.0,0.25,0.49,0.1,0.06,0.0,58014.0,0.0,19338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,584163.0,1752489.0,,1.8,0.0,25.86,0.2527,27.6,0.0331
2018-12-19,69988.0,208564.24,0.9,1.78,0.35,0.21,0.0,208564.24,0.0,69988.0,0.0,,,,,,50650.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,584163.0,1740805.74,,1.75,0.0,7.63,0.543,72.37,0.1198
2018-12-20,69988.0,207864.36,0.9,1.94,0.35,0.21,0.0,207864.36,0.0,69988.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,593766.0,1763485.02,,1.77,0.0,7.63,0.543,72.37,0.1179
2018-12-21,70988.0,210124.48,0.91,2.04,0.35,0.21,0.0,210124.48,0.0,70988.0,0.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.52,0.5296,71.35,0.1196
2018-12-24,70988.0,207994.84,0.91,2.01,0.35,0.21,0.0,207994.84,0.0,70988.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.52,0.5293,71.32,0.1196
2018-12-25,70988.0,207994.84,0.91,2.06,0.35,0.21,0.0,207994.84,0.0,70988.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.5,0.5277,71.2,0.1196
2018-12-26,70988.0,207994.84,0.91,2.06,0.35,0.21,0.0,207994.84,0.0,70988.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.52,0.5296,71.35,0.1196
2018-12-27,20338.0,62742.73,0.26,0.59,0.1,0.06,0.0,62742.73,0.0,20338.0,0.0,,,,,,,,,,,,,,,,,50650.0,0.0,0.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.58,0.2502,26.25,0.0343
2018-12-28,15338.0,48621.46,0.2,0.44,0.08,0.05,0.0,48621.46,0.0,15338.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.6,0.3337,34.8,0.0258
2018-12-31,10338.0,34942.44,0.13,0.3,0.05,0.03,0.0,34942.44,0.0,10338.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.75,0.501,52.25,0.0174
2019-01-01,10338.0,34942.44,0.13,0.3,0.05,0.03,0.0,34942.44,0.0,10338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.16,0.5029,53.84,0.0174
2019-01-02,10338.0,34735.68,0.13,0.3,0.05,0.03,0.0,34735.68,0.0,10338.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.37,0.5005,51.63,0.0174
2019-01-03,14678.0,48510.79,0.19,0.43,0.07,0.05,0.0,41338.94,2170.0,12508.0,7171.85,,,,,,2170.0,,,,,,,,,0.01,2170.0,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-04,14678.0,48804.35,0.19,0.43,0.07,0.05,0.0,41589.1,2170.0,12508.0,7215.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-07,14678.0,48730.96,0.19,0.44,0.07,0.05,0.0,41526.56,2170.0,12508.0,7204.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-08,14678.0,48730.96,0.19,0.44,0.07,0.05,0.0,41526.56,2170.0,12508.0,7204.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-09,14678.0,51299.61,0.19,0.43,0.07,0.05,0.0,43715.46,2170.0,12508.0,7584.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-10,14678.0,50859.27,0.19,0.42,0.07,0.05,0.0,43340.22,2170.0,12508.0,7519.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0246
2019-01-11,14678.0,51006.05,0.19,0.41,0.07,0.05,0.0,43465.3,2170.0,12508.0,7540.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,34.06,0.292,36.37,0.0243
2019-01-14,58565.0,200292.3,0.75,1.63,0.29,0.2,0.0,192870.9,2170.0,56395.0,7421.4,,,,,,43887.0,,,,,,,,,0.15,,,0.01,,,,0.36,0.36,602723.0,2061312.66,,2.09,0.36,9.11,0.5799,74.94,0.0968
2019-01-15,93565.0,311571.45,1.2,2.61,0.47,0.32,0.0,304345.35,2170.0,91395.0,7226.1,,,,0.12,,,,,35000.0,,,,0.12,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,39.73,0.3845,46.91,0.1547
2019-01-16,93565.0,312507.1,1.2,2.68,0.47,0.31,0.0,305259.3,2170.0,91395.0,7247.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.36,0.0,0.0,,0.0,100.0,39.73,0.3845,46.91,0.1547
2019-01-17,49678.0,164930.96,0.64,1.43,0.25,0.17,0.0,157726.56,2170.0,47508.0,7204.4,,,,,,,,,,,,,,,,,43887.0,0.01,0.15,,,100.0,0.36,0.0,0.0,,0.0,100.0,10.75,0.5834,74.82,0.0821
2019-01-18,49478.0,168225.2,0.63,1.47,0.25,0.16,0.0,161187.2,2070.0,47408.0,7038.0,,,,,,,,0.0,,100.0,,,,,,,100.0,0.01,0.0,,,100.0,0.34,0.0,0.0,,0.0,100.0,10.79,0.585,74.92,0.0818
2019-01-21,49478.0,171688.66,0.63,1.45,0.25,0.17,0.0,164505.76,2070.0,47408.0,7182.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.34,0.0,0.0,,0.0,100.0,10.81,0.5872,75.1,0.0818
2019-01-22,49478.0,170204.32,0.63,1.46,0.25,0.17,0.0,163083.52,2070.0,47408.0,7120.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.34,0.0,0.0,,0.0,100.0,10.79,0.5849,74.92,0.0818
2019-01-23,213353.0,727533.73,2.74,6.46,1.06,0.73,1.0,720475.03,2070.0,211283.0,7058.7,,,,,,163875.0,,,,,,,,,0.56,,,0.01,,,,0.34,0.34,602723.0,2055285.43,,2.07,0.34,20.98,0.3871,55.83,0.3528
2019-01-24,213353.0,723266.67,2.74,6.79,1.06,0.73,1.0,716249.37,2070.0,211283.0,7017.3,,,,,,,,,,,,,,,,,,0.01,,,,0.34,0.34,602723.0,2043230.97,,2.06,0.34,20.98,0.3871,55.83,0.3528
2019-01-25,213353.0,736067.85,2.74,7.21,1.06,0.72,1.0,728926.35,2070.0,211283.0,7141.5,,,,,,,,,,,,,,,,,,0.01,,,,0.34,0.34,602723.0,2079394.35,,2.06,0.34,20.98,0.3871,55.82,0.3528
2019-01-28,214460.0,743103.9,2.75,7.3,1.07,0.74,1.0,735931.35,2070.0,212390.0,7172.55,,,,0.01,,,,,1107.0,,,,0.01,,,,,0.01,,,,0.34,0.34,602723.0,2088435.2,,2.08,0.34,20.94,0.3878,55.91,0.3546
2019-01-29,169690.0,583733.6,2.18,6.03,0.84,0.59,0.0,576612.8,30788.0,167620.0,105910.72,,,,,,,,,,,,,,,,28718.0,44770.0,0.11,0.15,,,5.09,5.09,574005.0,1974577.2,,1.99,5.06,21.81,0.5521,70.89,0.2806
2019-01-30,169690.0,571855.3,2.18,6.21,0.84,0.58,0.0,564879.4,30788.0,167620.0,103755.56,,,,,,,,,,,,,,,,,,0.1,,,,5.09,5.09,574005.0,1934396.85,,1.96,5.0,21.85,0.5516,70.84,0.2806
2019-01-31,197670.0,667136.25,2.54,7.13,0.98,0.67,0.0,660150.0,3314.0,195600.0,11184.75,,,,0.09,,,,0.09,27980.0,27474.0,,,0.09,,,,,0.01,,,,0.55,0.55,601479.0,2029991.63,,2.03,0.55,18.62,0.6008,75.14,0.3268
2019-02-01,197670.0,643415.85,2.54,7.22,0.98,0.67,0.0,636678.0,3314.0,195600.0,10787.07,,,,,,,,,,,,,,,,,,0.01,,,,0.55,0.55,601479.0,1957814.15,,2.01,0.55,18.67,0.6,75.08,0.3268
2019-02-04,197670.0,642427.5,2.54,7.07,0.98,0.65,0.0,635700.0,3314.0,195600.0,10770.5,,,,,,,,,,,,,,,,,,0.01,,,,0.55,0.55,601479.0,1954806.75,,1.96,0.55,18.57,0.6017,75.22,0.3268
2019-02-05,170196.0,547180.14,2.18,6.13,0.85,0.55,0.0,540525.09,3314.0,168126.0,10654.51,,,,,,,,,,,,,,,,,27474.0,0.01,0.1,,,0.55,0.55,601479.0,1933754.99,,1.95,0.55,21.73,0.5533,71.0,0.2814
