,ALGEN FP Equity_DX_SI_QTY,ALGEN FP Equity_DX_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEN FP Equity_DX_SI_MV,ALGEN FP Equity_DX_DSS,ALGEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SUPPLY_SI_QTY,ALGEN FP Equity_DX_BROKER_SI_QTY,ALGEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEN FP Equity_DX_BROKER_SI_MV_INC_x,ALGEN FP Equity_DX_BROKER_SI_QTY_ADD,ALGEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEN FP Equity_DX_BROKER_SI_QTY_INC,ALGEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEN FP Equity_DX_BROKER_SI_MV_INC_y,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEN FP Equity_DX_BROKER_SI_MV_ADD,ALGEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEN FP Equity_DX_BROKER_SI_QTY_DEC,ALGEN FP Equity_DX_SUPPLY_SI_MV,ALGEN FP Equity_DX_BROKER_SI_MV_DEC,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEN FP Equity_DX_BROKER_SI_CON_RATIO,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEN FP Equity_PX_LAST
2020-08-21,521.0,1109.73,0.01,0.01,0.01,0.0,0.0,1109.73,521.0,521.0,1109.73,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.13
2020-08-24,521.0,1104.52,0.01,0.01,0.01,0.0,0.0,1104.52,521.0,521.0,1104.52,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.12
2020-08-25,521.0,1099.31,0.01,0.01,0.01,0.0,0.0,1099.31,521.0,521.0,1099.31,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.11
2020-08-26,521.0,1120.15,0.01,0.01,0.01,0.0,0.0,1120.15,521.0,521.0,1120.15,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.15
2020-08-27,521.0,1193.09,0.01,0.01,0.01,0.0,0.0,1193.09,521.0,521.0,1193.09,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.29
2020-08-28,521.0,1250.4,0.01,0.01,0.01,0.0,0.0,1250.4,521.0,521.0,1250.4,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.4
2020-08-31,521.0,1193.09,0.01,0.01,0.01,0.0,0.0,1193.09,521.0,521.0,1193.09,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.29
2020-09-01,521.0,1182.67,0.01,0.01,0.01,0.0,0.0,1182.67,521.0,521.0,1182.67,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.27
2020-09-02,521.0,1172.25,0.01,0.01,0.01,0.0,0.0,1172.25,521.0,521.0,1172.25,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.25
2020-09-03,521.0,1156.62,0.01,0.02,0.01,0.0,0.0,1156.62,521.0,521.0,1156.62,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.22
2020-09-04,521.0,1109.73,0.01,0.02,0.01,0.0,0.0,1109.73,521.0,521.0,1109.73,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.13
2020-09-07,521.0,1135.78,0.01,0.02,0.01,0.0,0.0,1135.78,521.0,521.0,1135.78,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.18
2020-09-08,521.0,1099.31,0.01,0.02,0.01,0.0,0.0,1099.31,521.0,521.0,1099.31,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.11
2020-09-09,521.0,1135.78,0.01,0.02,0.01,0.0,0.0,1135.78,521.0,521.0,1135.78,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.18
2020-09-10,521.0,1130.57,0.01,0.02,0.01,0.0,0.0,1130.57,521.0,521.0,1130.57,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.17
2020-09-11,521.0,1135.78,0.01,0.02,0.01,0.0,0.0,1135.78,521.0,521.0,1135.78,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.18
2020-09-14,521.0,1151.41,0.01,0.02,0.01,0.0,0.0,1151.41,521.0,521.0,1151.41,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.21
2020-09-15,521.0,1239.98,0.01,0.02,0.01,0.0,0.0,1239.98,521.0,521.0,1239.98,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.38
2020-09-16,521.0,1266.03,0.01,0.02,0.01,0.0,0.0,1266.03,521.0,521.0,1266.03,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.43
2020-09-17,521.0,1250.4,0.01,0.02,0.01,0.0,0.0,1250.4,521.0,521.0,1250.4,,,,,,,,,,,,0.0,,100.0,25.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.2578,2.4
2020-09-18,521.0,1140.99,0.01,0.02,0.01,0.0,0.0,1140.99,521.0,521.0,1140.99,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.19
2020-09-21,521.0,1052.42,0.01,0.01,0.01,0.0,0.0,1052.42,521.0,521.0,1052.42,,,,,,,,,,,,0.0,,100.0,39.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.3944,2.02
2020-09-22,521.0,1109.73,0.01,0.01,0.01,0.0,0.0,1109.73,521.0,521.0,1109.73,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.13
2020-09-23,521.0,1088.89,0.01,0.01,0.01,0.0,0.0,1088.89,521.0,521.0,1088.89,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.09
2020-09-24,521.0,1062.84,0.01,0.01,0.01,0.0,0.0,1062.84,521.0,521.0,1062.84,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.04
2020-09-25,521.0,1047.21,0.01,0.01,0.01,0.0,0.0,1047.21,521.0,521.0,1047.21,,,,,,,,,,,,0.0,,100.0,46.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.4648,2.01
2020-09-28,390.0,791.7,0.01,0.01,0.01,0.0,0.0,791.7,390.0,390.0,791.7,,,,0.0,,131.0,,,,,131.0,0.0,0.0,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.03
2020-09-29,390.0,834.6,0.01,0.01,0.01,0.0,0.0,834.6,390.0,390.0,834.6,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.14
2020-09-30,390.0,830.7,0.01,0.01,0.01,0.0,0.0,830.7,390.0,390.0,830.7,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.13
2020-10-01,390.0,815.1,0.01,0.01,0.01,0.0,0.0,815.1,390.0,390.0,815.1,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.09
2020-10-02,390.0,811.2,0.01,0.01,0.01,0.0,0.0,811.2,390.0,390.0,811.2,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.08
2020-10-05,390.0,815.1,0.01,0.01,0.01,0.0,0.0,815.1,390.0,390.0,815.1,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.09
2020-10-06,390.0,819.0,0.01,0.01,0.01,0.0,0.0,819.0,390.0,390.0,819.0,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.1
2020-10-07,390.0,822.9,0.01,0.01,0.01,0.0,0.0,822.9,390.0,390.0,822.9,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.11
2020-10-08,390.0,932.1,0.01,0.01,0.01,0.0,0.0,932.1,390.0,390.0,932.1,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,2.39
2020-10-09,390.0,1365.0,0.01,0.01,0.01,0.0,0.0,1365.0,390.0,390.0,1365.0,,,,,,,,,,,,0.0,,100.0,35.78,0.0,0.0,0.0,100.0,,1.0,100.0,0.3578,3.5
2020-10-12,390.0,1556.1,0.01,0.0,0.01,0.0,0.0,1556.1,390.0,390.0,1556.1,,,,,,,,,,,,0.0,,100.0,39.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.3939,3.99
2020-10-13,390.0,1310.4,0.01,0.0,0.01,0.0,0.0,1310.4,390.0,390.0,1310.4,,,,,,,,,,,,0.0,,100.0,56.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.5652,3.36
2020-10-14,390.0,1337.7,0.01,0.0,0.01,0.0,0.0,1337.7,390.0,390.0,1337.7,,,,,,,,,,,,0.0,,100.0,56.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.5652,3.43
2020-10-15,390.0,1290.9,0.01,0.0,0.01,0.0,0.0,1290.9,390.0,390.0,1290.9,,,,,,,,,,,,0.0,,100.0,56.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.5652,3.31
2020-10-16,390.0,1314.3,0.01,0.0,0.01,0.0,0.0,1314.3,390.0,390.0,1314.3,,,,,,,,,,,,0.0,,100.0,56.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.5652,3.37
2020-10-19,390.0,1302.6,0.01,0.0,0.01,0.0,0.0,1302.6,390.0,390.0,1302.6,,,,,,,,,,,,0.0,,100.0,56.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.5652,3.34
2020-10-20,390.0,1283.1,0.01,0.0,0.01,0.0,0.0,1283.1,390.0,390.0,1283.1,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5,3.29
2020-10-21,2390.0,7456.8,0.05,0.01,0.03,0.01,0.0,1216.8,2390.0,390.0,7456.8,2000.0,,,,,,,2000.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.12
2020-10-22,2390.0,7337.3,0.05,0.01,0.03,0.01,0.0,1197.3,2390.0,390.0,7337.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.07
2020-10-23,2390.0,7552.4,0.05,0.01,0.03,0.01,0.0,1232.4,2390.0,390.0,7552.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.16
2020-10-26,2390.0,6883.2,0.05,0.01,0.03,0.01,0.0,1123.2,2390.0,390.0,6883.2,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.88
2020-10-27,2390.0,6285.7,0.05,0.01,0.03,0.01,0.0,1025.7,2390.0,390.0,6285.7,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.63
2020-10-28,2390.0,5975.0,0.05,0.01,0.03,0.01,0.0,975.0,2390.0,390.0,5975.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.5
2020-10-29,4790.0,13220.4,0.09,0.02,0.07,0.01,0.0,4388.4,3590.0,1590.0,9908.4,1200.0,,1200.0,,,,,1200.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.76
2020-10-30,4790.0,13603.6,0.09,0.02,0.07,0.01,0.0,4515.6,3590.0,1590.0,10195.6,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.84
2020-11-02,4790.0,13891.0,0.09,0.02,0.07,0.01,0.0,4611.0,3590.0,1590.0,10411.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.9
2020-11-03,4790.0,12885.1,0.09,0.02,0.07,0.01,0.0,4277.1,3590.0,1590.0,9657.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.69
2020-11-04,4790.0,13555.7,0.09,0.02,0.07,0.01,0.0,4499.7,3590.0,1590.0,10159.7,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.83
2020-11-05,4790.0,13699.4,0.09,0.02,0.07,0.01,0.0,4547.4,3590.0,1590.0,10267.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.86
2020-11-06,4790.0,13459.9,0.09,0.02,0.07,0.01,0.0,4467.9,3590.0,1590.0,10087.9,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.86,0.4317,49.97,0.6671,2.81
2020-11-09,2390.0,6285.7,0.05,0.01,0.03,0.01,0.0,1025.7,2390.0,390.0,6285.7,,,,0.0,,1200.0,,,,,1200.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.63
2020-11-10,2390.0,6357.4,0.05,0.01,0.03,0.01,0.0,1037.4,2390.0,390.0,6357.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,15.33,0.7404,84.67,0.5,2.66
2020-11-11,4790.0,13459.9,0.09,0.02,0.07,0.01,0.0,4467.9,3590.0,1590.0,10087.9,1200.0,,1200.0,,,,,1200.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.81
2020-11-12,4790.0,13603.6,0.09,0.02,0.07,0.01,0.0,4515.6,3590.0,1590.0,10195.6,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.84
2020-11-13,4790.0,13747.3,0.09,0.02,0.07,0.01,0.0,4563.3,3590.0,1590.0,10303.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.87
2020-11-16,4790.0,13268.3,0.09,0.02,0.07,0.01,0.0,4404.3,3590.0,1590.0,9944.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.77
2020-11-17,4790.0,12837.2,0.09,0.02,0.07,0.01,0.0,4261.2,3590.0,1590.0,9621.2,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.68
2020-11-18,4790.0,13938.9,0.09,0.02,0.07,0.01,0.0,4626.9,3590.0,1590.0,10446.9,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,2.91
2020-11-19,4790.0,13699.4,0.09,0.02,0.07,0.01,0.0,4547.4,3590.0,1590.0,10267.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,42.6,0.4294,49.1,0.6671,2.86
2020-11-20,3590.0,10375.1,0.07,0.01,0.05,0.01,0.0,4595.1,2390.0,1590.0,6907.1,,,,0.0,,1200.0,,,,,,0.01,,100.0,95.98,0.0,0.0,0.0,100.0,32.04,0.4384,56.87,1.4418,2.89
2020-11-23,2390.0,6811.5,0.05,0.01,0.03,0.01,0.0,1111.5,2390.0,390.0,6811.5,,,,,,,,,,,1200.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.85
2020-11-24,2390.0,7385.1,0.05,0.02,0.03,0.01,0.0,1205.1,2390.0,390.0,7385.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.09
2020-11-25,2390.0,7146.1,0.05,0.02,0.03,0.01,0.0,1166.1,2390.0,390.0,7146.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.99
2020-11-26,2390.0,7265.6,0.05,0.02,0.03,0.01,0.0,1185.6,2390.0,390.0,7265.6,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.04
2020-11-27,2390.0,7504.6,0.05,0.02,0.03,0.01,0.0,1224.6,2390.0,390.0,7504.6,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.14
2020-11-30,2390.0,7456.8,0.05,0.02,0.03,0.01,0.0,1216.8,2390.0,390.0,7456.8,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.12
2020-12-01,4790.0,15807.0,0.09,0.04,0.07,0.01,0.0,5247.0,3590.0,1590.0,11847.0,1200.0,,1200.0,,,,,1200.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,3.3
2020-12-02,4790.0,15088.5,0.09,0.04,0.07,0.02,0.0,5008.5,3590.0,1590.0,11308.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.75,0.432,50.1,0.6671,3.15
2020-12-03,6990.0,21669.0,0.14,0.05,0.1,0.02,0.0,8339.0,4690.0,2690.0,14539.0,1100.0,0.0,,,1100.0,,0.0,1100.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,28.61,0.5181,65.81,0.7452,3.1
2020-12-04,8390.0,26176.8,0.17,0.07,0.12,0.03,0.0,10576.8,5390.0,3390.0,16816.8,700.0,0.0,,,700.0,,0.0,700.0,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,23.84,0.5704,71.51,0.7783,3.12
2020-12-07,8390.0,26931.9,0.17,0.07,0.12,0.03,0.0,10881.9,5390.0,3390.0,17301.9,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,23.84,0.5704,71.51,0.7783,3.21
2020-12-08,8390.0,28777.7,0.17,0.07,0.12,0.03,0.0,11627.7,5390.0,3390.0,18487.7,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,23.84,0.5704,71.51,0.7783,3.43
2020-12-09,8390.0,27267.5,0.17,0.07,0.12,0.03,0.0,11017.5,5390.0,3390.0,17517.5,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,24.06,0.5677,71.25,0.7783,3.25
2020-12-10,5990.0,18928.4,0.12,0.05,0.09,0.02,0.0,6920.4,4190.0,2190.0,13240.4,,,,0.0,,1200.0,,,,,1200.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,33.39,0.4769,60.1,0.7148,3.16
2020-12-11,5990.0,18509.1,0.12,0.05,0.09,0.02,0.0,6767.1,4190.0,2190.0,12947.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,33.22,0.4782,60.31,0.7148,3.09
2020-12-14,3090.0,9579.0,0.06,0.03,0.04,0.01,0.0,1209.0,3090.0,390.0,9579.0,,,,0.0,,1100.0,,,,,1800.0,0.01,0.01,100.0,50.0,0.0,0.0,0.0,100.0,22.65,0.4862,64.72,0.5,3.1
2020-12-15,2390.0,7050.5,0.05,0.02,0.03,0.01,0.0,1150.5,2390.0,390.0,7050.5,,,,0.0,,700.0,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,2.95
2020-12-16,2390.0,6787.6,0.05,0.02,0.03,0.01,0.0,1107.6,2390.0,390.0,6787.6,,,,,,,,,,,,0.01,,100.0,74.92,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.7492,2.84
2020-12-17,9994.0,29582.24,0.2,0.09,0.14,0.03,0.0,19814.24,3690.0,6694.0,10922.4,1300.0,,6304.0,,,,,1300.0,0.02,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,20.71,0.3924,55.54,1.3542,2.96
2020-12-18,9994.0,29182.48,0.2,0.09,0.14,0.03,0.0,19546.48,3690.0,6694.0,10774.8,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,20.8,0.3922,55.52,1.3542,2.92
2020-12-21,12594.0,36018.84,0.25,0.12,0.18,0.04,0.0,22862.84,4990.0,7994.0,14271.4,1300.0,0.0,,,1300.0,,0.0,1300.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.55,0.4708,64.63,1.2619,2.86
2020-12-22,14594.0,42906.36,0.29,0.14,0.21,0.04,0.0,26442.36,5990.0,8994.0,17610.6,1000.0,0.0,,,1000.0,,0.0,1000.0,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,14.35,0.5217,69.42,1.2182,2.94
2020-12-23,12594.0,36270.72,0.25,0.12,0.18,0.04,0.0,20142.72,5990.0,6994.0,17251.2,,,,,,,,,,,2000.0,0.02,0.01,100.0,81.06,0.0,0.0,0.0,100.0,15.88,0.6826,81.02,1.7042,2.88
2020-12-24,12594.0,36522.6,0.25,0.12,0.18,0.04,0.0,20282.6,5990.0,6994.0,17371.0,,,,,,,,,,,,0.02,,100.0,81.06,0.0,0.0,0.0,100.0,15.88,0.6826,81.02,1.7042,2.9
2020-12-25,12594.0,36522.6,0.25,0.13,0.18,0.04,0.0,20282.6,5990.0,6994.0,17371.0,,,,,,,,,,,,0.02,,100.0,81.06,0.0,0.0,0.0,100.0,15.83,0.6835,81.08,1.7042,
2020-12-28,9590.0,27619.2,0.19,0.1,0.14,0.03,0.0,11491.2,5990.0,3990.0,17251.2,,,,,,,,,,,3004.0,0.02,0.01,100.0,50.0,0.0,0.0,0.0,100.0,20.88,0.6089,75.08,0.8005,2.88
2020-12-29,6990.0,23416.5,0.14,0.07,0.1,0.02,0.0,9011.5,4690.0,2690.0,15711.5,,,,0.0,,1300.0,,,,,1300.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,28.61,0.5181,65.81,0.7452,3.35
2020-12-30,4390.0,13477.3,0.09,0.04,0.06,0.01,0.0,4267.3,3390.0,1390.0,10407.3,,,,0.0,,1300.0,,,,,1300.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.07
2020-12-31,4390.0,13609.0,0.09,0.04,0.06,0.01,0.0,4309.0,3390.0,1390.0,10509.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.1
2021-01-01,4390.0,13609.0,0.09,0.04,0.06,0.01,0.0,4309.0,3390.0,1390.0,10509.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.46,0.4232,45.67,0.6475,
2021-01-04,4390.0,13652.9,0.09,0.04,0.06,0.01,0.0,4322.9,3390.0,1390.0,10542.9,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.11
2021-01-05,4390.0,13872.4,0.09,0.04,0.06,0.01,0.0,4392.4,3390.0,1390.0,10712.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.16
2021-01-06,4390.0,14487.0,0.09,0.04,0.06,0.01,0.0,4587.0,3390.0,1390.0,11187.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.3
2021-01-07,4390.0,14399.2,0.09,0.04,0.06,0.01,0.0,4559.2,3390.0,1390.0,11119.2,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.28
2021-01-08,4390.0,15013.8,0.09,0.04,0.06,0.01,0.0,4753.8,3390.0,1390.0,11593.8,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.42
2021-01-11,4390.0,15891.8,0.09,0.04,0.06,0.02,0.0,5031.8,3390.0,1390.0,12271.8,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.62
2021-01-12,4390.0,16901.5,0.09,0.04,0.06,0.02,0.0,5351.5,3390.0,1390.0,13051.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.85
2021-01-13,4390.0,15804.0,0.09,0.04,0.06,0.02,0.0,5004.0,3390.0,1390.0,12204.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.56,0.423,45.56,0.6475,3.6
2021-01-14,3390.0,12407.4,0.07,0.03,0.05,0.01,0.0,1427.4,3390.0,390.0,12407.4,,,,,,,,,,,1000.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,29.5,0.4483,59.0,0.5,3.66
2021-01-15,2390.0,8580.1,0.05,0.02,0.03,0.01,0.0,1400.1,2390.0,390.0,8580.1,,,,0.0,,1000.0,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.59
2021-01-18,2390.0,8890.8,0.05,0.02,0.03,0.01,0.0,1450.8,2390.0,390.0,8890.8,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.72
2021-01-19,2390.0,8771.3,0.05,0.02,0.03,0.01,0.0,1431.3,2390.0,390.0,8771.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.67
2021-01-20,2390.0,8532.3,0.05,0.02,0.03,0.01,0.0,1392.3,2390.0,390.0,8532.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.5,3.57
