,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_y,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity
2018-06-26,68514.0,111472278.0,3.01,8.44,0.82,113.19,0.0,99199817.0,30475.0,60971.0,49582825.0,,,600.0,2.13,,,,1.17,1366.0,633.0,,,2.13,600.0,,,663.0,49.32,1.27,,,3.92,3.92,746888.0,1215186776.0,,1212.79,3.91,18.77,0.1347,22.86,0.0881
2018-06-27,63829.0,103977441.0,2.8,7.91,0.77,105.62,0.0,86934843.0,27873.0,53367.0,45405117.0,,,1159.0,0.77,,,,6.87,467.0,4306.0,,,0.77,1159.0,,545.0,8071.0,45.45,13.29,,,3.59,3.59,748314.0,1219003506.0,,1222.31,3.58,18.02,0.1156,20.51,0.0822
2018-06-28,71393.0,115371088.0,3.13,8.73,0.86,117.41,0.0,100741440.0,27324.0,62340.0,44155584.0,,,1253.0,14.18,,186.0,,3.05,8853.0,1855.0,,,14.18,1253.0,0.27,53.0,66.0,44.47,0.11,,,3.54,3.54,744100.0,1202465600.0,,1211.6,3.54,19.85,0.1314,21.43,0.0925
2018-06-29,65811.0,107403552.0,2.89,8.08,0.79,107.52,0.0,97048512.0,26421.0,59466.0,43119072.0,,,,0.67,,100.0,,1.55,485.0,903.0,,,0.67,,0.16,,3459.0,42.64,6.34,,,3.43,3.43,744100.0,1214371200.0,,1200.28,3.43,20.51,0.1472,22.98,0.0854
2018-07-02,63621.0,103511367.0,2.79,7.68,0.77,104.74,0.0,93936472.0,24667.0,57736.0,40133209.0,,,,0.0,,,,2.72,5.0,1754.0,,,0.0,,,,1735.0,40.26,2.39,,,3.16,3.16,754945.0,1228295515.0,,1231.45,3.17,20.9,0.1434,21.17,0.0816
2018-07-03,63459.0,103882383.0,2.79,7.6,0.76,104.23,0.0,94716820.0,23256.0,57860.0,38070072.0,,,81.0,1.99,,,,2.48,1326.0,1492.0,,,1.99,81.0,,,1202.0,37.83,2.07,,,2.98,2.98,757042.0,1239277754.0,,1230.41,2.98,19.69,0.1461,22.91,0.0813
2018-07-04,65306.0,107428370.0,2.82,7.78,0.78,108.0,0.0,98218015.0,28085.0,59707.0,46199825.0,,,1977.0,6.83,,,,0.15,3928.0,96.0,,,6.83,1977.0,,2948.0,2081.0,45.99,3.39,,,3.6,3.6,751933.0,1236929785.0,,1229.81,3.6,20.72,0.1496,22.13,0.0837
2018-07-05,73455.0,121494570.0,3.17,8.77,0.88,121.73,0.0,110579824.0,36790.0,66856.0,60850660.0,,,6411.0,14.19,,,,0.33,8705.0,220.0,,,14.19,6411.0,,2514.0,1556.0,60.51,2.24,,,4.72,4.72,742805.0,1228599470.0,,1218.96,4.73,19.64,0.1538,19.83,0.0942
2018-07-06,73475.0,120352050.0,3.17,9.02,0.88,121.94,0.0,97585488.0,44592.0,59576.0,73041696.0,,,218.0,0.45,,,,0.58,215.0,366.0,,,0.45,218.0,,7950.0,7495.0,73.5,12.09,,,5.72,5.72,735157.0,1204187166.0,,1209.52,5.73,19.49,0.154,19.86,0.0942
2018-07-09,74806.0,123953542.0,3.23,9.16,0.9,123.72,0.0,98170622.0,46630.0,59246.0,77265910.0,,,1755.0,13.67,,,,0.53,7953.0,327.0,,,13.67,1755.0,,283.0,330.0,76.38,0.4,,,5.98,5.98,732533.0,1213807181.0,,1199.79,5.98,19.44,0.1537,19.93,0.096
2018-07-10,81274.0,135646306.0,3.51,9.97,0.97,136.49,0.0,121187759.0,42222.0,72611.0,70468518.0,,,1355.0,9.74,,1289.0,,11.31,5493.0,6877.0,,,9.74,1355.0,2.09,1441.0,1370.0,70.03,2.03,,,5.56,5.56,717807.0,1198019883.0,,1191.3,5.55,22.39,0.1634,23.7,0.1069
2018-07-11,80102.0,134411156.0,3.46,10.07,0.96,135.58,0.0,120087748.0,40925.0,71566.0,68672150.0,,,,2.2,,,,3.83,1187.0,2355.0,,,2.2,,,1058.0,2232.0,68.45,3.5,,,5.38,5.38,719526.0,1207364628.0,,1203.46,5.38,21.1,0.1594,22.75,0.1053
2018-07-12,81817.0,138843449.0,3.53,10.32,0.98,139.41,0.0,120991009.0,42305.0,71297.0,71791585.0,,,1227.0,4.06,,100.0,,3.63,2185.0,2168.0,,,4.06,1227.0,0.18,2321.0,2554.0,71.16,4.03,,,5.55,5.55,719801.0,1221502297.0,,1211.93,5.55,17.71,0.1485,23.15,0.1074
2018-07-13,86294.0,146354624.0,3.73,11.21,1.03,148.14,1.0,129163968.0,49769.0,76158.0,84408224.0,,,4149.0,7.21,,1416.0,,0.81,4005.0,489.0,,,7.21,4149.0,2.37,3804.0,560.0,84.41,0.51,,,6.53,6.53,711937.0,1207445152.0,,1207.38,6.53,17.86,0.1464,21.81,0.1133
2018-07-16,87710.0,148229900.0,3.79,11.49,1.05,150.27,1.0,124610460.0,51854.0,73734.0,87633260.0,,,5.0,,,,,3.16,,1850.0,,,,5.0,,3930.0,2424.0,87.74,4.22,,,6.79,6.79,711765.0,1202882850.0,,1204.4,6.79,15.84,0.1342,21.42,0.1149
2018-07-17,94104.0,161858880.0,4.06,12.52,1.13,162.15,1.0,136408040.0,61338.0,79307.0,105501360.0,,,684.0,9.91,,842.0,,1.62,5304.0,949.0,,,9.91,684.0,1.45,9749.0,573.0,104.09,1.01,,,8.03,8.03,702242.0,1207856240.0,,1192.28,8.03,18.91,0.1428,19.7,0.1232
2018-07-18,103763.0,176293337.0,4.48,13.86,1.24,179.94,1.0,157013085.0,59117.0,92415.0,100439783.0,,,202.0,24.96,,,,4.08,14092.0,2483.0,,,24.96,202.0,,60.0,984.0,101.57,1.49,,,7.73,7.73,705173.0,1198088927.0,,1212.25,7.73,17.93,0.1627,27.79,0.1358
2018-07-19,111564.0,186423444.0,4.82,15.21,1.34,191.68,1.0,167365689.0,63813.0,100159.0,106631523.0,,,2630.0,16.64,,,,2.91,9809.0,1662.0,,,16.64,2630.0,,3728.0,2065.0,108.26,4.17,,,8.36,8.36,699321.0,1168565391.0,,1185.38,8.37,15.55,0.1856,33.56,0.1462
2018-07-20,120277.0,199780097.0,5.2,16.6,1.44,203.49,1.0,187380732.0,64160.0,112812.0,106569760.0,,,80.0,16.38,,3840.0,,3.4,9989.0,1937.0,,,16.38,80.0,6.37,2204.0,1176.0,107.04,2.3,,,8.42,8.42,697545.0,1158622245.0,,1164.06,8.42,14.32,0.2156,39.05,0.1579
2018-07-23,103424.0,170029056.0,4.47,13.91,1.24,174.03,1.0,151575156.0,58270.0,92199.0,95795880.0,,,3231.0,2.98,,,,16.81,1912.0,10099.0,,,2.98,3231.0,,978.0,22525.0,96.86,38.49,,,7.65,7.65,703143.0,1155967092.0,,1170.1,7.64,16.87,0.1647,27.0,0.1358
2018-07-24,92700.0,150637500.0,4.0,12.43,1.11,154.57,1.0,138807500.0,53850.0,85420.0,87506250.0,,,1.0,1.69,,200.0,,7.88,1317.0,4741.0,,,1.69,1.0,0.33,320.0,8296.0,88.67,14.33,,,7.06,7.06,709345.0,1152685625.0,,1170.09,7.04,20.1,0.1628,20.73,0.1215
2018-07-25,107308.0,174482808.0,4.64,14.23,1.29,177.04,1.0,163269912.0,59679.0,100412.0,97038054.0,,,8674.0,23.93,,,,4.68,14992.0,2845.0,,,23.93,8674.0,,,,97.25,,,,7.81,7.81,704281.0,1145160906.0,,1150.72,7.79,17.39,0.1417,17.71,0.1405
2018-07-26,107369.0,175763053.0,4.64,14.15,1.29,177.77,1.0,164474301.0,73113.0,100473.0,119685981.0,,,12900.0,,,61.0,,,,,,,,12900.0,0.1,534.0,,119.45,,,,9.58,9.58,690159.0,1129790283.0,,1125.54,9.59,17.44,0.1415,17.66,0.1407
2018-07-27,103136.0,167286592.0,4.45,13.85,1.24,170.66,1.0,156101280.0,70665.0,96240.0,114618630.0,,,,1.0,,,,3.99,473.0,2448.0,,,1.0,,,,4706.0,115.54,7.71,,,9.8,9.8,650153.0,1054548166.0,,1061.67,9.82,17.71,0.1416,18.04,0.1431
2018-07-30,93962.0,150902972.0,4.06,13.12,1.13,154.61,1.0,139827996.0,67123.0,87066.0,107799538.0,,,1.0,0.05,,,,10.17,199.0,6027.0,,,0.05,1.0,,2484.0,9373.0,108.53,15.28,,,8.59,8.59,714713.0,1147829078.0,,1157.28,8.57,19.69,0.145,19.82,0.1202
2018-07-31,84805.0,133991900.0,3.66,12.16,1.02,138.89,1.0,124088460.0,56807.0,78537.0,89755060.0,,,86.0,0.34,,,,16.97,291.0,10443.0,,,0.34,86.0,,41.0,8820.0,90.99,14.27,,,7.29,7.29,722127.0,1140960660.0,,1157.97,7.29,21.66,0.1609,22.12,0.1089
2018-08-01,84764.0,134435704.0,3.66,12.05,1.02,138.82,1.0,124599332.0,57395.0,78562.0,91028470.0,,,1041.0,1.66,,,,0.72,1176.0,453.0,,,1.66,1041.0,,,1151.0,90.82,1.39,,,7.37,7.37,721458.0,1144232388.0,,1143.65,7.36,22.01,0.1628,23.02,0.1088
2018-08-02,85465.0,136060280.0,3.69,12.15,1.02,140.47,1.0,126156448.0,59611.0,79244.0,94900712.0,,,452.0,1.54,,,,2.12,714.0,1391.0,,,1.54,452.0,,3155.0,32.0,94.76,0.06,,,7.66,7.66,718393.0,1143681656.0,,1144.55,7.65,21.92,0.1623,22.81,0.1099
2018-08-03,84092.0,133454004.0,3.63,12.25,1.01,137.83,1.0,110261586.0,67964.0,69478.0,107858868.0,,,347.0,2.85,,,,0.56,1594.0,354.0,,,2.85,347.0,,8360.0,11360.0,108.06,18.74,,,8.74,8.74,709314.0,1125681318.0,,1130.44,8.73,23.2,0.1682,24.57,0.1082
2018-08-06,83506.0,133025058.0,3.61,12.2,1.0,136.84,1.0,109744956.0,68073.0,68892.0,108440289.0,,,,0.0,,,,0.0,14.0,1.0,,,0.0,,,110.0,600.0,108.2,0.94,,,8.71,8.71,713361.0,1136384073.0,,1135.68,8.7,23.46,0.1704,24.69,0.1069
2018-08-07,70802.0,112433576.0,3.06,10.31,0.85,116.39,0.0,103269228.0,56121.0,65031.0,89120148.0,,,,1.9,,,,18.96,1200.0,11952.0,,,1.9,,,,5061.0,89.27,8.17,,,7.17,7.17,726456.0,1153612128.0,,1156.34,7.17,26.63,0.1977,27.8,0.0905
2018-08-08,71591.0,113042189.0,3.09,10.38,0.86,117.23,0.0,103315549.0,55856.0,65431.0,88196624.0,,,,2.29,,,,1.22,1400.0,728.0,,,2.29,,,463.0,1000.0,88.57,1.6,,,7.14,7.14,726871.0,1147729309.0,,1153.74,7.13,26.3,0.1958,27.38,0.0915
2018-08-09,67342.0,106400360.0,2.91,9.86,0.81,110.53,0.0,98386600.0,52500.0,62270.0,82950000.0,,,194.0,0.49,,,,5.65,316.0,3566.0,,,0.49,194.0,,16.0,3477.0,83.05,5.5,,,6.71,6.71,730121.0,1153591180.0,,1157.55,6.69,27.69,0.2101,28.49,0.086
2018-08-10,66429.0,104492817.0,2.87,9.85,0.8,109.26,0.0,96514561.0,52713.0,61357.0,82917549.0,,,179.0,0.49,,,,0.11,210.0,66.0,,,0.49,179.0,,100.0,1123.0,83.52,1.69,,,6.73,6.73,730825.0,1149587725.0,,1161.4,6.71,27.93,0.2135,29.33,0.0848
2018-08-13,64422.0,100498320.0,2.78,9.85,0.77,105.45,0.0,95996160.0,50574.0,61536.0,78895440.0,,,47.0,0.1,,,,3.5,179.0,2186.0,,,0.1,47.0,,,,79.47,,,,6.45,6.45,733459.0,1144196040.0,,1154.58,6.44,27.75,0.2138,29.51,0.0822
2018-08-14,63247.0,98222591.0,2.73,9.89,0.76,103.31,0.0,93740633.0,50574.0,60361.0,78541422.0,,,,0.0,,,,,25.0,,,,0.0,,,,1200.0,78.95,1.87,,,6.45,6.45,733114.0,1138526042.0,,1147.32,6.44,28.21,0.2214,30.05,0.0807
2018-08-15,60484.0,90726000.0,2.61,9.66,0.72,97.36,0.0,87177000.0,49829.0,58118.0,74743500.0,,,,,,,,1.17,,745.0,,,,,,,2243.0,76.95,3.99,,,6.38,6.38,731500.0,1097250000.0,,1131.97,6.37,28.18,0.2159,28.7,0.0774
2018-08-16,58432.0,89108800.0,2.52,9.31,0.7,93.05,0.0,85207850.0,46344.0,55874.0,70674600.0,,,192.0,,,,,5.79,,3677.0,,,,192.0,,,2244.0,69.63,4.63,,,5.94,5.94,734473.0,1120071325.0,,1106.81,5.92,24.61,0.2125,30.58,0.0748
2018-08-17,56034.0,85451850.0,2.42,8.98,0.67,89.53,0.0,81511250.0,46370.0,53450.0,70714250.0,,,333.0,0.25,,,,0.45,162.0,307.0,,,0.25,333.0,,,2586.0,70.07,3.95,,,5.96,5.96,731477.0,1115502425.0,,1110.72,5.93,21.72,0.2073,31.65,0.072
2018-08-20,50210.0,76771090.0,2.17,8.23,0.6,80.09,0.0,74347625.0,44939.0,48625.0,68711731.0,,,,3.34,,,,3.98,2075.0,2624.0,,,3.34,,,1193.0,6900.0,68.44,11.28,,,5.76,5.76,734855.0,1123593295.0,,1121.24,5.75,26.2,0.229,36.42,0.0644
2018-08-21,47251.0,72861042.0,2.04,7.75,0.57,75.57,0.0,70329078.0,42880.0,45609.0,66120960.0,,,57.0,0.75,,100.0,,3.33,300.0,2216.0,,,0.75,57.0,0.15,100.0,3416.0,65.46,5.52,,,5.5,5.5,737452.0,1137150984.0,,1126.66,5.49,26.35,0.2468,39.66,0.0606
2018-08-22,45719.0,70544417.0,1.97,7.51,0.55,73.47,0.0,68612581.0,42250.0,44467.0,65191750.0,,,,,,,,0.92,,790.0,,,,,,160.0,1142.0,65.04,1.8,,,5.41,5.41,738782.0,1139940626.0,,1138.2,5.41,27.39,0.2453,38.66,0.0585
2018-08-23,44779.0,69183555.0,1.93,7.45,0.54,72.09,0.0,67249215.0,35358.0,43527.0,54628110.0,,,854.0,0.34,,,,11.94,160.0,7746.0,,,0.34,854.0,,,1100.0,54.64,1.81,,,4.53,4.53,745684.0,1152081780.0,,1154.64,4.52,28.42,0.2545,39.47,0.0573
2018-08-24,44006.0,68781378.0,1.9,7.38,0.53,71.08,0.0,66824502.0,33477.0,42754.0,52324551.0,,,,,,,,2.93,,1881.0,,,,,,,773.0,52.01,1.27,,,4.29,4.29,747178.0,1167839214.0,,1160.99,4.29,28.19,0.2603,40.48,0.0564
2018-08-27,43039.0,67829464.0,1.86,7.29,0.52,70.07,0.0,65820064.0,33554.0,41764.0,52881104.0,,,124.0,0.14,,,,0.17,89.0,113.0,,,0.14,124.0,,66.0,1079.0,52.47,1.54,,,4.31,4.31,744518.0,1173360368.0,,1165.21,4.31,28.76,0.2702,41.42,0.0553
2018-08-28,40536.0,65060280.0,1.75,6.93,0.49,66.78,0.0,62248320.0,33763.0,38784.0,54189615.0,,,477.0,,,940.0,,0.42,,268.0,,,,477.0,1.51,,3920.0,53.4,6.23,,,4.33,4.33,746477.0,1198095585.0,,1180.46,4.33,20.64,0.2581,44.38,0.052
2018-08-29,38223.0,62112375.0,1.65,6.36,0.46,63.62,0.0,56827875.0,32668.0,34971.0,53085500.0,,,77.0,0.26,,,,1.81,149.0,1172.0,,,0.26,77.0,,,3962.0,52.63,6.45,,,4.2,4.2,745334.0,1211167750.0,,1199.65,4.2,21.56,0.286,47.33,0.0491
2018-08-30,36076.0,58226664.0,1.56,5.89,0.43,60.4,0.0,57001638.0,29990.0,35317.0,48403860.0,,,,3.87,,,,5.34,2152.0,3422.0,,,3.87,,,744.0,1806.0,48.67,3.18,,,3.85,3.85,748084.0,1207407576.0,,1215.06,3.85,23.06,0.2821,46.12,0.0464
2018-08-31,38527.0,61758781.0,1.66,6.26,0.46,64.28,0.0,60736067.0,29869.0,37889.0,47880007.0,,,,4.22,,,,0.25,2572.0,121.0,,,4.22,,,,,48.19,,,,3.84,3.84,748385.0,1199661155.0,,1208.98,3.83,27.53,0.2762,43.05,0.0495
2018-09-03,38527.0,62259632.0,1.66,6.38,0.46,64.27,0.0,61228624.0,26642.0,37889.0,43053472.0,,,,,,,,5.55,,3381.0,,,,,,154.0,,42.83,,,,3.41,3.41,754082.0,1218596512.0,,1212.04,3.41,27.32,0.2775,43.35,0.0493
2018-09-04,34915.0,55305360.0,1.51,5.98,0.42,57.61,0.0,54351792.0,26825.0,34313.0,42490800.0,,,352.0,1.47,,,,2.12,956.0,1360.0,,,1.47,352.0,,1191.0,4532.0,43.11,7.54,,,3.42,3.42,756711.0,1198630224.0,,1220.18,3.41,17.24,0.2766,47.42,0.0446
2018-09-05,33501.0,51725544.0,1.45,5.84,0.4,54.31,0.0,50796056.0,26625.0,32899.0,41109000.0,,,,0.05,,,,0.66,41.0,307.0,,,0.05,,,107.0,1455.0,41.76,2.42,,,3.4,3.4,755698.0,1166797712.0,,1190.17,3.39,16.62,0.2886,49.01,0.0428
2018-09-06,34285.0,52661760.0,1.48,5.9,0.41,55.03,0.0,51737088.0,26133.0,33683.0,40140288.0,,,63.0,3.09,,,,3.65,2019.0,2267.0,,,3.09,63.0,,1712.0,1235.0,40.29,2.14,,,3.36,3.36,752698.0,1156144128.0,,1164.19,3.34,12.47,0.2745,48.18,0.044
2018-09-07,33708.0,52213692.0,1.46,5.83,0.4,53.99,0.0,51254861.0,24599.0,33089.0,38103851.0,,,56.0,,,,,2.71,,1756.0,,,,56.0,,166.0,594.0,38.06,1.27,,,3.15,3.15,755119.0,1169679331.0,,1169.75,3.15,11.28,0.2844,49.55,0.0432
2018-09-10,34655.0,53784560.0,1.5,5.99,0.42,55.56,0.0,52861120.0,24558.0,34060.0,38114016.0,,,,1.47,,,,0.06,971.0,41.0,,,1.47,,,,,38.05,,,,3.14,3.14,757400.0,1175484800.0,,1176.3,3.13,11.14,0.2742,48.27,0.0443
2018-09-11,34115.0,53287630.0,1.47,5.83,0.41,54.96,0.0,52175486.0,24675.0,33403.0,38542350.0,,,117.0,,,,,,,,,,,117.0,,,657.0,38.37,0.99,,,3.16,3.16,755521.0,1180123802.0,,1175.89,3.16,11.31,0.2803,49.1,0.0437
2018-09-12,33844.0,53473520.0,1.46,6.08,0.41,54.96,0.0,52375420.0,24696.0,33149.0,39019680.0,,,137.0,0.49,,,,0.61,310.0,404.0,,,0.49,137.0,,288.0,564.0,38.69,0.5,,,3.16,3.16,756491.0,1195255780.0,,1184.29,3.16,11.37,0.2825,49.38,0.0433
2018-09-13,33852.0,52809120.0,1.46,6.08,0.41,54.76,0.0,51480000.0,24204.0,33000.0,37758240.0,,,262.0,0.86,,,,1.18,500.0,754.0,,,0.86,262.0,,,649.0,38.02,1.0,,,3.1,3.1,756243.0,1179739080.0,,1190.75,3.09,11.82,0.2783,48.93,0.0434
2018-09-14,33703.0,52778898.0,1.46,6.05,0.4,54.42,0.0,49347792.0,23182.0,31512.0,36303012.0,,,,2.25,,,,3.24,1452.0,2052.0,,,2.25,,,1030.0,2940.0,36.25,4.66,,,2.96,2.96,760236.0,1190529576.0,,1190.75,2.95,10.02,0.2563,46.37,0.043
2018-09-17,32387.0,51560104.0,1.4,5.84,0.39,52.74,0.0,48072032.0,22922.0,30196.0,36491824.0,,,,0.32,,,,0.41,151.0,260.0,,,0.32,,,,1467.0,36.09,2.41,,,2.92,2.92,762643.0,1214127656.0,,1199.28,2.92,10.31,0.2744,48.65,0.0412
2018-09-18,30511.0,48359935.0,1.32,5.58,0.37,49.71,0.0,44804780.0,21139.0,28268.0,33505315.0,,,52.0,0.75,,,,2.74,490.0,1835.0,,,0.75,52.0,,,2418.0,33.6,3.98,,,2.69,2.69,763628.0,1210350380.0,,1216.14,2.69,12.49,0.3051,51.45,0.0389
2018-09-19,29644.0,47341468.0,1.28,5.48,0.36,48.43,0.0,43772173.0,21024.0,27409.0,33575328.0,,,100.0,0.28,,100.0,,0.35,148.0,215.0,,,0.28,100.0,0.16,,1107.0,33.44,1.84,,,2.68,2.68,763081.0,1218640357.0,,1213.48,2.68,13.46,0.3246,53.38,0.0378
2018-09-20,29619.0,47538495.0,1.28,5.55,0.35,48.71,0.0,46429440.0,19642.0,28928.0,31525410.0,,,,0.33,,1496.0,,2.21,187.0,1382.0,,,0.33,,2.51,,164.0,31.36,0.26,,,2.5,2.5,764796.0,1227497580.0,,1219.41,2.51,14.04,0.3228,53.13,0.0378
2018-09-21,26981.0,43277524.0,1.17,5.05,0.32,44.49,0.0,42169160.0,18260.0,26290.0,29289040.0,,,,,,,,2.19,,1382.0,,,,,,,2638.0,29.3,4.32,,,2.33,2.33,766150.0,1228904600.0,,1230.31,2.33,10.7,0.373,58.29,0.0344
2018-09-24,27008.0,42267520.0,1.17,4.86,0.32,43.72,0.0,41153240.0,19170.0,26296.0,30001050.0,,,,0.03,,,,0.33,17.0,204.0,,,0.03,,,1114.0,11.0,30.4,0.08,,,2.46,2.46,759382.0,1188432830.0,,1215.11,2.44,10.77,0.3639,57.5,0.0347
2018-09-25,26686.0,41550102.0,1.15,4.77,0.32,42.85,0.0,40354326.0,19351.0,25918.0,30129507.0,,,,1.34,,,,,847.0,,,,1.34,,,181.0,1225.0,30.22,1.93,,,2.49,2.49,758422.0,1180863054.0,,1190.92,2.47,10.71,0.3715,58.41,0.0343
2018-09-26,26202.0,41503968.0,1.13,4.59,0.31,42.56,0.0,40506048.0,19213.0,25572.0,30433392.0,,,,0.76,,,,0.22,464.0,138.0,,,0.76,,,,810.0,30.19,1.27,,,2.46,2.46,761718.0,1206561312.0,,1193.51,2.47,10.77,0.3842,59.75,0.0336
2018-09-27,25244.0,39936008.0,1.09,4.5,0.3,41.19,0.0,39163992.0,19071.0,24756.0,30170322.0,,,,,,,,0.22,,142.0,,,,,,,816.0,30.23,1.24,,,2.44,2.44,762367.0,1206064594.0,,1212.38,2.43,11.35,0.4032,61.44,0.0323
2018-09-28,29318.0,46732892.0,1.27,5.28,0.35,47.93,0.0,45977336.0,20473.0,28844.0,32633962.0,,,,6.59,,,,0.02,4088.0,14.0,,,6.59,,,1416.0,,32.53,,,,2.62,2.62,760889.0,1212857066.0,,1209.46,2.62,16.82,0.3278,53.11,0.0375
2018-10-01,31288.0,49560192.0,1.35,5.54,0.37,51.15,0.0,48554352.0,21131.0,30653.0,33471504.0,,,,3.07,,,,,1809.0,,,,3.07,,,658.0,,33.61,,,,2.79,2.79,736642.0,1166840928.0,,1174.27,2.78,16.45,0.2941,49.46,0.0413
2018-10-02,32622.0,50825076.0,1.41,5.84,0.39,52.63,0.0,48201404.0,22169.0,30938.0,34539302.0,,,1039.0,0.38,,55.0,,0.03,230.0,11.0,,,0.38,1039.0,0.09,10.0,,34.9,,,,2.95,2.95,729534.0,1136613972.0,,1153.31,2.94,15.75,0.2725,47.34,0.0434
2018-10-03,31580.0,49170060.0,1.36,5.64,0.38,50.81,0.0,45864549.0,22308.0,29457.0,34733556.0,,,,,,,,0.73,,433.0,,,,,,572.0,1481.0,34.79,2.39,,,2.95,2.95,734148.0,1143068436.0,,1147.07,2.94,13.57,0.2759,48.22,0.0417
2018-10-04,31268.0,48090184.0,1.35,5.61,0.37,49.84,0.0,44825010.0,22308.0,29145.0,34309704.0,,,,1.42,,,,,977.0,,,,1.42,,,,1289.0,34.57,2.01,,,2.93,2.93,737816.0,1134761008.0,,1146.96,2.93,16.53,0.2873,48.57,0.0411
2018-10-05,31233.0,47130597.0,1.35,5.59,0.37,49.02,0.0,45725718.0,20227.0,30302.0,30522543.0,,,,1.6,,,,3.22,1162.0,2081.0,,,1.6,,,,5.0,31.1,0.02,,,2.67,2.67,737870.0,1113445830.0,,1138.63,2.66,20.11,0.298,48.51,0.0412
2018-10-08,32875.0,49707000.0,1.42,5.83,0.39,51.41,0.0,48299328.0,20356.0,31944.0,30778272.0,,,7.0,2.5,,,,,1642.0,,,,2.5,7.0,,122.0,,30.76,,,,2.66,2.66,743598.0,1124320176.0,,1124.18,2.66,24.08,0.2919,46.27,0.043
2018-10-09,32839.0,47912101.0,1.42,5.72,0.39,49.79,0.0,45234836.0,20197.0,31004.0,29467423.0,,,,,,,,1.6,,1063.0,,,,,,904.0,940.0,30.1,1.71,,,2.65,2.65,742775.0,1083708725.0,,1118.57,2.62,24.0,0.2865,46.14,0.043
2018-10-10,34270.0,49314530.0,1.48,6.08,0.41,50.91,0.0,46688355.0,20184.0,32445.0,29044776.0,,,,1.92,,,,0.14,1444.0,82.0,,,1.92,,,69.0,3.0,29.28,0.08,,,2.65,2.65,741784.0,1067427176.0,,1083.67,2.63,27.26,0.2862,44.45,0.045
2018-10-11,34877.0,49420709.0,1.51,6.23,0.42,51.0,0.0,47918689.0,19081.0,33817.0,27037777.0,,,,1.68,,,,1.51,1385.0,1042.0,,,1.68,,,,13.0,27.28,0.06,0.09,,2.51,2.51,742382.0,1051955294.0,61.0,1065.67,2.5,28.53,0.2891,43.64,0.0458
2018-10-12,31108.0,44142252.0,1.34,5.51,0.37,45.02,0.0,39507798.0,15695.0,27842.0,22271205.0,,61.0,668.0,0.38,0.09,1564.0,,8.21,253.0,5781.0,,61.0,0.38,668.0,2.29,1666.0,7792.0,22.28,11.72,,,2.06,2.06,747265.0,1060369035.0,,1061.71,2.05,28.1,0.218,33.15,0.0408
2018-10-15,29071.0,40902897.0,1.26,5.27,0.35,41.76,0.0,38529288.0,13396.0,27384.0,18848172.0,,,64.0,2.5,,,,3.36,1765.0,2363.0,,,2.5,64.0,,,2223.0,19.01,3.36,,,1.77,1.77,744046.0,1046872722.0,,1056.04,1.77,23.91,0.2183,35.27,0.0384
2018-10-16,28174.0,41556650.0,1.22,5.02,0.34,41.66,0.0,39457725.0,12790.0,26751.0,18865250.0,,,,0.14,,15.0,,0.86,100.0,606.0,,,0.14,,0.02,,748.0,18.13,1.06,,,1.69,1.69,745797.0,1100050575.0,,1061.86,1.68,24.98,0.2319,36.89,0.0371
2018-10-17,24821.0,36139376.0,1.07,4.32,0.3,36.96,0.0,35041552.0,11544.0,24067.0,16808064.0,,,,,,,,1.58,,1246.0,,,,,,,2684.0,17.05,4.13,,,1.53,1.53,742324.0,1080823744.0,,1096.21,1.53,27.85,0.245,37.21,0.0329
2018-10-18,18789.0,27770142.0,0.81,3.38,0.23,27.93,0.0,27422812.0,6014.0,18554.0,8888692.0,,,,0.0,,,,8.16,6.0,5530.0,,,0.0,,,,5519.0,8.83,8.36,,,0.8,0.8,748622.0,1106463316.0,,1096.2,0.8,19.19,0.3055,49.98,0.0249
2018-10-19,20005.0,29107275.0,0.86,3.61,0.24,29.48,0.0,28782810.0,7016.0,19782.0,10208280.0,,,,1.61,,,,0.04,1228.0,17.0,,,1.61,,,1019.0,,10.32,,,,0.93,0.93,748529.0,1089109695.0,,1101.53,0.93,18.29,0.3187,51.64,0.0265
2018-10-22,19768.0,28050792.0,0.85,3.58,0.24,28.57,0.0,27223515.0,6913.0,19185.0,9809547.0,,,,,,,,0.68,,463.0,,,,,,360.0,597.0,10.01,0.92,,,0.91,0.91,749242.0,1063174398.0,,1085.54,0.91,19.07,0.3316,52.94,0.0261
2018-10-23,19456.0,27121664.0,0.84,3.55,0.23,27.56,0.0,26070588.0,7084.0,18702.0,9875096.0,,,,,,,,0.09,,60.0,,,,,,231.0,483.0,10.01,0.74,,,0.94,0.94,744566.0,1037925004.0,,1052.65,0.94,19.45,0.349,54.59,0.0259
