,CRAV FP Equity_DX_SI_QTY,CRAV FP Equity_DX_SHORT_INTEREST_VALUE,CRAV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRAV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRAV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRAV FP Equity_DX_SI_MV,CRAV FP Equity_DX_DSS,CRAV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRAV FP Equity_DX_SUPPLY_SI_QTY,CRAV FP Equity_DX_BROKER_SI_QTY,CRAV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRAV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CRAV FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRAV FP Equity_DX_BROKER_SI_MV_INC_x,CRAV FP Equity_DX_SUPPLY_SI_MV_NEW,CRAV FP Equity_DX_BROKER_SI_QTY_ADD,CRAV FP Equity_DX_SUPPLY_SI_MV_DEC,CRAV FP Equity_DX_BROKER_SI_QTY_INC,CRAV FP Equity_DX_SUPPLY_SI_QTY_DEC,CRAV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CRAV FP Equity_DX_BROKER_SI_MV_INC_y,CRAV FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRAV FP Equity_DX_BROKER_SI_MV_ADD,CRAV FP Equity_DX_SUPPLY_SI_QTY_ADD,CRAV FP Equity_DX_BROKER_SI_QTY_DEC,CRAV FP Equity_DX_SUPPLY_SI_MV,CRAV FP Equity_DX_BROKER_SI_MV_DEC,CRAV FP Equity_DX_SUPPLY_SI_MV_RMV,CRAV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRAV FP Equity_DX_UTILIZATION_QUANTITY,CRAV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRAV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRAV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRAV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRAV FP Equity_DX_ACTIVE_UTILIZATION_MV,CRAV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRAV FP Equity_DX_BROKER_SI_CON_RATIO,CRAV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRAV FP Equity_DX_DEMAND_SUPPLY_RATIO,CRAV FP Equity_PX_LAST
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4403.52,,0.0,0.0,,0.0,,0.0,133.44
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.17,,0.0,0.0,,0.0,,0.0,133.49
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4385.7,,0.0,0.0,,0.0,,0.0,132.9
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.5,,0.0,0.0,,0.0,,0.0,133.5
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4422.0,,0.0,0.0,,0.0,,0.0,134.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4455.0,,0.0,0.0,,0.0,,0.0,135.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4455.0,,0.0,0.0,,0.0,,0.0,135.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4487.67,,0.0,0.0,,0.0,,0.0,135.99
2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4514.4,,0.0,0.0,,0.0,,0.0,136.8
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4514.4,,0.0,0.0,,0.0,,0.0,136.8
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4521.0,,0.0,0.0,,0.0,,0.0,137.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4520.67,,0.0,0.0,,0.0,,0.0,136.99
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4521.0,,0.0,0.0,,0.0,,0.0,137.0
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4537.17,,0.0,0.0,,0.0,,0.0,137.49
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4526.94,,0.0,0.0,,0.0,,0.0,137.18
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4455.0,,0.0,0.0,,0.0,,0.0,135.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4438.5,,0.0,0.0,,0.0,,0.0,134.5
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.5,,0.0,0.0,,0.0,,0.0,133.5
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4270.2,,0.0,0.0,,0.0,,0.0,129.4
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4092.0,,0.0,0.0,,0.0,,0.0,124.0
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3960.0,,0.0,0.0,,0.0,,0.0,120.0
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3936.24,,0.0,0.0,,0.0,,0.0,119.28
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3834.6,,0.0,0.0,,0.0,,0.0,116.2
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3861.0,,0.0,0.0,,0.0,,0.0,117.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3844.83,,0.0,0.0,,0.0,,0.0,116.51
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3910.5,,0.0,0.0,,0.0,,0.0,118.5
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3927.0,,0.0,0.0,,0.0,,0.0,119.0
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.33,,0.0,0.0,,0.0,,0.0,121.01
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.66,,0.0,0.0,,0.0,,0.0,121.02
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.0,,0.0,0.0,,0.0,,0.0,121.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.0,,0.0,0.0,,0.0,,0.0,121.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4002.57,,0.0,0.0,,0.0,,0.0,121.29
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4025.67,,0.0,0.0,,0.0,,0.0,121.99
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4010.82,,0.0,0.0,,0.0,,0.0,121.54
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4010.82,,0.0,0.0,,0.0,,0.0,121.54
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4034.58,,0.0,0.0,,0.0,,0.0,122.26
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.0,,0.0,0.0,,0.0,,0.0,121.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.99,,0.0,0.0,,0.0,,0.0,121.03
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4033.26,,0.0,0.0,,0.0,,0.0,122.22
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4034.25,,0.0,0.0,,0.0,,0.0,122.25
2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4050.75,,0.0,0.0,,0.0,,0.0,122.75
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4044.15,,0.0,0.0,,0.0,,0.0,122.55
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4058.67,,0.0,0.0,,0.0,,0.0,122.99
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4075.5,,0.0,0.0,,0.0,,0.0,123.5
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4059.33,,0.0,0.0,,0.0,,0.0,123.01
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4046.13,,0.0,0.0,,0.0,,0.0,122.61
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4041.18,,0.0,0.0,,0.0,,0.0,122.46
2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.0,,0.0,0.0,,0.0,,0.0,122.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.17,,0.0,0.0,,0.0,,0.0,122.49
2017-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.33,,0.0,0.0,,0.0,,0.0,121.01
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3977.49,,0.0,0.0,,0.0,,0.0,120.53
2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.33,,0.0,0.0,,0.0,,0.0,121.01
2017-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3976.5,,0.0,0.0,,0.0,,0.0,120.5
2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3976.17,,0.0,0.0,,0.0,,0.0,120.49
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3943.17,,0.0,0.0,,0.0,,0.0,119.49
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3960.0,,0.0,0.0,,0.0,,0.0,120.0
2017-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3960.0,,0.0,0.0,,0.0,,0.0,120.0
2017-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3960.66,,0.0,0.0,,0.0,,0.0,120.02
2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3967.59,,0.0,0.0,,0.0,,0.0,120.23
2017-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3966.6,,0.0,0.0,,0.0,,0.0,120.2
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.0,,0.0,0.0,,0.0,,0.0,121.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.0,,0.0,0.0,,0.0,,0.0,122.0
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4092.0,,0.0,0.0,,0.0,,0.0,124.0
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4118.07,,0.0,0.0,,0.0,,0.0,124.79
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4128.63,,0.0,0.0,,0.0,,0.0,125.11
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4158.0,,0.0,0.0,,0.0,,0.0,126.0
2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4190.67,,0.0,0.0,,0.0,,0.0,126.99
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4257.0,,0.0,0.0,,0.0,,0.0,129.0
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4388.34,,0.0,0.0,,0.0,,0.0,132.98
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4371.84,,0.0,0.0,,0.0,,0.0,132.48
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4388.67,,0.0,0.0,,0.0,,0.0,132.99
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4372.83,,0.0,0.0,,0.0,,0.0,132.51
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.17,,0.0,0.0,,0.0,,0.0,133.49
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4396.92,,0.0,0.0,,0.0,,0.0,133.24
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4389.0,,0.0,0.0,,0.0,,0.0,133.0
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.5,,0.0,0.0,,0.0,,0.0,133.5
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4405.5,,0.0,0.0,,0.0,,0.0,133.5
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4438.17,,0.0,0.0,,0.0,,0.0,134.49
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4422.0,,0.0,0.0,,0.0,,0.0,134.0
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4389.33,,0.0,0.0,,0.0,,0.0,133.01
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4273.5,,0.0,0.0,,0.0,,0.0,129.5
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4276.8,,0.0,0.0,,0.0,,0.0,129.6
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4289.67,,0.0,0.0,,0.0,,0.0,129.99
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4223.67,,0.0,0.0,,0.0,,0.0,127.99
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4227.63,,0.0,0.0,,0.0,,0.0,128.11
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4191.0,,0.0,0.0,,0.0,,0.0,127.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4176.15,,0.0,0.0,,0.0,,0.0,126.55
2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4190.34,,0.0,0.0,,0.0,,0.0,126.98
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4149.75,,0.0,0.0,,0.0,,0.0,125.75
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4149.75,,0.0,0.0,,0.0,,0.0,125.75
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4141.17,,0.0,0.0,,0.0,,0.0,125.49
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4157.67,,0.0,0.0,,0.0,,0.0,125.99
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4125.33,,0.0,0.0,,0.0,,0.0,125.01
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4157.67,,0.0,0.0,,0.0,,0.0,125.99
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4113.12,,0.0,0.0,,0.0,,0.0,124.64
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4108.83,,0.0,0.0,,0.0,,0.0,124.51
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4096.62,,0.0,0.0,,0.0,,0.0,124.14
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4087.05,,0.0,0.0,,0.0,,0.0,123.85
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4059.0,,0.0,0.0,,0.0,,0.0,123.0
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.5,,0.0,0.0,,0.0,,0.0,122.5
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4058.01,,0.0,0.0,,0.0,,0.0,122.97
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4033.59,,0.0,0.0,,0.0,,0.0,122.23
2017-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.99,,0.0,0.0,,0.0,,0.0,122.03
2017-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4058.67,,0.0,0.0,,0.0,,0.0,122.99
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4058.67,,0.0,0.0,,0.0,,0.0,122.99
2017-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.99,,0.0,0.0,,0.0,,0.0,122.03
2017-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4049.76,,0.0,0.0,,0.0,,0.0,122.72
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.17,,0.0,0.0,,0.0,,0.0,122.49
2017-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.5,,0.0,0.0,,0.0,,0.0,122.5
2017-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.5,,0.0,0.0,,0.0,,0.0,122.5
2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4042.17,,0.0,0.0,,0.0,,0.0,122.49
2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.0,,0.0,0.0,,0.0,,0.0,122.0
2017-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4026.0,,0.0,0.0,,0.0,,0.0,122.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4025.34,,0.0,0.0,,0.0,,0.0,121.98
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,4009.5,,0.0,0.0,,0.0,,0.0,121.5
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3993.0,,0.0,0.0,,0.0,,0.0,121.0
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3963.3,,0.0,0.0,,0.0,,0.0,120.1
2017-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,33.0,3976.17,,0.0,0.0,,0.0,,0.0,120.49
