,SMCP FP Equity_DX_SI_QTY,SMCP FP Equity_DX_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SMCP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMCP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMCP FP Equity_DX_SI_MV,SMCP FP Equity_DX_DSS,SMCP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY,SMCP FP Equity_DX_BROKER_SI_QTY,SMCP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMCP FP Equity_DX_BROKER_SI_MV_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMCP FP Equity_DX_BROKER_SI_MV_INC_x,SMCP FP Equity_DX_SUPPLY_SI_MV_NEW,SMCP FP Equity_DX_BROKER_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_NEW,SMCP FP Equity_DX_SUPPLY_SI_MV_DEC,SMCP FP Equity_DX_BROKER_SI_QTY_INC,SMCP FP Equity_DX_SUPPLY_SI_QTY_DEC,SMCP FP Equity_DX_BROKER_SI_MV_NEW_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMCP FP Equity_DX_BROKER_SI_MV_INC_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMCP FP Equity_DX_BROKER_SI_MV_ADD,SMCP FP Equity_DX_SUPPLY_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV,SMCP FP Equity_DX_BROKER_SI_MV_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV_RMV,SMCP FP Equity_DX_BROKER_SI_MV_RMV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMCP FP Equity_DX_UTILIZATION_QUANTITY,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMCP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_MV,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMCP FP Equity_DX_BROKER_SI_CON_RATIO,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMCP FP Equity_DX_DEMAND_SUPPLY_RATIO,SMCP FP Equity_PX_LAST
2023-09-04,595181.0,3577037.81,1.33,2.95,0.78,3.62,0.0,2990840.44,392105.0,497644.0,2356551.05,,,20657.0,,,,,0.06,,9691.0,,,,20657.0,,,9691.0,2.38,0.06,,,5.66,5.66,6532832.0,39262320.32,,39.63,5.67,6.89,0.6393,79.29,0.0859,6.01
2023-09-05,612092.0,3641947.4,1.37,3.16,0.8,3.65,0.0,3061602.25,388359.0,514555.0,2310736.05,,,,0.06,,,,0.02,20657.0,3746.0,,,0.06,,,,3746.0,2.34,0.02,,,5.61,5.61,6539578.0,38910489.1,,39.34,5.62,6.76,0.6538,80.25,0.0884,5.95
2023-09-06,623654.0,3598483.58,1.39,3.32,0.82,3.63,0.0,3035695.09,399921.0,526117.0,2307544.17,,,11562.0,0.0,,,,,11562.0,,,,0.0,11562.0,,,,2.38,,,,5.78,5.78,6518781.0,37613366.37,,38.63,5.79,6.73,0.656,80.39,0.0901,5.77
2023-09-07,623654.0,3548591.26,1.39,3.5,0.82,3.57,0.0,2993605.73,399921.0,526117.0,2275550.49,,,,,,,,,,,,,,,,,,2.31,,,,5.79,5.79,6505236.0,37014792.84,,37.49,5.8,6.65,0.6594,80.62,0.0903,5.69
2023-09-08,667422.0,3730888.98,1.49,3.79,0.88,3.76,0.0,3185657.15,443689.0,569885.0,2480221.51,,,12116.0,0.21,,,,,43768.0,,,,0.21,12116.0,,31652.0,,2.52,,,,6.43,6.43,6455975.0,36088900.25,,36.65,6.44,8.21,0.6032,76.75,0.0967,5.59
2023-09-11,688564.0,3890386.6,1.54,4.69,0.9,3.87,0.0,3313804.1,460318.0,586514.0,2600796.7,,,12116.0,0.1,,,,,16629.0,,,,0.1,12116.0,,4513.0,,2.57,,,,6.69,6.69,6421282.0,36280243.3,,35.91,6.67,8.84,0.6047,76.82,0.1001,5.65
2023-09-12,701736.0,3908669.52,1.57,4.99,0.92,3.92,0.0,3305243.57,466603.0,593401.0,2598978.71,,,,0.04,,,,,6887.0,,,,0.04,,,6285.0,,2.63,,,,6.79,6.79,6407340.0,35688883.8,,36.13,6.8,10.75,0.5794,74.91,0.1021,5.57
2023-09-13,682231.0,3724981.26,1.53,5.07,0.89,3.75,0.0,3344435.64,485065.0,612534.0,2648454.9,,,4453.0,0.06,,,,,19133.0,,,,0.06,4453.0,,14009.0,,2.7,,,,7.1,7.1,6344584.0,34641428.64,,35.24,7.11,13.06,0.545,72.17,0.0999,5.46
2023-09-14,783041.0,4306725.5,1.75,6.27,1.03,4.32,1.0,3682486.5,573330.0,669543.0,3153315.0,,,17944.0,0.14,,33944.0,,,23065.0,,,,0.14,17944.0,0.2,70321.0,,3.15,,,,8.43,8.43,6229519.0,34262354.5,,34.14,8.45,13.04,0.4978,68.75,0.1151,5.5
2023-09-15,809907.0,4446389.43,1.81,6.7,1.06,4.46,1.0,3749538.24,586763.0,682976.0,3221328.87,,,1470.0,0.07,,,,,13433.0,,,,0.07,1470.0,,11963.0,,3.22,,,,8.6,8.6,6237143.0,34241915.07,,34.3,8.59,16.08,0.4731,66.3,0.1187,5.49
2023-09-18,894240.0,4721587.2,2.0,7.31,1.17,4.8,1.0,3827107.68,626362.0,724831.0,3307191.36,,,53451.0,0.12,,,,0.08,41855.0,13852.0,,,0.12,53451.0,,,,3.43,,,,9.18,9.18,6195377.0,32711590.56,,33.84,9.21,15.52,0.5018,68.67,0.1311,5.28
2023-09-19,873174.0,3270036.63,1.95,7.14,1.15,3.78,1.0,2673918.77,616130.0,713997.0,2307406.85,,,,,,,,0.06,,10232.0,,,,,,,10834.0,3.22,0.08,,,9.03,9.03,6206549.0,23243526.01,,31.72,9.22,16.05,0.4684,65.93,0.128,3.745
2023-09-20,1037344.0,4149376.0,2.32,6.23,1.36,4.05,1.0,2846120.0,780300.0,711530.0,3121200.0,,,18207.0,0.0,,,,0.17,18207.0,20674.0,,,0.0,18207.0,,166637.0,20674.0,3.0,0.0,,,11.4,11.4,6067286.0,24269144.0,,23.69,11.23,15.96,0.3861,58.36,0.1515,4.0
2023-09-21,2213203.0,8753217.87,4.95,11.25,2.9,8.77,1.0,7500748.47,1572976.0,1896523.0,6221120.08,,,712733.0,3.26,,352523.0,,,832470.0,,,,3.26,712733.0,1.41,79943.0,,6.35,,,,22.86,22.86,5308522.0,20995204.51,,21.86,22.5,24.07,0.3674,53.57,0.3216,3.955
2023-09-22,2532755.0,10624907.23,5.66,12.14,3.32,10.33,1.0,8915738.38,1703799.0,2125325.0,7147436.81,,,62642.0,0.46,,119344.0,,0.14,119652.0,31821.0,,,0.46,62642.0,0.48,100002.0,10194.0,6.82,0.0,,,24.92,24.92,5134115.0,21537612.43,,21.13,24.41,27.17,0.3236,47.84,0.3704,4.195
2023-09-25,2708925.0,10713798.38,6.06,12.95,3.55,11.12,1.0,8183191.63,1822975.0,2069075.0,7209866.13,,,31500.0,0.33,,,,0.56,66734.0,131131.0,,,0.33,31500.0,,218807.0,122984.0,7.63,0.68,,,27.66,27.66,4768035.0,18857578.43,,19.91,27.71,33.65,0.2949,40.22,0.411,3.955
2023-09-26,3649741.0,14069751.56,8.16,16.81,4.79,14.47,1.0,9753096.03,2282731.0,2529986.0,8799928.01,,,3337.0,,,510571.0,,0.41,,50815.0,,,,3337.0,2.14,507234.0,49660.0,9.02,0.36,,,31.76,31.76,4904960.0,18908620.8,,19.35,31.79,29.89,0.2641,38.11,0.5078,3.855
2023-09-27,3766018.0,14649810.02,8.42,17.2,4.94,14.79,2.0,10240292.74,2331555.0,2632466.0,9069748.95,,,9822.0,0.38,,,,0.03,103816.0,6799.0,,,0.38,9822.0,,45801.0,1336.0,9.01,0.0,,,34.92,34.92,4345534.0,16904127.26,,16.84,34.86,29.35,0.2504,36.44,0.564,3.89
2023-09-28,3752084.0,14239158.78,8.39,16.98,4.92,14.72,2.0,10000568.82,2329200.0,2635196.0,8839314.0,,,,0.07,,,,0.06,16009.0,16664.0,,,0.07,,,14309.0,13279.0,9.04,0.1,,,34.8,34.8,4364312.0,16562564.04,,16.9,34.84,28.87,0.2476,36.29,0.5606,3.795
2023-09-29,3693037.0,14181262.08,8.26,16.49,4.84,14.31,1.0,9918090.24,2329882.0,2582836.0,8946746.88,,,22069.0,,,,,0.09,,21387.0,,,,22069.0,,,52360.0,8.85,0.26,,,34.85,34.85,4356057.0,16727258.88,,16.58,34.8,29.94,0.2523,36.13,0.5524,3.84
2023-10-02,3663668.0,13830346.7,8.19,15.8,4.81,14.3,1.0,9659760.68,2272237.0,2558877.0,8577694.68,,,1563.0,,,,,0.22,,59208.0,,,,1563.0,,,23959.0,8.74,0.08,,,35.13,35.13,4196526.0,15841885.65,,16.15,35.1,30.01,0.2552,36.61,0.5664,3.775
2023-10-03,3560707.0,12996580.55,7.96,15.32,4.67,13.56,1.0,8964093.4,2177853.0,2455916.0,7949163.45,,,,,,,,0.4,,94384.0,,,,,,,102961.0,8.21,0.61,,,33.58,33.58,4306870.0,15720075.5,,16.22,33.62,30.16,0.2659,37.9,0.5491,3.65
2023-10-04,3523770.0,12896998.2,7.88,15.18,4.62,13.23,1.0,8853463.14,2140937.0,2418979.0,7835829.42,,,,,,,,0.14,,36916.0,,,,,,,36937.0,7.81,0.14,,,32.79,32.79,4388614.0,16062327.24,,16.02,32.77,30.84,0.2706,37.98,0.5397,3.66
2023-10-05,3531339.0,12553910.15,7.9,15.08,4.63,13.11,1.0,8553162.91,2145490.0,2405953.0,7627216.95,,,26624.0,0.08,,,,0.12,21587.0,34613.0,,,0.08,26624.0,,12542.0,34613.0,7.84,0.23,,,32.74,32.74,4408217.0,15671211.44,,16.05,32.8,29.38,0.2637,37.98,0.5388,3.555
2023-10-06,3502438.0,12433654.9,7.83,14.85,4.59,12.86,1.0,8411994.8,2147242.0,2369576.0,7622709.1,,,20323.0,0.05,,,,0.07,20323.0,18571.0,,,0.05,20323.0,,,56700.0,7.64,0.23,,,32.86,32.86,4387894.0,15577023.7,,15.59,32.89,29.83,0.269,38.14,0.5359,3.55
2023-10-09,3475627.0,12668660.42,7.77,14.53,4.56,12.78,1.0,8558871.89,2159350.0,2348113.0,7870830.75,,,17456.0,,,,,0.02,,5348.0,,,,17456.0,,,21463.0,7.69,0.0,,,32.95,32.95,4393312.0,16013622.24,,15.68,32.9,30.67,0.2721,37.89,0.5304,3.645
2023-10-10,3486548.0,13214016.92,7.8,14.52,4.57,13.15,1.0,8940738.86,2153441.0,2359034.0,8161541.39,,,11547.0,0.06,,,,0.06,11547.0,17456.0,,,0.06,11547.0,,,626.0,7.86,0.0,,,32.89,32.89,4393872.0,16652774.88,,16.1,32.79,30.96,0.2721,37.81,0.5325,3.79
2023-10-11,3498251.0,13083458.74,7.82,14.41,4.59,13.42,1.0,8859076.38,2178479.0,2368737.0,8147511.46,,,11692.0,0.13,,,,,25038.0,,,,0.13,11692.0,,13346.0,15335.0,8.25,0.1,,,33.2,33.2,4383775.0,16395318.5,,16.59,33.22,30.1,0.2722,38.48,0.5331,3.74
2023-10-12,2780396.0,10162347.38,6.22,11.44,3.65,10.41,1.0,7320533.71,1820760.0,2002882.0,6654877.8,,,,,,,,1.36,,357719.0,,,,,,,365855.0,6.82,1.61,,,27.74,27.74,4742203.0,17332751.97,,17.76,27.74,36.39,0.2936,38.08,0.4237,3.655
2023-10-13,2871556.0,10107877.12,6.42,11.7,3.77,10.44,1.0,7195027.84,1863193.0,2044042.0,6558439.36,,,53004.0,0.18,,,,0.07,53004.0,15923.0,,,0.18,53004.0,,5352.0,11844.0,6.79,0.18,,,28.4,28.4,4696877.0,16533007.04,,17.14,28.38,35.96,0.2844,37.14,0.4377,3.52
2023-10-16,2919749.0,10613287.62,6.53,11.71,3.83,10.51,1.0,7536874.43,1899233.0,2073418.0,6903711.96,,,27616.0,0.18,,,,,29376.0,,,,0.18,27616.0,,8424.0,,6.69,,,,28.8,28.8,4694997.0,17066314.1,,16.6,28.73,34.46,0.2877,38.98,0.4428,3.635
2023-10-17,2866986.0,10335484.53,6.41,11.47,3.76,10.48,1.0,7284461.28,1914664.0,2020655.0,6902363.72,,,,0.02,,,,0.02,12219.0,4788.0,,,0.02,,,20219.0,64982.0,6.95,0.2,,,29.04,29.04,4679111.0,16868195.16,,17.0,29.03,35.65,0.2989,39.42,0.4348,3.605
2023-10-18,2883817.0,10223131.27,6.45,11.31,3.78,10.45,1.0,7222887.87,1911262.0,2037486.0,6775423.79,,,5492.0,0.01,,16810.0,,0.09,2155.0,22367.0,,,0.01,5492.0,0.06,13473.0,2134.0,6.89,0.07,,,29.07,29.07,4663171.0,16530941.2,,16.82,29.05,35.6,0.2946,38.91,0.4386,3.545
2023-10-19,2939737.0,10436066.35,6.57,11.4,3.86,10.53,1.0,7431591.3,1967366.0,2093406.0,6984149.3,,,58559.0,0.2,,,,0.01,56104.0,2455.0,,,0.2,58559.0,,,184.0,6.96,0.0,,,29.93,29.93,4604881.0,16347327.55,,16.32,29.9,34.57,0.2857,38.52,0.4473,3.55
2023-10-20,2888840.0,9706502.4,6.46,11.16,3.79,10.15,1.0,7030830.24,1917366.0,2092509.0,6442349.76,,,,,,,,0.18,,50000.0,,,,,,,897.0,6.77,0.19,,,29.18,29.18,4653596.0,15636082.56,,16.4,29.22,35.19,0.2825,37.42,0.4396,3.36
2023-10-23,2839703.0,9285828.81,6.35,10.81,3.72,9.58,1.0,6681826.44,1919404.0,2043372.0,6276451.08,,,1277.0,0.0,,,,,2038.0,,,,0.0,1277.0,,761.0,51175.0,6.43,0.28,,,29.24,29.24,4644960.0,15189019.2,,15.53,29.27,35.39,0.2913,38.42,0.4326,3.27
2023-10-24,2743511.0,8902693.2,6.14,10.18,3.6,9.11,1.0,6392400.14,1850714.0,1969923.0,6005566.93,,,6000.0,0.02,,,,0.31,6000.0,74690.0,,,0.02,6000.0,,,79449.0,6.06,0.3,,,28.22,28.22,4706472.0,15272501.64,,15.4,28.24,36.34,0.3045,40.01,0.4184,3.245
2023-10-25,2817838.0,8397157.24,6.3,10.26,3.7,9.03,1.0,6026161.96,1919556.0,2022202.0,5720276.88,,,50104.0,0.17,,,,,53789.0,,,,0.17,50104.0,,18738.0,1510.0,6.21,0.26,,,29.25,29.25,4642101.0,13833460.98,,14.96,29.34,36.24,0.2876,37.4,0.4294,2.98
2023-10-26,2806737.0,9206097.36,6.28,9.87,3.68,8.89,1.0,6596411.28,1917236.0,2011101.0,6288534.08,,,8781.0,,,,,0.04,,11101.0,,,,8781.0,,,11101.0,5.74,0.05,,,29.16,29.16,4657111.0,15275324.08,,14.12,28.92,34.09,0.297,40.79,0.4269,3.28
2023-10-27,2875084.0,9890288.96,6.43,9.68,3.77,9.76,1.0,6887808.8,1976797.0,2002270.0,6800181.68,,,5103.0,0.04,,,,0.04,7900.0,15439.0,,,0.04,5103.0,,69897.0,16731.0,6.5,0.0,,,30.1,30.1,4590047.0,15789761.68,,15.17,30.0,34.11,0.2831,39.17,0.4378,3.44
2023-10-30,2967224.0,10088561.6,6.64,9.96,3.89,10.18,1.0,7109219.8,2083936.0,2090947.0,7085382.4,,,22212.0,0.28,,,,0.04,88777.0,11771.0,,,0.28,22212.0,,96698.0,100.0,7.16,0.0,,,31.84,31.84,4462111.0,15171177.4,,15.33,31.84,33.32,0.2696,38.11,0.4533,3.4
2023-10-31,3147575.0,10544376.25,7.04,10.41,4.13,10.81,1.0,7514006.45,2209106.0,2242987.0,7400505.1,,,76951.0,0.5,,,,0.02,152040.0,4403.0,,,0.5,76951.0,,52622.0,,7.52,,,,33.71,33.71,4344161.0,14552939.35,,14.78,33.71,31.71,0.2523,36.54,0.4803,3.35
2023-11-01,3186694.0,10755092.25,7.13,12.38,4.18,10.87,1.0,7574806.13,2248225.0,2244387.0,7587759.38,,,44103.0,0.0,,,,0.03,1400.0,7858.0,,,0.0,44103.0,,2874.0,,7.54,,,,34.25,34.25,4315523.0,14564890.13,,14.49,34.23,31.59,0.2538,36.87,0.4855,3.375
2023-11-02,3187246.0,11075679.85,7.13,13.93,4.18,11.0,1.0,7849813.03,2233319.0,2258939.0,7760783.53,,,10000.0,0.29,,,,0.18,52367.0,55074.0,,,0.29,10000.0,,30168.0,37815.0,7.54,0.13,,,34.1,34.1,4315606.0,14996730.85,,14.62,34.02,30.75,0.2569,38.3,0.4867,3.475
2023-11-03,3222853.0,11811756.25,7.21,14.66,4.23,11.52,1.0,8409511.09,2264163.0,2294546.0,8298157.4,,,60303.0,0.45,,,,0.14,70907.0,40831.0,,,0.45,60303.0,,11372.0,35300.0,7.88,0.11,,,34.61,34.61,4278663.0,15681299.9,,14.98,34.47,30.02,0.2613,39.4,0.4926,3.665
2023-11-06,3288441.0,11756176.58,7.35,14.99,4.31,11.97,1.0,8437479.05,2264163.0,2360134.0,8094382.73,,,,0.3,,,,,79608.0,,,,0.3,,,,14020.0,8.31,0.1,,,34.57,34.57,4284477.0,15317005.28,,15.66,34.66,29.69,0.2446,37.34,0.5022,3.575
2023-11-07,3358957.0,12512114.83,7.51,15.72,4.41,12.3,1.0,8757631.45,2335676.0,2351042.0,8700393.1,,,79608.0,,,,,0.03,,8095.0,,,,79608.0,,,9092.0,8.38,0.0,,,35.67,35.67,4212506.0,15691584.85,,15.21,35.52,29.55,0.2504,38.33,0.513,3.725
2023-11-08,3352497.0,12789776.06,7.5,15.75,4.4,12.67,1.0,8868280.33,2355676.0,2324582.0,8986903.94,,,20000.0,,,,,,,,,,,20000.0,,,26460.0,8.78,0.0,,,35.96,35.96,4194684.0,16002719.46,,15.69,35.89,29.94,0.2519,38.24,0.5118,3.815
2023-11-09,3393579.0,13184054.42,7.59,16.13,4.45,13.1,1.0,9124959.8,2380910.0,2348767.0,9249835.35,,,8560.0,0.15,,,,0.08,34705.0,26793.0,,,0.15,8560.0,,43467.0,10520.0,9.1,0.0,,,36.34,36.34,4170160.0,16201071.6,,16.0,36.26,30.14,0.2488,37.7,0.518,3.885
2023-11-10,3434231.0,13118762.42,7.68,16.7,4.5,13.3,1.0,9043624.62,2449113.0,2367441.0,9355611.66,,,69547.0,0.21,,,,0.05,46225.0,12357.0,,,0.21,69547.0,,11013.0,27551.0,9.5,0.18,,,37.47,37.47,4087753.0,15615216.46,,15.88,37.42,30.12,0.2376,35.74,0.5254,3.82
2023-11-13,3449659.0,13108704.2,7.71,17.5,4.52,13.25,1.0,8890936.0,2473405.0,2339720.0,9398939.0,,,36580.0,0.02,,,,0.08,4800.0,18857.0,,,0.02,36580.0,,6569.0,32521.0,9.45,0.14,,,37.82,37.82,4066347.0,15452118.6,,15.53,37.83,29.76,0.2359,35.93,0.5275,3.8
2023-11-14,4056181.0,16062476.76,9.07,20.6,5.32,15.64,2.0,10439169.84,2781455.0,2636154.0,11014561.8,,,320000.0,1.15,,,,0.06,300000.0,11950.0,,,1.15,320000.0,,,3566.0,10.55,0.0,,,42.54,42.54,3757538.0,14879850.48,,14.33,42.4,30.99,0.2306,32.96,0.6203,3.96
2023-11-15,4226282.0,16947390.82,9.45,21.58,5.54,16.78,2.0,11248230.45,2827126.0,2805045.0,11336775.26,,,39514.0,0.82,,,,0.08,184209.0,23843.0,,,0.82,39514.0,,30000.0,15318.0,11.21,0.0,,,43.33,43.33,3697605.0,14827396.05,,14.69,43.28,29.38,0.214,31.58,0.6477,4.01
2023-11-16,4048372.0,15606474.06,9.05,20.78,5.31,16.01,2.0,10323285.23,2835526.0,2677895.0,10930952.73,,,1838.0,0.07,,,,0.56,20746.0,145735.0,,,0.07,1838.0,,152297.0,147896.0,11.37,0.72,,,43.65,43.65,3661126.0,14113640.73,,14.65,43.7,28.7,0.2177,32.91,0.6231,3.855
2023-11-17,4150419.0,16497915.53,9.28,21.43,5.44,16.19,2.0,10814043.15,2943573.0,2720514.0,11700702.68,,,130974.0,0.2,,30000.0,,0.57,60400.0,102275.0,,,0.2,130974.0,0.12,79348.0,47781.0,11.37,0.18,,,45.12,45.12,3579773.0,14229597.68,,13.88,45.02,28.4,0.2166,33.04,0.6362,3.975
2023-11-20,3735002.0,14080957.54,8.35,19.5,4.9,14.63,2.0,9221288.05,2646385.0,2445965.0,9976871.45,,,75106.0,0.2,,,,1.58,48694.0,416534.0,,,0.2,75106.0,,44240.0,323243.0,10.5,1.35,,,40.7,40.7,3856383.0,14538563.91,,15.21,40.83,23.58,0.2018,33.4,0.5744,3.77
2023-11-21,3585793.0,13159860.31,8.02,18.16,4.7,13.53,1.0,7834649.94,2602798.0,2134782.0,9552268.66,,,48900.0,,,,,1.31,,292487.0,,,,48900.0,,200000.0,311183.0,9.82,1.41,,,40.05,40.05,3896403.0,14299799.01,,14.66,40.1,25.12,0.1882,29.95,0.5517,3.67
2023-11-22,3894280.0,13941522.4,8.71,19.72,5.11,14.36,2.0,8248430.98,2713877.0,2304031.0,9715679.66,,,330124.0,0.54,,,,0.84,169249.0,219045.0,,,0.54,330124.0,,,,9.97,,,,42.01,42.01,3745578.0,13409169.24,,13.73,42.05,24.08,0.1694,26.85,0.6029,3.58
2023-11-23,3873374.0,13731110.83,8.66,19.59,5.08,14.12,2.0,8093678.13,2614077.0,2283125.0,9266902.97,,,,,,,,0.37,,99800.0,,,,,,,20906.0,9.39,0.09,,,40.57,40.57,3828967.0,13573688.02,,13.74,40.61,24.43,0.1708,26.77,0.6012,3.545
2023-11-24,3761988.0,13467917.04,8.41,19.17,4.93,13.6,2.0,8030484.16,2800144.0,2243152.0,10024515.52,,,242719.0,0.0,,,,0.22,27.0,56652.0,,,0.0,242719.0,,,40000.0,9.93,0.17,,,43.44,43.44,3645877.0,13052239.66,,12.97,43.37,24.12,0.1693,26.59,0.5836,3.58
2023-11-27,3568334.0,12524852.34,7.98,18.49,4.68,12.91,1.0,7210585.98,2664824.0,2054298.0,9353532.24,,,164212.0,,,,,1.05,,299532.0,,,,164212.0,,,188854.0,9.54,0.73,,,41.39,41.39,3773336.0,13244409.36,,13.48,41.44,23.36,0.176,28.32,0.5542,3.51
2023-11-28,3555829.0,12445401.5,7.95,18.53,4.66,12.7,1.0,7135457.0,2599343.0,2038702.0,9097700.5,,,163141.0,0.0,,,,0.84,1662.0,230284.0,,,0.0,163141.0,,1662.0,17258.0,9.12,0.08,,,40.92,40.92,3753542.0,13137397.0,,13.15,40.94,23.73,0.174,27.4,0.5597,3.5
2023-11-29,3761786.0,13617665.32,8.41,20.08,4.93,13.49,2.0,8175947.38,2572969.0,2258549.0,9314147.78,,,7660.0,0.85,,1295.0,,0.21,218552.0,59712.0,,,0.85,7660.0,0.0,25678.0,,9.02,,,,40.75,40.75,3741471.0,13544125.02,,13.19,40.6,24.13,0.1626,24.58,0.5957,3.62
2023-11-30,3714995.0,12909607.63,8.31,20.36,4.87,13.48,1.0,7775090.1,2779856.0,2237436.0,9659999.6,,,7728.0,0.05,,,,0.05,7728.0,14813.0,,,0.05,7728.0,,213972.0,28841.0,10.07,0.19,,,45.98,45.98,3265490.0,11347577.75,,11.75,46.15,22.71,0.1583,24.66,0.6145,3.475
2023-12-01,3535696.0,12251186.64,7.91,15.64,4.64,12.51,1.0,6913149.71,2600557.0,1995137.0,9010930.01,,,125129.0,0.1,,,,1.17,36837.0,316136.0,,,0.1,125129.0,,11708.0,279136.0,9.04,1.03,,,43.26,43.26,3410541.0,11817524.57,,11.86,43.26,24.07,0.1794,28.16,0.5882,3.465
2023-12-04,3279571.0,11462100.65,7.33,14.7,4.3,11.63,1.0,6334477.8,2373018.0,1812440.0,8293697.91,,,,,,,,0.8,,227539.0,,,,,,,182697.0,8.23,0.61,,,44.96,44.96,2904756.0,10152122.22,,10.1,44.9,25.12,0.1868,28.03,0.6214,3.495
2023-12-05,3198543.0,10923024.35,7.15,14.7,4.19,11.34,1.0,5839909.54,2264654.0,1710076.0,7733793.41,,,,0.08,,,,0.7,21336.0,208644.0,,,0.08,,,100280.0,123700.0,7.92,0.48,,,43.47,43.47,2944565.0,10055689.48,,10.29,43.5,25.01,0.1899,28.22,0.614,3.415
2023-12-06,3152681.0,11034383.5,7.05,14.57,4.13,11.11,1.0,5824749.0,2209792.0,1664214.0,7734272.0,,,,,,,,0.23,,54862.0,,,,,,,45862.0,7.56,0.1,,,42.37,42.37,3006231.0,10521808.5,,10.36,42.19,24.52,0.1884,28.16,0.6044,3.5
2023-12-07,3162118.0,10830254.15,7.07,15.28,4.15,11.23,1.0,5696069.55,2174664.0,1663086.0,7448224.2,,,,,,,,0.11,,35128.0,,,,,,,1128.0,7.61,0.0,,,42.04,42.04,2998718.0,10270609.15,,10.49,42.05,23.87,0.1821,27.43,0.6112,3.425
2023-12-08,3055645.0,10328080.1,6.83,15.88,4.01,10.69,1.0,5261351.94,2102191.0,1556613.0,7105405.58,,,2815.0,,,33200.0,,0.4,,105673.0,,,,2815.0,0.11,30385.0,139673.0,7.2,0.52,,,40.73,40.73,3059420.0,10340839.6,,10.5,40.69,21.66,0.1744,27.11,0.592,3.38
2023-12-11,3004315.0,10154584.7,6.72,15.81,3.94,10.43,1.0,5126151.94,2090861.0,1516613.0,7067110.18,,,,,,,,0.04,,11330.0,,,,,,,40000.0,7.07,0.14,,,40.55,40.55,3065315.0,10360764.7,,10.39,40.51,22.17,0.1736,27.11,0.5827,3.38
2023-12-12,2840587.0,8933646.12,6.35,15.47,3.73,9.7,1.0,4731523.56,1939287.0,1504459.0,6099057.62,,,,,,,,0.56,,162904.0,,,,,,11330.0,12154.0,6.54,0.04,,,37.98,37.98,3166408.0,9958353.16,,10.63,38.08,22.5,0.167,24.08,0.5564,3.145
2023-12-13,2778971.0,8420282.13,6.21,15.29,3.64,9.02,1.0,4399578.18,1930124.0,1452006.0,5848275.72,,,,,,,,0.04,,9163.0,,,,,,,52453.0,6.06,0.21,,,37.7,37.7,3189193.0,9663254.79,,9.98,37.78,21.88,0.1656,23.16,0.5428,3.03
2023-12-14,2772780.0,9080854.5,6.2,15.15,3.64,8.99,1.0,4730177.47,1931610.0,1444329.0,6326022.75,,,6892.0,,,,,0.03,,7677.0,,,,6892.0,,2271.0,7677.0,5.85,0.03,,,37.79,37.79,3179310.0,10412240.25,,9.69,37.65,21.55,0.1699,24.7,0.5425,3.275
2023-12-15,2731724.0,9042006.44,6.11,14.89,3.58,9.3,1.0,4745881.31,1901082.0,1433801.0,6292581.42,,,,,,,,0.08,,30528.0,,,,,,,10528.0,6.25,0.02,,,37.47,37.47,3172059.0,10499515.29,,10.44,37.43,21.8,0.1688,24.44,0.5385,3.31
2023-12-18,2672850.0,8753583.75,5.98,14.57,3.51,9.12,1.0,4623527.1,1899045.0,1411764.0,6219372.38,,,34800.0,0.12,,,,0.12,34800.0,36837.0,,,0.12,34800.0,,,56837.0,6.29,0.18,,,37.71,37.71,3137259.0,10274523.23,,10.38,37.71,21.69,0.1724,24.74,0.5307,3.275
2023-12-19,2560779.0,8821883.65,5.73,14.31,3.36,8.8,1.0,4588671.1,1819261.0,1331980.0,6267354.15,,,,,,,,0.28,,79784.0,,,,,,,79784.0,5.96,0.17,,,36.1,36.1,3220659.0,11095170.26,,10.61,35.95,21.19,0.1692,24.82,0.5081,3.445
