,VRLA FP Equity_DX_SI_QTY,VRLA FP Equity_DX_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VRLA FP Equity_DX_SI_MV,VRLA FP Equity_DX_DSS,VRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY,VRLA FP Equity_DX_BROKER_SI_QTY,VRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VRLA FP Equity_DX_BROKER_SI_MV_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VRLA FP Equity_DX_BROKER_SI_MV_INC_x,VRLA FP Equity_DX_SUPPLY_SI_MV_NEW,VRLA FP Equity_DX_BROKER_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_NEW,VRLA FP Equity_DX_SUPPLY_SI_MV_DEC,VRLA FP Equity_DX_BROKER_SI_QTY_INC,VRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,VRLA FP Equity_DX_BROKER_SI_MV_NEW_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VRLA FP Equity_DX_BROKER_SI_MV_INC_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VRLA FP Equity_DX_BROKER_SI_MV_ADD,VRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV,VRLA FP Equity_DX_BROKER_SI_MV_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV_RMV,VRLA FP Equity_DX_BROKER_SI_MV_RMV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VRLA FP Equity_DX_UTILIZATION_QUANTITY,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VRLA FP Equity_DX_BROKER_SI_CON_RATIO,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,VRLA FP Equity_PX_LAST
2023-04-04,408891.0,16044882.84,0.59,2.54,0.33,16.07,0.0,13722777.36,374114.0,349714.0,14680233.36,,,,,,,,0.31,,7822.0,,,,,,,7822.0,14.56,0.4,,,1.72,1.72,21434744.0,841099354.56,,833.66,1.72,14.76,0.2871,48.42,0.0187,39.24
2023-04-05,408732.0,16202136.48,0.59,2.6,0.33,16.27,0.0,13856360.2,373955.0,349555.0,14823576.2,,,,,,,,0.0,,159.0,,,,,,,159.0,14.76,0.0,,,1.72,1.72,21393356.0,848032631.84,,844.07,1.72,14.74,0.2882,48.55,0.0188,39.64
2023-04-06,392340.0,14956000.8,0.57,2.51,0.32,15.52,0.0,12918868.0,363300.0,338900.0,13848996.0,,,1098.0,0.0,,,,0.47,39.0,11753.0,,,0.0,1098.0,,,10694.0,14.39,0.51,,,1.67,1.67,21326842.0,812979217.04,,836.94,1.69,15.46,0.3095,50.75,0.0181,38.12
2023-04-07,392340.0,14956000.8,0.57,2.5,0.32,15.43,0.0,12918868.0,363300.0,338900.0,13848996.0,,,,,,,,,,,,,,,,,,13.96,,,,1.67,1.67,21330834.0,813131392.08,,813.95,1.69,15.55,0.3119,50.99,0.0181,
2023-04-10,373379.0,14233207.48,0.54,2.37,0.31,14.4,0.0,12196074.68,363300.0,319939.0,13848996.0,,,,,,,,,,,,,,,,,18961.0,13.9,0.75,,,1.67,1.67,21351990.0,813937858.8,,816.29,1.67,16.02,0.3349,53.43,0.0172,
2023-04-11,373278.0,14460789.72,0.54,2.37,0.31,14.44,0.0,12599720.12,366199.0,325238.0,14186549.26,,,5199.0,0.24,,3100.0,,0.21,5199.0,5400.0,,,0.24,5199.0,0.12,3100.0,3000.0,13.95,0.11,,,1.55,1.55,23205368.0,898975956.32,,884.85,1.55,16.14,0.332,52.75,0.0158,38.74
2023-04-12,402965.0,15715635.0,0.58,2.58,0.33,15.72,0.0,12489633.0,395886.0,320247.0,15439554.0,,,24738.0,0.0,,,,0.19,60.0,5051.0,,,0.0,24738.0,,10000.0,5051.0,15.29,0.19,,,1.67,1.67,23242802.0,906469278.0,,898.49,1.67,14.91,0.2861,48.9,0.017,39.0
2023-04-13,510446.0,19131516.08,0.74,3.26,0.42,19.73,0.0,12435076.92,408758.0,331779.0,15320249.84,,,15972.0,,,43639.0,,0.12,,3100.0,,,,15972.0,1.7,,32107.0,15.81,1.19,,,1.73,1.73,23178912.0,868745621.76,,892.75,1.74,20.73,0.2641,44.49,0.0216,37.48
2023-04-14,389966.0,14467738.6,0.56,2.48,0.32,14.73,0.0,12648354.6,352926.0,340926.0,13093554.6,,,1000.0,0.96,,,,2.22,26972.0,56832.0,,,0.96,1000.0,,,17825.0,13.21,0.87,,,1.5,1.5,23237538.0,862112659.8,,871.07,1.49,15.14,0.2153,39.0,0.0165,37.1
2023-04-17,394607.0,15010850.28,0.57,2.52,0.32,14.93,0.0,13145368.68,357567.0,345567.0,13601848.68,,,4641.0,,,4641.0,,,,,,,,4641.0,0.18,,,13.36,,,,1.52,1.52,23182616.0,881866712.64,,868.55,1.52,15.32,0.2091,38.22,0.0168,38.04
2023-04-18,465028.0,17568757.84,0.67,2.96,0.38,17.65,0.0,15716026.64,427988.0,415988.0,16169386.64,,,26997.0,0.3,,92064.0,,0.99,7971.0,28477.0,,,0.3,26997.0,3.48,71901.0,29614.0,16.22,1.22,,,1.82,1.82,23110350.0,873109023.0,,875.18,1.82,15.16,0.1703,32.81,0.0198,37.78
2023-04-19,387857.0,14707537.44,0.56,2.47,0.32,14.75,0.0,12784310.88,349139.0,337139.0,13239350.88,,,14547.0,0.73,,,,3.61,17931.0,95074.0,,,0.73,14547.0,,1678.0,96780.0,13.21,3.7,,,1.48,1.48,23167328.0,878505077.76,,876.26,1.49,15.46,0.1313,23.33,0.0165,37.92
2023-04-20,378540.0,13975696.8,0.55,2.4,0.31,14.27,0.0,13026188.24,339822.0,352822.0,12546228.24,,,15683.0,0.56,,,,0.95,15683.0,25000.0,,,0.56,15683.0,,,,12.79,,,,1.46,1.46,22982546.0,848515598.32,,864.92,1.46,15.95,0.1394,24.14,0.0162,36.92
2023-04-21,366736.0,13642579.2,0.53,2.14,0.3,13.66,0.0,13125424.8,328018.0,352834.0,12202269.6,,,12.0,,,12.0,,0.45,,11816.0,,,,12.0,0.0,,,12.12,,,,1.41,1.41,22932256.0,853079923.2,,847.75,1.41,16.38,0.142,24.56,0.0158,37.2
2023-04-24,589371.0,22172137.02,0.85,3.39,0.48,22.28,0.0,20014554.78,538153.0,532019.0,20245315.86,,,28603.0,7.77,,,,0.38,201392.0,10391.0,,,7.77,28603.0,,191923.0,22207.0,19.96,0.82,,,2.31,2.31,22751712.0,855919405.44,,845.77,2.31,21.16,0.1798,32.18,0.0253,37.62
2023-04-25,438138.0,16105952.88,0.63,2.57,0.36,16.6,0.0,14655734.12,410607.0,398687.0,15093913.32,,,1870.0,0.12,,,,4.74,4068.0,131614.0,,,0.12,1870.0,,2198.0,137400.0,15.47,5.23,,,1.77,1.77,22834168.0,839384015.68,,856.64,1.77,29.05,0.2087,30.39,0.0188,36.76
2023-04-26,564410.0,20917034.6,0.81,3.31,0.46,21.09,0.0,17601980.54,484254.0,474959.0,17946453.24,,,,2.84,,,,0.0,76284.0,12.0,,,2.84,,,73659.0,12.0,17.75,0.0,,,2.09,2.09,22689230.0,840862863.8,,833.08,2.09,22.11,0.1483,23.9,0.0244,37.06
2023-04-27,418521.0,15401572.8,0.6,2.5,0.34,15.49,0.0,13084976.0,339865.0,355570.0,12507032.0,,,,,,25000.0,,5.22,,144389.0,,,,,0.93,,144389.0,12.58,5.61,,,1.47,1.47,22781868.0,838372742.4,,843.6,1.47,14.35,0.1696,30.59,0.0181,36.8
2023-04-28,397801.0,14647032.82,0.57,2.42,0.33,14.65,0.0,10976852.04,307417.0,298122.0,11319093.94,,,,,,,,1.21,,32448.0,,,,,,,57448.0,11.31,2.12,,,1.33,1.33,22770820.0,838421592.4,,837.55,1.33,15.1,0.1754,32.02,0.0172,36.82
2023-05-01,397801.0,14647032.82,0.57,2.47,0.33,14.66,0.0,11897352.04,307417.0,323122.0,11319093.94,,,,,,25000.0,,,,,,,,,0.92,,,11.34,,,,1.35,1.35,22471752.0,827409908.64,,829.74,1.35,15.1,0.1754,32.02,0.0175,
2023-05-02,689682.0,25518234.0,0.99,4.28,0.56,25.4,0.0,14057669.0,527417.0,379937.0,19514429.0,,,,2.52,,,,,68272.0,,,,2.52,,,220000.0,11457.0,19.42,0.43,,,2.29,2.29,22527140.0,833504180.0,,829.67,2.29,18.29,0.2034,35.55,0.0299,37.0
2023-05-03,521547.0,19036465.5,0.75,3.31,0.43,19.56,0.0,18172437.5,483579.0,497875.0,17650633.5,,,17802.0,0.18,,220000.0,,3.38,5000.0,91640.0,,,0.18,17802.0,8.48,30000.0,107062.0,17.83,3.97,,,2.1,2.1,22583252.0,824288698.0,,830.51,2.1,22.7,0.3016,48.17,0.0226,36.5
2023-05-04,541356.0,20051826.24,0.78,3.73,0.44,20.38,0.0,19208573.6,454985.0,518590.0,16852644.4,,,,2.8,,,,1.05,72900.0,28594.0,,,2.8,,,,52185.0,16.65,1.93,,,1.98,1.98,22546840.0,835134953.6,,826.34,1.98,17.58,0.3851,57.97,0.0235,37.04
2023-05-05,553356.0,19312134.31,0.8,3.86,0.45,20.91,0.0,18517600.5,466985.0,530590.0,16297784.86,,,,0.44,,,,,12000.0,,,,0.44,,,12000.0,,17.25,,,,2.03,2.03,22499672.0,785238955.54,,829.32,2.04,17.26,0.3737,56.97,0.0241,36.3
2023-05-08,304278.0,10838382.36,0.44,2.13,0.25,11.04,0.0,8105295.38,216985.0,227549.0,7729005.7,,,5000.0,0.19,,,,9.45,5037.0,255000.0,,,0.19,5000.0,,,308078.0,7.85,11.9,,,0.95,0.95,22701248.0,808618453.76,,821.93,0.95,32.25,0.283,38.57,0.0133,35.62
2023-05-09,316726.0,11117082.6,0.46,2.18,0.26,11.41,0.0,7561908.9,150734.0,215439.0,5290763.4,,,,,,,,2.38,,66251.0,,,,,,,12110.0,5.38,0.44,,,0.66,0.66,22772494.0,799314539.4,,811.2,0.66,20.41,0.4164,59.24,0.0138,35.1
2023-05-10,230568.0,8198998.08,0.33,1.6,0.19,8.31,0.0,7731170.72,153412.0,217412.0,5455330.72,,,,,,2678.0,,,,,,,,,0.1,2678.0,705.0,5.38,0.02,,,0.67,0.67,22698188.0,807147565.28,,797.16,0.67,28.05,0.3012,42.09,0.0101,35.56
2023-05-11,278382.0,9988346.16,0.4,1.94,0.23,10.03,0.0,5098368.6,150734.0,142095.0,5408335.92,,,,,,,,0.09,,2678.0,,,,,,,75317.0,5.38,2.69,,,0.66,0.66,22660178.0,813047186.64,,808.99,0.66,29.73,0.3148,41.41,0.0122,35.88
2023-05-12,153185.0,5474831.9,0.22,1.06,0.13,5.58,0.0,5148025.34,80176.0,144041.0,2865490.24,,,,,,1946.0,,2.59,,72639.0,,,,,0.07,2081.0,,2.88,,,,0.35,0.35,22612832.0,808182615.68,,813.37,0.35,31.18,0.2966,41.93,0.0068,35.74
2023-05-15,150195.0,5295875.7,0.22,1.04,0.12,5.45,0.0,5027476.58,78583.0,142583.0,2770836.58,,,,,,,,0.06,,1593.0,,,,,,,1458.0,2.81,0.06,,,0.35,0.35,22500800.0,793378208.0,,801.78,0.35,31.87,0.3086,42.85,0.0067,35.26
2023-05-16,164651.0,5825352.38,0.24,1.13,0.13,5.95,0.0,5523313.32,92114.0,156114.0,3258993.32,,,925.0,0.47,,,,,13531.0,,,,0.47,925.0,,12606.0,,3.25,,,,0.42,0.42,21742552.0,769251489.76,,767.06,0.42,29.2,0.2839,39.26,0.0075,35.38
2023-05-17,413314.0,14606516.76,0.6,2.83,0.34,14.78,0.0,14203358.04,287606.0,401906.0,10163996.04,,,7029.0,0.26,,238763.0,,,7029.0,,,,0.26,7029.0,8.47,188463.0,,10.16,,,,1.31,1.31,21606002.0,763556110.68,,765.06,1.31,15.75,0.2708,45.75,0.0189,35.34
2023-05-18,432121.0,15340295.5,0.62,2.93,0.35,15.44,0.0,15089559.0,310758.0,425058.0,11031909.0,,,27497.0,0.95,,,,0.15,27497.0,4345.0,,,0.95,27497.0,,,4345.0,11.01,0.16,,,1.56,1.56,19605850.0,696007675.0,,694.78,1.56,17.1,0.2662,43.94,0.0217,35.5
2023-05-19,966387.0,35292453.24,1.39,6.54,0.79,34.83,0.0,33318072.48,857054.0,912324.0,31299612.08,,,62024.0,2.63,,483558.0,,0.23,74108.0,6400.0,,,2.63,62024.0,17.65,490672.0,70400.0,30.53,2.55,,,4.3,4.3,19071066.0,696475330.32,,679.36,4.3,18.8,0.3213,50.19,0.0485,36.52
2023-05-22,737171.0,26891998.08,1.06,4.95,0.6,26.77,0.0,25901201.28,677593.0,710011.0,24718592.64,,,69951.0,3.91,,67764.0,,11.94,104416.0,337273.0,,,3.91,69951.0,2.47,87861.0,374493.0,24.72,13.5,,,3.4,3.4,19246628.0,702116989.44,,701.73,3.4,24.96,0.2086,29.09,0.037,36.48
2023-05-23,657819.0,24049862.64,0.95,4.46,0.54,24.03,0.0,23116668.64,631938.0,632294.0,23103653.28,,,800.0,0.14,,1728.0,,2.27,3800.0,62295.0,,,0.14,800.0,0.07,15840.0,83245.0,23.11,2.93,,,3.17,3.17,19309156.0,705942743.36,,705.63,3.17,27.87,0.2126,27.97,0.033,36.56
2023-05-24,533090.0,18295648.8,0.77,3.64,0.44,18.93,0.0,16761030.0,483445.0,488375.0,16591832.4,,,2670.0,0.07,,,,5.55,2000.0,151163.0,,,0.07,2670.0,,,145919.0,17.56,5.32,,,2.42,2.42,19462420.0,667950254.4,,702.06,2.44,33.29,0.2482,33.43,0.0267,34.32
2023-05-25,369627.0,12552532.92,0.53,2.49,0.3,12.63,0.0,11566232.64,333654.0,340584.0,11330889.84,,,4670.0,0.71,,2000.0,,6.27,21794.0,171585.0,,,0.71,4670.0,0.08,17124.0,171585.0,11.47,6.26,,,1.68,1.68,19584694.0,665096208.24,,671.23,1.68,18.53,0.3053,49.99,0.0186,33.96
2023-05-26,384393.0,13069362.0,0.55,2.59,0.31,13.11,0.0,11834788.0,340750.0,348082.0,11585500.0,,,,0.25,,,,0.01,7498.0,172.0,,,0.25,,,7268.0,,11.61,,,,1.72,1.72,19473866.0,662111444.0,,661.61,1.72,17.86,0.2884,48.19,0.0194,34.0
2023-05-29,387893.0,13219393.44,0.56,2.66,0.32,13.27,0.0,11981914.56,340750.0,351582.0,11612760.0,,,,0.12,,,,,3500.0,,,,0.12,,,,,11.62,,,,1.73,1.73,19350438.0,659462927.04,,658.25,1.74,17.68,0.2845,47.81,0.0197,34.08
2023-05-30,184258.0,6146846.88,0.27,1.28,0.15,6.27,0.0,5177972.4,156455.0,155215.0,5219338.8,,,,0.24,,,,6.4,7268.0,187795.0,,,0.24,,,3500.0,203635.0,5.31,6.99,,,0.73,0.73,21366632.0,712790843.52,,723.12,0.73,24.07,0.1972,33.31,0.0086,33.36
2023-05-31,147178.0,4780341.44,0.21,1.0,0.12,4.88,0.0,4438229.6,124645.0,136645.0,4048469.6,,3499.0,,,0.12,,,1.01,,29140.0,,3499.0,,,,,18570.0,4.17,0.64,0.21,,0.58,0.58,21256256.0,690403194.88,6169.0,705.8,0.59,30.17,0.2787,41.32,0.0069,32.48
2023-06-01,141077.0,4621682.52,0.2,0.9,0.12,4.6,0.0,4276621.44,118544.0,130544.0,3883501.44,,,17645.0,0.01,,,,0.8,521.0,23746.0,,,0.01,17645.0,,,6622.0,3.85,0.22,,,0.56,0.56,21123128.0,691993673.28,,684.2,0.56,30.82,0.3064,44.19,0.0066,32.76
2023-06-02,136344.0,4578431.52,0.2,0.85,0.11,4.54,0.0,4215801.1,121585.0,125545.0,4082824.3,,,4986.0,0.0,,,,0.06,1.0,1945.0,,,0.0,4986.0,,,5000.0,4.03,0.16,,,0.58,0.58,21004436.0,705328960.88,,693.29,0.58,32.38,0.3321,46.7,0.0065,33.58
2023-06-05,139384.0,4663788.64,0.2,0.92,0.11,4.69,0.0,4302454.1,121585.0,128585.0,4068234.1,,,,0.11,,,,,3040.0,,,,0.11,,,,,4.08,,,,0.58,0.58,20897468.0,699229279.28,,701.43,0.58,31.92,0.3153,45.04,0.0066,33.46
2023-06-06,134044.0,4447579.92,0.19,0.89,0.11,4.49,0.0,4177859.7,118915.0,125915.0,3945599.7,,,,,,,,0.09,,2670.0,,,,,,,2670.0,3.97,0.09,,,0.57,0.57,20770164.0,689154041.52,,693.99,0.57,32.77,0.3264,45.77,0.0064,33.18
2023-06-07,134044.0,4452941.68,0.19,0.89,0.11,4.47,0.0,4182896.3,118915.0,125915.0,3950356.3,,,,,,,,,,,,,,,,,,3.95,,,,0.57,0.57,20779864.0,690307082.08,,689.5,0.57,32.59,0.3277,46.05,0.0064,33.22
2023-06-08,134044.0,4683497.36,0.19,0.89,0.11,4.56,0.0,4399470.1,118915.0,125915.0,4154890.1,,,,,,,,,,,,,,,,,,4.02,,,,0.57,0.57,20675012.0,722384919.28,,693.52,0.58,31.76,0.3345,47.39,0.0064,34.94
2023-06-09,127964.0,4535044.16,0.18,0.85,0.1,4.52,0.0,4354690.0,115875.0,122875.0,4106610.0,,,,,,,,0.1,,3040.0,,,,,,,3040.0,4.08,0.1,,,0.56,0.56,20659692.0,732179484.48,,725.14,0.56,33.22,0.3445,47.43,0.0062,35.44
2023-06-12,102689.0,3680373.76,0.15,0.68,0.08,3.68,0.0,3237498.88,90600.0,90332.0,3247104.0,,,,,,10019.0,,1.23,,35294.0,,,,,0.37,10019.0,42562.0,3.23,1.5,,,0.44,0.44,20699288.0,741862481.92,,735.56,0.44,9.53,0.3731,58.97,0.0049,35.84
2023-06-13,96285.0,3242878.8,0.14,0.63,0.08,3.31,0.0,3071481.28,69990.0,91196.0,2357263.2,,,2004.0,0.81,,,,1.37,23844.0,38454.0,,,0.81,2004.0,,15840.0,22980.0,2.45,0.93,,,0.34,0.34,20656742.0,695719070.56,,727.43,0.34,20.76,0.2884,45.74,0.0046,33.68
2023-06-14,65359.0,2237892.16,0.09,0.41,0.05,2.22,0.0,2063644.8,55872.0,60270.0,1913057.28,,,1722.0,,,,,0.59,,15840.0,,,,1722.0,,,30926.0,1.9,1.02,,,0.27,0.27,20655144.0,707232130.56,,697.57,0.27,24.06,0.2332,36.94,0.0032,34.24
2023-06-15,265557.0,8997071.16,0.38,1.68,0.22,9.11,0.0,6148982.84,188352.0,181493.0,6381365.76,,,22369.0,2.48,,47669.0,,0.02,73554.0,516.0,,,2.48,22369.0,1.63,110627.0,,6.48,,,,0.91,0.91,20492772.0,694295115.36,,696.71,0.92,18.03,0.1769,28.97,0.0128,33.88
2023-06-16,370013.0,12462037.84,0.53,2.31,0.3,12.61,0.0,7863572.72,240338.0,233479.0,8094583.84,,,3400.0,1.71,,4775.0,,0.13,51095.0,3884.0,,,1.71,3400.0,0.17,52470.0,3884.0,8.22,0.13,,,1.17,1.17,20346898.0,685283524.64,,687.49,1.18,12.31,0.2821,48.61,0.018,33.68
2023-06-19,338701.0,11197455.06,0.49,2.07,0.28,11.44,0.0,9195374.52,209026.0,278142.0,6910399.56,,,,1.62,,,,2.71,46412.0,77724.0,,,1.62,,,46412.0,1749.0,7.01,0.06,,,1.02,1.02,20206300.0,668020278.0,,677.47,1.02,12.92,0.2825,47.73,0.0166,33.06
2023-06-20,160912.0,5319750.72,0.23,0.98,0.13,5.36,0.0,5054378.1,142548.0,152885.0,4712636.88,,,2664.0,0.07,,,,2.36,2821.0,69361.0,,,0.07,2664.0,,219.0,128078.0,4.71,4.33,,,0.7,0.7,20203400.0,667924404.0,,668.18,0.7,24.48,0.1873,27.46,0.0079,33.06
2023-06-21,114206.0,3771082.12,0.16,0.71,0.09,3.78,0.0,3506030.58,85460.0,106179.0,2821889.2,,,,,,,,2.7,,81562.0,,,,,,24474.0,46706.0,2.81,1.57,,,0.43,0.43,20019592.0,661046927.84,,658.93,0.42,19.95,0.2249,39.05,0.0057,33.02
2023-06-22,96887.0,3282531.56,0.14,0.61,0.08,3.21,0.0,3010576.8,51941.0,88860.0,1759761.08,,,,,,,,1.1,,33519.0,,,,,,,17319.0,1.72,0.58,,,0.26,0.26,20023812.0,678406750.56,,665.48,0.26,23.75,0.2903,46.31,0.0048,33.88
2023-06-23,114115.0,3875345.4,0.16,0.72,0.09,3.85,0.0,3307500.24,60475.0,97394.0,2053731.0,,,,0.3,,,,0.0,8534.0,160.0,,,0.3,,,8694.0,,2.06,,,,0.3,0.3,20091600.0,682310736.0,,683.11,0.3,20.37,0.2231,38.53,0.0057,33.96
2023-06-26,120447.0,4030156.62,0.17,0.77,0.1,4.09,0.0,3555459.6,98260.0,106260.0,3287779.6,,,,0.83,,,,0.09,24919.0,2534.0,,,0.83,,,40319.0,16053.0,3.33,0.5,,,0.49,0.49,20068984.0,671508204.64,,678.14,0.49,24.77,0.1896,25.73,0.006,33.46
2023-06-27,119661.0,3996677.4,0.17,0.77,0.1,4.01,0.0,3285023.6,83011.0,98354.0,2772567.4,,,,0.48,,,,0.76,14463.0,22369.0,,,0.48,,,7120.0,22369.0,2.78,0.76,,,0.41,0.41,20067024.0,670238601.6,,669.48,0.41,25.82,0.2353,37.51,0.0059,33.4
2023-06-28,99866.0,3349505.64,0.14,0.66,0.08,3.36,0.0,2739882.6,79679.0,81690.0,2672433.66,,,1000.0,0.03,,,,0.14,1000.0,4332.0,,,0.03,1000.0,,,17664.0,2.68,0.59,,,0.4,0.4,20062804.0,672906446.16,,671.92,0.4,30.13,0.2297,31.05,0.005,33.54
2023-06-29,102997.0,3503957.94,0.15,0.68,0.08,3.51,0.0,2715510.42,74810.0,79821.0,2545036.2,,,8000.0,0.27,,,,0.42,8000.0,12869.0,,,0.27,8000.0,,,9869.0,2.54,0.32,,,0.37,0.37,20047798.0,682026087.96,,675.84,0.37,24.75,0.2079,29.28,0.0051,34.02
2023-06-30,105936.0,3642079.68,0.15,0.72,0.09,3.64,0.0,2847007.8,74760.0,82810.0,2570248.8,,,,,,2989.0,,0.1,,2989.0,,,,,0.1,2939.0,,2.57,,,,0.37,0.37,20018520.0,688236717.6,,681.48,0.38,24.21,0.1987,28.24,0.0053,34.38
2023-07-03,105936.0,3709878.72,0.15,0.71,0.09,3.68,0.0,2900006.2,74760.0,82810.0,2618095.2,,,,,,,,,,,,,,,,,,2.61,,,,0.37,0.37,20026116.0,701314582.32,,690.06,0.38,24.16,0.1984,28.18,0.0053,35.02
2023-07-04,90997.0,3214014.04,0.13,0.61,0.07,3.22,0.0,2712929.2,65821.0,76810.0,2324797.72,,,,,,,,0.31,,8939.0,,,,,,,6000.0,2.33,0.19,,,0.33,0.33,20099428.0,709911796.96,,706.18,0.33,21.64,0.216,33.14,0.0045,35.32
2023-07-05,88754.0,3118815.56,0.13,0.59,0.07,3.15,0.0,2620284.38,65821.0,74567.0,2312949.94,,,,0.03,,,,,746.0,,,,0.03,,,,2989.0,2.34,0.1,,,0.33,0.33,20111908.0,706732447.12,,710.69,0.33,22.49,0.2286,33.83,0.0044,35.14
2023-07-06,60905.0,2081732.9,0.09,0.41,0.05,2.14,0.0,1767721.24,45972.0,51718.0,1571322.96,,,,,,,,0.82,,22849.0,,,,,,3000.0,22849.0,1.62,0.81,,,0.23,0.23,20125608.0,687893281.44,,700.9,0.23,20.52,0.3288,52.13,0.003,34.18
2023-07-07,57905.0,1939817.5,0.08,0.4,0.05,1.98,0.0,1732553.0,42972.0,51718.0,1439562.0,,,,,,,,0.11,,3000.0,,,,,,,,1.47,,,,0.21,0.21,20090442.0,673029807.0,,678.96,0.22,20.52,0.3287,52.12,0.0029,33.5
2023-07-10,57905.0,1956030.9,0.08,0.4,0.05,1.95,0.0,1747034.04,42972.0,51718.0,1451594.16,,,,,,,,,,,,,,,,,,1.44,,,,0.21,0.21,20106530.0,679198583.4,,673.28,0.21,20.45,0.327,51.94,0.0029,33.78
2023-07-11,35405.0,1203061.9,0.05,0.24,0.03,1.2,0.0,992827.64,15472.0,29218.0,525738.56,,,,0.17,,,,0.92,5000.0,27500.0,,,0.17,,,,27500.0,0.52,0.92,,,0.08,0.08,20144692.0,684516634.16,,680.19,0.08,15.03,0.2713,47.39,0.0018,33.98
2023-07-12,32705.0,1161681.6,0.05,0.23,0.03,1.12,0.0,941919.36,12772.0,26518.0,453661.44,,,,,,,,0.09,,2700.0,,,,,,,2700.0,0.43,0.09,,,0.06,0.06,20160756.0,716110053.12,,688.31,0.06,16.84,0.3102,51.08,0.0016,35.52
2023-07-13,32705.0,1161027.5,0.05,0.24,0.03,1.17,0.0,941389.0,12772.0,26518.0,453406.0,,,,,,,,,,,,,,,,,,0.45,,,,0.06,0.06,20159100.0,715648050.0,,712.3,0.06,16.22,0.3128,51.49,0.0016,35.5
2023-07-14,33705.0,1193157.0,0.05,0.26,0.03,1.2,0.0,974137.2,12772.0,27518.0,452128.8,,,,0.04,,,,,1000.0,,,,0.04,,,,,0.45,,,,0.06,0.06,20131238.0,712645825.2,,712.92,0.06,15.71,0.3243,52.86,0.0017,35.4
2023-07-17,39705.0,1377763.5,0.06,0.32,0.03,1.42,0.0,954874.6,18772.0,27518.0,651388.4,,,6000.0,,,,,,,,,,,6000.0,,,,0.68,,,,0.09,0.09,20100216.0,697477495.2,,708.2,0.1,18.32,0.2634,44.61,0.002,34.7
2023-07-18,39124.0,1371687.44,0.06,0.32,0.03,1.38,0.0,909351.22,17191.0,25937.0,602716.46,,,1000.0,0.02,,,,0.09,1000.0,2581.0,,,0.02,1000.0,,,2581.0,0.61,0.09,,,0.09,0.09,20100044.0,704707542.64,,699.42,0.09,21.18,0.2898,47.53,0.0019,35.06
2023-07-19,39124.0,1372469.92,0.06,0.33,0.03,1.39,0.0,909869.96,17191.0,25937.0,603060.28,,,,,,,,,,,,,,,,,,0.61,,,,0.09,0.09,20097308.0,705013564.64,,705.79,0.09,20.94,0.2906,47.71,0.0019,35.08
2023-07-20,41724.0,1477029.6,0.06,0.35,0.03,1.49,0.0,918169.8,19791.0,25937.0,700601.4,,,2600.0,,,,,,,,,,,2600.0,,,,0.71,,,,0.1,0.1,20088556.0,711134882.4,,708.33,0.1,19.78,0.2579,44.49,0.0021,35.4
2023-07-21,39124.0,1387337.04,0.06,0.34,0.03,1.4,0.0,919726.02,17191.0,25937.0,609592.86,,,,,,,,0.09,,2600.0,,,,,,,,0.62,,,,0.09,0.09,20088020.0,712321189.2,,712.06,0.09,21.16,0.2903,47.6,0.0019,35.46
2023-07-24,45124.0,1582047.44,0.06,0.4,0.04,1.63,0.0,1014531.22,20191.0,28937.0,707896.46,,,3000.0,0.11,,,,,3000.0,,,,0.11,3000.0,,,,0.74,,,,0.1,0.1,20080028.0,704005781.68,,711.43,0.1,25.19,0.3057,47.76,0.0022,35.06
2023-07-25,45124.0,1587462.32,0.06,0.4,0.04,1.61,0.0,1018003.66,20191.0,28937.0,710319.38,,,,,,,,,,,,,,,,,,0.73,,,,0.1,0.1,20107832.0,707393529.76,,706.34,0.1,25.18,0.3056,47.75,0.0022,35.18
