,VRLA FP Equity_DX_SI_QTY,VRLA FP Equity_DX_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VRLA FP Equity_DX_SI_MV,VRLA FP Equity_DX_DSS,VRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY,VRLA FP Equity_DX_BROKER_SI_QTY,VRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VRLA FP Equity_DX_BROKER_SI_MV_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VRLA FP Equity_DX_BROKER_SI_MV_INC_x,VRLA FP Equity_DX_SUPPLY_SI_MV_NEW,VRLA FP Equity_DX_BROKER_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_NEW,VRLA FP Equity_DX_SUPPLY_SI_MV_DEC,VRLA FP Equity_DX_BROKER_SI_QTY_INC,VRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,VRLA FP Equity_DX_BROKER_SI_MV_NEW_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VRLA FP Equity_DX_BROKER_SI_MV_INC_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VRLA FP Equity_DX_BROKER_SI_MV_ADD,VRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV,VRLA FP Equity_DX_BROKER_SI_MV_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV_RMV,VRLA FP Equity_DX_BROKER_SI_MV_RMV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VRLA FP Equity_DX_UTILIZATION_QUANTITY,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VRLA FP Equity_DX_BROKER_SI_CON_RATIO,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,VRLA FP Equity_PX_LAST
2020-02-10,150083.0,5089314.53,0.39,9.25,0.13,5.22,0.0,3908941.34,107118.0,115274.0,3632371.38,,,,,,9965.0,,,,,,,,,0.34,,,3.65,,,,1.2,1.2,8824863.0,299251104.33,,300.54,1.2,15.05,0.2398,42.61,0.0168,33.91
2020-02-11,161357.0,5523250.11,0.42,10.39,0.14,5.6,0.0,3989438.04,124083.0,116548.0,4247361.09,,,10000.0,0.04,,,,,1274.0,,,,0.04,10000.0,,6965.0,,4.22,,,,1.39,1.39,8814907.0,301734266.61,,299.41,1.39,13.95,0.2175,40.43,0.0181,34.23
2020-02-12,179277.0,6348198.57,0.47,11.54,0.15,6.29,0.0,4230361.88,142003.0,119468.0,5028326.23,,,17920.0,0.03,,2702.0,,,218.0,,,,0.03,17920.0,0.09,,,4.9,,,,1.59,1.59,8799208.0,311579955.28,,302.55,1.59,13.66,0.1928,36.45,0.0201,35.41
2020-02-13,205138.0,7136751.02,0.53,12.73,0.17,7.38,0.0,4156291.72,167864.0,119468.0,5839988.56,,,861.0,,,,,,,,,,,861.0,,25000.0,,5.95,,,,1.88,1.88,8777071.0,305354300.09,,310.65,1.88,24.12,0.1933,32.13,0.0229,34.79
2020-02-14,205999.0,7158465.25,0.54,12.71,0.17,7.29,0.0,4181432.75,167864.0,120329.0,5833274.0,,,,,,861.0,,,,,,,,,0.03,,,5.84,,,,1.87,1.87,8789180.0,305424005.0,,306.16,1.87,23.91,0.1913,31.96,0.023,34.75
2020-02-17,230999.0,8073415.05,0.6,14.3,0.2,8.15,0.0,4205498.55,192864.0,120329.0,6740596.8,,,25000.0,,,,,,,,,,,25000.0,,,,6.71,,,,2.14,2.14,8805491.0,307751910.45,,306.47,2.14,28.54,0.2095,32.0,0.0257,34.95
2020-02-18,230999.0,8027215.25,0.6,13.63,0.2,8.19,0.0,4181432.75,192864.0,120329.0,6702024.0,,,,,,,,,,,,,,,,,,6.76,,,,2.14,2.14,8816197.0,306362845.75,,308.28,2.14,28.41,0.2096,32.13,0.0256,34.75
2020-02-19,324674.0,11353849.78,0.85,19.23,0.27,11.41,0.0,7513829.05,288674.0,214865.0,10094929.78,,,95739.0,3.38,,,,0.07,97298.0,1488.0,,,3.38,95739.0,,1559.0,2762.0,10.05,0.1,,,3.2,3.2,8720984.0,304972810.48,,303.42,3.21,22.87,0.1962,30.49,0.036,34.97
2020-02-20,321674.0,11065585.6,0.84,18.96,0.27,11.36,0.0,7288156.0,288674.0,211865.0,9930385.6,,,,,,,,,,,,,,,,,3000.0,10.08,0.1,,,3.19,3.19,8752061.0,301070898.4,,305.62,3.19,23.11,0.2003,30.81,0.0356,34.4
2020-02-21,313602.0,10508803.02,0.82,18.5,0.26,10.9,0.0,6829103.43,288602.0,203793.0,9671053.02,,,,,,,,0.02,,72.0,,,,,,,8072.0,9.86,0.28,,,3.21,3.21,8691712.0,291259269.12,,297.66,3.21,23.57,0.2097,31.46,0.0349,33.51
2020-02-24,278603.0,8965444.54,0.73,14.57,0.24,9.43,0.0,5689230.92,253603.0,176794.0,8160944.54,,,,,,,,1.24,,34999.0,,,,,,,26999.0,8.45,0.99,,,2.82,2.82,8729878.0,280927474.04,,291.84,2.81,26.63,0.23,35.52,0.031,32.18
2020-02-25,291094.0,9096687.5,0.76,14.51,0.25,9.47,0.0,5915156.25,266094.0,189285.0,8315437.5,,,12491.0,0.34,,,,,12491.0,,,,0.34,12491.0,,,,8.72,,,,2.98,2.98,8661201.0,270662531.25,,278.41,3.04,25.41,0.2222,33.9,0.0326,31.25
2020-02-26,190173.0,6032287.56,0.5,9.32,0.16,6.0,0.0,2802906.08,165173.0,88364.0,5239287.56,,,,,,,,3.41,,100921.0,,,,,,,100921.0,5.16,3.32,,,1.86,1.86,8732325.0,276989349.0,,273.16,1.85,24.53,0.2455,38.98,0.0214,31.72
2020-02-27,196524.0,6229810.8,0.51,9.21,0.17,6.25,0.0,3002465.5,170240.0,94715.0,5396608.0,,,5067.0,0.22,,,,,6351.0,,,,0.22,5067.0,,,,5.34,,,,1.9,1.9,8782518.0,278405820.6,,277.02,1.89,24.52,0.2335,37.6,0.022,31.7
2020-02-28,230929.0,7290428.53,0.6,10.33,0.2,7.4,0.0,4076318.4,204645.0,129120.0,6460642.65,,,34405.0,1.13,,,,,34405.0,,,,1.13,34405.0,,,,6.46,,,,2.27,2.27,8793180.0,277600692.6,,278.04,2.27,32.0,0.2466,34.72,0.0257,31.57
2020-03-02,246683.0,7523831.5,0.64,10.53,0.21,7.79,0.0,4296657.0,216399.0,140874.0,6600169.5,,,11754.0,0.33,,,,,11754.0,,,,0.33,11754.0,,,,6.72,,,,2.42,2.42,8707780.0,265587290.0,,272.32,2.41,29.98,0.244,35.6,0.0276,30.5
2020-03-03,261325.0,8101075.0,0.68,10.85,0.22,8.04,0.0,4683511.0,226606.0,151081.0,7024786.0,,,5772.0,0.09,,4435.0,,,5772.0,,,,0.09,5772.0,0.14,4435.0,,6.9,,,,2.53,2.53,8716432.0,270209392.0,,265.64,2.53,28.34,0.2322,35.63,0.0292,31.0
2020-03-04,218919.0,6854353.89,0.57,8.38,0.18,6.87,0.0,3402614.25,185484.0,108675.0,5807504.04,,,,,,,,1.2,,41122.0,,,,,,,42406.0,5.78,1.28,,,2.06,2.06,8812871.0,275930991.01,,274.05,2.06,26.23,0.2188,33.98,0.0243,31.31
2020-03-05,205432.0,6321142.64,0.54,7.66,0.17,6.46,0.0,2928934.76,171997.0,95188.0,5292347.69,,,2886.0,0.09,,,,0.51,2886.0,16373.0,,,0.09,2886.0,,,16373.0,5.33,0.5,,,1.91,1.91,8818665.0,271350322.05,,274.42,1.91,20.2,0.2114,36.06,0.0228,30.77
2020-03-06,216247.0,6452810.48,0.56,7.96,0.18,6.67,0.0,3163129.52,182812.0,106003.0,5455110.08,,,2596.0,0.33,,,,,10815.0,,,,0.33,2596.0,,8219.0,,5.56,,,,2.03,2.03,8804676.0,262731531.84,,270.45,2.01,19.2,0.1984,34.28,0.0241,29.84
2020-03-09,222726.0,6278645.94,0.58,8.01,0.19,6.65,0.0,3170867.58,184091.0,112482.0,5189525.29,,,,0.0,,5200.0,,,1279.0,,,,0.0,,0.16,1279.0,,5.39,,,,2.05,2.05,8805507.0,248227242.33,,259.94,2.03,19.3,0.1898,33.23,0.0248,28.19
2020-03-10,319096.0,9138909.44,0.83,11.05,0.27,9.22,0.0,4549521.28,232812.0,158852.0,6667735.68,,,50000.0,1.39,,,,0.09,47649.0,1279.0,,,1.39,50000.0,,,1279.0,6.65,0.1,,,2.58,2.58,8781275.0,251495716.0,,249.46,2.6,22.13,0.1589,23.22,0.0354,28.64
2020-03-11,311773.0,8782645.41,0.81,10.61,0.26,9.08,0.0,4375871.46,224988.0,155338.0,6337911.96,,,,,,501.0,,0.22,,7824.0,,,,,0.02,,4015.0,6.47,0.11,,,2.51,2.51,8737794.0,246143656.98,,250.78,2.51,22.67,0.1634,23.81,0.0348,28.17
2020-03-12,301916.0,7010489.52,0.79,9.98,0.26,8.64,0.0,3378068.82,220832.0,145481.0,5127719.04,,,,,,,,0.16,,4156.0,,,,,,,9857.0,6.13,0.29,,,2.48,2.48,8698133.0,201970648.26,,242.63,2.47,23.55,0.1721,24.65,0.0339,23.22
2020-03-13,317322.0,7869585.6,0.83,10.09,0.27,7.6,0.0,3989997.6,232938.0,160887.0,5776862.4,,,12106.0,0.19,,3300.0,,,12106.0,,,,0.19,12106.0,0.08,,,5.44,,,,2.64,2.64,8596744.0,213199251.2,,199.85,2.65,22.0,0.1614,22.85,0.0359,24.8
2020-03-16,314022.0,6905343.78,0.82,9.51,0.27,7.74,0.0,3465338.13,232938.0,157587.0,5122306.62,,,,,,,,,,,,,,,,,3300.0,5.65,0.08,,,2.66,2.66,8540086.0,187796491.14,,208.36,2.64,21.96,0.1663,23.79,0.0358,21.99
2020-03-17,289748.0,6951054.52,0.75,8.82,0.24,6.68,0.0,3289700.72,206664.0,137128.0,4957869.36,,,2000.0,0.0,,,,0.77,2000.0,28274.0,,,0.0,2000.0,,,22459.0,4.63,0.6,,,2.36,2.36,8553488.0,205198177.12,,190.27,2.38,21.26,0.1601,23.07,0.0331,23.99
2020-03-18,298752.0,6435118.08,0.78,8.71,0.25,7.29,0.0,3147683.28,213847.0,146132.0,4606264.38,,,10125.0,0.29,,1821.0,,0.09,10125.0,2942.0,,,0.29,10125.0,0.05,,2942.0,5.12,0.04,,,2.45,2.45,8500864.0,183108610.56,,199.74,2.5,18.94,0.1566,22.89,0.0343,21.54
2020-03-19,312947.0,7823675.0,0.82,9.05,0.26,7.11,0.0,4008175.0,227136.0,160327.0,5678400.0,,,18646.0,0.21,,,,0.12,14195.0,5357.0,,,0.21,18646.0,,,,5.04,,,,2.64,2.64,8382932.0,209573300.0,,186.09,2.64,21.24,0.1605,23.52,0.0363,25.0
2020-03-20,329820.0,7750770.0,0.86,9.42,0.28,8.1,0.0,4164200.0,227136.0,177200.0,5337696.0,,,41175.0,0.25,,10000.0,,,6873.0,,,,0.25,41175.0,0.24,2998.0,,5.37,,,,2.64,2.64,8380431.0,196940128.5,,202.99,2.58,21.41,0.1567,23.7,0.0383,23.5
2020-03-23,379709.0,8923161.5,0.99,10.6,0.32,9.17,0.0,5336591.5,272514.0,227089.0,6404079.0,,,1205.0,1.04,,4300.0,,,45589.0,,,,1.04,1205.0,0.1,,,6.38,,,,3.19,3.19,8270850.0,194364975.0,,194.44,3.18,17.66,0.1358,22.21,0.0444,23.5
2020-03-24,379709.0,8737104.09,0.99,10.4,0.32,9.16,0.0,5225317.89,272514.0,227089.0,6270547.14,,,,,,,,,,,,,,,,,,6.37,,,,3.2,3.2,8249887.0,189829899.87,,193.04,3.2,17.71,0.136,22.17,0.0446,23.01
2020-03-25,376439.0,8733384.8,0.98,10.36,0.32,8.9,0.0,5192600.8,266183.0,223819.0,6175445.6,,,,0.06,,,,0.18,3967.0,6331.0,,,0.06,,,,7237.0,6.09,0.19,,,3.14,3.14,8204205.0,190337556.0,,188.75,3.12,17.74,0.1387,23.53,0.0444,23.2
2020-03-26,285963.0,6717270.87,0.75,7.65,0.24,6.83,0.0,4757382.72,178439.0,202528.0,4191532.11,,,,,,,,2.07,,90476.0,,,,,,2732.0,21291.0,4.08,0.5,,,2.11,2.11,8279734.0,194490951.66,,190.52,2.09,16.67,0.1426,23.32,0.0338,23.49
2020-03-27,242723.0,5582629.0,0.63,6.43,0.21,5.84,0.0,3663624.0,142467.0,159288.0,3276741.0,,,,,,,,0.81,,35972.0,,,,,,,43240.0,3.31,1.04,,,1.69,1.69,8301709.0,190939307.0,,193.59,1.68,19.88,0.1724,27.14,0.0287,23.0
2020-03-30,185465.0,4293514.75,0.48,4.86,0.16,4.48,0.0,3519494.5,92293.0,152030.0,2136582.95,,,,,,,,1.18,,50174.0,,,,,,,7258.0,2.13,0.17,,,1.09,1.09,8344158.0,193167257.7,,192.18,1.09,22.04,0.199,31.76,0.022,23.15
2020-03-31,130920.0,2945700.0,0.34,3.49,0.11,3.16,0.0,2193412.5,89364.0,97485.0,2010690.0,,,69.0,,,,,0.07,,2998.0,,,,69.0,,,54545.0,2.06,1.33,,,1.06,1.06,8338476.0,187615710.0,,192.53,1.06,21.26,0.2008,31.49,0.0155,22.5
2020-04-01,137620.0,2931306.0,0.36,3.49,0.12,3.21,0.0,2219140.5,89364.0,104185.0,1903453.2,,,,,,11000.0,,,,,,,,,0.23,,4300.0,2.0,0.1,,,1.07,1.07,8269390.0,176138007.0,,185.56,1.07,20.35,0.1882,30.13,0.0165,21.3
2020-04-02,147620.0,3070496.0,0.38,3.68,0.12,3.28,0.0,2375048.0,99364.0,114185.0,2066771.2,,,10000.0,,,10000.0,,,,,,,,10000.0,0.21,,,2.12,,,,1.19,1.19,8232169.0,171229115.2,,175.84,1.19,18.96,0.1678,28.08,0.0177,20.8
2020-04-03,147620.0,2922876.0,0.38,3.62,0.12,3.2,0.0,2260863.0,99364.0,114185.0,1967407.2,,,,,,,,,,,,,,,,,,2.08,,,,1.2,1.2,8212076.0,162599104.8,,173.64,1.18,18.96,0.1675,28.08,0.0178,19.8
2020-04-06,147620.0,3055734.0,0.38,3.64,0.12,3.1,0.0,2363629.5,99364.0,114185.0,2056834.8,,,,,,,,,,,,,,,,,,1.98,,,,1.21,1.21,8079354.0,167242627.8,,160.73,1.21,18.53,0.163,27.45,0.018,20.7
2020-04-07,136282.0,3161742.4,0.36,3.38,0.12,2.99,0.0,2329999.2,88026.0,100431.0,2042203.2,,,,,,,,0.19,,11338.0,,,,,,,13754.0,1.83,0.29,,,1.11,1.11,7875344.0,182707980.8,,163.52,1.11,20.08,0.1844,29.43,0.0171,23.2
2020-04-08,133796.0,3177655.0,0.35,3.22,0.11,3.25,0.0,2383573.75,85540.0,100361.0,2031575.0,,,,,,,,0.0,,2486.0,,,,,,,70.0,1.99,0.0,,,1.1,1.1,7721831.0,183393486.25,,179.62,1.1,20.74,0.1961,30.71,0.0171,23.75
2020-04-09,129852.0,3246300.0,0.34,3.18,0.11,3.22,0.0,2410425.0,81596.0,96417.0,2039900.0,,,,,,,,0.09,,3944.0,,,,,,,3944.0,1.93,0.09,,,1.04,1.04,7791029.0,194775725.0,,184.0,1.04,21.41,0.2066,31.52,0.0165,25.0
2020-04-10,129852.0,3246300.0,0.34,3.24,0.11,3.3,0.0,2410425.0,81596.0,96417.0,2039900.0,,,,,,,,,,,,,,,,,,2.03,,,,1.04,1.04,7791029.0,194775725.0,,192.14,1.05,21.96,0.2061,30.68,0.0165,
2020-04-13,129852.0,3246300.0,0.34,3.24,0.11,3.38,0.0,2410425.0,81596.0,96417.0,2039900.0,,,,,,,,,,,,,,,,,,2.04,,,,1.04,1.04,7783884.0,194597100.0,,194.47,1.04,21.48,0.2087,31.81,0.0165,
2020-04-14,118852.0,2953472.2,0.31,2.96,0.1,3.09,0.0,2122612.45,81596.0,85417.0,2027660.6,,,,,,,,,,,,,,,,,11000.0,2.02,0.28,,,1.04,1.04,7755718.0,192729592.3,,192.62,1.04,23.49,0.2392,34.53,0.0152,24.85
2020-04-15,126514.0,3162850.0,0.33,3.24,0.11,3.29,0.0,2326975.0,85258.0,93079.0,2131450.0,,,3662.0,,,7662.0,,,,,,,,3662.0,0.19,,,2.13,,,,1.09,1.09,7753311.0,193832775.0,,193.31,1.09,22.04,0.2141,32.64,0.0161,25.0
2020-04-16,126514.0,3131221.5,0.33,3.37,0.11,3.3,0.0,2303705.25,85258.0,93079.0,2110135.5,,,,,,,,,,,,,,,,,,2.14,,,,1.09,1.09,7752459.0,191873360.25,,193.96,1.09,22.09,0.2148,32.71,0.0161,24.75
2020-04-17,126514.0,3055313.1,0.33,3.54,0.11,3.25,0.0,2247857.85,85258.0,93079.0,2058980.7,,,,,,,,,,,,,,,,,,2.1,,,,1.09,1.09,7734244.0,186781992.6,,190.58,1.09,22.09,0.2146,32.63,0.0162,24.15
2020-04-20,126514.0,3048987.4,0.33,3.6,0.11,3.19,0.0,2243203.9,85258.0,93079.0,2054717.8,,,,,,,,,,,,,,,,,,2.06,,,,1.09,1.09,7708305.0,185770150.5,,186.39,1.09,22.0,0.2137,32.58,0.0162,24.1
2020-04-21,126514.0,2992056.1,0.33,3.65,0.11,3.18,0.0,2201318.35,85258.0,93079.0,2016351.7,,,,,,,,,,,,,,,,,,2.05,,,,1.1,1.1,7695734.0,182004109.1,,185.64,1.09,22.04,0.2143,32.64,0.0163,23.65
2020-04-22,126514.0,2960427.6,0.33,3.72,0.11,3.13,0.0,2178048.6,85258.0,93079.0,1995037.2,,,,,,,,,,,,,,,,,,2.02,,,,1.1,1.1,7676488.0,179629819.2,,182.02,1.1,22.01,0.2138,32.59,0.0163,23.4
2020-04-23,87073.0,2089752.0,0.23,2.62,0.07,2.1,0.0,1243152.0,49798.0,51798.0,1195152.0,,,,,,,,0.84,,35460.0,,,,,,,41281.0,1.17,1.07,,,0.64,0.64,7704138.0,184899312.0,,181.34,0.64,32.39,0.2357,32.54,0.0112,24.0
2020-04-24,87593.0,2045296.55,0.23,2.68,0.07,2.14,0.0,1166519.3,52158.0,49958.0,1217889.3,,,2360.0,,,,,,,,,,,2360.0,,,1840.0,1.25,0.05,,,0.68,0.68,7674313.0,179195208.55,,184.15,0.67,32.59,0.2364,32.6,0.0113,23.35
2020-04-27,91793.0,2111239.0,0.24,2.84,0.08,2.19,0.0,1245634.0,52158.0,54158.0,1199634.0,,,,,,4200.0,,,,,,,,,0.11,,,1.21,,,,0.68,0.68,7649268.0,175933164.0,,178.16,0.68,30.86,0.2195,30.9,0.0119,23.0
2020-04-28,101793.0,2341239.0,0.27,3.15,0.09,2.4,0.0,1475634.0,52158.0,64158.0,1199634.0,,,,,,10000.0,,,,,,,,,0.23,,,1.2,,,,0.68,0.68,7639497.0,175708431.0,,176.21,0.68,27.82,0.1881,27.88,0.0132,23.0
2020-04-29,102075.0,2373243.75,0.27,3.22,0.09,2.4,0.0,1553076.75,49799.0,66799.0,1157826.75,,,,,,5000.0,,0.06,,2359.0,,,,,0.12,,2359.0,1.14,0.06,,,0.65,0.65,7584516.0,176339997.0,,174.37,0.65,27.7,0.1839,27.81,0.0134,23.25
2020-04-30,98413.0,2263499.0,0.26,3.05,0.08,2.32,0.0,1452151.0,46137.0,63137.0,1061151.0,,,,,,,,0.09,,3662.0,,,,,,,3662.0,1.06,0.08,,,0.6,0.6,7582331.0,174393613.0,,175.51,0.6,28.75,0.1972,29.02,0.0129,23.0
2020-05-01,98413.0,2263499.0,0.26,3.07,0.08,2.31,0.0,1452151.0,46137.0,63137.0,1061151.0,,,,,,,,,,,,,,,,,,1.06,,,,0.6,0.6,7582331.0,174393613.0,,174.01,0.6,28.81,0.1969,28.89,0.0129,
2020-05-04,98413.0,2243816.4,0.26,3.07,0.08,2.31,0.0,1439523.6,46137.0,63137.0,1051923.6,,,,,,,,,,,,,,,,,,1.07,,,,0.6,0.6,7589621.0,173043358.8,,175.41,0.61,28.82,0.1976,29.09,0.0129,22.8
2020-05-05,88413.0,2020237.05,0.23,2.84,0.07,2.07,0.0,1214180.45,47137.0,53137.0,1077080.45,,,,,,,,,,,,,,,,1000.0,10000.0,1.08,0.23,,,0.62,0.62,7592305.0,173484169.25,,174.02,0.62,31.92,0.2304,32.14,0.0116,22.85
2020-05-06,88413.0,2020237.05,0.23,2.87,0.07,2.07,0.0,1214180.45,47137.0,53137.0,1077080.45,,,,,,,,,,,,,,,,,,1.08,,,,0.62,0.62,7586473.0,173350908.05,,173.82,0.62,31.96,0.2305,32.11,0.0116,22.85
2020-05-07,83413.0,1910157.7,0.22,2.77,0.07,1.95,0.0,1102337.3,47137.0,48137.0,1079437.3,,,,,,,,,,,,,,,,,5000.0,1.07,0.11,,,0.62,0.62,7583217.0,173655669.3,,173.05,0.62,33.83,0.2546,33.94,0.0109,22.9
2020-05-08,83413.0,1943522.9,0.22,2.82,0.07,1.96,0.0,1121592.1,47137.0,48137.0,1098292.1,,,,,,,,,,,,,,,,,,1.08,,,,0.62,0.62,7580157.0,176617658.1,,173.21,0.62,33.73,0.2541,33.92,0.0109,23.3
2020-05-11,83413.0,1918499.0,0.22,2.84,0.07,1.99,0.0,1107151.0,47137.0,48137.0,1084151.0,,,,,,,,,,,,,,,,,,1.1,,,,0.62,0.62,7576936.0,174269528.0,,177.04,0.62,33.92,0.2558,34.11,0.0109,23.0
2020-05-12,83413.0,1918499.0,0.22,2.95,0.07,1.96,0.0,1107151.0,47137.0,48137.0,1084151.0,,,,,,,,,,,,,,,,,,1.08,,,,0.62,0.62,7569791.0,174105193.0,,173.85,0.62,33.88,0.2549,33.95,0.011,23.0
2020-05-13,83413.0,1918499.0,0.22,3.0,0.07,1.97,0.0,1107151.0,47137.0,48137.0,1084151.0,,,,,,,,,,,,,,,,,,1.09,,,,0.62,0.62,7550333.0,173657659.0,,174.33,0.62,33.84,0.2549,34.01,0.011,23.0
2020-05-14,83413.0,1889304.45,0.22,2.99,0.07,1.97,0.0,1090303.05,47137.0,48137.0,1067653.05,,,,,,,,,,,,,,,,,,1.09,,,,0.62,0.62,7530872.0,170574250.8,,173.52,0.62,33.93,0.2554,34.04,0.011,22.65
2020-05-15,83413.0,1880963.15,0.22,2.9,0.07,1.94,0.0,1085489.35,47137.0,48137.0,1062939.35,,,,,,,,,,,,,,,,,,1.07,,,,0.62,0.62,7525358.0,169696822.9,,170.54,0.62,33.89,0.2546,33.9,0.011,22.55
2020-05-18,83413.0,1960205.5,0.22,3.08,0.07,1.93,0.0,1131219.5,47137.0,48137.0,1107719.5,,,,,,,,,,,,,,,,,,1.06,,,,0.63,0.63,7493362.0,176094007.0,,168.8,0.62,33.54,0.253,33.83,0.0111,23.5
2020-05-19,83413.0,1976888.1,0.22,3.13,0.07,2.0,0.0,1140846.9,47137.0,48137.0,1117146.9,,,,,,,,,,,,,,,,,,1.1,,,,0.63,0.63,7480989.0,177299439.3,,175.23,0.63,33.83,0.2553,34.04,0.0111,23.7
2020-05-20,79731.0,1833813.0,0.21,3.03,0.07,1.92,0.0,1064808.0,45296.0,46296.0,1041808.0,,,,,,,,0.04,,1841.0,,,,,,,1841.0,1.07,0.05,,,0.6,0.6,7443320.0,171196360.0,,175.88,0.6,35.7,0.2797,35.8,0.0106,23.0
2020-05-21,79731.0,1913544.0,0.21,3.12,0.07,1.89,0.0,1111104.0,45296.0,46296.0,1087104.0,,,,,,,,,,,,,,,,,,1.05,,,,0.61,0.61,7427576.0,178261824.0,,171.75,0.61,35.26,0.2757,35.4,0.0107,24.0
2020-05-22,79731.0,1905570.9,0.21,3.01,0.07,1.96,0.0,1106474.4,45296.0,46296.0,1082574.4,,,,,,,,,,,,,,,,,,1.09,,,,0.61,0.61,7411461.0,177133917.9,,178.35,0.61,35.59,0.2789,35.72,0.0107,23.9
2020-05-25,79731.0,1925503.65,0.21,3.08,0.07,1.95,0.0,1118048.4,45296.0,46296.0,1093898.4,,,,,,,,,,,,,,,,,,1.08,,,,0.62,0.62,7206754.0,174043109.1,,172.33,0.62,35.56,0.2781,35.58,0.011,24.15
2020-05-26,79731.0,1961382.6,0.21,2.83,0.07,1.96,0.0,1138881.6,45296.0,46296.0,1114281.6,,,,,,,,,,,,,,,,,,1.09,,,,0.62,0.62,7206065.0,177269199.0,,173.28,0.62,35.41,0.278,35.69,0.011,24.6
2020-05-27,79731.0,1969355.7,0.21,2.64,0.07,2.0,0.0,1143511.2,45296.0,46296.0,1118811.2,,,,,,,,,,,,,,,,,,1.11,,,,0.64,0.64,7052454.0,174195613.8,,173.38,0.64,35.66,0.2793,35.7,0.0112,24.7
2020-05-28,79731.0,1985301.9,0.21,2.46,0.07,2.0,0.0,1152770.4,45296.0,46296.0,1127870.4,,,,,,,,,,,,,,,,,,1.11,,,,0.64,0.64,7050682.0,175561981.8,,173.2,0.64,35.48,0.279,35.81,0.0112,24.9
2020-05-29,79731.0,1977328.8,0.21,2.37,0.07,2.02,0.0,1148140.8,45296.0,46296.0,1123340.8,,,,,,,,,,,,,,,,,,1.12,,,,0.65,0.65,6941204.0,172141859.2,,172.3,0.65,35.66,0.2798,35.81,0.0114,24.8
2020-06-01,79731.0,2096925.3,0.21,1.46,0.07,2.03,0.0,1217584.8,45296.0,46296.0,1191284.8,,,,,,,,,,,,,,,,,,1.13,,,,0.65,0.65,6950469.0,182797334.7,,172.66,0.65,35.43,0.2773,35.46,0.0114,26.3
2020-06-02,85035.0,2210910.0,0.22,1.51,0.07,2.26,0.0,1341600.0,50600.0,51600.0,1315600.0,,,5304.0,,,5304.0,,,,,,,,5304.0,0.14,,,1.33,,,,0.7,0.7,7205034.0,187330884.0,,188.44,0.7,33.61,0.2516,33.72,0.0117,26.0
2020-06-03,78685.0,2120560.75,0.21,1.36,0.07,2.06,0.0,1271096.75,48685.0,47165.0,1312060.75,,,,,,,,0.12,,4435.0,,,,,,2520.0,4435.0,1.26,0.14,,,0.69,0.69,7036260.0,189627207.0,,182.86,0.68,36.41,0.2908,36.58,0.0111,26.95
2020-06-04,76519.0,2157835.8,0.2,1.28,0.06,2.08,0.0,1340035.8,46519.0,47519.0,1311835.8,,,,,,354.0,,0.06,,2166.0,,,,,0.01,,,1.25,,,,0.65,0.65,7111987.0,200558033.4,,190.86,0.65,37.25,0.3056,37.65,0.0107,28.2
2020-06-05,71215.0,2036749.0,0.19,1.17,0.06,2.02,0.0,1207349.0,41215.0,42215.0,1178749.0,,,,,,,,0.14,,5304.0,,,,,,,5304.0,1.17,0.15,,,0.58,0.58,7023416.0,200869697.6,,198.93,0.58,40.41,0.3502,40.61,0.0101,28.6
2020-06-08,71215.0,1933487.25,0.19,1.15,0.06,2.03,0.0,1146137.25,41215.0,42215.0,1118987.25,,,,,,,,,,,,,,,,,,1.17,,,,0.58,0.58,7022808.0,190669237.2,,200.32,0.58,40.84,0.3538,40.9,0.0101,27.15
2020-06-09,71215.0,1940608.75,0.19,1.15,0.06,1.94,0.0,1150358.75,40354.0,42215.0,1099646.5,,,,,,,,0.05,,861.0,,,,,,,,1.09,,,,0.57,0.57,7026297.0,191466593.25,,190.32,0.57,40.45,0.3502,40.61,0.0101,27.25
