,IPN FP Equity_DX_SI_QTY,IPN FP Equity_DX_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPN FP Equity_DX_SI_MV,IPN FP Equity_DX_DSS,IPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY,IPN FP Equity_DX_BROKER_SI_QTY,IPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPN FP Equity_DX_BROKER_SI_MV_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPN FP Equity_DX_BROKER_SI_MV_INC_x,IPN FP Equity_DX_SUPPLY_SI_MV_NEW,IPN FP Equity_DX_BROKER_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_NEW,IPN FP Equity_DX_SUPPLY_SI_MV_DEC,IPN FP Equity_DX_BROKER_SI_QTY_INC,IPN FP Equity_DX_SUPPLY_SI_QTY_DEC,IPN FP Equity_DX_BROKER_SI_MV_NEW_y,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPN FP Equity_DX_BROKER_SI_MV_INC_y,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPN FP Equity_DX_BROKER_SI_MV_ADD,IPN FP Equity_DX_SUPPLY_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_DEC,IPN FP Equity_DX_SUPPLY_SI_MV,IPN FP Equity_DX_BROKER_SI_MV_DEC,IPN FP Equity_DX_SUPPLY_SI_MV_RMV,IPN FP Equity_DX_BROKER_SI_MV_RMV,IPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPN FP Equity_DX_UTILIZATION_QUANTITY,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPN FP Equity_DX_ACTIVE_UTILIZATION_MV,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPN FP Equity_DX_BROKER_SI_CON_RATIO,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPN FP Equity_DX_DEMAND_SUPPLY_RATIO,IPN FP Equity_PX_LAST
2006-07-12,1267068.0,31672829.98,1.51,21.1,1.51,40.25,1.0,16933006.0,615063.0,677403.0,15374696.41,,,,,,,,0.0,,11410.0,,,,,,,70.0,19.54,0.0,,,38.92,38.92,965134.0,24125402.18,,30.47,39.08,48.41,0.4772,49.24,0.8018,31.69
2006-07-13,664876.0,16231775.12,0.79,10.67,0.79,21.4,0.0,1767957.77,617980.0,72418.0,15086891.98,,,2917.0,0.0,,,,,14.0,,,,0.0,2917.0,,,605000.0,19.89,19.21,,,39.71,39.71,938205.0,22904620.68,,29.83,40.0,4.03,0.8891,94.19,0.4272,30.95
2006-07-14,656742.0,16162706.72,0.78,10.69,0.78,20.99,0.0,1781426.38,609521.0,72385.0,15000577.34,,,146.0,,,,,0.41,,8605.0,,,,146.0,,,33.0,19.48,0.0,,,39.05,39.05,951529.0,23417543.21,,30.0,39.37,4.02,0.8885,94.16,0.4207,31.2
2006-07-17,664195.0,16010823.1,0.79,10.72,0.79,21.29,0.0,1745125.36,617272.0,72395.0,14879715.75,,,7751.0,0.0,,,,,10.0,,,,0.0,7751.0,,,,19.78,,,,39.8,39.8,933794.0,22509670.43,,29.48,40.16,4.02,0.8894,94.21,0.4282,30.56
2006-07-18,641539.0,15930246.42,0.76,10.24,0.76,20.42,0.0,1563080.58,603496.0,62948.0,14985589.33,,,137.0,0.05,,,,0.58,1500.0,13913.0,,,0.05,137.0,,,10947.0,19.21,0.34,,,38.37,38.37,969397.0,24071386.3,,30.44,38.69,4.07,0.9184,95.74,0.4079,31.48
2006-07-19,650884.0,16429270.56,0.77,10.3,0.77,20.91,0.0,1638373.49,611206.0,64908.0,15427739.41,,,7709.0,,,1960.0,,,,,,,,7709.0,0.06,,,19.63,,,,37.91,37.91,1001205.0,25271888.43,,31.94,38.07,4.07,0.9127,95.45,0.4037,32.0
2006-07-20,658893.0,16298800.92,0.78,7.23,0.78,21.34,0.0,1606001.81,619507.0,64924.0,15324523.5,,,7549.0,0.0,,,,,16.0,,,,0.0,7549.0,,752.0,,20.07,,,,39.66,39.66,942368.0,23311020.79,,30.21,39.91,4.07,0.9107,95.34,0.4219,31.36
2006-07-21,651163.0,15670997.11,0.77,7.04,0.77,20.89,0.0,1561966.4,611468.0,64903.0,14715690.63,,,,,,,,0.45,,8038.0,,,,,,,21.0,19.62,0.0,,,39.22,39.22,947736.0,22808372.27,,29.83,39.68,4.06,0.9107,95.34,0.4176,30.51
2006-07-24,646517.0,15401094.99,0.77,7.05,0.77,20.56,0.0,1580970.76,605101.0,66367.0,14414497.96,,,,,,1500.0,,0.37,,6368.0,,,,,0.05,,36.0,19.24,0.0,,,38.92,38.92,949781.0,22625340.71,,29.48,39.49,4.05,0.9068,95.14,0.4158,30.2
2006-07-25,643169.0,15346706.59,0.77,7.0,0.77,20.36,0.0,1583325.79,600760.0,66356.0,14334782.08,,,,,,,,0.23,,4341.0,,,,,,,11.0,19.02,0.0,,,38.87,38.87,944937.0,22547216.81,,29.22,39.43,4.05,0.9069,95.14,0.4161,30.25
2006-07-26,637414.0,15133967.64,0.76,6.92,0.76,20.09,0.0,1575735.75,594785.0,66367.0,14121837.52,,,,0.0,,,,0.27,11.0,5975.0,,,0.0,,,,,18.75,,,,37.32,37.32,998830.0,23714981.0,,30.59,38.0,4.05,0.9087,95.24,0.4,30.1
2006-07-27,613566.0,14519352.46,0.73,6.65,0.73,19.38,0.0,957298.62,573112.0,40454.0,13562053.84,,,1624.0,,,,,0.73,,23297.0,,,,1624.0,,,25913.0,18.1,0.81,,,36.05,36.05,1016572.0,24056038.25,,31.13,36.77,0.31,0.9854,99.27,0.386,30.0
2006-07-28,608768.0,14309774.4,0.72,6.5,0.72,19.23,0.0,950775.59,568321.0,40448.0,13359022.32,,,,,,,,0.15,,4791.0,,,,,,,6.0,17.95,0.0,,,35.89,35.89,1015187.0,23863108.68,,31.04,36.64,0.31,0.9854,99.26,0.3844,29.8
2006-07-31,597645.0,14142599.82,0.71,6.3,0.71,18.96,0.0,773288.28,564967.0,32678.0,13369311.53,,,946.0,,,,,0.05,,4300.0,,,,946.0,,,7769.0,17.93,0.24,,,35.43,35.43,1029781.0,24368614.45,,31.43,36.32,0.31,0.9899,99.49,0.3748,30.0
2006-08-01,625183.0,14449056.45,0.74,6.52,0.74,19.48,0.0,1103006.99,577458.0,47725.0,13346049.46,,,12491.0,0.0,,15000.0,,,47.0,,,,0.0,12491.0,0.45,,,18.0,,,,37.15,37.15,977032.0,22580893.16,,29.49,37.89,2.31,0.9452,97.19,0.4022,29.3
2006-08-02,645861.0,14682423.43,0.77,6.2,0.77,19.76,0.0,1539371.94,578146.0,67715.0,13143051.48,,,688.0,0.59,,,,,20000.0,,,,0.59,688.0,,,10.0,17.69,0.0,,,36.88,36.88,989360.0,22491220.93,,29.22,37.71,2.28,0.9461,97.24,0.412,28.82
2006-08-03,623575.0,14067581.37,0.74,5.96,0.74,18.46,0.0,833508.29,586627.0,36947.0,13234050.53,,,8481.0,0.0,,,,,32.0,,,,0.0,8481.0,,,30800.0,17.36,0.98,,,37.04,37.04,996974.0,22491300.76,,28.97,37.48,2.44,0.9426,97.05,0.3938,28.6
2006-08-04,616120.0,13899399.81,0.73,6.0,0.73,18.24,0.0,833169.89,579188.0,36932.0,13066229.91,,,,,,,,0.22,,7440.0,,,,,,,15.0,17.14,0.0,,,34.9,34.9,1080352.0,24372272.25,,31.23,35.44,2.47,0.942,97.02,0.3713,28.6
2006-08-07,620804.0,14029553.2,0.74,6.02,0.74,18.38,0.0,834626.48,583872.0,36932.0,13194926.72,,,4684.0,,,,,,,,,,,4684.0,,,0.0,17.28,0.0,,,35.4,35.4,1065690.0,24083534.5,,30.92,35.85,2.45,0.9424,97.05,0.3763,28.65
2006-08-08,640043.0,14489578.64,0.76,6.25,0.76,18.76,0.0,1153519.36,589088.0,50954.0,13336036.64,,,5216.0,0.31,,3000.0,,,11022.0,,,,0.31,5216.0,0.09,,,17.27,,,,35.57,35.57,1067045.0,24156240.19,,30.89,35.86,2.4,0.9347,96.65,0.3865,28.7
2006-08-09,643758.0,14522901.09,0.77,6.3,0.77,18.73,0.0,1121661.62,594038.0,49720.0,13401239.47,,,4949.0,0.0,,,,,18.0,,,,0.0,4949.0,,,1252.0,17.29,0.05,,,35.98,35.98,1057001.0,23845483.83,,30.42,36.24,2.15,0.9393,96.89,0.3899,28.6
2006-08-10,645364.0,14167155.13,0.77,6.34,0.77,18.78,0.0,1091331.33,595650.0,49714.0,13075823.8,,,1612.0,,,,,,,,,,,1612.0,,,6.0,17.33,0.0,,,36.77,36.77,1024084.0,22480889.69,,29.3,37.17,2.15,0.9394,96.9,0.3984,27.83
2006-08-11,652617.0,13744671.08,0.78,6.36,0.78,18.32,0.0,1047377.31,602887.0,49731.0,12697314.83,,,7237.0,0.0,,,,,17.0,,,,0.0,7237.0,,,,16.88,,,,37.17,37.17,1019197.0,21465158.78,,27.38,38.13,2.2,0.9385,96.85,0.4023,26.7
2006-08-14,660196.0,14076142.08,0.79,6.49,0.79,17.75,0.0,1060386.39,610462.0,49734.0,13015755.69,,,189.0,0.0,,,,,3.0,,,,0.0,189.0,,7386.0,,16.31,,,,37.83,37.83,1003380.0,21393221.77,,27.49,37.24,2.28,0.9157,95.66,0.4091,27.03
2006-08-15,230161.0,4909114.15,0.27,2.27,0.27,6.29,0.0,1060608.05,180436.0,49726.0,3848527.42,,,,,,,,11.48,,430026.0,,,,,,,8.0,4.85,0.0,,,11.18,11.18,1433362.0,30572241.48,,38.96,11.08,6.45,0.7738,87.66,0.1426,27.04
2006-08-16,230179.0,4938548.35,0.27,2.3,0.27,6.27,0.0,1067055.48,180445.0,49734.0,3871492.87,,,9.0,0.0,,,,,8.0,,,,0.0,9.0,,,,4.86,,,,11.56,11.56,1381069.0,29631182.85,,37.52,11.47,5.98,0.7809,88.09,0.1474,27.2
2006-08-17,230176.0,5014739.99,1.01,2.29,0.27,6.33,0.0,1083379.57,180449.0,49727.0,3931360.42,,,4.0,,,,,,,,,,,4.0,,,6.0,4.92,0.0,,,11.57,11.57,1379058.0,30044910.43,,37.96,11.47,5.92,0.7814,88.12,0.1476,27.62
2006-08-18,230191.0,5020514.0,1.01,2.74,0.27,6.4,0.0,1084752.59,180455.0,49736.0,3935761.41,,,6.0,0.0,,,,,9.0,,,,0.0,6.0,,,,4.99,,,,11.59,11.59,1376307.0,30017544.41,,38.0,11.6,5.86,0.783,88.22,0.1479,27.65
2006-08-21,230248.0,5048999.99,1.01,2.74,0.27,6.38,0.0,1090812.76,180504.0,49744.0,3958187.23,,,49.0,0.0,,,,,8.0,,,,0.0,49.0,,,,4.97,,,,7.16,7.16,2341312.0,51341528.54,,64.98,7.1,5.88,0.782,88.16,0.0913,27.8
2006-08-22,236429.0,5177080.46,1.04,2.77,0.28,6.64,0.0,1088892.89,186701.0,49728.0,4088187.57,,,6197.0,,,,,,,,,,,6197.0,,,15.0,5.23,0.0,,,99.75,7.47,463.0,10138.3,,0.0,101.04,5.73,0.7463,86.0,0.0946,27.76
2006-08-23,236469.0,5222722.53,1.04,2.75,0.28,6.61,0.0,1099300.83,186695.0,49773.0,4123399.61,,,,0.0,,,,0.0,45.0,6.0,,,0.0,,,,,5.19,,,,99.75,7.52,474.0,10468.9,,0.0,101.04,5.82,0.7424,85.75,0.0952,28.0
2006-08-24,236473.0,5194831.53,1.04,2.77,0.28,6.66,0.0,1093477.62,186698.0,49776.0,4101375.88,,,2.0,0.0,,,,,3.0,,,,0.0,2.0,,,,5.24,,,,99.75,7.53,475.0,10434.79,,0.0,101.04,5.78,0.744,85.86,0.0954,27.85
2006-08-25,236436.0,5128743.8,1.04,2.75,0.28,6.62,0.0,1078889.55,186699.0,49737.0,4049854.24,,,1.0,0.0,,,,,1.0,,,,0.0,1.0,,,40.0,5.2,0.0,,,99.72,7.53,529.0,11475.01,,0.0,101.04,5.81,0.7443,85.87,0.0954,27.5
2006-08-28,222845.0,4851507.24,0.98,2.57,0.27,6.17,0.0,1082725.7,173113.0,49733.0,3768803.31,,,,,,,,0.37,,13586.0,,,,,,,4.0,4.76,0.0,,,6.98,6.98,2305641.0,50195579.89,,63.62,6.95,6.23,0.8319,90.98,0.0899,27.6
2006-08-29,236428.0,5184518.3,1.04,2.74,0.28,6.56,0.0,1090681.18,186690.0,49738.0,4093837.11,,,3.0,0.0,,,,,5.0,,,,0.0,3.0,,13575.0,,5.14,,,,99.74,7.54,485.0,10635.34,,0.0,101.04,5.83,0.7425,85.76,0.0954,27.8
2006-08-30,236433.0,5165978.2,1.04,2.71,0.28,6.61,0.0,1086736.02,186696.0,49737.0,4079242.18,,,6.0,,,,,,,,,,,6.0,,,1.0,5.19,0.0,,,99.74,7.55,478.0,10444.13,,0.0,101.04,5.79,0.7438,85.84,0.0956,27.7
2006-08-31,234442.0,5229733.16,1.03,3.92,0.28,6.55,0.0,1065121.86,186694.0,47748.0,4164611.3,,,,,,,,0.0,,2.0,,,,,,,1989.0,5.19,0.06,,,99.75,7.56,472.0,10528.98,,0.0,101.04,5.9,0.7543,86.44,0.0949,28.28
2006-09-01,222870.0,4983900.73,0.98,3.65,0.27,6.31,0.0,1112438.31,173125.0,49746.0,3871484.79,,,6.0,,,1998.0,,0.38,,13575.0,,,,6.0,0.06,,,4.89,,,,7.01,7.01,2297768.0,51383531.3,,65.08,6.99,6.09,0.834,91.11,0.0902,28.35
2006-09-04,236441.0,5334006.35,1.04,3.77,0.28,6.72,0.0,1122203.05,186697.0,49744.0,4211803.29,,,,,,,,0.0,,3.0,,,,,,13575.0,1.0,5.28,0.0,,,99.74,7.55,486.0,10963.95,,0.0,101.04,5.85,0.7413,85.68,0.0957,28.6
2006-09-05,61662.0,1385231.31,0.27,0.99,0.07,1.77,0.0,1004630.8,16942.0,44720.0,380600.51,,,246.0,,,,,4.81,,170000.0,,,,246.0,,,5024.0,0.48,0.14,,,98.65,0.68,232.0,5211.86,,0.0,114.72,22.78,0.303,44.28,0.0249,28.48
2006-09-06,58877.0,1318022.34,0.26,0.96,0.07,1.69,0.0,939004.45,16930.0,41946.0,378995.5,,,,0.0,,,,0.0,10.0,12.0,,,0.0,,,,2784.0,0.48,0.08,,,98.46,0.69,265.0,5932.3,,0.0,114.69,23.6,0.3125,46.48,0.024,28.38
2006-09-07,58904.0,1275415.95,0.26,0.98,0.07,1.68,0.0,908428.56,16949.0,41955.0,366987.39,,,19.0,0.0,,,,,9.0,,,,0.0,19.0,,,,0.47,,,,98.68,0.69,227.0,4915.11,,0.0,115.13,23.04,0.3138,46.83,0.024,27.45
2006-09-08,38861.0,832239.86,0.17,0.65,0.05,1.08,0.0,469755.83,16926.0,21935.0,362484.03,,,,,,,,0.0,,23.0,,,,,,,20020.0,0.46,0.59,,,98.68,0.69,227.0,4861.39,,0.0,114.78,30.39,0.2608,36.03,0.0159,27.15
2006-09-11,33217.0,708748.88,0.15,0.58,0.04,0.91,0.0,347749.32,16920.0,16298.0,361020.89,,,,0.0,,,,0.0,7.0,6.0,,,0.0,,,,5645.0,0.46,0.16,,,98.59,0.69,242.0,5163.54,,0.0,114.64,20.12,0.2694,43.01,0.0136,27.05
2006-09-12,33243.0,701174.83,0.15,0.61,0.04,0.9,0.0,343953.86,16936.0,16307.0,357220.98,,,16.0,0.0,,,,,9.0,,,,0.0,16.0,,,,0.45,,,,98.62,0.7,237.0,4998.9,,0.0,114.79,20.28,0.2689,42.9,0.0137,26.74
2006-09-13,33244.0,687822.33,0.15,0.74,0.04,0.89,0.0,337435.16,16935.0,16309.0,350387.17,,,,0.0,,,,0.0,2.0,0.0,,,0.0,,,,,0.45,,,,98.6,0.71,240.0,4965.63,,0.0,114.88,20.53,0.2671,42.57,0.0139,26.23
2006-09-14,33176.0,683013.42,0.15,0.75,0.04,0.89,0.0,335124.56,16898.0,16278.0,347888.86,,,,,,,,0.0,,38.0,,,,,,,31.0,0.44,0.0,,,96.39,0.71,632.0,13011.35,,0.0,114.61,20.63,0.2684,42.69,0.0139,26.1
2006-09-15,33128.0,699794.46,0.15,0.72,0.04,0.9,0.0,343243.18,16880.0,16249.0,356572.4,,,,,,,,0.0,,18.0,,,,,,,30.0,0.45,0.0,,,93.43,0.71,1187.0,25074.14,,0.0,114.34,20.44,0.2716,43.25,0.0139,26.78
2006-09-18,30083.0,688625.75,0.13,0.64,0.04,0.84,0.0,302960.54,16848.0,13235.0,385665.21,,,,,,,,0.0,,32.0,,,,,,,3013.0,0.48,0.08,,,92.39,0.71,1389.0,31795.4,,0.0,113.53,17.81,0.3124,50.22,0.0126,29.02
2006-09-19,18980.0,430276.55,0.08,0.36,0.02,0.55,0.0,45657.37,16966.0,2014.0,384619.18,,,118.0,0.0,,,,,97.0,,,,0.0,118.0,,,11319.0,0.49,0.3,,,92.15,0.71,1446.0,32780.82,,0.0,114.74,11.99,0.6715,80.74,0.008,28.74
2006-09-20,20072.0,451390.66,0.09,0.34,0.02,0.57,0.0,45269.5,18059.0,2013.0,406121.16,,,1094.0,,,,,,,,,,,1094.0,,,1.0,0.52,0.0,,,98.1,0.76,350.0,7871.0,,0.0,122.13,11.98,0.6719,80.77,0.0085,28.51
2006-09-21,40123.0,930476.56,0.18,0.67,0.05,1.16,0.0,513718.23,17971.0,22152.0,416758.32,,,,,,20172.0,,0.0,,88.0,,,,,0.58,,32.0,0.52,0.0,,,97.93,0.76,380.0,8812.43,,0.0,121.25,37.35,0.4357,54.07,0.017,29.4
2006-09-22,46848.0,1072760.56,0.21,0.71,0.06,1.35,0.0,658590.9,18086.0,28761.0,414146.76,,,115.0,0.19,,,,,6609.0,,,,0.19,115.0,,,,0.53,,,,98.01,0.75,368.0,8426.74,,0.0,122.13,31.4,0.4747,61.08,0.0195,29.03
2006-09-25,61786.0,1413359.97,0.27,0.95,0.07,1.78,0.0,1000418.94,18052.0,43734.0,412941.02,,,,0.44,,,,0.0,15000.0,34.0,,,0.44,,,,27.0,0.52,0.0,,,0.75,0.75,2386699.0,54595941.09,,69.24,0.75,23.28,0.5627,71.19,0.0257,29.0
2006-09-26,61745.0,1461126.3,0.27,0.93,0.07,1.8,0.0,1034490.2,18029.0,43716.0,426636.1,,,,,,,,0.0,,23.0,,,,,,,18.0,0.54,0.0,,,0.75,0.75,2378969.0,56295637.95,,71.02,0.75,23.88,0.5576,70.64,0.0258,30.0
2006-09-27,35174.0,810157.24,0.16,0.5,0.04,1.03,0.0,392894.25,18116.0,17058.0,417262.99,,,87.0,0.0,,,,,66.0,,,,0.0,87.0,,,26724.0,0.53,0.77,,,0.76,0.76,2360429.0,54367392.02,,69.15,0.76,42.72,0.4082,46.9,0.0148,29.2
2006-09-28,34979.0,827738.87,0.15,0.46,0.04,1.03,0.0,401860.02,17997.0,16982.0,425878.86,,,,,,,,0.0,,119.0,,,,,,,76.0,0.54,0.0,,,0.77,0.77,2325747.0,55036198.9,,69.52,0.77,43.46,0.4106,46.52,0.0149,30.0
2006-09-29,35047.0,854228.46,0.15,0.42,0.04,1.05,0.0,414476.42,18042.0,17005.0,439752.04,,,45.0,0.0,,,,,23.0,,,,0.0,45.0,,,,0.55,,,,0.78,0.78,2305499.0,56193764.23,,70.96,0.77,44.08,0.4093,45.78,0.0151,30.9
2006-10-02,35169.0,858589.12,0.16,0.34,0.04,1.05,0.0,416514.23,18108.0,17061.0,442074.89,,,67.0,0.0,,,,,56.0,,,,0.0,67.0,,,,0.56,,,,0.77,0.77,2337458.0,57064915.28,,72.23,0.77,44.02,0.4075,45.6,0.0149,30.95
2006-10-03,35151.0,873122.24,0.15,0.31,0.04,1.06,0.0,423433.61,18104.0,17047.0,449688.63,,,,,,,,0.0,,5.0,,,,,,,14.0,0.57,0.0,,,0.77,0.77,2322057.0,57678006.85,,72.91,0.77,44.43,0.4077,45.24,0.015,31.49
2006-10-04,35226.0,883043.16,0.16,0.28,0.04,1.07,0.0,428035.03,18151.0,17075.0,455008.13,,,47.0,0.0,,,,,28.0,,,,0.0,47.0,,,,0.57,,,,0.77,0.77,2334001.0,58508590.79,,74.09,0.76,44.51,0.4067,45.03,0.015,31.78
2006-10-05,35290.0,878245.09,0.16,0.27,0.04,1.07,0.0,425534.51,18192.0,17099.0,452735.47,,,41.0,0.0,,,,,24.0,,,,0.0,41.0,,,,0.57,,,,0.74,0.74,2431901.0,60521538.88,,76.8,0.74,44.33,0.4058,45.09,0.0144,31.55
2006-10-06,35255.0,877652.15,0.16,0.27,0.04,1.07,0.0,425146.6,18177.0,17078.0,452505.55,,,,,,,,0.0,,15.0,,,,,,,20.0,0.57,0.0,,,0.74,0.74,2439947.0,60741021.98,,77.06,0.74,44.37,0.4064,45.13,0.0143,31.56
2006-10-09,35294.0,863032.76,0.16,0.27,0.04,1.06,0.0,418165.22,18193.0,17101.0,444867.54,,,16.0,0.0,,,,,23.0,,,,0.0,16.0,,,,0.56,,,,0.74,0.74,2440777.0,59683530.24,,75.87,0.73,43.96,0.4058,45.46,0.0144,31.0
2006-10-10,35234.0,854895.42,0.16,0.27,0.04,1.05,0.0,414248.44,18160.0,17073.0,440622.72,,,,,,,,0.0,,32.0,,,,,,,28.0,0.56,0.0,,,0.74,0.74,2440632.0,59217946.01,,75.21,0.73,43.83,0.4067,45.7,0.0143,30.76
2006-10-11,35149.0,862259.66,0.15,0.26,0.04,1.06,0.0,418140.37,18104.0,17045.0,444119.29,,,,,,,,0.0,,57.0,,,,,,,28.0,0.56,0.0,,,0.74,0.74,2444385.0,59964567.61,,75.91,0.73,44.2,0.4078,45.47,0.0143,31.1
2006-10-12,35186.0,868718.25,0.16,0.26,0.04,1.06,0.0,421323.16,18121.0,17065.0,447395.08,,,18.0,0.0,,,,,20.0,,,,0.0,18.0,,,,0.56,,,,0.73,0.73,2462436.0,60795858.67,,76.98,0.73,44.22,0.4072,45.39,0.0142,31.3
2006-10-13,35264.0,862299.18,0.16,0.25,0.04,1.06,0.0,417798.43,18178.0,17086.0,444500.75,,,57.0,0.0,,,,,22.0,,,,0.0,57.0,,,,0.56,,,,0.73,0.73,2473346.0,60479929.46,,76.78,0.72,43.94,0.4063,45.53,0.0142,31.0
2006-10-16,35191.0,863289.99,0.16,0.25,0.04,1.06,0.0,418606.47,18127.0,17064.0,444683.52,,,,,,,,0.0,,51.0,,,,,,,22.0,0.56,0.0,,,0.71,0.71,2523660.0,61909306.71,,78.41,0.71,44.08,0.4072,45.52,0.0138,31.1
2006-10-17,35215.0,861101.0,0.16,0.25,0.04,1.06,0.0,417480.54,18142.0,17073.0,443620.46,,,15.0,0.0,,,,,9.0,,,,0.0,15.0,,,,0.56,,,,0.7,0.7,2573148.0,62920355.47,,79.78,0.7,44.0,0.4069,45.55,0.0136,31.0
2006-10-18,35262.0,842780.11,0.16,0.25,0.04,1.05,0.0,408459.87,18172.0,17090.0,434320.24,,,31.0,0.0,,,,,17.0,,,,0.0,31.0,,,,0.55,,,,0.69,0.69,2611798.0,62423328.32,,79.25,0.69,43.42,0.4065,46.04,0.0134,30.3
2006-10-19,37718.0,889281.54,0.17,0.27,0.04,1.11,0.0,402201.97,20659.0,17059.0,487079.57,,,2487.0,,,,,,,,,,,2487.0,,,31.0,0.61,0.0,,,0.79,0.79,2609062.0,61514149.24,,77.94,0.78,43.19,0.408,46.45,0.0143,29.89
2006-10-20,37557.0,892299.33,0.17,0.25,0.04,1.11,0.0,404441.56,20534.0,17023.0,487857.78,,,,,,,,0.0,,125.0,,,,,,,36.0,0.61,0.0,,,0.78,0.78,2608900.0,61983644.43,,78.33,0.78,43.45,0.409,46.33,0.0143,30.12
2006-10-23,37607.0,900310.04,0.17,0.24,0.04,1.12,0.0,407697.5,20577.0,17030.0,492612.54,,,44.0,0.0,,,,,6.0,,,,0.0,44.0,,,,0.62,,,,1.24,1.24,1642712.0,39326457.98,,49.62,1.24,43.62,0.4085,46.11,0.0226,30.35
2006-10-24,31831.0,763288.24,0.14,0.2,0.04,0.95,0.0,408704.87,14787.0,17044.0,354583.37,,,,0.0,,,,0.17,15.0,5790.0,,,0.0,,,,,0.45,,,,0.87,0.87,1678026.0,40238054.7,,50.81,0.88,43.62,0.4081,46.07,0.0188,30.4
2006-10-25,32954.0,823749.35,0.15,0.21,0.04,1.0,0.0,454119.51,14787.0,18167.0,369629.84,,,,0.03,,,,,1159.0,,,,0.03,,,,36.0,0.47,0.0,,,0.87,0.87,1677737.0,41938300.67,,52.25,0.88,43.07,0.4129,47.15,0.0195,31.69
2006-10-26,24497.0,606746.47,0.11,0.13,0.03,0.73,0.0,576727.42,1212.0,23285.0,30019.05,,,,0.0,,5000.0,,0.43,117.0,13575.0,,,0.0,,0.16,,,0.04,,,,100.0,0.07,0.0,0.0,,0.0,100.0,21.69,0.4721,64.4,0.0143,31.4
2006-10-27,24876.0,617899.6,0.11,0.13,0.03,0.74,0.0,587794.51,1212.0,23664.0,30105.09,,,,0.01,,,,,394.0,,,,0.01,,,,15.0,0.04,0.0,,,100.0,0.07,0.0,0.0,,0.0,100.0,21.22,0.4796,65.18,0.0145,31.49
2006-10-30,23329.0,582417.67,0.1,0.13,0.03,0.69,0.0,552159.62,1212.0,22117.0,30258.06,,,,0.0,,,,,6.0,,,,0.0,,,,1553.0,0.04,0.05,,,100.0,0.07,0.0,0.0,,0.0,100.0,22.68,0.4563,62.74,0.0136,31.65
2006-10-31,16212.0,413690.54,0.07,0.09,0.02,0.47,0.0,382763.27,1212.0,15000.0,30927.27,,,,,,,,,,,,,,,,,7117.0,0.04,0.22,,,0.07,0.07,1708183.0,43588646.92,,54.6,0.07,8.08,0.8515,91.92,0.0095,32.35
2006-11-01,34158.0,870281.32,0.15,0.19,0.04,1.05,0.0,817949.28,2054.0,32104.0,52332.04,,,,0.24,,9604.0,,,7500.0,,,,0.24,,0.31,842.0,,0.07,,,,0.12,0.12,1763122.0,44921018.47,,56.65,0.11,23.1,0.4757,64.55,0.0194,32.3
2006-11-02,34152.0,872822.35,0.15,0.19,0.04,1.05,0.0,820404.96,2051.0,32101.0,52417.39,,,,,,,,0.0,,3.0,,,,,,,2.0,0.06,0.0,,,0.12,0.12,1751423.0,44761101.6,,56.38,0.12,23.07,0.4762,64.59,0.0195,32.4
2006-11-03,34331.0,867106.59,0.15,0.2,0.04,1.06,0.0,831039.24,2274.0,32903.0,57434.98,,,223.0,0.0,,800.0,,,1.0,,,,0.0,223.0,0.03,,,0.07,,,,0.13,0.13,1790998.0,45235681.32,,57.31,0.13,22.97,0.4694,64.09,0.0191,32.02
2006-11-06,26838.0,685686.82,0.12,0.15,0.03,0.81,0.0,654721.31,2279.0,25626.0,58226.41,,,5.0,0.0,,206.0,,,17.0,,,,0.0,5.0,0.01,,7500.0,0.07,0.24,,,0.13,0.13,1800201.0,45993520.59,,57.83,0.12,29.62,0.3859,53.72,0.0149,32.39
2006-11-07,17218.0,438682.12,0.08,0.1,0.02,0.51,0.0,407802.65,5696.0,16006.0,145123.32,,,3417.0,,,,,,,,,,,3417.0,,,9620.0,0.17,0.3,,,0.31,0.31,1821092.0,46397984.58,,58.55,0.29,7.71,0.746,85.87,0.0094,32.3
