,IPN FP Equity_DX_SI_QTY,IPN FP Equity_DX_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPN FP Equity_DX_SI_MV,IPN FP Equity_DX_DSS,IPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY,IPN FP Equity_DX_BROKER_SI_QTY,IPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPN FP Equity_DX_BROKER_SI_MV_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPN FP Equity_DX_BROKER_SI_MV_INC_x,IPN FP Equity_DX_SUPPLY_SI_MV_NEW,IPN FP Equity_DX_BROKER_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_NEW,IPN FP Equity_DX_SUPPLY_SI_MV_DEC,IPN FP Equity_DX_BROKER_SI_QTY_INC,IPN FP Equity_DX_SUPPLY_SI_QTY_DEC,IPN FP Equity_DX_BROKER_SI_MV_NEW_y,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPN FP Equity_DX_BROKER_SI_MV_INC_y,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPN FP Equity_DX_BROKER_SI_MV_ADD,IPN FP Equity_DX_SUPPLY_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_DEC,IPN FP Equity_DX_SUPPLY_SI_MV,IPN FP Equity_DX_BROKER_SI_MV_DEC,IPN FP Equity_DX_SUPPLY_SI_MV_RMV,IPN FP Equity_DX_BROKER_SI_MV_RMV,IPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPN FP Equity_DX_UTILIZATION_QUANTITY,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPN FP Equity_DX_ACTIVE_UTILIZATION_MV,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPN FP Equity_DX_BROKER_SI_CON_RATIO,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPN FP Equity_DX_DEMAND_SUPPLY_RATIO,IPN FP Equity_PX_LAST
2017-12-01,157875.0,15890118.75,0.45,1.38,0.19,16.03,0.0,15182146.65,121197.0,150841.0,12198478.05,,,15660.0,1.45,,,,5.67,15660.0,54958.0,,,1.45,15660.0,,400.0,,12.39,,,,1.4,1.4,8535367.0,859084688.55,,870.19,1.4,36.35,0.3395,43.24,0.0182,100.65
2017-12-04,137322.0,13862655.9,0.39,1.19,0.16,13.85,0.0,13152573.6,99864.0,130288.0,10081270.8,,,,0.39,,,,2.24,4103.0,21333.0,,,0.39,,,,24656.0,10.06,2.57,,,1.16,1.16,8537048.0,861814995.6,,859.31,1.16,35.0,0.3083,38.51,0.0159,100.95
2017-12-05,153265.0,15372479.5,0.44,1.32,0.18,15.49,0.0,14666969.3,106910.0,146231.0,10723073.0,,,52.0,3.53,,,,2.22,34717.0,22097.0,,,3.53,52.0,,29091.0,18774.0,10.79,1.89,,,1.24,1.24,8525503.0,855107950.9,,858.52,1.24,19.81,0.3968,57.52,0.0178,100.3
2017-12-06,184943.0,18154004.88,0.53,1.58,0.22,18.53,0.0,13514766.96,138536.0,137681.0,13598693.76,,,1347.0,0.05,,,,0.98,1063.0,9613.0,,,0.05,1347.0,,39892.0,9613.0,13.9,1.04,,,1.62,1.62,8402802.0,824819044.32,,837.63,1.63,16.41,0.4239,61.22,0.0217,98.16
2017-12-07,182573.0,17919539.95,0.52,1.54,0.22,18.0,0.0,13268211.45,136166.0,135183.0,13364692.9,,,528.0,0.43,,,,0.3,4663.0,2898.0,,,0.43,528.0,,,7161.0,13.39,0.88,,,1.6,1.6,8398997.0,824361555.55,,824.01,1.6,17.92,0.3887,57.06,0.0214,98.15
2017-12-08,178262.0,17779851.88,0.51,1.63,0.21,17.55,0.0,13053173.28,133214.0,130872.0,13286764.36,,,,,,,,0.29,,2952.0,,,,,,,4311.0,13.09,0.46,,,1.56,1.56,8412141.0,839026943.34,,828.97,1.55,17.7,0.3945,57.89,0.0209,99.74
2017-12-11,145680.0,14640840.0,0.42,1.36,0.17,14.89,0.0,13615137.0,141177.0,135474.0,14188288.5,,,1003.0,0.95,,,,6.96,4602.0,70830.0,,,0.95,1003.0,,77790.0,,14.07,,,,1.64,1.64,8455711.0,849798955.5,,844.17,1.64,16.7,0.4078,59.3,0.0169,100.5
2017-12-12,151571.0,15581498.8,0.43,1.42,0.18,15.74,0.0,13657699.6,147068.0,132857.0,15118590.4,,,6275.0,,,,,0.61,,6181.0,,,,6275.0,,5797.0,2617.0,14.84,0.08,,,1.71,1.71,8443961.0,868039190.8,,854.26,1.71,17.09,0.4124,59.85,0.0176,102.8
2017-12-13,165090.0,16641072.0,0.47,1.56,0.2,17.21,0.0,14302915.2,158087.0,141894.0,15935169.6,,,3295.0,0.78,,2500.0,,,6537.0,,,,0.78,3295.0,0.26,7724.0,,16.15,,,,1.84,1.84,8430049.0,849748939.2,,858.84,1.85,16.22,0.3776,56.91,0.0192,100.8
2017-12-14,194396.0,19721474.2,0.56,1.83,0.23,20.16,0.0,14298160.1,182095.0,140938.0,18473537.75,,,24317.0,,,,,0.32,,3189.0,,,,24317.0,,2880.0,956.0,18.34,0.14,,,2.12,2.12,8403186.0,852503219.7,,847.32,2.12,13.34,0.3424,53.97,0.0226,101.45
2017-12-15,214304.0,21687564.8,0.61,2.04,0.26,22.21,0.0,14742816.0,209801.0,145680.0,21231861.2,,,27706.0,0.48,,,,,4742.0,,,,0.48,27706.0,,,,21.32,,,,2.44,2.44,8375300.0,847580360.0,,848.81,2.45,13.9,0.3516,54.46,0.025,101.2
2017-12-18,221746.0,22651353.9,0.63,2.09,0.26,22.93,0.0,15641412.3,217243.0,153122.0,22191372.45,,,5107.0,0.74,,,,0.01,7442.0,78.0,,,0.74,5107.0,,2413.0,,21.96,,,,2.53,2.53,8359743.0,853947747.45,,847.25,2.53,14.11,0.3609,55.49,0.0259,102.15
2017-12-19,239150.0,24512875.0,0.68,2.24,0.29,24.85,0.0,16162815.0,235020.0,157686.0,24089550.0,,,,0.91,,,,0.37,8216.0,3652.0,,,0.91,,,21429.0,3652.0,23.96,0.36,,,2.74,2.74,8348430.0,855714075.0,,852.17,2.73,17.47,0.3581,54.78,0.0279,102.5
2017-12-20,292284.0,29593755.0,0.83,2.75,0.35,30.14,0.0,12994728.75,223909.0,128343.0,22670786.25,,,6299.0,,,,,1.75,,17410.0,,,,6299.0,,,29343.0,22.86,3.11,,,2.61,2.61,8346856.0,845119170.0,,850.84,2.62,13.41,0.4733,66.56,0.0341,101.25
2017-12-21,284942.0,28964354.3,0.81,2.69,0.34,29.35,0.0,22073094.2,230124.0,217148.0,23392104.6,,,,9.06,,,,3.32,88805.0,32275.0,,,9.06,,,38490.0,,23.32,,,,2.69,2.69,8336765.0,847432162.25,,844.37,2.69,13.04,0.4806,67.05,0.0333,101.65
2017-12-22,286038.0,28861234.2,0.82,2.76,0.34,29.43,0.0,21910233.2,231498.0,217148.0,23358148.2,,,4374.0,0.34,,,,0.3,3278.0,3000.0,,,0.34,4374.0,,4870.0,,23.5,,,,2.7,2.7,8331400.0,840638260.0,,843.77,2.71,14.48,0.5465,71.78,0.0334,100.9
2017-12-25,289316.0,29191984.4,0.83,2.79,0.35,29.74,0.0,22240983.4,236368.0,220426.0,23849531.2,,,,,,,,,,,,,,,,,,23.86,,,,2.76,2.76,8327444.0,840239099.6,,841.25,2.76,13.22,0.4685,66.0,0.0338,
2017-12-26,297185.0,29985966.5,0.85,2.87,0.36,30.48,0.0,23034965.5,242367.0,228295.0,24454830.3,,,,0.75,,,,,7869.0,,,,0.75,,,5999.0,,24.45,,,,2.83,2.83,8320755.0,839564179.5,,838.67,2.83,12.84,0.4791,66.93,0.0347,
2017-12-27,297185.0,30283151.5,0.85,2.87,0.36,30.46,0.0,23263260.5,242367.0,228295.0,24697197.3,,,,,,,,,,,,,,,,,,24.47,,,,2.82,2.82,8340217.0,849868112.3,,842.62,2.82,12.83,0.479,66.93,0.0346,101.9
2017-12-28,241417.0,24588321.45,0.69,2.35,0.29,24.77,0.0,17571874.95,184300.0,172527.0,18770955.0,,,,,,2299.0,,5.93,,58931.0,,,,,0.23,864.0,58067.0,18.75,5.99,,,2.15,2.15,8400919.0,855633600.15,,854.18,2.15,16.41,0.3884,58.37,0.0281,101.85
2017-12-29,240130.0,23909744.1,0.69,2.37,0.29,24.54,0.0,17050366.8,175713.0,171240.0,17495743.41,,,,,,,,0.89,,8587.0,,,,,,,1287.0,17.84,0.13,,,2.05,2.05,8413243.0,837706605.51,,849.81,2.06,16.54,0.3944,58.95,0.028,99.57
2018-01-01,211290.0,21038145.3,0.6,2.13,0.25,21.57,0.0,17050366.8,146873.0,171240.0,14624144.61,,,,,,,,2.93,,28840.0,,,,,,,,14.72,,,,1.71,1.71,8441284.0,840498647.88,,846.41,1.71,16.33,0.3958,59.12,0.0246,
2018-01-02,233696.0,23685089.6,0.67,2.35,0.28,23.55,0.0,16939639.0,166851.0,167140.0,16910348.85,,27989.0,,,2.79,,,,,,,27989.0,,,,,4100.0,16.67,0.66,0.8,,1.85,1.85,8835056.0,895432925.6,8011.0,882.67,1.85,26.24,0.3477,51.21,0.026,101.35
2018-01-03,222201.0,22997803.5,0.63,2.24,0.27,22.78,0.0,17438197.5,155356.0,168485.0,16079346.0,,,,0.16,,,,1.28,1345.0,12840.0,,,0.16,,,1345.0,,15.83,,,,1.73,1.73,8807328.0,911558448.0,,897.73,1.73,21.87,0.3567,53.82,0.0248,103.5
2018-01-04,179947.0,18534541.0,0.51,1.8,0.21,18.82,0.0,17966805.0,116302.0,174435.0,11979106.0,,,6683.0,0.92,,,,4.72,5950.0,46731.0,,,0.92,6683.0,,994.0,,12.0,,,,1.3,1.3,8835139.0,910019317.0,,911.35,1.3,13.46,0.4989,68.25,0.0201,103.0
2018-01-05,194343.0,20571206.55,0.55,1.9,0.23,20.38,0.0,18644313.15,123993.0,176139.0,13124659.05,,,12692.0,1.53,,,,0.52,14901.0,5001.0,,,1.53,12692.0,,,13197.0,12.93,1.36,,,1.38,1.38,8863146.0,938164004.1,,921.12,1.38,13.66,0.5747,74.26,0.0216,105.85
2018-01-08,191379.0,20305311.9,0.55,1.88,0.23,20.57,0.0,18373867.5,110405.0,173175.0,11713970.5,,,,,,,,1.41,,13588.0,,,,,,,2964.0,11.72,0.28,,,1.23,1.23,8873701.0,941499676.1,,940.21,1.23,13.59,0.5971,75.87,0.0213,106.1
2018-01-09,193379.0,20536849.8,0.55,1.89,0.23,20.79,0.0,18497385.0,111405.0,174175.0,11831211.0,,,1000.0,,,1000.0,,,,,,,,1000.0,0.11,,,11.83,,,,1.24,1.24,8877966.0,942839989.2,,942.03,1.24,13.52,0.5901,75.42,0.0215,106.2
2018-01-10,207288.0,21806697.6,0.59,2.02,0.25,22.2,0.0,19786436.8,125314.0,188084.0,13183032.8,,,13909.0,1.45,,,,,13909.0,,,,1.45,13909.0,,,,13.26,,,,1.4,1.4,8856175.0,931669610.0,,936.72,1.4,12.47,0.5864,75.25,0.0231,105.2
2018-01-11,208279.0,21629774.15,0.59,2.03,0.25,22.06,0.0,19570947.9,124305.0,188454.0,12909074.25,,,,,,2000.0,,0.11,,1009.0,,,,,0.21,,1630.0,12.99,0.35,,,1.38,1.38,8857209.0,919821154.65,,926.46,1.38,12.38,0.5802,74.89,0.0232,103.85
2018-01-12,214693.0,22413949.2,0.61,2.14,0.26,22.72,0.0,20409051.6,132719.0,195489.0,13855863.6,,,7791.0,0.72,,,,,7035.0,,,,0.72,7791.0,,623.0,,13.79,,,,1.48,1.48,8840690.0,922968036.0,,917.1,1.48,12.05,0.5445,72.21,0.0239,104.4
2018-01-15,212693.0,22141341.3,0.61,2.16,0.25,22.47,0.0,20142204.9,130719.0,193489.0,13607847.9,,,,,,,,0.21,,2000.0,,,,,,,2000.0,13.6,0.21,,,1.46,1.46,8829132.0,919112641.2,,917.67,1.46,12.13,0.5555,72.94,0.0237,104.1
2018-01-16,202388.0,21999575.6,0.58,2.12,0.24,21.43,0.0,19912100.8,125922.0,183184.0,13687721.4,,,,,,,,0.5,,4797.0,,,,,,,10305.0,13.32,1.07,,,1.4,1.4,8866339.0,963771049.3,,934.52,1.41,13.35,0.6063,76.39,0.0225,108.7
2018-01-17,211706.0,23478195.4,0.6,2.2,0.25,23.44,0.0,21459371.8,135240.0,193502.0,14998116.0,,,,1.2,,,,0.03,10318.0,1000.0,,,1.2,,,10318.0,,14.83,,,,1.52,1.52,8781260.0,973841734.0,,960.4,1.52,12.41,0.5565,72.6,0.0237,110.9
2018-01-18,219107.0,24419475.15,0.63,2.17,0.26,24.58,0.0,22390639.35,174641.0,200903.0,19463739.45,,,3703.0,0.89,,2000.0,,,5401.0,,,,0.89,3703.0,0.22,35698.0,,19.39,,,,2.02,2.02,8487414.0,945922290.3,,941.58,2.02,12.09,0.5469,71.96,0.0253,111.45
2018-01-19,212156.0,24047882.6,0.61,1.99,0.25,24.05,0.0,23641636.2,169690.0,208572.0,19234361.5,,,3285.0,1.62,,,,2.22,13177.0,20128.0,,,1.62,3285.0,,11892.0,5508.0,19.01,0.6,,,1.94,1.94,8571894.0,971624184.9,,959.4,1.94,11.47,0.5918,75.51,0.0243,113.35
2018-01-22,252656.0,28941744.8,0.72,2.39,0.3,29.35,0.0,28531197.6,178590.0,249072.0,20457484.5,,,5619.0,4.97,,2600.0,,3.22,37900.0,29000.0,,,4.97,5619.0,0.3,32281.0,,20.28,,,,2.02,2.02,8644463.0,990223236.65,,980.83,2.03,9.67,0.6046,76.55,0.0286,114.55
2018-01-23,261249.0,30304884.0,0.75,2.47,0.31,30.62,0.0,29414004.0,185683.0,253569.0,21539228.0,,,11682.0,1.78,,,,0.98,13182.0,8685.0,,,1.78,11682.0,,4096.0,8685.0,21.31,0.98,,,2.09,2.09,8679026.0,1006767016.0,,995.32,2.1,9.02,0.6315,78.63,0.0295,116.0
2018-01-24,283189.0,32410981.05,0.81,2.63,0.34,33.54,0.0,30241466.85,206623.0,264233.0,23648002.35,,,3905.0,1.61,,,,,10664.0,,,,1.61,3905.0,,17035.0,,23.79,,,,2.33,2.33,8657001.0,990793764.45,,997.07,2.33,8.26,0.5648,74.1,0.032,114.45
2018-01-25,303941.0,34770850.4,0.87,2.85,0.36,35.57,0.0,31866920.8,220709.0,278557.0,25249109.6,,,14346.0,0.44,,7500.0,,0.03,6824.0,260.0,,,0.44,14346.0,0.89,,,25.26,,,,2.53,2.53,8490517.0,971315144.8,,970.67,2.54,8.04,0.5169,70.71,0.0349,114.4
2018-01-26,286047.0,32766683.85,0.82,2.69,0.34,33.61,0.0,29388604.35,202481.0,256557.0,23194198.55,,,106.0,0.23,,,,2.29,2000.0,20000.0,,,0.23,106.0,,1666.0,24000.0,23.17,2.73,,,2.51,2.51,7857147.0,900036188.85,,899.23,2.51,8.54,0.5753,75.0,0.0355,114.55
2018-01-29,284802.0,32467428.0,0.81,2.61,0.34,33.52,0.0,27996348.0,213008.0,245582.0,24282912.0,,,13995.0,,,,,0.62,,5468.0,,,,13995.0,,2000.0,10975.0,24.43,1.21,,,2.51,2.51,8281305.0,944068770.0,,947.46,2.51,10.88,0.5383,71.99,0.0335,114.0
2018-01-30,272829.0,30911525.7,0.78,2.51,0.33,31.93,0.0,26467899.7,191263.0,233609.0,21670097.9,,,2000.0,0.22,,,,2.75,2000.0,23745.0,,,0.22,2000.0,,,13973.0,21.74,1.76,,,2.23,2.23,8387756.0,950332754.8,,952.93,2.23,11.28,0.5444,72.51,0.0318,113.3
2018-01-31,264882.0,29918421.9,0.76,2.42,0.32,30.9,0.0,26214565.5,186486.0,232090.0,21063593.7,,,1672.0,0.18,,1930.0,,0.74,1651.0,6449.0,,,0.18,1672.0,0.22,,5100.0,21.11,0.58,,,2.18,2.18,8384140.0,946988613.0,,948.38,2.18,9.25,0.5723,74.64,0.0309,112.95
2018-02-01,272987.0,31024972.55,0.78,2.53,0.33,31.6,0.0,26224737.5,195931.0,230750.0,22267558.15,,,9445.0,,,,,0.0,,33.0,,,,9445.0,,33.0,1340.0,22.08,0.33,,,2.29,2.29,8361127.0,950242083.55,,943.66,2.29,12.37,0.5388,71.92,0.0319,113.65
2018-02-02,249368.0,27841937.2,0.71,2.28,0.3,29.04,0.0,24167424.05,170972.0,216457.0,19089023.8,,,,,,,,2.91,,26280.0,,,,,,1321.0,14293.0,19.33,1.51,,,2.0,2.0,8397922.0,937627991.3,,949.44,2.0,9.49,0.5808,75.3,0.0291,111.65
2018-02-05,235179.0,25575716.25,0.67,2.14,0.28,26.97,0.0,24031575.0,152883.0,220980.0,16626026.25,,,1951.0,0.69,,,,2.38,6523.0,20777.0,,,0.69,1951.0,,737.0,2000.0,16.95,0.23,,,1.79,1.79,8394098.0,912858157.5,,931.95,1.79,6.45,0.6449,79.84,0.0275,108.75
2018-02-06,230564.0,24578122.4,0.66,2.07,0.28,25.68,0.0,23540264.8,148268.0,220828.0,15805368.8,,,7472.0,0.55,,,,2.06,5441.0,17528.0,,,0.55,7472.0,,5441.0,5593.0,16.01,1.28,,,1.74,1.74,8378270.0,893123582.0,,906.62,1.74,8.95,0.6332,78.87,0.027,106.6
2018-02-07,238907.0,26590349.1,0.68,2.09,0.29,26.25,0.0,25506732.3,163983.0,229171.0,18251307.9,,,8343.0,0.54,,,,,8343.0,,,,0.54,8343.0,,7372.0,,17.87,,,,1.92,1.92,8382753.0,933000408.9,,903.87,1.94,11.41,0.6015,76.51,0.028,111.3
2018-02-08,252352.0,27190928.0,0.72,2.13,0.3,28.72,0.0,26141874.0,162500.0,242616.0,17509375.0,,,,1.11,,4568.0,,,8877.0,,,,1.11,,0.51,,,17.87,,0.16,,1.91,1.91,8365455.0,901377776.25,1483.0,923.82,1.9,13.73,0.5534,72.9,0.0296,107.75
2018-02-09,259332.0,27605891.4,0.74,2.15,0.31,28.5,0.0,26656676.75,166036.0,250415.0,17674532.2,,,4355.0,0.04,,,,0.11,7799.0,819.0,,,0.04,4355.0,,,,17.8,,,,1.94,1.94,8412348.0,895494444.6,,903.09,1.93,13.48,0.5447,72.33,0.0302,106.45
2018-02-12,370778.0,39228312.4,1.06,2.98,0.44,40.52,0.0,38276324.0,172672.0,361780.0,18268697.6,,,4687.0,12.03,,,,0.24,111365.0,2020.0,,,12.03,4687.0,,3969.0,,18.29,,,,2.01,2.01,8413218.0,890118464.4,,892.39,2.01,29.57,0.3632,51.41,0.0432,105.8
2018-02-13,373939.0,39749715.7,1.07,2.92,0.45,40.73,0.0,38793228.3,176652.0,364941.0,18778107.6,,,3161.0,0.23,,,,,3161.0,,,,0.23,3161.0,,819.0,,18.67,,,,2.05,2.05,8427493.0,895842505.9,,890.42,2.05,29.43,0.3654,51.73,0.0435,106.3
2018-02-14,362190.0,39551148.0,1.03,2.78,0.43,39.67,0.0,38568566.4,170960.0,353192.0,18668832.0,,,,,,,,0.48,,5692.0,,,,,,,11749.0,18.28,1.22,,,1.99,1.99,8419657.0,919426544.4,,898.01,1.99,30.28,0.385,53.38,0.0422,109.2
2018-02-15,359581.0,41369794.05,1.03,2.72,0.43,40.23,0.0,40334574.15,189845.0,350583.0,21841667.25,,,19229.0,0.19,,,,0.0,875.0,344.0,,,0.19,19229.0,,,3484.0,21.04,0.37,,,2.25,2.25,8263777.0,950747543.85,,910.56,2.26,29.98,0.3913,54.09,0.0425,115.05
2018-02-16,378514.0,45421680.0,1.08,2.66,0.45,42.86,0.0,44341920.0,192271.0,369516.0,23072520.0,,,,2.41,,,,,18933.0,,,,2.41,,,2426.0,,22.48,,,,2.26,2.26,8317288.0,998074560.0,,965.92,2.27,28.22,0.3495,50.86,0.0445,120.0
2018-02-19,381730.0,45807600.0,1.09,2.63,0.46,43.45,0.0,44727840.0,164288.0,372732.0,19714560.0,,,,0.67,,,,4.89,4542.0,42355.0,,,0.67,,,14372.0,1326.0,19.74,0.12,,,1.93,1.93,8341165.0,1000939800.0,,997.89,1.94,27.84,0.3426,50.16,0.0449,120.0
2018-02-20,315901.0,37955505.15,0.9,2.13,0.38,37.53,0.0,36874395.45,145272.0,306903.0,17454430.8,,,,0.2,,,,2.29,1219.0,19016.0,,,0.2,,,,67048.0,17.47,6.12,,,1.75,1.75,8148733.0,979070269.95,,978.0,1.75,32.26,0.3785,51.94,0.0381,120.15
2018-02-21,317901.0,38847502.2,0.91,2.11,0.38,37.81,0.0,37747946.6,148491.0,308903.0,18145600.2,,,2000.0,0.26,,,,,2000.0,,,,0.26,2000.0,,1219.0,,17.99,,,,1.79,1.79,8139545.0,994652399.0,,981.97,1.8,32.07,0.3732,51.5,0.0384,122.2
2018-02-22,307002.0,38022197.7,0.88,2.02,0.37,36.81,0.0,36907795.4,147384.0,298004.0,18253508.4,,,,,,,,0.13,,1107.0,,,,,,,10899.0,18.09,1.07,,,1.78,1.78,8145448.0,1008813734.8,,996.89,1.78,32.98,0.3667,50.26,0.037,123.85
2018-02-23,312265.0,38096330.0,0.89,2.03,0.37,37.82,0.0,36998574.0,122846.0,303267.0,14987212.0,,,,1.34,,,,4.34,10647.0,35805.0,,,1.34,,,11267.0,5384.0,15.12,0.32,,,1.45,1.45,8376813.0,1021971186.0,,1033.54,1.44,32.05,0.3441,48.28,0.0367,122.0
2018-02-26,307211.0,37786953.0,0.88,1.98,0.37,36.76,0.0,37258176.0,120653.0,302912.0,14840319.0,,,3047.0,0.31,,1300.0,,0.65,2879.0,5240.0,,,0.31,3047.0,0.16,,4534.0,14.76,0.93,,,1.41,1.41,8414603.0,1034996169.0,,1026.89,1.42,33.0,0.3406,47.12,0.036,123.0
2018-02-27,305075.0,37188642.5,0.87,1.98,0.36,36.73,0.0,36664594.4,114356.0,300776.0,13939996.4,,,,,,,,0.93,,7703.0,,,,,,1406.0,2136.0,14.02,0.25,,,1.34,1.34,8410242.0,1025208499.8,,1032.32,1.34,33.02,0.3454,47.72,0.0358,121.9
2018-02-28,301110.0,36389143.5,0.86,1.99,0.36,35.94,0.0,35869609.35,110391.0,296811.0,13340752.35,,,,,,,,0.49,,3965.0,,,,,,,3965.0,13.41,0.53,,,1.3,1.3,8399254.0,1015049845.9,,1022.08,1.29,33.72,0.3531,48.17,0.0354,120.85
2018-03-01,296755.0,35669951.0,0.85,2.01,0.35,35.16,0.0,35153211.2,110391.0,292456.0,13268998.2,,,,,,,,,,,,,,,,,4355.0,13.28,0.72,,,1.3,1.3,8393136.0,1008854947.2,,1010.0,1.3,34.45,0.3489,47.19,0.0349,120.2
2018-03-02,270706.0,31916237.4,0.77,1.89,0.32,31.89,0.0,31409385.3,104313.0,266407.0,12298502.7,,,,,,,,0.74,,6078.0,,,,,,,26049.0,12.38,3.21,,,1.22,1.22,8412940.0,991885626.0,,1002.55,1.22,37.96,0.3338,42.6,0.0318,117.9
2018-03-05,267035.0,31403316.0,0.76,1.85,0.32,31.17,0.0,30897753.6,101942.0,262736.0,11988379.2,,,,0.12,,,,0.42,1101.0,3472.0,,,0.12,,,1101.0,4772.0,12.0,0.8,,,1.2,1.2,8415813.0,989699608.8,,990.32,1.2,38.85,0.3322,41.51,0.0314,117.6
2018-03-06,247845.0,29493555.0,0.71,1.72,0.3,28.86,0.0,28981974.0,108741.0,243546.0,12940179.0,,,6799.0,0.79,,,,,6799.0,,,,0.79,6799.0,,,25989.0,12.85,3.12,,,1.28,1.28,8396954.0,999237526.0,,987.68,1.28,33.95,0.3071,42.02,0.0291,119.0
2018-03-07,234381.0,27703834.2,0.67,1.64,0.28,27.36,0.0,27195692.4,104993.0,230082.0,12410172.6,,663.0,,,0.08,,,0.52,,4411.0,,663.0,,,,,13464.0,12.45,1.51,,,1.24,1.24,8347332.0,986654642.4,,990.48,1.24,32.15,0.3132,44.32,0.0277,118.2
2018-03-08,186498.0,22500983.7,0.53,1.29,0.22,21.54,0.0,21982309.35,48057.0,182199.0,5798077.05,,,,,,,,6.74,,56936.0,,,,,,,47883.0,5.73,5.88,,,0.57,0.57,8388041.0,1012017146.65,,997.5,0.57,25.02,0.3922,56.57,0.0221,120.65
2018-03-09,191370.0,23347140.0,0.55,1.32,0.23,22.26,0.0,22822662.0,49925.0,187071.0,6090850.0,,,,0.69,,,,,5583.0,,,,0.69,,,5583.0,711.0,6.05,0.02,,,0.59,0.59,8359766.0,1019891452.0,,1010.46,0.6,24.13,0.3915,56.84,0.0228,122.0
2018-03-12,180399.0,22189077.0,0.51,1.28,0.22,21.05,0.0,21660300.0,38243.0,176100.0,4703889.0,,,,,,,,1.4,,11682.0,,,,,,,10971.0,4.68,1.25,,,0.45,0.45,8392401.0,1032265323.0,,1024.33,0.45,24.49,0.4305,60.22,0.0214,123.0
2018-03-13,183991.0,22492899.75,0.52,1.31,0.22,21.47,0.0,19877850.0,48835.0,162600.0,5970078.75,,,,,,,,0.8,,6500.0,,,,,,17092.0,13500.0,5.98,1.7,,,0.58,0.58,8399854.0,1026882151.5,,1028.99,0.58,26.79,0.5014,65.44,0.0218,122.25
2018-03-14,187127.0,23259886.1,0.53,1.34,0.22,21.84,0.0,20495329.8,51121.0,164886.0,6354340.3,,,1436.0,0.17,,850.0,,,1436.0,,,,0.17,1436.0,0.1,850.0,,6.28,,,,0.61,0.61,8391024.0,1043004283.2,,1029.5,0.61,27.28,0.4925,64.55,0.0222,124.3
2018-03-15,191708.0,24145622.6,0.55,1.36,0.23,22.61,0.0,21374344.75,50702.0,169705.0,6385916.9,,,4819.0,0.7,,,,0.64,4819.0,5238.0,,,0.7,4819.0,,,,6.34,,,,0.61,0.61,8288900.0,1043986955.0,,1033.83,0.61,29.8,0.479,62.36,0.023,125.95
2018-03-16,193548.0,24077371.2,0.55,1.38,0.23,22.96,0.0,21350647.6,51170.0,171629.0,6365548.0,,,2258.0,0.35,,1372.0,,0.22,2258.0,1790.0,,,0.35,2258.0,0.17,,1706.0,6.43,0.21,,,0.62,0.62,8263725.0,1028007390.0,,1037.3,0.62,31.03,0.4747,61.41,0.0233,124.4
2018-03-19,218018.0,26990628.4,0.62,1.54,0.26,25.92,0.0,24277056.2,65724.0,196099.0,8136631.2,,,8350.0,3.03,,,,,24470.0,,,,3.03,8350.0,,6204.0,,8.15,,,,0.79,0.79,8267088.0,1023465494.4,,1025.71,0.79,34.76,0.4109,53.44,0.0262,123.8
2018-03-20,225577.0,27768528.7,0.64,1.61,0.27,26.9,0.0,25070299.8,71975.0,203658.0,8860122.5,,,1016.0,0.82,,1308.0,,,6251.0,,,,0.82,1016.0,0.16,5235.0,,8.95,,,,0.86,0.86,8268195.0,1017814804.5,,1023.45,0.87,34.06,0.3843,51.32,0.027,123.1
2018-03-21,217585.0,27611536.5,0.62,1.6,0.26,25.75,0.0,24830015.4,75580.0,195666.0,9591102.0,,,,0.27,,,,,2297.0,,,,0.27,,,3605.0,10289.0,9.31,1.28,,,0.9,0.9,8284589.0,1051314344.1,,1024.48,0.9,35.24,0.4161,53.77,0.026,126.9
2018-03-22,205445.0,25300551.75,0.59,1.53,0.25,24.77,0.0,23266236.9,79850.0,188926.0,9833527.5,,,8140.0,0.57,,,,0.6,1659.0,5400.0,,,0.57,8140.0,,1530.0,8399.0,10.09,1.03,,,0.95,0.95,8292990.0,1021281718.5,,1042.89,0.96,38.54,0.4543,55.12,0.0245,123.15
