,ATO FP Equity_DX_SI_QTY,ATO FP Equity_DX_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATO FP Equity_DX_SI_MV,ATO FP Equity_DX_DSS,ATO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY,ATO FP Equity_DX_BROKER_SI_QTY,ATO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATO FP Equity_DX_BROKER_SI_MV_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATO FP Equity_DX_BROKER_SI_MV_INC_x,ATO FP Equity_DX_SUPPLY_SI_MV_NEW,ATO FP Equity_DX_BROKER_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_NEW,ATO FP Equity_DX_SUPPLY_SI_MV_DEC,ATO FP Equity_DX_BROKER_SI_QTY_INC,ATO FP Equity_DX_SUPPLY_SI_QTY_DEC,ATO FP Equity_DX_BROKER_SI_MV_NEW_y,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATO FP Equity_DX_BROKER_SI_MV_INC_y,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATO FP Equity_DX_BROKER_SI_MV_ADD,ATO FP Equity_DX_SUPPLY_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_DEC,ATO FP Equity_DX_SUPPLY_SI_MV,ATO FP Equity_DX_BROKER_SI_MV_DEC,ATO FP Equity_DX_SUPPLY_SI_MV_RMV,ATO FP Equity_DX_BROKER_SI_MV_RMV,ATO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATO FP Equity_DX_UTILIZATION_QUANTITY,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATO FP Equity_DX_ACTIVE_UTILIZATION_MV,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATO FP Equity_DX_BROKER_SI_CON_RATIO,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATO FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-05-24,2146352.0,79307219.24,4.25,7.23,3.07,86.82,1.0,72045258.64,1143186.0,1949816.0,42240463.23,,,15201.0,0.0,,,,0.63,4421.0,11477.0,,,0.0,15201.0,,19495.0,18236.0,45.75,0.93,,,10.68,10.68,9563916.0,353384525.45,,382.8,10.67,11.92,0.3875,60.08,0.2005
2011-05-25,2144200.0,79316391.05,4.24,7.39,3.06,86.91,1.0,72136892.69,1143338.0,1950113.0,42293369.98,,,7629.0,0.32,,,,1.05,6639.0,26487.0,,,0.32,7629.0,,19010.0,6342.0,45.99,0.23,,,10.69,10.69,9549618.0,353251205.9,,383.68,10.7,12.22,0.3828,59.57,0.2005
2011-05-26,2161461.0,79676756.49,4.28,7.52,3.09,87.59,1.0,71867887.98,1201080.0,1949623.0,44274756.14,,,34759.0,1.3,,,,,33702.0,,,,1.3,34759.0,,22983.0,34192.0,48.19,1.39,,,11.24,11.24,9482569.0,349550762.73,,380.18,11.25,12.33,0.382,59.58,0.2023
2011-05-27,2154871.0,80018123.68,4.26,7.61,3.08,86.9,1.0,72395783.31,1196445.0,1949603.0,44428313.33,,,4275.0,0.23,,,,0.36,5000.0,8910.0,,,0.23,4275.0,,,5020.0,47.67,0.25,,,11.16,11.16,9523907.0,353656979.11,,380.63,11.13,12.25,0.3852,59.85,0.201
2011-05-30,2165214.0,80859931.81,4.28,7.66,3.09,87.61,1.0,73250587.89,1191137.0,1961456.0,44483019.51,,,2150.0,0.78,,3444.0,,0.45,18501.0,11520.0,,,0.78,2150.0,0.15,4062.0,10092.0,48.11,0.3,,,11.12,11.12,9524757.0,355702116.06,,384.67,11.12,12.06,0.3797,59.37,0.2021
2011-05-31,2138150.0,79868879.32,4.23,7.71,3.06,87.05,1.0,72724664.75,1165939.0,1946894.0,43552716.73,,,,0.18,,1801.0,,1.01,2852.0,25653.0,,,0.18,,0.08,455.0,19215.0,47.17,0.81,,,10.82,10.82,9605277.0,358797422.78,,388.67,10.82,12.24,0.3858,59.83,0.1985
2011-06-01,2198377.0,82724801.16,4.35,7.82,3.14,90.08,1.0,75531649.41,1188444.0,2007222.0,44721079.95,,,354.0,2.9,,,,0.11,62722.0,2849.0,,,2.9,354.0,,25000.0,2394.0,48.48,0.04,,,11.02,11.02,9599664.0,361234808.93,,390.81,11.04,11.93,0.3925,60.44,0.2038
2011-06-02,2571828.0,94484765.69,5.09,9.24,3.68,105.68,1.0,87475048.18,1193095.0,2381027.0,43832364.19,,,14544.0,15.68,,,,0.42,373805.0,10216.0,,,15.68,14544.0,,323.0,,48.54,,,,11.04,11.04,9616469.0,353293385.19,,389.28,11.09,10.91,0.4487,65.35,0.2379
2011-06-03,2576047.0,94698959.12,5.1,9.3,3.68,103.47,1.0,87497227.32,1204401.0,2380142.0,44275403.77,,,7185.0,,,,,0.06,,1395.0,,,,7185.0,,5516.0,885.0,47.81,0.17,,,11.04,11.04,9709342.0,356928495.92,,386.03,11.02,10.81,0.4479,65.29,0.236
2011-06-06,2576632.0,93654726.06,5.1,9.25,3.68,103.62,1.0,86515850.01,1202486.0,2380227.0,43707637.31,,,500.0,0.11,,,,0.1,2500.0,2415.0,,,0.11,500.0,,,2415.0,48.01,0.05,,,10.96,10.96,9765925.0,354969211.99,,388.61,11.0,10.94,0.4473,65.24,0.2349
2011-06-07,2525672.0,91802445.71,5.0,9.11,3.61,100.47,1.0,84867044.25,1186464.0,2334865.0,43125273.96,,,,,,,,0.65,,16022.0,,,,,,,45362.0,46.78,2.05,,,10.99,10.99,9613499.0,349428872.79,,379.06,10.99,10.84,0.4613,66.43,0.2339
2011-06-08,2945131.0,104490701.21,5.83,10.6,4.21,117.11,1.0,90190764.77,1414143.0,2542079.0,50172570.82,,,12182.0,8.39,,,,1.22,214573.0,30803.0,,,8.39,12182.0,,246300.0,7359.0,56.01,0.23,,,13.07,13.07,9407637.0,333774825.93,,369.77,13.15,9.07,0.3413,56.49,0.2721
2011-06-09,6209094.0,216184188.52,12.29,21.85,8.87,240.83,2.0,202352753.18,923452.0,5811837.0,32152149.94,,,4000.0,122.33,,122750.0,,29.6,3209119.0,743896.0,,,122.33,4000.0,4.74,249205.0,62111.0,35.73,2.54,,,8.93,8.93,9415543.0,327824240.21,,363.61,8.95,4.23,0.6286,78.94,0.6006
2011-06-10,10052526.0,346398790.83,19.89,34.8,14.37,383.5,3.0,306712808.44,3309220.0,8900835.0,114032016.09,,,135267.0,105.68,,835600.0,,0.73,2792114.0,18981.0,,,105.68,135267.0,32.86,2269482.0,538716.0,126.05,24.16,,,30.71,30.71,7467160.0,257309973.13,,283.1,30.81,31.45,0.3087,45.12,0.9328
2011-06-13,9575983.0,327435249.08,18.95,32.12,13.68,361.03,3.0,283214110.13,3563373.0,8282717.0,121843775.81,,,12140.0,1.34,,,,3.6,67000.0,91312.0,,,1.34,12140.0,,334010.0,685118.0,133.14,27.73,0.03,,76.79,32.61,1076893.0,36822614.21,685.0,40.3,76.76,33.19,0.2944,42.12,0.8764
2011-06-14,12707364.0,446227214.51,25.15,42.34,18.16,475.26,4.0,377999528.35,4461627.0,10764421.0,156672885.77,,,229725.0,97.33,,9181.0,,2.06,2553446.0,56213.0,,,97.33,229725.0,0.36,724742.0,80923.0,163.89,3.33,,,64.94,40.75,2409013.0,84594032.3,,88.46,64.94,24.27,0.2348,38.33,1.1607
2011-06-15,13210204.0,455393437.98,26.14,42.89,18.88,505.66,4.0,377126476.38,4824068.0,10939810.0,166299393.37,,150000.0,221655.0,14.18,5.55,,,5.57,238774.0,151278.0,,150000.0,14.18,221655.0,,142064.0,63385.0,183.69,2.4,,,69.59,43.07,2108309.0,72679429.01,,80.39,69.56,23.69,0.2218,36.72,1.1793
2011-06-16,14346968.0,492576150.8,28.39,47.35,20.5,540.36,5.0,378061296.08,4684948.0,11011563.0,160848874.31,,,5552.0,3.95,,42744.0,,7.5,102349.0,194630.0,,,3.95,5552.0,1.66,49958.0,73340.0,173.54,6.46,,,82.84,41.85,970399.0,33316823.75,,35.85,82.88,29.34,0.2276,34.09,1.2816
2011-06-17,10082152.0,344320227.61,19.95,33.56,14.41,379.46,3.0,291582618.41,2662140.0,8537925.0,90915972.18,,,34213.0,8.36,,104800.0,,79.57,254513.0,2147995.0,,,8.36,34213.0,3.86,90974.0,2832951.0,97.82,104.95,,,23.87,23.87,8490598.0,289966332.18,,311.29,23.91,21.4,0.285,47.87,0.904
2011-06-20,9472307.0,322081266.38,18.74,31.46,13.54,356.62,3.0,270014872.04,2497179.0,7941051.0,84910104.23,,,3459.0,,,,,5.8,,155423.0,,,,3459.0,,8979.0,596874.0,91.64,22.47,0.81,,22.55,22.55,8576179.0,291610754.7,21976.0,313.91,22.6,17.66,0.3023,51.02,0.8554
2011-06-21,7775105.0,272484554.27,15.39,25.89,11.11,287.34,3.0,227325729.45,2351990.0,6486538.0,82427304.43,,,42496.0,,,,,8.12,,220204.0,,,,42496.0,,32519.0,1454513.0,86.0,59.97,,,21.24,21.24,8722722.0,305694523.25,,320.96,21.13,7.91,0.3411,56.83,0.7021
2011-06-22,7805564.0,271988651.31,15.45,27.48,11.15,295.59,3.0,226811133.54,2377621.0,6509054.0,82849353.25,,,17979.0,4.76,,,,2.88,120602.0,76893.0,,,4.76,17979.0,,84545.0,98086.0,88.28,3.75,,,20.89,20.89,9001701.0,313668623.37,,336.94,20.76,7.97,0.3411,56.81,0.6859
2011-06-23,7604968.0,260322962.64,15.05,28.25,10.87,288.02,3.0,218368274.84,2201370.0,6379321.0,75354315.79,,,11737.0,0.37,,60000.0,,9.0,7935.0,247988.0,,,0.37,11737.0,3.23,60000.0,197668.0,82.4,7.78,,,19.76,19.76,8938615.0,305974560.15,,333.34,19.82,8.24,0.3564,58.16,0.6827
2011-06-24,4545940.0,153217755.97,9.0,16.98,6.5,170.74,2.0,117719773.48,2020342.0,3492722.0,68094226.39,,,25935.0,,,,,4.8,,127028.0,,,,25935.0,,70065.0,2886599.0,74.18,108.76,5.46,,18.35,18.35,8988641.0,302955913.01,150000.0,328.24,18.43,13.7,0.1408,30.01,0.4129
2011-06-27,4541947.0,153337043.95,8.99,16.84,6.49,168.28,2.0,125295247.02,1753439.0,3711330.0,59196453.2,,,3177.0,8.47,,,,10.96,235119.0,297206.0,,,8.47,3177.0,,27126.0,16511.0,63.61,1.63,,,16.13,16.13,9119249.0,307867679.8,,329.69,16.17,12.82,0.1331,27.91,0.4177
2011-06-28,4471428.0,151935191.67,8.85,16.57,6.39,165.21,2.0,115313514.77,1842100.0,3393658.0,62592938.23,,,68047.0,0.69,,,,0.49,16792.0,13623.0,,,0.69,68047.0,,34237.0,334464.0,66.84,12.79,,,16.95,16.95,9022818.0,306587421.8,,327.21,16.96,13.11,0.1344,28.52,0.4115
2011-06-29,4100348.0,143279684.61,8.11,15.29,5.86,152.35,2.0,109466906.53,1630181.0,3132701.0,56963901.49,,,5617.0,,,92372.0,,8.43,,232230.0,,,,5617.0,3.52,14694.0,353329.0,59.49,12.87,,,15.04,15.04,9211629.0,321884702.91,,338.45,14.95,12.55,0.1393,30.03,0.3782
2011-06-30,3877573.0,140732941.92,7.67,14.15,5.54,147.23,2.0,110715560.7,1510552.0,3050513.0,54824094.06,,,,2.18,,,,3.78,51199.0,104935.0,,,2.18,,,,133387.0,55.89,3.81,0.54,,13.93,13.93,9335181.0,338811799.41,14694.0,352.53,13.68,13.27,0.1354,28.64,0.3575
2011-07-01,3325293.0,119743633.21,6.58,12.09,4.75,130.41,1.0,98667693.92,1267190.0,2740012.0,45631447.99,,,,,,,,13.52,,377362.0,,,,,,134000.0,310501.0,49.07,10.32,,,11.61,11.61,9651003.0,347532131.26,,373.99,11.6,15.76,0.1727,33.75,0.3046
2011-07-04,3674517.0,133825327.2,5.83,13.42,4.46,144.93,2.0,115873695.91,1191816.0,3181609.0,43405749.97,,,,18.24,,,,3.4,448537.0,87018.0,,,18.24,,,11644.0,6940.0,46.09,0.25,,,10.91,10.91,9730139.0,354370121.41,,377.19,10.89,14.14,0.1565,30.31,0.3364
2011-07-05,3676808.0,134285538.67,5.83,13.71,4.46,145.74,2.0,114824878.96,1210793.0,3143965.0,44220962.92,,,20325.0,,,,,0.07,,1803.0,,,,20325.0,,455.0,37644.0,47.42,1.47,,,11.07,11.07,9726975.0,355251641.5,,381.15,11.07,14.26,0.155,29.96,0.3362
2011-07-06,3675649.0,133233089.51,5.83,13.72,4.46,146.65,1.0,114449598.42,1206151.0,3157448.0,43719959.15,,,14661.0,0.81,,,,1.13,20256.0,29303.0,,,0.81,14661.0,,10000.0,6773.0,47.34,0.26,,,10.69,10.69,10071856.0,365079606.88,,394.83,10.71,14.21,0.1552,30.09,0.3259
2011-07-07,3717504.0,136343266.56,5.9,14.03,4.51,146.99,1.0,116230795.07,1209082.0,3169122.0,44344320.66,,,3646.0,0.6,,,,1.42,26620.0,34327.0,,,0.6,3646.0,,33612.0,14946.0,47.04,0.47,,,10.96,10.96,9827160.0,360421157.69,,383.69,10.92,13.87,0.152,29.86,0.3368
2011-07-08,3592939.0,128712135.27,7.11,13.52,4.36,144.1,1.0,109492611.8,1252204.0,3056435.0,44858499.03,,,1134.0,2.31,,10000.0,,0.51,61266.0,13012.0,,,2.31,1134.0,0.39,55000.0,183953.0,49.27,6.77,,,10.75,10.75,10398025.0,372495052.19,,407.21,10.79,14.62,0.1548,30.77,0.3084
2011-07-11,3360727.0,115587737.49,6.65,12.41,4.08,132.68,1.0,97652710.82,1207428.0,2839264.0,41527880.93,,,2987.0,1.42,,,,2.21,33953.0,49596.0,,,1.42,2987.0,,1833.0,251124.0,46.56,10.82,,,10.9,10.9,9867939.0,339394643.68,,375.82,11.02,15.68,0.1382,26.68,0.3034
2011-07-12,2773588.0,95523062.08,5.48,9.98,3.36,105.15,1.0,73983200.3,1042073.0,2148161.0,35889253.87,,,,1.99,,6225.0,,6.71,50958.0,166467.0,,,1.99,,0.23,1112.0,748286.0,38.51,29.91,,,9.44,9.44,10000824.0,344430871.42,,369.77,9.43,19.96,0.1418,22.63,0.2512
2011-07-13,2898454.0,100566011.56,5.73,10.41,3.51,108.44,1.0,86989818.24,762028.0,2507169.0,26439652.54,,,12113.0,20.3,,,,10.79,548136.0,292158.0,,,20.3,12113.0,,,189128.0,28.01,7.97,,,6.94,6.94,10211238.0,354293522.93,,377.38,6.91,19.05,0.1797,31.54,0.2641
2011-07-14,1913353.0,64434763.49,3.78,6.89,2.32,71.59,1.0,50286853.39,772024.0,1493239.0,25998957.77,,,60870.0,1.76,,43000.0,,2.29,43785.0,61946.0,,,1.76,60870.0,1.6,11072.0,1100715.0,28.66,41.75,,,7.16,7.16,10013552.0,337219977.09,,369.17,7.2,14.08,0.1362,28.57,0.1774
2011-07-15,1893508.0,62655173.5,3.74,6.81,2.3,68.98,1.0,49802231.21,741801.0,1505078.0,24545800.89,,,251.0,0.39,,,,1.79,11839.0,43906.0,,,0.39,251.0,,13432.0,,26.71,,,,6.81,6.81,10152113.0,335928024.27,,365.42,6.81,14.19,0.1368,28.67,0.1738
2011-07-18,1282375.0,42427134.16,2.54,4.62,1.55,46.32,1.0,29674660.03,755337.0,896927.0,24990181.68,,,12966.0,0.44,,,,0.55,16036.0,11798.0,,,0.44,12966.0,,12368.0,624187.0,26.83,22.63,,,7.26,7.26,9645759.0,319128110.85,,343.3,7.25,10.71,0.1072,22.05,0.1233
2011-07-19,1296191.0,44037392.95,2.56,4.59,1.57,46.72,1.0,30584185.16,764020.0,900211.0,25957169.09,,,4757.0,0.43,,,,0.2,14648.0,4664.0,,,0.43,4757.0,,8590.0,11364.0,27.12,0.51,,,7.38,7.38,9594918.0,325982184.92,,344.08,7.3,10.52,0.1067,21.82,0.1251
2011-07-20,1296219.0,43839103.02,2.56,4.54,1.57,47.72,1.0,30445814.15,760922.0,900211.0,25734955.24,,,,,,,,0.18,,8098.0,,,,,,5000.0,,27.68,,,,7.36,7.36,9581888.0,324066670.22,,349.29,7.34,10.58,0.107,21.99,0.1253
2011-07-21,1360280.0,46816702.27,2.69,4.87,1.65,49.77,1.0,32435816.48,818483.0,942437.0,28169696.63,,,98513.0,2.9,,,,1.49,79226.0,40952.0,,,2.9,98513.0,,,37000.0,29.54,1.31,,,7.94,7.94,9485605.0,326465687.32,,345.69,7.87,12.87,0.1015,19.97,0.132
2011-07-22,1224152.0,42342561.91,2.42,4.58,1.48,45.97,1.0,32010841.49,713243.0,925455.0,24670576.76,,,15018.0,0.75,,,,5.1,15018.0,145486.0,,,0.75,15018.0,,25228.0,32000.0,26.4,1.11,,,7.11,7.11,9312839.0,322124590.64,,345.23,7.1,16.15,0.1196,22.88,0.1221
2011-07-25,1077648.0,36863488.83,2.13,4.12,1.31,40.54,1.0,29922713.66,583473.0,874745.0,19959068.65,,,,,,,,4.79,,129770.0,,,,,,,50710.0,21.62,1.88,,,5.51,5.51,10014809.0,342580137.2,,370.6,5.51,17.68,0.1338,25.17,0.1017
2011-07-26,947658.0,32920077.73,1.87,3.66,1.15,36.38,1.0,26204841.53,531811.0,754349.0,18474238.03,,,,,,,,2.02,,51662.0,,,,,,,120396.0,19.48,3.57,,,5.01,5.01,10080904.0,350193997.54,,371.45,4.98,14.69,0.1426,27.46,0.0893
2011-07-27,842030.0,30674443.37,1.66,3.28,1.02,32.3,1.0,24872553.62,418186.0,682765.0,15234163.6,,,,,,,,4.5,,126405.0,,,,,,12780.0,71584.0,15.7,2.61,,,3.94,3.94,10202494.0,371668259.37,,387.84,3.89,14.0,0.1493,29.01,0.0793
2011-07-28,687643.0,25031037.37,1.36,2.38,0.83,27.96,0.0,19334793.99,405432.0,531158.0,14758215.44,,,,1.1,,,,0.3,29332.0,12754.0,,,1.1,,,,180939.0,15.87,5.97,,,3.82,3.82,10194579.0,371095012.79,,398.84,3.83,15.76,0.1683,33.5,0.0649
2011-07-29,645555.0,23117105.96,1.28,2.17,0.78,25.64,0.0,17713893.58,338871.0,494668.0,12134855.77,,,15693.0,0.03,,,,3.7,864.0,93463.0,,,0.03,15693.0,,11209.0,37354.0,13.17,1.45,,,3.18,3.18,10321542.0,369610924.09,,400.45,3.18,15.66,0.1923,37.32,0.0606
2011-08-01,604448.0,21163638.52,1.2,1.97,0.73,23.78,0.0,15694897.01,271561.0,448257.0,9508210.53,,,9250.0,0.19,,,,3.01,5150.0,76714.0,,,0.19,9250.0,,154.0,51561.0,10.44,2.14,,,2.54,2.54,10418534.0,364785866.51,,398.32,2.55,11.2,0.2043,40.6,0.0565
2011-08-02,627637.0,21306089.24,1.24,2.05,0.76,24.11,0.0,15310285.91,295562.0,451012.0,10033300.06,,,,0.02,,8311.0,,0.0,990.0,21.0,,,0.02,,0.32,24022.0,6546.0,11.11,0.29,,,2.76,2.76,10428625.0,354015481.67,,388.82,2.78,10.69,0.192,39.27,0.0585
2011-08-03,666382.0,21981940.09,1.32,2.17,0.81,24.68,0.0,12907778.38,346277.0,391299.0,11422637.87,,,81458.0,1.12,,,,1.19,31000.0,30832.0,,,1.12,81458.0,,89.0,90713.0,12.61,3.72,,,3.23,3.23,10360852.0,341773379.1,,375.12,3.25,16.53,0.1394,28.37,0.0622
2011-08-04,550470.0,17076337.29,1.09,1.76,0.67,19.7,0.0,7835131.18,347309.0,252572.0,10774003.36,,,6915.0,0.71,,,,1.3,20000.0,35883.0,,,0.71,6915.0,,30000.0,150552.0,12.29,5.74,,,3.41,3.41,9825296.0,304794209.45,,342.59,3.46,21.99,0.1415,22.57,0.0541
2011-08-05,434108.0,13365527.03,0.86,1.34,0.53,15.15,0.0,7225071.87,243717.0,234668.0,7503676.85,,,,,,,,3.71,,103592.0,,,,,,,17904.0,8.15,0.58,,,2.42,2.42,9819890.0,302339522.09,,326.25,2.44,17.3,0.1548,28.66,0.0431
2011-08-08,399509.0,11462889.86,0.79,1.16,0.48,13.25,0.0,6038870.13,229839.0,210469.0,6594642.78,,,,0.13,,6300.0,,0.46,4709.0,13878.0,,,0.13,,0.21,,35208.0,7.52,1.27,,,2.27,2.27,9878633.0,283442130.21,,320.02,2.3,16.92,0.1244,20.6,0.0395
2011-08-09,383928.0,11477210.29,0.76,1.07,0.47,12.18,0.0,5770621.81,231692.0,193035.0,6926240.88,,,,,,,,0.01,,455.0,,,,,,2308.0,17434.0,7.18,0.59,,,2.29,2.29,9870595.0,295073280.71,,311.38,2.25,18.86,0.1369,21.68,0.038
2011-08-10,380268.0,10988752.95,0.75,1.02,0.46,12.39,0.0,5539138.53,229881.0,191683.0,6642961.06,,,,,,3446.0,,0.05,,1811.0,,,,,0.12,,4798.0,7.34,0.16,,,2.28,2.28,9871442.0,285258915.72,,314.69,2.28,18.04,0.1395,22.11,0.0376
2011-08-11,413790.0,12502899.17,0.82,1.1,0.5,13.25,0.0,6762122.87,264494.0,223796.0,7991835.98,,,,,,54344.0,,0.55,,16431.0,,,,,1.76,51044.0,22231.0,8.25,0.78,,,2.62,2.62,9838119.0,297264336.6,,311.29,2.58,16.79,0.1168,17.07,0.041
2011-08-12,450363.0,14243585.19,0.89,1.19,0.55,15.11,0.0,8279226.41,324883.0,261778.0,10275041.89,,,1798.0,0.2,,60000.0,,0.04,3207.0,1409.0,,,0.2,1798.0,2.04,60000.0,25225.0,10.66,0.8,,,3.1,3.1,10141511.0,320744545.9,,332.17,3.11,15.6,0.112,18.19,0.043
2011-08-15,440363.0,13734508.0,0.87,1.16,0.53,15.0,0.0,8164609.73,314883.0,261778.0,9820904.76,,,,,,,,0.32,,10000.0,,,,,,,,10.59,,,,3.01,3.01,10156016.0,316756591.62,,340.19,3.02,16.53,0.1158,18.17,0.0421
2011-08-16,398433.0,12213328.32,0.79,1.04,0.48,13.54,0.0,6739089.9,266899.0,219848.0,8181363.28,,,,,,,,1.62,,47984.0,,,,,,,41930.0,8.92,1.4,,,2.53,2.53,10264543.0,314643199.06,,342.87,2.54,14.12,0.1052,17.14,0.0378
2011-08-17,378573.0,11652161.91,0.75,0.98,0.46,12.69,0.0,6155464.22,251762.0,199988.0,7749024.86,,,,0.18,,,,0.53,5600.0,15137.0,,,0.18,,,,25460.0,8.28,0.88,,,2.4,2.4,10239810.0,315172830.83,,339.08,2.38,13.95,0.1049,18.76,0.0361
2011-08-18,343168.0,9815958.66,0.68,0.88,0.42,11.37,0.0,4707723.11,225715.0,164583.0,6456339.49,,,,,,,,0.86,,26047.0,,,,,,,35405.0,7.39,1.17,,,2.14,2.14,10305574.0,294780073.85,,334.19,2.16,14.71,0.1102,20.33,0.0326
2011-08-19,332451.0,9644130.7,0.66,0.83,0.4,10.45,0.0,4320192.04,230656.0,148925.0,6691141.28,,,,,,,,,,,,,,,,4941.0,15658.0,7.13,0.54,,,2.19,2.19,10300888.0,298820307.89,,322.66,2.16,15.04,0.1188,22.94,0.0316
2011-08-22,373117.0,11021941.82,0.74,0.93,0.45,11.87,0.0,5506052.47,263004.0,186392.0,7769184.43,,,42566.0,,,47685.0,,0.34,,10218.0,,,,42566.0,1.52,,10218.0,8.22,0.33,,,2.51,2.51,10232862.0,302280543.77,,322.44,2.49,15.47,0.1114,19.41,0.0355
2011-08-23,350839.0,10589359.93,0.69,0.88,0.43,11.29,0.0,4846779.91,248946.0,160580.0,7513927.46,,,,,,,,0.41,,14058.0,,,,,,,25812.0,7.91,0.89,,,2.35,2.35,10364243.0,312823544.51,,331.84,2.33,17.15,0.12,21.55,0.0331
2011-08-24,354739.0,10738467.68,0.7,0.9,0.43,11.58,0.0,4996425.66,273372.0,165054.0,8275369.74,,,25000.0,0.25,,,,0.02,7249.0,574.0,,,0.25,25000.0,,,2775.0,8.86,0.1,,,2.57,2.57,10365798.0,313787846.16,,337.18,2.56,16.52,0.1163,20.94,0.0333
2011-08-25,471866.0,14448914.63,0.93,1.18,0.57,15.5,0.0,8422373.65,320499.0,275054.0,9813935.93,,,45000.0,3.65,,,,,110000.0,,,,3.65,45000.0,,2127.0,,10.42,,,,3.03,3.03,10260138.0,314173638.49,,335.92,3.01,14.39,0.2264,42.98,0.0446
2011-08-26,499908.0,15240056.51,0.99,1.23,0.61,16.42,0.0,8864638.36,331815.0,290780.0,10115619.98,,,12316.0,0.2,,10899.0,,0.04,5827.0,1000.0,,,0.2,12316.0,0.35,,1000.0,10.85,0.03,,,3.11,3.11,10331356.0,314958851.05,,338.97,3.1,13.28,0.1962,39.39,0.0469
2011-08-29,567582.0,17776373.17,1.12,1.41,0.69,18.89,0.0,11256565.67,324171.0,359411.0,10152867.19,,,,2.58,,,,0.27,75318.0,7644.0,,,2.58,,,,6687.0,10.57,0.23,,,3.06,3.06,10284398.0,322101998.78,,339.94,3.02,26.36,0.2007,33.95,0.0535
2011-08-30,600914.0,18652375.53,1.19,1.52,0.73,20.28,0.0,11947547.5,342006.0,384908.0,10615869.07,,,7835.0,0.82,,2162.0,,,23335.0,,,,0.82,7835.0,0.08,10000.0,,11.52,,,,3.23,3.23,10247324.0,318077021.64,,344.64,3.23,24.25,0.1759,31.17,0.0567
2011-08-31,620224.0,20141545.22,1.23,1.59,0.75,21.27,0.0,13259976.17,344906.0,408318.0,11200694.91,,,7000.0,1.01,,,,0.15,23410.0,4100.0,,,1.01,7000.0,,,,11.58,,,,3.26,3.26,10245812.0,332728958.82,,348.18,3.22,23.7,0.1834,32.71,0.0586
2011-09-01,840824.0,27219286.94,1.66,2.13,1.02,29.37,1.0,20353217.08,345098.0,628726.0,11171566.8,,,1292.0,,,225000.0,,0.02,,1900.0,,,,1292.0,7.84,800.0,4592.0,12.08,0.16,,,3.26,3.26,10241293.0,331532749.78,,358.07,3.26,22.21,0.1831,31.3,0.0794
2011-09-02,797780.0,25045510.07,1.58,2.04,0.97,27.41,0.0,18753523.4,316420.0,597360.0,9933691.37,,,2000.0,,,,,1.12,,30678.0,,,,2000.0,,,31366.0,10.9,1.11,,,3.09,3.09,9917088.0,311337119.75,,341.95,3.09,23.27,0.2031,33.67,0.078
2011-09-05,820446.0,24859027.95,1.62,2.09,0.99,27.61,0.0,18584444.78,323086.0,613360.0,9789314.48,,,6666.0,0.38,,,,,16000.0,,,,0.38,6666.0,,,,10.87,,,,3.15,3.15,9920597.0,300588214.39,,331.89,3.17,22.19,0.2015,33.28,0.0801
2011-09-06,815342.0,24267638.24,1.61,2.05,0.99,26.74,0.0,18535585.79,316640.0,622757.0,9424394.88,,,,0.49,,,,0.52,15132.0,14501.0,,,0.49,,,8055.0,5735.0,10.33,0.21,,,3.08,3.08,9971344.0,296784624.11,,324.28,3.09,22.57,0.2043,33.32,0.0793
2011-09-07,591314.0,18315831.8,1.17,1.51,0.72,19.41,0.0,12799684.87,309557.0,413229.0,9588465.59,,,,,,15472.0,,0.73,,22500.0,,,,,0.53,15417.0,225000.0,9.94,7.58,,,3.0,3.0,9996179.0,309629626.92,,324.6,2.97,28.51,0.2162,34.35,0.0574
2011-09-08,591314.0,18527909.85,1.17,1.63,0.72,19.95,0.0,12947891.75,309557.0,413229.0,9699489.93,,,,,,,,,,,,,,,,,,10.37,,,,3.0,3.0,10018263.0,313906780.07,,336.57,2.99,28.09,0.2136,34.23,0.0573
