,AEME FP Equity_DX_SI_QTY,AEME FP Equity_DX_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEME FP Equity_DX_SI_MV,AEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SUPPLY_SI_QTY,AEME FP Equity_DX_BROKER_SI_QTY,AEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEME FP Equity_DX_BROKER_SI_MV_INC_x,AEME FP Equity_DX_BROKER_SI_QTY_ADD,AEME FP Equity_DX_SUPPLY_SI_MV_DEC,AEME FP Equity_DX_BROKER_SI_QTY_INC,AEME FP Equity_DX_SUPPLY_SI_QTY_DEC,AEME FP Equity_DX_BROKER_SI_MV_INC_y,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEME FP Equity_DX_BROKER_SI_MV_ADD,AEME FP Equity_DX_SUPPLY_SI_QTY_ADD,AEME FP Equity_DX_BROKER_SI_QTY_DEC,AEME FP Equity_DX_SUPPLY_SI_MV,AEME FP Equity_DX_BROKER_SI_MV_DEC,AEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEME FP Equity_DX_UTILIZATION_QUANTITY,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEME FP Equity_DX_ACTIVE_UTILIZATION_MV,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEME FP Equity_DX_BROKER_SI_CON_RATIO,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEME FP Equity_DX_DEMAND_SUPPLY_RATIO,AEME FP Equity_PX_LAST
2022-04-18,70000.0,4428830.0,0.76,0.15,4.43,4428830.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,
2022-04-19,70000.0,4369470.0,0.76,0.15,4.43,4369470.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,62.421
2022-04-20,70000.0,4334120.0,0.75,0.15,4.37,4334120.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,61.916
2022-04-21,70000.0,4287080.0,0.69,0.15,4.33,4287080.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,61.244
2022-04-22,70000.0,4268530.0,0.68,0.15,4.3,4268530.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,60.979
2022-04-25,70000.0,4194400.0,0.62,0.15,4.27,4194400.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,59.92
2022-04-26,70000.0,4183480.0,0.6,0.15,4.19,4183480.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,59.764
2022-04-27,70000.0,4240670.0,0.6,0.15,4.18,4240670.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,60.581
2022-04-28,70000.0,4280500.0,0.6,0.15,4.24,4280500.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,61.15
2022-04-29,70000.0,4390330.0,0.61,0.15,4.28,4390330.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,62.719
2022-05-02,70000.0,4319420.0,0.61,0.15,4.39,4319420.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0829,61.706
2022-05-03,70000.0,4356800.0,0.61,0.15,4.32,4356800.0,0.0,70000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.083,62.24
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,70000.0,0.0,4.31,0.0,0.0,843876.0,51684873.37,0.87,0.0,,0.0,100.0,0.0,61.247
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,843876.0,51160826.38,0.88,0.0,,0.0,,0.0,60.626
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,843876.0,50435093.02,0.87,0.0,,0.0,,0.0,59.766
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,843876.0,49241008.48,0.87,0.0,,0.0,,0.0,58.351
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,843876.0,49067170.02,0.87,0.0,,0.0,,0.0,58.145
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60198113.0,1.05,0.0,,0.0,,0.0,59.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59793051.12,1.07,0.0,,0.0,,0.0,58.603
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61060272.42,1.05,0.0,,0.0,,0.0,59.845
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60938855.88,1.05,0.0,,0.0,,0.0,59.726
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61629603.72,1.04,0.0,,0.0,,0.0,60.403
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61141896.98,1.05,0.0,,0.0,,0.0,59.925
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60863353.16,1.04,0.0,,0.0,,0.0,59.652
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61315349.17,1.05,0.0,,0.0,,0.0,60.095
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,61248909.77,1.04,0.0,,0.0,,0.0,60.024
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59361461.26,1.04,0.0,,0.0,,0.0,58.18
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,60040747.88,1.06,0.0,,0.0,,0.0,58.84
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,60665236.96,1.05,0.0,,0.0,,0.0,59.452
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,61671358.27,1.06,0.0,,0.0,,0.0,60.438
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62249929.04,1.05,0.0,,0.0,,0.0,61.005
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62646867.36,1.06,0.0,,0.0,,0.0,61.394
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62371357.47,1.06,0.0,,0.0,,0.0,61.124
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62827479.4,1.05,0.0,,0.0,,0.0,61.571
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62098908.8,1.05,0.0,,0.0,,0.0,60.857
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,63025438.36,1.06,0.0,,0.0,,0.0,61.765
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,62558091.95,1.06,0.0,,0.0,,0.0,61.307
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,63136597.16,1.05,0.0,,0.0,,0.0,61.88
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62589712.61,1.06,0.0,,0.0,,0.0,61.344
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62117310.47,1.06,0.0,,0.0,,0.0,60.881
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60587870.27,1.06,0.0,,0.0,,0.0,59.382
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61467374.91,1.05,0.0,,0.0,,0.0,60.244
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,61807072.4,1.06,0.0,,0.0,,0.0,60.571
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,59695850.31,1.04,0.0,,0.0,,0.0,58.502
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020407.0,60276461.9,1.06,0.0,,0.0,,0.0,59.071
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60187909.93,1.04,0.0,,0.0,,0.0,58.99
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60905185.75,1.05,0.0,,0.0,,0.0,59.693
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59707345.33,1.05,0.0,,0.0,,0.0,58.519
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59975686.07,1.06,0.0,,0.0,,0.0,58.782
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60958241.72,1.05,0.0,,0.0,,0.0,59.745
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61121490.84,1.04,0.0,,0.0,,0.0,59.905
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61466354.6,1.06,0.0,,0.0,,0.0,60.243
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61107206.54,1.06,0.0,,0.0,,0.0,59.891
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60539915.85,1.05,0.0,,0.0,,0.0,59.335
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60622560.71,1.05,0.0,,0.0,,0.0,59.416
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60560321.99,1.05,0.0,,0.0,,0.0,59.355
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60407275.94,1.07,0.0,,0.0,,0.0,59.205
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60945998.03,1.06,0.0,,0.0,,0.0,59.733
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62814180.15,1.05,0.0,,0.0,,0.0,61.564
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62810098.92,1.05,0.0,,0.0,,0.0,61.56
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61505126.27,1.06,0.0,,0.0,,0.0,60.281
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61529613.64,1.05,0.0,,0.0,,0.0,60.305
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61107206.54,1.05,0.0,,0.0,,0.0,59.891
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60679697.9,1.06,0.0,,0.0,,0.0,59.472
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60689900.97,1.04,0.0,,0.0,,0.0,59.482
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61355141.14,1.04,0.0,,0.0,,0.0,60.134
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61201074.78,1.04,0.0,,0.0,,0.0,59.983
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61368405.13,1.05,0.0,,0.0,,0.0,60.147
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61704086.13,1.05,0.0,,0.0,,0.0,60.476
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61494923.2,1.04,0.0,,0.0,,0.0,60.271
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61420440.79,1.05,0.0,,0.0,,0.0,60.198
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61684700.3,1.06,0.0,,0.0,,0.0,60.457
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62105066.78,1.05,0.0,,0.0,,0.0,60.869
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62312189.1,1.04,0.0,,0.0,,0.0,61.072
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61777548.24,1.04,0.0,,0.0,,0.0,60.548
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61352080.22,1.04,0.0,,0.0,,0.0,60.131
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61537776.09,1.05,0.0,,0.0,,0.0,60.313
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61986711.17,1.05,0.0,,0.0,,0.0,60.753
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62064254.5,1.03,0.0,,0.0,,0.0,60.829
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62375448.14,1.05,0.0,,0.0,,0.0,61.134
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62481560.07,1.04,0.0,,0.0,,0.0,61.238
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62128533.84,1.04,0.0,,0.0,,0.0,60.892
2022-08-10,615.0,37418.45,0.08,0.0,0.04,0.0,615.0,0.0,37418.45,,,,,,,,,,615.0,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,60.843
2022-08-11,615.0,37844.03,0.08,0.0,0.04,0.0,615.0,0.0,37844.03,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,61.535
2022-08-12,615.0,38122.62,0.09,0.0,0.04,0.0,615.0,0.0,38122.62,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,61.988
2022-08-15,615.0,38383.38,0.07,0.0,0.04,0.0,615.0,0.0,38383.38,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,62.412
2022-08-16,615.0,38415.98,0.07,0.0,0.04,0.0,615.0,0.0,38415.98,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,62.465
2022-08-17,615.0,38226.56,0.07,0.0,0.04,0.0,615.0,0.0,38226.56,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,62.157
2022-08-18,615.0,38235.17,0.06,0.0,0.04,0.0,615.0,0.0,38235.17,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,62.171
2022-08-19,615.0,37975.02,0.06,0.0,0.04,0.0,615.0,0.0,37975.02,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,61.748
2022-08-22,615.0,38131.85,0.06,0.0,0.04,0.0,615.0,0.0,38131.85,,,,,,,,,,,,0.04,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006,62.003
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.04,,615.0,,,,,,0.0,,0.0,0.0,1020307.0,63246790.32,1.04,0.0,,0.0,,0.0,61.988
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,63629405.44,1.05,0.0,,0.0,,0.0,62.363
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,64342600.03,1.05,0.0,,0.0,,0.0,63.062
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,63968147.37,1.05,0.0,,0.0,,0.0,62.695
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,63311069.66,1.05,0.0,,0.0,,0.0,62.051
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62454011.78,1.04,0.0,,0.0,,0.0,61.211
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62486661.6,1.04,0.0,,0.0,,0.0,61.243
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62171386.74,1.06,0.0,,0.0,,0.0,60.934
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62083640.34,1.04,0.0,,0.0,,0.0,60.848
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62190772.57,1.06,0.0,,0.0,,0.0,60.953
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61672456.62,1.05,0.0,,0.0,,0.0,60.445
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61308207.02,1.04,0.0,,0.0,,0.0,60.088
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61386770.66,1.04,0.0,,0.0,,0.0,60.165
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61774487.32,1.04,0.0,,0.0,,0.0,60.545
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,62221381.78,1.04,0.0,,0.0,,0.0,60.983
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61570425.92,1.06,0.0,,0.0,,0.0,60.345
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,61415339.25,1.05,0.0,,0.0,,0.0,60.193
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60983749.39,1.04,0.0,,0.0,,0.0,59.77
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59944056.56,1.04,0.0,,0.0,,0.0,58.751
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,59936914.41,1.05,0.0,,0.0,,0.0,58.744
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60326671.68,1.05,0.0,,0.0,,0.0,59.126
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1020307.0,60370544.88,1.06,0.0,,0.0,,0.0,59.169
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,59906968.68,1.16,0.0,,0.0,,0.0,58.605
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,59230261.69,1.17,0.0,,0.0,,0.0,57.943
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,59244572.71,1.17,0.0,,0.0,,0.0,57.957
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,59237417.2,1.17,0.0,,0.0,,0.0,57.95
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,58802975.4,1.15,0.0,,0.0,,0.0,57.525
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,57085652.52,1.14,0.0,,0.0,,0.0,55.845
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,57436272.61,1.15,0.0,,0.0,,0.0,56.188
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1022216.0,57529294.26,1.15,0.0,,0.0,,0.0,56.279
2022-10-04,30000.0,1723590.0,7.03,0.07,1.73,1723590.0,0.0,30000.0,0.0,,,30000.0,,,,,,1.73,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0293,57.453
2022-10-05,30000.0,1729710.0,6.91,0.07,1.73,1729710.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0293,57.657
2022-10-06,30000.0,1742490.0,7.05,0.07,1.73,1742490.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0293,58.083
2022-10-07,30000.0,1716810.0,7.01,0.07,1.71,1716810.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0293,57.227
2022-10-10,30000.0,1699710.0,7.16,0.07,1.72,1699710.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0293,56.657
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,30000.0,0.0,1.71,0.0,0.0,1022216.0,57090763.6,1.15,0.0,,0.0,,0.0,55.85
