,ALCWE FP Equity_DX_SI_QTY,ALCWE FP Equity_DX_SHORT_INTEREST_VALUE,ALCWE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCWE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCWE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCWE FP Equity_DX_SI_MV,ALCWE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCWE FP Equity_DX_SUPPLY_SI_QTY,ALCWE FP Equity_DX_BROKER_SI_QTY,ALCWE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCWE FP Equity_DX_SUPPLY_SI_MV,ALCWE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCWE FP Equity_DX_UTILIZATION_QUANTITY,ALCWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCWE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCWE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCWE FP Equity_DX_BROKER_SI_CON_RATIO,ALCWE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCWE FP Equity_PX_LAST
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,92.38,0.0,0.0,0.0,0.0,2.98
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,96.1,0.0,0.0,0.0,0.0,3.1
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,96.1,0.0,0.0,0.0,0.0,3.1
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,95.48,0.0,0.0,0.0,0.0,3.08
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.62,0.0,0.0,0.0,0.0,3.02
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,0.0,0.0,0.0,0.0,3.0
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,92.8,0.0,0.0,0.0,0.0,2.9
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,95.36,0.0,0.0,0.0,0.0,2.98
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,92.8,0.0,0.0,0.0,0.0,2.9
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,96.0,0.0,0.0,0.0,0.0,3.0
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,92.8,0.0,0.0,0.0,0.0,2.9
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,95.36,0.0,0.0,0.0,0.0,2.98
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,128.14,0.0,0.0,0.0,0.0,2.98
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,125.56,0.0,0.0,0.0,0.0,2.92
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,120.54,0.0,0.0,0.0,0.0,2.94
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,120.54,0.0,0.0,0.0,0.0,2.94
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,120.54,0.0,0.0,0.0,0.0,2.94
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,120.54,0.0,0.0,0.0,0.0,2.94
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,119.72,0.0,0.0,0.0,0.0,2.92
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,120.54,0.0,0.0,0.0,0.0,2.94
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,114.8,0.0,0.0,0.0,0.0,2.8
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,113.98,0.0,0.0,0.0,0.0,2.78
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,114.8,0.0,0.0,0.0,0.0,2.8
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,117.6,0.0,0.0,0.0,0.0,2.8
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,120.96,0.0,0.0,0.0,0.0,2.88
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,121.8,0.0,0.0,0.0,0.0,2.9
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,121.8,0.0,0.0,0.0,0.0,2.9
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,124.32,0.0,0.0,0.0,0.0,2.96
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,121.8,0.0,0.0,0.0,0.0,2.9
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,134.32,0.0,0.0,0.0,0.0,2.92
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,136.16,0.0,0.0,0.0,0.0,2.96
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,133.4,0.0,0.0,0.0,0.0,2.9
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,133.4,0.0,0.0,0.0,0.0,2.9
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,135.24,0.0,0.0,0.0,0.0,2.94
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,133.4,0.0,0.0,0.0,0.0,2.9
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,135.24,0.0,0.0,0.0,0.0,2.94
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,134.32,0.0,0.0,0.0,0.0,2.92
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,134.32,0.0,0.0,0.0,0.0,2.92
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,135.24,0.0,0.0,0.0,0.0,2.94
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,135.24,0.0,0.0,0.0,0.0,2.94
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,125.12,0.0,0.0,0.0,0.0,2.72
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,128.8,0.0,0.0,0.0,0.0,2.8
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,129.72,0.0,0.0,0.0,0.0,2.82
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,129.72,0.0,0.0,0.0,0.0,2.82
