,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-11-21,1811054.0,38473398.7,1.11,5.82,0.94,44.87,0.0,27958088.98,1355680.0,1316068.0,28799592.48,,,85355.0,6.18,,2259.0,,0.06,247000.0,2463.0,,,6.18,85355.0,0.05,122259.0,,33.05,,,,3.88,3.88,33614848.0,714102091.59,,820.2,3.87,20.75,0.259,39.82,0.0518
2014-11-24,1756575.0,37445767.98,1.07,5.8,0.91,43.56,0.0,28040129.5,1301201.0,1315358.0,27738337.81,,,,,,,,1.33,,54479.0,,,,,,,710.0,31.79,0.02,,,3.67,3.67,34177616.0,728580948.09,,835.78,3.66,20.68,0.2588,39.79,0.0495
2014-11-25,1682680.0,36243249.74,1.03,5.58,0.87,41.72,0.0,27627993.12,1252984.0,1282696.0,26988026.26,,,,,,4100.0,,1.33,,54843.0,,,,,0.1,6626.0,36762.0,30.77,1.01,,,3.54,3.54,34136584.0,735267988.63,,839.13,3.54,21.17,0.2505,38.11,0.0475
2014-11-26,1654901.0,35946810.6,1.01,5.36,0.86,41.37,0.0,27258587.5,1230574.0,1254917.0,26729822.82,,,,,,,,0.54,,22410.0,,,,,,,27779.0,30.53,0.46,,,3.47,3.47,34197616.0,742821005.83,,849.39,3.47,21.3,0.2472,37.38,0.0467
2014-11-27,1644141.0,35927323.73,1.0,5.41,0.85,41.35,0.0,27186981.72,1219814.0,1244157.0,26655045.08,,,,,,,,0.25,,10760.0,,,,,,,10760.0,30.55,0.17,,,3.44,3.44,34261064.0,748663489.17,,859.23,3.43,21.31,0.2454,36.97,0.0463
2014-11-28,1541254.0,33592038.87,0.94,5.41,0.8,38.93,0.0,24967369.3,1200314.0,1145541.0,26161161.33,,,,,,,,0.49,,19500.0,,,,,,,98616.0,30.15,2.47,,,3.37,3.37,34413904.0,750060146.44,,865.88,3.36,19.68,0.2544,39.45,0.0433
2014-12-01,1556014.0,34035388.49,0.95,5.64,0.81,39.26,0.0,25056929.41,1168074.0,1145541.0,25549803.78,,,11067.0,,,,,1.2,,47729.0,,,,11067.0,,4422.0,,29.3,,,,3.28,3.28,34457992.0,753715033.55,,865.35,3.28,19.72,0.2547,39.5,0.0437
2014-12-02,1534759.0,33430480.34,0.94,5.6,0.8,38.85,0.0,24380550.05,1150919.0,1119286.0,25069587.47,,,5000.0,,,,,0.55,,22155.0,,,,5000.0,,,26255.0,29.0,0.62,,,3.23,3.23,34515328.0,751820966.01,,870.36,3.22,19.95,0.2575,40.08,0.043
2014-12-03,1572418.0,34455667.5,0.96,5.78,0.82,39.73,0.0,25351600.04,1189805.0,1156945.0,26071646.0,,,,0.93,,,,,37659.0,,,,0.93,,,38886.0,,29.9,,,,3.35,3.35,34286312.0,751300077.95,,863.16,3.35,19.48,0.2651,41.6,0.0443
2014-12-04,1521658.0,33012927.39,0.93,5.63,0.79,38.43,0.0,23999088.55,1137818.0,1106185.0,24685378.07,,,,0.01,,,,1.29,1227.0,51987.0,,,0.01,,,,51987.0,28.61,1.36,,,3.21,3.21,34328248.0,744763907.93,,863.03,3.21,20.2,0.2542,39.36,0.0429
2014-12-05,1354056.0,29647277.19,0.83,4.89,0.7,33.84,0.0,19799445.82,1171417.0,904284.0,25648366.47,,,,,,,,4.0,,158427.0,,,,,,192026.0,201901.0,29.32,5.33,,,3.33,3.33,33972060.0,743823800.15,,853.48,3.32,22.99,0.2989,44.62,0.0385
2014-12-08,1722348.0,37673686.28,1.05,6.16,0.89,43.27,0.0,23720855.57,1167508.0,1084459.0,25537423.41,,,,4.53,,,,0.1,180175.0,3909.0,,,4.53,,,,,29.38,,,,3.32,3.32,34024212.0,744226770.07,,856.38,3.32,25.31,0.2427,34.53,0.0489
2014-12-09,1688531.0,36295934.51,1.03,6.09,0.88,42.34,0.0,22755080.3,1143396.0,1058594.0,24577947.54,,,,,,,,0.61,,24112.0,,,,,,,25865.0,28.65,0.68,,,3.24,3.24,34147360.0,734016930.81,,854.12,3.25,25.37,0.2396,33.64,0.0478
2014-12-10,1660604.0,35717265.84,1.01,5.81,0.86,41.12,0.0,22768874.05,1105764.0,1058594.0,23783434.67,,,,,,,,0.95,,37632.0,,,,,,,,27.33,,,,3.13,3.13,34221832.0,736063667.85,,846.45,3.13,24.19,0.2392,34.18,0.047
2014-12-11,1660604.0,35515310.38,1.01,5.62,0.86,41.17,0.0,22640132.43,1103505.0,1058594.0,23600643.25,,,,,,,,0.04,,2259.0,,,,,,,,27.31,,,,3.12,3.12,34288860.0,733335283.69,,847.85,3.12,24.18,0.2397,34.27,0.0469
2014-12-12,1643490.0,34578224.6,1.0,5.45,0.85,40.5,0.0,21912229.07,1088650.0,1041480.0,22904662.77,,,,,,,,0.37,,14855.0,,,,,,,17114.0,26.69,0.52,,,3.13,3.13,33683264.0,708679376.09,,824.26,3.14,24.45,0.2384,33.65,0.0473
2014-12-15,1590926.0,32539446.43,0.97,5.28,0.83,38.76,0.0,20226446.24,1036421.0,988916.0,21198073.08,,,,,,,,1.3,,52564.0,,,,,,335.0,52564.0,24.99,1.35,,,2.97,2.97,33906696.0,693498703.41,,816.28,2.97,25.16,0.2329,31.55,0.0455
2014-12-16,1598876.0,33097890.29,0.98,5.17,0.83,38.16,0.0,20471276.87,1044371.0,988916.0,21619235.5,,,2700.0,,,,,,,,,,,2700.0,,5250.0,,24.61,,,,3.09,3.09,32781388.0,678598455.17,,772.54,3.09,25.18,0.2321,31.49,0.0473
2014-12-17,1543270.0,32067461.01,0.94,4.85,0.8,37.25,0.0,19398354.73,1041067.0,933560.0,21632232.49,,,5000.0,0.08,,,,0.19,1166.0,8304.0,,,0.08,5000.0,,,56522.0,24.87,1.2,,,3.01,3.01,33569004.0,697527151.42,,802.83,3.01,25.88,0.2253,28.94,0.0446
2014-12-18,1515653.0,32448161.29,0.93,4.73,0.79,36.73,0.0,19874617.34,1020402.0,928343.0,21845480.91,,,2284.0,,,1570.0,,0.55,,22949.0,,,,2284.0,0.04,,6787.0,24.56,0.12,,,2.94,2.94,33647480.0,720348825.33,,812.71,2.93,26.4,0.2311,29.05,0.0437
2014-12-19,1508889.0,32440981.25,0.92,4.63,0.78,37.3,0.0,18229797.18,904885.0,847901.0,19454948.19,,,,0.14,,,,2.88,55.0,124217.0,,,0.14,,,8700.0,80497.0,22.34,1.89,,,2.61,2.61,33776196.0,726185253.56,,834.53,2.61,24.3,0.2101,26.69,0.0435
2014-12-22,1509494.0,32644123.17,0.92,4.5,0.78,37.41,0.0,18335408.59,902095.0,847846.0,19508590.49,,,845.0,,,,,0.09,,3635.0,,,,845.0,,,55.0,22.35,0.0,,,2.6,2.6,33816228.0,731305399.1,,838.98,2.6,24.22,0.2113,27.02,0.0435
2014-12-23,1498795.0,32725222.75,0.92,4.52,0.78,37.33,0.0,18531821.84,896936.0,848746.0,19584019.42,,,1708.0,0.05,,,,0.18,900.0,7304.0,,,0.05,1708.0,,437.0,,22.39,,,,2.58,2.58,33908208.0,740363865.54,,847.94,2.57,24.37,0.2129,27.02,0.0431
2014-12-24,1508059.0,32999547.63,0.92,4.54,0.78,37.76,0.0,18619310.04,904055.0,850891.0,19782651.76,,,,0.09,,392.0,,,1753.0,,,,0.09,,0.01,7119.0,,22.71,,,,2.6,2.6,33905028.0,741914332.58,,852.26,2.6,24.06,0.2116,27.2,0.0433
2014-12-25,1508059.0,32999547.63,0.92,4.6,0.78,37.77,0.0,18619310.04,904055.0,850891.0,19782651.76,,,,,,,,,,,,,,,,,,22.74,,,,2.59,2.59,34018088.0,744388326.54,,854.91,2.59,24.05,0.2116,27.2,0.0432
2014-12-26,1509059.0,33021429.77,0.92,4.6,0.78,37.86,0.0,18619310.04,905055.0,850891.0,19804533.9,,,1000.0,,,,,,,,,,,1000.0,,,,22.8,,,,2.61,2.61,33758808.0,738714727.09,,850.61,2.61,24.02,0.2113,27.21,0.0435
2014-12-29,1523775.0,33125040.38,0.93,4.65,0.79,38.21,0.0,18808953.46,916376.0,865225.0,19920914.83,,,382.0,0.37,,,,,14334.0,,,,0.37,382.0,,10939.0,,23.04,,,,2.63,2.63,33877860.0,736464031.99,,852.5,2.63,24.57,0.2122,27.2,0.0438
2014-12-30,1531200.0,33213293.93,0.94,4.68,0.79,38.26,0.0,18960817.04,912936.0,874132.0,19802515.48,,,3460.0,0.29,,,,0.2,11578.0,6900.0,,,0.29,3460.0,,,2671.0,22.84,0.1,,,2.61,2.61,34094592.0,739546568.45,,853.35,2.61,25.31,0.2124,26.7,0.0437
2014-12-31,1530881.0,33505590.93,0.94,4.67,0.79,38.26,0.0,19131669.42,912617.0,874132.0,19973970.46,,,,,,,,0.01,,319.0,,,,,,,,22.87,,,,2.6,2.6,34143512.0,747281170.69,,857.37,2.6,25.37,0.2123,26.63,0.0437
2015-01-01,1530881.0,33505590.93,0.94,4.74,0.79,38.37,0.0,19131669.42,912617.0,874132.0,19973970.46,,,,,,,,,,,,,,,,,,23.0,,,,2.6,2.6,34148704.0,747394805.28,,859.36,2.61,25.3,0.2123,26.66,0.0437
2015-01-02,1482758.0,32259140.95,0.91,4.59,0.77,37.31,0.0,18131725.89,841308.0,833406.0,18303643.18,,479.0,5092.0,,0.01,24000.0,,1.95,,77694.0,,479.0,,5092.0,0.6,814.0,64726.0,21.24,1.61,,,2.39,2.39,34296596.0,746162707.88,,864.42,2.4,21.6,0.2066,27.78,0.0422
2015-01-05,1304468.0,27836311.29,0.8,4.01,0.68,32.59,0.0,18098676.8,849711.0,848142.0,18132158.01,,,,0.33,,,,0.12,15128.0,4769.0,,,0.33,,,13172.0,392.0,21.27,0.01,,,2.39,2.39,34726568.0,741037385.99,,867.98,2.39,23.96,0.202,25.9,0.0367
2015-01-06,1338387.0,28269457.2,0.82,4.07,0.69,32.99,0.0,18611512.26,850981.0,881142.0,17974450.55,,,6362.0,0.8,,,,0.35,33000.0,13092.0,,,0.8,6362.0,,8000.0,,20.87,,,,2.39,2.39,34742660.0,733835684.12,,852.66,2.39,23.44,0.1937,25.39,0.0376
2015-01-07,1545448.0,32757119.82,0.94,4.68,0.8,37.86,0.0,18995254.04,866075.0,896177.0,18357215.87,,,16832.0,0.49,,,,0.04,20941.0,1738.0,,,0.49,16832.0,,,5906.0,21.09,0.2,,,2.42,2.42,34940704.0,740598731.04,,853.7,2.41,23.18,0.1988,26.01,0.0432
2015-01-08,1493560.0,32312510.85,0.91,4.51,0.78,36.66,0.0,18806683.52,841075.0,869289.0,18196286.09,,,,,,,,0.59,,25000.0,,,,,,,26888.0,20.63,0.66,,,2.36,2.36,34820332.0,753322501.53,,854.05,2.36,24.0,0.2059,27.01,0.0419
2015-01-09,1102937.0,23559752.35,0.67,3.32,0.57,27.46,0.0,13783477.35,660076.0,645266.0,14099832.62,,,32400.0,,,,,5.19,,213399.0,,,,32400.0,,,224023.0,16.36,5.48,,,1.85,1.85,35030916.0,748292699.96,,866.86,1.85,29.65,0.2592,38.77,0.0309
2015-01-12,823105.0,17660934.48,0.5,2.57,0.43,20.4,0.0,11939907.87,608091.0,556471.0,13047491.28,,,,0.18,,,,1.31,9321.0,52974.0,,,0.18,,,989.0,98116.0,14.97,2.4,,,1.7,1.7,35152332.0,754245244.71,,865.19,1.7,28.25,0.2656,41.28,0.023
2015-01-13,806947.0,17552574.38,0.49,2.5,0.42,20.15,0.0,12441568.51,563309.0,571978.0,12253001.9,,,,1.2,,,,1.09,45315.0,44782.0,,,1.2,,,,29808.0,13.98,0.73,,,1.57,1.57,35269400.0,767174011.21,,875.12,1.57,35.49,0.3129,41.99,0.0225
2015-01-14,806205.0,17154750.94,0.49,2.48,0.42,20.29,0.0,12154987.02,561567.0,571236.0,11949246.19,,,,0.03,,,,0.03,1000.0,1742.0,,,0.03,,,,1742.0,13.97,0.0,,,1.56,1.56,35333660.0,751843683.91,,878.53,1.56,35.51,0.3129,41.99,0.0225
2015-01-15,771076.0,16799107.3,0.47,2.31,0.4,19.16,0.0,11795623.62,523547.0,541417.0,11406297.47,,,,0.12,,,,0.98,5000.0,38720.0,,,0.12,,,700.0,34819.0,12.94,0.99,,,1.46,1.46,35366520.0,770515441.24,,874.69,1.46,33.6,0.3167,43.9,0.0215
2015-01-16,773644.0,17164198.99,0.47,2.25,0.4,19.56,0.0,11958346.8,526115.0,539000.0,11672477.98,,,6010.0,,,,,0.08,,3442.0,,,,6010.0,,,2417.0,13.28,0.0,,,1.46,1.46,35414056.0,785702344.0,,892.48,1.47,33.75,0.3175,43.86,0.0215
2015-01-19,783644.0,17648145.03,0.48,2.24,0.41,19.92,0.0,12138611.63,527967.0,539000.0,11890141.68,,,,,,,,0.19,,8148.0,,,,,,10000.0,,13.54,,,,1.47,1.47,35492292.0,799308252.86,,906.88,1.47,33.41,0.3169,44.04,0.0218
2015-01-20,736488.0,16685327.99,0.45,2.1,0.38,19.1,0.0,11543014.16,512842.0,509507.0,11618569.45,,,,,,7037.0,,0.37,,15125.0,,,,,0.18,,36530.0,13.33,0.72,,,1.42,1.42,35539472.0,805156020.24,,924.58,1.42,30.72,0.3258,46.76,0.0204
2015-01-21,734604.0,16680933.78,0.45,2.11,0.38,19.12,0.0,11397357.38,496738.0,501923.0,11279619.61,,,,0.2,,,,0.56,7800.0,21804.0,,,0.2,,,5700.0,15384.0,12.96,0.37,,,1.38,1.38,35576816.0,807856357.53,,927.02,1.38,28.63,0.3149,46.89,0.0204
2015-01-22,744335.0,17089410.82,0.45,2.13,0.39,19.45,0.0,11205378.37,513844.0,488054.0,11797498.72,,,23600.0,,,,,0.17,,6494.0,,,,23600.0,,,13869.0,13.5,0.35,,,1.42,1.42,35622676.0,817871717.24,,939.46,1.42,27.92,0.3165,47.43,0.0206
2015-01-23,733665.0,17022885.4,0.45,2.07,0.38,19.33,0.0,11104360.42,504014.0,478584.0,11694400.8,,,3800.0,,,,,0.37,,14470.0,,,,3800.0,,840.0,9470.0,13.39,0.2,,,1.39,1.39,35647920.0,827121992.87,,950.29,1.39,27.09,0.3224,48.45,0.0203
2015-01-26,772271.0,18280906.17,0.47,2.13,0.4,20.5,0.0,10947887.84,529243.0,462490.0,12528039.54,,,54700.0,,,,,0.77,,29471.0,,,,54700.0,,,16094.0,14.22,0.39,,,1.47,1.47,35572936.0,842069047.09,,955.06,1.47,24.88,0.3194,49.24,0.0214
2015-01-27,735590.0,17425387.34,0.45,2.01,0.38,19.81,0.0,10736065.43,492562.0,453209.0,11668298.43,,,,,,,,0.91,,36681.0,,,,,,,9281.0,13.42,0.18,,,1.35,1.35,36078688.0,854667835.69,,980.12,1.35,23.84,0.3215,49.92,0.0201
2015-01-28,714266.0,16855093.78,0.44,1.95,0.37,19.25,0.0,10394469.26,471238.0,440485.0,11120171.87,,,10000.0,,,,,0.85,,31324.0,,,,10000.0,,,12724.0,12.84,0.34,,,1.3,1.3,35715064.0,842796315.34,,976.38,1.3,21.67,0.3146,50.13,0.0197
2015-01-29,810029.0,19245065.09,0.49,2.17,0.42,21.76,0.0,12740442.21,566001.0,536248.0,13447328.53,,,,2.61,,,,0.0,95763.0,1000.0,,,2.61,,,95763.0,,15.43,,,,1.54,1.54,36097248.0,857616069.62,,982.82,1.55,18.5,0.2514,42.72,0.0221
2015-01-30,807928.0,19416226.08,0.49,2.15,0.42,21.82,0.0,12839090.28,565397.0,534247.0,13587690.95,,,,0.04,,,,0.07,764.0,2865.0,,,0.04,,,2261.0,2765.0,15.54,0.06,,,1.54,1.54,36060652.0,866614069.41,,990.48,1.54,18.72,0.2508,42.65,0.0221
2015-02-02,698460.0,16882555.99,0.43,1.83,0.36,18.99,0.0,11486548.25,459865.0,475218.0,11115449.15,,,,0.1,,,,2.86,3700.0,105532.0,,,0.1,,,,62729.0,12.75,1.7,,,1.26,1.26,36163824.0,874119897.49,,1000.28,1.26,16.3,0.2726,46.96,0.0191
2015-02-03,711471.0,17422632.05,0.43,1.83,0.37,19.45,0.0,11732998.63,462979.0,479129.0,11337514.48,,,9100.0,0.12,,,,0.27,3911.0,9897.0,,,0.12,9100.0,,3911.0,,12.95,,,,1.26,1.26,36258376.0,887901746.67,,1008.03,1.27,16.56,0.2628,45.84,0.0194
2015-02-04,741545.0,17376425.81,0.45,1.9,0.38,20.43,0.0,11941297.18,493053.0,509599.0,11553579.18,,,5000.0,0.89,,,,0.66,30470.0,22510.0,,,0.89,5000.0,,47584.0,,13.67,,,,1.34,1.34,36358736.0,851984543.98,,1018.02,1.33,20.51,0.2518,43.23,0.0201
2015-02-05,918777.0,21836734.51,0.56,2.26,0.48,24.64,0.0,14043620.16,645546.0,590883.0,15342805.29,,,60876.0,2.05,,,,,81284.0,,,,2.05,60876.0,,91617.0,,17.46,,,,1.76,1.76,36136336.0,858858651.76,,976.41,1.76,25.77,0.2357,38.71,0.025
2015-02-06,860139.0,20517793.7,0.53,2.06,0.45,23.29,0.0,12904393.84,542717.0,540973.0,12945995.29,,,29219.0,0.93,,,,3.56,33253.0,132048.0,,,0.93,29219.0,,,83163.0,14.91,2.27,,,1.48,1.48,36093804.0,860983194.82,,991.24,1.48,15.67,0.2315,41.61,0.0235
2015-02-09,881684.0,20710049.32,0.54,2.1,0.46,23.71,0.0,13200294.6,538262.0,561973.0,12643342.25,,,545.0,0.58,,,,0.05,21000.0,5000.0,,,0.58,545.0,,,,14.84,,,,1.48,1.48,35782496.0,840502103.81,,979.67,1.49,15.29,0.2191,39.96,0.0243
2015-02-10,895524.0,21334641.61,0.55,2.07,0.46,23.87,0.0,13388242.58,552102.0,561973.0,13153079.43,,,12461.0,,,,,0.42,,13006.0,,,,12461.0,,14385.0,,15.0,,,,1.52,1.52,35815264.0,853249965.06,,971.47,1.52,15.17,0.2163,39.2,0.0246
2015-02-11,827817.0,19854649.91,0.51,1.87,0.43,22.26,0.0,13663162.77,472787.0,569670.0,11339487.31,,,14691.0,0.05,,11000.0,,2.51,608.0,94006.0,,,0.05,14691.0,0.32,,3911.0,12.99,0.07,,,1.3,1.3,35968108.0,862671571.24,,987.55,1.3,16.86,0.2077,37.85,0.0227
2015-02-12,838174.0,20354252.97,0.51,1.83,0.43,22.67,0.0,13141018.14,511676.0,541138.0,12425561.69,,,19651.0,0.87,,,,0.56,30000.0,20762.0,,,0.87,19651.0,,40000.0,58532.0,14.17,1.6,,,1.41,1.41,35859120.0,870804391.06,,990.2,1.41,16.43,0.2152,38.07,0.023
2015-02-13,683119.0,16698672.38,0.42,1.45,0.35,18.54,0.0,9894549.87,424122.0,404772.0,10367555.76,,,,,,,,2.38,,87554.0,,,,,,,136366.0,11.87,3.78,,,1.17,1.17,35766408.0,874300860.14,,1000.65,1.17,14.0,0.2685,47.2,0.0189
2015-02-16,784596.0,19094056.47,0.48,1.65,0.41,21.51,0.0,11613484.88,498856.0,477211.0,12140241.14,,,29038.0,2.06,,,,,72439.0,,,,2.06,29038.0,,45696.0,,14.05,,,,1.38,1.38,35602432.0,866426603.12,,1002.45,1.38,15.79,0.2287,40.49,0.0217
2015-02-17,839664.0,20441494.34,0.51,1.76,0.44,22.99,0.0,13677837.63,499451.0,561837.0,12159059.8,,,,0.84,,73902.0,,0.84,29413.0,29558.0,,,0.84,,2.07,30153.0,18689.0,13.77,0.53,,,1.37,1.37,36082148.0,878414489.69,,1010.89,1.34,16.32,0.2003,36.93,0.023
2015-02-18,901962.0,22189268.03,0.55,1.88,0.47,24.79,0.0,15354414.93,527630.0,624135.0,12980284.63,,,15316.0,1.76,,,,,62298.0,,,,1.76,15316.0,,12863.0,,14.59,,,,1.44,1.44,36157224.0,889507911.08,,1015.91,1.42,17.72,0.1861,33.95,0.0246
2015-02-19,1015233.0,25227206.62,0.62,2.1,0.53,28.2,0.0,17134536.07,616509.0,689555.0,15319438.91,,,55316.0,1.93,,,,0.17,66028.0,6187.0,,,1.93,55316.0,,39750.0,608.0,17.24,0.02,,,1.68,1.68,36158612.0,898494016.69,,1026.75,1.65,20.3,0.1682,29.9,0.0276
2015-02-20,929185.0,23000238.41,0.57,1.92,0.48,25.86,0.0,14720266.45,610580.0,594683.0,15113766.98,,,17862.0,,,,,0.56,,23791.0,,,,17862.0,,,94872.0,17.28,2.76,,,1.68,1.68,35706632.0,883850954.18,,1020.86,1.66,22.79,0.1995,33.51,0.0256
2015-02-23,1029798.0,25960373.61,0.63,2.1,0.53,28.76,0.0,16493062.24,664400.0,654248.0,16748985.94,,,15350.0,1.72,,,,,59565.0,,,,1.72,15350.0,,38470.0,,18.84,,,,1.83,1.83,35682124.0,899517449.19,,1023.91,1.81,25.73,0.1902,29.94,0.0283
2015-02-24,1214168.0,30608192.0,0.74,2.47,0.63,34.38,0.0,19261636.34,857809.0,764072.0,21624670.2,,,66793.0,2.74,,21812.0,,,92070.0,,,,2.74,66793.0,0.63,126616.0,4058.0,24.62,0.1,,,2.33,2.33,35925300.0,905647719.22,,1043.14,2.31,25.11,0.1799,28.44,0.033
2015-02-25,1274860.0,32160337.16,0.78,2.56,0.66,36.21,0.0,24184429.25,957060.0,958689.0,24143335.17,,,5922.0,3.91,,85659.0,,0.07,133997.0,2369.0,,,3.91,5922.0,2.51,95698.0,25039.0,27.45,0.71,,,2.6,2.6,35833160.0,903947497.81,,1039.72,2.57,23.69,0.1833,31.97,0.0347
2015-02-26,1341023.0,34213827.33,0.82,2.69,0.7,38.36,0.0,26147284.1,890431.0,1024852.0,22717770.3,,,,2.7,,,,1.93,91057.0,66629.0,,,2.7,,,,24894.0,25.72,0.6,,,2.43,2.43,35795080.0,913248084.69,,1047.14,2.4,22.22,0.1624,28.57,0.0366
2015-02-27,1219110.0,31198744.85,0.74,2.47,0.63,34.96,0.0,23107482.9,769755.0,902939.0,19699116.44,,,,,,,,3.24,,120676.0,,,,,,,121913.0,22.56,3.54,,,2.09,2.09,36022088.0,921856052.71,,1059.64,2.08,23.36,0.1526,24.82,0.0331
2015-03-02,1253438.0,32273238.12,0.77,2.55,0.65,36.1,0.0,24647571.45,793501.0,957270.0,20430884.28,,,3212.0,1.93,,,,1.32,63693.0,45280.0,,,1.93,3212.0,,65814.0,9362.0,23.32,0.27,,,2.2,2.2,35301992.0,908947705.48,,1042.61,2.19,23.51,0.1579,25.87,0.0347
2015-03-03,1224576.0,31242888.31,0.75,2.5,0.64,35.46,0.0,23209180.61,754213.0,909692.0,19242409.23,,,3037.0,,,19400.0,,1.61,,58004.0,,,,3037.0,0.6,15679.0,66978.0,22.32,1.91,,,2.06,2.06,35801320.0,913407287.24,,1059.54,2.06,22.57,0.1493,24.52,0.0335
2015-03-04,1218177.0,31063756.01,0.74,2.48,0.63,35.15,0.0,23162238.82,747939.0,908316.0,19072593.39,,,6000.0,0.88,,,,0.5,30000.0,16174.0,,,0.88,6000.0,,3900.0,31376.0,22.02,0.94,,,2.05,2.05,35798420.0,912866836.52,,1054.33,2.05,21.29,0.1458,24.52,0.0333
2015-03-05,1129077.0,29228148.88,0.69,2.3,0.59,32.43,0.0,21669239.93,702429.0,837078.0,18183613.16,,,,0.33,,,,1.36,11190.0,45510.0,,,0.33,,,,82428.0,20.7,2.49,,,1.91,1.91,36027824.0,932643746.85,,1062.39,1.91,19.96,0.1466,26.34,0.0307
2015-03-06,1165199.0,30724995.4,0.71,2.33,0.6,33.94,0.0,21497336.85,673819.0,815254.0,17767853.97,,,3400.0,,,,,0.94,,32010.0,,,,3400.0,,,21824.0,20.26,0.6,,,1.83,1.83,36141304.0,953005794.99,,1087.59,1.83,19.52,0.1479,25.36,0.0317
2015-03-09,923473.0,24455237.67,0.56,1.84,0.48,26.69,0.0,16433923.52,531253.0,620574.0,14068541.66,,,,0.12,,,,4.2,3400.0,150066.0,,,0.12,,,7500.0,198080.0,16.45,5.91,,,1.44,1.44,36378356.0,963364756.57,,1105.33,1.47,19.96,0.1896,32.58,0.025
2015-03-10,740397.0,19372296.35,0.45,1.5,0.38,21.27,0.0,11447022.22,452595.0,437498.0,11842031.32,,,,,,,,2.38,,78658.0,,,,,,,183076.0,13.78,5.47,,,1.23,1.23,36382556.0,951940184.45,,1110.88,1.23,17.28,0.2418,42.67,0.0201
2015-03-11,598403.0,15826002.38,0.37,1.22,0.31,16.83,0.0,9930978.28,326899.0,375504.0,8645518.74,,,,0.47,,,,3.86,15177.0,125696.0,,,0.47,,,,77171.0,9.91,2.37,,,0.89,0.89,36491644.0,965096840.7,,1107.28,0.89,19.42,0.2877,47.93,0.0163
2015-03-12,567352.0,15063936.5,0.35,1.17,0.29,15.96,0.0,9358379.48,319888.0,352464.0,8493444.14,,,,,,1000.0,,0.29,,9511.0,,,,,0.03,2500.0,24040.0,9.74,0.75,,,0.87,0.87,36552704.0,970522025.36,,1111.88,0.87,20.76,0.3191,51.07,0.0154
2015-03-13,572303.0,15282393.28,0.32,1.18,0.3,16.17,0.0,9411960.91,324839.0,352464.0,8674281.55,,,6451.0,,,,,0.05,,1500.0,,,,6451.0,,,,9.96,,,,0.88,0.88,36533672.0,975570534.47,,1122.31,0.88,20.85,0.3194,51.06,0.0155
2015-03-16,588192.0,15842084.86,0.33,1.24,0.3,16.72,0.0,10702117.58,313839.0,397353.0,8452791.04,,,6000.0,0.09,,45000.0,,0.61,3000.0,20000.0,,,0.09,6000.0,1.38,3000.0,3111.0,9.68,0.1,,,0.85,0.85,36480868.0,982558427.34,,1122.25,0.86,19.44,0.2834,47.49,0.016
