,ANX FP Equity_DX_SI_QTY,ANX FP Equity_DX_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANX FP Equity_DX_SI_MV,ANX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SUPPLY_SI_QTY,ANX FP Equity_DX_BROKER_SI_QTY,ANX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANX FP Equity_DX_BROKER_SI_MV_NEW_x,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANX FP Equity_DX_BROKER_SI_MV_INC_x,ANX FP Equity_DX_BROKER_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_NEW,ANX FP Equity_DX_SUPPLY_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_QTY_INC,ANX FP Equity_DX_SUPPLY_SI_QTY_DEC,ANX FP Equity_DX_BROKER_SI_MV_NEW_y,ANX FP Equity_DX_BROKER_SI_MV_INC_y,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANX FP Equity_DX_BROKER_SI_MV_ADD,ANX FP Equity_DX_SUPPLY_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_DEC,ANX FP Equity_DX_SUPPLY_SI_MV,ANX FP Equity_DX_BROKER_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_MV_RMV,ANX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANX FP Equity_DX_UTILIZATION_QUANTITY,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANX FP Equity_DX_ACTIVE_UTILIZATION_MV,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANX FP Equity_DX_BROKER_SI_CON_RATIO,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANX FP Equity_DX_DEMAND_SUPPLY_RATIO,ANX FP Equity_PX_LAST
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,199947.0,20910457.26,20.7,0.0,,0.0,,0.0,104.58
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,199952.0,21078939.84,20.81,0.0,,0.0,,0.0,105.42
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,199962.0,21639887.64,20.69,0.0,,0.0,,0.0,108.22
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267587.0,27620330.14,28.29,0.0,,0.0,,0.0,103.22
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267585.0,27791378.1,27.62,0.0,,0.0,,0.0,103.86
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267604.0,27397297.52,27.82,0.0,,0.0,,0.0,102.38
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267604.0,27622084.88,27.77,0.0,,0.0,,0.0,103.22
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267610.0,28066936.8,27.51,0.0,,0.0,,0.0,104.88
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267610.0,28200741.8,27.44,0.0,,0.0,,0.0,105.38
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267610.0,27826087.8,28.16,0.0,,0.0,,0.0,103.98
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267610.0,27767213.6,27.88,0.0,,0.0,,0.0,103.76
2020-07-24,1000.0,100540.0,0.06,0.02,0.1,100540.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,100.54
2020-07-27,1000.0,99680.0,0.06,0.02,0.1,99680.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,99.68
2020-07-28,22400.0,2261056.0,1.3,0.38,2.26,2261056.0,0.0,22400.0,0.0,,,,21400.0,,,,,,,,2.16,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.9154,95.57,0.0837,100.94
2020-07-29,43800.0,4400148.0,2.54,0.74,4.41,4400148.0,0.0,43800.0,0.0,,,2.16,,,,21400.0,,,2.16,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.8,0.5003,51.2,0.1637,100.46
2020-07-30,43800.0,4399272.0,3.86,0.73,4.41,4399272.0,0.0,43800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.93,0.5002,51.07,0.1637,100.44
2020-07-31,43800.0,4457964.0,4.33,0.74,4.43,4457964.0,0.0,43800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.11,0.5002,50.89,0.1637,101.78
2020-08-03,43800.0,4580604.0,3.61,0.74,4.53,4580604.0,0.0,43800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.5001,50.56,0.1637,104.58
2020-08-04,43800.0,4570092.0,3.02,0.74,4.59,4570092.0,0.0,43800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.79,0.5003,51.21,0.1637,104.34
2020-08-05,22400.0,2325568.0,1.56,0.38,2.33,2325568.0,0.0,22400.0,0.0,,,,,,,,,,,,,,21400.0,0.0,2.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0837,103.82
2020-08-06,1000.0,104540.0,0.07,0.02,0.1,104540.0,0.0,1000.0,0.0,,,,,,,,,,,,,,21400.0,0.0,2.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,104.54
2020-08-07,1000.0,105880.0,0.07,0.02,0.1,105880.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,105.88
2020-08-10,1000.0,104140.0,0.07,0.02,0.1,104140.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,104.14
2020-08-11,1000.0,104300.0,0.07,0.02,0.1,104300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,104.3
2020-08-12,1000.0,104840.0,0.07,0.02,0.1,104840.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0037,104.84
2020-08-13,3200.0,338048.0,0.23,0.05,0.34,338048.0,2200.0,3200.0,232408.0,,,0.23,,,,2200.0,,,0.23,,,2200.0,,0.23,,,100.0,0.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.0118,105.64
2020-08-14,2200.0,230956.0,0.2,0.04,0.23,230956.0,2200.0,2200.0,230956.0,,,,,,,,,,,,,,1000.0,0.23,0.1,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073,104.98
2020-08-17,2200.0,232100.0,0.2,0.04,0.23,232100.0,2200.0,2200.0,232100.0,,,,,,,,,,,,,,,0.23,,,100.0,0.72,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072,105.5
2020-08-18,2202.0,233191.8,0.2,0.04,0.23,232980.0,2202.0,2200.0,233191.8,,2.0,,,,,,,,,2.0,,,,0.23,,,100.0,0.73,0.0,0.0,0.0,100.0,0.09,0.9982,99.91,0.0073,105.9
2020-08-19,2202.0,235085.52,0.2,0.04,0.23,234872.0,2202.0,2200.0,235085.52,,,,,,,,,,,,,,,0.23,,,100.0,0.73,0.0,0.0,0.0,100.0,0.09,0.9982,99.91,0.0073,106.76
2020-08-20,4702.0,503019.96,0.42,0.08,0.5,502806.0,4702.0,4700.0,503019.96,,2500.0,0.27,,,,2500.0,,,0.27,2500.0,,,,0.5,,,100.0,1.53,0.0,0.0,0.0,100.0,0.04,0.9991,99.96,0.0153,106.98
2020-08-21,4700.0,510984.0,0.43,0.08,0.5,510984.0,4700.0,4700.0,510984.0,,,,,,0.0,,2.0,,,,,,,0.5,,,100.0,1.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0153,108.72
2020-08-24,4700.0,513052.0,0.44,0.08,0.51,513052.0,4700.0,4700.0,513052.0,,,,,,,,,,,,,,,0.51,,,100.0,1.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0153,109.16
2020-08-25,4700.0,515872.0,0.45,0.08,0.51,515872.0,4700.0,4700.0,515872.0,,,,,,,,,,,,,,,0.51,,,100.0,1.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0153,109.76
2020-08-26,19800.0,2212056.0,1.93,0.33,2.19,2212056.0,4600.0,19800.0,513912.0,,,0.82,7600.0,,0.01,7500.0,100.0,,0.82,,0.85,,,0.5,,,100.0,1.5,0.0,0.0,0.0,100.0,38.85,0.5249,61.15,0.0647,111.72
2020-08-27,20800.0,2356224.0,1.96,0.34,2.34,2356224.0,4600.0,20800.0,521088.0,,,0.14,,,,1000.0,,,0.14,,,,,0.52,,,100.0,1.5,0.0,0.0,0.0,100.0,36.8,0.5348,63.2,0.0679,113.28
2020-08-28,20800.0,2331680.0,1.96,0.34,2.35,2331680.0,4600.0,20800.0,515660.0,,,,,,,,,,,,,,,0.52,,,100.0,1.5,0.0,0.0,0.0,100.0,36.37,0.5372,63.63,0.0679,112.1
2020-08-31,20700.0,2321712.0,1.96,0.34,2.32,2321712.0,4500.0,20700.0,504720.0,,,,,,0.01,,100.0,,,,,,100.0,0.5,0.02,,100.0,1.47,0.0,0.0,0.0,100.0,36.75,0.5351,63.25,0.0676,112.16
2020-09-01,20700.0,2355246.0,1.97,0.34,2.33,2355246.0,4500.0,20700.0,512010.0,,,,,,,,,,,,,,,0.5,,,100.0,1.47,0.0,0.0,0.0,100.0,36.99,0.5338,63.01,0.0676,113.78
2020-09-02,20700.0,2386710.0,1.73,0.34,2.36,2386710.0,4500.0,20700.0,518850.0,,,,,,,,,,,,,,,0.51,,,100.0,1.47,0.0,0.0,0.0,100.0,36.68,0.5355,63.32,0.0676,115.3
2020-09-03,48700.0,5428102.0,4.1,0.79,5.57,5428102.0,4500.0,48700.0,501570.0,,,3.2,,,,28000.0,,,3.2,,,,,0.52,,,100.0,1.46,0.0,0.0,0.0,100.0,35.7,0.5409,64.3,0.1585,111.46
2020-09-04,37900.0,4059090.0,3.15,0.61,4.15,4059090.0,2300.0,37900.0,246330.0,,,,,,0.26,,2200.0,,,,,,10800.0,0.26,1.34,,100.0,0.7,0.0,0.0,0.0,100.0,45.97,0.5033,54.03,0.1149,107.1
2020-09-07,35600.0,3854056.0,2.87,0.58,3.88,3854056.0,0.0,35600.0,0.0,,,,,,0.26,,2300.0,,,,,,2300.0,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,49.74,0.5,50.26,0.1086,108.26
2020-09-08,35600.0,3771464.0,2.86,0.58,3.81,3771464.0,0.0,35600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.45,0.5001,50.55,0.1087,105.94
2020-09-09,35600.0,3804216.0,2.82,0.58,3.79,3804216.0,0.0,35600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.5,50.2,0.1086,106.86
2020-09-10,17800.0,1910652.0,1.37,0.29,1.9,1910652.0,0.0,17800.0,0.0,,,,,,,,,,,,,,17800.0,0.0,1.89,,0.0,0.0,0.0,0.0,0.0,0.0,49.49,1.0,100.0,0.0543,107.34
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17800.0,0.0,1.91,,0.0,0.0,327777.0,34351029.6,35.19,0.0,,0.0,,0.0,104.8
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327782.0,34817004.04,34.07,0.0,,0.0,,0.0,106.22
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327484.0,35270026.8,34.1,0.0,,0.0,,0.0,107.7
2020-09-16,3000.0,322500.0,0.34,0.05,0.32,322500.0,3000.0,3000.0,322500.0,,,,3000.0,,,,,,,,0.32,3000.0,,0.32,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,107.5
2020-09-17,3000.0,313200.0,0.34,0.05,0.32,313200.0,3000.0,3000.0,313200.0,,,,,,,,,,,,,,,0.32,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,104.4
2020-09-18,3000.0,307500.0,0.32,0.05,0.31,307500.0,3000.0,3000.0,307500.0,,,,,,,,,,,,,,,0.31,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,102.5
2020-09-21,3000.0,305100.0,0.32,0.05,0.31,305100.0,3000.0,3000.0,305100.0,,,,,,,,,,,,,,,0.31,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,101.7
2020-09-22,3000.0,313140.0,0.32,0.05,0.31,313140.0,3000.0,3000.0,313140.0,,,,,,,,,,,,,,,0.31,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,104.38
2020-09-23,3000.0,315720.0,0.32,0.05,0.31,315720.0,3000.0,3000.0,315720.0,,,,,,,,,,,,,,,0.31,,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009,105.24
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.31,,3000.0,,,,,,3000.0,0.0,0.31,,0.0,0.0,327787.0,34279964.46,34.79,0.0,,0.0,,0.0,104.58
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327787.0,34640530.16,34.91,0.0,,0.0,,0.0,105.68
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327787.0,35341994.34,35.02,0.0,,0.0,,0.0,107.82
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327884.0,35280318.4,34.63,0.0,,0.0,,0.0,107.6
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327884.0,35640990.8,35.52,0.0,,0.0,,0.0,108.7
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327884.0,35857394.24,35.05,0.0,,0.0,,0.0,109.36
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,327884.0,35378683.6,35.81,0.0,,0.0,,0.0,107.9
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,30015471.04,29.71,0.0,,0.0,,0.0,107.96
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,29959866.24,29.65,0.0,,0.0,,0.0,107.76
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,30121120.16,29.91,0.0,,0.0,,0.0,108.34
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,30321297.44,29.54,0.0,,0.0,,0.0,109.06
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,30560398.08,30.03,0.0,,0.0,,0.0,109.92
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,31533482.08,30.32,0.0,,0.0,,0.0,113.42
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278024.0,32111772.0,31.64,0.0,,0.0,,0.0,115.5
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,277999.0,31719685.9,31.41,0.0,,0.0,,0.0,114.1
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278004.0,31303250.4,31.89,0.0,,0.0,,0.0,112.6
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278004.0,31492293.12,31.15,0.0,,0.0,,0.0,113.28
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278004.0,30941845.2,31.19,0.0,,0.0,,0.0,111.3
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278004.0,30463678.32,30.82,0.0,,0.0,,0.0,109.58
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278004.0,30463678.32,30.34,0.0,,0.0,,0.0,109.58
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278009.0,30302981.0,30.57,0.0,,0.0,,0.0,109.0
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278109.0,30297194.46,30.26,0.0,,0.0,,0.0,108.94
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278009.0,30002731.28,30.24,0.0,,0.0,,0.0,107.92
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278009.0,30247379.2,29.89,0.0,,0.0,,0.0,108.8
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278009.0,29591277.96,30.36,0.0,,0.0,,0.0,106.44
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278009.0,30036092.36,29.73,0.0,,0.0,,0.0,108.04
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278109.0,29440618.74,29.98,0.0,,0.0,,0.0,105.86
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278123.0,29481038.0,30.08,0.0,,0.0,,0.0,106.0
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,278123.0,29920472.34,29.07,0.0,,0.0,,0.0,107.58
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253607.0,28373551.16,26.81,0.0,,0.0,,0.0,111.88
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253609.0,28820126.76,26.81,0.0,,0.0,,0.0,113.64
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253609.0,28612167.38,28.14,0.0,,0.0,,0.0,112.82
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253609.0,29104168.84,28.84,0.0,,0.0,,0.0,114.76
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253609.0,27841196.02,28.64,0.0,,0.0,,0.0,109.78
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253609.0,28383919.28,28.24,0.0,,0.0,,0.0,111.92
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28434865.32,27.55,0.0,,0.0,,0.0,112.12
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253311.0,28249242.72,28.25,0.0,,0.0,,0.0,111.52
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28612393.02,28.12,0.0,,0.0,,0.0,112.82
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28521093.06,28.34,0.0,,0.0,,0.0,112.46
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28490659.74,28.55,0.0,,0.0,,0.0,112.34
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28480515.3,28.43,0.0,,0.0,,0.0,112.3
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28566743.04,28.14,0.0,,0.0,,0.0,112.64
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28242120.96,28.5,0.0,,0.0,,0.0,111.36
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253611.0,28556598.6,28.0,0.0,,0.0,,0.0,112.6
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253492.0,28751062.64,28.02,0.0,,0.0,,0.0,113.42
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253592.0,28929775.36,28.59,0.0,,0.0,,0.0,114.08
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253592.0,29021068.48,28.68,0.0,,0.0,,0.0,114.44
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253592.0,28691398.88,28.89,0.0,,0.0,,0.0,113.14
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253592.0,29142792.64,28.66,0.0,,0.0,,0.0,114.92
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,253592.0,29041355.84,28.88,0.0,,0.0,,0.0,114.52
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242652.0,27778800.96,27.7,0.0,,0.0,,0.0,114.48
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,27861876.74,27.7,0.0,,0.0,,0.0,114.82
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,28041442.92,27.77,0.0,,0.0,,0.0,115.56
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,28041442.92,27.81,0.0,,0.0,,0.0,115.56
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,28157918.28,27.86,0.0,,0.0,,0.0,116.04
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,27721135.68,27.85,0.0,,0.0,,0.0,114.24
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242557.0,27413792.14,27.56,0.0,,0.0,,0.0,113.02
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242557.0,27845543.6,27.19,0.0,,0.0,,0.0,114.8
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,27803639.06,27.42,0.0,,0.0,,0.0,114.58
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242657.0,28085121.18,27.65,0.0,,0.0,,0.0,115.74
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242662.0,28056580.44,27.73,0.0,,0.0,,0.0,115.62
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242662.0,28046873.96,28.0,0.0,,0.0,,0.0,115.58
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,242662.0,27794505.48,28.02,0.0,,0.0,,0.0,114.54
