,EAPI FP Equity_DX_SI_QTY,EAPI FP Equity_DX_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EAPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EAPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EAPI FP Equity_DX_SI_MV,EAPI FP Equity_DX_DSS,EAPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY,EAPI FP Equity_DX_BROKER_SI_QTY,EAPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EAPI FP Equity_DX_BROKER_SI_MV_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EAPI FP Equity_DX_BROKER_SI_MV_INC_x,EAPI FP Equity_DX_SUPPLY_SI_MV_NEW,EAPI FP Equity_DX_BROKER_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_NEW,EAPI FP Equity_DX_SUPPLY_SI_MV_DEC,EAPI FP Equity_DX_BROKER_SI_QTY_INC,EAPI FP Equity_DX_SUPPLY_SI_QTY_DEC,EAPI FP Equity_DX_BROKER_SI_MV_NEW_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EAPI FP Equity_DX_BROKER_SI_MV_INC_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EAPI FP Equity_DX_BROKER_SI_MV_ADD,EAPI FP Equity_DX_SUPPLY_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV,EAPI FP Equity_DX_BROKER_SI_MV_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV_RMV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EAPI FP Equity_DX_UTILIZATION_QUANTITY,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EAPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_MV,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EAPI FP Equity_DX_BROKER_SI_CON_RATIO,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EAPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-10-25,4360396.0,14929995.9,9.45,23.03,4.56,14.33,1.0,11015323.01,3775616.0,3217092.0,12927709.18,,,,,,,,0.06,,57442.0,,,,,,,57442.0,12.58,0.26,,72.39,49.18,1440067.0,4930789.41,,4.94,71.8,24.46,0.18,27.21,0.568
2024-10-28,4360396.0,15418360.26,9.45,23.27,4.56,14.79,1.0,11375637.31,3775616.0,3217092.0,13350578.18,,,,,,,,,,,,,,,,,,13.04,,,72.39,49.18,1440067.0,5092076.91,,5.1,71.9,24.49,0.181,27.45,0.568
2024-10-29,4360396.0,15610217.68,9.45,23.36,4.56,15.22,1.0,11517189.36,3775616.0,3217092.0,13516705.28,,,,,,,,,,,,,,,,,,13.39,,,72.39,49.18,1440067.0,5155439.86,,5.15,72.23,24.44,0.1814,27.53,0.568
2024-10-30,4391996.0,15530097.86,9.52,23.85,4.59,15.45,1.0,11487374.91,3808316.0,3248692.0,13466205.38,,,32700.0,0.15,,,,,32700.0,,,,0.15,32700.0,,,1100.0,13.57,0.01,,73.02,49.63,1407367.0,4976449.71,,4.98,73.15,24.29,0.1837,28.23,0.5723
2024-10-31,4391396.0,15686066.51,9.52,24.05,4.59,15.32,1.0,11602184.62,3808316.0,3248092.0,13603304.75,,,,,,,,,,,,,,,,,600.0,13.48,0.02,,73.02,49.63,1407367.0,5027114.92,,5.01,72.89,24.23,0.183,28.13,0.5723
2024-11-01,4427096.0,17115153.14,9.6,24.44,4.63,15.76,1.0,12695139.87,3844016.0,3283792.0,14860965.86,,,35700.0,0.16,,,,,35700.0,,,,0.16,35700.0,,,,14.06,,,73.7,50.09,1371667.0,5302864.62,,5.31,72.6,23.81,0.1829,28.43,0.5769
2024-11-04,4425946.0,17615265.08,9.6,35.47,4.63,16.79,1.0,13064915.16,3804016.0,3282642.0,15139983.68,,,,,,,,0.0,,41869.0,,,,,,1869.0,1150.0,14.8,0.0,,70.84,49.59,1565680.0,6231406.4,,6.22,70.42,23.86,0.1853,28.88,0.5769
2024-11-05,4365829.0,17070391.39,9.47,35.09,4.57,16.92,1.0,12628474.99,3796752.0,3229789.0,14845300.32,,,587.0,,,,,0.0,,7851.0,,,,587.0,,,52853.0,15.0,0.11,,70.8,49.54,1565680.0,6121808.8,,6.12,71.03,24.03,0.1883,29.5,0.5697
2024-11-06,4223154.0,16554763.68,9.16,32.92,4.42,16.35,1.0,12101486.88,3782586.0,3087114.0,14827737.12,,,,,,,,0.06,,14166.0,,,,,,,142675.0,14.88,0.42,,70.73,49.42,1565680.0,6137465.6,,6.13,70.81,22.26,0.1856,30.0,0.5518
2024-11-07,4455136.0,17481953.66,9.66,34.59,4.66,17.26,1.0,12113835.34,3897706.0,3087114.0,15294598.34,,,205681.0,,,,,0.35,,90561.0,,,,205681.0,,,,15.26,,,72.81,50.94,1455228.0,5710314.67,,5.71,72.76,21.11,0.1853,28.49,0.5823
2024-11-08,4424221.0,17378340.09,9.59,34.25,4.63,17.22,1.0,12004749.67,3902318.0,3056199.0,15328305.1,,,7000.0,,,,,0.01,,2388.0,,,,7000.0,,,30915.0,15.35,0.08,,72.84,50.96,1455228.0,5716135.58,,5.72,72.84,20.79,0.1851,28.58,0.5777
2024-11-11,4157621.0,16131569.48,9.01,32.46,4.35,16.16,1.0,10823644.12,3571110.0,2789599.0,13855906.8,,,8919.0,,,,,1.39,,340127.0,,,,8919.0,,,266600.0,14.0,1.04,,70.65,48.63,1483755.0,5756969.4,,5.75,70.87,22.2,0.1748,23.98,0.5661
2024-11-12,4151149.0,14761485.84,9.0,33.37,4.34,15.75,1.0,9854440.54,3494638.0,2771215.0,12426932.73,,,11912.0,,,,,0.36,,88384.0,,,,11912.0,,,18384.0,13.22,0.1,,70.36,47.6,1471843.0,5233873.71,,5.23,71.67,22.15,0.1762,24.3,0.5654
2024-11-13,4108218.0,14904614.9,8.91,33.23,4.3,14.62,1.0,9898214.35,3490911.0,2728284.0,12665025.11,,,20268.0,,,,,0.13,,24931.0,,,,20268.0,,936.0,42931.0,12.51,0.2,,70.34,47.64,1471843.0,5339846.4,,5.35,70.03,22.02,0.1771,24.0,0.5606
2024-11-14,4169721.0,14677417.92,9.04,33.24,4.36,15.0,1.0,9820050.24,3528210.0,2789787.0,12419299.2,,,37299.0,0.24,,,,,61503.0,,,,0.24,37299.0,,,,12.71,,,70.56,48.15,1471843.0,5180887.36,,5.2,70.96,21.85,0.1774,24.77,0.569
2024-11-15,4130797.0,14251249.65,8.96,32.75,4.32,14.45,1.0,9490477.35,3489286.0,2750863.0,12038036.7,,,,,,,,0.16,,38924.0,,,,,,,38924.0,12.2,0.19,,70.33,47.72,1471843.0,5077858.35,,5.07,70.65,21.74,0.1787,24.94,0.565
2024-11-18,4073155.0,13775410.21,8.83,32.15,4.26,13.98,1.0,8681377.55,3476440.0,2566936.0,11757320.08,,,32153.0,0.06,,,,0.16,32800.0,44999.0,,,0.06,32153.0,,,216727.0,11.9,0.79,,70.26,47.82,1471843.0,4977773.03,,4.97,70.56,21.84,0.1637,22.01,0.5603
2024-11-19,4486586.0,15164660.68,9.73,35.19,4.69,15.18,1.0,10073640.46,3836921.0,2980367.0,12968792.98,,,356772.0,1.34,,,,,413431.0,,,,1.34,356772.0,,3709.0,,13.0,,,76.22,52.78,1197043.0,4046005.34,,4.04,76.3,20.01,0.1791,28.9,0.6172
2024-11-20,4486586.0,15317204.6,9.73,35.32,4.69,15.2,1.0,10174972.94,3886921.0,2980367.0,13269948.29,,,50000.0,,,,,,,,,,,50000.0,,,,13.18,,,76.45,53.39,1197043.0,4086704.8,,4.08,76.39,19.98,0.1788,28.84,0.6163
2024-11-21,4486136.0,15333612.85,9.73,35.48,4.69,15.33,1.0,10185356.31,3886921.0,2979917.0,13285495.98,,,,,,,,,,,,,,,,,450.0,13.31,0.0,,76.45,53.39,1197043.0,4091492.97,,4.1,76.43,20.01,0.1791,28.88,0.6162
2024-11-22,4520936.0,15922736.59,9.8,36.18,4.73,15.54,1.0,10617833.27,3921721.0,3014717.0,13812301.36,,,34800.0,0.12,,,,,34800.0,,,,0.12,34800.0,,,,13.57,,,77.14,53.87,1162243.0,4093419.85,,4.09,76.85,19.87,0.1802,29.3,0.621
2024-11-25,4494410.0,16692238.74,9.74,38.56,4.7,15.89,1.0,11098141.37,3895122.0,2988191.0,14466483.11,,,47700.0,0.29,,,,0.23,47700.0,74299.0,,,0.29,47700.0,,,74226.0,13.96,0.2,,77.75,53.5,1114543.0,4139412.7,,4.14,77.14,20.09,0.1862,30.59,0.6173
2024-11-26,4437980.0,17006339.36,9.62,38.88,4.64,16.44,1.0,11404894.2,3883125.0,2976225.0,14880135.0,,,32467.0,0.36,,,,0.16,32652.0,44464.0,,,0.36,32467.0,,,44618.0,14.58,0.06,,77.7,51.13,1114543.0,4270928.78,,4.26,77.37,20.4,0.1895,31.92,0.5843
2024-11-27,4424924.0,17257203.6,9.59,39.46,4.63,16.8,1.0,11723107.5,3872469.0,3005925.0,15102629.1,,,32100.0,0.27,,,,0.03,32100.0,42756.0,,,0.27,32100.0,,,2400.0,14.91,0.01,,78.15,50.99,1082443.0,4221527.7,,4.22,77.94,20.5,0.1958,32.96,0.5826
2024-11-28,4664891.0,18454308.8,10.11,40.66,4.88,17.99,1.0,12840748.75,4112936.0,3245892.0,16270774.82,,,,0.96,,,,0.01,244100.0,3633.0,,,0.96,,,244100.0,4133.0,16.12,0.0,,79.17,54.15,1082443.0,4282144.51,,4.28,79.02,19.5,0.2123,36.64,0.6142
2024-11-29,4664652.0,19162390.42,10.11,40.39,4.88,18.37,1.0,13333142.52,4112697.0,3245653.0,16894959.28,,,,,,,,0.0,,239.0,,,,,,,239.0,16.47,0.0,,79.16,54.14,1082443.0,4446675.84,,4.43,78.79,19.45,0.2112,36.4,0.6141
2024-12-02,4664552.0,18471625.92,10.11,40.13,4.88,18.86,1.0,12852389.88,4112697.0,3245553.0,16286280.12,,,,,,,,,,,,,,,,,100.0,16.7,0.0,,79.16,54.09,1082443.0,4286474.28,,4.27,79.63,19.38,0.2137,36.81,0.6135
2024-12-03,4663519.0,19306968.66,10.11,38.52,4.88,18.39,1.0,13432449.42,4107721.0,3244553.0,17005964.94,,,,,,,,0.03,,4976.0,,,,,,,1000.0,16.51,0.0,,79.14,53.99,1082443.0,4481314.02,,4.48,78.65,19.49,0.2112,36.39,0.613
2024-12-04,4571465.0,19209295.93,9.91,36.27,4.78,18.74,1.0,13597894.71,4099196.0,3236053.0,17224821.59,,,1422.0,,,1500.0,,0.04,,10025.0,,,,1422.0,0.01,78.0,10000.0,17.06,0.04,,79.11,53.75,1082443.0,4548425.49,,4.55,78.94,19.88,0.2207,37.34,0.5995
2024-12-05,4572912.0,18758085.02,9.92,35.74,4.78,18.89,1.0,13274289.41,4099221.0,3236053.0,16815004.54,,,,,,,,,,,,,,,,25.0,,17.05,,,79.11,53.69,1082443.0,4440181.19,,4.43,79.36,19.81,0.2222,37.59,0.5989
2024-12-06,4667463.0,20611516.61,10.12,35.39,4.88,19.13,1.0,14345362.75,4111665.0,3248497.0,18157112.64,,,13944.0,0.02,,,,0.01,13944.0,1500.0,,,0.02,13944.0,,,1500.0,17.32,0.01,,79.16,53.78,1082443.0,4780068.29,,4.78,78.38,19.57,0.2123,36.55,0.6105
2024-12-09,4667463.0,20704865.87,10.12,34.09,4.88,20.32,1.0,14410332.69,4111665.0,3248497.0,18239345.94,,,25.0,,,,,0.0,,25.0,,,,25.0,,,,18.21,,,79.16,53.67,1082443.0,4801717.15,,4.82,79.07,19.52,0.2153,37.03,0.6092
2024-12-10,4626459.0,15035991.75,10.03,34.01,4.84,19.58,1.0,10424352.25,4077444.0,3207493.0,13251693.0,,,,,,,,1.65,,41004.0,,,,,,6783.0,41004.0,16.46,0.09,,78.4,53.67,1123447.0,3651202.75,,3.64,81.88,19.09,0.2247,38.62,0.609
2024-12-11,4626459.0,14804668.8,10.03,24.58,4.84,15.07,1.0,10263977.6,4077444.0,3207493.0,13047820.8,,,,,,,,,,,,,,,,,,13.18,,,78.4,53.13,1123447.0,3595030.4,,3.59,78.6,19.26,0.2119,36.74,0.6028
2024-12-12,4768975.0,14965043.55,10.34,23.16,4.99,15.33,2.0,10608253.76,4250529.0,3380578.0,13338160.0,,,136607.0,,,173085.0,,,,,,,,136607.0,0.57,36478.0,,13.52,,,79.76,55.39,1078888.0,3385550.54,,3.38,79.97,18.64,0.2009,35.57,0.6215
2024-12-13,4556075.0,13549767.05,9.88,21.21,4.77,14.3,1.0,9420674.37,4037629.0,3167678.0,12007908.65,,,,,,,,0.69,,212900.0,,,,,,,212900.0,12.42,0.69,,75.72,52.55,1294785.0,3850690.59,,3.83,76.43,19.43,0.1882,32.71,0.593
2024-12-16,4699231.0,13862731.45,10.19,21.08,4.92,14.12,1.0,9766960.3,4105336.0,3310834.0,12110741.2,,,156600.0,0.35,,,,0.47,188300.0,88893.0,,,0.35,156600.0,,,45144.0,12.16,0.16,,77.63,53.27,1183329.0,3490820.55,,3.49,77.71,18.84,0.1905,33.74,0.6097
2024-12-17,4662982.0,13168261.17,10.11,20.8,4.88,13.8,1.0,9247428.04,4096846.0,3274585.0,11569493.1,,,,0.02,,,,0.05,7500.0,8490.0,,,0.02,,,,43749.0,11.89,0.18,,77.59,52.71,1183329.0,3341721.1,,3.34,78.09,18.99,0.1941,34.25,0.5999
2024-12-18,4637623.0,12985344.4,10.06,20.45,4.85,13.26,1.0,9099288.8,4077273.0,3249746.0,11416364.4,,,260000.0,0.73,,,,0.79,262704.0,279573.0,,,0.73,260000.0,,,287543.0,11.56,1.02,,77.24,52.14,1201341.0,3363754.8,,3.4,77.28,19.13,0.1934,34.05,0.5931
2024-12-19,4676586.0,13103793.97,10.14,20.48,4.89,13.24,1.0,9305150.59,4087386.0,3320896.0,11452855.57,,,42300.0,0.19,,,,0.09,79300.0,32187.0,,,0.19,42300.0,,,8150.0,11.46,0.03,,77.91,52.26,1159041.0,3247632.88,,3.25,77.9,18.97,0.2014,35.5,0.598
2024-12-20,4641166.0,13041676.46,10.06,20.25,4.86,13.13,1.0,9232187.56,4139766.0,3285476.0,11632742.46,,,57040.0,0.08,,,,0.04,26940.0,11560.0,,,0.08,57040.0,,6900.0,62360.0,11.58,0.18,,77.96,52.9,1170601.0,3289388.81,,3.28,77.94,19.1,0.2085,36.39,0.5931
2024-12-23,4853700.0,13590360.0,10.52,20.68,5.08,13.76,2.0,9794428.0,4356700.0,3498010.0,12198760.0,,,216934.0,0.61,,,,,216934.0,,,,0.61,216934.0,,,4400.0,12.23,0.01,,55.49,55.49,3494753.0,9785308.4,,9.78,55.56,18.28,0.1989,34.82,0.6182
2024-12-24,4857911.0,13359255.25,10.53,20.09,5.08,13.69,2.0,9701235.5,4322502.0,3527722.0,11886880.5,,,,0.09,,,,0.16,30462.0,34198.0,,,0.09,,,,750.0,12.02,0.01,,55.02,55.02,3534441.0,9719712.75,,9.74,55.25,18.25,0.1993,34.87,0.6183
2024-12-25,4882911.0,13428005.25,10.59,20.32,5.11,13.67,2.0,9769985.5,4331199.0,3552722.0,11910797.25,,,8697.0,0.07,,,,,25000.0,,,,0.07,8697.0,,,,12.1,,,81.85,55.13,960367.0,2641009.25,,2.69,81.84,18.3,0.1961,34.32,0.6215
2024-12-26,4783856.0,13155604.0,10.37,19.91,5.0,13.3,2.0,9497584.25,4322502.0,3453667.0,11886880.5,,,,,,,,,,,,,,,,,99055.0,11.87,0.28,,81.69,55.01,969064.0,2664926.0,,2.66,81.7,18.51,0.1992,35.26,0.6088
2024-12-27,4819364.0,13542412.84,10.45,20.06,5.04,13.47,2.0,9931843.84,4343403.0,3534464.0,12204962.43,,,66190.0,0.34,,,,0.12,107936.0,45289.0,,,0.34,66190.0,,,27139.0,12.04,0.07,,55.28,55.28,3514392.0,9875441.52,,9.91,54.84,18.38,0.1968,34.83,0.6133
2024-12-30,4956229.0,13946828.41,10.75,20.59,5.18,14.08,2.0,10301702.25,4479530.0,3660875.0,12605397.42,,,125673.0,0.35,,,,,125673.0,,,,0.35,125673.0,,10454.0,,12.59,,,81.75,57.16,999778.0,2813375.29,,2.81,81.78,18.09,0.1945,34.03,0.6324
2024-12-31,4951021.0,14258940.48,10.73,20.69,5.18,14.13,2.0,10460983.68,4478622.0,3632286.0,12898431.36,,,66844.0,0.13,,,,0.19,43463.0,67752.0,,,0.13,66844.0,,,72052.0,12.74,0.25,,81.74,57.14,1000686.0,2881975.68,,2.86,81.66,18.64,0.197,33.97,0.6317
2025-01-01,4951021.0,14258940.48,10.73,20.67,5.18,14.28,2.0,10460983.68,4478622.0,3632286.0,12898431.36,,,,,,,,,,,,,,,,,,12.82,,,81.74,57.14,1000686.0,2881975.68,,2.86,81.75,18.57,0.1989,34.4,0.6317
2025-01-02,4936954.0,14682501.2,10.7,20.62,5.16,14.44,2.0,10762870.31,4449199.0,3618988.0,13231917.83,,,75995.0,0.17,,,,0.23,33378.0,105418.0,,,0.17,75995.0,,,46676.0,13.03,0.11,,87.52,56.76,634362.0,1886592.59,,1.89,87.35,19.59,0.1999,33.99,0.6298
2025-01-03,4975193.0,14597216.26,10.79,20.52,5.2,14.83,2.0,10768132.08,4487438.0,3670120.0,13166143.09,,,51132.0,0.13,,,,0.03,51132.0,12893.0,,,0.13,51132.0,,,,13.22,,,88.19,57.13,600830.0,1762835.22,,1.76,88.28,19.13,0.2001,34.18,0.6334
2025-01-06,4968130.0,14894453.74,10.77,20.25,5.2,14.73,2.0,11025148.0,4482846.0,3677501.0,13439572.31,,,42605.0,0.15,,,,0.19,35865.0,47197.0,,,0.15,42605.0,,,28484.0,13.25,0.09,,88.81,56.99,564965.0,1693765.07,,1.69,88.67,19.34,0.2018,33.95,0.6316
2025-01-07,4585581.0,14151102.97,9.94,18.68,4.8,13.96,1.0,10226698.49,4100358.0,3313901.0,12653704.79,,,,0.24,,,,0.88,52176.0,382488.0,,,0.24,,,,415776.0,12.49,1.12,,52.05,52.05,3777563.0,11657559.42,,11.69,51.66,20.57,0.1841,28.33,0.5821
2025-01-08,4624359.0,14612974.44,10.03,18.5,4.84,14.49,1.0,10705097.24,4138028.0,3387689.0,13076168.48,,,226651.0,0.82,,,,0.48,228776.0,192958.0,,,0.82,226651.0,,3977.0,154988.0,12.92,0.38,,52.51,52.51,3742492.0,11826274.72,,11.8,52.27,20.23,0.1742,26.23,0.5868
2025-01-09,4717619.0,14954852.23,10.23,18.69,4.94,15.04,1.0,10966133.16,4190788.0,3459348.0,13284797.96,,,71659.0,0.25,,,,0.0,71659.0,18899.0,,,0.25,71659.0,,,,13.27,,,92.35,53.15,346909.0,1099701.53,,1.1,92.35,20.29,0.1718,25.87,0.5983
2025-01-10,4715559.0,14618232.9,10.22,18.39,4.93,15.0,1.0,10751785.8,4179680.0,3468318.0,12957008.0,,,,0.06,,,,0.03,18200.0,11030.0,,,0.06,,,,9230.0,13.12,0.03,0.0,52.99,52.99,3708645.0,11496799.5,78.0,11.53,53.23,20.0,0.1708,26.02,0.5978
2025-01-13,4827304.0,14983951.62,10.47,18.79,5.05,15.07,2.0,11124767.04,4295572.0,3584010.0,13333455.49,,,137439.0,0.4,,,,0.1,137439.0,21547.0,,,0.4,137439.0,,,21747.0,13.29,0.07,,54.58,54.58,3575051.0,11096958.3,,11.07,54.56,22.57,0.1742,25.33,0.6133
2025-01-14,4819468.0,15239157.82,10.45,18.88,5.04,15.11,2.0,11364209.03,4287736.0,3593994.0,13557821.23,,,4163.0,0.09,,,,0.05,9984.0,17820.0,,,0.09,4163.0,,5821.0,,13.39,,,54.48,54.48,3582823.0,11328886.33,,11.34,54.15,23.09,0.1749,25.29,0.6123
2025-01-15,4834968.0,15616946.64,10.48,19.13,5.06,15.5,2.0,11749066.86,4291405.0,3637482.0,13861238.15,,,37664.0,0.14,,,,0.08,43488.0,39819.0,,,0.14,37664.0,,5824.0,,13.73,,,95.83,54.46,186913.0,603728.99,,0.6,95.79,23.08,0.1728,25.12,0.6136
2025-01-16,4886895.0,15569647.47,10.6,19.47,5.11,15.84,2.0,11859865.88,4393158.0,3722494.0,13996601.39,,,84838.0,0.39,,,,0.04,109099.0,33085.0,,,0.39,84838.0,,50000.0,24087.0,14.07,0.07,,95.92,55.75,186913.0,595504.82,,0.59,95.95,22.35,0.1697,25.09,0.6202
2025-01-17,4885445.0,15291442.85,10.59,19.91,5.11,15.64,2.0,11646867.72,4424529.0,3721044.0,13848775.77,,,31371.0,0.0,,,,,900.0,,,,0.0,31371.0,,,2350.0,13.99,0.01,,100.0,56.14,0.0,0.0,,0.0,100.0,22.31,0.1695,25.07,0.6199
2025-01-20,4922778.0,15477214.03,10.67,20.49,5.15,15.57,2.0,11816337.29,4461861.0,3758377.0,14028090.98,,,37333.0,0.12,,,,0.0,40750.0,1.0,,,0.12,37333.0,,,3417.0,13.95,0.01,,100.0,56.62,0.0,0.0,,0.0,100.0,22.29,0.1685,24.73,0.6247
2025-01-21,4862561.0,15424043.49,10.54,20.54,5.09,15.44,2.0,11758683.3,4371174.0,3707025.0,13865363.93,,,,0.29,,,,0.22,90071.0,90687.0,,,0.29,,,,141423.0,13.79,0.42,,100.0,55.47,0.0,0.0,,0.0,100.0,20.76,0.1667,25.06,0.617
2025-01-22,4842265.0,15059444.15,10.5,20.84,5.07,15.41,2.0,11517095.06,4350878.0,3703246.0,13531230.58,,,,,,,,0.04,,20296.0,,,,,,,3779.0,13.66,0.0,,100.0,55.2,0.0,0.0,,0.0,100.0,20.53,0.1666,25.33,0.6144
2025-01-23,4831363.0,14928911.67,10.48,21.47,5.05,15.14,2.0,11443030.14,4339976.0,3703246.0,13410525.84,,,,,,,,0.07,,10902.0,,,,,,,,13.44,,,100.0,55.06,0.0,0.0,,0.0,100.0,20.68,0.1664,25.27,0.613
2025-01-24,4794873.0,15036721.73,10.4,21.54,5.02,14.99,2.0,11528873.66,4303486.0,3676299.0,13495732.1,,,,,,,,0.13,,36490.0,,,,,,,26947.0,13.38,0.11,,100.0,54.6,0.0,0.0,,0.0,100.0,21.15,0.1674,25.37,0.6084
2025-01-27,4866831.0,15398653.28,10.55,28.39,5.09,15.43,2.0,11930659.33,4390661.0,3770752.0,13892051.4,,,180300.0,0.61,,,,0.23,180300.0,93125.0,,,0.61,180300.0,,,85847.0,13.83,0.23,,55.78,55.78,3481016.0,11013934.62,,11.02,55.66,20.74,0.1773,28.69,0.6183
2025-01-28,4972593.0,15763119.81,10.78,32.35,5.2,15.86,2.0,11933782.0,4373913.0,3764600.0,13865304.21,,,,,,,,0.05,,16748.0,,,,,,,6152.0,13.83,0.01,,55.63,55.63,3487987.0,11056918.79,,11.03,55.63,20.22,0.1742,28.15,0.6325
2025-01-29,4431183.0,13479658.69,9.61,30.54,4.64,14.02,1.0,9825790.81,3830960.0,3230043.0,11653780.32,,,1543.0,0.01,,,,1.96,1543.0,544496.0,,,0.01,1543.0,,,536100.0,11.87,1.69,,48.72,48.72,4032577.0,12267099.23,,12.37,48.96,19.76,0.1564,22.21,0.5635
2025-01-30,4262902.0,13155315.57,9.24,31.77,4.46,13.2,1.0,9715264.96,3734089.0,3148174.0,11523398.65,,,76813.0,0.26,,,,0.49,76813.0,173684.0,,,0.26,76813.0,,,158682.0,11.48,0.55,,47.49,47.49,4129448.0,12743476.53,,12.76,47.35,20.14,0.1649,25.54,0.5421
2025-01-31,4294384.0,13870860.32,9.31,32.91,4.49,13.63,1.0,10264613.77,3763814.0,3177899.0,12157119.22,,,41448.0,0.3,,,,0.0,47272.0,17547.0,,,0.3,41448.0,,5824.0,17547.0,11.95,0.05,,47.81,47.81,4108863.0,13271627.49,,13.24,47.45,19.78,0.1672,26.51,0.5455
2025-02-03,4248146.0,13704519.0,9.21,33.55,4.44,13.83,1.0,10389294.29,3799440.0,3220488.0,12256993.44,,,,0.15,,,,0.01,42589.0,6963.0,,,0.15,,,42589.0,,12.26,,,48.27,48.27,4072062.0,13136472.01,,13.13,48.28,20.4,0.1671,26.18,0.5397
2025-02-04,4290525.0,13738261.05,9.3,34.73,4.49,13.9,1.0,10087523.16,3741306.0,3150382.0,11979661.81,,,,,,,,0.22,,58134.0,,,,,,,70106.0,12.01,0.24,,47.53,47.53,4130278.0,13225150.16,,13.26,47.52,19.29,0.1603,25.87,0.5451
2025-02-05,4242277.0,13337718.89,9.2,34.95,4.44,13.59,1.0,9798656.42,3758094.0,3116621.0,11815447.54,,,41877.0,0.14,,,,0.21,60508.0,31889.0,,,0.14,41877.0,,6800.0,94269.0,11.92,0.33,,47.76,47.76,4110294.0,12922764.34,,13.0,47.84,19.58,0.1683,27.48,0.5392
2025-02-06,4242523.0,13321522.22,9.2,36.69,4.44,13.43,1.0,9786962.38,3750340.0,3116867.0,11776067.6,,,2275.0,0.02,,,,0.06,10275.0,10029.0,,,0.02,2275.0,,,10029.0,11.78,0.04,,83.63,47.66,733877.0,2304373.78,,2.3,83.66,19.46,0.1686,27.66,0.5391
2025-02-07,4191851.0,12676157.42,9.09,38.52,4.39,13.16,1.0,9639514.08,3746595.0,3187670.0,11329703.28,,,8000.0,,,75367.0,,0.24,,11745.0,,,,8000.0,0.26,,4564.0,11.57,0.01,,83.54,47.57,738441.0,2233045.58,,2.23,83.84,19.83,0.1693,27.46,0.5322
2025-02-10,4599040.0,13116462.08,9.97,39.87,4.81,13.84,1.0,9519034.84,3889490.0,3337670.0,11092825.48,,,150000.0,0.46,,,,0.08,150000.0,7105.0,,,0.46,150000.0,,,,11.44,,,89.28,49.38,467029.0,1331966.71,,1.33,89.57,18.16,0.1564,24.66,0.5839
2025-02-11,4638805.0,13656641.92,10.06,37.56,4.85,13.43,1.0,9968513.54,4079681.0,3386044.0,12010580.86,,,158476.0,0.25,,,,0.01,123741.0,1085.0,,,0.25,158476.0,,32800.0,75367.0,11.79,0.26,,77.77,51.78,1165883.0,3432359.55,,3.37,77.79,18.72,0.1689,25.74,0.5887
2025-02-12,4674447.0,13462407.36,10.14,37.42,4.89,13.74,1.0,9937488.96,4103035.0,3450517.0,11816740.8,,,52185.0,0.25,,,,0.05,76285.0,28831.0,,,0.25,52185.0,,,11812.0,11.94,0.02,,77.87,52.08,1165883.0,3357743.04,,3.4,77.83,19.39,0.1661,24.84,0.5933
2025-02-13,4694763.0,13304958.34,10.18,37.21,4.91,13.49,1.0,9807552.95,4113193.0,3460675.0,11656788.96,,,10158.0,0.0,,,,,10158.0,,,,0.0,10158.0,,,,11.72,,,77.92,52.22,1165883.0,3304112.42,,3.33,77.86,19.62,0.1664,24.82,0.5961
2025-02-14,4522136.0,12661980.8,9.8,35.34,4.73,12.86,1.0,9758999.6,4189266.0,3485357.0,11729944.8,,,284194.0,0.76,,,,0.61,279382.0,213129.0,,,0.76,284194.0,,5008.0,254700.0,11.83,0.74,,77.77,53.14,1197295.0,3352426.0,,3.38,77.8,18.32,0.1851,32.12,0.5737
2025-02-17,4987777.0,14324895.54,10.81,39.24,5.22,14.23,2.0,10648787.24,4185765.0,3707795.0,12021517.08,,,81484.0,1.26,,,,0.24,411291.0,84985.0,,,1.26,81484.0,,,188853.0,11.81,0.54,,78.65,53.1,1136084.0,3262833.25,,3.24,78.5,16.34,0.2119,37.9,0.6327
