,EAPI FP Equity_DX_SI_QTY,EAPI FP Equity_DX_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EAPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EAPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EAPI FP Equity_DX_SI_MV,EAPI FP Equity_DX_DSS,EAPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY,EAPI FP Equity_DX_BROKER_SI_QTY,EAPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EAPI FP Equity_DX_BROKER_SI_MV_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EAPI FP Equity_DX_BROKER_SI_MV_INC_x,EAPI FP Equity_DX_SUPPLY_SI_MV_NEW,EAPI FP Equity_DX_BROKER_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_NEW,EAPI FP Equity_DX_SUPPLY_SI_MV_DEC,EAPI FP Equity_DX_BROKER_SI_QTY_INC,EAPI FP Equity_DX_SUPPLY_SI_QTY_DEC,EAPI FP Equity_DX_BROKER_SI_MV_NEW_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EAPI FP Equity_DX_BROKER_SI_MV_INC_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EAPI FP Equity_DX_BROKER_SI_MV_ADD,EAPI FP Equity_DX_SUPPLY_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV,EAPI FP Equity_DX_BROKER_SI_MV_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV_RMV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EAPI FP Equity_DX_UTILIZATION_QUANTITY,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EAPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_MV,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EAPI FP Equity_DX_BROKER_SI_CON_RATIO,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EAPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-03-01,1921454.0,7685816.0,4.22,4.24,2.02,8.21,1.0,4232344.0,1459791.0,1058086.0,5839164.0,,,1138.0,,,,,0.91,,100658.0,,,,1138.0,,,53785.0,5.63,1.87,,13.17,13.17,9625220.0,38500880.0,,37.88,12.94,21.29,0.4373,60.82,0.1733
2024-03-04,2822561.0,10703151.31,6.19,5.78,2.97,11.7,1.0,8784365.18,2199909.0,2316552.0,8342054.93,,,564620.0,3.2,,382793.0,,0.82,875673.0,227282.0,,,3.2,564620.0,1.6,402780.0,,8.8,,,19.8,19.8,8910415.0,33788293.68,,35.44,19.88,19.72,0.3678,55.95,0.254
2024-03-05,3187788.0,11023370.9,6.99,6.43,3.35,12.59,1.0,9033367.98,2515112.0,2612310.0,8697257.3,,,262311.0,0.57,,87000.0,,0.16,208758.0,27941.0,,,0.57,262311.0,0.33,80833.0,,9.5,,,22.3,22.3,8762976.0,30302371.01,,31.52,23.16,17.52,0.3331,53.66,0.2827
2024-03-06,3568457.0,12364703.51,7.83,6.76,3.75,12.96,1.0,9998077.32,2652667.0,2885448.0,9191491.15,,,184705.0,0.96,,,,0.57,386502.0,137549.0,,,0.96,184705.0,,90399.0,113364.0,9.17,0.6,,23.51,23.51,8631662.0,29908708.83,,29.88,23.48,14.88,0.2864,49.26,0.3162
2024-03-07,3803335.0,13775679.37,8.34,7.13,4.0,13.76,1.0,10939620.77,2787845.0,3020326.0,10097574.59,,,136688.0,0.48,,,,0.0,136688.0,1510.0,,,0.48,136688.0,,,1810.0,9.68,0.01,,24.48,24.48,8598992.0,31145549.02,,30.59,24.05,14.25,0.3091,51.95,0.334
2024-03-08,4479813.0,15231364.2,9.83,8.29,4.71,16.61,1.0,11879107.0,3478523.0,3493855.0,11826978.2,,,,2.2,,,,0.64,553529.0,212291.0,,,2.2,,,902969.0,80000.0,12.4,0.28,,30.43,30.43,7951135.0,27033859.0,,27.82,30.84,10.97,0.3461,56.01,0.3919
2024-03-11,4172891.0,13582760.21,9.15,7.42,4.39,14.94,1.0,10969031.01,3159982.0,3369902.0,10285741.41,,,20000.0,,,,,1.41,,367541.0,,,,20000.0,,29000.0,123953.0,10.62,0.67,,27.57,27.57,8300779.0,27019035.65,,27.62,27.77,10.89,0.3717,58.6,0.3641
2024-03-12,4410922.0,14154648.7,9.68,7.8,4.64,15.33,1.0,11249200.84,3382035.0,3505516.0,10852950.32,,,209872.0,0.11,,176102.0,,0.68,44400.0,193838.0,,,0.11,209872.0,0.6,206019.0,84888.0,10.96,0.47,,29.35,29.35,8142856.0,26130424.9,,26.32,29.4,13.79,0.3497,55.8,0.3827
2024-03-13,4890054.0,15442790.53,10.73,8.66,5.14,16.29,2.0,11831750.17,3707808.0,3746596.0,11709257.66,,,399221.0,0.92,,,,0.26,403740.0,78115.0,,,0.92,399221.0,,4667.0,162660.0,11.83,0.6,,31.82,31.82,7945412.0,25091611.1,,25.3,31.86,18.25,0.3604,56.03,0.4196
2024-03-14,4475122.0,14647074.31,9.82,8.1,4.71,14.85,1.0,11642473.4,3457054.0,3557126.0,11314937.74,,57090.0,95010.0,0.39,0.19,,,1.42,128920.0,443624.0,,57090.0,0.39,95010.0,,40770.0,318390.0,11.07,1.07,,29.39,29.39,8303665.0,27177895.55,,26.76,29.27,8.51,0.4331,63.97,0.3805
2024-03-15,4317730.0,11657871.0,9.47,7.92,4.54,14.46,1.0,9166070.7,3453234.0,3394841.0,9323731.8,,,86517.0,0.05,,,,0.34,17919.0,108776.0,,,0.05,86517.0,,18439.0,180204.0,10.61,0.42,,29.51,29.51,8247304.0,22267720.8,,24.58,30.15,10.75,0.4352,63.93,0.369
2024-03-18,4167462.0,10914582.98,9.14,6.0,4.38,12.06,1.0,8986378.28,3198710.0,3431225.0,8377421.49,,,572.0,0.47,,,,1.15,135132.0,285972.0,,,0.47,572.0,,30876.0,98748.0,8.7,0.4,,27.2,27.2,8561544.0,22422683.74,,22.86,27.57,9.63,0.4362,64.3,0.3544
2024-03-19,5883985.0,15545488.37,12.91,8.24,6.19,16.01,2.0,13087294.95,4688392.0,4953556.0,12386731.66,,,1088017.0,2.48,,641556.0,,0.61,1044021.0,208353.0,,,2.48,1088017.0,1.7,610018.0,163246.0,12.32,0.5,,39.67,39.67,7130201.0,18837991.04,,18.79,39.61,11.26,0.417,62.61,0.4979
2024-03-20,5480713.0,14074470.98,12.02,7.61,5.77,14.69,2.0,11744465.52,4410626.0,4573390.0,11326487.57,,,51474.0,0.32,,52600.0,,0.96,124183.0,367093.0,,,0.32,51474.0,0.15,37853.0,556949.0,11.47,1.71,,35.31,35.31,8079047.0,20746992.7,,20.95,35.38,12.25,0.4248,63.31,0.4388
2024-03-21,4941625.0,11850016.75,10.84,6.75,5.2,12.96,2.0,9669872.65,4176726.0,4032474.0,10015788.95,,,72746.0,0.24,,,,0.81,94478.0,306646.0,,,0.24,72746.0,,,635394.0,10.46,1.88,,33.67,33.67,8226765.0,19727782.47,,20.37,33.93,6.19,0.4477,65.8,0.3984
2024-03-22,4619546.0,11987721.87,10.13,6.08,4.86,11.43,1.0,10333907.61,3854234.0,3982238.0,10001737.23,,,2200.0,0.08,,,,0.74,37766.0,386415.0,,,0.08,2200.0,,61723.0,88002.0,9.6,0.75,,31.06,31.06,8553922.0,22197427.59,,21.49,30.87,6.58,0.4931,69.28,0.3723
2024-03-25,4742193.0,12524131.71,10.4,6.06,4.99,12.18,1.0,10808781.09,3977032.0,4092685.0,10503341.51,,,142249.0,0.4,,,,0.05,156100.0,19451.0,,,0.4,142249.0,,,45653.0,10.32,0.0,,32.04,32.04,8434524.0,22275577.88,,22.12,31.82,6.65,0.4696,67.51,0.3821
2024-03-26,4455071.0,11262419.49,9.77,5.61,4.69,11.58,1.0,9779686.82,3724678.0,3868547.0,9415985.98,,,,,,,,0.65,,252354.0,,,,,,,224138.0,9.64,0.54,,30.08,30.08,8657966.0,21887338.05,,22.33,30.16,7.14,0.5272,71.78,0.3598
2024-03-27,4338691.0,11762191.3,9.52,5.33,4.56,10.97,1.0,10277203.1,3621998.0,3790927.0,9819236.58,,,,,,,,0.3,,109913.0,,,,,,7233.0,77620.0,9.46,0.26,,29.04,29.04,8848335.0,23987836.19,,23.28,28.9,7.21,0.5595,74.01,0.3479
2024-03-28,4440894.0,12412298.73,9.74,5.33,4.67,11.38,1.0,10682230.07,3770201.0,3821907.0,10537711.8,,,158054.0,0.32,,43452.0,,0.13,120357.0,52600.0,,,0.32,158054.0,0.13,42749.0,132829.0,10.32,0.36,,30.23,30.23,8702065.0,24322271.68,,23.9,30.16,7.49,0.5237,71.53,0.3561
2024-03-29,4440894.0,12412298.73,9.74,5.26,4.67,11.39,1.0,10682230.07,3770201.0,3821907.0,10537711.8,,,,,,,,,,,,,,,,,,10.43,,,30.22,30.22,8704365.0,24328700.18,,24.13,30.18,7.47,0.5215,71.37,0.356
2024-04-01,4441209.0,12413179.16,9.74,5.26,4.67,11.85,1.0,10683110.49,3770201.0,3822222.0,10537711.8,,,,0.01,,,,,315.0,,,,0.01,,,,,10.45,,,32.94,32.94,7675039.0,21451734.01,,21.3,32.92,7.41,0.5285,71.89,0.388
2024-04-02,4270707.0,11351539.21,9.37,5.06,4.49,11.41,1.0,9827723.75,3678876.0,3697413.0,9778452.41,,,56538.0,0.18,,,,0.43,68310.0,147863.0,,,0.18,56538.0,,,193119.0,10.04,0.54,,32.14,32.14,7766060.0,20642187.48,,21.17,32.17,7.65,0.5767,75.24,0.3732
2024-04-03,4045248.0,10978803.07,8.87,4.74,4.26,10.46,1.0,9522853.35,3445836.0,3508789.0,9351998.9,,,30000.0,0.1,,,,0.78,40601.0,263040.0,,,0.1,30000.0,,,229225.0,9.24,0.84,,30.1,30.1,8001470.0,21715989.58,,21.44,30.11,7.91,0.563,74.26,0.3534
2024-04-04,4010264.0,11156554.45,8.8,4.64,4.22,10.49,1.0,9712412.68,3530222.0,3491162.0,9821077.6,,,150075.0,0.48,,,,0.29,154442.0,113524.0,,,0.48,150075.0,,47835.0,172069.0,9.72,0.46,,30.71,30.71,7966069.0,22161603.96,,21.9,30.73,8.09,0.596,76.55,0.3488
2024-04-05,4246163.0,12016641.29,9.31,4.88,4.47,11.35,1.0,10420232.63,3588584.0,3682061.0,10155692.72,,,55226.0,0.66,,,,0.03,190899.0,11566.0,,,0.66,55226.0,,14702.0,,10.06,,,30.9,30.9,8024396.0,22709040.68,,22.51,30.89,7.69,0.5743,75.1,0.3656
2024-04-08,4246031.0,12653172.38,9.31,4.84,4.47,11.48,1.0,11038069.0,3597054.0,3704050.0,10719220.92,,,45706.0,0.18,,,,0.13,44110.0,47998.0,,,0.18,45706.0,,10762.0,22121.0,10.44,0.06,,31.1,31.1,7970878.0,23753216.44,,23.11,31.12,7.69,0.5791,75.39,0.3671
2024-04-09,4304689.0,12896848.24,9.44,4.85,4.53,12.03,1.0,11273073.17,3644381.0,3762708.0,10918565.48,,,13000.0,0.39,,,,0.02,58658.0,7943.0,,,0.39,13000.0,,42270.0,,10.89,,,31.03,31.03,8100442.0,24268924.23,,24.21,31.03,7.75,0.5794,75.41,0.3665
2024-04-10,4235889.0,12470457.22,9.29,4.75,4.46,11.94,1.0,10874865.15,3672457.0,3693908.0,10811713.41,,,28076.0,,,,,,,,,,,28076.0,,,68800.0,10.93,0.21,,31.0,31.0,8173023.0,24061379.71,,24.37,30.96,7.93,0.6006,76.8,0.3576
2024-04-11,4220965.0,12494056.4,9.26,4.71,4.44,11.76,1.0,10889792.64,3616557.0,3678984.0,10705008.72,,,,0.08,,,,0.17,28076.0,55900.0,,,0.08,,,,43000.0,10.67,0.13,,30.27,30.27,8329140.0,24654254.4,,24.59,30.26,7.86,0.6058,77.13,0.3533
2024-04-12,4312413.0,12057506.75,9.46,4.81,4.54,12.08,1.0,10542127.87,3700880.0,3770432.0,10347660.48,,,84371.0,0.25,,,,0.0,91448.0,48.0,,,0.25,84371.0,,,,10.67,,,30.98,30.98,8244610.0,23051929.56,,23.77,30.98,7.7,0.5825,75.56,0.361
2024-04-15,4364267.0,12080291.06,9.57,4.85,4.59,11.83,1.0,10580087.65,3746559.0,3822286.0,10370475.31,,,52851.0,0.0,,,,0.04,51932.0,7193.0,,,0.0,52851.0,,21.0,78.0,10.43,0.03,,31.32,31.32,8216020.0,22741943.36,,22.86,31.33,7.41,0.5828,75.6,0.3648
2024-04-16,4364267.0,11879534.77,9.57,5.68,4.59,11.73,1.0,10404262.49,3746559.0,3822286.0,10198133.6,,,,,,,,,,,,,,,,,,10.29,,,31.32,31.32,8216179.0,22364439.24,,22.57,31.32,7.38,0.584,75.68,0.3648
2024-04-17,4378124.0,11707103.58,9.6,6.01,4.61,11.6,1.0,10257846.38,3767940.0,3836143.0,10075471.56,,,2021.0,0.06,,,,0.0,21459.0,78.0,,,0.06,2021.0,,19438.0,7602.0,10.14,0.03,,31.51,31.51,8191745.0,21904726.13,,22.06,31.5,7.3,0.5819,75.55,0.3661
2024-04-18,4413706.0,11422671.13,9.68,6.22,4.64,11.59,1.0,10020024.3,3830607.0,3871725.0,9913610.92,,,71398.0,0.07,,,,0.03,42589.0,8731.0,,,0.07,71398.0,,,7007.0,10.09,0.03,,31.96,31.96,8154881.0,21104832.03,,21.47,31.97,7.21,0.5786,75.32,0.3683
2024-04-19,4565779.0,12245419.28,10.02,6.78,4.8,11.8,1.0,10687228.24,3964133.0,3984798.0,10631804.71,,,116582.0,0.18,,,,0.04,118873.0,13455.0,,,0.18,116582.0,,30399.0,5800.0,10.44,0.02,,32.97,32.97,8060301.0,21617727.28,,21.26,32.93,6.86,0.5707,74.77,0.3797
2024-04-22,4606561.0,12668042.75,10.11,6.9,4.85,12.15,1.0,11037485.25,4004603.0,4013631.0,11012658.25,,,49279.0,0.1,,,,0.02,28833.0,8809.0,,,0.1,49279.0,,,,10.86,,,33.29,33.29,8025631.0,22070485.25,,21.82,33.23,6.91,0.5594,73.97,0.3829
2024-04-23,4426102.0,12224893.72,9.71,6.74,4.66,11.78,1.0,10630277.88,3792245.0,3848761.0,10474180.69,,,32694.0,0.26,,,,0.7,64321.0,264730.0,,,0.26,32694.0,,19678.0,229191.0,10.44,0.63,,31.47,31.47,8257866.0,22808225.89,,22.74,31.46,6.3,0.6171,77.98,0.3673
2024-04-24,4381615.0,11769017.89,9.61,6.98,4.61,11.69,1.0,10008175.67,3664723.0,3726052.0,9843445.98,,,23575.0,0.18,,37000.0,,0.46,48030.0,166960.0,,,0.18,23575.0,0.1,15863.0,207739.0,9.98,0.6,,30.38,30.38,8397009.0,22554366.17,,22.9,30.36,6.43,0.6388,79.47,0.3633
2024-04-25,4322634.0,11221557.86,9.48,7.04,4.55,11.32,1.0,9446114.52,3667882.0,3638719.0,9521821.67,,,45949.0,,,,,0.31,,60733.0,,,,45949.0,,17943.0,87333.0,9.68,0.25,,30.37,30.37,8409066.0,21829935.34,,22.2,30.36,5.27,0.6557,80.61,0.3579
2024-04-26,4333348.0,11960040.48,9.51,7.2,4.56,11.15,1.0,10128093.24,3639533.0,3669599.0,10045111.08,,,18698.0,0.08,,,,0.15,36365.0,47248.0,,,0.08,18698.0,,201.0,5485.0,9.75,0.01,,30.14,30.14,8437171.0,23286591.96,,22.66,30.09,5.37,0.6541,80.47,0.3588
2024-04-29,4438418.0,12951303.72,9.74,7.49,4.67,11.77,1.0,10970355.23,3712703.0,3759546.0,10833667.35,,,49362.0,0.24,,17325.0,,0.03,80314.0,18127.0,,,0.24,49362.0,0.05,41935.0,7692.0,10.47,0.0,,30.73,30.73,8368183.0,24418357.99,,23.6,30.73,5.65,0.6197,78.24,0.3674
2024-04-30,4506909.0,13304395.37,9.89,7.64,4.74,12.5,1.0,11230249.32,3755983.0,3804285.0,11087661.82,,,19528.0,0.46,,,,,49358.0,,,,0.46,19528.0,,23752.0,4619.0,11.06,0.01,,31.09,31.09,8324342.0,24573457.58,,24.45,31.14,5.44,0.6024,77.07,0.3731
2024-05-01,4506909.0,13304395.37,9.89,10.22,4.74,12.56,1.0,11230249.32,3755983.0,3804285.0,11087661.82,,,,,,,,,,,,,,,,,,11.07,,,31.03,31.03,8346850.0,24639901.2,,24.6,31.02,5.41,0.6006,76.96,0.3724
2024-05-02,6132590.0,17576002.94,13.45,13.9,6.45,17.36,2.0,15562282.56,5381664.0,5429966.0,15423849.02,,,1287596.0,0.11,,1588879.0,,0.02,36880.0,6232.0,,,0.11,1287596.0,4.69,344317.0,78.0,15.68,0.0,,44.41,44.41,6735783.0,19304754.08,,19.52,44.54,27.12,0.3872,55.6,0.5061
2024-05-03,6346293.0,18353479.36,13.92,15.35,6.68,17.57,2.0,16294343.54,5596352.0,5634282.0,16184649.98,,,207985.0,0.59,,,,0.02,215516.0,828.0,,,0.59,207985.0,,7531.0,11200.0,16.09,0.03,,45.98,45.98,6575548.0,19016484.82,,18.89,46.0,28.72,0.3768,53.83,0.5214
2024-05-06,6452505.0,18905839.65,14.15,16.24,6.79,18.01,2.0,16889240.78,5731407.0,5764246.0,16793022.51,,,3254.0,0.5,,,,0.09,166807.0,31752.0,,,0.5,3254.0,,163553.0,36843.0,16.67,0.1,,48.27,48.27,6141330.0,17994096.9,,17.89,48.23,30.97,0.3792,52.87,0.5435
2024-05-07,6604980.0,20330128.44,14.49,17.09,6.95,18.68,2.0,17745042.44,5884626.0,5765121.0,18112878.83,,,33525.0,0.19,,65000.0,,0.0,56263.0,88044.0,,,0.19,33525.0,0.21,207738.0,120388.0,17.6,0.31,,49.6,49.6,5980429.0,18407760.46,,18.05,49.37,29.1,0.354,51.41,0.5567
2024-05-08,6495902.0,19968402.75,14.25,18.0,6.83,19.02,2.0,17386676.18,5820022.0,5656043.0,17890747.63,,,,,,,,0.31,,93181.0,,,,,,28577.0,109078.0,17.91,0.2,,49.01,49.01,6054887.0,18612722.64,,18.64,49.0,28.49,0.3567,52.01,0.547
2024-05-09,6622631.0,20609627.67,14.53,19.28,6.97,19.46,2.0,17995986.46,5918355.0,5782772.0,18417920.76,,,56571.0,0.41,,,,,126729.0,,,,0.41,56571.0,,41762.0,,18.26,,,49.84,49.84,5956105.0,18535398.76,,18.41,49.79,28.17,0.3422,50.65,0.5577
2024-05-10,6514873.0,20235195.54,14.29,19.62,6.85,19.25,2.0,17909087.29,5910319.0,5765965.0,18357450.81,,,2299.0,0.03,,,,0.05,7167.0,15125.0,,,0.03,2299.0,,4790.0,23974.0,18.36,0.07,,49.75,49.75,5970313.0,18543792.18,,18.53,49.77,28.48,0.3532,51.66,0.5484
2024-05-13,6581443.0,21231735.12,14.44,20.98,6.92,19.44,2.0,18780997.76,5948195.0,5821760.0,19188877.07,,,19817.0,0.18,,,,0.02,55795.0,7849.0,,,0.18,19817.0,,25908.0,,18.74,,,50.42,50.42,5849922.0,18871848.37,,18.57,50.23,28.16,0.3455,51.02,0.5578
2024-05-14,6586854.0,21275538.42,14.45,22.17,6.93,20.0,2.0,18821762.33,5948195.0,5827171.0,19212669.85,,,,0.05,,,,,14411.0,,,,0.05,,,,9000.0,19.2,0.03,,50.41,50.41,5852365.0,18903138.95,,18.86,50.44,28.42,0.3438,50.7,0.5582
2024-05-15,7262963.0,23197903.82,15.93,25.47,7.64,22.14,2.0,20186974.32,6127603.0,6320280.0,19571563.98,,,195463.0,1.62,,,,0.05,500748.0,16055.0,,,1.62,195463.0,,,7639.0,19.66,0.03,,51.96,51.96,5664782.0,18093313.71,,18.12,52.05,32.88,0.3236,45.65,0.6159
2024-05-16,6940856.0,22307911.18,15.23,25.21,7.3,20.97,2.0,19278128.02,6261197.0,5998173.0,20123487.16,,,29804.0,0.18,,,,1.25,59772.0,386989.0,,,0.18,29804.0,,490779.0,381879.0,20.05,1.26,,52.98,52.98,5557681.0,17862386.73,,17.8,52.97,28.5,0.3196,47.97,0.5873
2024-05-17,6934640.0,22565318.56,15.21,26.28,7.3,21.07,2.0,19497828.08,6265897.0,5991957.0,20389228.84,,,4700.0,0.02,,,,,4700.0,,,,0.02,4700.0,,,10916.0,20.24,0.0,,53.0,53.0,5556159.0,18079741.39,,17.96,52.98,28.54,0.3184,47.81,0.5866
2024-05-20,6850852.0,22553004.78,15.03,26.26,7.21,21.07,2.0,19196465.12,5935043.0,5831247.0,19538161.56,,,17528.0,0.84,,,,1.44,244500.0,453141.0,,,0.84,17528.0,,104759.0,405210.0,19.42,1.19,,50.31,50.31,5861199.0,19295067.11,,19.2,50.28,23.88,0.2975,47.67,0.5808
2024-05-21,6625566.0,21864367.8,14.53,26.61,6.97,20.53,2.0,18272849.1,5623023.0,5537227.0,18555975.9,,,71625.0,0.29,,,,1.36,86734.0,419100.0,,,0.29,71625.0,,35455.0,380754.0,18.54,1.13,,47.6,47.6,6189141.0,20424165.3,,20.4,47.61,19.15,0.2908,48.8,0.5609
2024-05-22,6058794.0,19691080.5,13.29,25.28,6.37,18.7,2.0,16159770.25,5059580.0,4972237.0,16443635.0,,,11863.0,0.11,,,,1.96,33925.0,597368.0,,,0.11,11863.0,,22062.0,598915.0,16.62,1.94,,41.7,41.7,7073137.0,22987695.25,,23.17,41.76,10.54,0.3193,53.7,0.4994
2024-05-23,5682624.0,20309698.18,12.47,24.25,5.98,17.42,2.0,15772801.82,4638827.0,4413207.0,16579167.7,,,108120.0,,,,,1.77,,528873.0,,,,108120.0,,,559030.0,15.73,1.85,,38.24,38.24,7492644.0,26778709.66,,25.64,38.03,10.05,0.3508,57.12,0.4684
2024-05-24,5674710.0,20428956.0,12.45,21.27,5.97,18.03,2.0,16157548.8,4458581.0,4488208.0,16050891.6,,,21145.0,0.28,,,,0.44,75001.0,157542.0,,,0.28,21145.0,,496.0,,15.86,,0.14,36.92,36.92,7616898.0,27420832.8,44345.0,26.61,37.35,10.65,0.3395,56.0,0.4699
2024-05-27,5643610.0,20091251.6,12.38,20.78,5.94,17.99,2.0,15600304.48,4366572.0,4382108.0,15544996.32,,,1168.0,0.06,,,,0.32,18000.0,93177.0,,,0.06,1168.0,,,124100.0,15.62,0.44,,36.16,36.16,7707798.0,27439760.88,,27.53,36.21,10.66,0.3444,56.21,0.4674
2024-05-28,5459791.0,19677086.76,11.98,20.65,5.74,17.71,2.0,15108966.31,4393886.0,4192277.0,15835565.14,,,28662.0,0.17,,,,0.03,47728.0,6756.0,,,0.17,28662.0,,5408.0,237559.0,15.73,0.44,,36.41,36.41,7674454.0,27658732.22,,27.47,36.41,10.81,0.3367,55.41,0.4524
2024-05-29,5231435.0,18111227.97,11.48,20.03,5.5,16.97,2.0,13764576.19,4165297.0,3975903.0,14420258.21,,,81448.0,0.01,,,,1.09,648.0,311003.0,,,0.01,81448.0,,966.0,217022.0,14.75,0.74,,34.66,34.66,7854003.0,27190558.39,,27.8,34.66,11.5,0.3208,53.72,0.4353
2024-05-30,5626702.0,20481195.28,12.34,21.49,5.92,18.1,2.0,16212705.6,4686898.0,4454040.0,17060308.72,,,275978.0,2.05,,,,0.2,542167.0,46558.0,,,2.05,275978.0,,292181.0,64030.0,16.57,0.26,,39.04,39.04,7319420.0,26642688.8,,25.99,38.93,13.82,0.2837,49.05,0.4686
2024-05-31,6130313.0,22130429.93,13.45,22.9,6.45,20.44,2.0,16860046.53,5238009.0,4670373.0,18909212.49,,,749923.0,0.17,,400000.0,,1.0,2844.0,301826.0,,,0.17,749923.0,1.46,103014.0,186511.0,18.99,0.54,,43.95,43.95,6679743.0,24113872.23,,24.2,43.97,13.11,0.2491,44.75,0.5144
2024-06-03,7257346.0,26808636.12,15.92,21.87,7.63,24.9,2.0,15208282.96,5625716.0,4117023.0,20781394.9,,,515425.0,0.97,,56000.0,,0.84,266272.0,227958.0,,,0.97,515425.0,0.21,100240.0,875622.0,20.43,2.75,,48.03,48.03,6087520.0,22487298.88,,22.23,47.9,17.85,0.179,31.36,0.6196
2024-06-04,5719655.0,20956815.92,12.55,17.77,6.02,19.67,2.0,15690841.84,5152694.0,4282435.0,18879470.82,,,375151.0,1.02,,45000.0,,3.04,255168.0,848312.0,,,1.02,375151.0,0.17,139.0,134756.0,18.99,0.39,,46.71,46.71,5879522.0,21542568.61,,21.58,46.8,16.7,0.1996,35.58,0.5185
2024-06-05,5871192.0,21946515.7,12.73,18.36,6.14,20.14,2.0,16574149.96,5279669.0,4433962.0,19735402.72,,,160730.0,0.7,,,,0.15,200476.0,39880.0,,,0.7,160730.0,,6125.0,48949.0,19.47,0.21,,48.28,48.28,5654766.0,21137515.31,,21.02,48.09,18.55,0.1927,33.86,0.5369
2024-06-06,6013375.0,23331895.0,13.04,18.74,6.29,20.95,2.0,17755442.6,5507803.0,4576145.0,21370275.64,,,86805.0,0.74,,,,0.05,178074.0,15187.0,,,0.74,86805.0,,156516.0,35891.0,20.8,0.08,,50.68,50.68,5359141.0,20793467.08,,20.61,50.22,21.29,0.1913,32.35,0.5534
2024-06-07,7172290.0,22850915.94,15.55,21.56,7.5,25.81,2.0,17937590.99,5690117.0,5630129.0,18128712.76,,,313354.0,1.63,,685385.0,,0.56,407099.0,175552.0,,,1.63,313354.0,2.78,44512.0,38500.0,20.81,0.02,,80.2,54.61,1405053.0,4476498.86,,4.98,80.67,20.94,0.1607,26.71,0.6884
2024-06-10,7018954.0,23190624.02,15.22,18.58,7.34,22.4,2.0,18799935.11,5677315.0,5690053.0,18757848.76,,,25062.0,0.55,,,,1.78,332605.0,211766.0,,,0.55,25062.0,,173902.0,272681.0,18.32,1.13,,53.05,53.05,5024680.0,16601542.72,,16.46,52.68,19.81,0.1784,31.62,0.6559
2024-06-11,8424177.0,25828526.68,18.27,22.05,8.81,27.27,2.0,21503237.7,7312061.0,7013450.0,22418779.03,,,1496220.0,4.56,,4000.0,,0.77,1334861.0,234748.0,,,4.56,1496220.0,0.01,373274.0,15464.0,23.52,0.06,,70.28,70.28,3092389.0,9481264.67,,9.56,71.09,18.8,0.1606,26.59,0.8097
2024-06-12,8531289.0,26088681.76,18.5,22.27,8.92,26.0,2.0,21974093.83,7335087.0,7185773.0,22430696.05,,,27939.0,0.15,,2495.0,,0.02,173855.0,4913.0,,,0.15,27939.0,0.01,,4027.0,22.5,0.21,,70.47,70.47,3073696.0,9399362.37,,9.44,70.44,18.3,0.1594,26.73,0.8196
2024-06-13,8639689.0,25141494.99,18.73,22.6,9.04,26.31,2.0,21167843.43,7366821.0,7274173.0,21437449.11,,,45400.0,0.39,,,,0.04,118000.0,13666.0,,,0.39,45400.0,,,29600.0,22.26,0.11,,70.79,70.79,3040217.0,8847031.47,,8.97,71.28,18.04,0.1584,26.56,0.8302
2024-06-14,8596598.0,24930134.2,18.64,22.49,8.99,25.05,2.0,20885747.8,7588725.0,7201982.0,22007302.5,,,108000.0,0.04,,,,0.01,23821.0,16.0,,,0.04,108000.0,,113920.0,96012.0,22.09,0.52,,72.65,72.65,2856440.0,8283676.0,,8.3,72.68,18.03,0.1553,25.84,0.823
2024-06-17,8723093.0,26221617.56,18.91,22.55,9.13,25.29,2.0,21984311.86,7436725.0,7313477.0,22354795.35,,,15010.0,0.33,,,,0.49,129600.0,167010.0,,,0.33,15010.0,,,18105.0,21.8,0.07,,72.58,72.58,2809064.0,8444046.38,,8.49,71.96,18.08,0.1585,26.68,0.8514
