,YIEL FP Equity_DX_DSS,YIEL FP Equity_PX_LAST
2020-03-05,,111.349
2020-03-06,,109.041
2020-03-09,,103.639
2020-03-10,,105.1
2020-03-11,,105.347
2020-03-12,,99.558
2020-03-13,,99.914
2020-03-16,,91.888
2020-03-17,,93.714
2020-03-18,,84.409
2020-03-19,,90.02
2020-03-20,,90.139
2020-03-24,,92.944
2020-03-25,,94.026
2020-03-26,,97.466
2020-03-27,,95.917
2020-03-30,,97.193
2020-03-31,,98.096
2020-04-01,,96.878
2020-04-02,,97.42
2020-04-03,,97.296
2020-04-06,,97.9
2020-04-07,,100.39
2020-04-08,,100.648
2020-04-09,,103.764
2020-04-14,,105.645
2020-04-15,,103.394
2020-04-16,,103.089
2020-04-17,,103.502
2020-04-20,,103.808
2020-04-21,,101.757
2020-04-22,,103.308
2020-04-23,,104.007
2020-04-24,,103.635
2020-04-27,,104.107
2020-04-28,,103.93
2020-04-29,,104.632
2020-04-30,,104.238
2020-05-04,,102.445
2020-05-05,,103.339
2020-05-06,,103.081
2020-05-07,,102.661
2020-05-08,,104.328
2020-05-11,,103.729
2020-05-12,,103.21
2020-05-13,,102.879
2020-05-14,,102.2
2020-05-15,,101.78
2020-05-18,,103.472
2020-05-19,,103.575
2020-05-20,,104.123
2020-05-21,,104.017
2020-05-22,,104.549
2020-05-25,,104.86
2020-05-26,,105.373
2020-05-27,,106.63
2020-05-28,,107.411
2020-05-29,,106.636
2020-06-01,,107.461
2020-06-02,,108.197
2020-06-03,,108.796
2020-06-04,,109.336
2020-06-05,,110.657
2020-06-08,,110.99
2020-06-09,,109.555
2020-06-10,,109.269
2020-06-11,,108.114
2020-06-12,,108.409
2020-06-15,,108.589
2020-06-16,,109.206
2020-06-17,,109.741
2020-06-18,,109.389
2020-06-19,,109.218
2020-06-22,,108.406
2020-06-23,,108.99
2020-06-24,,108.734
2020-06-25,,108.243
2020-06-26,,108.488
2020-06-29,,108.131
2020-06-30,,108.507
2020-07-01,,108.459
2020-07-02,,109.298
2020-07-03,,108.86
2020-07-06,,109.306
2020-07-07,,109.006
2020-07-08,,105.278
2020-07-09,,104.822
2020-07-10,,104.919
2020-07-13,,105.115
2020-07-14,,104.965
2020-07-15,,105.572
2020-07-16,,105.72
2020-07-17,,105.94
2020-07-20,,106.249
2020-07-21,,106.48
2020-07-22,,106.672
2020-07-23,,106.923
2020-07-24,,106.57
2020-07-27,,106.94
2020-07-28,,106.337
2020-07-29,,106.265
2020-07-30,,105.845
2020-07-31,,105.351
2020-08-03,,106.421
2020-08-04,,106.37
2020-08-05,,107.105
2020-08-06,,107.028
2020-08-07,,107.219
2020-08-10,,107.407
2020-08-11,,107.642
2020-08-12,,107.876
2020-08-13,,107.877
2020-08-14,,107.356
2020-08-17,,107.401
2020-08-18,,107.445
2020-08-19,,107.637
2020-08-20,,107.539
2020-08-21,,107.505
2020-08-24,,108.002
2020-08-25,,107.999
2020-08-26,,108.036
2020-08-27,,107.983
2020-08-28,,107.956
2020-08-31,,108.068
2020-09-01,,107.983
2020-09-02,,108.45
2020-09-03,,108.048
2020-09-04,,108.103
2020-09-07,,108.428
2020-09-08,,108.11
2020-09-09,,108.579
2020-09-10,,108.419
2020-09-11,,108.358
2020-09-14,,108.33
2020-09-15,,108.376
2020-09-16,,108.558
2020-09-17,,108.407
2020-09-18,,108.384
2020-09-21,,107.015
2020-09-22,,107.31
2020-09-23,,107.167
2020-09-24,,106.541
2020-09-25,,106.064
2020-09-28,,106.759
2020-09-29,,106.671
2020-09-30,,106.931
2020-10-01,,106.878
2020-10-02,,107.263
2020-10-05,,107.845
2020-10-06,,108.225
2020-10-07,,108.304
2020-10-08,,108.3
2020-10-09,,108.063
2020-10-12,,108.4
2020-10-13,,108.459
2020-10-14,,108.219
2020-10-15,,107.803
2020-10-16,,108.127
2020-10-19,,108.132
2020-10-20,,108.167
2020-10-21,,107.832
2020-10-22,,108.069
2020-10-23,,108.299
2020-10-26,,107.906
2020-10-27,,107.892
2020-10-28,,107.044
2020-10-29,,106.621
2020-10-30,,106.776
2020-11-02,,106.978
2020-11-03,,108.129
2020-11-04,,108.508
2020-11-05,,109.476
2020-11-06,,109.338
2020-11-09,,110.872
2020-11-10,,110.117
2020-11-11,,110.189
2020-11-12,,110.133
2020-11-13,,110.136
2020-11-16,,110.891
2020-11-17,,110.912
2020-11-18,,110.922
2020-11-19,,110.731
2020-11-20,,110.952
2020-11-23,,111.125
2020-11-24,,111.561
2020-11-25,,111.808
2020-11-26,,111.698
2020-11-27,,111.844
2020-11-30,,111.689
2020-12-01,,111.987
2020-12-02,,112.27
2020-12-03,,112.538
2020-12-04,,112.901
2020-12-07,,112.834
2020-12-08,,112.618
2020-12-09,,112.833
2020-12-10,,112.388
2020-12-11,,112.168
2020-12-14,,112.105
2020-12-15,,112.197
2020-12-16,,112.576
2020-12-17,,112.701
2020-12-18,,112.581
2020-12-21,,112.022
2020-12-22,,112.259
2020-12-23,,112.629
2020-12-24,,112.631
2020-12-28,,112.8
2020-12-29,,112.776
2020-12-30,,112.884
2020-12-31,,113.0
2021-01-04,,112.712
2021-01-05,,112.779
2021-01-06,,113.035
2021-01-07,,113.091
2021-01-08,,113.188
2021-01-11,,113.032
2021-01-12,,112.845
2021-01-13,,112.784
2021-01-14,,112.868
2021-01-15,,112.734
2021-01-18,,112.451
2021-01-19,,112.566
2021-01-20,,112.965
2021-01-21,,113.226
2021-01-22,,113.032
2021-01-25,,112.897
2021-01-26,,112.828
2021-01-27,,112.755
2021-01-28,,112.308
2021-01-29,,112.452
2021-02-01,,112.7
2021-02-02,,112.895
2021-02-03,,113.5
2021-02-04,,113.5
2021-02-05,,113.5
2021-02-08,,113.375
2021-02-09,,112.96
2021-02-10,,113.246
2021-02-11,,113.385
2021-02-12,,113.266
2021-02-15,,113.548
2021-02-16,,113.268
2021-02-17,,112.963
2021-02-18,,113.07
2021-02-19,,113.154
2021-02-22,,113.128
2021-02-23,,113.092
2021-02-24,,113.08
2021-02-25,,112.634
2021-02-26,,112.409
2021-03-01,,112.805
2021-03-02,,112.992
2021-03-03,,112.807
2021-03-04,,112.856
2021-03-05,,112.384
2021-03-08,,112.68
2021-03-09,,112.618
2021-03-10,,112.599
2021-03-11,,113.057
2021-03-12,,112.807
2021-03-15,,112.904
2021-03-16,,112.937
2021-03-17,,112.605
2021-03-18,,112.442
2021-03-19,,112.391
2021-03-22,,112.395
2021-03-23,,112.574
2021-03-24,,112.526
2021-03-25,,112.651
2021-03-26,,112.855
2021-03-29,,112.935
2021-03-30,,113.019
2021-03-31,,113.251
2021-04-01,,113.275
2021-04-06,,113.555
2021-04-07,,113.509
2021-04-08,,113.51
2021-04-09,,113.423
2021-04-12,,113.48
2021-04-13,,113.549
2021-04-14,,113.465
2021-04-15,,113.558
2021-04-16,,113.649
2021-04-19,,113.423
2021-04-20,,113.212
2021-04-21,,113.403
2021-04-22,,113.371
2021-04-23,,113.416
2021-04-26,,113.452
2021-04-27,,113.391
2021-04-28,,113.467
2021-04-29,,113.325
2021-04-30,,113.314
2021-05-03,,113.386
2021-05-04,,113.402
2021-05-05,,113.54
2021-05-06,,113.565
2021-05-07,,113.52
2021-05-10,,113.45
2021-05-11,,113.325
2021-05-12,,113.204
2021-05-13,,113.285
2021-05-14,,113.311
2021-05-17,,113.475
2021-05-18,,113.429
2021-05-19,,113.128
2021-05-20,,113.171
2021-05-21,,113.199
2021-05-24,,113.248
2021-05-25,,113.063
2021-05-26,,113.461
2021-05-27,,113.459
2021-05-28,,113.507
2021-05-31,,113.641
2021-06-01,,113.808
2021-06-02,,113.877
2021-06-03,,113.847
2021-06-04,,113.991
2021-06-07,,114.21
2021-06-08,,114.206
2021-06-09,,114.376
2021-06-10,,114.415
2021-06-11,,114.643
2021-06-14,,114.718
2021-06-15,,114.631
2021-06-16,,114.605
2021-06-17,,114.497
2021-06-18,,114.308
2021-06-21,,114.352
2021-06-22,,114.168
2021-06-23,,114.224
2021-06-24,,114.422
2021-06-25,,114.403
2021-06-28,,114.308
2021-06-29,,114.448
2021-06-30,,114.325
2021-07-01,,114.42
2021-07-02,,114.43
2021-07-05,,114.43
2021-07-06,,114.397
2021-07-07,,111.427
2021-07-08,,111.178
2021-07-09,,111.153
2021-07-12,,111.356
2021-07-13,,111.231
2021-07-14,,111.425
2021-07-15,,111.273
2021-07-16,,111.212
2021-07-19,,110.95
2021-07-20,,111.149
2021-07-21,,111.293
2021-07-22,,111.268
2021-07-23,,111.455
2021-07-26,,111.414
2021-07-27,,111.36
2021-07-28,,111.47
2021-07-29,,111.672
2021-07-30,,111.52
2021-08-02,,111.753
2021-08-03,,111.709
2021-08-04,,111.784
2021-08-05,,111.909
2021-08-06,,111.893
2021-08-09,,111.824
2021-08-10,,111.799
2021-08-11,,111.777
2021-08-12,,111.839
2021-08-13,,111.905
2021-08-16,,111.654
2021-08-17,,111.75
2021-08-18,,111.799
2021-08-19,,111.575
2021-08-20,,111.733
2021-08-23,,111.851
2021-08-24,,111.656
2021-08-25,,111.743
2021-08-26,,111.588
2021-08-27,,111.7
2021-08-30,,111.709
2021-08-31,,111.702
2021-09-01,,111.791
2021-09-02,,111.874
2021-09-03,,111.707
2021-09-06,,111.971
2021-09-07,,111.932
2021-09-08,,111.876
2021-09-09,,112.0
2021-09-10,,111.975
2021-09-13,,112.015
2021-09-14,,112.148
2021-09-15,,112.21
2021-09-16,,112.307
2021-09-17,,112.027
2021-09-20,,111.884
2021-09-21,,112.048
2021-09-22,,112.118
2021-09-23,,112.021
2021-09-24,,111.767
2021-09-27,,111.618
2021-09-28,,111.566
2021-09-29,,111.631
2021-09-30,,111.44
2021-10-01,,111.394
2021-10-04,,111.322
2021-10-05,,111.196
2021-10-06,,110.561
2021-10-07,,110.914
2021-10-08,,110.829
2021-10-11,,110.505
2021-10-12,,110.409
2021-10-13,,110.418
2021-10-14,,110.981
2021-10-15,,111.062
2021-10-18,,110.776
2021-10-19,,110.673
2021-10-20,,110.854
2021-10-21,,110.817
2021-10-22,,110.702
2021-10-25,,110.795
2021-10-26,,110.948
2021-10-27,,110.916
2021-10-28,,110.957
2021-10-29,,110.748
2021-11-01,,110.513
2021-11-02,,110.743
2021-11-03,,110.796
2021-11-04,,111.329
2021-11-05,,111.569
2021-11-08,,111.651
2021-11-09,,111.46
2021-11-10,,111.287
2021-11-11,,111.153
2021-11-12,,110.923
2021-11-15,,110.939
2021-11-16,,110.801
2021-11-17,,110.747
2021-11-18,,110.944
2021-11-19,,110.991
2021-11-22,,110.932
2021-11-23,,110.555
2021-11-24,,110.555
2021-11-25,,110.371
2021-11-26,,109.515
2021-11-29,,109.964
2021-11-30,,109.636
2021-12-01,,110.514
2021-12-02,,110.228
2021-12-03,,110.277
2021-12-06,,110.432
2021-12-07,,110.916
2021-12-08,,110.808
2021-12-09,,110.696
2021-12-10,,110.692
2021-12-13,,110.832
2021-12-14,,110.59
2021-12-15,,110.683
2021-12-16,,111.069
2021-12-17,,110.981
2021-12-20,,110.906
2021-12-21,,110.893
2021-12-22,,110.906
2021-12-23,,111.307
2021-12-24,,111.146
2021-12-27,,111.2
2021-12-28,,111.3
2021-12-29,,111.374
2021-12-30,,111.336
2021-12-31,,111.544
2022-01-03,,111.457
2022-01-04,,111.232
2022-01-05,,111.249
2022-01-06,,111.054
2022-01-07,,110.912
2022-01-10,,110.489
2022-01-11,,110.751
2022-01-12,,110.879
2022-01-13,,110.798
2022-01-14,,110.641
2022-01-17,,110.593
2022-01-18,,110.35
2022-01-19,,110.514
2022-01-20,,110.579
2022-01-21,,110.405
2022-01-24,,109.788
2022-01-25,,110.069
2022-01-26,,109.978
2022-01-27,,109.688
2022-01-28,,108.963
2022-01-31,,108.96
2022-02-01,,109.304
2022-02-02,,109.432
2022-02-03,,108.548
2022-02-04,,106.928
2022-02-07,,106.931
2022-02-08,,106.912
2022-02-09,,107.656
2022-02-10,,107.193
2022-02-11,,106.704
2022-02-14,,106.276
2022-02-15,,106.655
2022-02-16,,107.052
2022-02-17,,106.921
2022-02-18,,106.363
2022-02-21,,106.129
2022-02-22,,106.534
2022-02-23,,106.14
2022-02-24,,105.997
2022-02-25,,106.631
2022-02-28,,106.027
2022-03-01,,106.292
2022-03-02,,106.264
2022-03-03,,106.118
2022-03-04,,105.3
2022-03-07,,104.558
2022-03-08,,104.611
2022-03-09,,105.61
2022-03-10,,104.88
2022-03-11,,104.447
2022-03-14,,104.5
2022-03-15,,104.64
2022-03-16,,105.708
2022-03-17,,106.077
2022-03-18,,106.026
2022-03-21,,106.009
2022-03-22,,105.759
2022-03-23,,105.8
2022-03-24,,105.839
2022-03-25,,105.729
2022-03-28,,105.72
2022-03-29,,106.583
2022-03-30,,106.319
2022-03-31,,105.982
2022-04-01,,106.317
2022-04-04,,106.695
2022-04-05,,106.404
2022-04-06,,105.517
2022-04-07,,105.374
2022-04-08,,105.322
2022-04-11,,104.911
2022-04-12,,104.69
2022-04-13,,104.48
2022-04-14,,104.69
2022-04-19,,104.306
2022-04-20,,104.729
2022-04-21,,104.358
2022-04-22,,104.036
2022-04-25,,103.543
2022-04-26,,103.225
2022-04-27,,102.86
2022-04-28,,102.282
2022-04-29,,102.345
2022-05-02,,102.431
2022-05-03,,102.449
2022-05-04,,101.824
2022-05-05,,100.695
2022-05-06,,100.336
2022-05-09,,100.142
2022-05-10,,100.996
2022-05-11,,101.149
2022-05-12,,101.605
2022-05-13,,101.99
2022-05-16,,102.057
2022-05-17,,101.992
2022-05-18,,101.36
2022-05-19,,101.4
2022-05-20,,101.23
2022-05-23,,101.068
2022-05-24,,101.196
2022-05-25,,101.381
2022-05-26,,102.278
2022-05-27,,102.731
2022-05-30,,102.504
2022-05-31,,101.823
2022-06-01,,101.764
2022-06-02,,101.97
2022-06-03,,101.814
2022-06-06,,101.897
2022-06-07,,101.75
2022-06-08,,101.331
2022-06-09,,100.329
2022-06-10,,98.57
2022-06-13,,97.243
2022-06-14,,97.14
2022-06-15,,98.165
2022-06-16,,96.888
2022-06-17,,97.121
2022-06-20,,97.583
2022-06-21,,97.434
2022-06-22,,97.419
2022-06-23,,96.7
2022-06-24,,97.05
2022-06-27,,96.875
2022-06-28,,96.065
2022-06-29,,95.269
2022-06-30,,95.213
2022-07-01,,95.521
2022-07-04,,95.359
2022-07-05,,95.232
2022-07-06,,92.599
2022-07-07,,92.909
2022-07-08,,93.421
2022-07-11,,93.643
2022-07-12,,93.562
2022-07-13,,93.098
2022-07-14,,92.469
2022-07-15,,93.461
2022-07-18,,93.486
2022-07-19,,95.503
2022-07-20,,95.051
2022-07-21,,95.834
2022-07-22,,96.701
2022-07-25,,96.216
2022-07-26,,94.534
2022-07-27,,95.119
2022-07-28,,96.961
2022-07-29,,96.999
2022-08-01,,97.744
2022-08-02,,97.048
2022-08-03,,96.659
2022-08-04,,97.123
2022-08-05,,96.969
2022-08-08,,97.87
2022-08-09,,97.005
2022-08-10,,97.669
2022-08-11,,98.092
2022-08-12,,98.037
2022-08-15,,97.961
2022-08-16,,97.39
2022-08-17,,96.443
2022-08-18,,96.603
2022-08-19,,95.373
2022-08-22,,94.364
2022-08-23,,94.579
2022-08-24,,95.356
2022-08-25,,95.698
2022-08-26,,95.419
2022-08-29,,94.178
2022-08-30,,93.298
2022-08-31,,92.863
2022-09-01,,93.326
2022-09-02,,94.66
2022-09-05,,92.854
2022-09-06,,93.231
2022-09-07,,93.647
2022-09-08,,94.094
2022-09-09,,94.646
2022-09-12,,95.856
2022-09-13,,93.448
2022-09-14,,93.873
2022-09-15,,94.171
2022-09-16,,93.305
2022-09-19,,93.275
2022-09-20,,93.213
2022-09-21,,92.951
2022-09-22,,92.863
2022-09-23,,91.639
2022-09-26,,91.987
2022-09-27,,90.782
2022-09-28,,90.825
2022-09-29,,90.776
2022-09-30,,91.592
2022-10-03,,91.821
2022-10-04,,92.977
2022-10-05,,91.263
2022-10-06,,92.074
2022-10-07,,90.8
2022-10-10,,90.663
2022-10-11,,90.419
2022-10-12,,90.0
2022-10-13,,90.613
2022-10-14,,90.232
2022-10-17,,91.122
2022-10-18,,91.131
2022-10-19,,90.652
2022-10-20,,90.714
2022-10-21,,90.299
2022-10-24,,90.854
2022-10-25,,91.557
2022-10-26,,92.203
2022-10-27,,92.465
2022-10-28,,92.907
2022-10-31,,92.118
2022-11-01,,92.895
2022-11-02,,92.892
2022-11-03,,92.049
2022-11-04,,92.896
2022-11-07,,92.901
2022-11-08,,93.506
2022-11-09,,93.262
2022-11-10,,94.753
2022-11-11,,94.802
2022-11-14,,94.702
2022-11-15,,94.932
2022-11-16,,94.199
2022-11-17,,93.657
2022-11-18,,94.804
2022-11-21,,94.76
2022-11-22,,95.267
2022-11-23,,95.73
2022-11-24,,96.103
2022-11-25,,95.704
2022-11-28,,95.791
2022-11-29,,95.817
2022-11-30,,96.066
2022-12-01,,96.814
2022-12-02,,96.839
2022-12-05,,95.996
2022-12-06,,96.404
2022-12-07,,96.068
2022-12-08,,95.743
2022-12-09,,95.812
2022-12-12,,95.849
2022-12-13,,96.853
2022-12-14,,96.65
2022-12-15,,95.504
2022-12-16,,94.892
2022-12-19,,94.853
2022-12-20,,94.549
2022-12-21,,95.866
2022-12-22,,95.568
2022-12-23,,95.908
2022-12-27,,95.931
2022-12-28,,95.229
2022-12-29,,95.672
2022-12-30,,95.621
2023-01-02,,96.566
2023-01-03,,96.254
2023-01-04,,96.684
2023-01-05,,96.079
2023-01-06,,96.36
2023-01-09,,97.028
2023-01-10,,96.812
2023-01-11,,96.817
2023-01-12,,97.19
2023-01-13,,97.37
2023-01-16,,97.396
2023-01-17,,97.095
2023-01-18,,97.985
2023-01-19,,97.632
2023-01-20,,97.461
2023-01-23,,97.821
2023-01-24,,98.006
2023-01-25,,97.792
2023-01-26,,98.044
2023-01-27,,97.956
2023-01-30,,97.545
2023-01-31,,97.767
2023-02-01,,97.909
2023-02-02,,98.831
2023-02-03,,99.442
2023-02-06,,98.752
2023-02-07,,98.39
2023-02-08,,98.715
2023-02-09,,98.823
2023-02-10,,98.399
2023-02-13,,98.317
2023-02-14,,98.26
2023-02-15,,98.235
2023-02-16,,98.292
2023-02-17,,97.65
2023-02-20,,98.078
2023-02-21,,97.247
2023-02-22,,97.467
2023-02-23,,97.753
2023-02-24,,97.5
2023-02-27,,97.504
2023-02-28,,97.362
2023-03-01,,96.907
2023-03-02,,96.97
2023-03-03,,97.081
2023-03-06,,97.563
2023-03-07,,97.555
2023-03-08,,97.019
2023-03-09,,97.475
2023-03-10,,96.795
2023-03-13,,96.787
2023-03-14,,96.677
2023-03-15,,95.927
2023-03-16,,96.044
2023-03-17,,95.702
2023-03-20,,95.877
2023-03-21,,96.617
2023-03-22,,96.545
2023-03-23,,96.472
2023-03-24,,96.229
2023-03-27,,96.201
2023-03-28,,95.897
2023-03-29,,96.475
2023-03-30,,96.793
2023-03-31,,97.197
2023-04-03,,97.349
2023-04-04,,96.86
2023-04-05,,96.469
2023-04-06,,97.079
2023-04-11,,96.959
2023-04-12,,96.801
2023-04-13,,97.333
2023-04-14,,97.201
2023-04-17,,97.079
2023-04-18,,97.413
2023-04-19,,97.179
2023-04-20,,96.999
2023-04-21,,96.992
2023-04-24,,96.973
2023-04-25,,96.634
2023-04-26,,96.579
2023-04-27,,96.761
2023-04-28,,97.054
2023-05-02,,97.308
2023-05-03,,97.579
2023-05-04,,97.118
2023-05-05,,97.311
2023-05-08,,97.282
2023-05-09,,97.194
2023-05-10,,97.143
2023-05-11,,97.352
2023-05-12,,97.086
2023-05-15,,97.295
2023-05-16,,97.094
2023-05-17,,97.242
2023-05-18,,97.387
2023-05-19,,97.577
2023-05-22,,97.491
2023-05-23,,97.253
2023-05-24,,97.098
2023-05-25,,97.156
2023-05-26,,97.409
2023-05-29,,97.459
2023-05-30,,97.673
2023-05-31,,97.345
2023-06-01,,97.961
2023-06-02,,97.984
2023-06-05,,98.03
2023-06-06,,98.047
2023-06-07,,97.985
2023-06-08,,98.11
2023-06-09,,98.284
2023-06-12,,98.302
2023-06-13,,98.338
2023-06-14,,98.504
2023-06-15,,98.107
2023-06-16,,98.552
2023-06-19,,98.426
2023-06-20,,98.539
2023-06-21,,98.111
2023-06-22,,97.744
2023-06-23,,97.85
2023-06-26,,97.716
2023-06-27,,97.858
2023-06-28,,97.826
2023-06-29,,97.753
2023-06-30,,97.811
2023-07-03,,98.199
2023-07-04,,98.089
2023-07-05,,97.79
2023-07-06,,96.973
2023-07-07,,97.362
2023-07-10,,97.432
2023-07-11,,97.655
2023-07-12,,98.31
2023-07-13,,98.486
2023-07-14,,98.506
2023-07-17,,98.349
2023-07-18,,98.392
2023-07-19,,98.625
2023-07-20,,98.481
2023-07-21,,98.345
2023-07-24,,98.73
2023-07-25,,98.824
2023-07-26,,98.527
2023-07-27,,99.303
2023-07-28,,99.397
2023-07-31,,98.977
2023-08-01,,98.815
2023-08-02,,98.269
2023-08-03,,98.454
2023-08-04,,98.55
2023-08-07,,98.65
2023-08-08,,98.573
2023-08-09,,98.702
2023-08-10,,99.038
2023-08-11,,98.481
2023-08-14,,98.437
2023-08-15,,98.41
2023-08-16,,98.478
2023-08-17,,98.186
2023-08-18,,98.036
2023-08-21,,97.865
2023-08-22,,98.31
2023-08-23,,98.497
2023-08-24,,98.334
2023-08-25,,98.254
2023-08-28,,98.678
2023-08-29,,98.887
2023-08-30,,98.795
2023-08-31,,98.631
2023-09-01,,98.69
2023-09-04,,98.654
2023-09-05,,98.709
2023-09-06,,98.541
2023-09-07,,98.559
2023-09-08,,98.656
2023-09-11,,99.031
2023-09-12,,99.119
2023-09-13,,98.986
2023-09-14,,99.125
2023-09-15,,99.29
2023-09-18,,99.13
2023-09-19,,99.227
2023-09-20,,99.34
2023-09-21,,99.033
2023-09-22,,99.069
2023-09-25,,98.784
2023-09-26,,98.671
2023-09-27,,98.711
2023-09-28,,98.469
2023-09-29,,98.845
2023-10-02,,98.574
2023-10-03,,98.406
2023-10-04,,97.996
2023-10-05,,98.028
2023-10-06,,98.206
2023-10-09,,98.041
2023-10-10,,98.615
2023-10-11,,98.424
2023-10-12,,98.531
2023-10-13,,98.47
2023-10-16,,98.434
2023-10-17,,98.311
2023-10-18,,98.066
2023-10-19,,97.677
2023-10-20,,97.606
2023-10-23,,97.961
2023-10-24,,98.325
2023-10-25,,98.326
2023-10-26,,98.215
2023-10-27,,98.143
2023-10-30,,98.463
2023-10-31,,98.762
2023-11-01,,99.002
2023-11-02,,99.655
2023-11-03,,99.873
2023-11-06,,99.702
2023-11-07,,99.774
2023-11-08,,100.093
2023-11-09,,100.199
2023-11-10,,99.865
2023-11-13,,99.934
2023-11-14,,100.684
2023-11-15,,100.588
2023-11-16,,100.436
2023-11-17,,100.743
2023-11-20,,100.687
2023-11-21,,100.683
2023-11-22,,100.834
2023-11-23,,100.86
2023-11-24,,100.951
2023-11-27,,101.066
2023-11-28,,101.072
2023-11-29,,101.545
2023-11-30,,101.723
2023-12-01,,102.177
2023-12-04,,102.218
2023-12-05,,102.445
2023-12-06,,102.543
2023-12-07,,102.372
2023-12-08,,102.449
2023-12-11,,102.709
2023-12-12,,99.221
2023-12-13,,99.389
2023-12-14,,100.333
2023-12-15,,100.634
2023-12-18,,100.425
2023-12-19,,100.763
2023-12-20,,100.889
2023-12-21,,100.924
2023-12-22,,101.297
2023-12-27,,101.459
2023-12-28,,101.42
2023-12-29,,101.338
2024-01-02,,101.014
2024-01-03,,100.497
2024-01-04,,100.446
2024-01-05,,100.206
2024-01-08,,100.44
2024-01-09,,100.472
2024-01-10,,100.563
2024-01-11,,100.544
2024-01-12,,101.012
2024-01-15,,100.818
2024-01-16,,100.686
2024-01-17,,99.962
2024-01-18,,100.339
2024-01-19,,100.475
2024-01-22,,100.872
2024-01-23,,100.594
2024-01-24,,100.715
2024-01-25,,101.095
2024-01-26,,101.066
2024-01-29,,101.308
2024-01-30,,100.896
2024-01-31,,100.995
2024-02-01,,100.908
2024-02-02,,100.67
2024-02-05,,100.399
2024-02-06,,100.399
2024-02-07,,100.451
2024-02-08,,100.621
2024-02-09,,100.611
2024-02-12,,100.75
2024-02-13,,100.333
2024-02-14,,100.659
2024-02-15,,100.559
2024-02-16,,100.522
2024-02-19,,100.754
2024-02-20,,100.612
2024-02-21,,100.662
2024-02-22,,100.951
2024-02-23,,100.927
2024-02-26,,100.862
2024-02-27,,100.838
2024-02-28,,101.004
2024-02-29,,101.007
2024-03-01,,100.959
2024-03-04,,101.027
2024-03-05,,101.309
2024-03-06,,101.03
2024-03-07,,101.385
2024-03-08,,101.662
2024-03-11,,101.545
2024-03-12,,101.54
2024-03-13,,101.645
2024-03-14,,101.415
2024-03-15,,101.291
2024-03-18,,101.346
2024-03-19,,101.513
2024-03-20,,101.438
2024-03-21,,101.621
2024-03-22,,101.206
2024-03-25,,101.261
2024-03-26,,101.476
2024-03-27,,101.614
2024-03-28,,101.775
2024-04-02,,101.602
2024-04-03,,101.596
2024-04-04,,102.088
2024-04-05,,101.827
2024-04-08,,102.008
2024-04-09,,101.963
2024-04-10,,101.894
2024-04-11,,101.589
2024-04-12,,101.575
2024-04-15,,101.291
2024-04-16,,100.987
2024-04-17,,100.924
2024-04-18,,101.251
2024-04-19,,101.182
2024-04-22,,101.478
2024-04-23,,101.998
2024-04-24,,101.475
2024-04-25,,101.44
2024-04-26,,101.832
2024-04-29,,101.66
2024-04-30,,101.671
2024-05-02,,101.781
2024-05-03,,102.173
2024-05-06,,102.261
2024-05-07,,102.332
2024-05-08,,102.267
2024-05-09,,102.193
2024-05-10,,102.185
2024-05-13,,102.131
2024-05-14,,102.212
2024-05-15,,102.459
2024-05-16,,102.37
2024-05-17,,102.402
2024-05-20,,102.398
2024-05-21,,102.313
2024-05-22,,102.528
2024-05-23,,102.482
2024-05-24,,102.399
2024-05-27,,102.635
2024-05-28,,102.45
2024-05-29,,102.443
2024-05-30,,102.519
2024-05-31,,102.432
2024-06-03,,102.755
2024-06-04,,102.551
2024-06-05,,102.745
2024-06-06,,102.959
2024-06-07,,102.865
2024-06-10,,102.531
2024-06-11,,102.557
2024-06-12,,102.948
2024-06-13,,102.645
2024-06-14,,102.212
2024-06-17,,101.887
2024-06-18,,102.472
2024-06-19,,102.284
2024-06-20,,102.335
2024-06-21,,102.405
2024-06-24,,102.644
2024-06-25,,102.623
2024-06-26,,102.432
2024-06-27,,102.464
2024-06-28,,102.257
2024-07-01,,102.48
2024-07-02,,102.792
2024-07-03,,102.709
2024-07-04,,103.089
2024-07-05,,103.197
2024-07-08,,103.274
2024-07-09,,103.162
2024-07-10,,103.215
2024-07-11,,103.687
2024-07-12,,103.916
2024-07-15,,103.778
2024-07-16,,103.626
2024-07-17,,103.851
2024-07-18,,103.656
2024-07-19,,103.62
2024-07-22,,103.865
2024-07-23,,103.954
2024-07-24,,103.717
2024-07-25,,103.744
2024-07-26,,103.986
2024-07-29,,103.788
2024-07-30,,104.061
2024-07-31,,104.298
2024-08-01,,104.252
2024-08-02,,104.085
2024-08-05,,103.751
2024-08-06,,103.647
2024-08-07,,104.21
2024-08-08,,103.979
2024-08-09,,104.206
2024-08-12,,104.189
2024-08-13,,104.511
2024-08-14,,104.438
2024-08-15,,104.622
2024-08-16,,104.846
2024-08-19,,104.941
2024-08-20,,104.906
2024-08-21,,104.609
2024-08-22,,104.82
2024-08-23,,105.259
2024-08-26,,105.263
2024-08-27,,105.239
2024-08-28,,105.06
2024-08-29,,105.001
2024-08-30,,105.172
2024-09-02,,105.185
2024-09-03,,104.92
2024-09-04,,105.025
2024-09-05,,105.03
2024-09-06,,105.289
2024-09-09,,104.927
2024-09-10,,105.164
2024-09-11,,105.089
2024-09-12,,104.998
2024-09-13,,105.508
2024-09-16,,105.469
