,CBOT FP Equity_DX_SI_QTY,CBOT FP Equity_DX_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBOT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBOT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBOT FP Equity_DX_SI_MV,CBOT FP Equity_DX_DSS,CBOT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY,CBOT FP Equity_DX_BROKER_SI_QTY,CBOT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBOT FP Equity_DX_BROKER_SI_MV_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBOT FP Equity_DX_BROKER_SI_MV_INC_x,CBOT FP Equity_DX_SUPPLY_SI_MV_NEW,CBOT FP Equity_DX_BROKER_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_NEW,CBOT FP Equity_DX_SUPPLY_SI_MV_DEC,CBOT FP Equity_DX_BROKER_SI_QTY_INC,CBOT FP Equity_DX_SUPPLY_SI_QTY_DEC,CBOT FP Equity_DX_BROKER_SI_MV_NEW_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CBOT FP Equity_DX_BROKER_SI_MV_INC_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBOT FP Equity_DX_BROKER_SI_MV_ADD,CBOT FP Equity_DX_SUPPLY_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV,CBOT FP Equity_DX_BROKER_SI_MV_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV_RMV,CBOT FP Equity_DX_BROKER_SI_MV_RMV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBOT FP Equity_DX_UTILIZATION_QUANTITY,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBOT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_MV,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CBOT FP Equity_DX_BROKER_SI_CON_RATIO,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBOT FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.73,0.0,,0.0,,0.0
2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.72,0.0,,0.0,,0.0
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,615548.16,,0.71,0.0,,0.0,,0.0
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,630117.35,,0.7,0.0,,0.0,,0.0
2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.72,0.0,,0.0,,0.0
2015-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,641044.24,,0.72,0.0,,0.0,,0.0
2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,661076.88,,0.74,0.0,,0.0,,0.0
2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,659255.73,,0.76,0.0,,0.0,,0.0
2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,642865.39,,0.75,0.0,,0.0,,0.0
2015-03-26,300.0,927.37,0.0,0.01,0.0,0.0,0.0,927.37,300.0,300.0,927.37,,,,,,300.0,,,,,,,,,0.0,300.0,,0.0,,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014
2015-03-27,300.0,914.31,0.0,0.01,0.0,0.0,0.0,914.31,300.0,300.0,914.31,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014
2015-03-30,291.0,889.41,0.0,0.01,0.0,0.0,0.0,889.41,291.0,291.0,889.41,,,,,,,,0.0,,9.0,,,,,,,9.0,0.0,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,291.0,,,,,,,291.0,0.0,0.0,,,0.0,0.0,209142.0,648328.84,,0.74,0.0,,0.0,100.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,205600.0,637348.83,,0.73,0.0,,0.0,,0.0
2015-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,205600.0,633768.22,,0.73,0.0,,0.0,,0.0
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,205600.0,633768.22,,0.72,0.0,,0.0,,0.0
2015-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,205600.0,633768.22,,0.73,0.0,,0.0,,0.0
2015-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,206481.0,634685.95,,0.74,0.0,,0.0,,0.0
2015-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1655357.92,,1.89,0.0,,0.0,,0.0
2015-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1655357.92,,1.92,0.0,,0.0,,0.0
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1641447.35,,1.91,0.0,,0.0,,0.0
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1655357.92,,1.9,0.0,,0.0,,0.0
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.89,0.0,,0.0,,0.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683179.06,,1.92,0.0,,0.0,,0.0
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1678542.21,,1.91,0.0,,0.0,,0.0
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.91,0.0,,0.0,,0.0
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.92,0.0,,0.0,,0.0
2015-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1678542.21,,1.92,0.0,,0.0,,0.0
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.93,0.0,,0.0,,0.0
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1673905.35,,1.9,0.0,,0.0,,0.0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1673905.35,,1.91,0.0,,0.0,,0.0
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1673905.35,,1.92,0.0,,0.0,,0.0
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1659994.78,,1.91,0.0,,0.0,,0.0
2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650721.07,,1.88,0.0,,0.0,,0.0
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1641447.35,,1.88,0.0,,0.0,,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1641447.35,,1.89,0.0,,0.0,,0.0
2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.9,0.0,,0.0,,0.0
2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650721.07,,1.91,0.0,,0.0,,0.0
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1655357.92,,1.87,0.0,,0.0,,0.0
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650721.07,,1.91,0.0,,0.0,,0.0
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1673905.35,,1.91,0.0,,0.0,,0.0
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.93,0.0,,0.0,,0.0
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.64,,1.91,0.0,,0.0,,0.0
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1701726.49,,1.9,0.0,,0.0,,0.0
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.94,0.0,,0.0,,0.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1706363.35,,1.91,0.0,,0.0,,0.0
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1734184.49,,1.98,0.0,,0.0,,0.0
2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1738821.35,,2.02,0.0,,0.0,,0.0
2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1715637.06,,2.0,0.0,,0.0,,0.0
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1720273.92,,1.97,0.0,,0.0,,0.0
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1711000.21,,1.99,0.0,,0.0,,0.0
2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1738821.35,,1.98,0.0,,0.0,,0.0
2015-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1715637.06,,2.02,0.0,,0.0,,0.0
2015-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1711000.21,,1.97,0.0,,0.0,,0.0
2015-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1715637.06,,1.95,0.0,,0.0,,0.0
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1715637.06,,1.96,0.0,,0.0,,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1706363.35,,1.97,0.0,,0.0,,0.0
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1673905.35,,1.92,0.0,,0.0,,0.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1697089.64,,1.91,0.0,,0.0,,0.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1697089.64,,1.95,0.0,,0.0,,0.0
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669268.49,,1.97,0.0,,0.0,,0.0
2015-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.64,,1.89,0.0,,0.0,,0.0
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.64,,1.9,0.0,,0.0,,0.0
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.64,,1.9,0.0,,0.0,,0.0
2015-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.59,,1.9,0.0,,0.0,,0.0
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1654953.49,,1.83,0.0,,0.0,,0.0
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1635597.31,,1.82,0.0,,0.0,,0.0
2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1679148.72,,1.81,0.0,,0.0,,0.0
2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669470.63,,1.83,0.0,,0.0,,0.0
2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650114.45,,1.82,0.0,,0.0,,0.0
2015-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683987.77,,1.83,0.0,,0.0,,0.0
2015-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1688826.81,,1.85,0.0,,0.0,,0.0
2015-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683987.77,,1.89,0.0,,0.0,,0.0
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683987.77,,1.85,0.0,,0.0,,0.0
2015-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1674309.68,,1.85,0.0,,0.0,,0.0
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1688826.81,,1.85,0.0,,0.0,,0.0
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650114.45,,1.84,0.0,,0.0,,0.0
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650114.45,,1.82,0.0,,0.0,,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1703343.95,,1.84,0.0,,0.0,,0.0
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1679148.72,,1.87,0.0,,0.0,,0.0
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1654953.49,,1.84,0.0,,0.0,,0.0
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1640436.36,,1.82,0.0,,0.0,,0.0
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1621080.18,,1.81,0.0,,0.0,,0.0
2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1645275.4,,1.77,0.0,,0.0,,0.0
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1645275.4,,1.81,0.0,,0.0,,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.59,,1.8,0.0,,0.0,,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669470.63,,1.86,0.0,,0.0,,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683987.77,,1.84,0.0,,0.0,,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.59,,1.86,0.0,,0.0,,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1693665.86,,1.85,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669470.63,,1.87,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1645275.4,,1.84,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1674309.68,,1.8,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1683987.77,,1.84,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1669470.63,,1.84,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1645275.4,,1.83,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1635597.31,,1.79,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650114.45,,1.81,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1650114.45,,1.82,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1625919.22,,1.83,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1630758.27,,1.78,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1630758.27,,1.81,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1659792.54,,1.81,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1654953.49,,1.83,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.59,,1.81,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1654953.49,,1.82,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1659792.54,,1.81,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1674309.68,,1.82,0.0,,0.0,,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1664631.59,,1.82,0.0,,0.0,,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1703343.95,,1.84,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1708182.99,,1.88,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1727539.17,,1.89,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1722700.13,,1.91,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1693665.86,,1.88,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,532500.0,1698504.9,,1.84,0.0,,0.0,,0.0
