,CBOT FP Equity_DX_SI_QTY,CBOT FP Equity_DX_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBOT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBOT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBOT FP Equity_DX_SI_MV,CBOT FP Equity_DX_DSS,CBOT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY,CBOT FP Equity_DX_BROKER_SI_QTY,CBOT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBOT FP Equity_DX_BROKER_SI_MV_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBOT FP Equity_DX_BROKER_SI_MV_INC_x,CBOT FP Equity_DX_SUPPLY_SI_MV_NEW,CBOT FP Equity_DX_BROKER_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_NEW,CBOT FP Equity_DX_SUPPLY_SI_MV_DEC,CBOT FP Equity_DX_BROKER_SI_QTY_INC,CBOT FP Equity_DX_SUPPLY_SI_QTY_DEC,CBOT FP Equity_DX_BROKER_SI_MV_NEW_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CBOT FP Equity_DX_BROKER_SI_MV_INC_y,CBOT FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBOT FP Equity_DX_BROKER_SI_MV_ADD,CBOT FP Equity_DX_SUPPLY_SI_QTY_ADD,CBOT FP Equity_DX_BROKER_SI_QTY_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV,CBOT FP Equity_DX_BROKER_SI_MV_DEC,CBOT FP Equity_DX_SUPPLY_SI_MV_RMV,CBOT FP Equity_DX_BROKER_SI_MV_RMV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBOT FP Equity_DX_UTILIZATION_QUANTITY,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBOT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBOT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CBOT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBOT FP Equity_DX_ACTIVE_UTILIZATION_MV,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CBOT FP Equity_DX_BROKER_SI_CON_RATIO,CBOT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBOT FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,959114.94,,1.1,0.0,,0.0,,0.0
2014-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,951188.37,,1.11,0.0,,0.0,,0.0
2014-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,935335.23,,1.08,0.0,,0.0,,0.0
2014-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,922124.28,,1.06,0.0,,0.0,,0.0
2014-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,900986.76,,1.05,0.0,,0.0,,0.0
2014-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,895702.38,,1.03,0.0,,0.0,,0.0
2014-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,874564.86,,1.03,0.0,,0.0,,0.0
2014-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,869280.48,,1.0,0.0,,0.0,,0.0
2014-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,871922.67,,1.0,0.0,,0.0,,0.0
2014-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,869280.48,,0.99,0.0,,0.0,,0.0
2014-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,853427.35,,0.99,0.0,,0.0,,0.0
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,858711.73,,0.98,0.0,,0.0,,0.0
2014-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,853427.35,,0.98,0.0,,0.0,,0.0
2014-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,866638.3,,0.99,0.0,,0.0,,0.0
2014-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,879849.24,,1.0,0.0,,0.0,,0.0
2014-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,882491.43,,1.01,0.0,,0.0,,0.0
2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,879849.24,,1.01,0.0,,0.0,,0.0
2014-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,871922.67,,1.01,0.0,,0.0,,0.0
2014-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,871922.67,,1.0,0.0,,0.0,,0.0
2014-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,871922.67,,1.01,0.0,,0.0,,0.0
2014-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,858711.73,,1.01,0.0,,0.0,,0.0
2014-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,879849.24,,1.0,0.0,,0.0,,0.0
2014-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,879849.24,,1.01,0.0,,0.0,,0.0
2014-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,885133.62,,1.01,0.0,,0.0,,0.0
2014-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,887775.81,,1.02,0.0,,0.0,,0.0
2014-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,879849.24,,1.02,0.0,,0.0,,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,874564.86,,1.01,0.0,,0.0,,0.0
2014-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,869280.48,,1.0,0.0,,0.0,,0.0
2014-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303431.0,871922.67,,1.0,0.0,,0.0,,0.0
2014-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,308831.0,900885.88,,1.02,0.0,,0.0,,0.0
2014-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,309552.0,905684.58,,1.04,0.0,,0.0,,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,312552.0,903575.51,,1.04,0.0,,0.0,,0.0
2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,312552.0,903575.51,,1.04,0.0,,0.0,,0.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,312552.0,903575.51,,1.03,0.0,,0.0,,0.0
2014-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,312552.0,906297.12,,1.04,0.0,,0.0,,0.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,192897.0,562696.69,,0.64,0.0,,0.0,,0.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,567495.3,,0.66,0.0,,0.0,,0.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,564107.27,,0.65,0.0,,0.0,,0.0
2014-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,569189.31,,0.65,0.0,,0.0,,0.0
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,564107.27,,0.65,0.0,,0.0,,0.0
2014-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,564107.27,,0.65,0.0,,0.0,,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,564107.27,,0.65,0.0,,0.0,,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,559025.22,,0.65,0.0,,0.0,,0.0
2014-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194542.0,560719.23,,0.65,0.0,,0.0,,0.0
2014-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194826.0,564930.77,,0.65,0.0,,0.0,,0.0
2014-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,194826.0,566627.26,,0.65,0.0,,0.0,,0.0
2014-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,195226.0,562690.7,,0.66,0.0,,0.0,,0.0
2014-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,195226.0,562690.7,,0.65,0.0,,0.0,,0.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,599157.83,,0.69,0.0,,0.0,,0.0
2014-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,599157.83,,0.69,0.0,,0.0,,0.0
2014-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,599157.83,,0.69,0.0,,0.0,,0.0
2014-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,602800.13,,0.69,0.0,,0.0,,0.0
2014-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,604621.27,,0.69,0.0,,0.0,,0.0
2014-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,604621.27,,0.69,0.0,,0.0,,0.0
2014-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,599157.83,,0.7,0.0,,0.0,,0.0
2014-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,606442.42,,0.7,0.0,,0.0,,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,608263.57,,0.7,0.0,,0.0,,0.0
2014-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,604621.27,,0.7,0.0,,0.0,,0.0
2014-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,606442.42,,0.7,0.0,,0.0,,0.0
2014-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2014-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2014-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2014-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2014-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,610084.72,,0.7,0.0,,0.0,,0.0
2014-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,613727.02,,0.7,0.0,,0.0,,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,613727.02,,0.7,0.0,,0.0,,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,615548.16,,0.71,0.0,,0.0,,0.0
2015-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,622832.76,,0.71,0.0,,0.0,,0.0
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,651971.13,,0.73,0.0,,0.0,,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,648328.84,,0.75,0.0,,0.0,,0.0
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,648328.84,,0.74,0.0,,0.0,,0.0
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,644686.54,,0.74,0.0,,0.0,,0.0
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.74,0.0,,0.0,,0.0
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.73,0.0,,0.0,,0.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.73,0.0,,0.0,,0.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.74,0.0,,0.0,,0.0
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,635580.8,,0.73,0.0,,0.0,,0.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,648328.84,,0.73,0.0,,0.0,,0.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,646507.69,,0.75,0.0,,0.0,,0.0
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,651971.13,,0.74,0.0,,0.0,,0.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,648328.84,,0.76,0.0,,0.0,,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,642865.39,,0.75,0.0,,0.0,,0.0
2015-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,635580.8,,0.74,0.0,,0.0,,0.0
2015-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.73,0.0,,0.0,,0.0
2015-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,637401.95,,0.74,0.0,,0.0,,0.0
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,639223.09,,0.73,0.0,,0.0,,0.0
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.73,0.0,,0.0,,0.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.72,0.0,,0.0,,0.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,617369.31,,0.72,0.0,,0.0,,0.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,615548.16,,0.71,0.0,,0.0,,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,622832.76,,0.71,0.0,,0.0,,0.0
2015-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,621011.61,,0.72,0.0,,0.0,,0.0
2015-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,622832.76,,0.71,0.0,,0.0,,0.0
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,624653.91,,0.72,0.0,,0.0,,0.0
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,626475.06,,0.72,0.0,,0.0,,0.0
2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.72,0.0,,0.0,,0.0
2015-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,624653.91,,0.72,0.0,,0.0,,0.0
2015-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.71,0.0,,0.0,,0.0
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,622832.76,,0.71,0.0,,0.0,,0.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,615548.16,,0.71,0.0,,0.0,,0.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,621011.61,,0.72,0.0,,0.0,,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,613727.02,,0.71,0.0,,0.0,,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,606442.42,,0.7,0.0,,0.0,,0.0
2015-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,606442.42,,0.7,0.0,,0.0,,0.0
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,606442.42,,0.7,0.0,,0.0,,0.0
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,608263.57,,0.7,0.0,,0.0,,0.0
2015-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,611905.87,,0.7,0.0,,0.0,,0.0
2015-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,608263.57,,0.71,0.0,,0.0,,0.0
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,610084.72,,0.71,0.0,,0.0,,0.0
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,209142.0,628296.2,,0.71,0.0,,0.0,,0.0
