,FMI FP Equity_DX_SI_QTY,FMI FP Equity_DX_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FMI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FMI FP Equity_DX_SI_MV,FMI FP Equity_DX_DSS,FMI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY,FMI FP Equity_DX_BROKER_SI_QTY,FMI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FMI FP Equity_DX_BROKER_SI_MV_NEW_x,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_x,FMI FP Equity_DX_BROKER_SI_MV_INC_x,FMI FP Equity_DX_BROKER_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_NEW,FMI FP Equity_DX_SUPPLY_SI_MV_DEC,FMI FP Equity_DX_BROKER_SI_QTY_INC,FMI FP Equity_DX_SUPPLY_SI_QTY_DEC,FMI FP Equity_DX_BROKER_SI_MV_NEW_y,FMI FP Equity_DX_BROKER_SI_MV_INC_y,FMI FP Equity_DX_SUPPLY_SI_QTY_INC_y,FMI FP Equity_DX_BROKER_SI_MV_ADD,FMI FP Equity_DX_SUPPLY_SI_QTY_ADD,FMI FP Equity_DX_BROKER_SI_QTY_DEC,FMI FP Equity_DX_SUPPLY_SI_MV,FMI FP Equity_DX_BROKER_SI_MV_DEC,FMI FP Equity_DX_SUPPLY_SI_MV_RMV,FMI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FMI FP Equity_DX_UTILIZATION_QUANTITY,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FMI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FMI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FMI FP Equity_DX_ACTIVE_UTILIZATION_MV,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FMI FP Equity_DX_BROKER_SI_CON_RATIO,FMI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FMI FP Equity_DX_DEMAND_SUPPLY_RATIO,FMI FP Equity_PX_LAST
2016-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32072.25,,0.0,0.0,,0.0,,0.0,30.545
2016-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31363.5,,0.0,0.0,,0.0,,0.0,29.87
2016-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29951.25,,0.0,0.0,,0.0,,0.0,28.525
2016-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29001.0,,0.0,0.0,,0.0,,0.0,27.62
2016-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30360.75,,0.0,0.0,,0.0,,0.0,28.915
2016-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,28743.75,,0.0,0.0,,0.0,,0.0,27.375
2016-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30024.75,,0.0,0.0,,0.0,,0.0,28.595
2016-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30985.5,,0.0,0.0,,0.0,,0.0,29.51
2016-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30880.5,,0.0,0.0,,0.0,,0.0,29.41
2016-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31594.5,,0.0,0.0,,0.0,,0.0,30.09
2016-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31095.75,,0.0,0.0,,0.0,,0.0,29.615
2016-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30765.0,,0.0,0.0,,0.0,,0.0,29.3
2016-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31836.0,,0.0,0.0,,0.0,,0.0,30.32
2016-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31227.0,,0.0,0.0,,0.0,,0.0,29.74
2016-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30423.75,,0.0,0.0,,0.0,,0.0,28.975
2016-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31095.75,,0.0,0.0,,0.0,,0.0,29.615
2016-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31788.75,,0.0,0.0,,0.0,,0.0,30.275
2016-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32040.75,,0.0,0.0,,0.0,,0.0,30.515
2016-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32728.5,,0.0,0.0,,0.0,,0.0,31.17
2016-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33117.0,,0.0,0.0,,0.0,,0.0,31.54
2016-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33342.75,,0.0,0.0,,0.0,,0.0,31.755
2016-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33258.75,,0.0,0.0,,0.0,,0.0,31.675
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32844.0,,0.0,0.0,,0.0,,0.0,31.28
2016-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32765.25,,0.0,0.0,,0.0,,0.0,31.205
2016-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33111.75,,0.0,0.0,,0.0,,0.0,31.535
2016-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32970.0,,0.0,0.0,,0.0,,0.0,31.4
2016-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,34487.25,,0.0,0.0,,0.0,,0.0,32.845
2016-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,34503.0,,0.0,0.0,,0.0,,0.0,32.86
2016-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,34161.75,,0.0,0.0,,0.0,,0.0,32.535
2016-03-16,41000.0,1331065.0,0.8,2.27,1.35,,1331065.0,0.0,41000.0,0.0,,,,41000.0,,,,,,,,1.35,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,39.0476,32.465
2016-03-17,55000.0,1774575.0,1.08,3.04,1.79,,1774575.0,0.0,55000.0,0.0,,,0.46,,,,14000.0,,,0.46,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,52.381,32.265
2016-03-18,55000.0,1774575.0,1.11,3.04,1.77,,1774575.0,0.0,55000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,52.381,32.265
2016-03-21,55000.0,1782550.0,1.12,3.04,1.77,,1782550.0,0.0,55000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,52.381,32.41
2016-03-22,55000.0,1783650.0,1.15,3.04,1.78,,1783650.0,0.0,55000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,52.381,32.43
2016-03-23,55000.0,1760825.0,1.31,3.04,1.78,,1760825.0,0.0,55000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,52.381,32.015
2016-03-24,14000.0,440790.0,0.34,0.77,0.45,,440790.0,0.0,14000.0,0.0,,,,,,,,,,,,,,41000.0,0.0,1.34,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,13.3333,31.485
2016-03-25,14000.0,440790.0,0.34,0.77,0.45,,440790.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,13.3333,
2016-03-28,14000.0,440790.0,0.34,0.77,0.45,,440790.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,13.3333,
2016-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,14000.0,0.0,0.45,,0.0,0.0,1050.0,33069.75,,0.0,0.0,,0.0,,0.0,31.495
2016-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33453.0,,0.0,0.0,,0.0,,0.0,31.86
2016-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32949.0,,0.0,0.0,,0.0,,0.0,31.38
2016-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32313.75,,0.0,0.0,,0.0,,0.0,30.775
2016-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32082.75,,0.0,0.0,,0.0,,0.0,30.555
2016-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31158.75,,0.0,0.0,,0.0,,0.0,29.675
2016-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31342.5,,0.0,0.0,,0.0,,0.0,29.85
2016-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30612.75,,0.0,0.0,,0.0,,0.0,29.155
2016-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31820.25,,0.0,0.0,,0.0,,0.0,30.305
2016-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32224.5,,0.0,0.0,,0.0,,0.0,30.69
2016-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31731.0,,0.0,0.0,,0.0,,0.0,30.22
2016-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32964.75,,0.0,0.0,,0.0,,0.0,31.395
2016-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33311.25,,0.0,0.0,,0.0,,0.0,31.725
2016-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33185.25,,0.0,0.0,,0.0,,0.0,31.605
2016-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33500.25,,0.0,0.0,,0.0,,0.0,31.905
2016-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33663.0,,0.0,0.0,,0.0,,0.0,32.06
2016-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,34030.5,,0.0,0.0,,0.0,,0.0,32.41
2016-04-21,20000.0,651300.0,1.89,1.24,0.65,,651300.0,0.0,20000.0,0.0,,,,20000.0,,,,,,,,0.65,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,19.0476,32.565
2016-04-22,20000.0,649100.0,1.88,1.24,0.65,,649100.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,19.0476,32.455
2016-04-25,46000.0,1470390.0,4.36,2.85,1.49,,1470390.0,0.0,46000.0,0.0,,,0.84,,,,26000.0,,,0.84,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,43.8095,31.965
2016-04-26,46000.0,1492700.0,4.12,2.85,1.47,,1492700.0,0.0,46000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,43.8095,32.45
2016-04-27,46000.0,1498220.0,3.66,2.85,1.49,,1498220.0,0.0,46000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,43.8095,32.57
2016-04-28,26000.0,857350.0,1.94,1.61,0.85,,857350.0,0.0,26000.0,0.0,,,,,,,,,,,,,,20000.0,0.0,0.64,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,24.7619,32.975
2016-04-29,26000.0,840450.0,1.97,1.61,0.86,,840450.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,24.7619,32.325
2016-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26000.0,0.0,0.85,,0.0,0.0,1050.0,33615.75,,0.0,0.0,,0.0,,0.0,32.015
2016-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32791.5,,0.0,0.0,,0.0,,0.0,31.23
2016-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32733.75,,0.0,0.0,,0.0,,0.0,31.175
2016-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32697.0,,0.0,0.0,,0.0,,0.0,31.14
2016-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32565.75,,0.0,0.0,,0.0,,0.0,31.015
2016-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32277.0,,0.0,0.0,,0.0,,0.0,30.74
2016-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32723.25,,0.0,0.0,,0.0,,0.0,31.165
2016-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32308.5,,0.0,0.0,,0.0,,0.0,30.77
2016-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,32203.5,,0.0,0.0,,0.0,,0.0,30.67
2016-05-13,17728.0,546288.32,1.48,1.1,0.54,,546288.32,0.0,17728.0,0.0,,,,17728.0,,,,,,,,0.54,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,16.8838,30.815
2016-05-16,17728.0,546376.96,1.51,1.1,0.55,,546376.96,0.0,17728.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,16.8838,30.82
2016-05-17,17728.0,539108.48,1.52,1.1,0.55,,539108.48,0.0,17728.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,16.8838,30.41
2016-05-18,17728.0,545136.0,1.53,1.1,0.54,,545136.0,0.0,17728.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,16.8838,30.75
2016-05-19,17728.0,540438.08,1.67,1.1,0.54,,540438.08,0.0,17728.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,16.8838,30.485
2016-05-20,17728.0,548238.4,1.71,1.1,0.54,,548238.4,0.0,17728.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,16.8838,30.925
2016-05-23,8682.0,266320.35,0.85,0.52,0.27,,266320.35,0.0,8682.0,0.0,,,,,,,,,,,,,,9046.0,0.0,0.27,,0.0,0.0,0.0,0.0,,0.0,0.0,29.74,0.5821,70.26,8.2686,30.675
2016-05-24,8682.0,274958.94,0.8,0.5,0.27,,274958.94,0.0,8682.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.91,0.5807,70.09,8.2686,31.67
2016-05-25,3500.0,112840.0,0.26,0.2,0.11,,112840.0,0.0,3500.0,0.0,,,,,,,,,,,,,,5182.0,0.0,0.16,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.3333,32.24
2016-05-26,3500.0,112910.0,0.26,0.19,0.11,,112910.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.3333,32.26
2016-05-27,20500.0,659792.5,1.53,1.13,0.66,,659792.5,0.0,20500.0,0.0,,,0.55,,,,17000.0,,,0.55,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,19.5238,32.185
2016-05-30,20500.0,663585.0,1.34,1.13,0.66,,663585.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,19.5238,32.37
2016-05-31,17000.0,542470.0,1.15,0.94,0.55,,542470.0,0.0,17000.0,0.0,,,,,,,,,,,,,,3500.0,0.0,0.11,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.91
2016-06-01,17000.0,536265.0,1.23,0.94,0.54,,536265.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.545
2016-06-02,17000.0,534735.0,1.23,0.94,0.54,,534735.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.455
2016-06-03,17000.0,526660.0,1.23,0.94,0.54,,526660.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,30.98
2016-06-06,17000.0,529975.0,1.21,0.94,0.53,,529975.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.175
2016-06-07,17000.0,540770.0,1.29,0.94,0.53,,540770.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.81
2016-06-08,17000.0,538730.0,1.42,0.94,0.54,,538730.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.69
2016-06-09,17000.0,534650.0,1.55,0.94,0.54,,534650.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.45
2016-06-10,17000.0,515355.0,1.55,0.94,0.53,,515355.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,30.315
2016-06-13,17000.0,499885.0,1.54,0.94,0.52,,499885.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,29.405
2016-06-14,17000.0,489175.0,1.52,0.94,0.5,,489175.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,28.775
2016-06-15,17000.0,496315.0,1.51,0.94,0.49,,496315.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,29.195
2016-06-16,17000.0,491895.0,1.5,0.94,0.5,,491895.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,28.935
2016-06-17,17000.0,508215.0,1.16,0.94,0.49,,508215.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,29.895
2016-06-20,17000.0,524535.0,1.11,0.94,0.51,,524535.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,30.855
2016-06-21,17000.0,527085.0,0.84,0.94,0.52,,527085.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,16.1905,31.005
2016-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17000.0,0.0,0.52,,0.0,0.0,1050.0,32382.0,,0.0,0.0,,0.0,,0.0,30.84
2016-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,33537.0,,0.0,0.0,,0.0,,0.0,31.94
2016-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29405.25,,0.0,0.0,,0.0,,0.0,28.005
2016-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,28224.0,,0.0,0.0,,0.0,,0.0,26.88
2016-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29190.0,,0.0,0.0,,0.0,,0.0,27.8
2016-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29825.25,,0.0,0.0,,0.0,,0.0,28.405
2016-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30292.5,,0.0,0.0,,0.0,,0.0,28.85
2016-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30413.25,,0.0,0.0,,0.0,,0.0,28.965
2016-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29925.0,,0.0,0.0,,0.0,,0.0,28.5
2016-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29494.5,,0.0,0.0,,0.0,,0.0,28.09
2016-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,28817.25,,0.0,0.0,,0.0,,0.0,27.445
2016-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,28838.25,,0.0,0.0,,0.0,,0.0,27.465
2016-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,29993.25,,0.0,0.0,,0.0,,0.0,28.565
2016-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30397.5,,0.0,0.0,,0.0,,0.0,28.95
2016-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31232.25,,0.0,0.0,,0.0,,0.0,29.745
2016-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,30891.0,,0.0,0.0,,0.0,,0.0,29.42
2016-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31374.0,,0.0,0.0,,0.0,,0.0,29.88
2016-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31290.0,,0.0,0.0,,0.0,,0.0,29.8
2016-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1050.0,31326.75,,0.0,0.0,,0.0,,0.0,29.835
