,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_y,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity
2012-12-05,2382607.0,271785012.14,4.67,21.67,1.31,298.14,1.0,196995987.53,1408452.0,1726968.0,160662729.49,,,19849.0,0.11,,4340.0,,228.98,850.0,1834883.0,,,0.11,19849.0,0.54,1596.0,1202013.0,177.13,150.42,,,9.93,9.93,12779574.0,1457771539.65,,1602.26,9.95,18.47,0.1114,19.62,0.1679
2012-12-06,1899986.0,222531370.72,3.72,17.23,1.05,240.09,1.0,164190008.49,1174661.0,1401864.0,137579393.98,,,28.0,2.69,,,,32.02,20280.0,255415.0,,,2.69,28.0,,20000.0,345384.0,148.89,41.71,,,8.29,8.29,12998218.0,1522385569.38,,1641.46,8.32,14.49,0.114,22.53,0.1341
2012-12-07,1232248.0,143875052.02,2.41,11.01,0.68,156.45,0.0,108319262.75,908242.0,927723.0,106044696.36,,,,,,,,34.39,,267692.0,,,,,,1273.0,474141.0,116.72,60.09,,,6.41,6.41,13262772.0,1548537316.67,,1707.15,6.4,17.44,0.1153,18.16,0.087
2012-12-10,911134.0,106714416.8,1.78,8.14,0.5,114.96,0.0,83735658.15,583616.0,714940.0,68354644.96,,,724.0,,,,,41.82,,325350.0,,,,724.0,,,212783.0,74.78,27.65,,,4.12,4.12,13571085.0,1589481263.11,,1740.8,4.12,15.9,0.1252,21.82,0.0644
2012-12-11,884889.0,104245203.75,1.73,7.87,0.49,112.67,0.0,80080254.9,556476.0,679764.0,65556192.93,,,,1.14,,,,10.6,8729.0,82690.0,,,1.14,,,55550.0,43905.0,71.3,5.78,,,3.93,3.93,13594815.0,1601550318.32,,1746.32,3.92,16.46,0.1324,23.81,0.0625
2012-12-12,1047852.0,122440778.32,2.05,9.29,0.58,134.83,0.0,99571032.28,545439.0,852132.0,63734168.27,,,425.0,23.15,,,,1.54,174000.0,12057.0,,,23.15,425.0,,595.0,1632.0,70.21,0.21,,,3.87,3.87,13555811.0,1583987098.97,,1746.29,3.86,13.63,0.1128,19.8,0.0743
2012-12-13,809736.0,93215354.47,1.59,7.72,0.45,102.82,0.0,68636696.86,438378.0,596228.0,50465288.27,,,,6.0,,,,21.35,47092.0,165453.0,,,6.0,,,58392.0,302996.0,56.06,39.83,,,3.1,3.1,13696677.0,1576736864.44,,1750.87,3.1,18.09,0.1485,26.19,0.0573
2012-12-14,644939.0,75272533.01,1.26,6.25,0.35,81.2,0.0,65649109.03,319124.0,562485.0,37245804.37,,,451.0,3.42,,,,19.25,30743.0,150248.0,,,3.42,451.0,,30543.0,64486.0,40.13,8.15,,,2.26,2.26,13824806.0,1613529598.95,,1748.67,2.24,19.86,0.1868,32.66,0.0456
2012-12-17,556595.0,65468788.46,1.09,5.51,0.31,68.95,0.0,55770240.17,253636.0,474141.0,29833616.24,,,,,,4000.0,,8.22,,65488.0,,,,,0.53,,92344.0,32.49,11.39,,,1.84,1.84,13554956.0,1594384690.78,,1737.89,1.84,14.97,0.21,37.57,0.0403
2012-12-18,480701.0,56300968.76,0.94,4.86,0.26,61.11,0.0,53991544.6,190900.0,460983.0,22358711.42,,,,,,,,8.03,,62736.0,,,,,,,13158.0,24.54,0.0,,,1.4,1.4,13488929.0,1579858935.74,,1737.1,1.39,15.17,0.2175,38.35,0.0351
2012-12-19,433701.0,51290139.13,0.85,4.49,0.24,55.04,0.0,48958258.5,190900.0,413983.0,22576124.01,,,,1.03,,,,,8000.0,,,,1.03,,,,55000.0,24.55,7.01,,,1.39,1.39,13514902.0,1598292842.22,,1741.3,1.39,16.84,0.2481,42.4,0.0316
2012-12-20,491695.0,58260594.21,0.96,5.02,0.27,62.87,0.0,51422339.98,107712.0,433983.0,12762719.01,,,,2.6,,,,10.64,20000.0,83188.0,,,2.6,,,,,13.99,,,,0.79,0.79,13587164.0,1609933491.74,,1765.98,0.79,18.87,0.2719,45.32,0.0359
2012-12-21,410551.0,48514979.43,0.8,4.28,0.23,52.41,0.0,40466392.9,118110.0,342441.0,13957106.96,,,,,,,,,,,,,,,,10398.0,91542.0,15.37,11.86,,,0.87,0.87,13515450.0,1597126249.18,,1759.08,0.87,22.63,0.1975,31.8,0.0301
2012-12-24,411016.0,47933314.34,0.8,4.35,0.23,52.36,0.0,39731905.32,118275.0,340691.0,13793411.34,,,2215.0,0.04,,,,0.27,300.0,2050.0,,,0.04,2215.0,,,2050.0,15.32,0.27,,,0.87,0.87,13513138.0,1575922814.32,,1750.72,0.87,22.65,0.1974,31.74,0.0302
2012-12-25,408022.0,47584149.48,0.8,4.4,0.22,51.85,0.0,39731905.32,115281.0,340691.0,13444246.48,,,,,,,,0.46,,2994.0,,,,,,,,14.75,,,,0.85,0.85,13485691.0,1572721903.22,,1735.96,0.84,22.87,0.1956,31.17,0.03
2012-12-26,369285.0,43066581.31,0.72,3.99,0.2,46.69,0.0,35214337.15,115281.0,301954.0,13444246.48,,,,,,,,,,,,,,,,,38737.0,14.72,5.12,,,0.85,0.85,13426423.0,1565809978.44,,1718.04,0.85,23.64,0.1771,25.4,0.0273
2012-12-27,331429.0,38742346.77,0.65,3.58,0.18,41.83,0.0,35066821.67,78143.0,299986.0,9134515.1,,,,,,,,4.74,,37138.0,,,,,,,1968.0,9.99,0.26,,,0.58,0.58,13461651.0,1573597817.73,,1723.47,0.58,21.18,0.175,28.34,0.0245
2012-12-28,329556.0,38343246.49,0.64,3.55,0.18,41.63,0.0,34902830.29,76270.0,299986.0,8873877.0,,,,,,,,0.24,,1873.0,,,,,,,,9.77,,,,0.56,0.56,13536295.0,1574923520.43,,1737.44,0.56,21.35,0.1767,28.48,0.0242
2012-12-31,264667.0,30926155.1,0.52,2.9,0.15,33.46,0.0,27470921.14,73270.0,235097.0,8561548.6,,,,,,,,0.39,,3000.0,,,,,,,64889.0,9.38,8.13,,,0.54,0.54,13538701.0,1581987807.36,,1737.74,0.54,19.6,0.2072,35.42,0.0194
2013-01-01,222501.0,25999087.29,0.43,2.48,0.12,28.3,0.0,22543853.33,73270.0,192931.0,8561548.6,,,,,,,,,,,,,,,,,42166.0,9.41,5.17,,,0.54,0.54,13539387.0,1582067965.98,,1735.54,0.54,23.14,0.1701,23.66,0.0163
2013-01-02,340976.0,41271868.55,0.67,3.81,0.19,43.73,0.0,36097028.69,86453.0,298223.0,10464304.97,,8000.0,15.0,15.1,1.06,,,,118000.0,,,8000.0,15.1,15.0,,5168.0,12708.0,11.19,1.49,,,0.62,0.62,13750541.0,1664370866.78,,1773.37,0.63,15.07,0.2954,49.81,0.0246
2013-01-03,388183.0,47480968.36,0.76,4.33,0.21,50.79,0.0,42140899.07,90158.0,344525.0,11027760.48,,,3705.0,6.39,,,,,46302.0,,,,6.39,3705.0,,,,12.03,,,,0.65,0.65,13743953.0,1681104524.07,,1840.75,0.65,25.54,0.2689,42.89,0.0281
2013-01-04,309891.0,37735202.74,0.61,3.46,0.17,40.55,0.0,32418999.69,112658.0,266233.0,13718283.11,,,22500.0,0.51,,,,,5158.0,,,,0.51,22500.0,,,83450.0,15.1,10.76,,,0.81,0.81,13737826.0,1672845127.41,,1842.85,0.81,15.3,0.2487,43.87,0.0224
2013-01-07,300258.0,36452772.6,0.59,3.35,0.17,39.14,0.0,28931378.93,130953.0,238305.0,15898327.21,,,,0.09,,,,,764.0,,,,0.09,,,18295.0,28692.0,17.48,3.86,,,0.94,0.94,13731841.0,1667111874.88,,1831.09,0.95,15.98,0.2788,48.48,0.0217
2013-01-08,312861.0,37769050.64,0.61,3.48,0.17,40.8,0.0,30222749.39,109033.0,250351.0,13162627.81,,,572.0,1.6,,,,3.01,12046.0,22515.0,,,1.6,572.0,,23.0,,14.51,,,,0.79,0.79,13769726.0,1662302040.17,,1833.81,0.79,15.3,0.2619,46.38,0.0225
2013-01-09,328240.0,39416283.73,0.64,3.66,0.18,42.72,0.0,32510268.38,106117.0,270730.0,12742925.24,,,2084.0,2.68,,,,0.67,20379.0,5000.0,,,2.68,2084.0,,,,14.04,,,,0.76,0.76,13823757.0,1660008311.18,,1829.95,0.76,15.63,0.2514,44.15,0.0236
2013-01-10,336678.0,39417277.74,0.66,3.75,0.19,43.54,0.0,31860771.65,112755.0,272135.0,13201026.36,,,7250.0,0.19,,,,0.09,1405.0,612.0,,,0.19,7250.0,,,,14.71,,,,0.81,0.81,13804509.0,1616191629.21,,1797.56,0.81,15.23,0.2415,43.26,0.0242
2013-01-11,335455.0,39732544.91,0.66,3.72,0.18,42.95,0.0,32228067.97,111532.0,272096.0,13210267.25,,,,,,,,0.19,,1223.0,,,,,,,39.0,14.31,0.01,,,0.8,0.8,13802361.0,1634803262.2,,1771.63,0.8,15.04,0.2456,43.82,0.0241
2013-01-14,331112.0,39233227.65,0.65,3.7,0.18,42.64,0.0,31273590.73,111876.0,263936.0,13256108.44,,,,,,,,0.48,,4049.0,,,,,,4393.0,8160.0,14.52,1.01,,,0.8,0.8,13832129.0,1638959222.04,,1795.98,0.8,14.52,0.2483,44.19,0.0237
2013-01-15,326198.0,39245372.96,0.64,3.75,0.18,42.12,0.0,31713391.38,109362.0,263594.0,13157507.03,,,2400.0,,,,,0.63,,4914.0,,,,2400.0,,,342.0,14.29,0.04,,,0.79,0.79,13816770.0,1662316420.61,,1807.94,0.78,14.72,0.255,44.77,0.0234
2013-01-16,309810.0,37781793.36,0.61,3.58,0.17,40.52,0.0,32036780.28,90467.0,262701.0,11032586.1,,,,,,,,2.46,,18895.0,,,,,,,893.0,11.98,0.0,,,0.65,0.65,13833417.0,1687005915.28,,1834.78,0.65,15.77,0.2528,44.22,0.0223
2013-01-17,332904.0,41371583.6,0.65,4.04,0.18,43.77,0.0,34030670.18,102428.0,273834.0,12729220.93,,,3518.0,,,14000.0,,0.45,,3518.0,,,,3518.0,1.87,12489.0,2867.0,13.69,0.3,0.03,,0.74,0.74,13818451.0,1717285466.14,264.0,1847.27,0.74,14.52,0.2335,42.45,0.0239
2013-01-18,287400.0,35480915.74,0.56,3.48,0.16,38.07,0.0,30082977.12,87082.0,243676.0,10750692.78,,,,,,12225.0,,2.01,,15346.0,,,,,1.71,,42383.0,11.83,5.67,,,0.62,0.62,13904677.0,1716599419.14,,1894.89,0.62,16.04,0.2713,47.78,0.0205
2013-01-21,269483.0,32839302.58,0.53,3.25,0.15,36.16,0.0,28734435.46,75685.0,235798.0,9223003.37,,,1000.0,,,,,1.66,,12397.0,,,,1000.0,,,7878.0,10.23,0.44,,,0.55,0.55,13569921.0,1653635820.33,,1833.8,0.55,16.73,0.2899,49.76,0.0197
2013-01-22,329748.0,39867761.74,0.64,4.01,0.18,44.0,0.0,30308145.96,121068.0,250680.0,14637572.26,,,21724.0,0.08,,26528.0,,,644.0,,,,0.08,21724.0,3.55,23659.0,12290.0,16.18,1.71,,,0.88,0.88,13573037.0,1641030742.42,,1813.2,0.88,14.91,0.2263,43.24,0.0241
2013-01-23,383177.0,45524562.99,0.75,4.71,0.21,51.16,0.0,35220329.31,152114.0,296447.0,18072387.89,,,8100.0,7.27,,,,0.06,52767.0,438.0,,,7.27,8100.0,,23384.0,7000.0,20.15,0.94,,,1.11,1.11,13581521.0,1613595827.04,,1795.22,1.11,12.67,0.1846,36.59,0.0279
2013-01-24,351977.0,42507227.42,0.69,4.3,0.19,46.35,0.0,36240020.85,125784.0,300082.0,15190563.86,,,8505.0,1.32,,,,4.68,9755.0,34835.0,,,1.32,8505.0,,,6120.0,16.38,1.11,,,0.92,0.92,13620123.0,1644862209.51,,1777.15,0.91,16.06,0.1851,35.49,0.0256
2013-01-25,343563.0,41334582.28,0.67,4.22,0.19,45.58,0.0,34342679.05,139104.0,285448.0,16735811.87,,,930.0,,,15229.0,,,,,,,,930.0,2.02,12390.0,29863.0,18.38,3.86,,,1.01,1.01,13675236.0,1645288251.78,,1807.01,1.01,13.66,0.188,37.58,0.0249
2013-01-28,307804.0,36457457.05,0.6,3.69,0.17,40.56,0.0,29600156.7,106995.0,249909.0,12672888.0,,,,,,,,4.26,,32109.0,,,,,,,35539.0,14.09,4.97,,,0.77,0.77,13757831.0,1629528962.45,,1811.59,0.77,15.49,0.2196,41.86,0.0222
2013-01-29,324075.0,38384655.15,0.63,3.89,0.18,42.32,0.0,32368305.36,99895.0,273280.0,11831937.44,,,,3.01,,,,1.75,23371.0,13100.0,,,3.01,,,6000.0,,12.98,,,,0.72,0.72,13762289.0,1630056984.64,,1789.29,0.72,13.96,0.1967,38.27,0.0234
2013-01-30,317075.0,37252215.68,0.62,3.79,0.17,41.34,0.0,31284459.49,99895.0,266280.0,11736371.79,,,,,,,,,,,,,,,,,7000.0,12.94,0.91,,,0.72,0.72,13700406.0,1609620686.83,,1774.19,0.72,14.24,0.2056,39.2,0.023
2013-01-31,319898.0,37511016.49,0.62,3.8,0.18,41.62,0.0,31099277.8,99780.0,265218.0,11700133.25,,,,,,,,0.03,,115.0,,,,,,,1062.0,12.89,0.15,,,0.72,0.72,13699634.0,1606409533.17,,1768.5,0.72,14.11,0.2027,38.93,0.0232
2013-02-01,456777.0,53602969.82,0.89,5.33,0.25,59.41,0.0,41051286.95,178059.0,349818.0,20895297.28,,,,7.88,,26000.0,,0.82,58600.0,6321.0,,,7.88,,3.36,84600.0,,22.8,,,,1.3,1.3,13570812.0,1592540399.66,,1741.84,1.29,17.3,0.149,27.01,0.0332
2013-02-04,471766.0,53492180.37,0.92,5.02,0.26,61.72,0.0,40558340.23,182068.0,357698.0,20644163.2,,,1000.0,,,9971.0,,0.97,,7664.0,,,,1000.0,1.25,10673.0,2091.0,23.49,0.22,,,1.33,1.33,13543076.0,1535610163.13,,1744.87,1.33,17.3,0.1463,26.6,0.0344
2013-02-05,471795.0,53710396.16,0.92,5.08,0.26,60.05,0.0,39586165.44,192068.0,347727.0,21865531.36,,,12567.0,,,,,0.35,,2709.0,,,,12567.0,,142.0,9971.0,23.87,1.25,,,1.4,1.4,13563816.0,1544140846.66,,1687.12,1.39,17.09,0.149,27.32,0.0343
2013-02-06,535460.0,60738651.59,1.05,5.74,0.29,68.16,0.0,46186035.47,206293.0,407167.0,23400363.52,,,,8.74,,,,,70000.0,,,,8.74,,,14225.0,10560.0,25.8,1.38,,,1.5,1.5,13556086.0,1537702880.71,,1695.11,1.5,15.05,0.1337,23.95,0.0389
2013-02-07,541250.0,61148858.71,1.06,5.72,0.3,69.0,0.0,45616427.22,215483.0,403767.0,24344645.77,,,4977.0,0.18,,,,,1000.0,,,,0.18,4977.0,,4213.0,4400.0,26.99,0.57,,,1.58,1.58,13435449.0,1517898147.97,,1681.47,1.58,15.13,0.1313,23.64,0.0396
2013-02-08,567145.0,64771985.08,1.11,5.68,0.31,72.22,0.0,49808114.16,209024.0,436121.0,23872024.63,,,2954.0,4.37,,,,1.7,32354.0,13592.0,,,4.37,2954.0,,4179.0,,26.02,,,,1.53,1.53,13422718.0,1532969681.43,,1669.82,1.53,14.34,0.141,26.51,0.0416
2013-02-11,566563.0,64447417.16,1.11,5.58,0.31,72.07,0.0,48670987.74,216692.0,427871.0,24649050.01,,,,,,2600.0,,0.63,,5184.0,,,,,0.33,12852.0,10850.0,27.04,1.66,,,1.59,1.59,13424352.0,1527040794.05,,1679.15,1.58,14.46,0.1391,26.58,0.0415
2013-02-12,506563.0,57553094.53,0.99,4.9,0.28,64.32,0.0,41795619.57,216692.0,367871.0,24619435.61,,,4578.0,,,,,0.59,,4578.0,,,,4578.0,,,60000.0,26.94,7.52,,,1.59,1.59,13409088.0,1523471925.98,,1670.88,1.59,16.19,0.1571,29.93,0.0372
2013-02-13,527238.0,59806008.27,1.03,4.95,0.29,66.98,0.0,41819331.83,236567.0,368671.0,26834423.84,,,15118.0,0.1,,,,0.59,800.0,4876.0,,,0.1,15118.0,,9633.0,,29.46,,,,1.74,1.74,13369589.0,1516548030.1,,1666.9,1.74,15.58,0.1478,28.68,0.0388
2013-02-14,498119.0,56412194.86,0.97,4.63,0.27,63.49,0.0,38331988.96,237648.0,338471.0,26913740.06,,,6581.0,,,4000.0,,0.98,,7861.0,,,,6581.0,0.52,2361.0,34200.0,29.66,4.26,,,1.75,1.75,13372932.0,1514490404.58,,1669.13,1.75,16.52,0.1611,30.35,0.0366
2013-02-15,613048.0,70209926.57,1.2,5.7,0.34,77.42,0.0,36244153.26,352577.0,316471.0,40379228.51,,,5636.0,,,,,5.13,,41000.0,,,,5636.0,,150293.0,22000.0,43.82,2.9,,0.06,2.6,2.6,13183121.0,1509809928.98,,1642.72,2.6,24.67,0.2182,35.91,0.0453
2013-02-18,623397.0,71167963.77,1.22,5.81,0.34,79.2,0.0,37234814.89,353238.0,326159.0,40326195.32,,,3000.0,1.26,,,,0.29,10000.0,2339.0,,,1.26,3000.0,,,312.0,44.36,0.03,,,2.61,2.61,13174833.0,1504059271.46,,1654.92,2.61,25.89,0.2219,35.72,0.0461
2013-02-19,621415.0,73036542.15,1.21,5.8,0.34,78.45,0.0,37819298.57,355638.0,321777.0,41799071.12,,,5120.0,0.37,,,,0.35,3000.0,2720.0,,,0.37,5120.0,,,7382.0,44.63,1.43,,,2.63,2.63,13183220.0,1549458579.55,,1659.93,2.62,26.02,0.2187,35.71,0.0459
2013-02-20,640024.0,74932142.19,1.25,5.78,0.35,83.3,0.0,45512310.62,342587.0,388738.0,40109086.22,,,2622.0,0.83,,69361.0,,1.9,6000.0,15673.0,,,0.83,2622.0,8.95,,8400.0,44.39,0.13,,,2.54,2.54,13148266.0,1539360613.83,,1698.75,2.55,24.07,0.2036,34.3,0.0474
2013-02-21,680893.0,78259106.55,1.33,6.12,0.37,88.61,0.0,44679984.32,383456.0,388738.0,44072892.45,,,20647.0,,,,,0.01,,112.0,,,,20647.0,,20334.0,,49.66,,,,2.84,2.84,13108720.0,1506663624.36,,1688.69,2.86,22.99,0.1891,32.88,0.0505
2013-02-22,621556.0,72600071.68,1.21,5.56,0.34,80.23,0.0,39000888.95,346655.0,333901.0,40490603.98,,,3912.0,1.06,,,,5.22,8380.0,40713.0,,,1.06,3912.0,,,63217.0,44.11,8.09,,,2.57,2.57,13162901.0,1537476198.7,,1675.22,2.57,25.49,0.2102,34.78,0.046
2013-02-25,595569.0,69781743.15,1.16,5.32,0.33,76.9,0.0,35959035.4,348668.0,306901.0,40852799.29,,,2032.0,0.16,,,,0.5,1000.0,4032.0,,,0.16,2032.0,,4013.0,28000.0,45.03,4.19,,,2.58,2.58,13152644.0,1541071522.18,,1694.93,2.59,20.87,0.2054,36.75,0.0441
2013-02-26,644709.0,74452701.75,1.26,5.72,0.35,83.43,0.0,41530562.35,352532.0,359626.0,40711328.45,,,10212.0,0.52,,51725.0,,1.38,4000.0,10853.0,,,0.52,10212.0,6.68,4505.0,3000.0,45.62,0.38,,,2.61,2.61,13163593.0,1520166561.3,,1695.39,2.62,19.19,0.1806,34.04,0.0477
2013-02-27,660986.0,76061410.14,1.29,5.87,0.36,83.99,0.0,42174701.32,363222.0,366505.0,41796917.81,,,10741.0,2.04,,,,0.01,16879.0,51.0,,,2.04,10741.0,,,10000.0,45.83,1.24,,,2.62,2.62,13499762.0,1553453377.69,,1708.79,2.61,17.77,0.1731,33.22,0.0477
2013-02-28,607794.0,70854177.33,1.19,5.45,0.33,77.56,0.0,37556815.13,354369.0,322166.0,41310911.21,,,,0.04,,,,1.12,242.0,8853.0,,,0.04,,,,44581.0,44.99,5.58,,,2.57,2.57,13437801.0,1566524735.34,,1708.5,2.57,11.82,0.1807,36.21,0.0441
2013-03-01,620268.0,73495118.41,1.21,5.49,0.34,79.97,0.0,39879823.74,353307.0,336569.0,41863097.57,,,6550.0,2.05,,,,0.98,14403.0,8102.0,,,2.05,6550.0,,490.0,,45.39,,,,2.57,2.57,13410797.0,1589035890.14,,1723.76,2.57,11.48,0.1761,35.61,0.0451
2013-03-04,650886.0,76678254.21,1.27,5.71,0.36,84.75,0.0,41119583.52,381757.0,349045.0,44973252.29,,,4728.0,0.21,,17881.0,,0.56,1595.0,4709.0,,,0.21,4728.0,2.4,28431.0,7000.0,49.52,0.87,,,2.78,2.78,13368687.0,1574911090.76,,1736.32,2.77,12.37,0.1646,33.83,0.0473
2013-03-05,673568.0,80516343.25,1.32,5.9,0.37,87.43,0.0,42745259.85,397494.0,357590.0,47515266.97,,,10669.0,2.59,,,,0.98,19570.0,7862.0,,,2.59,10669.0,,12930.0,11025.0,51.34,1.37,,,2.88,2.88,13383338.0,1599804973.36,,1734.06,2.88,12.6,0.1627,32.79,0.0489
2013-03-06,697659.0,83936405.66,1.36,6.11,0.38,92.04,0.0,44713170.02,419229.0,371645.0,50438072.77,,,947.0,4.11,,,,2.58,31055.0,20757.0,,,4.11,947.0,,41545.0,17000.0,55.34,2.14,,,3.05,3.05,13325125.0,1603165869.75,,1753.92,3.06,11.38,0.1493,31.34,0.0508
2013-03-07,716852.0,86604764.78,1.4,6.27,0.39,94.54,0.0,48450087.11,409320.0,401035.0,49451019.63,,,5265.0,3.75,,3000.0,,2.01,27102.0,15305.0,,,3.75,5265.0,0.4,131.0,712.0,53.75,0.09,,,2.99,2.99,13297268.0,1606477721.23,,1747.46,2.98,11.19,0.1428,30.47,0.0523
2013-03-08,722518.0,87651348.71,1.41,6.29,0.4,96.24,0.0,49359157.21,415207.0,406872.0,50370307.1,,,10214.0,2.01,,,,0.8,15102.0,6327.0,,,2.01,10214.0,,2000.0,9265.0,55.37,1.14,,,3.03,3.03,13290314.0,1612297474.73,,1765.59,3.04,11.06,0.1419,30.5,0.0527
2013-03-11,699759.0,85687312.69,1.37,6.23,0.39,93.06,0.0,49362849.38,400471.0,403118.0,49038717.33,,,4269.0,1.25,,,,2.94,9834.0,22005.0,,,1.25,4269.0,,3000.0,13588.0,53.21,1.78,,,2.92,2.92,13296649.0,1628209312.95,,1765.93,2.93,11.48,0.1449,31.35,0.0511
2013-03-12,652096.0,79850854.16,1.27,5.83,0.36,87.45,0.0,45572084.07,382590.0,372161.0,46849142.29,,,4308.0,0.5,,5200.0,,2.99,3625.0,22189.0,,,0.5,4308.0,0.7,,39782.0,51.26,5.27,,,2.79,2.79,13314223.0,1630361295.04,,1782.85,2.79,12.16,0.1588,33.29,0.0476
2013-03-13,647442.0,79516914.97,1.26,5.87,0.36,87.3,0.0,45136124.74,384997.0,367507.0,47284194.9,,,2407.0,0.33,,,,,2407.0,,,,0.33,2407.0,,,7061.0,51.85,0.82,,,2.83,2.83,13237035.0,1625733558.52,,1780.18,2.83,12.19,0.1605,33.56,0.0475
2013-03-14,651878.0,80566571.69,1.27,5.9,0.36,87.78,0.0,45448050.52,394420.0,367728.0,48746954.5,,,11808.0,1.37,,,,0.32,10203.0,2385.0,,,1.37,11808.0,,,9982.0,53.02,1.34,,,2.9,2.9,13182899.0,1629294097.03,,1774.32,2.9,12.16,0.158,33.24,0.048
2013-03-15,668250.0,83016203.99,1.31,6.12,0.37,90.35,0.0,44720173.78,407393.0,359981.0,50610131.53,,,7701.0,0.92,,5272.0,,,6600.0,,,,0.92,7701.0,0.72,5272.0,19619.0,54.93,2.64,,,3.01,3.01,13141748.0,1632589648.74,,1774.67,3.0,11.9,0.1521,32.45,0.0493
2013-03-18,715395.0,88644862.36,1.4,6.55,0.39,97.96,0.0,54185263.31,382731.0,437294.0,47424341.54,,,4201.0,10.55,,,,6.29,77313.0,48382.0,,,10.55,4201.0,,19519.0,,52.56,,,,2.83,2.83,13159418.0,1630588412.55,,1801.17,2.84,18.8,0.1653,30.43,0.0528
2013-03-19,788724.0,93886517.75,1.54,7.36,0.43,106.81,0.0,61795375.48,376531.0,519132.0,44820728.69,,,6965.0,11.8,,,,1.81,86870.0,13165.0,,,11.8,6965.0,,,5032.0,51.28,0.78,,,2.79,2.79,13099360.0,1559294880.28,,1775.1,2.81,16.61,0.1445,26.87,0.0585
2013-03-20,933578.0,111299470.21,1.82,8.6,0.51,122.32,0.0,76099825.64,417849.0,638324.0,49815197.37,,,44603.0,17.29,,4900.0,,2.75,136950.0,18500.0,,,17.29,44603.0,0.64,15215.0,22658.0,54.56,3.27,,,3.11,3.11,13020384.0,1552266485.58,,1700.25,3.11,18.14,0.1346,22.65,0.0695
2013-03-21,931956.0,108134211.85,1.82,8.6,0.51,122.02,0.0,76320831.45,391430.0,657772.0,45417352.91,,,,3.28,,,,3.42,24741.0,26419.0,,,3.28,,,,5293.0,51.32,0.66,,,2.93,2.93,12969725.0,1504868245.71,,1692.73,2.94,17.82,0.1367,22.91,0.0698
2013-03-22,925648.0,107739644.23,1.81,8.68,0.51,118.44,0.0,76333583.56,385122.0,655822.0,44825794.76,,,,,,,,0.91,,6308.0,,,,,,,1950.0,48.99,0.28,,,2.88,2.88,12994970.0,1512533322.12,,1653.72,2.88,18.29,0.1368,22.65,0.0692
2013-03-25,982821.0,114483769.62,1.92,9.25,0.54,126.69,0.0,82123226.29,392295.0,705012.0,45696429.36,,,8533.0,6.4,,,,0.14,50000.0,1360.0,,,6.4,8533.0,,,810.0,50.58,0.09,,,2.93,2.93,12982000.0,1512206492.56,,1667.97,2.94,21.74,0.1444,22.46,0.0735
2013-03-26,922915.0,107715845.69,1.8,8.68,0.51,118.67,0.0,76055091.26,416020.0,651644.0,48554792.29,,,2574.0,1.1,,,,2.83,8533.0,22049.0,,,1.1,2574.0,,43200.0,61901.0,53.32,8.0,,,3.11,3.11,12950520.0,1511489372.2,,1658.25,3.12,22.83,0.1572,23.82,0.069
2013-03-27,913158.0,106951473.02,1.78,8.61,0.5,117.83,0.0,75292521.49,412395.0,642852.0,48300789.91,,,8331.0,,,,,2.25,,17576.0,,,,8331.0,,5620.0,8792.0,53.15,1.15,,,3.1,3.1,12889474.0,1509649185.34,,1658.07,3.11,23.18,0.1598,24.08,0.0686
2013-03-28,955689.0,112672939.54,1.87,9.06,0.53,123.36,0.0,80838606.62,458190.0,685671.0,54019261.67,,,50000.0,6.69,,,,0.55,51390.0,4205.0,,,6.69,50000.0,,,8571.0,58.99,1.14,,,3.5,3.5,12641671.0,1490416058.18,,1626.64,3.5,21.99,0.1729,28.39,0.073
2013-03-29,955689.0,112672939.54,1.87,8.93,0.53,123.77,0.0,80838606.62,459190.0,685671.0,54137158.75,,,1000.0,,,,,,,,,,,1000.0,,,,59.56,,,,3.51,3.51,12628935.0,1488914521.01,,1635.9,3.51,22.16,0.1729,28.3,0.073
2013-04-01,955689.0,112672939.54,1.87,8.93,0.53,123.88,0.0,80838606.62,458190.0,685671.0,54019261.67,,,,,,,,0.13,,1000.0,,,,,,,,59.34,,,,3.51,3.51,12601879.0,1485724697.69,,1630.88,3.51,22.09,0.1728,28.27,0.0732
2013-04-02,1035909.0,125150875.33,2.02,9.68,0.57,134.87,0.0,94026162.92,425735.0,778281.0,51434158.7,,,10.0,13.35,,18643.0,,4.19,100000.0,32465.0,,,13.35,10.0,2.47,,26033.0,55.48,3.36,,,3.29,3.29,12518171.0,1512352975.22,,1629.96,3.29,20.27,0.207,36.01,0.08
