,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_y,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity
2013-04-03,980071.0,117913818.98,1.91,9.14,0.54,129.22,0.0,88722638.04,401730.0,737441.0,48332741.71,,,990.0,0.19,,,,4.62,1352.0,35395.0,,,0.19,990.0,,10400.0,42192.0,53.27,5.2,,,3.03,3.03,12862086.0,1547456949.86,,1704.12,3.03,21.08,0.2169,36.61,0.0739
2013-04-04,1038036.0,123563610.77,2.03,9.64,0.57,136.34,0.0,94020433.2,444001.0,789849.0,52852084.85,,,,7.01,,,,0.14,52484.0,1000.0,,,7.01,,,43271.0,76.0,58.33,0.02,,,3.34,3.34,12861450.0,1530975035.27,,1690.82,3.33,19.89,0.2063,34.75,0.078
2013-04-05,2196543.0,251861444.94,4.29,20.85,1.21,287.19,1.0,203819628.48,1170736.0,1777559.0,134239694.19,,,156696.0,64.29,,500314.0,,,488013.0,,,,64.29,156696.0,65.36,570039.0,617.0,151.73,0.09,,,8.95,8.95,11913976.0,1366088080.39,,1539.68,8.97,19.18,0.1631,23.44,0.1679
2013-04-08,2375579.0,276610774.38,4.64,22.49,1.31,302.7,1.0,211809155.73,1310968.0,1819052.0,152648206.47,,,120338.0,5.34,,,,0.38,41807.0,3800.0,,,5.34,120338.0,,23694.0,314.0,165.53,0.04,,,9.24,9.24,12882518.0,1500031478.64,,1626.65,9.24,18.26,0.1434,21.37,0.1674
2013-04-09,2958949.0,342246445.38,5.78,28.18,1.63,380.83,1.0,266427430.45,1360003.0,2303443.0,157304567.42,,,1881.0,72.34,,2200.0,,1.48,561944.0,14572.0,,,72.34,1881.0,0.28,61726.0,79753.0,173.38,9.57,,,9.58,9.58,12836216.0,1484699228.74,,1636.03,9.58,17.15,0.1351,20.22,0.2084
2013-04-10,3034820.0,356966894.42,5.93,28.85,1.67,390.31,1.0,281061468.67,1386926.0,2389496.0,163135430.44,,,62.0,10.71,,36971.0,,2.0,85599.0,15676.0,,,10.71,62.0,4.92,42537.0,36517.0,176.8,4.33,,,9.76,9.76,12822551.0,1508236471.68,,1633.46,9.77,16.58,0.1329,20.09,0.2136
2013-04-11,2891289.0,340347667.63,5.65,27.55,1.59,375.92,1.0,261768292.81,1372942.0,2223749.0,161615669.51,,,2974.0,1.01,,,,9.88,7759.0,79223.0,,,1.01,2974.0,,62265.0,173506.0,177.45,21.55,,,9.68,9.68,12815419.0,1508565199.25,,1652.03,9.7,17.29,0.1328,20.68,0.2038
2013-04-12,3311973.0,386398232.94,6.47,32.13,1.82,430.39,1.0,312770336.09,1399686.0,2680879.0,163297284.45,,,,41.92,,190307.0,,18.18,323901.0,141190.0,,,41.92,,24.74,167934.0,57078.0,180.79,7.48,,,9.86,9.86,12800892.0,1493442745.1,,1651.89,9.86,18.28,0.1299,19.1,0.2332
2013-04-15,3274576.0,378902574.9,6.4,31.66,1.8,423.6,1.0,308357285.45,1584912.0,2664905.0,183390838.32,,,56744.0,5.44,,,,12.68,47126.0,96004.0,,,5.44,56744.0,,224486.0,63100.0,202.92,8.04,,,11.08,11.08,12725240.0,1472442906.28,,1632.03,11.06,18.31,0.1278,19.0,0.2288
2013-04-16,3775921.0,426420614.51,7.37,37.44,2.08,483.6,1.0,335680678.04,1531236.0,2972426.0,172924856.24,,,11725.0,2.06,,305557.0,,32.69,22164.0,253937.0,,,2.06,11725.0,39.85,188536.0,20200.0,192.47,3.35,,,10.71,10.71,12764750.0,1441543014.03,,1611.0,10.67,15.98,0.1104,16.99,0.2641
2013-04-17,4091759.0,447922194.95,7.99,40.02,2.25,516.91,1.0,357085733.12,1687929.0,3261970.0,184776489.18,,,16066.0,35.92,,,,3.41,300000.0,25417.0,,,35.92,16066.0,,166044.0,10456.0,208.46,1.32,,,11.97,11.97,12414062.0,1358959288.49,,1539.62,11.92,18.69,0.1191,19.12,0.2902
2013-04-18,5322126.0,585761532.31,10.39,50.91,2.93,659.0,1.0,436983606.62,2241378.0,3970356.0,246689577.02,,,204365.0,92.26,,76987.0,,6.15,761399.0,47299.0,,,92.26,204365.0,9.85,396383.0,130000.0,269.31,18.19,,,15.89,15.89,11859816.0,1305309944.39,,1428.28,15.86,19.04,0.1134,19.15,0.3774
2013-04-19,5834076.0,652206925.77,11.39,55.54,3.21,723.84,1.0,470602977.36,2553793.0,4209605.0,285495334.92,,,74713.0,32.46,,127435.0,,1.43,270510.0,12111.0,,,32.46,74713.0,15.56,249813.0,158696.0,310.05,18.15,,,18.15,18.15,11513992.0,1287179893.72,,1396.88,18.16,14.89,0.0907,17.23,0.4147
2013-04-22,7052704.0,793627747.23,13.77,67.66,3.88,880.6,1.0,536079614.67,3285448.0,4763960.0,369705391.7,,,53366.0,55.83,,400000.0,,30.13,443916.0,251035.0,,,55.83,53366.0,48.83,929324.0,289561.0,403.7,33.63,,,23.37,23.37,10770698.0,1212006740.93,,1323.07,23.38,11.51,0.0821,14.8,0.5018
2013-04-23,8348885.0,973640698.32,16.31,79.24,4.59,1047.97,1.0,657495710.42,3646665.0,5637969.0,425271333.5,,,74648.0,112.23,,22838.0,,5.73,895142.0,46787.0,,,112.23,74648.0,3.07,335913.0,43971.0,450.42,5.69,0.31,,25.92,25.92,10423815.0,1215617476.56,2557.0,1286.18,25.94,11.02,0.0742,12.53,0.5934
2013-04-24,8393203.0,995399013.76,16.39,78.38,4.62,1075.17,1.0,673627135.24,3706769.0,5680023.0,439607406.95,,,28862.0,6.94,,,,2.53,42054.0,21398.0,,,6.94,28862.0,,52640.0,,471.6,,,,26.34,26.34,10368640.0,1229677636.78,,1320.14,26.32,11.17,0.0738,12.35,0.5963
2013-04-25,8265481.0,998868898.81,16.14,76.27,4.55,1076.02,1.0,751061106.64,2983461.0,6214911.0,360546035.22,,,1074.0,127.51,,,,91.46,977162.0,729317.0,,,127.51,1074.0,,4935.0,442274.0,386.37,52.34,,,21.23,21.23,11067518.0,1337490161.45,,1435.63,21.21,12.31,0.0801,12.59,0.5882
2013-04-26,6859597.0,823925196.84,13.4,62.16,3.77,900.31,1.0,618439993.4,2719813.0,5148828.0,326684273.35,,,3420.0,,,4121.0,,56.99,,436189.0,,,,3420.0,0.55,169121.0,1070204.0,356.8,139.36,,,19.35,19.35,11337745.0,1361807957.65,,1489.34,19.33,13.1,0.0887,15.12,0.488
2013-04-29,6275913.0,768530146.7,12.26,56.77,3.45,822.09,1.0,569596128.03,2441797.0,4651393.0,299015395.31,,,12407.0,31.92,,,,68.43,247222.0,521378.0,,,31.92,12407.0,,230955.0,744657.0,318.86,96.94,,,17.14,17.14,11806418.0,1445779786.55,,1547.1,17.09,12.46,0.0865,13.25,0.4405
2013-04-30,5427646.0,660412414.79,10.6,49.9,2.99,719.61,1.0,452159045.56,2425236.0,3716101.0,295092193.41,,,,1.7,,25000.0,,15.09,12272.0,119968.0,,,1.7,,3.33,103407.0,972564.0,321.24,124.28,,,17.03,17.03,11819367.0,1438129292.47,,1570.61,16.98,13.24,0.0931,14.33,0.381
2013-05-01,5369433.0,653329309.54,10.49,52.69,2.95,711.35,1.0,452159045.56,2425236.0,3716101.0,295092193.41,,,,,,,,,,,,,,,,,,320.83,,,,17.08,17.08,11770483.0,1432181299.46,,1560.31,17.06,13.43,0.0949,14.42,0.3782
2013-05-02,5059699.0,622387072.78,9.88,49.65,2.78,672.33,1.0,431069773.06,2250856.0,3504384.0,276874904.43,,,9202.0,14.91,,,,23.8,110000.0,183582.0,,,14.91,9202.0,,,321717.0,299.99,42.31,,,15.9,15.9,11901755.0,1464019589.98,,1587.14,15.9,14.31,0.1013,15.34,0.3575
2013-05-03,4689295.0,586955219.63,9.16,46.03,2.58,624.8,1.0,367690981.12,2121662.0,2937552.0,265566697.17,,,115444.0,29.31,,,,33.53,214672.0,252042.0,,,29.31,115444.0,,7404.0,781504.0,284.69,103.82,,,14.87,14.87,12151169.0,1520951884.91,,1631.62,14.86,13.41,0.0955,13.93,0.3285
2013-05-06,4329923.0,539982568.07,8.46,42.91,2.38,582.33,1.0,372264242.3,1713473.0,2985051.0,213686375.22,,,9056.0,6.42,,,,56.32,48817.0,420453.0,,,6.42,9056.0,,3208.0,1318.0,233.36,0.17,,,11.97,11.97,12599799.0,1571314737.28,,1717.86,11.96,14.83,0.1084,14.95,0.3025
2013-05-07,3474708.0,434606911.83,6.79,35.32,1.91,468.25,1.0,319949224.61,1293296.0,2558013.0,161761903.63,,,3853.0,,,,,57.77,,424030.0,,,,3853.0,,,427038.0,175.49,54.68,,,9.09,9.09,12931467.0,1617432295.97,,1755.61,9.09,16.54,0.1165,17.12,0.2443
2013-05-08,2701312.0,338741874.76,5.28,27.82,1.49,363.17,1.0,240806118.73,1132288.0,1920319.0,141987804.4,,,6540.0,0.21,,,,22.95,1406.0,168954.0,,,0.21,6540.0,,1406.0,639100.0,153.58,86.9,,,8.33,8.33,12454146.0,1561737690.64,,1693.85,8.31,21.03,0.1409,21.84,0.1988
2013-05-09,2294355.0,289186383.1,4.48,23.83,1.26,317.65,1.0,203568191.36,1290012.0,1615075.0,162596417.92,,,1689.0,40.27,,399.0,,14.09,260134.0,106323.0,,,40.27,1689.0,0.05,262358.0,565777.0,177.15,73.73,,,9.69,9.69,12023520.0,1515475269.06,,1650.04,9.7,24.49,0.1676,25.04,0.1723
2013-05-10,2394415.0,302458591.83,4.68,24.89,1.32,326.94,1.0,222968970.08,1129072.0,1765135.0,142622530.84,,,957.0,51.35,,,,22.19,400060.0,161897.0,,,51.35,957.0,,,250000.0,155.12,35.71,,,8.47,8.47,12207034.0,1541972596.24,,1680.04,8.45,23.44,0.1666,24.45,0.1795
2013-05-13,2360373.0,296530959.47,4.61,24.84,1.3,322.09,1.0,217374729.95,1096056.0,1730293.0,137696261.27,,,1883.0,,,,,4.96,,36107.0,,,,1883.0,,1208.0,34842.0,150.45,5.06,,,8.21,8.21,12259475.0,1540143818.09,,1683.5,8.2,23.79,0.1683,24.89,0.1767
2013-05-14,2166285.0,275732730.32,4.23,22.8,1.19,294.69,1.0,195239548.31,1098368.0,1533893.0,139804322.85,,,5200.0,1.09,,800.0,,0.41,8000.0,2888.0,,,1.09,5200.0,0.11,,205200.0,150.67,28.47,,,8.24,8.24,12225679.0,1556129433.86,,1680.97,8.23,17.76,0.1578,26.0,0.1626
2013-05-15,2146090.0,274839288.74,4.19,22.95,1.18,295.3,1.0,194184896.18,1095768.0,1516298.0,140329668.25,,,2477.0,,,,,0.65,,5077.0,,,,2477.0,,,17595.0,152.39,2.51,,,8.18,8.18,12302680.0,1575544278.55,,1711.41,8.18,17.79,0.1597,26.02,0.1602
2013-05-16,1816900.0,236105773.14,3.55,19.28,1.0,250.14,1.0,197042606.42,766578.0,1516298.0,99616649.99,,,3099.0,,,,,46.19,,332289.0,,,,3099.0,,,,106.89,,,,5.76,5.76,12536573.0,1629125026.55,,1753.21,5.75,21.14,0.1899,30.75,0.1366
2013-05-17,1688198.0,222019444.75,3.3,17.97,0.93,234.48,0.0,162190380.86,766009.0,1233268.0,100739897.13,,,4328.0,,,,,0.67,,4897.0,,,,4328.0,,,283030.0,108.55,39.31,,,5.76,5.76,12539009.0,1649038688.54,,1784.76,5.73,16.3,0.1907,32.94,0.1269
2013-05-20,1669421.0,222312632.02,3.26,17.5,0.92,233.68,0.0,159751735.93,747232.0,1199630.0,99507022.29,,,14861.0,1.04,,,,5.08,1919.0,35557.0,,,1.04,14861.0,,1919.0,35557.0,106.73,5.06,,,5.66,5.66,12465895.0,1660052154.6,,1786.99,5.64,16.65,0.1968,33.1,0.1263
2013-05-21,1671021.0,226750385.4,3.26,17.7,0.92,235.52,0.0,161576955.89,757732.0,1190730.0,102820983.72,,,11300.0,0.25,,,,0.11,1100.0,800.0,,,0.25,11300.0,,,10000.0,109.31,1.31,,,5.75,5.75,12413003.0,1684391287.85,,1803.69,5.71,17.43,0.1938,32.27,0.1269
2013-05-22,1650598.0,223523829.85,3.22,17.32,0.91,235.82,0.0,161861457.95,728109.0,1195256.0,98600454.03,,,,1.4,,,,4.29,10000.0,30186.0,,,1.4,,,563.0,5474.0,107.35,0.17,,,5.53,5.53,12433124.0,1683692512.3,,1832.85,5.53,16.88,0.1952,32.83,0.1254
2013-05-23,1639052.0,214425978.59,3.2,16.86,0.9,233.88,0.0,176396860.45,566563.0,1348361.0,74119567.72,,,3122.0,22.59,,,,24.35,153105.0,164668.0,,,22.59,3122.0,,,,83.09,,,,4.35,4.35,12447534.0,1628425857.74,,1818.83,4.37,17.07,0.1963,33.14,0.1259
2013-05-24,1493508.0,197033114.8,2.92,15.05,0.82,207.88,0.0,158722087.72,566269.0,1203111.0,74705823.39,,,,,,4750.0,,0.1,,294.0,,,,,0.68,,150000.0,80.62,22.56,,,4.37,4.37,12385760.0,1634008570.4,,1767.53,4.36,18.59,0.2155,37.01,0.1153
2013-05-27,1507024.0,198816231.85,2.94,14.89,0.83,210.43,0.0,159557577.53,579604.0,1209444.0,76465061.77,,29.0,13306.0,0.91,0.0,,,,6333.0,,,29.0,0.91,13306.0,,,,83.07,,,,4.47,4.47,12391335.0,1634744060.01,,1779.94,4.46,18.38,0.21,36.48,0.1162
2013-05-28,1536944.0,203469962.28,3.0,15.36,0.85,215.71,0.0,163751761.0,614943.0,1236926.0,81409881.57,,,36101.0,4.22,,6285.0,,0.09,26676.0,762.0,,,4.22,36101.0,0.91,,5479.0,88.48,0.83,,,4.74,4.74,12350789.0,1635072307.11,,1779.94,4.74,18.08,0.2081,35.79,0.1185
2013-05-29,1534289.0,199592114.84,3.0,15.14,0.84,214.96,0.0,160642168.72,612419.0,1234876.0,79668174.23,,,,,,,,0.4,,2524.0,,,,,,,2050.0,87.84,0.38,,,4.72,4.72,12354158.0,1607123900.55,,1770.26,4.73,18.16,0.2086,35.9,0.1183
2013-05-30,1535669.0,201465812.27,3.0,15.44,0.85,212.77,0.0,162185548.59,611970.0,1236256.0,80284900.67,,,,0.26,,,,0.07,1829.0,449.0,,,0.26,,,,449.0,86.3,0.58,,,4.73,4.73,12327464.0,1617251209.72,,1745.56,4.71,18.05,0.2093,36.15,0.1187
2013-05-31,1525281.0,198630624.43,2.98,15.31,0.84,212.98,0.0,160018345.1,601879.0,1228778.0,78380050.37,,,,0.51,,,,1.41,3500.0,10414.0,,,0.51,,,323.0,10978.0,86.05,1.25,,,4.66,4.66,12310692.0,1603167179.78,,1758.35,4.67,18.18,0.2102,36.14,0.1181
2013-06-03,1525657.0,196715936.41,2.98,15.16,0.84,211.34,0.0,158344610.24,602160.0,1228063.0,77641611.63,,,2655.0,0.0,,,,0.49,95.0,3340.0,,,0.0,2655.0,,966.0,810.0,84.96,0.42,,,4.67,4.67,12296002.0,1585428145.11,,1734.41,4.67,18.16,0.2109,36.33,0.1183
2013-06-04,1126191.0,145209386.61,2.2,11.22,0.62,158.7,0.0,106769207.27,602694.0,828063.0,77710464.79,,,1500.0,,,,,0.14,,966.0,,,,1500.0,,,400000.0,84.36,51.37,,,4.67,4.67,12291323.0,1584824841.83,,1723.8,4.67,19.08,0.1628,23.87,0.0873
2013-06-05,1126728.0,141394171.33,2.2,11.36,0.62,159.44,0.0,104121852.18,601578.0,829716.0,75492596.97,,,500.0,,,1653.0,,0.23,,1616.0,,,,500.0,0.24,,,84.35,,,,4.68,4.68,12249200.0,1537163790.62,,1709.71,4.7,19.14,0.1633,23.96,0.0877
2013-06-06,1122499.0,140708675.07,2.19,11.3,0.62,155.12,0.0,103464779.2,559849.0,825387.0,70178780.58,,,41815.0,6.08,,,,11.76,51956.0,83544.0,,,6.08,41815.0,,,56285.0,75.95,8.59,,,4.34,4.34,12353457.0,1548543532.74,,1680.57,4.32,23.19,0.1707,24.65,0.0869
2013-06-07,1076101.0,135486130.73,2.1,10.92,0.59,148.29,0.0,104346886.56,513451.0,828777.0,64645873.68,,,212.0,0.53,,,,6.83,3390.0,50000.0,,,0.53,212.0,,3390.0,,69.94,,,,3.98,3.98,12398963.0,1561087223.17,,1693.22,3.97,24.63,0.1842,25.19,0.0833
2013-06-10,1049860.0,132471822.44,2.05,10.66,0.58,144.62,0.0,102388002.28,570210.0,811441.0,71949362.65,,,,,,,,1.93,,14241.0,,,,,,71000.0,17336.0,77.94,2.63,,,4.42,4.42,12339856.0,1557048761.7,,1689.71,4.41,24.45,0.1823,24.81,0.0813
2013-06-11,1102818.0,135605531.51,2.15,11.04,0.61,151.69,0.0,105419529.54,576534.0,857329.0,70892204.79,,,6449.0,6.59,,,,0.68,48000.0,5007.0,,,6.59,6449.0,,4882.0,2112.0,78.66,0.24,,,4.47,4.47,12327666.0,1515843684.3,,1678.3,4.48,23.34,0.172,23.62,0.0855
2013-06-12,1103375.0,136029056.59,2.15,10.87,0.61,149.0,0.0,105757035.99,576591.0,857829.0,71084744.32,,,57.0,,,500.0,,,,,,,,57.0,0.07,,,76.97,,,,4.49,4.49,12270134.0,1512717573.08,,1641.75,4.48,23.21,0.171,23.47,0.0859
2013-06-13,1104234.0,133546261.92,2.16,10.91,0.61,149.13,0.0,103385110.65,580434.0,854845.0,70197794.12,,,3843.0,,,,,,,,,,,3843.0,,,2984.0,77.58,0.44,,,4.52,4.52,12267711.0,1483659212.04,,1638.5,4.52,23.21,0.1717,23.48,0.0859
2013-06-14,1107154.0,134102979.14,2.16,10.76,0.61,147.96,0.0,103621626.85,562105.0,855500.0,68084435.49,,,2200.0,,,800.0,,2.86,,20594.0,,,,2200.0,0.11,65.0,145.0,73.86,0.02,,,4.39,4.39,12249642.0,1483726279.79,,1612.66,4.38,22.93,0.1727,23.7,0.0864
2013-06-17,1079576.0,131060371.72,2.11,10.55,0.59,143.97,0.0,101357468.77,555121.0,834906.0,67391609.86,,,,,,,,1.45,,11043.0,,,,,,4059.0,20594.0,73.06,3.31,,,4.35,4.35,12196185.0,1480615111.51,,1608.72,4.34,22.11,0.1712,23.73,0.0847
2013-06-18,1125523.0,136172694.82,2.2,10.82,0.62,149.23,0.0,106617230.14,519517.0,881235.0,62854361.83,,,49168.0,6.18,,,,11.16,48178.0,84772.0,,,6.18,49168.0,,,1849.0,68.3,0.26,,,4.09,4.09,12191645.0,1475020194.1,,1608.01,4.07,22.74,0.1766,25.28,0.0885
2013-06-19,1129841.0,135656396.35,2.21,10.87,0.62,150.15,0.0,106158384.28,520909.0,884161.0,62543878.09,,,,0.41,,,,0.22,3000.0,1608.0,,,0.41,,,3000.0,74.0,68.8,0.01,,,4.09,4.09,12210531.0,1466079415.6,,1611.12,4.1,22.7,0.1766,25.34,0.0887
2013-06-20,1137573.0,133342695.18,2.22,10.72,0.63,151.42,0.0,103630574.4,535709.0,884093.0,62794108.06,,,9249.0,,,,,0.61,,4449.0,,,,9249.0,,10000.0,68.0,70.46,0.01,,,4.22,4.22,12155424.0,1424820206.92,,1592.41,4.24,22.52,0.1759,25.3,0.0896
2013-06-21,1140424.0,129850052.01,2.23,10.56,0.63,147.96,0.0,101119340.04,608560.0,888093.0,69291375.53,,,256.0,,,4000.0,,0.39,,3000.0,,,,256.0,0.54,75595.0,,77.76,,,,4.8,4.8,12066240.0,1373876638.49,,1532.66,4.83,22.36,0.1728,24.85,0.09
2013-06-24,1128745.0,126081650.7,2.2,10.15,0.62,143.25,0.0,99111283.85,597681.0,887293.0,66761409.41,,,,,,,,1.44,,10879.0,,,,,,,800.0,74.05,0.11,,,4.73,4.73,12048416.0,1345816971.56,,1488.92,4.74,22.52,0.1736,24.94,0.0893
2013-06-25,1023106.0,115175256.91,2.0,9.18,0.56,127.05,0.0,88356611.9,570518.0,784875.0,64225561.4,,,,,,,,3.49,,27163.0,,,,,,,102418.0,69.42,14.27,,,4.52,4.52,12038247.0,1355195054.09,,1467.86,4.52,22.4,0.1862,27.53,0.0811
2013-06-26,1020598.0,117660859.91,1.99,8.8,0.56,127.71,0.0,89820281.43,570410.0,779107.0,65760398.42,,,3263.0,,,,,0.29,,3371.0,,,,3263.0,,,5768.0,70.04,0.48,,,4.52,4.52,12045073.0,1388630633.09,,1487.01,4.5,22.34,0.1852,27.2,0.0809
2013-06-27,1011136.0,116755939.04,1.97,8.86,0.56,127.54,0.0,88808834.82,559709.0,769107.0,64629634.27,,,608.0,,,,,1.16,,11309.0,,,,608.0,,,10000.0,69.91,0.84,,,4.44,4.44,12040469.0,1390313730.82,,1509.96,4.43,21.7,0.1833,27.08,0.0802
2013-06-28,969240.0,110492495.6,1.89,8.37,0.53,123.69,0.0,83433097.29,523052.0,731875.0,59627461.52,,,,,,,,4.53,,36657.0,,,,,,,37232.0,65.65,3.63,,,4.16,4.16,12053663.0,1374106832.11,,1510.96,4.16,22.51,0.1819,25.31,0.0771
2013-07-01,969606.0,113609566.5,1.89,8.44,0.53,122.76,0.0,85797305.9,522497.0,732241.0,61221421.55,,,1954.0,0.13,,,,0.46,366.0,2509.0,,,0.13,1954.0,,,,64.6,,,,4.16,4.16,12026708.0,1409179689.8,,1499.0,4.13,22.41,0.1814,25.41,0.0773
2013-07-02,956417.0,109909964.75,1.87,8.29,0.53,123.15,0.0,81694725.81,520640.0,710893.0,59831144.83,,,,,,,,0.82,,10016.0,,,,,,8159.0,21348.0,66.49,2.11,,,4.17,4.17,11978425.0,1376542104.04,,1525.0,4.18,22.78,0.1855,25.61,0.0765
2013-07-03,954821.0,109155976.81,1.86,8.39,0.53,121.94,0.0,82191682.49,510981.0,718956.0,58415797.5,,,,,,8563.0,,1.26,,9659.0,,,,,1.1,,500.0,64.31,0.06,,,4.1,4.1,11961716.0,1367473897.52,,1500.45,4.11,22.58,0.183,25.79,0.0766
2013-07-04,951321.0,110373853.97,1.86,8.51,0.52,120.62,0.0,83414477.92,502200.0,718956.0,58266084.17,,,,,,,,1.31,,8781.0,,,,,,,,62.48,,,,4.03,4.03,11968796.0,1388639735.55,,1494.83,4.01,22.33,0.183,25.91,0.0763
2013-07-05,891134.0,102530632.49,1.74,8.13,0.49,113.99,0.0,75733431.44,502740.0,658229.0,57843433.4,,,540.0,,,,,,,,,,,540.0,,,60727.0,63.4,7.81,,,4.03,4.03,11964182.0,1376555206.86,,1511.6,4.03,24.04,0.1962,26.11,0.0715
2013-07-08,903134.0,107440058.79,1.76,8.33,0.5,115.19,0.0,79732844.92,454740.0,670229.0,54097500.85,,,,1.7,,,,6.01,12000.0,48000.0,,,1.7,,,,,56.96,,,,3.65,3.65,12012162.0,1429009860.59,,1515.37,3.62,23.76,0.1923,25.87,0.0724
2013-07-09,853326.0,103436753.48,1.67,7.75,0.47,112.39,0.0,75375131.23,453336.0,621825.0,54951570.77,,,,,,,,0.14,,1404.0,,,,,,,48404.0,58.92,5.41,,,3.62,3.62,12069644.0,1463033812.48,,1574.55,3.61,23.83,0.1887,25.18,0.0681
2013-07-10,856599.0,104463503.23,1.67,7.88,0.47,113.3,0.0,75832469.91,456609.0,621825.0,55684136.62,,,,,,,,0.12,,1000.0,,,,,,4273.0,,59.61,,,,3.64,3.64,12084445.0,1473715775.16,,1586.81,3.62,23.57,0.1869,25.33,0.0683
2013-07-11,852326.0,105078601.28,1.66,8.0,0.47,113.29,0.0,76661396.27,452336.0,621825.0,55766026.36,,,,,,,,0.56,,4273.0,,,,,,,,59.46,,,,3.61,3.61,12090410.0,1490560386.12,,1598.15,3.59,23.63,0.1885,25.49,0.068
2013-07-12,852306.0,104801887.66,1.66,8.17,0.47,115.38,0.0,76461310.6,452316.0,621825.0,55618018.2,,,1575.0,,,,,,,,,,,1575.0,,,,60.49,,0.21,,3.61,3.61,12070947.0,1484276810.67,1595.0,1614.63,3.61,23.84,0.1899,25.3,0.0681
2013-07-15,852405.0,106420556.86,1.66,8.35,0.47,115.37,0.0,77633240.97,452415.0,621825.0,56482841.17,,,,,,,,,,,,,,,,99.0,,60.52,,,,3.61,3.61,12069050.0,1506789638.4,,1620.43,3.6,23.82,0.1895,25.26,0.0681
2013-07-16,858315.0,106566587.64,1.68,8.54,0.47,117.22,0.0,77204485.95,458325.0,621825.0,56904669.36,,,,,,,,0.06,,540.0,,,,,,6450.0,,61.87,,,,3.65,3.65,12115479.0,1504232425.99,,1638.77,3.64,23.77,0.1898,25.33,0.0683
2013-07-17,865242.0,108460725.07,1.69,8.61,0.48,118.64,0.0,78686116.14,459361.0,627716.0,57582303.14,,1595.0,,,0.22,5891.0,,0.08,,559.0,,1595.0,,,0.81,,,62.27,,,,3.65,3.65,12133886.0,1521019637.84,,1645.21,3.65,23.58,0.1872,25.19,0.0687
2013-07-18,859316.0,107994386.44,1.68,8.73,0.47,118.54,0.0,78888097.37,453435.0,627716.0,56985363.49,,,,,,,,0.79,,5926.0,,,,,,,,61.81,,,,3.6,3.6,12135829.0,1525168164.86,,1655.66,3.6,23.62,0.1872,25.17,0.0683
2013-07-19,851429.0,106063878.01,1.66,8.7,0.47,117.43,0.0,77215710.04,453414.0,619850.0,56482510.21,,,35.0,,,,,0.01,,56.0,,,,35.0,,,7866.0,61.77,1.08,,,3.61,3.61,12122778.0,1510153925.84,,1653.05,3.6,23.84,0.1898,25.42,0.0677
2013-07-22,852968.0,105236167.35,1.67,8.85,0.47,116.84,0.0,76664771.47,453414.0,621389.0,55940611.59,,,,,,2000.0,,,,,,,,,0.27,,461.0,61.37,0.12,,,3.6,3.6,12153756.0,1499487319.98,,1643.64,3.6,23.76,0.189,25.39,0.0677
2013-07-23,856102.0,105032537.64,1.67,9.14,0.47,116.0,0.0,76058175.65,466582.0,619937.0,57243519.44,,,,0.22,,,,,4523.0,,,,0.22,,,13168.0,5975.0,62.43,0.77,,,3.66,3.66,12277227.0,1506255454.34,,1646.13,3.65,23.73,0.1889,25.19,0.0672
2013-07-24,900828.0,111472234.09,1.76,9.85,0.5,121.82,0.0,82184582.18,517096.0,664149.0,63987627.34,,,55100.0,,,50000.0,,0.62,,4586.0,,,,55100.0,6.75,,5788.0,68.99,0.9,,,4.06,4.06,12230406.0,1513441723.18,,1638.19,4.04,22.55,0.1721,23.95,0.0707
2013-07-25,903039.0,111123177.41,1.76,10.02,0.5,122.53,0.0,81908026.92,517833.0,665623.0,63721775.39,,,737.0,,,1474.0,,,,,,,,737.0,0.2,,,69.49,,,,4.07,4.07,12200437.0,1501320901.18,,1639.81,4.07,22.52,0.1719,23.96,0.071
2013-07-26,902063.0,113698331.91,1.76,10.32,0.5,122.44,0.0,83773810.93,517833.0,664647.0,65268998.18,,,,,,,,,,,,,,,,,976.0,69.21,0.2,,,4.08,4.08,12174721.0,1534533030.53,,1641.39,4.05,22.4,0.1708,23.89,0.0711
2013-07-29,895338.0,112809539.33,1.75,10.3,0.49,123.79,0.0,83026338.22,516798.0,658957.0,65114788.28,,,,,,,,0.11,,1035.0,,,,,,,5690.0,70.77,0.39,,,4.07,4.07,12179950.0,1534632226.67,,1666.87,4.07,22.78,0.1723,24.13,0.0705
