,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-04-03,64648.0,963337.95,0.88,4.03,0.29,1.11,0.0,926993.73,52640.0,62209.0,784403.38,,,,,,,,,,,,,,,,,45.0,0.89,0.0,,,43.15,8.83,69351.0,1033418.67,,1.17,43.17,15.98,0.3122,50.71,0.1084
2014-04-04,63248.0,973559.0,0.86,3.74,0.28,1.11,0.0,936016.15,52140.0,60809.0,802576.62,,,,,,,,0.01,,500.0,,,,,,,1400.0,0.89,0.02,,,42.92,8.87,69351.0,1067500.79,,1.18,42.93,16.18,0.3262,52.37,0.1076
2014-04-07,56780.0,873998.86,0.77,3.5,0.25,1.0,0.0,857174.61,46472.0,55687.0,715330.66,,,,,,,,0.09,,5668.0,,,,,,,5122.0,0.81,0.09,,,40.12,7.91,69351.0,1067500.79,,1.22,40.1,12.06,0.3748,57.83,0.0966
2014-04-08,58706.0,889735.09,0.8,3.65,0.26,1.02,0.0,874291.35,46398.0,57687.0,703197.77,,,,,,2000.0,,0.0,,74.0,,,,,0.04,,,0.81,,,,40.09,7.69,69351.0,1051068.34,,1.22,40.06,11.77,0.3482,55.55,0.0973
2014-04-09,59577.0,912346.8,0.81,3.76,0.26,1.04,0.0,896742.09,46969.0,58558.0,719271.14,,,571.0,0.01,,,,,871.0,,,,0.01,571.0,,,,0.81,,,,40.38,7.86,69351.0,1062023.31,,1.2,40.36,11.6,0.3453,55.22,0.0997
2014-04-10,59534.0,913255.68,0.81,3.8,0.26,1.04,0.0,897915.61,46926.0,58534.0,719848.09,,,,,,,,0.0,,43.0,,,,,,,24.0,0.82,0.0,,,40.11,7.83,70062.0,1074755.93,,1.22,40.09,11.54,0.3448,55.18,0.0994
2014-04-11,55058.0,835896.34,0.75,3.52,0.24,0.96,0.0,820714.24,41950.0,54058.0,636889.31,,,24.0,0.01,,,,0.09,524.0,5000.0,,,0.01,24.0,,,5000.0,0.73,0.09,,,100.0,7.01,0.0,0.0,,0.0,100.0,12.52,0.3027,50.28,0.092
2014-04-14,55027.0,818524.02,0.75,3.52,0.24,0.95,0.0,803649.07,41919.0,54027.0,623543.14,,,,,,,,0.0,,31.0,,,,,,,31.0,0.73,0.0,,,100.0,6.94,0.0,0.0,,0.0,100.0,12.68,0.3002,49.96,0.0911
2014-04-15,54728.0,805911.63,0.74,3.48,0.24,0.93,0.0,791185.87,42053.0,53728.0,619262.57,,,31.0,0.0,,,,,134.0,,,,0.0,31.0,,103.0,433.0,0.71,0.01,,,100.0,7.03,0.0,0.0,,0.0,100.0,12.94,0.3041,50.38,0.0915
2014-04-16,65728.0,951744.23,0.89,4.21,0.29,1.11,0.0,937264.18,53053.0,64728.0,768209.69,,,,0.18,,,,,11000.0,,,,0.18,,,11000.0,,0.89,,,,57.78,8.86,38766.0,561333.32,,0.66,57.58,25.81,0.2686,41.86,0.1098
2014-04-17,55655.0,809794.09,0.76,3.5,0.25,0.93,0.0,795243.84,42980.0,54655.0,625369.69,,,,,,,,0.17,,10073.0,,,,,,,10073.0,0.71,0.17,,,52.58,7.08,38766.0,564054.94,,0.65,52.31,30.1,0.2303,32.1,0.0916
2014-04-18,55655.0,809794.09,0.76,3.67,0.25,0.93,0.0,795243.84,42980.0,54655.0,625369.69,,,,,,,,,,,,,,,,,,0.72,,,,52.58,7.08,38766.0,564054.94,,0.65,52.35,30.16,0.2304,32.07,0.0916
2014-04-21,55655.0,809794.09,0.76,3.67,0.25,0.94,0.0,795243.84,42980.0,54655.0,625369.69,,,,,,,,,,,,,,,,,,0.71,,,,52.44,7.2,38982.0,567197.79,,0.65,52.45,30.15,0.2303,32.05,0.0932
2014-04-22,52307.0,775309.94,0.71,3.45,0.23,0.89,0.0,760487.64,41440.0,51307.0,614236.03,,,,,,,,0.03,,1540.0,,,,,,,3348.0,0.69,0.05,,,51.53,6.82,38982.0,577802.82,,0.65,51.51,30.0,0.246,34.29,0.0861
2014-04-23,55054.0,861442.14,0.75,3.64,0.24,0.95,0.0,778668.33,44379.0,49764.0,694408.05,,,,,,,,0.02,,1351.0,,,,,,4290.0,1543.0,0.75,0.03,,,7.45,7.45,551672.0,8632134.02,,9.39,7.36,27.95,0.2259,33.68,0.0924
2014-04-24,52165.0,824019.72,0.71,2.89,0.23,0.93,0.0,740456.71,42839.0,46875.0,676702.4,,,,,,,,0.02,,1540.0,,,,,,,2889.0,0.75,0.03,,,7.18,7.18,553727.0,8746898.66,,9.85,7.11,27.45,0.2298,34.71,0.0874
2014-04-25,50005.0,792093.64,0.68,2.58,0.22,0.9,0.0,708298.51,40679.0,44715.0,644367.11,,,,,,,,0.04,,2160.0,,,,,,,2160.0,0.73,0.04,,,6.76,6.76,561046.0,8887130.68,,10.09,6.75,24.23,0.2266,36.17,0.0831
2014-04-28,48553.0,778467.54,0.66,2.46,0.21,0.88,0.0,693651.08,39445.0,43263.0,632435.73,,,,0.01,,,,0.02,433.0,1234.0,,,0.01,,,,1885.0,0.71,0.03,,,6.62,6.62,556437.0,8921552.54,,10.05,6.59,22.66,0.2312,37.56,0.0815
2014-04-29,30553.0,485308.98,0.41,1.53,0.13,0.55,0.0,401281.73,21445.0,25263.0,340635.98,,,,,,,,0.32,,18000.0,,,,,,,18000.0,0.39,0.33,,,3.6,3.6,574437.0,9124453.66,,10.48,3.58,21.69,0.2312,36.36,0.0513
2014-04-30,26481.0,421325.82,0.36,1.35,0.12,0.48,0.0,337159.3,20881.0,21191.0,332227.05,,,,,,,,0.01,,564.0,,,,,,,4072.0,0.38,0.07,,,3.52,3.52,572328.0,9106021.83,,10.35,3.54,17.63,0.2535,41.55,0.0446
2014-05-01,30414.0,483901.8,0.41,1.6,0.13,0.55,0.0,399735.28,20881.0,25124.0,332227.05,,,,0.07,,,,,3933.0,,,,0.07,,,,,0.38,,,,3.47,3.47,581239.0,9247800.25,,10.54,3.47,24.07,0.2377,36.19,0.0505
2014-05-02,30414.0,485770.14,0.41,1.6,0.13,0.55,0.0,401278.66,20881.0,25124.0,333509.78,,,,,,,,,,,,,,,,,,0.38,,,,3.49,3.49,577232.0,9219506.54,,10.47,3.48,24.07,0.2377,36.19,0.0509
2014-05-05,29018.0,453796.42,0.39,1.52,0.13,0.53,0.0,371069.04,19485.0,23728.0,304715.12,,,,,,,,0.03,,1396.0,,,,,,,1396.0,0.35,0.03,,,33.62,3.26,38467.0,601564.09,,0.69,33.69,25.22,0.2595,38.06,0.0485
2014-05-06,29018.0,465001.27,0.39,1.52,0.13,0.51,0.0,380231.24,19485.0,23728.0,312238.95,,,,,,,,,,,,,,,,,,0.35,,,,33.66,3.26,38399.0,615327.86,,0.7,33.44,24.63,0.2597,38.38,0.0486
2014-05-07,28638.0,455393.44,0.39,1.5,0.13,0.52,0.0,371273.34,19485.0,23348.0,309845.0,,,,,,,,,,,,,,,,,380.0,0.36,0.0,,,33.66,3.36,38399.0,610610.12,,0.7,33.67,24.16,0.2597,38.58,0.0494
2014-05-08,29704.0,473648.05,0.4,1.54,0.13,0.53,0.0,389295.83,20551.0,24414.0,327697.99,,,,0.01,,257.0,,,809.0,,,,0.01,,0.01,1066.0,,0.38,,,,3.58,3.58,553164.0,8820530.89,,10.06,3.59,22.35,0.2428,37.57,0.0518
2014-05-09,29504.0,461914.55,0.4,1.55,0.13,0.54,0.0,379094.32,20551.0,24214.0,321746.4,,,,,,,,,,,,,,,,,200.0,0.37,0.0,,,3.6,3.6,550535.0,8619174.51,,10.02,3.59,22.83,0.2426,37.34,0.0517
2014-05-12,29319.0,455416.03,0.4,1.49,0.13,0.52,0.0,373245.73,20366.0,24029.0,316347.86,,,,,,,,0.0,,185.0,,,,,,,185.0,0.37,0.0,,,3.61,3.61,543842.0,8447571.97,,9.7,3.64,23.33,0.2454,37.47,0.052
2014-05-13,29319.0,455416.03,0.41,1.46,0.13,0.52,0.0,373245.73,20366.0,24029.0,316347.86,,,,,,,,,,,,,,,,,,0.36,,,,3.56,3.56,551357.0,8564303.49,,9.78,3.57,23.46,0.2452,37.37,0.0513
2014-05-14,29319.0,455416.03,0.41,1.46,0.13,0.52,0.0,373245.73,20366.0,24029.0,316347.86,,,,,,,,,,,,,,,,,,0.36,,,,3.72,3.72,527089.0,8187345.33,,9.33,3.72,23.47,0.2454,37.4,0.0536
2014-05-15,29319.0,447697.11,0.41,1.47,0.13,0.52,0.0,366919.54,20366.0,24029.0,310986.03,,,,,,,,,,,,,,,,,,0.36,,,,3.73,3.73,525416.0,8023030.29,,9.28,3.74,23.47,0.2454,37.4,0.0537
2014-05-16,29474.0,436096.44,0.41,1.47,0.13,0.52,0.0,357825.75,20521.0,24184.0,303628.11,,,155.0,0.0,,,,,155.0,,,,0.0,155.0,,,,0.36,,,,100.0,3.76,0.0,0.0,,0.0,100.0,23.64,0.243,37.04,0.054
2014-05-19,29474.0,436096.44,0.41,1.31,0.13,0.5,0.0,357825.75,20521.0,24184.0,303628.11,,,,,,,,,,,,,,,,,,0.35,,,,100.0,3.86,0.0,0.0,,0.0,100.0,24.23,0.2431,36.77,0.0554
2014-05-20,29592.0,440698.98,0.41,1.34,0.13,0.51,0.0,361917.64,20639.0,24302.0,307366.39,,,118.0,0.0,,,,,118.0,,,,0.0,118.0,,,,0.35,,,,3.73,3.73,532781.0,7934443.29,,9.0,3.73,24.12,0.2414,36.62,0.0535
2014-05-21,29592.0,446671.92,0.41,1.38,0.13,0.51,0.0,366822.83,20639.0,24302.0,311532.23,,,11000.0,,,,,,,,,,,11000.0,,,,0.35,,,,3.86,3.86,514218.0,7761785.05,,8.74,3.85,24.11,0.2414,36.63,0.0553
2014-05-22,37870.0,571622.93,0.52,1.84,0.17,0.66,0.0,491773.83,32417.0,32580.0,489313.45,,,82.0,0.21,,,,,11778.0,,,,0.21,82.0,,11696.0,3500.0,0.56,0.06,,,6.1,6.1,498732.0,7528033.99,,8.58,6.08,12.13,0.3788,58.21,0.0713
2014-05-23,48870.0,736803.0,0.68,2.39,0.22,0.86,0.0,325357.25,43417.0,21580.0,654589.24,,,11000.0,,,,,,,,,,,11000.0,,,11000.0,0.75,0.19,,,8.02,8.02,497615.0,7502439.68,,8.56,8.08,9.36,0.4829,67.76,0.0903
2014-05-26,48870.0,729083.3,0.68,2.41,0.22,0.86,0.0,321948.39,43417.0,21580.0,647730.91,,,,,,,,,,,,,,,,,,0.75,,,,8.02,8.02,497608.0,7423729.94,,8.53,8.1,9.36,0.483,67.77,0.0903
2014-05-27,29242.0,438822.69,0.4,1.42,0.13,0.51,0.0,338848.79,23789.0,22580.0,356991.76,,,1372.0,,,1000.0,,0.38,,22000.0,,,,1372.0,0.02,1000.0,,0.4,,,,7.55,4.55,291496.0,4374360.78,,4.96,7.54,15.53,0.2166,38.41,0.056
2014-05-28,31781.0,476924.42,0.44,1.54,0.14,0.56,0.0,397539.56,23789.0,26491.0,356991.76,,,,0.05,,1372.0,,,2539.0,,,,0.05,,0.02,,,0.41,,,,4.5,4.5,504973.0,7577922.47,,8.64,4.5,14.22,0.1968,35.3,0.0601
2014-05-29,27491.0,415199.95,0.38,1.35,0.12,0.49,0.0,400096.83,19499.0,26491.0,294495.8,,,,,,,,0.07,,4290.0,,,,,,,,0.33,,,,6.27,3.73,291496.0,4402499.95,,4.98,6.27,16.4,0.2374,40.53,0.0526
2014-05-30,25138.0,385398.05,0.35,1.25,0.11,0.45,0.0,370066.76,19499.0,24138.0,298944.89,,,,0.02,,,,,1000.0,,,,0.02,,,,3353.0,0.34,0.06,,,6.27,3.73,291496.0,4469010.7,,5.01,6.28,18.0,0.2713,44.41,0.0481
2014-06-02,39992.0,610672.36,0.55,1.99,0.18,0.72,0.0,427434.0,30499.0,27992.0,465715.55,,,,,,3854.0,,,,,,,,,0.06,11000.0,,0.54,,,,9.47,5.28,291496.0,4451103.96,,5.1,9.58,11.4,0.3506,55.94,0.0692
2014-06-03,28892.0,441176.88,0.4,1.48,0.13,0.52,0.0,425907.02,19499.0,27892.0,297747.06,,,,,,,,0.2,,11000.0,,,,,,,100.0,0.34,0.0,,,3.73,3.73,503332.0,7685810.63,,8.75,3.73,15.78,0.2238,38.91,0.0553
2014-06-04,28892.0,433570.38,0.4,1.47,0.13,0.52,0.0,418563.79,19499.0,27892.0,292613.49,,,,,,,,,,,,,,,,,,0.34,,,,6.27,3.73,291496.0,4374360.78,,5.08,6.26,15.79,0.2244,39.01,0.0553
2014-06-05,40892.0,619032.34,0.57,2.12,0.18,0.72,0.0,437373.63,30499.0,28892.0,461700.76,,,,0.02,,,,,1000.0,,,,0.02,,,11000.0,,0.53,,,,5.35,5.35,539587.0,8168390.03,,9.26,5.44,11.03,0.338,54.73,0.0717
2014-06-06,30892.0,473614.32,0.43,1.86,0.14,0.55,0.0,458283.02,20499.0,29892.0,314276.18,,,,0.02,,,,0.2,1000.0,11000.0,,,0.02,,,1000.0,,0.35,,,,3.92,3.92,502856.0,7709432.87,,8.68,3.91,14.73,0.2066,36.46,0.059
2014-06-09,36305.0,560744.47,0.5,2.35,0.16,0.65,0.0,545299.09,24912.0,35305.0,384775.27,,,5000.0,0.11,,,,0.01,6000.0,587.0,,,0.11,5000.0,,,587.0,0.44,0.01,,,7.95,4.75,288444.0,4455126.78,,5.05,7.94,12.52,0.2586,45.07,0.0692
2014-06-10,37305.0,580773.18,0.52,2.38,0.16,0.68,0.0,565204.94,24912.0,36305.0,387835.98,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.44,,,,7.95,4.75,288444.0,4490565.28,,5.09,7.94,13.14,0.2521,43.98,0.0712
2014-06-11,37144.0,576962.82,0.51,2.37,0.16,0.68,0.0,561429.68,21269.0,36144.0,330374.28,,,,,,,,0.06,,3643.0,,,,,,,161.0,0.38,0.0,,,6.79,3.96,291987.0,4535473.9,,5.18,6.79,13.09,0.2534,44.14,0.0692
2014-06-12,33482.0,526838.58,0.46,2.13,0.15,0.61,0.0,511103.6,21150.0,32482.0,332794.81,,,,,,,,0.0,,119.0,,,,,,,3662.0,0.37,0.07,,,6.74,3.98,292491.0,4602339.86,,5.21,6.7,14.77,0.2173,38.07,0.0629
2014-06-13,33482.0,537122.66,0.46,2.14,0.15,0.62,0.0,521080.53,21150.0,32482.0,339291.09,,,,,,,,,,,,,,,,,,0.38,,,,6.73,3.88,292994.0,4700248.37,,5.26,6.73,14.84,0.2179,38.16,0.0614
2014-06-16,34482.0,560124.74,0.48,2.12,0.15,0.64,0.0,543880.77,22150.0,33482.0,359804.04,,,1000.0,,,1000.0,,,,,,,,1000.0,0.02,,,0.4,,,,7.03,4.18,292985.0,4759240.97,,5.34,7.04,17.42,0.217,37.43,0.065
2014-06-17,34383.0,558214.85,0.48,1.98,0.15,0.65,0.0,541979.65,22365.0,33383.0,363100.23,,,,0.0,,,,,215.0,,,,0.0,,,215.0,314.0,0.41,0.0,,,7.09,4.22,292985.0,4756669.8,,5.43,7.09,17.1,0.2159,37.39,0.0648
2014-06-18,31896.0,511959.75,0.44,1.77,0.14,0.59,0.0,495908.84,19878.0,30896.0,319059.94,,,591.0,0.01,,,,0.06,591.0,3078.0,,,0.01,591.0,,,3078.0,0.37,0.06,,,6.34,3.74,293668.0,4713637.94,,5.42,6.35,18.68,0.2414,41.12,0.06
2014-06-19,32156.0,512182.27,0.44,1.75,0.14,0.6,0.0,496254.22,20878.0,31156.0,332545.76,,,1000.0,0.02,,,,,1000.0,,,,0.02,1000.0,,,740.0,0.38,0.0,,,6.66,3.92,292668.0,4661629.56,,5.34,6.66,21.18,0.2386,39.82,0.0604
2014-06-20,32156.0,529960.5,0.44,1.76,0.14,0.6,0.0,513479.57,20878.0,31156.0,344088.67,,,,,,,,,,,,,,,,,,0.38,,,,6.65,3.86,293148.0,4831349.03,,5.33,6.65,21.82,0.238,39.46,0.0594
2014-06-23,33156.0,542949.78,0.46,1.66,0.15,0.63,0.0,526574.17,20878.0,32156.0,341890.02,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.39,,,,3.91,3.91,513235.0,8404537.02,,9.61,3.91,23.54,0.2386,38.76,0.0621
2014-06-24,36956.0,596420.52,0.51,1.84,0.16,0.7,0.0,580281.85,23678.0,35956.0,382131.32,,,,0.07,,,,,3800.0,,,,0.07,,,2800.0,,0.44,,,,7.43,4.43,294909.0,4759437.69,,5.5,7.44,23.78,0.2645,42.61,0.0692
2014-06-25,37168.0,590382.75,0.51,1.79,0.16,0.69,0.0,574498.58,22925.0,36168.0,364144.55,,,,0.01,,,,0.01,447.0,753.0,,,0.01,,,,235.0,0.42,0.0,,,7.2,4.29,295420.0,4692500.83,,5.42,7.22,23.45,0.2596,42.03,0.0695
2014-06-26,37468.0,591531.07,0.52,1.8,0.17,0.69,0.0,575743.44,22925.0,36468.0,361931.51,,,,0.01,,,,,300.0,,,,0.01,,,,,0.42,,,,7.19,4.28,295960.0,4672508.19,,5.36,7.2,23.37,0.2562,41.6,0.07
2014-06-27,33374.0,519574.43,0.46,1.6,0.15,0.61,0.0,475983.36,23435.0,30574.0,364841.69,,,,,,,,0.02,,1000.0,,,,,,1510.0,5894.0,0.42,0.11,,,7.32,4.37,296651.0,4618333.83,,5.32,7.34,26.14,0.3032,46.79,0.0623
2014-06-30,75022.0,1197261.73,1.04,4.13,0.33,1.34,0.0,449559.63,67487.0,28170.0,1077012.11,,,44052.0,,,,,,,,,,,44052.0,,,2404.0,1.2,0.04,,,21.08,12.73,252599.0,4031179.05,,4.47,21.14,21.0,0.4183,59.93,0.1415
2014-07-01,78176.0,1266057.67,1.08,4.16,0.35,1.39,0.0,456212.2,70641.0,28170.0,1144028.6,,,,,,,,0.05,,2800.0,,,,,,5954.0,,1.24,,,,21.8,13.16,253381.0,4103496.71,,4.45,21.79,16.56,0.4628,64.88,0.1456
2014-07-02,74704.0,1227470.67,1.03,3.99,0.33,1.35,0.0,405815.89,67169.0,24698.0,1103662.15,,,,,,,,0.05,,3472.0,,,,,,,3472.0,1.2,0.06,,,20.75,12.51,256554.0,4215470.53,,4.58,20.73,12.95,0.4898,67.61,0.1391
2014-07-03,75404.0,1232808.41,1.04,3.82,0.33,1.38,0.0,415241.47,67169.0,25398.0,1098171.3,,,,0.01,,,,,700.0,,,,0.01,,,,,1.22,,,,20.72,12.49,257055.0,4202689.08,,4.66,20.68,12.86,0.4819,67.09,0.1403
2014-07-04,73483.0,1206073.38,1.02,3.51,0.32,1.35,0.0,401739.97,66169.0,24477.0,1086029.0,,,,,,,,0.02,,1000.0,,,,,,,921.0,1.19,0.0,,,20.31,12.15,259675.0,4262034.82,,4.68,20.3,13.08,0.4933,67.86,0.135
2014-07-07,23105.0,386146.85,0.32,1.06,0.1,0.43,0.0,386146.85,15181.0,23105.0,253715.44,,,,,,,,0.92,,50988.0,,,,,,,1372.0,0.27,0.03,,,4.76,2.81,303866.0,5078420.2,,5.49,4.76,36.82,0.2998,38.45,0.0428
2014-07-08,23002.0,375023.73,0.32,1.05,0.1,0.44,0.0,375023.73,15602.0,23002.0,254374.41,,,268.0,0.01,,,,,737.0,,,,0.01,268.0,,153.0,840.0,0.29,0.0,,,4.86,2.89,305208.0,4976099.62,,5.61,4.86,36.3,0.2856,36.31,0.0426
2014-07-09,23002.0,366875.58,0.32,0.99,0.1,0.42,0.0,366875.58,14762.0,23002.0,235449.85,,,,,,,,0.02,,840.0,,,,,,,,0.26,,,,4.59,2.73,306676.0,4891398.0,,5.5,4.59,33.82,0.2803,37.7,0.0426
2014-07-10,20441.0,315631.08,0.28,0.87,0.09,0.38,0.0,315631.08,14132.0,20441.0,218213.32,,,,,,,,0.01,,630.0,,,,,,,2561.0,0.25,0.03,,,4.39,2.61,307695.0,4751142.55,,5.41,4.38,36.46,0.3162,40.13,0.0378
2014-07-11,20441.0,327699.33,0.28,0.83,0.09,0.36,0.0,327699.33,12898.0,20441.0,206773.93,,,,,,,,0.03,,1234.0,,,,,,,,0.22,,,,3.99,2.38,310070.0,4970878.63,,5.27,4.0,32.31,0.3194,43.82,0.0377
2014-07-14,28441.0,468867.57,0.39,1.13,0.13,0.52,0.0,468867.57,20898.0,28441.0,344516.52,,,9000.0,0.15,,,,0.02,8000.0,1000.0,,,0.15,9000.0,,,,0.37,,,,3.84,3.84,522643.0,8616094.78,,9.25,3.84,23.42,0.4199,59.42,0.0523
2014-07-15,22441.0,373011.31,0.31,0.88,0.1,0.42,0.0,373011.31,19898.0,22441.0,330741.9,,,,,,,,0.02,,1000.0,,,,,,,6000.0,0.36,0.11,,,3.66,3.66,523643.0,8703924.04,,9.53,3.65,29.98,0.3411,48.14,0.0413
2014-07-16,39288.0,637338.39,0.54,1.51,0.17,0.75,0.0,345760.29,21653.0,21314.0,351259.62,,,3313.0,0.03,,,,0.03,1313.0,1558.0,,,0.03,3313.0,,,2440.0,0.4,0.03,,,3.97,3.97,523763.0,8496596.03,,9.57,3.97,25.23,0.4019,56.64,0.072
2014-07-17,23443.0,379019.79,0.32,0.89,0.1,0.43,0.0,376934.16,20900.0,23314.0,337905.29,,,129.0,0.04,,,,0.02,2000.0,882.0,,,0.04,129.0,,,,0.37,,,,3.82,3.82,525548.0,8496911.41,,9.39,3.82,18.17,0.3632,54.33,0.0429
2014-07-18,23443.0,378806.86,0.32,0.89,0.1,0.42,0.0,376722.4,20900.0,23314.0,337715.45,,,,,,,,,,,,,,,,,,0.37,,,,3.82,3.82,526039.0,8500071.75,,9.36,3.82,18.15,0.364,54.42,0.0429
2014-07-21,23443.0,378381.0,0.32,0.89,0.1,0.42,0.0,376298.88,21564.0,23314.0,348053.06,,,1000.0,,,,,0.01,,336.0,,,,1000.0,,,,0.38,,,,3.94,3.94,526016.0,8490144.51,,9.35,3.94,18.16,0.364,54.42,0.0428
2014-07-22,23843.0,381588.7,0.33,0.93,0.11,0.43,0.0,373122.46,21964.0,23314.0,351516.76,,,,,,,,,,,,,,,,400.0,,0.39,,,,4.01,4.01,525616.0,8412075.87,,9.35,4.01,17.85,0.3527,53.56,0.0435
2014-07-23,44164.0,713629.92,0.61,1.75,0.19,0.79,0.0,372504.99,24369.0,23053.0,393769.76,,,5000.0,,,,,0.05,,2595.0,,,,5000.0,,,261.0,0.43,0.01,,,4.43,4.43,525206.0,8486611.61,,9.27,4.43,18.88,0.4708,65.12,0.0804
2014-07-24,46056.0,744620.38,0.64,1.84,0.2,0.83,0.0,372617.38,24345.0,23047.0,393603.07,,,,,,,,0.0,,24.0,,,,,,,6.0,0.43,0.0,,,4.42,4.42,526549.0,8513095.29,,9.37,4.42,18.17,0.4418,62.36,0.0836
2014-07-25,33126.0,542492.11,0.46,1.31,0.15,0.6,0.0,524821.73,29976.0,32047.0,490905.74,,,5000.0,0.11,,5000.0,,,6000.0,,,,0.11,5000.0,0.09,631.0,2000.0,0.53,0.04,,,9.07,5.42,300340.0,4918555.81,,5.36,9.06,14.79,0.3144,50.94,0.0599
2014-07-28,34690.0,568420.24,0.48,1.41,0.15,0.63,0.0,550740.06,31540.0,33611.0,516805.26,,,745.0,0.03,,,,,1564.0,,,,0.03,745.0,,819.0,,0.56,,,,5.72,5.72,519858.0,8518241.82,,9.35,5.68,15.57,0.2969,48.41,0.0629
2014-07-29,34690.0,572516.39,0.48,1.49,0.15,0.63,0.0,554708.81,31540.0,33611.0,520529.46,,,,,,,,,,,,,,,,,,0.57,,,,5.72,5.72,519933.0,8580863.83,,9.4,5.71,15.61,0.2964,48.34,0.0629
2014-07-30,31399.0,515635.66,0.43,1.39,0.14,0.57,0.0,498704.53,28254.0,30368.0,463988.34,,,,,,,,0.06,,3286.0,,,,,,,3243.0,0.51,0.06,,,5.12,5.12,523715.0,8600469.09,,9.51,5.12,15.8,0.337,53.47,0.0569
2014-07-31,30431.0,485089.69,0.42,1.36,0.13,0.56,0.0,468654.89,28254.0,29400.0,450386.91,,,,,,,,,,,,,,,,,968.0,0.51,0.0,,,5.12,5.12,523715.0,8348353.57,,9.43,5.14,16.02,0.3316,52.83,0.0551
2014-08-01,29900.0,464404.05,0.41,1.32,0.13,0.52,0.0,447318.95,26755.0,28800.0,415556.2,,,69.0,,,,,0.04,,1568.0,,,,69.0,,,600.0,0.47,0.01,,,8.07,4.84,304656.0,4731888.98,,5.33,8.09,16.84,0.3583,55.65,0.0541
2014-08-04,29900.0,464404.05,0.41,1.47,0.13,0.52,0.0,447318.95,26755.0,28800.0,415556.2,,,,,,,,,,,,,,,,,,0.46,,,,4.88,4.88,521005.0,8092201.75,,8.91,4.88,16.54,0.3635,56.24,0.0546
2014-08-05,32526.0,509622.34,0.45,1.64,0.14,0.57,0.0,492387.37,29381.0,31426.0,460346.0,,,,,,3000.0,,0.01,,374.0,,,,,0.05,3000.0,374.0,0.5,0.01,,,8.78,5.31,305150.0,4781136.84,,5.24,8.78,15.09,0.3138,51.76,0.0588
2014-08-06,32526.0,506668.01,0.45,1.69,0.14,0.57,0.0,489532.95,29381.0,31426.0,457677.33,,,,,,,,,,,,,,,,,,0.51,,,,8.76,5.31,305847.0,4764277.5,,5.27,8.77,15.25,0.3109,51.41,0.0588
2014-08-07,34026.0,525398.13,0.47,1.8,0.15,0.59,0.0,508412.94,30881.0,32926.0,476835.94,,,,0.03,,,,,1500.0,,,,0.03,,,1500.0,,0.53,,,,9.15,5.57,306511.0,4732860.31,,5.25,9.16,14.54,0.2932,49.0,0.0613
