,ALAQU FP Equity_DX_SI_QTY,ALAQU FP Equity_DX_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAQU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAQU FP Equity_DX_SI_MV,ALAQU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SUPPLY_SI_QTY,ALAQU FP Equity_DX_BROKER_SI_QTY,ALAQU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAQU FP Equity_DX_SUPPLY_SI_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAQU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAQU FP Equity_DX_BROKER_SI_CON_RATIO,ALAQU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAQU FP Equity_PX_LAST
2013-02-21,,,,,,,,,,,,,,,,,,,,3.15
2013-02-25,,,,,,,,,,,,,,,,,,,,3.3
2013-02-27,,,,,,,,,,,,,,,,,,,,3.19
2013-02-28,,,,,,,,,,,,,,,,,,,,3.2
2013-03-04,,,,,,,,,,,,,,,,,,,,3.23
2013-03-07,,,,,,,,,,,,,,,,,,,,3.16
2013-03-11,,,,,,,,,,,,,,,,,,,,3.21
2013-03-12,,,,,,,,,,,,,,,,,,,,3.17
2013-03-15,,,,,,,,,,,,,,,,,,,,3.5
2013-03-18,,,,,,,,,,,,,,,,,,,,3.31
2013-03-20,,,,,,,,,,,,,,,,,,,,3.53
2013-03-21,,,,,,,,,,,,,,,,,,,,3.17
2013-03-25,,,,,,,,,,,,,,,,,,,,3.2
2013-03-27,,,,,,,,,,,,,,,,,,,,3.2
2013-03-28,,,,,,,,,,,,,,,,,,,,3.2
2013-04-05,,,,,,,,,,,,,,,,,,,,3.5
2013-04-08,,,,,,,,,,,,,,,,,,,,3.58
2013-04-09,,,,,,,,,,,,,,,,,,,,3.63
2013-04-10,,,,,,,,,,,,,,,,,,,,3.63
2013-04-11,,,,,,,,,,,,,,,,,,,,3.63
2013-04-12,,,,,,,,,,,,,,,,,,,,3.8
2013-04-15,,,,,,,,,,,,,,,,,,,,3.79
2013-04-16,,,,,,,,,,,,,,,,,,,,3.79
2013-04-19,,,,,,,,,,,,,,,,,,,,3.65
2013-04-22,,,,,,,,,,,,,,,,,,,,3.63
2013-04-24,,,,,,,,,,,,,,,,,,,,3.74
2013-04-25,,,,,,,,,,,,,,,,,,,,3.85
2013-04-26,,,,,,,,,,,,,,,,,,,,3.85
2013-04-29,,,,,,,,,,,,,,,,,,,,3.88
2013-04-30,,,,,,,,,,,,,,,,,,,,3.63
2013-05-03,,,,,,,,,,,,,,,,,,,,3.85
2013-05-06,,,,,,,,,,,,,,,,,,,,3.9
2013-05-07,,,,,,,,,,,,,,,,,,,,4.0
2013-05-08,,,,,,,,,,,,,,,,,,,,4.09
2013-05-09,,,,,,,,,,,,,,,,,,,,4.15
2013-05-10,,,,,,,,,,,,,,,,,,,,4.0
2013-05-13,,,,,,,,,,,,,,,,,,,,3.99
2013-05-14,,,,,,,,,,,,,,,,,,,,3.68
2013-05-15,,,,,,,,,,,,,,,,,,,,3.63
2013-05-16,,,,,,,,,,,,,,,,,,,,3.11
2013-05-17,,,,,,,,,,,,,,,,,,,,3.3
2013-05-20,,,,,,,,,,,,,,,,,,,,3.49
2013-05-21,,,,,,,,,,,,,,,,,,,,3.44
2013-05-22,,,,,,,,,,,,,,,,,,,,3.33
2013-05-23,,,,,,,,,,,,,,,,,,,,3.29
2013-05-24,,,,,,,,,,,,,,,,,,,,3.4
2013-05-27,,,,,,,,,,,,,,,,,,,,3.4
2013-05-28,,,,,,,,,,,,,,,,,,,,3.3
2013-05-29,,,,,,,,,,,,,,,,,,,,3.28
2013-05-30,,,,,,,,,,,,,,,,,,,,3.28
2013-05-31,,,,,,,,,,,,,,,,,,,,3.26
2013-06-04,,,,,,,,,,,,,,,,,,,,3.25
2013-06-06,,,,,,,,,,,,,,,,,,,,3.3
2013-06-11,,,,,,,,,,,,,,,,,,,,3.3
2013-06-12,,,,,,,,,,,,,,,,,,,,3.25
2013-06-13,,,,,,,,,,,,,,,,,,,,3.26
2013-06-14,,,,,,,,,,,,,,,,,,,,3.25
2013-06-17,,,,,,,,,,,,,,,,,,,,3.27
2013-06-18,,,,,,,,,,,,,,,,,,,,3.23
2013-06-21,,,,,,,,,,,,,,,,,,,,3.24
2013-06-24,,,,,,,,,,,,,,,,,,,,3.25
2013-06-27,,,,,,,,,,,,,,,,,,,,3.23
2013-06-28,,,,,,,,,,,,,,,,,,,,3.22
2013-07-03,,,,,,,,,,,,,,,,,,,,3.22
2013-07-08,,,,,,,,,,,,,,,,,,,,3.22
2013-07-10,,,,,,,,,,,,,,,,,,,,3.23
2013-07-15,,,,,,,,,,,,,,,,,,,,3.3
2013-07-16,,,,,,,,,,,,,,,,,,,,3.24
2013-07-22,,,,,,,,,,,,,,,,,,,,3.31
2013-07-23,,,,,,,,,,,,,,,,,,,,3.23
2013-07-24,,,,,,,,,,,,,,,,,,,,3.59
2013-07-25,,,,,,,,,,,,,,,,,,,,3.25
2013-07-30,,,,,,,,,,,,,,,,,,,,3.25
2013-07-31,,,,,,,,,,,,,,,,,,,,3.45
2013-08-02,,,,,,,,,,,,,,,,,,,,3.35
2013-08-05,,,,,,,,,,,,,,,,,,,,3.35
2013-08-07,,,,,,,,,,,,,,,,,,,,3.5
2013-08-08,,,,,,,,,,,,,,,,,,,,3.5
2013-08-12,,,,,,,,,,,,,,,,,,,,3.32
2013-08-13,,,,,,,,,,,,,,,,,,,,3.3
2013-08-14,,,,,,,,,,,,,,,,,,,,3.33
2013-08-19,,,,,,,,,,,,,,,,,,,,3.35
2013-08-21,,,,,,,,,,,,,,,,,,,,3.35
2013-08-26,,,,,,,,,,,,,,,,,,,,3.48
2013-08-28,,,,,,,,,,,,,,,,,,,,3.4
2013-08-29,,,,,,,,,,,,,,,,,,,,3.35
2013-08-30,,,,,,,,,,,,,,,,,,,,3.35
2013-09-02,,,,,,,,,,,,,,,,,,,,3.35
2013-09-03,,,,,,,,,,,,,,,,,,,,3.41
2013-09-04,,,,,,,,,,,,,,,,,,,,3.5
2013-09-05,,,,,,,,,,,,,,,,,,,,3.7
2013-09-06,,,,,,,,,,,,,,,,,,,,3.7
2013-09-09,,,,,,,,,,,,,,,,,,,,3.4
2013-09-13,,,,,,,,,,,,,,,,,,,,3.7
2013-09-16,,,,,,,,,,,,,,,,,,,,3.7
2013-09-18,,,,,,,,,,,,,,,,,,,,3.43
2013-09-19,,,,,,,,,,,,,,,,,,,,3.68
2013-09-20,,,,,,,,,,,,,,,,,,,,3.66
2013-09-23,,,,,,,,,,,,,,,,,,,,3.69
2013-09-25,,,,,,,,,,,,,,,,,,,,3.68
2013-09-27,,,,,,,,,,,,,,,,,,,,3.67
2013-09-30,,,,,,,,,,,,,,,,,,,,3.5
2013-10-01,,,,,,,,,,,,,,,,,,,,3.55
2013-10-02,,,,,,,,,,,,,,,,,,,,3.65
2013-10-03,,,,,,,,,,,,,,,,,,,,3.55
2013-10-07,,,,,,,,,,,,,,,,,,,,3.55
2013-10-11,,,,,,,,,,,,,,,,,,,,3.58
2013-10-14,,,,,,,,,,,,,,,,,,,,3.52
2013-10-16,,,,,,,,,,,,,,,,,,,,3.59
2013-10-18,,,,,,,,,,,,,,,,,,,,3.52
2013-10-21,,,,,,,,,,,,,,,,,,,,3.52
2013-10-23,,,,,,,,,,,,,,,,,,,,3.5
2013-10-24,,,,,,,,,,,,,,,,,,,,3.5
2013-10-25,,,,,,,,,,,,,,,,,,,,3.6
2013-10-29,,,,,,,,,,,,,,,,,,,,3.55
2013-10-30,,,,,,,,,,,,,,,,,,,,3.4
2013-10-31,,,,,,,,,,,,,,,,,,,,3.54
2013-11-04,,,,,,,,,,,,,,,,,,,,3.4
2013-11-07,,,,,,,,,,,,,,,,,,,,3.49
2013-11-08,,,,,,,,,,,,,,,,,,,,3.41
2013-11-11,,,,,,,,,,,,,,,,,,,,3.42
2013-11-12,,,,,,,,,,,,,,,,,,,,3.54
2013-11-13,,,,,,,,,,,,,,,,,,,,3.48
2013-11-15,,,,,,,,,,,,,,,,,,,,3.42
2013-11-18,,,,,,,,,,,,,,,,,,,,3.4
2013-11-19,,,,,,,,,,,,,,,,,,,,3.4
2013-11-21,,,,,,,,,,,,,,,,,,,,3.4
2013-11-25,,,,,,,,,,,,,,,,,,,,3.43
2013-11-26,,,,,,,,,,,,,,,,,,,,3.37
2013-11-28,,,,,,,,,,,,,,,,,,,,3.58
2013-12-04,,,,,,,,,,,,,,,,,,,,3.35
2013-12-06,,,,,,,,,,,,,,,,,,,,3.35
2013-12-09,,,,,,,,,,,,,,,,,,,,3.48
2013-12-10,,,,,,,,,,,,,,,,,,,,3.47
2013-12-11,,,,,,,,,,,,,,,,,,,,3.48
2013-12-13,,,,,,,,,,,,,,,,,,,,3.48
2013-12-16,,,,,,,,,,,,,,,,,,,,3.41
2013-12-17,,,,,,,,,,,,,,,,,,,,3.41
2013-12-20,,,,,,,,,,,,,,,,,,,,3.48
2013-12-23,,,,,,,,,,,,,,,,,,,,3.48
2013-12-30,,,,,,,,,,,,,,,,,,,,3.57
2014-01-02,,,,,,,,,,,,,,,,,,,,3.58
2014-01-06,,,,,,,,,,,,,,,,,,,,3.67
2014-01-07,,,,,,,,,,,,,,,,,,,,3.69
2014-01-09,,,,,,,,,,,,,,,,,,,,3.7
2014-01-10,,,,,,,,,,,,,,,,,,,,3.7
2014-01-13,,,,,,,,,,,,,,,,,,,,3.7
2014-01-14,,,,,,,,,,,,,,,,,,,,3.6
2014-01-15,,,,,,,,,,,,,,,,,,,,3.48
2014-01-16,,,,,,,,,,,,,,,,,,,,3.67
2014-01-17,,,,,,,,,,,,,,,,,,,,3.7
2014-01-20,,,,,,,,,,,,,,,,,,,,3.64
2014-01-21,,,,,,,,,,,,,,,,,,,,3.58
2014-01-22,,,,,,,,,,,,,,,,,,,,3.59
2014-01-23,,,,,,,,,,,,,,,,,,,,3.7
2014-01-24,,,,,,,,,,,,,,,,,,,,3.7
2014-01-27,,,,,,,,,,,,,,,,,,,,3.75
2014-01-28,,,,,,,,,,,,,,,,,,,,3.75
2014-01-29,,,,,,,,,,,,,,,,,,,,3.7
2014-01-31,,,,,,,,,,,,,,,,,,,,3.85
2014-02-03,,,,,,,,,,,,,,,,,,,,3.85
2014-02-04,,,,,,,,,,,,,,,,,,,,3.85
2014-02-07,,,,,,,,,,,,,,,,,,,,3.9
2014-02-10,,,,,,,,,,,,,,,,,,,,3.9
2014-02-11,,,,,,,,,,,,,,,,,,,,3.95
2014-02-12,,,,,,,,,,,,,,,,,,,,3.99
2014-02-13,,,,,,,,,,,,,,,,,,,,3.9
2014-02-14,,,,,,,,,,,,,,,,,,,,3.9
2014-02-17,,,,,,,,,,,,,,,,,,,,3.9
2014-02-18,,,,,,,,,,,,,,,,,,,,3.9
2014-02-20,,,,,,,,,,,,,,,,,,,,3.89
2014-02-21,,,,,,,,,,,,,,,,,,,,3.9
2014-02-24,,,,,,,,,,,,,,,,,,,,3.99
2014-02-26,,,,,,,,,,,,,,,,,,,,3.78
2014-02-27,,,,,,,,,,,,,,,,,,,,3.81
2014-03-03,,,,,,,,,,,,,,,,,,,,3.75
2014-03-04,,,,,,,,,,,,,,,,,,,,4.05
2014-03-05,,,,,,,,,,,,,,,,,,,,3.92
2014-03-06,,,,,,,,,,,,,,,,,,,,3.77
2014-03-07,,,,,,,,,,,,,,,,,,,,3.99
2014-03-10,,,,,,,,,,,,,,,,,,,,4.05
2014-03-11,,,,,,,,,,,,,,,,,,,,4.0
2014-03-14,,,,,,,,,,,,,,,,,,,,3.86
2014-03-17,,,,,,,,,,,,,,,,,,,,3.85
2014-03-18,,,,,,,,,,,,,,,,,,,,3.9
2014-03-20,,,,,,,,,,,,,,,,,,,,3.99
2014-03-25,,,,,,,,,,,,,,,,,,,,3.99
2014-03-26,,,,,,,,,,,,,,,,,,,,3.98
2014-03-27,,,,,,,,,,,,,,,,,,,,3.99
2014-03-28,,,,,,,,,,,,,,,,,,,,3.99
2014-03-31,,,,,,,,,,,,,,,,,,,,3.95
2014-04-01,,,,,,,,,,,,,,,,,,,,3.95
2014-04-02,,,,,,,,,,,,,,,,,,,,3.89
2014-04-03,,,,,,,,,,,,,,,,,,,,3.95
2014-04-04,,,,,,,,,,,,,,,,,,,,4.01
2014-04-07,,,,,,,,,,,,,,,,,,,,4.21
2014-04-08,,,,,,,,,,,,,,,,,,,,4.24
2014-04-09,,,,,,,,,,,,,,,,,,,,4.47
2014-04-10,,,,,,,,,,,,,,,,,,,,4.46
2014-04-11,,,,,,,,,,,,,,,,,,,,4.46
2014-04-14,,,,,,,,,,,,,,,,,,,,4.4
2014-04-16,,,,,,,,,,,,,,,,,,,,4.37
2014-04-17,,,,,,,,,,,,,,,,,,,,4.4
2014-04-22,,,,,,,,,,,,,,,,,,,,4.45
2014-04-23,,,,,,,,,,,,,,,,,,,,4.45
2014-04-24,,,,,,,,,,,,,,,,,,,,4.46
2014-04-25,,,,,,,,,,,,,,,,,,,,4.48
2014-04-28,,,,,,,,,,,,,,,,,,,,4.65
2014-04-29,,,,,,,,,,,,,,,,,,,,4.79
2014-04-30,,,,,,,,,,,,,,,,,,,,4.89
2014-05-02,,,,,,,,,,,,,,,,,,,,4.95
2014-05-05,,,,,,,,,,,,,,,,,,,,4.89
2014-05-06,,,,,,,,,,,,,,,,,,,,4.89
2014-05-07,,,,,,,,,,,,,,,,,,,,4.93
2014-05-08,,,,,,,,,,,,,,,,,,,,4.89
2014-05-09,,,,,,,,,,,,,,,,,,,,4.91
2014-05-12,,,,,,,,,,,,,,,,,,,,4.99
2014-05-13,,,,,,,,,,,,,,,,,,,,5.0
2014-05-14,,,,,,,,,,,,,,,,,,,,4.51
2014-05-15,,,,,,,,,,,,,,,,,,,,4.54
2014-05-16,,,,,,,,,,,,,,,,,,,,4.52
2014-05-19,,,,,,,,,,,,,,,,,,,,4.52
2014-05-20,,,,,,,,,,,,,,,,,,,,4.51
2014-05-21,,,,,,,,,,,,,,,,,,,,4.52
2014-05-22,,,,,,,,,,,,,,,,,,,,4.45
2014-05-23,,,,,,,,,,,,,,,,,,,,4.11
2014-05-26,,,,,,,,,,,,,,,,,,,,4.15
2014-05-27,,,,,,,,,,,,,,,,,,,,4.31
2014-05-28,,,,,,,,,,,,,,,,,,,,4.4
2014-05-30,,,,,,,,,,,,,,,,,,,,4.38
2014-06-02,,,,,,,,,,,,,,,,,,,,4.38
2014-06-03,,,,,,,,,,,,,,,,,,,,4.26
2014-06-04,,,,,,,,,,,,,,,,,,,,4.31
2014-06-06,,,,,,,,,,,,,,,,,,,,4.16
2014-06-09,,,,,,,,,,,,,,,,,,,,4.26
2014-06-10,,,,,,,,,,,,,,,,,,,,4.41
2014-06-12,,,,,,,,,,,,,,,,,,,,4.3
2014-06-13,,,,,,,,,,,,,,,,,,,,4.3
2014-06-16,,,,,,,,,,,,,,,,,,,,4.2
2014-06-17,,,,,,,,,,,,,,,,,,,,4.28
2014-06-18,,,,,,,,,,,,,,,,,,,,4.26
2014-06-19,,,,,,,,,,,,,,,,,,,,4.26
2014-06-23,,,,,,,,,,,,,,,,,,,,4.2
2014-06-24,,,,,,,,,,,,,,,,,,,,4.25
2014-06-25,,,,,,,,,,,,,,,,,,,,4.26
2014-06-26,,,,,,,,,,,,,,,,,,,,4.26
2014-06-30,,,,,,,,,,,,,,,,,,,,4.22
2014-07-01,,,,,,,,,,,,,,,,,,,,4.21
2014-07-02,,,,,,,,,,,,,,,,,,,,4.21
2014-07-03,,,,,,,,,,,,,,,,,,,,4.22
2014-07-04,,,,,,,,,,,,,,,,,,,,4.22
2014-07-07,,,,,,,,,,,,,,,,,,,,4.22
2014-07-08,,,,,,,,,,,,,,,,,,,,4.21
2014-07-09,,,,,,,,,,,,,,,,,,,,4.21
2014-07-10,,,,,,,,,,,,,,,,,,,,4.21
2014-07-14,,,,,,,,,,,,,,,,,,,,4.21
2014-07-15,,,,,,,,,,,,,,,,,,,,4.21
2014-07-16,,,,,,,,,,,,,,,,,,,,4.22
2014-07-17,,,,,,,,,,,,,,,,,,,,4.2
2014-07-18,,,,,,,,,,,,,,,,,,,,4.23
2014-07-21,,,,,,,,,,,,,,,,,,,,4.5
2014-07-22,,,,,,,,,,,,,,,,,,,,4.5
2014-07-23,,,,,,,,,,,,,,,,,,,,4.44
2014-07-24,,,,,,,,,,,,,,,,,,,,4.28
2014-07-25,,,,,,,,,,,,,,,,,,,,4.3
2014-07-28,,,,,,,,,,,,,,,,,,,,5.0
2014-07-29,,,,,,,,,,,,,,,,,,,,4.58
2014-07-30,,,,,,,,,,,,,,,,,,,,4.55
2014-07-31,,,,,,,,,,,,,,,,,,,,4.51
2014-08-01,,,,,,,,,,,,,,,,,,,,4.6
2014-08-04,,,,,,,,,,,,,,,,,,,,4.51
2014-08-05,,,,,,,,,,,,,,,,,,,,4.6
2014-08-07,,,,,,,,,,,,,,,,,,,,4.59
2014-08-08,,,,,,,,,,,,,,,,,,,,4.45
2014-08-11,,,,,,,,,,,,,,,,,,,,4.55
2014-08-12,,,,,,,,,,,,,,,,,,,,4.6
2014-08-13,,,,,,,,,,,,,,,,,,,,4.6
2014-08-15,,,,,,,,,,,,,,,,,,,,4.54
2014-08-18,,,,,,,,,,,,,,,,,,,,4.55
2014-08-19,,,,,,,,,,,,,,,,,,,,4.58
2014-08-20,,,,,,,,,,,,,,,,,,,,4.55
2014-08-21,,,,,,,,,,,,,,,,,,,,4.89
2014-08-22,,,,,,,,,,,,,,,,,,,,4.79
2014-08-25,,,,,,,,,,,,,,,,,,,,4.8
2014-08-26,,,,,,,,,,,,,,,,,,,,4.8
2014-08-29,,,,,,,,,,,,,,,,,,,,4.8
2014-09-02,,,,,,,,,,,,,,,,,,,,4.91
2014-09-03,,,,,,,,,,,,,,,,,,,,4.85
2014-09-04,,,,,,,,,,,,,,,,,,,,4.8
2014-09-11,,,,,,,,,,,,,,,,,,,,4.8
2014-09-15,,,,,,,,,,,,,,,,,,,,4.94
2014-09-16,,,,,,,,,,,,,,,,,,,,4.81
2014-09-17,,,,,,,,,,,,,,,,,,,,4.94
2014-09-18,,,,,,,,,,,,,,,,,,,,4.8
2014-09-22,,,,,,,,,,,,,,,,,,,,4.83
2014-09-24,,,,,,,,,,,,,,,,,,,,4.9
2014-09-25,,,,,,,,,,,,,,,,,,,,4.9
2014-09-29,,,,,,,,,,,,,,,,,,,,4.82
2014-09-30,,,,,,,,,,,,,,,,,,,,4.84
2014-10-01,,,,,,,,,,,,,,,,,,,,4.9
2014-10-02,,,,,,,,,,,,,,,,,,,,4.9
2014-10-03,,,,,,,,,,,,,,,,,,,,4.87
2014-10-06,,,,,,,,,,,,,,,,,,,,4.9
2014-10-07,,,,,,,,,,,,,,,,,,,,4.9
2014-10-08,,,,,,,,,,,,,,,,,,,,4.88
2014-10-09,,,,,,,,,,,,,,,,,,,,4.9
2014-10-10,,,,,,,,,,,,,,,,,,,,4.8
2014-10-13,,,,,,,,,,,,,,,,,,,,4.9
2014-10-14,,,,,,,,,,,,,,,,,,,,4.84
2014-10-15,,,,,,,,,,,,,,,,,,,,4.84
2014-10-16,,,,,,,,,,,,,,,,,,,,4.86
2014-10-17,,,,,,,,,,,,,,,,,,,,4.9
2014-10-20,,,,,,,,,,,,,,,,,,,,4.8
2014-10-21,,,,,,,,,,,,,,,,,,,,4.8
2014-10-22,,,,,,,,,,,,,,,,,,,,4.88
2014-10-23,,,,,,,,,,,,,,,,,,,,4.82
2014-10-24,,,,,,,,,,,,,,,,,,,,4.79
2014-10-29,,,,,,,,,,,,,,,,,,,,4.75
2014-10-30,,,,,,,,,,,,,,,,,,,,4.77
2014-10-31,,,,,,,,,,,,,,,,,,,,4.75
2014-11-03,,,,,,,,,,,,,,,,,,,,4.83
2014-11-04,,,,,,,,,,,,,,,,,,,,4.8
2014-11-05,,,,,,,,,,,,,,,,,,,,4.86
2014-11-06,,,,,,,,,,,,,,,,,,,,4.82
2014-11-07,,,,,,,,,,,,,,,,,,,,4.81
2014-11-10,,,,,,,,,,,,,,,,,,,,4.9
2014-11-11,,,,,,,,,,,,,,,,,,,,4.82
2014-11-12,,,,,,,,,,,,,,,,,,,,4.82
2014-11-13,,,,,,,,,,,,,,,,,,,,4.81
2014-11-14,,,,,,,,,,,,,,,,,,,,4.89
2014-11-17,,,,,,,,,,,,,,,,,,,,4.95
2014-11-19,,,,,,,,,,,,,,,,,,,,5.0
2014-11-20,,,,,,,,,,,,,,,,,,,,5.0
2014-11-21,,,,,,,,,,,,,,,,,,,,5.0
2014-11-24,,,,,,,,,,,,,,,,,,,,5.0
2014-11-25,,,,,,,,,,,,,,,,,,,,5.2
2014-11-26,,,,,,,,,,,,,,,,,,,,5.2
2014-11-27,,,,,,,,,,,,,,,,,,,,5.31
2014-11-28,,,,,,,,,,,,,,,,,,,,5.31
2014-12-01,,,,,,,,,,,,,,,,,,,,5.3
2014-12-02,,,,,,,,,,,,,,,,,,,,5.3
2014-12-03,,,,,,,,,,,,,,,,,,,,5.21
2014-12-04,,,,,,,,,,,,,,,,,,,,5.2
2014-12-05,,,,,,,,,,,,,,,,,,,,5.21
2014-12-08,,,,,,,,,,,,,,,,,,,,5.3
2014-12-09,,,,,,,,,,,,,,,,,,,,5.4
2014-12-10,,,,,,,,,,,,,,,,,,,,6.1
2014-12-11,,,,,,,,,,,,,,,,,,,,5.4
2014-12-12,,,,,,,,,,,,,,,,,,,,5.4
2014-12-15,,,,,,,,,,,,,,,,,,,,5.85
2014-12-16,,,,,,,,,,,,,,,,,,,,5.75
2014-12-17,,,,,,,,,,,,,,,,,,,,5.75
2014-12-18,,,,,,,,,,,,,,,,,,,,5.7
2014-12-19,,,,,,,,,,,,,,,,,,,,5.38
2014-12-22,,,,,,,,,,,,,,,,,,,,5.31
2014-12-23,,,,,,,,,,,,,,,,,,,,5.31
2014-12-24,,,,,,,,,,,,,,,,,,,,5.26
2014-12-29,,,,,,,,,,,,,,,,,,,,5.69
2015-01-02,,,,,,,,,,,,,,,,,,,,5.32
2015-01-05,,,,,,,,,,,,,,,,,,,,5.29
2015-01-06,,,,,,,,,,,,,,,,,,,,5.24
2015-01-07,,,,,,,,,,,,,,,,,,,,5.2
2015-01-08,,,,,,,,,,,,,,,,,,,,5.26
2015-01-09,,,,,,,,,,,,,,,,,,,,5.31
2015-01-12,,,,,,,,,,,,,,,,,,,,5.68
2015-01-14,,,,,,,,,,,,,,,,,,,,5.45
2015-01-15,,,,,,,,,,,,,,,,,,,,5.6
2015-01-16,,,,,,,,,,,,,,,,,,,,5.45
2015-01-19,,,,,,,,,,,,,,,,,,,,5.21
2015-01-23,,,,,,,,,,,,,,,,,,,,5.38
2015-01-26,,,,,,,,,,,,,,,,,,,,5.33
2015-01-27,,,,,,,,,,,,,,,,,,,,5.5
2015-01-28,,,,,,,,,,,,,,,,,,,,5.5
2015-01-30,,,,,,,,,,,,,,,,,,,,5.58
2015-02-02,,,,,,,,,,,,,,,,,,,,5.56
2015-02-03,,,,,,,,,,,,,,,,,,,,5.74
2015-02-04,,,,,,,,,,,,,,,,,,,,5.78
2015-02-05,,,,,,,,,,,,,,,,,,,,5.94
2015-02-06,,,,,,,,,,,,,,,,,,,,5.93
2015-02-09,,,,,,,,,,,,,,,,,,,,5.9
2015-02-10,,,,,,,,,,,,,,,,,,,,5.9
2015-02-11,,,,,,,,,,,,,,,,,,,,5.9
2015-02-12,,,,,,,,,,,,,,,,,,,,5.9
2015-02-13,,,,,,,,,,,,,,,,,,,,5.9
2015-02-16,,,,,,,,,,,,,,,,,,,,5.9
2015-02-17,,,,,,,,,,,,,,,,,,,,5.93
2015-02-18,,,,,,,,,,,,,,,,,,,,5.81
2015-02-19,,,,,,,,,,,,,,,,,,,,5.95
2015-02-20,,,,,,,,,,,,,,,,,,,,6.1
2015-02-23,,,,,,,,,,,,,,,,,,,,6.05
2015-02-24,,,,,,,,,,,,,,,,,,,,6.04
2015-02-25,,,,,,,,,,,,,,,,,,,,6.01
2015-02-26,,,,,,,,,,,,,,,,,,,,5.97
2015-02-27,,,,,,,,,,,,,,,,,,,,5.97
2015-03-02,,,,,,,,,,,,,,,,,,,,6.01
2015-03-03,,,,,,,,,,,,,,,,,,,,6.02
2015-03-04,,,,,,,,,,,,,,,,,,,,6.1
2015-03-05,,,,,,,,,,,,,,,,,,,,6.09
2015-03-06,,,,,,,,,,,,,,,,,,,,6.07
2015-03-09,,,,,,,,,,,,,,,,,,,,6.11
2015-03-10,,,,,,,,,,,,,,,,,,,,6.16
2015-03-11,,,,,,,,,,,,,,,,,,,,6.16
2015-03-12,,,,,,,,,,,,,,,,,,,,6.14
2015-03-13,,,,,,,,,,,,,,,,,,,,6.15
2015-03-16,,,,,,,,,,,,,,,,,,,,6.14
2015-03-17,,,,,,,,,,,,,,,,,,,,6.14
2015-03-18,,,,,,,,,,,,,,,,,,,,6.2
2015-03-19,,,,,,,,,,,,,,,,,,,,6.19
2015-03-20,,,,,,,,,,,,,,,,,,,,6.2
2015-03-23,,,,,,,,,,,,,,,,,,,,6.26
2015-03-24,,,,,,,,,,,,,,,,,,,,6.25
2015-03-25,,,,,,,,,,,,,,,,,,,,6.25
2015-03-26,,,,,,,,,,,,,,,,,,,,6.25
2015-03-27,,,,,,,,,,,,,,,,,,,,6.27
2015-03-30,,,,,,,,,,,,,,,,,,,,6.3
2015-03-31,,,,,,,,,,,,,,,,,,,,6.27
2015-04-01,,,,,,,,,,,,,,,,,,,,6.39
2015-04-02,,,,,,,,,,,,,,,,,,,,6.39
2015-04-07,,,,,,,,,,,,,,,,,,,,6.6
2015-04-08,,,,,,,,,,,,,,,,,,,,6.49
2015-04-09,,,,,,,,,,,,,,,,,,,,6.49
2015-04-10,,,,,,,,,,,,,,,,,,,,6.5
2015-04-13,,,,,,,,,,,,,,,,,,,,6.49
2015-04-15,,,,,,,,,,,,,,,,,,,,6.48
2015-04-16,,,,,,,,,,,,,,,,,,,,6.48
2015-04-17,,,,,,,,,,,,,,,,,,,,6.45
2015-04-20,,,,,,,,,,,,,,,,,,,,6.4
2015-04-21,,,,,,,,,,,,,,,,,,,,6.4
2015-04-22,,,,,,,,,,,,,,,,,,,,6.39
2015-04-23,,,,,,,,,,,,,,,,,,,,6.43
2015-04-24,,,,,,,,,,,,,,,,,,,,6.4
2015-04-27,,,,,,,,,,,,,,,,,,,,6.4
2015-04-28,,,,,,,,,,,,,,,,,,,,6.4
2015-04-29,,,,,,,,,,,,,,,,,,,,6.4
2015-04-30,,,,,,,,,,,,,,,,,,,,6.4
2015-05-04,,,,,,,,,,,,,,,,,,,,6.39
2015-05-05,,,,,,,,,,,,,,,,,,,,6.42
2015-05-06,,,,,,,,,,,,,,,,,,,,5.53
2015-05-07,,,,,,,,,,,,,,,,,,,,6.29
2015-05-08,,,,,,,,,,,,,,,,,,,,6.26
2015-05-11,,,,,,,,,,,,,,,,,,,,5.5
2015-05-12,,,,,,,,,,,,,,,,,,,,5.57
2015-05-13,,,,,,,,,,,,,,,,,,,,5.64
2015-05-14,,,,,,,,,,,,,,,,,,,,5.65
2015-05-15,,,,,,,,,,,,,,,,,,,,5.65
