,ALNRG FP Equity_DX_SI_QTY,ALNRG FP Equity_DX_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNRG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNRG FP Equity_DX_SI_MV,ALNRG FP Equity_DX_DSS,ALNRG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SUPPLY_SI_QTY,ALNRG FP Equity_DX_BROKER_SI_QTY,ALNRG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_x,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNRG FP Equity_DX_BROKER_SI_MV_INC_x,ALNRG FP Equity_DX_BROKER_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_NEW,ALNRG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_QTY_INC,ALNRG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_y,ALNRG FP Equity_DX_BROKER_SI_MV_INC_y,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNRG FP Equity_DX_BROKER_SI_MV_ADD,ALNRG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_DEC,ALNRG FP Equity_DX_SUPPLY_SI_MV,ALNRG FP Equity_DX_BROKER_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_RMV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNRG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNRG FP Equity_DX_BROKER_SI_CON_RATIO,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNRG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNRG FP Equity_PX_LAST
2023-04-20,94512.0,15197.53,0.91,0.29,0.91,0.02,1.0,10260.97,65699.0,63812.0,10564.4,,,,,,,,,,,,,,,0.02,,,100.0,75.7,0.0,0.0,0.0,100.0,32.91,0.2603,33.41,1.089,0.1608
2023-04-21,94512.0,13855.46,0.57,0.24,0.57,0.01,1.0,9354.84,65699.0,63812.0,9631.47,,,,,,,,,,,,,,,0.01,,,100.0,75.7,0.0,0.0,0.0,100.0,29.55,0.2661,37.73,1.089,0.1466
2023-04-24,94512.0,13382.9,0.57,0.24,0.57,0.01,1.0,9035.78,65699.0,63812.0,9302.98,,,,,,,,,,,,,,,0.01,,,100.0,75.7,0.0,0.0,0.0,100.0,29.03,0.2701,38.81,1.089,0.1416
2023-04-25,94512.0,12929.24,0.57,0.23,0.57,0.01,1.0,8729.48,65699.0,63812.0,8987.62,,,,,,,,,,,,,,,0.01,,,100.0,75.7,0.0,0.0,0.0,100.0,29.01,0.2699,38.79,1.089,0.1368
2023-04-26,94512.0,13099.36,0.57,0.23,0.57,0.01,1.0,8844.34,65699.0,63812.0,9105.88,,,,,,,,,,,,,,,0.01,,,100.0,75.7,0.0,0.0,0.0,100.0,28.58,0.2735,39.71,1.089,0.1386
2023-04-27,100782.0,14573.08,0.6,0.24,0.6,0.01,1.0,9680.54,68834.0,66947.0,9953.4,,3135.0,0.0,,,,3135.0,,,0.0,3135.0,,,,0.01,,,100.0,76.55,0.0,0.0,0.0,100.0,32.69,0.2794,37.81,1.1207,0.1446
2023-04-28,107396.0,18794.3,0.64,0.25,0.64,0.02,1.0,12294.45,72141.0,70254.0,12624.68,,3307.0,0.0,,,,3307.0,,,0.0,3307.0,,,,0.01,,,100.0,77.38,0.0,0.0,0.0,100.0,35.18,0.295,38.41,1.1519,0.175
2023-05-01,107396.0,18794.3,0.64,0.2,0.64,0.02,1.0,12294.45,72141.0,70254.0,12624.68,,,,,,,,,,,,,,,0.01,,,100.0,77.38,0.0,0.0,0.0,100.0,35.72,0.2855,36.15,1.1519,
2023-05-02,107396.0,15894.61,0.64,0.2,0.64,0.02,1.0,10397.59,72141.0,70254.0,10676.87,,,,,,,,,,,,,,,0.01,,,100.0,77.38,0.0,0.0,0.0,100.0,31.78,0.2817,38.93,1.1519,0.148
2023-05-03,107396.0,13059.35,0.64,0.17,0.64,0.02,1.0,8542.89,72141.0,70254.0,8772.35,,,,,,,,,,,,,,,0.01,,,100.0,77.38,0.0,0.0,0.0,100.0,31.31,0.2814,39.22,1.1519,0.1216
2023-05-04,107396.0,11233.62,0.64,0.16,0.64,0.01,1.0,7348.57,72141.0,70254.0,7545.95,,,,,,,,,,,,,,,0.01,,,100.0,77.38,0.0,0.0,0.0,100.0,32.06,0.2818,38.75,1.1519,0.1046
2023-05-05,120560.0,12755.25,0.72,0.17,0.72,0.01,1.0,8129.25,78723.0,76836.0,8328.89,,6582.0,0.0,,,,6582.0,,,0.0,6582.0,,,,0.01,,,100.0,78.87,0.0,0.0,0.0,100.0,31.15,0.3112,43.95,1.2078,0.1058
2023-05-08,120560.0,13767.95,0.72,0.17,0.72,0.01,1.0,8774.67,78723.0,76836.0,8990.17,,,,,,,,,,,,,,,0.01,,,100.0,78.87,0.0,0.0,0.0,100.0,32.31,0.3115,43.22,1.2078,0.1142
2023-05-09,87090.0,9945.68,0.52,0.12,0.52,0.01,1.0,6863.53,61988.0,60101.0,7079.03,,,,,,0.0,,16735.0,,,,,,16735.0,0.01,0.0,,100.0,74.61,0.0,0.0,0.0,100.0,22.64,0.2751,42.81,1.0483,0.1142
2023-05-10,87090.0,9283.79,0.52,0.11,0.52,0.01,1.0,6406.77,61988.0,60101.0,6607.92,,,,,,,,,,,,,,,0.01,,,100.0,74.61,0.0,0.0,0.0,100.0,23.18,0.2681,41.47,1.0483,0.1066
2023-05-11,87090.0,8639.33,0.52,0.11,0.52,0.01,1.0,5962.02,61988.0,60101.0,6149.21,,,,,,,,,,,,,,,0.01,,,100.0,74.61,0.0,0.0,0.0,100.0,23.2,0.2679,41.41,1.0483,0.0992
2023-05-12,80326.0,8048.67,0.48,0.1,0.48,0.01,0.0,5675.73,58681.0,56644.0,5879.84,,,,,,0.0,,3307.0,,,,,,3457.0,0.01,0.0,,100.0,70.63,0.0,0.0,0.0,100.0,16.27,0.2906,46.61,0.9669,0.1002
2023-05-15,80326.0,8273.58,0.48,0.1,0.48,0.01,0.0,5834.33,58681.0,56644.0,6044.14,,,,,,,,,,,,,,,0.01,,,100.0,26.35,0.0,0.0,0.0,100.0,16.19,0.2937,47.05,0.3607,0.103
2023-05-16,80326.0,8112.93,0.48,0.1,0.48,0.01,0.0,5721.04,58681.0,56644.0,5926.78,,,,,,,,,,,,,,,0.01,,,100.0,26.35,0.0,0.0,0.0,100.0,16.45,0.2866,45.99,0.3607,0.101
2023-05-17,80326.0,8225.38,0.48,0.1,0.48,0.01,0.0,5800.35,58681.0,56644.0,6008.93,,,,,,,,,,,,,,,0.01,,,100.0,27.94,0.0,0.0,0.0,100.0,16.27,0.2915,46.73,0.3825,0.1024
2023-05-18,84270.0,8511.27,0.5,0.1,0.5,0.01,0.0,5920.22,60653.0,58616.0,6125.95,,1972.0,0.0,,,,1972.0,,,0.0,1972.0,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,20.31,0.2776,43.92,0.3818,0.101
2023-05-19,84270.0,8106.77,0.5,0.1,0.5,0.01,0.0,5638.86,60653.0,58616.0,5834.82,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,20.61,0.2746,43.33,0.3818,0.0962
2023-05-22,84270.0,8831.5,0.5,0.1,0.5,0.01,0.0,6142.96,60653.0,58616.0,6356.43,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,19.63,0.2904,46.01,0.3818,0.1048
2023-05-23,84270.0,8174.19,0.5,0.1,0.5,0.01,0.0,5685.75,60653.0,58616.0,5883.34,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,20.85,0.272,42.83,0.3818,0.097
2023-05-24,84270.0,8511.27,0.5,0.1,0.5,0.01,0.0,5920.22,60653.0,58616.0,6125.95,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,19.97,0.2849,45.11,0.3818,0.101
2023-05-25,84270.0,8427.0,0.5,0.1,0.5,0.01,0.0,5861.6,60653.0,58616.0,6065.3,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,20.32,0.2787,44.07,0.3818,0.1
2023-05-26,84270.0,8595.54,0.5,0.1,0.5,0.01,0.0,5978.83,60653.0,58616.0,6186.61,,,,,,,,,,,,,,,0.01,,,100.0,27.48,0.0,0.0,0.0,100.0,20.08,0.2817,44.61,0.3818,0.102
2023-05-29,74270.0,7404.72,0.44,0.09,0.44,0.01,0.0,5844.02,50653.0,58616.0,5050.1,,,,,,0.0,,10000.0,,,,,,,0.01,,,100.0,21.96,0.0,0.0,0.0,100.0,23.19,0.3394,49.78,0.3219,0.0997
2023-05-30,74270.0,7055.65,0.44,0.09,0.44,0.01,0.0,5568.52,50653.0,58616.0,4812.04,,,,,,,,,,,,,,,0.01,,,100.0,21.96,0.0,0.0,0.0,100.0,23.42,0.336,49.25,0.3219,0.095
2023-05-31,74270.0,6535.76,0.44,0.09,0.44,0.01,0.0,5158.21,50653.0,58616.0,4457.46,,,,,,,,,,,,,,,0.0,,,100.0,15.41,0.0,0.0,0.0,100.0,23.64,0.3317,48.59,0.226,0.088
2023-06-01,81880.0,7213.63,0.49,0.1,0.49,0.01,0.0,5499.29,54458.0,62421.0,4797.75,,3805.0,0.0,,,,3805.0,,,0.0,3805.0,,,,0.0,,,100.0,16.57,0.0,0.0,0.0,100.0,30.1,0.3289,45.58,0.2491,0.0881
2023-06-02,128278.0,11314.12,0.77,0.15,0.77,0.01,1.0,7551.68,77657.0,85620.0,6849.35,,23199.0,0.0,,,,23199.0,,,0.0,23199.0,,,,0.01,,,100.0,23.63,0.0,0.0,0.0,100.0,19.21,0.4743,65.18,0.3903,0.0882
2023-06-05,128278.0,11288.46,0.77,0.17,0.77,0.01,1.0,7534.56,77657.0,85620.0,6833.82,,,,,,,,,,,,,,,0.01,,,100.0,25.74,0.0,0.0,0.0,100.0,19.24,0.4739,65.14,0.4252,0.088
2023-06-06,148278.0,12010.52,0.89,0.2,0.89,0.01,1.0,7745.22,87657.0,95620.0,7100.22,,10000.0,0.0,,,,10000.0,,,0.0,10000.0,,,,0.01,,,100.0,30.05,0.0,0.0,0.0,100.0,30.98,0.4096,55.1,0.5083,0.081
2023-06-07,144334.0,13423.06,0.86,0.19,0.86,0.01,1.0,8709.26,85685.0,93648.0,7968.71,,,,,,0.0,,1972.0,,,,,,1972.0,0.01,0.0,,100.0,29.68,0.0,0.0,0.0,100.0,26.74,0.4421,60.14,0.5,0.093
2023-06-08,144334.0,12297.26,0.86,0.19,0.86,0.01,1.0,7978.81,85685.0,93648.0,7300.36,,,,,,,,,,,,,,,0.01,,,100.0,29.68,0.0,0.0,0.0,100.0,29.13,0.4163,56.66,0.5,0.0852
2023-06-09,144334.0,12124.06,0.86,0.19,0.86,0.01,1.0,7866.43,85685.0,93648.0,7197.54,,,,,,,,,,,,,,,0.01,,,100.0,29.68,0.0,0.0,0.0,100.0,28.33,0.4232,57.69,0.5,0.084
2023-06-12,144334.0,11994.16,0.5,0.19,0.5,0.01,1.0,7782.15,85685.0,93648.0,7120.42,,,,,,,,,,,,,,,0.01,,,100.0,25.3,0.0,0.0,0.0,100.0,28.28,0.4233,57.73,0.4262,0.0831
2023-06-13,144334.0,12412.72,0.5,0.21,0.5,0.01,1.0,8053.73,85685.0,93648.0,7368.91,,,,,,,,,,,,,,,0.01,,,100.0,25.25,0.0,0.0,0.0,100.0,27.86,0.4297,58.52,0.4253,0.086
2023-06-14,131170.0,11162.57,0.45,0.22,0.45,0.01,1.0,7409.32,79103.0,87066.0,6731.67,,,,,,0.0,,6582.0,,,,,,6582.0,0.01,0.0,,100.0,22.92,0.0,0.0,0.0,100.0,21.09,0.461,63.59,0.38,0.0851
2023-06-15,151170.0,11791.26,0.52,0.26,0.52,0.01,1.0,7571.15,89103.0,97066.0,6950.03,,10000.0,0.0,,,,10000.0,,,0.0,10000.0,,,,0.01,,,100.0,42.8,0.0,0.0,0.0,100.0,19.22,0.37,53.97,0.7261,0.078
2023-06-16,151170.0,11337.75,0.52,0.26,0.52,0.01,1.0,7279.95,89103.0,97066.0,6682.73,,,,,,,,,,,,,,,0.01,,,100.0,42.8,0.0,0.0,0.0,100.0,19.84,0.3713,54.08,0.7261,0.075
2023-06-19,243560.0,18510.56,0.84,0.42,0.84,0.02,1.0,7087.84,185298.0,93261.0,14082.65,,96195.0,,,,,,,,,96195.0,,,3805.0,0.01,0.0,,100.0,60.88,0.0,0.0,0.0,100.0,34.2,0.4059,52.92,0.8002,0.076
2023-06-20,343560.0,23774.35,1.18,0.59,1.18,0.03,1.0,13373.66,185298.0,193261.0,12822.62,,,0.01,,,,100000.0,,,0.01,,,,,0.01,,,100.0,60.88,0.0,0.0,0.0,100.0,23.3,0.5122,67.32,1.1287,0.0692
2023-06-21,343560.0,24736.32,1.18,0.62,1.18,0.02,1.0,13914.79,185298.0,193261.0,13341.46,,,,,,,,,,,,,,,0.01,,,100.0,60.88,0.0,0.0,0.0,100.0,24.85,0.5013,65.96,1.1287,0.072
2023-06-22,343560.0,25079.88,1.18,0.67,1.18,0.02,1.0,14108.05,185298.0,193261.0,13526.75,,,,,,,,,,,,,,,0.01,,,100.0,60.88,0.0,0.0,0.0,100.0,24.54,0.5034,66.23,1.1287,0.073
2023-06-23,343560.0,24049.2,1.18,0.71,1.18,0.03,1.0,13528.27,185298.0,193261.0,12970.86,,,,,,,,,,,,,,,0.01,,,100.0,60.88,0.0,0.0,0.0,100.0,23.87,0.5082,66.82,1.1287,0.07
2023-06-26,343560.0,20270.04,1.18,0.7,1.18,0.02,1.0,11402.4,185298.0,193261.0,10932.58,,,,,,,,,,,,,,,0.01,,,100.0,60.88,0.0,0.0,0.0,100.0,22.48,0.5183,68.04,1.1287,0.059
2023-06-27,343560.0,18861.44,1.18,0.69,1.18,0.02,1.0,10610.03,185298.0,193261.0,10172.86,,,,,,,,,,,,,,,0.01,,,100.0,33.32,0.0,0.0,0.0,100.0,23.54,0.5105,67.11,0.6178,0.0549
2023-06-28,325597.0,16507.77,1.12,0.64,1.12,0.02,1.0,8887.61,185298.0,175298.0,9394.61,,,,,,,,,,,,,,17963.0,0.01,0.0,,100.0,60.88,0.0,0.0,0.0,100.0,24.79,0.4933,65.32,1.0697,0.0507
2023-06-29,352059.0,18975.98,1.21,0.67,1.21,0.02,1.0,10431.21,193529.0,193529.0,10431.21,,8231.0,0.0,,,,18231.0,,,0.0,8231.0,,,,0.01,,,100.0,61.91,0.0,0.0,0.0,100.0,24.53,0.4031,56.27,1.1262,0.0539
2023-06-30,352059.0,17602.95,1.21,0.67,1.21,0.02,1.0,9676.45,193529.0,193529.0,9676.45,,,,,,,,,,,,,,,0.01,,,100.0,61.71,0.0,0.0,0.0,100.0,22.95,0.4101,57.44,1.1226,0.05
2023-07-03,352059.0,17602.95,1.21,0.69,1.21,0.02,1.0,9676.45,193529.0,193529.0,9676.45,,,,,,,,,,,,,,,0.01,,,100.0,44.86,0.0,0.0,0.0,100.0,23.28,0.4134,57.75,0.8161,0.05
2023-07-04,352059.0,18166.24,1.21,0.63,1.21,0.02,1.0,9986.1,193529.0,193529.0,9986.1,,,,,,,,,,,,,,,0.01,,,100.0,43.56,0.0,0.0,0.0,100.0,23.31,0.4136,57.77,0.7924,0.0516
2023-07-05,352059.0,27812.66,1.21,0.63,1.21,0.02,1.0,15288.79,193529.0,193529.0,15288.79,,,,,,,,,,,,,,,0.01,,,100.0,33.44,0.0,0.0,0.0,100.0,29.49,0.3863,52.57,0.6084,0.079
2023-07-06,352059.0,25101.81,1.21,0.48,1.21,0.03,1.0,13798.62,193529.0,193529.0,13798.62,,,,,,,,,,,,,,,0.02,,,100.0,61.51,0.0,0.0,0.0,100.0,22.66,0.4115,57.66,1.119,0.0713
2023-07-07,1257659.0,73950.35,4.32,1.59,4.32,0.09,3.0,38004.15,646329.0,646329.0,38004.15,,452800.0,0.03,,,,452800.0,,,0.03,452800.0,,,,0.05,,,100.0,84.22,0.0,0.0,0.0,100.0,16.02,0.6233,77.07,1.6388,0.0588
2023-07-10,1201197.0,59459.25,4.12,1.41,4.12,0.07,3.0,30595.85,618098.0,618098.0,30595.85,,,,,,0.01,,28231.0,,,,,,28231.0,0.04,0.01,,100.0,83.51,0.0,0.0,0.0,100.0,16.77,0.6087,75.93,1.6228,0.0495
2023-07-11,1201197.0,54053.87,4.12,1.27,4.12,0.06,3.0,27814.41,618098.0,618098.0,27814.41,,,,,,,,,,,,,,,0.03,,,100.0,83.51,0.0,0.0,0.0,100.0,16.72,0.6054,75.7,1.6228,0.045
2023-07-12,1201197.0,54894.7,4.12,1.16,4.12,0.05,3.0,28247.08,618098.0,618098.0,28247.08,,,,,,,,,,,,,,,0.03,,,100.0,36.46,0.0,0.0,0.0,100.0,16.64,0.6003,75.34,0.7086,0.0457
2023-07-13,1201197.0,55255.06,4.12,1.16,4.12,0.05,3.0,28432.51,618098.0,618098.0,28432.51,,,,,,,,,,,,,,,0.03,,,100.0,36.46,0.0,0.0,0.0,100.0,16.65,0.6008,75.37,0.7086,0.046
2023-07-14,1201197.0,52852.67,4.12,1.11,4.12,0.06,3.0,27196.31,618098.0,618098.0,27196.31,,,,,,,,,,,,,,,0.03,,,100.0,36.46,0.0,0.0,0.0,100.0,16.68,0.6031,75.54,0.7086,0.044
2023-07-17,1201197.0,53092.91,4.12,1.07,4.12,0.05,3.0,27319.93,618098.0,618098.0,27319.93,,,,,,,,,,,,,,,0.03,,,100.0,36.46,0.0,0.0,0.0,100.0,16.65,0.6009,75.38,0.7086,0.0442
2023-07-18,1143197.0,59331.92,3.92,1.02,3.92,0.05,3.0,29069.09,618098.0,560098.0,32079.29,,,,,,,,,,,,,,58000.0,0.03,0.0,,100.0,36.04,0.0,0.0,0.0,100.0,12.32,0.6392,78.58,0.6665,0.0519
2023-07-19,1085197.0,48616.83,3.72,0.86,3.72,0.06,3.0,25092.39,560098.0,560098.0,25092.39,,,,,,0.0,,58000.0,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,7.79,0.7171,84.02,0.6548,0.0448
2023-07-20,1085197.0,49919.06,3.72,0.81,3.72,0.05,3.0,25764.51,560098.0,560098.0,25764.51,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,7.84,0.7068,83.34,0.6548,0.046
2023-07-21,1085197.0,53934.29,3.72,0.78,3.72,0.05,3.0,27836.87,560098.0,560098.0,27836.87,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,8.09,0.7035,83.12,0.6548,0.0497
2023-07-24,1085197.0,64786.26,3.72,0.76,3.72,0.05,3.0,33437.85,560098.0,560098.0,33437.85,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,8.63,0.6962,82.63,0.6548,0.0597
2023-07-25,1085197.0,64026.62,3.72,0.62,3.72,0.06,3.0,33045.78,560098.0,560098.0,33045.78,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,7.75,0.7092,83.5,0.6548,0.059
2023-07-26,1085197.0,59468.8,3.72,0.53,3.72,0.06,3.0,30693.37,560098.0,560098.0,30693.37,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,7.77,0.7129,83.74,0.6548,0.0548
2023-07-27,1085197.0,58600.64,3.72,0.5,3.72,0.06,3.0,30245.29,560098.0,560098.0,30245.29,,,,,,,,,,,,,,,0.03,,,100.0,33.8,0.0,0.0,0.0,100.0,7.75,0.7094,83.51,0.6548,0.054
2023-07-28,1085197.0,47965.71,3.72,0.45,3.72,0.06,3.0,24756.33,560098.0,560098.0,24756.33,,,,,,,,,,,,,,,0.03,,,100.0,33.6,0.0,0.0,0.0,100.0,7.81,0.72,84.2,0.6509,0.0442
2023-07-31,1085197.0,48725.35,3.72,0.4,3.72,0.05,3.0,25148.4,560098.0,560098.0,25148.4,,,,,,,,,,,,,,,0.02,,,100.0,33.6,0.0,0.0,0.0,100.0,7.79,0.7075,83.39,0.6509,0.0449
2023-08-01,1085197.0,44818.64,3.72,0.39,3.72,0.05,3.0,23132.05,560098.0,560098.0,23132.05,,,,,,,,,,,,,,,0.03,,,100.0,33.6,0.0,0.0,0.0,100.0,7.77,0.7135,83.78,0.6509,0.0413
2023-08-02,1085197.0,43407.88,3.72,0.37,3.72,0.04,3.0,22403.92,560098.0,560098.0,22403.92,,,,,,,,,,,,,,,0.02,,,100.0,33.6,0.0,0.0,0.0,100.0,7.75,0.7104,83.58,0.6509,0.04
2023-08-03,1077546.0,37714.11,3.7,0.37,3.7,0.04,3.0,19335.65,560098.0,552447.0,19603.43,,,,,,,,,,,,,,7651.0,0.02,0.0,,100.0,33.6,0.0,0.0,0.0,100.0,7.2,0.7256,84.57,0.6463,0.035
2023-08-04,1069895.0,34022.66,3.67,0.35,3.67,0.04,3.0,17567.81,552447.0,552447.0,17567.81,,,,,,0.0,,7651.0,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.41,0.7328,85.03,0.6447,0.0318
2023-08-07,1069895.0,38516.22,3.67,0.34,3.67,0.03,3.0,19888.09,552447.0,552447.0,19888.09,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.84,0.7267,84.63,0.6447,0.036
2023-08-08,1069895.0,35734.49,3.67,0.33,3.67,0.04,3.0,18451.73,552447.0,552447.0,18451.73,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.5,0.7316,84.95,0.6447,0.0334
2023-08-09,1069895.0,33273.73,3.67,0.33,3.67,0.04,3.0,17181.1,552447.0,552447.0,17181.1,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.51,0.7313,84.94,0.6447,0.0311
2023-08-10,1069895.0,34771.59,3.67,0.32,3.67,0.03,3.0,17954.53,552447.0,552447.0,17954.53,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,8.04,0.7239,84.45,0.6447,0.0325
2023-08-11,1069895.0,32845.78,3.67,0.32,3.67,0.03,3.0,16960.12,552447.0,552447.0,16960.12,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.86,0.7265,84.62,0.6447,0.0307
2023-08-14,1069895.0,32417.82,3.67,0.31,3.67,0.03,3.0,16739.14,552447.0,552447.0,16739.14,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.77,0.7277,84.7,0.6447,0.0303
2023-08-15,1069895.0,33166.75,3.67,0.32,3.67,0.03,3.0,17125.86,552447.0,552447.0,17125.86,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.94,0.7253,84.55,0.6447,0.031
2023-08-16,1069895.0,33808.68,3.67,0.31,3.67,0.03,3.0,17457.33,552447.0,552447.0,17457.33,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.92,0.7256,84.56,0.6447,0.0316
2023-08-17,1069895.0,39586.12,3.67,0.33,3.67,0.03,3.0,20440.54,552447.0,552447.0,20440.54,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,8.61,0.716,83.93,0.6447,0.037
2023-08-18,1069895.0,35413.52,3.67,0.31,3.67,0.04,3.0,18286.0,552447.0,552447.0,18286.0,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.34,0.7338,85.09,0.6447,0.0331
2023-08-21,1069895.0,37874.28,3.67,0.31,3.67,0.04,3.0,19556.62,552447.0,552447.0,19556.62,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,8.15,0.7224,84.35,0.6447,0.0354
2023-08-22,1069895.0,40869.99,3.67,0.3,3.67,0.04,3.0,21103.48,552447.0,552447.0,21103.48,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,8.2,0.7218,84.31,0.6447,0.0382
2023-08-23,1069895.0,42581.82,3.67,0.3,3.67,0.04,3.0,21987.39,552447.0,552447.0,21987.39,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,8.02,0.7241,84.47,0.6447,0.0398
2023-08-24,1069895.0,37446.32,3.67,0.26,3.67,0.04,3.0,19335.65,552447.0,552447.0,19335.65,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,7.27,0.7348,85.16,0.6447,0.035
2023-08-25,1069895.0,29957.06,3.67,0.24,3.67,0.04,3.0,15468.52,552447.0,552447.0,15468.52,,,,,,,,,,,,,,,0.02,,,100.0,33.29,0.0,0.0,0.0,100.0,6.9,0.7401,85.5,0.6447,0.028
2023-08-28,164295.0,4649.55,0.56,0.03,0.56,0.0,1.0,2820.01,99647.0,99647.0,2820.01,,,,,,0.02,,452800.0,,,,,,452800.0,0.0,0.02,,100.0,5.98,0.0,0.0,0.0,100.0,41.67,0.4406,51.17,0.0985,0.0283
2023-08-29,164295.0,4633.12,0.56,0.03,0.56,0.0,1.0,2810.05,99647.0,99647.0,2810.05,,,,,,,,,,,,,,,0.0,,,100.0,5.98,0.0,0.0,0.0,100.0,41.86,0.44,50.95,0.0985,0.0282
2023-08-30,164295.0,4649.55,0.56,0.03,0.56,0.0,1.0,2820.01,99647.0,99647.0,2820.01,,,,,,,,,,,,,,,0.0,,,100.0,5.98,0.0,0.0,0.0,100.0,41.77,0.4403,51.06,0.0985,0.0283
2023-08-31,164295.0,4764.56,0.56,0.03,0.56,0.0,1.0,2889.76,99647.0,99647.0,2889.76,,,,,,,,,,,,,,,0.0,,,100.0,5.61,0.0,0.0,0.0,100.0,41.48,0.4413,51.4,0.0925,0.029
2023-09-01,164295.0,4813.84,0.56,0.03,0.56,0.0,1.0,2919.66,99647.0,99647.0,2919.66,,,,,,,,,,,,,,,0.0,,,100.0,5.61,0.0,0.0,0.0,100.0,41.36,0.4409,51.45,0.0925,0.0293
2023-09-04,164295.0,5126.0,0.56,0.03,0.56,0.0,1.0,3108.99,99647.0,99647.0,3108.99,,,,,,,,,,,,,,,0.0,,,100.0,6.93,0.0,0.0,0.0,100.0,41.37,0.4406,51.41,0.1142,0.0312
2023-09-05,164295.0,5093.15,0.56,0.03,0.56,0.01,1.0,3089.06,99647.0,99647.0,3089.06,,,,,,,,,,,,,,,0.0,,,100.0,6.93,0.0,0.0,0.0,100.0,41.9,0.4398,50.9,0.1142,0.031
2023-09-06,164295.0,5569.6,0.56,0.03,0.56,0.01,1.0,3378.03,99647.0,99647.0,3378.03,,,,,,,,,,,,,,,0.0,,,100.0,6.93,0.0,0.0,0.0,100.0,40.58,0.4446,52.45,0.1142,0.0339
